mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
3.04,85,5.923,13,258,1001,565,0.564,0.258,77,1
1.87,30,2.25,8,56,144,144,1,0.389,18,1
1.76,17,1.571,7,30,77,56,0.727,0.39,11,1
1.71,21,1.857,7,36,91,89,0.978,0.396,13,1
1.78,34,2.333,9,60,189,172,0.911,0.317,21,1
2.22,9,1.143,7,20,56,56,1,0.357,8,1
2.29,995,64.5,12,2280,8820,5024,0.568,0.258,735,1
2.08,24,1.182,11,50,143,112,0.783,0.35,13,1
1.47,30,3.286,7,44,161,135,0.839,0.273,23,1
1.48,187,11.5,10,276,1150,872,0.758,0.24,115,1
1.89,128,7.9,10,242,790,646,0.818,0.306,79,1
2.41,107,10.25,8,258,656,501,0.764,0.393,82,1
2.98,59,4.778,9,176,387,348,0.899,0.455,43,1
2.45,503,24.286,14,1232,4760,2819,0.592,0.259,340,1
1.56,18,1.222,9,28,99,93,0.939,0.283,11,1
8,1,8,1,8,8,8,1,1,8,2
4.89,161,3.387,31,787,3255,1485,0.456,0.242,105,5
1.76,21,3,6,37,108,100,0.926,0.343,18,1
1.92,78,19.8,5,150,495,366,0.739,0.303,99,1
8.07,14,2.222,9,113,180,154,0.856,0.628,20,1
5.86,70,5.917,12,410,852,645,0.757,0.481,71,1
1.7,186,11.6,10,317,1160,925,0.797,0.273,116,1
1.73,135,7.727,11,234,935,621,0.664,0.25,85,1
2.07,29,2.625,8,60,168,162,0.964,0.357,21,1
1.34,102,13.5,6,137,486,453,0.932,0.282,81,1
1.19,32,3.333,6,38,120,113,0.942,0.317,20,1
1.48,96,8.857,7,142,434,428,0.988,0.327,62,1
2.81,98,5.75,12,275,828,518,0.626,0.332,69,1
2.23,129,8.167,12,288,1176,734,0.624,0.245,98,1
2,6,1.2,5,12,30,26,0.867,0.4,6,1
2.94,246,16.818,11,724,2035,1572,0.772,0.356,185,1
1.65,178,9.182,11,293,1111,947,0.852,0.264,101,1
3.28,58,4,10,191,400,366,0.915,0.475,40,1
1.89,128,7.9,10,242,790,646,0.818,0.306,79,1
1.37,383,28.778,9,525,2331,2218,0.95,0.225,259,1
3.21,43,2.923,13,138,494,472,0.955,0.279,38,1
1.16,61,4.166,9,71,354,326,0.918,0.2,39,1
2.81,98,5.75,12,275,828,518,0.626,0.332,69,1
2.23,129,8.167,12,288,1176,734,0.624,0.245,98,1
2,6,1.2,5,12,30,26,0.867,0.4,6,1
2.94,246,16.818,11,724,2035,1572,0.772,0.356,185,1
1.65,178,9.182,11,293,1111,947,0.852,0.264,101,1
3.03,610,34.167,12,1848,4920,3354,0.683,0.376,410,1
2.5,22,1.8,10,55,180,111,0.617,0.306,18,1
2.33,18,1.75,8,42,112,112,1,0.375,14,1
1.94,85,6.222,9,165,504,347,0.688,0.327,56,1
2.75,190,18.25,8,522,1164,1039,0.895,0.447,146,1
1.36,25,2.571,7,34,126,111,0.881,0.27,18,1
1.28,533,56.667,9,684,4590,2717,0.592,0.149,510,1
1.51,45,4.429,7,68,217,154,0.71,0.313,31,1
7.49,67,27.545,11,502,3333,666,0.2,0.151,303,1
1.38,13,1.286,7,18,63,44,0.698,0.286,9,1
1.65,23,2.714,7,38,133,84,0.632,0.286,19,1
1.71,21,2.714,7,36,133,84,0.632,0.27,19,1
1.79,29,2.714,7,52,133,102,0.767,0.39,19,1
2.17,109,11.375,8,236,728,524,0.718,0.324,91,1
2.25,4,0.8,5,9,20,15,0.75,0.45,4,1
