mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.95,31,2.25,8,61,144,129,0.895,0.424,18,1
1.4,20,1.375,8,28,88,88,1,0.318,11,1
1.47,19,2.375,8,28,152,129,0.849,0.184,19,1
2.12,26,4.667,6,55,168,99,0.589,0.327,28,1
5.15,16,18,3,82,162,142,0.877,0.507,54,2
1.39,181,16.778,9,251,1359,769,0.566,0.185,151,1
1.35,37,6.667,6,50,240,205,0.854,0.208,40,1
2,327,17.429,14,654,4260,4226,0.988,0.153,303,1
1.43,37,4,5,53,100,97,0.97,0.53,20,1
6.4,15,1.889,9,96,153,141,0.922,0.627,17,1
1.52,22,1.875,8,33,120,104,0.867,0.275,15,1
