fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
17.388,0.528,13.581,0.376,18.016,155.34,2.487,15.986,57.922,0,16.668
10.742,0.36,-15.782,0.224,51.129,104.712,2.878,-40.386,81.869,1,-6.901
17.992,0.545,-19.356,0.29,19.694,213.628,2.323,-18.761,80.066,0,-17.745
9.388,0.506,32.193,0.287,36.356,237.886,2.64,31.579,64.052,1,-10.644
48.556,0.2,-95.532,0.106,96.168,334.401,3.526,-71.856,3.326,1,32.22
15.816,0.46,8.545,0.266,26.261,233.118,2.654,-17.516,32.923,0,-13.386
12.76,0.46,19.727,0.282,27.307,244.759,2.763,26.969,21.43,1,-8.7
10.66,0.542,20.627,0.271,18.709,159.599,2.278,9.467,81.893,0,-5.322
8.456,0.303,41.524,0.163,49.607,104.76,2.876,25.689,18.245,1,-6.034
16.618,0.378,19.325,0.213,27.827,203.47,2.620,17.387,4.295,1,12.137
7.428,0.797,-0.772,0.568,18.538,125.354,2.218,4.457,65.715,0,-1.722
18.161,0.286,12.695,0.145,40.666,116.04,2.801,34.653,13.278,0,-12.256
16.125,0.407,16.053,0.249,34.547,213.473,2.712,28.885,4.982,0,6.124
11.541,0.7,-14.755,0.398,12.811,203.578,2.099,6.128,85.738,0,9.668
15.874,0.435,-5.438,0.221,19.251,262.610,2.652,-12.179,49.329,1,8.524
16.189,0.415,24.076,0.234,29.751,176.884,2.789,9.86,6.286,0,16.368
9.623,0.301,33.419,0.177,61.844,168.885,3.202,34.301,61.729,1,5.564
15.839,0.486,-3.876,0.292,20.341,194.507,2.569,8.174,89.658,0,-11.816
28.544,0.161,-89.29,0.094,77.727,241.255,3.681,48.11,5.68,0,-7.142
16.281,0.314,59.505,0.161,40.181,183.184,2.636,-18.318,14.366,0,15.348
30.908,0.291,-38.644,0.197,65.71,119.55,2.856,-68.786,26.001,1,-23.195
29.087,0.336,-125.856,0.241,57.83,278.610,2.667,-52.359,9.078,0,20.776
15.131,0.363,-23.32,0.193,28.106,77.162,2.745,-17.539,25.123,0,9.435
11.686,0.468,16.05,0.274,31.456,198.018,2.651,-22.019,43.783,1,3.684
10.38,0.49,3.136,0.301,26.161,182.19,2.604,20.149,27.662,1,11.098
0,0.797,0,0.443,21.478,178.817,2.047,0,51.703,0,-12.
20.914,0.178,48.985,0.105,65.498,76.317,3.093,57.124,63.886,0,6.569
20.847,0.421,2.758,0.22,21.672,174.5,2.507,-18.644,67.924,0,18.105
14.498,0.377,-6.412,0.207,27.407,43.721,2.645,-18.845,51.539,0,11.854
20.474,0.306,-32.884,0.17,56.229,268.947,2.703,40.572,7.288,0,14.054
10.774,0.551,0.395,0.365,17.844,175.766,2.327,-4.031,52.97,0,-2.969
10.773,0.539,-7.116,0.345,20.844,41.438,2.27,-17.536,24.388,0,-9.463
19.769,0.307,4.21,0.185,42.194,186.229,2.962,37.785,5.313,0,17.587
9.739,0.825,-12.417,0.519,13.341,208.416,2.227,-8.407,57.349,1,11.092
7.6,0.55,-6.356,0.9,27.58,41.19,2.507,8.927,43.881,1,39.224
14.414,0.412,11.415,0.214,24.413,219.324,2.691,11.629,10.456,0,-7.901
9.764,0.489,-13.773,0.276,18.428,164.88,2.426,-13.777,40.478,0,-0.408
8.758,0.654,24.88,0.851,20.744,157.451,2.487,14.733,55.639,1,7.433
10.773,0.751,-13.547,0.479,13.32,117.609,2.077,2.781,67.136,0,-11.697
12.049,0.412,21.899,0.267,41.039,238.451,2.94,33.671,16.17,1,-10.507
6.807,0.582,22.67,0.342,28.695,253.667,2.395,19.715,43.715,0,-6.202
15.735,0.348,18.403,0.205,24.065,219.414,2.567,-12.2,14.414,0,7.146
16.85,0.512,-16.157,0.29,78.917,343.462,2.36,-26.586,4.185,0,-18.65
15.363,0.437,20.849,0.231,29.864,176.231,2.441,17.608,32.398,0,-10.83
10.738,0.535,23.408,0.343,31.939,222.189,2.379,23.374,6.781,0,-7.702
19.734,0.239,37.489,0.124,51.118,211.866,3.18,38.35,10.651,0,11.672
12.122,0.677,16.751,0.346,12.366,199.413,2.119,-10.172,14.316,0,-8.829
10.617,0.533,-0.404,0.278,18.299,146.91,2.13,5.011,45.266,0,-4.459
11.093,0.747,24.435,0.422,12.69,157.041,2.151,-9.36,56.616,0,-10.832
0,0.747,-0.00,0.419,23.593,74.22,2.124,0,39.088,0,-11.296
11.359,0.673,15.715,0.344,7.181,202.627,2.147,-5.915,25.821,0,11.757
12.443,0.492,-9.55,0.25,28.177,174.834,2.549,-18.983,3.443,0,8.927
19.548,0.238,-72.863,0.136,55.342,191.546,2.766,30.478,19.318,0,-16.153
10.069,0.569,24.831,0.33,19.026,209.752,2.158,10.914,12.536,0,3.336
36.236,0.147,-105.055,0.079,78.863,256.059,3.155,45.596,3.297,0,-21.327
16.137,0.364,26.628,0.188,20.648,189.21,2.597,10.44,1.537,0,-10.944
43.362,0.273,-54.18,0.164,69.851,333.702,3.23,-40.287,17.669,1,30.578
20.083,0.265,-20.463,0.166,30.551,166.931,2.927,-26.644,2.401,0,10.688
7.478,0.541,-1.298,0.301,24.081,188.023,2.337,10.002,10.31,0,2.197
12.982,0.452,21.024,0.246,22.583,151.714,2.533,12.047,49.739,1,-5.039
40.317,0.232,-96.217,0.125,90.417,391.99,3.346,-53.343,13.769,1,35.085
23.112,0.204,-39.95,0.118,55.059,246.464,3.34,40.435,3.986,0,-13.276
18.873,0.304,11.38,0.155,30.648,188.273,2.738,-18.042,5.477,0,-11.103
29.981,0.269,104.11,0.141,86.867,227.59,2.87,-99.132,84.768,1,28.948
20.291,0.124,74.611,0.062,87.721,215.411,3.294,57.621,3.977,0,-10.281
16.686,0.253,21.822,0.127,40.354,209.461,3.005,35.932,5.421,0,-8.89
10.474,0.531,17.801,0.309,26.671,45.379,2.508,20.134,57.161,0,-5.936
9.094,0.388,42.855,0.202,49.761,104.612,2.864,33.377,31.418,1,4.558
14.76,0.317,-8.242,0.17,32.439,165.056,2.783,-19.673,7.662,0,9.852
10.476,0.734,-14.037,0.412,19.872,302.687,2.338,17.524,12.166,0,10.677
16.59,0.29,32.475,0.147,38.144,151.874,2.807,24.192,0.754,0,-13.496
12.179,0.343,-93.466,0.197,57.434,249.228,2.548,44.058,11.365,0,-10.963
16.034,0.618,1.777,0.367,17.593,159.92,2.218,15.356,34.553,0,-11.004
10.4,0.779,14.78,0.503,13.386,203.39,2.172,5.703,20.69,1,-9.246
37.488,0.255,-184.442,0.184,131.524,281.713,3.106,134.53,41.66,1,-20.482
15.276,0.344,-84.731,0.172,46.422,148.565,2.474,-34.453,6.27,0,12.098
18.276,0.232,59.44,0.122,58.44,241.73,3.168,28.428,5.077,0,-7.856
10.715,0.316,-49.586,0.161,64.223,283.187,2.802,45.87,3.566,0,9.342
10.069,0.569,24.831,0.33,18.014,169.194,2.257,7.64,12.134,0,-5.348
10.084,0.692,18.753,0.386,20.562,161.32,2.399,18.195,66.855,1,-6.663
13.721,0.367,50.811,0.185,46.512,144.878,2.516,-21.708,13.460,0,-9.274
0,0.695,-28.279,0.362,27.147,152.936,2.275,-18.08,84.825,1,0
14.492,0.444,15.438,0.234,29.19,176.896,2.74,9.034,14.137,0,8.755
26.071,0.301,17.052,0.182,32.66,185.528,2.873,21.577,26.666,0,16.103
16.603,0.528,28.575,0.274,21.353,136.2,2.502,-18.716,61.573,1,11.584
22.168,0.155,-108.554,0.081,67.702,221.202,3.209,-22.738,1.786,0,6.824
18.022,0.291,-35.157,0.155,36.351,113.334,2.67,24.119,6.195,0,-12.736
17.749,0.252,-20.934,0.136,41.475,149.046,2.726,-30.077,23.636,0,-6.761
15.354,0.313,28.827,0.160,38.396,151.318,2.802,24.849,14.089,0,3.563
17.147,0.369,19.,0.196,25.823,59.849,2.701,19.168,30.689,0,-7.702
15.608,0.669,-1.168,0.345,17.055,207.765,2.489,7.602,20.449,1,13.004
14.929,0.489,27.845,0.269,29.688,143.699,2.673,24.083,11.318,0,14.505
10.108,0.573,31.113,0.289,22.393,155.777,2.314,-15.083,47.216,0,-7.618
24.416,0.273,-58.202,0.184,70.249,284.348,3.056,43.351,3.584,0,-15.328
32.257,0.149,-91.453,0.079,67.399,250.133,3.231,62.464,6.272,0,-16.755
10.982,0.509,12.629,0.257,34.691,245.841,2.719,30.83,46.436,1,-10.111
8.372,0.617,-25.146,0.332,22.409,140.454,2.383,-12.35,46.19,0,-12.096
17.37,0.325,-21.533,0.168,32.503,167.847,2.906,11.229,8.358,0,-12.916
37.285,0.11,122.859,0.056,140.741,239.088,3.41,89.709,8.14,0,21.888
13.191,0.345,-151.511,0.183,156.176,298.374,2.536,132.727,3.305,0,7.981
10.663,0.596,4.141,0.334,20.577,243.467,2.313,-17.852,35.603,0,7.498
18.743,0.352,34.896,0.18,25.182,157.608,2.813,-13.38,3.929,0,-9.556
16.327,0.457,18.029,0.242,24.565,158.763,2.481,-14.502,14.247,0,13.398
12.603,0.643,8.516,0.424,19.997,234.293,2.411,11.877,57.116,0,7.936
10.362,0.531,35.487,0.275,31.454,192.456,2.337,16.137,19.4,0,6.093
9.608,0.507,13.108,0.27,21.617,157.096,2.238,-13.885,62.685,0,5.009
12.887,0.427,-23.692,0.241,27.524,169.649,2.162,-25.94,15.827,0,8.935
19.301,0.319,-7.108,0.168,28.691,119.789,2.872,18.518,39.05,0,7.566
11.099,0.548,12.845,0.285,19.623,192.343,2.452,10.591,18.435,0,-3.575
15.79,0.292,-10.529,0.16,33.498,196.966,2.795,13.257,12.419,0,-5.356
18.637,0.268,-64.128,0.147,96.929,317.594,3.296,39.552,0.654,0,14.79
25.832,0.197,40.694,0.103,62.805,267.759,3.672,44.124,2.898,0,4.532
20.717,0.305,-38.552,0.156,24.491,70.449,2.71,-13.685,80.547,0,-9.149
12.339,0.599,1.602,0.388,15.102,228.352,2.365,-4.713,10.919,0,7.934
16.599,0.419,22.0,0.232,20.297,74.024,2.464,14.412,3.637,0,-1.386
10.493,0.513,-6.316,0.313,25.151,45.313,2.294,19.173,37.237,0,-8.069
5.776,0.855,20.19,0.6,26.679,167.647,2.388,27.175,46.483,1,-0.59
25.714,0.697,-136.498,0.374,167.167,407.999,2.869,-160.847,17.679,1,-14.911
20.84,0.310,13.719,0.166,42.39,231.184,2.758,32.933,1.269,0,-14.127
21.982,0.499,-19.846,0.249,22.14,257.859,2.543,-26.524,13.962,1,19.483
14.94,0.347,54.836,0.196,56.056,234.783,2.763,43.936,15.372,0,-12.578
12.493,0.43,14.936,0.227,32.18,167.745,2.646,14.061,12.186,0,9.314
10.209,0.606,0.603,0.335,18.205,155.816,2.42,-6.514,30.842,0,5.215
14.253,0.451,-19.624,0.252,28.541,23.721,2.615,-20.445,55.844,0,9.297
21.778,0.377,17.177,0.207,32.054,135.306,2.662,13.743,7.205,0,-18.53
26.054,0.167,44.955,0.085,58.042,157.887,3.354,42.866,5.097,0,-17.97
13.105,0.468,59.442,0.267,54.316,236.719,2.548,39.588,6.761,0,7.901
14.586,0.367,11.665,0.201,32.307,131.439,2.96,30.802,85.533,1,13.683
10.474,0.531,10.27,0.309,21.859,147.225,2.204,19.163,9.358,0,-7.121
29.913,0.27,-55.784,0.164,88.828,347.995,3.347,-42.067,2.256,0,-30.514
6.692,0.771,-20.697,0.446,20.446,197.33,2.151,-14.157,59.266,0,-6.89
11.455,0.42,-26.386,0.252,31.594,187.609,2.794,6.04,68.298,1,-9.144
20.659,0.178,69.855,0.098,65.049,206.359,3.384,62.102,5.654,0,-6.679
26.57,0.339,-99.491,0.182,134.174,331.599,2.985,-83.336,34.931,1,26.118
28.286,0.233,-23.786,0.095,45.469,83.316,2.903,-1.429,7.788,1,-23.455
15.267,0.391,-126.456,0.214,132.102,270.84,2.658,-92.713,3.392,1,-12.522
9.088,0.441,28.321,0.237,32.009,182.471,2.514,23.584,4.362,0,-5.772
20.192,0.343,28.067,0.182,35.507,247.108,2.739,17.076,17.778,0,-18.535
8.579,0.303,-13.648,0.159,54.522,131.812,2.787,26.601,57.919,1,6.065
11.009,0.578,5.46,0.292,21.826,17.122,2.427,17.243,25.557,0,-6.138
17.654,0.119,4.387,0.061,90.339,97.428,3.46,92.213,4.366,1,-18.193
17.388,0.528,-1.459,0.376,18.058,136.859,2.391,8.94,45.609,0,13.888
10.54,0.692,22.733,0.364,17.757,155.81,2.449,10.478,41.822,1,5.472
18.814,0.418,-15.822,0.214,25.718,157.081,2.675,9.265,10.219,0,-9.845
13.749,0.345,27.235,0.18,38.107,226.254,2.549,-18.578,9.668,0,8.745
12.216,0.569,-2.552,0.33,18.292,232.89,2.483,-9.996,9.262,0,9.994
8.552,0.413,35.343,0.213,41.712,205.088,2.801,11.52,11.846,1,-6.986
24.069,0.271,28.499,0.143,29.149,187.557,2.871,-17.918,19.292,0,-7.248
16.299,0.51,24.494,0.28,19.974,182.308,2.559,11.63,8.793,0,-8.745
10.46,0.692,11.138,0.408,16.09,202.086,2.449,9.53,15.393,1,-5.736
10.34,0.565,7.606,0.308,20.282,91.962,2.45,17.259,3.502,0,5.34
8.037,0.649,30.672,0.315,27.467,149.957,2.447,9.852,13.469,1,-3.306
9.808,0.37,43.444,0.208,34.92,224.629,2.79,-13.601,22.587,1,-6.176
13.93,0.354,-14.558,0.18,42.395,208.778,2.702,-26.301,17.848,0,10.863
16.82,0.244,0.27,0.132,59.283,212.534,2.987,40.143,3.346,0,-7.208
10.982,0.509,14.721,0.257,24.66,203.491,2.579,14.514,19.033,1,-5.904
22.357,0.273,-12.399,0.148,25.998,211.518,2.991,-13.516,2.024,0,-14.065
15.355,0.367,15.269,0.208,32.171,136.941,2.679,24.011,22.5,0,-10.383
10.466,0.644,18.51,0.344,20.101,163.65,2.429,18.326,22.7,0,9.16
20.026,0.428,-33.125,0.228,35.644,273.498,2.883,-26.598,69.259,1,13.26
16.226,0.38,-4.568,0.217,39.825,223.741,2.816,23.604,2.163,0,9.488
16.227,0.422,28.916,0.248,30.022,212.739,2.72,30.819,4.879,0,10.233
16.446,0.229,33.753,0.141,64.891,241.569,3.08,55.064,4.894,0,10.051
25.569,0.26,-26.866,0.136,50.819,155.949,2.708,-40.888,1.669,0,19.323
10.229,0.504,10.496,0.275,26.349,199.473,2.298,21.136,43.723,0,3.93
13.39,0.45,-25.78,0.267,34.316,111.756,2.59,-30.557,22.466,1,9.881
12.5,0.491,19.389,0.276,20.154,164.86,2.33,10.578,31.644,0,-9.366
10.189,0.592,23.159,0.32,18.638,133.345,2.248,8.671,77.392,0,6.073
12.035,0.425,-8.356,0.224,24.848,181.353,2.465,7.914,39.889,0,-8.377
15.344,0.375,48.625,0.19,36.934,130.901,2.779,19.614,6.216,0,7.434
16.883,0.315,-5.384,0.164,33.499,107.656,2.732,17.164,10.79,0,9.209
19.743,0.268,-47.195,0.149,35.144,226.172,2.796,19.512,3.558,0,15.605
10.995,0.608,19.919,0.314,20.861,196.122,2.24,18.593,19.95,0,10.686
12.124,0.492,18.75,0.25,29.054,95.896,2.486,13.138,46.591,0,-9.836
17.824,0.366,6.478,0.202,29.387,109.694,2.742,28.995,10.789,0,14.942
11.074,0.548,21.72,0.276,17.312,155.094,2.245,-6.347,80.622,0,3.515
10.655,0.562,20.813,0.286,20.487,160.442,2.329,18.989,8.167,0,10.062
11.608,0.733,14.493,0.392,12.894,228.423,2.077,-7.18,33.488,0,11.719
16.209,0.541,14.086,0.298,19.523,150.574,2.319,17.396,20.308,0,12.875
0,0.712,0,0.368,24.191,251.975,2.081,0,40.294,0,12.873
12.209,0.466,19.54,0.237,31.922,166.992,2.506,21.92,817.024,1,-8.499
14.752,0.449,-7.867,0.23,24.926,175.696,2.52,-19.316,32.31,0,11.
10.337,0.525,24.831,0.285,18.791,190.416,2.53,7.626,18.367,1,0
32.304,0.162,59.735,0.084,66.158,219.107,3.384,55.351,2.13,0,14.551
22.777,0.521,-35.263,0.259,50.699,295.991,2.653,-40.232,9.249,1,-13.858
12.977,0.551,20.512,0.278,19.655,99.399,2.343,15.224,61.738,0,-7.043
37.534,0.177,53.668,0.089,77.865,233.77,3.591,78.466,5.596,0,21.721
20.376,0.434,14.389,0.262,32.592,131.274,2.716,21.302,14.134,0,11.219
27.893,0.153,-37.638,0.08,98.496,291.545,3.677,70.658,3.663,0,-15.873
11.252,0.374,32.86,0.208,33.494,117.476,2.492,22.829,3.004,0,-7.346
22.593,0.394,-30.832,0.268,01.579,176.396,2.612,01.149,87.029,1,14.441
11.218,0.556,2.143,0.284,17.356,184.73,2.377,-6.021,11.318,0,-3.97
12.547,0.473,-15.042,0.259,21.515,136.567,2.45,-10.997,11.304,0,8.432
140.339,0.068,-249.255,0.035,166.974,162.539,4.417,-29.866,64.604,1,-87.02
24.16,0.30,-62.142,0.184,49.351,284.524,2.83,-29.406,2.46,0,7.392
10.877,0.462,-16.58,0.238,38.404,200.763,2.534,15.602,19.668,0,-7.368
10.765,0.595,17.785,0.333,29.336,87.99,2.453,25.522,42.772,1,-0.12
9.368,0.508,33.849,0.285,27.345,195.587,2.508,20.888,23.586,0,6.175
10.304,0.649,22.759,0.349,25.697,182.709,2.457,19.083,84.116,1,-10.752
0,0.676,-28.552,0.346,23.859,178.326,2.081,-9.19,0.0,0,0.0
10.454,0.637,8.757,0.394,17.916,173.242,2.455,8.987,37.765,1,7.148
23.349,0.262,8.765,0.161,29.763,116.309,3.203,20.241,0.951,0,14.53
15.395,0.537,-91.035,0.241,54.103,259.409,2.465,-29.033,4.414,0,-10.159
25.5,0.184,18.968,0.1,65.488,192.814,3.508,44.526,1.558,0,6.975
17.718,0.507,11.879,0.278,20.760,149.359,2.449,17.721,4.417,0,10.544
14.434,0.305,7.241,0.164,39.386,216.572,2.784,28.824,0.726,1,11.582
11.851,0.4,16.228,0.213,27.394,120.81,2.665,20.851,82.767,1,10.827
12.574,0.498,-0.412,0.279,20.124,188.398,2.456,12.921,0.603,0,-4.335
9.698,0.558,-11.38,0.352,23.771,100.023,2.658,11.528,54.302,1,7.56
10.327,0.617,20.876,0.332,17.403,154.009,2.455,8.142,50.499,1,3.833
87.862,0.102,-42.17,0.021,144.341,377.624,3.732,-139.147,53.886,1,78.092
11.415,0.586,-18.52,0.298,20.857,243.27,2.3,-17.611,30.572,0,-8.604
8.806,0.587,-137.543,0.296,123.261,140.05,2.426,93.537,1.218,0,-7.28
26.675,0.156,39.91,0.083,80.863,190.712,3.599,65.513,4.561,0,-17.914
24.781,0.243,22.124,0.124,36.431,188.538,3.001,-20.54,2.726,0,14.841
27.348,0.397,-16.758,0.228,30.347,112.446,2.916,-13.229,28.524,0,24.73
9.413,0.692,20.795,0.398,19.625,299.278,2.413,-14.127,56.157,1,-12.504
17.23,0.445,19.128,0.242,26.815,193.562,2.408,19.224,1.366,0,8.857
10.627,0.565,-21.656,0.308,17.736,145.567,2.462,-9.457,56.163,1,-6.84
7.248,0.753,3.886,0.453,20.552,182.815,2.039,-10.633,5.577,0,5.783
12.47,0.49,19.687,0.299,20.51,236.783,2.446,11.428,2.46,0,-4.461
16.392,0.211,43.516,0.128,53.217,221.343,3.114,31.098,1.738,0,-12.936
12.76,0.46,19.728,0.282,25.596,165.208,2.578,25.396,32.881,1,-8.578
12.749,0.406,7.934,0.212,28.249,174.817,2.579,15.532,32.52,0,-9.638
37.28,0.28,-142.253,0.147,147.392,211.52,3.317,-125.878,59.952,1,33.498
0,0.775,0,0.476,23.526,170.748,2.121,0,82.495,0,10.994
0,0.722,0,0.42,17.861,164.587,2.133,6.714,68.551,0,0
8.737,0.335,33.358,0.176,40.443,95.03,2.603,27.012,1.182,0,-3.986
8.947,0.652,35.912,0.403,34.902,138.022,2.38,29.625,8.707,0,-7.894
10.967,0.611,14.721,0.308,20.456,229.161,2.286,17.88,23.821,0,-5.928
15.877,0.337,95.275,0.201,96.573,269.025,2.957,95.356,3.528,0,-9.089
27.641,0.173,44.624,0.089,88.98,130.839,3.475,105.83,2.063,1,-15.487
25.453,0.315,-50.631,0.204,49.841,283.474,2.715,-33.748,8.724,0,7.757
16.799,0.328,-4.642,0.164,31.559,92.675,2.865,19.16,34.366,0,9.328
12.697,0.339,-8.877,0.173,32.26,200.717,2.646,10.699,0.457,0,8.575
10.059,0.815,13.862,0.458,13.479,253.525,2.409,6.315,4.148,1,-11.674
26.031,0.179,25.963,0.095,63.214,228.722,3.449,52.166,3.902,0,-10.26
10.424,0.38,1.06,0.233,51.129,104.75,2.902,-40.133,8.12,0,-7.151
20.086,0.352,11.423,0.18,30.103,186.139,2.655,23.536,42.632,0,-8.837
8.226,0.827,-1.762,0.41,18.153,186.826,2.36,6.687,35.144,0,6.977
13.540,0.395,24.736,0.222,40.616,183.114,2.608,-22.169,45.699,1,6.085
10.069,0.569,23.096,0.33,19.026,209.752,2.158,10.651,12.536,0,-3.466
22.352,0.273,-9.266,0.18,31.56,166.309,2.961,10.644,1.987,0,12.179
10.034,0.442,1.33,0.219,23.953,176.65,2.423,-9.65,64.653,1,5.135
15.738,0.424,7.999,0.252,22.391,204.317,2.562,17.319,70.747,1,12.845
21.831,0.403,-65.994,0.257,59.636,148.694,2.657,-33.596,18.171,1,13.287
16.476,0.306,33.272,0.157,39.175,225.312,2.84,38.133,20.54,0,10.404
13.562,0.289,3.818,0.166,59.956,135.435,3.021,-37.743,25.697,1,-9.688
14.239,0.343,-56.035,0.212,46.202,191.1,2.757,23.32,16.24,0,-12.518
12.77,0.433,6.212,0.243,20.549,226.375,2.496,11.191,64.392,1,8.036
10.009,0.276,-0.787,0.145,74.946,188.458,2.960,39.816,63.641,1,4.53
12.1,0.503,7.918,0.302,20.541,161.603,2.508,10.926,21.666,1,5.072
11.406,0.482,9.491,0.243,22.33,22.366,2.787,-16.473,60.446,1,-6.544
10.326,0.524,0.149,0.274,19.158,180.375,2.327,-11.654,7.77,0,-10.395
11.4,0.471,4.381,0.237,24.66,160.693,2.518,19.46,7.641,0,8.82
17.815,0.276,67.469,0.146,45.183,212.939,2.645,-18.678,15.562,0,-15.131
25.992,0.146,67.346,0.077,70.217,189.138,3.408,61.556,8.72,0,14.458
33.594,0.141,73.074,0.078,76.266,226.897,3.231,51.846,8.182,0,29.373
8.739,0.546,13.57,0.325,26.755,128.949,2.681,8.581,82.562,1,-3.903
12.049,0.412,21.899,0.267,41.039,238.451,2.94,33.671,16.17,1,-10.508
10.627,0.199,-41.54,0.098,66.467,88.652,3.482,45.702,4.28,0,6.218
22.493,0.283,23.1,0.177,26.158,218.281,2.954,21.666,16.416,0,17.414
15.356,0.443,17.624,0.269,31.925,162.425,2.594,22.544,22.5,0,-10.486
0,0.696,7.699,0.388,27.268,113.67,2.451,12.852,19.124,0,0
14.455,0.349,28.767,0.205,35.047,194.08,2.824,22.809,3.41,0,11.081
15.765,0.406,21.762,0.251,32.201,129.966,2.508,31.412,55.43,1,7
10.069,0.569,23.096,0.33,19.026,209.752,2.158,10.651,12.536,0,3.336
10.049,0.436,30.877,0.226,27.032,152.489,2.474,21.222,11.820,0,7.551
17.993,0.745,-20.861,-0.424,17.841,227.743,2.383,-1.987,16.021,1,-17.79
10.753,0.509,-0.216,0.273,18.698,204.132,2.495,6.410,51.115,1,-6.044
23.412,0.375,-24.521,0.206,23.794,116.412,2.653,-9.717,18.465,0,15.448
16.524,0.42,25.878,0.212,21.566,233.533,2.345,-8.282,58.62,0,-9.294
12.426,0.551,-7.544,0.329,20.691,189.693,2.207,14.699,80.055,0,-8.11
