beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
2,98144,1.5,1,1022,729000,0,0
2,98106,1,0.35,970,386000,0,0
3,98122,2,1539,1330,680000,1,0
4,98115,2,4275,2010,1100000,1,0
3,98103,2,1350,1758,1130000,1,0
2,98125,2,1948,1200,620000,1,0
2,98125,1,6946,800,550000,1,0
2,98133,1,5250,770,530000,1,0
3,98103,2.5,1056,1500,1070000,1,0
2,98117,2.5,1092,1169,615000,1,0
4,98106,2,0.31,2240,915000,0,0
2,98125,1,8280,860,675000,1,0
4,98117,2,5000,1780,1181500,1,0
2,98125,2,864,1523,639950,1,0
3,98136,2.5,4800,1396,780000,1,0
4,98117,2,7455,1800,1100000,1,0
2,98103,1,3060,780,750000,1,0
4,98115,3.5,2392,2336,975000,1,0
3,98103,2,1191,1678,1160000,1,0
4,98103,2,4560,2340,1800000,1,0
4,98115,3.5,7598,2720,1395000,1,0
3,98106,2,4760,1237,747250,1,0
2,98103,2.5,1332,1160,850000,1,0
3,98199,2,5000,1680,1087500,1,0
3,98117,2,1,1096,875000,0,0
4,98115,3,4635,2380,1399999,1,0
2,98116,2,8509,1390,954500,1,0
2,98125,1,0.34,1010,870000,0,0
2,98122,2,5250,1094,675000,1,0
3,98144,2,2997,1300,778000,1,0
3,98126,2,5075,1650,750000,1,0
3,98115,2,9.2,2029,685000,0,0
3,98199,2,6022,2299,1435000,1,0
4,98106,2,5043,2240,750000,1,0
4,98115,2,5460,2510,1025000,1,0
3,98117,2,2909,1380,800000,1,0
3,98126,3.5,1,1679,689000,0,0
3,98122,2.5,3000,2730,1199000,1,0
2,98125,1,6946,800,550000,1,0
3,98117,2,1139,1548,850000,1,0
4,98115,2,5243,2660,1357000,1,0
4,98125,3.5,7200,2440,1185000,1,0
3,98144,2.5,1040,1604,760000,1,0
3,98117,2.5,2498,1763,1135000,1,0
3,98117,2.5,9880,2080,977000,1,0
2,98144,1,3072,760,250000,1,0
3,98103,2.5,4250,3590,1725000,1,0
3,98115,2,6093,1900,965000,1,0
3,98168,1.5,8992,1430,438000,1,0
3,98117,2.5,5000,2304,1100000,1,0
3,98117,1,3710,2130,850000,1,0
4,98107,2,3750,2260,1330000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98115,1,5856,1460,880000,1,0
3,98126,2.5,4500,2860,1630000,1,0
3,98199,3.5,5346,2899,1800000,1,0
4,98125,1.5,6511,2140,700500,1,0
4,98122,3.5,6400,2795,1740000,1,0
2,98126,2.5,1293,820,525000,1,0
3,98106,2,5005,1460,583000,1,0
3,98122,2.5,1131,1550,1065000,1,0
3,98125,2,8580,1380,775000,1,0
3,98126,2,6396,1580,820000,1,0
4,98115,3,7680,2110,1180000,1,0
2,98144,2,1615,1042,630000,1,0
3,98117,2.5,2498,1763,1125000,1,0
4,98115,2,4275,2010,1100000,1,0
2,98125,2,900,1372,649950,1,0
2,98115,2,9.2,1554,660000,0,0
3,98117,2.5,1396,1320,835000,1,0
3,98116,2,5056,1560,965000,1,0
4,98115,3,4635,2380,1399999,1,0
3,98118,2.5,1950,1563,839950,1,0
3,98117,2,5525,2020,1625000,1,0
3,98122,3,513,1524,850000,1,0
2,98125,1,8908,1060,700000,1,0
3,98117,2,4590,1460,888000,1,0
2,98116,2,8509,1390,954500,1,0
2,98103,2,928,1192,719950,1,0
3,98103,2,1471,1799,940000,1,0
4,98117,2,7455,1800,1100000,1,0
2,98115,2,1762,1469,900000,1,0
3,98107,2.5,1690,1610,895000,1,0
2,98125,1,8795,680,625000,1,0
3,98115,3,1400,1550,950000,1,0
2,98115,1.5,6827,1810,925000,1,0
2,98107,2,1232,1420,690000,1,0
3,98103,3,1316,1410,1200000,1,0
4,98118,3.5,3405,2670,1022700,1,0
3,98107,2.5,1255,1573,1030000,1,0
3,98106,2,4760,1237,747250,1,0
3,98125,1,7800,830,660000,1,0
2,98107,2,1232,1420,690000,1,0
4,98105,2.5,2336,1600,699000,1,0
2,98133,1.5,3146,1300,570288,1,0
2,98107,2,780,1196,734999,1,0
3,98115,2,6138,1960,900000,1,0
4,98122,2,2168,2440,1060000,1,0
3,98103,2.5,1500,1815,1295000,1,0
3,98107,2,1,1220,824900,0,0
3,98118,2.5,2880,1940,1140000,1,0
3,98115,3.5,5219,2996,2050000,1,0
4,98199,2.5,1500,1822,1033000,1,0
4,98115,3,0.29,2470,1180000,0,0
3,98126,2.5,1482,1530,899999,1,0
4,98199,2,6250,2140,1150000,1,0
3,98117,2,1170,1560,920000,1,0
2,98106,2,792,1180,527000,1,0
3,98122,2.5,1131,1550,1065000,1,0
3,98117,2.5,982,1370,699500,1,0
3,98105,2,3400,1860,1165000,1,0
3,98107,2,1,1220,824900,0,0
3,98115,2.5,3999,2030,1439000,1,0
2,98103,2.5,1412,1966,1495000,1,0
3,98107,2.5,1514,1712,970000,1,0
3,98117,2.5,9880,2080,977000,1,0
4,98118,2.5,5000,1806,745000,1,0
4,98103,2,4560,2340,1800000,1,0
3,98106,2,6808,1890,700000,1,0
4,98199,3,8556,2440,1850000,1,0
3,98103,2.5,2109,1970,715000,1,0
2,98103,2,5400,724,430000,1,0
4,98115,3,8297,2481,999000,1,0
3,98117,2,2909,1380,800000,1,0
3,98144,2,2700,1290,925000,1,0
2,98115,2.5,2068,1086,884950,1,0
4,98122,2,6011,2787,1207000,1,0
4,98199,3,7700,3300,1995000,1,0
2,98115,2,1608,1101,780000,1,0
2,98118,2,776,1020,605000,1,0
3,98144,2,2700,1290,925000,1,0
4,98116,2,5250,2080,1098000,1,0
3,98125,3,8160,1760,670000,1,0
2,98103,1,3780,650,708888,1,0
3,98106,1,6096,1120,615000,1,0
3,98103,2,3060,1370,1270000,1,0
2,98117,2.5,1092,1169,615000,1,0
3,98126,2,5075,1650,750000,1,0
4,98136,2,4400,1640,730000,1,0
4,98122,3,3360,1500,1155000,1,0
2,98105,2,0.28,1057,599900,0,0
4,98122,2,2168,2440,1060000,1,0
4,98144,3,9750,3120,1670000,1,0
3,98118,3.5,1274,1500,598800,1,0
4,98118,2,5500,1595,525000,1,0
2,98115,2,2.63,877,415000,0,0
3,98117,2,3172,1800,1130000,1,0
3,98105,2,0.64,1596,505000,0,0
4,98117,3,5100,2660,1360000,1,0
2,98117,2,4590,1350,960000,1,0
3,98199,3.5,0.29,3880,2500000,0,0
2,98117,1.5,5500,1670,1025000,1,0
3,98107,2,990,1514,915000,1,0
3,98103,3.5,1500,2206,1116000,1,0
3,98115,3.5,1680,1352,886000,1,0
2,98115,2,3060,1400,530000,1,0
2,98117,2,583,1240,710000,1,0
2,98116,2,5480,1371,1295000,1,0
3,98117,2,4000,1520,760000,1,0
4,98136,3,5200,1960,1270000,1,0
3,98125,1,0.25,2180,720000,0,0
4,98117,3,3080,1680,905000,1,0
4,98144,3.5,4080,3495,2000000,1,0
3,98126,2,4400,1806,799000,1,0
4,98118,2,5500,1595,525000,1,0
4,98117,3.5,1607,1989,980000,1,0
3,98115,2.5,1550,1380,613000,1,0
2,98106,1,4240,720,525000,1,0
3,98103,2,1191,1678,1160000,1,0
2,98107,2,698,1100,749000,1,0
3,98136,2.5,8023,2600,1475000,1,0
2,98115,2,9.2,1893,727000,0,0
4,98126,3,4000,2940,1250000,1,0
4,98115,2,8750,2630,1350000,1,0
3,98168,1.5,8992,1430,438000,1,0
2,98122,2,5250,1094,675000,1,0
4,98103,3,4182,2860,1600000,1,0
3,98125,2,8100,1360,850000,1,0
2,98103,1,6180,830,942000,1,0
3,98168,1,0.32,1260,440000,0,0
4,98136,3,7500,2900,1175000,1,0
3,98199,2,5350,2950,1500000,1,0
3,98117,2,4000,2164,800000,1,0
3,98168,1,0.37,1430,499800,0,0
2,98115,2,6120,850,889900,1,0
3,98199,2,6022,2299,1435000,1,0
4,98115,3,6030,2466,1299000,1,0
4,98199,2,5280,1870,1040000,1,0
3,98107,2,1,1220,824900,0,0
3,98125,1.5,6215,1880,749000,1,0
2,98103,1,3780,650,708888,1,0
2,98106,1,5772,770,490000,1,0
2,98103,2,0.43,1131,470000,0,0
2,98107,1,5011,711,485000,1,0
2,98199,2,0.34,1400,699950,0,0
4,98117,2,7455,1800,1100000,1,0
4,98144,2,4414,2500,972500,1,0
2,98125,1,8908,1060,700000,1,0
2,98125,1,8908,1060,700000,1,0
2,98115,2,9.2,1554,660000,0,0
4,98144,2,4700,2900,1275000,1,0
3,98107,2,4648,1611,915000,1,0
3,98115,3,3755,2630,1130000,1,0
3,98117,2,1,1455,959822,0,0
3,98122,2.5,5120,2120,1365000,1,0
3,98117,2,759,1425,750000,1,0
2,98106,1,4920,1140,528000,1,0
4,98117,3,3080,1680,905000,1,0
2,98126,1,6300,740,500000,1,0
3,98199,3,6172,2380,1385000,1,0
3,98144,2.5,1681,1660,690000,1,0
3,98136,2,870,1286,738000,1,0
2,98125,1,6946,800,550000,1,0
3,98168,1,6250,1320,529000,1,0
4,98125,3.5,7200,2440,1185000,1,0
3,98122,2.5,3000,2529,1650000,1,0
2,98103,1.5,1,950,1270000,0,0
3,98122,2,1238,1498,935000,1,0
3,98115,2,7770,2770,700000,1,0
3,98115,3.5,5219,2996,2050000,1,0
3,98117,2.5,3060,2220,1167500,1,0
3,98144,3.5,1228,1660,765000,1,0
2,98125,2,7443,1470,707000,1,0
3,98103,2.5,1873,1420,890000,1,0
3,98103,2.5,1056,1500,1070000,1,0
3,98117,1.5,904,998,610000,1,0
3,98117,2.5,982,1370,699500,1,0
3,98103,2.5,1500,1815,1295000,1,0
4,98115,3,6840,2600,1750000,1,0
4,98122,3,1,2067,1074900,0,0
4,98125,2,8775,2370,1125000,1,0
3,98115,2,7770,2770,700000,1,0
4,98122,2,3840,2640,700000,1,0
3,98103,2,1568,1608,732000,1,0
2,98125,1,6501,770,620000,1,0
3,98117,2,1395,1684,870000,1,0
3,98103,2.5,1063,1860,1025000,1,0
3,98107,2.5,1270,1346,899000,1,0
2,98125,1,8908,1060,700000,1,0
3,98125,2,8580,1380,775000,1,0
2,98117,1,4000,700,800000,1,0
4,98118,2,5500,1595,525000,1,0
4,98115,3,6380,2650,1511000,1,0
3,98144,3,5300,1440,1050000,1,0
3,98122,2,1539,1330,680000,1,0
4,98117,2,5100,1810,945000,1,0
4,98115,3,6402,2680,2100000,1,0
3,98126,2,5850,1830,835000,1,0
2,98103,2,5400,724,430000,1,0
4,98199,2,5272,3040,1665500,1,0
2,98103,1,6180,830,942000,1,0
3,98199,2,6022,2299,1435000,1,0
4,98125,3.5,6840,3300,1575000,1,0
2,98103,1,6180,830,942000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98115,3,3755,2630,1130000,1,0
3,98117,1,7140,1270,1050000,1,0
2,98107,2,698,1100,749000,1,0
3,98126,2,5075,1650,750000,1,0
3,98199,3.5,0.29,3880,2500000,0,0
2,98115,2,564,1147,749950,1,0
3,98117,2,4000,1520,760000,1,0
2,98144,2.5,846,840,629000,1,0
2,98133,1,5077,1915,725000,1,0
3,98115,2,4000,2320,880000,1,0
4,98107,2,4700,2540,1280000,1,0
4,98117,2,5000,1780,1181500,1,0
3,98122,2,815,1380,740000,1,0
3,98116,2,5000,1516,1150000,1,0
3,98103,2,3300,1960,865000,1,0
3,98126,2,5850,1830,835000,1,0
3,98117,2,3840,1620,675000,1,0
3,98168,1,9050,1964,625000,1,0
3,98117,2,5525,2020,1625000,1,0
3,98106,1,6096,1120,615000,1,0
3,98136,2,7500,1910,725000,1,0
2,98144,2,588,1170,624999,1,0
3,98122,2.5,1131,1550,1065000,1,0
3,98168,1.5,8992,1430,438000,1,0
3,98116,2,5750,2100,1325000,1,0
4,98115,2,3920,1488,750000,1,0
4,98106,2,0.31,2240,915000,0,0
3,98107,2.5,1065,1386,999950,1,0
2,98117,1,4800,910,825000,1,0
2,98103,2,5400,724,430000,1,0
2,98107,1.5,4800,901,599000,1,0
3,98115,3,1400,1550,950000,1,0
3,98144,2.5,1040,1604,760000,1,0
2,98122,2,1247,1200,705000,1,0
3,98115,2,7770,2770,700000,1,0
3,98115,1.5,0.35,2460,1150000,0,0
2,98144,1,3072,760,250000,1,0
3,98125,2.5,6925,1810,922000,1,0
3,98144,2.5,1040,1604,760000,1,0
3,98116,2.5,5000,3560,1575000,1,0
4,98105,2.5,3431,2172,975000,1,0
4,98116,3.5,1886,2015,1240000,1,0
2,98144,2.5,846,840,629000,1,0
3,98117,2,4000,2164,800000,1,0
3,98106,2,2226,1470,600000,1,0
2,98105,2,6802,2340,1398000,1,0
3,98122,2,1238,1498,935000,1,0
4,98144,2.5,3770,2220,1235000,1,0
2,98117,2,583,1240,710000,1,0
2,98126,2,5950,2220,551000,1,0
4,98178,2,9216,1170,390000,1,0
2,98199,2,1331,1217,787950,1,0
3,98125,2,8580,1380,775000,1,0
3,98122,2.5,1131,1550,1065000,1,0
3,98105,3,8612,2650,1600000,1,0
4,98103,2,4224,1160,710000,1,0
4,98118,3,5586,2200,874999,1,0
3,98199,2,6000,2260,1300000,1,0
3,98117,2,4000,2164,800000,1,0
3,98116,2,5000,1516,1150000,1,0
3,98103,2,1056,1719,1160000,1,0
3,98115,1,5856,1460,880000,1,0
4,98117,3,3380,1620,950000,1,0
4,98103,2,4224,1160,710000,1,0
3,98115,1,5856,1460,880000,1,0
3,98144,2.5,1040,1604,760000,1,0
2,98199,2,0.32,979,470000,0,0
