fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
17.399,0.305,-28.851,0.152,29.694,65.254,2.7,17.998,18.428,0,-7.708
10.899,0.763,14.403,0.494,13.224,166.667,2.112,5.851,18.358,0,-9.685
15.432,0.502,19.536,0.258,18.533,168.516,2.455,11.209,37.068,0,9.492
8.766,0.655,-21.498,0.47,21.383,244.230,2.644,-19.159,13.923,1,-10.82
23.408,0.263,-10.54,0.148,73.502,303.117,2.991,-40.695,9.009,1,-17.334
54.922,0.21,-98.07,0.11,142.101,179.293,3.35,-89.333,5.48,1,-20.559
10.685,0.571,26.983,0.311,27.523,97.167,2.348,18.862,7.164,0,10.452
9.689,0.822,-7.522,0.414,19.261,205.266,2.192,-15.106,15.994,0,-11.94
29.069,0.297,-15.864,0.153,61.639,314.751,3.161,-31.329,17.179,1,21.026
29.614,0.309,-37.801,0.16,49.966,280.642,2.874,-36.752,36.724,1,28.494
15.699,0.444,24.722,0.232,20.266,56.76,2.496,14.164,79.73,0,3.982
21.8,0.23,-10.231,0.126,39.231,212.817,3.059,28.622,4.343,0,-9.12
41.078,0.371,-77.507,0.188,157.285,338.579,2.995,-138.797,20.899,1,-35.068
12.994,0.521,14.138,0.31,18.924,244.903,2.434,16.201,3.733,0,10.042
