fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
12.133,0.5,-2.111,0.284,26.262,201.879,2.694,13.612,59.639,1,-0.965
12.129,0.41,5.637,0.234,33.692,175.6,2.801,3.18,45.624,1,5.658
22.573,0.229,12.021,0.136,37.074,169.516,3.064,24.808,4.512,0,-16.453
15.725,0.367,-24.343,0.202,22.617,117.643,2.479,-16.686,78.648,1,9.065
12.173,0.361,40.086,0.222,40.31,181.889,2.732,27.271,17.499,0,7.702
23.022,0.221,63.791,0.114,56.351,147.346,2.707,34.532,31.859,0,8.483
21.317,0.263,20.504,0.134,33.927,69.206,2.649,-28.038,78.655,0,11.327
10.605,0.781,-13.512,0.436,13.224,116.997,2.134,-3.559,11.363,0,11.929
24.208,0.21,11.615,0.114,43.385,138.754,2.962,24.741,37.034,0,10.883
19.541,0.248,-28.116,0.131,39.432,138.428,2.755,21.888,3.725,0,14.49
24.572,0.238,21.16,0.124,81.494,300.17,3.191,66.37,3.306,0,14.516
14.92,0.274,-11.292,0.141,38.44,225.261,2.782,17.811,6.222,0,-7.589
12.133,0.442,23.908,0.246,26.499,247.079,2.664,15.704,85.458,1,5.354
12.265,0.566,28.972,0.321,27.375,114.388,2.724,19.433,9.821,1,8.54
14.304,0.445,7.857,0.249,23.749,176.651,2.536,13.377,41.11,0,-5.466
10.925,0.592,-16.912,0.327,23.377,251.298,2.47,16.864,79.648,1,16.486
8.719,0.654,30.565,0.383,24.231,182.376,2.407,10.879,70.834,0,-5.601
16.203,0.538,28.97,0.286,21.021,142.35,2.583,-13.446,61.83,1,-13.657
24.22,0.291,-24.57,0.162,29.584,224.796,2.76,-26.379,26.512,1,-14.591
21.182,0.216,-3.352,0.113,42.972,178.587,3.028,-18.824,4.546,0,11.071
17.992,0.29,20.428,0.157,32.007,174.252,2.932,23.943,16.472,0,7.987
98.488,0.173,-53.197,0.09,159.682,186.692,3.413,-162.712,31.91,1,-96.025
24.778,0.16,55.305,0.081,68.576,86.552,3.343,60.022,9.748,0,-12.616
54.532,0.195,-184.167,0.129,98.134,214.882,3.204,87.525,16.565,1,-21.73
14.805,0.382,-17.729,0.231,35.927,193.031,2.819,-20.4,5.938,0,-11.137
18.027,0.352,-27.723,0.179,32.226,123.916,2.584,-13.897,86.805,0,-7.883
23.318,0.207,33.44,0.107,94.931,200.705,3.008,-96.622,4.374,1,15.908
9.739,0.825,-12.417,0.519,13.341,208.416,2.227,-8.407,73.701,1,11.092
10.418,0.388,72.426,0.196,61.113,152.034,2.789,57.331,62.937,1,-7.445
