fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
12.564,0.539,24.45,0.296,20.985,237.504,2.325,14.962,14.578,0,9.62
10.984,0.553,16.28,0.344,26.058,211.028,2.529,22.339,32.464,1,-8.742
23.043,0.222,37.5,0.119,49.073,216.795,2.916,-28.116,7.238,0,14.712
7.67,0.708,-0.628,0.377,19.545,194.929,2.154,7.226,62.571,1,3.112
16.717,0.333,-22.427,0.174,29.339,226.448,2.593,16.193,10.67,0,-8.145
15.383,0.357,2.831,0.233,35.488,153.889,2.564,-22.829,3.443,0,7.919
17.472,0.25,5.263,0.127,44.455,216.032,2.944,-33.899,7.32,0,-11.747
24.171,0.351,11.915,0.184,127.532,199.703,2.958,84.515,15.821,1,13.597
8.655,0.642,26.579,0.384,23.022,160.5,2.314,10.516,61.073,1,14.083
19.476,0.352,-11.467,0.179,28.197,124.797,2.643,-17.446,23.678,0,-9.509
10.136,0.761,1.194,0.504,15.955,122.216,2.236,6.968,3.723,1,9.234
11.094,0.467,32.46,0.27,25.851,216.16,2.548,16.639,81.676,1,4.674
11.601,0.585,15.990,0.327,28.346,147.572,2.357,23.969,37.351,1,9.652
11.451,0.601,3.252,0.342,16.356,224.775,2.338,-7.092,55.451,0,-6.11
12.805,0.533,16.767,0.278,18.758,71.749,2.508,11.344,24.632,0,-5.142
19.769,0.307,4.21,0.185,42.194,186.229,2.962,37.785,5.313,0,17.587
16.686,0.253,21.822,0.127,40.354,209.461,3.005,-23.483,3.017,0,7.889
22.787,0.264,17.958,0.152,52.902,138.361,3.196,51.1,4.439,0,8.895
7.243,0.646,3.402,0.358,24.788,67.214,2.178,-17.153,88.718,0,-4.47
12.004,0.418,-6.512,0.237,25.231,72.397,2.486,-16.018,1.658,0,-6.315
10.624,0.529,0.76,0.266,10.752,125.316,2.329,-6.044,67.415,1,-6.38
31.804,0.341,101.942,0.181,122.962,307.539,2.842,99.52,52.072,1,26.376
11.868,0.454,6.431,0.268,27.318,156.958,2.513,21.933,5.252,0,-11.221
36.465,0.195,-4.808,0.105,77.676,281.409,3.475,59.656,4.20,0,-11.373
17.937,0.28,40.805,0.162,50.436,244.398,2.953,31.73,0.969,0,-5.324
12.613,0.558,-11.17,0.286,20.311,191.866,2.44,-13.463,61.646,0,8.580
13.962,0.475,44.416,0.248,22.352,184.72,2.206,-12.974,42.475,0,-12.958
16.452,0.368,78.608,0.199,102.462,137.792,2.611,80.736,3.292,0,12.32
6.769,0.827,-18.519,0.48,19.54,161.857,2.261,-15.1,24.418,0,4.193
15.514,0.483,9.418,0.963,22.598,119.383,2.513,15.97,30.37,0,8.432
10.474,0.531,17.801,0.309,26.671,45.379,2.508,-13.51,37.168,0,10.304
