fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
12.881,0.305,-15.764,0.153,27.659,235.121,2.833,-16.096,6.949,0,-4.181
20.665,0.41,1.056,0.214,21.991,166.895,2.429,-5.498,52.187,1,16.42
19.565,0.322,58.625,0.17,66.064,239.839,2.896,47.552,8.399,0,-10.814
12.338,0.586,11.734,0.338,21.664,131.55,2.447,11.377,24.63,0,8.049
4.351,0.797,0.351,0.55,17.96,56.397,2.366,6.125,46.747,0,0.911
8.185,0.658,4.088,0.368,20.954,122.606,2.254,17.237,52.671,0,-7.244
22.168,0.155,-108.554,0.081,67.702,221.202,3.209,-22.738,1.786,0,6.824
12.262,0.511,-1.862,0.287,20.183,162.899,2.474,8.543,40.196,0,10.659
132.015,0.016,-257.948,0.009,166.073,162.484,5.012,84.352,37.371,1,41.515
30.443,0.156,28.93,0.083,72.849,213.096,3.357,60.765,1.716,0,-19.169
31.484,0.155,-10.325,0.805,42.61,122.344,3.624,16.338,81.237,0,-15.627
13.931,0.499,-26.393,0.251,22.177,149.291,2.45,-13.782,35.128,0,-11.98
40.617,0.079,-5.227,0.051,102.23,154.417,4.529,76.448,61.032,1,-29.783
27.084,0.21,18.989,0.106,37.377,155.237,3.215,16.735,1.116,0,16.466
16.264,0.34,16.502,0.208,61.829,252.635,2.797,55.58,19.104,0,-12.198
68.584,0.26,-117.33,0.13,149.253,374.096,3.514,-135.408,7.048,1,27.772
10.353,0.424,-6.881,0.252,25.027,202.369,2.619,-4.564,64.052,1,-13.402
9.232,0.823,9.938,0.617,12.653,205.79,2.237,10.025,26.61,0,-7.345
14.754,0.254,-24.774,0.144,61.313,225.687,3.002,31.135,89.276,1,6.05
20.106,0.251,0.76,0.127,38.4,173.085,2.928,6.372,19.026,0,4.759
23.814,0.222,64.665,0.114,77.935,286.54,3.389,73.926,3.978,0,6.895
30.061,0.181,16.538,0.092,68.43,225.234,3.519,60.177,2.027,0,12.76
14.912,0.24,-125.87,0.127,65.921,215.35,3.205,53.338,3.118,0,-11.684
25.894,0.246,10.789,0.132,50.598,270.007,3.059,35.976,8.88,0,19.523
22.941,0.186,30.945,0.097,79.189,148.692,3.273,84.96,2.6,0,15.547
14.584,0.512,9.755,0.305,24.376,208.726,2.849,-11.056,64.936,1,-7.694
7.029,0.573,-9.949,0.29,27.327,197.23,2.215,-11.781,78.604,0,5.792
20.858,0.265,21.869,0.166,42.867,157.559,2.954,28.117,6.934,0,10.452
15.894,0.427,16.716,0.247,26.295,201.854,2.462,16.849,30.823,0,-12.983
17.855,0.175,142.768,0.093,71.353,155.507,3.085,-20.11,16.636,1,-3.536
29.24,0.177,-55.235,0.116,103.274,286.185,3.466,54.818,5.237,0,-13.429
17.838,0.39,11.888,0.234,34.313,191.113,2.769,-26.385,4.427,0,9.289
37.363,0.195,54.012,0.114,81.283,375.357,3.514,83.812,1.995,0,26.335
18.324,0.373,5.555,0.208,31.523,188.824,2.758,-23.944,15.428,0,-10.404
7.754,0.712,-0.824,0.364,20.346,182.237,2.185,8.855,19.729,1,3.16
7.136,0.719,20.995,0.358,20.096,195.456,2.226,12.512,13.838,0,-5.264
34.048,0.112,94.281,0.059,87.623,245.398,3.756,78.367,9.825,0,21.275
11.244,0.626,11.317,0.389,24.031,268.438,2.587,18.1,5.934,1,-10.794
12.564,0.539,24.45,0.296,20.985,237.504,2.325,14.962,14.578,0,9.62
40.475,0.167,-53.935,0.158,103.031,334.491,3.752,77.16,5.079,0,22.811
5.869,0.59,25.461,0.357,27.912,187.619,2.468,13.705,6.147,1,-5.647
9.215,0.48,-4.508,0.288,27.528,150.753,2.568,19.625,21.523,1,6.982
0.003,0.774,-3.954,0.416,22.448,239.748,2.841,13.148,62.294,1,0.060
24.614,0.499,-83.841,0.272,79.348,278.274,2.61,16.407,3.796,0,-19.249
20.83,0.375,22.195,0.213,26.712,196.332,2.793,22.037,44.012,0,9.753
17.806,0.31,20.979,0.182,39.101,227.408,2.998,38.537,4.659,0,-9.857
39.396,0.195,44.132,0.1,48.453,166.244,3.332,38.592,19.982,0,26.998
11.428,0.703,15.515,0.355,12.775,149.572,2.342,-7.288,16.454,0,-10.823
13.446,0.289,-114.03,0.146,91.089,277.873,2.651,59.363,2.192,0,-10.355
17.584,0.371,-10.896,0.188,25.751,121.612,2.7,-30.294,69.166,1,-10.884
25.309,0.206,-80.056,0.105,63.578,278.27,3.202,57.728,2.62,0,19.547
9.628,0.639,23.635,0.362,21.749,130.689,2.204,16.188,59.621,0,-9.402
11.24,0.487,9.25,0.28,29.992,94.865,2.258,12.868,4.127,1,-7.226
14.297,0.507,3.008,0.31,22.833,204.418,2.407,13.155,4.65,0,-10.984
18.976,0.33,-41.61,0.174,35.721,268.382,2.566,19.285,16.346,0,-12.982
12.76,0.46,-21.236,0.282,25.424,98.662,2.638,-13.29,2.866,0,8.62
56.504,0.18,-231.024,0.081,188.617,269.654,3.289,111.035,30.371,1,36.14
11.424,0.726,-14.856,0.387,12.84,217.266,2.646,4.526,78.609,1,10.396
9.462,0.394,33.609,0.235,40.96,192.797,2.808,-7.976,37.653,1,-10.955
10.717,0.556,36.663,0.322,29.945,185.495,2.434,-7.77,79.772,1,-7.66
