,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,target,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,real_identifier
11,291.0,186.0,15.0,4.0,76.0,0.0,-23.5678,118.9012,119.0,1.0,5.0,4.0,3.0,1821.9,11.0,10.0,201.6,44.8,18.2,1600.0,789.0123,0.51,-1.0,-1.0,0
12,412.0,261.0,10.0,2.0,108.0,0.0,46.2345,-105.6789,151.0,1.0,5.0,6.0,9.0,2517.0,8.0,7.0,93.0,32.1,9.5,1000.0,901.2345,0.38,-1.0,0.85,0
13,275.0,219.0,13.0,3.0,99.0,0.0,31.9012,-92.4567,134.0,1.0,5.0,5.0,4.0,1948.5,12.0,9.0,123.0,41.4,14.2,1400.0,821.0123,0.49,-1.0,-1.0,0
14,369.0,296.0,11.0,2.0,91.0,0.0,42.1234,-108.9012,159.0,1.0,5.0,6.0,8.0,2281.0,9.0,8.0,69.0,24.3,11.8,1100.0,869.0123,0.45,-1.0,0.72,0
15,321.0,251.0,14.0,3.0,85.0,0.0,28.5678,-95.2345,146.0,1.0,5.0,5.0,3.0,2119.0,11.0,10.0,156.0,43.2,16.5,1500.0,789.0123,0.52,-1.0,-1.0,0
16,409.0,278.0,12.0,2.0,102.0,0.0,44.9012,-111.4567,163.0,1.0,5.0,6.0,9.0,2456.0,8.0,7.0,85.0,30.3,10.2,1200.0,911.2345,0.41,-1.0,0.83,0
17,263.0,235.0,15.0,3.0,96.0,0.0,36.1234,-99.9012,149.0,1.0,5.0,5.0,4.0,2089.0,12.0,9.0,141.0,39.6,13.5,1400.0,831.0123,0.48,-1.0,-1.0,0
18,391.0,309.0,11.0,2.0,89.0,0.0,40.5678,-107.4567,157.0,1.0,5.0,6.0,8.0,2391.0,9.0,8.0,77.0,27.3,12.0,1100.0,879.0123,0.43,-1.0,0.73,0
19,297.0,269.0,14.0,3.0,92.0,0.0,33.9012,-96.2345,152.0,1.0,5.0,5.0,3.0,2234.0,11.0,10.0,173.0,47.4,17.2,1500.0,799.0123,0.53,-1.0,-1.0,0
20,289.0,301.0,28.0,4.0,82.0,3.0,41.1234,92.4567,141.0,1.0,4.0,4.0,6.0,2819.3,10.0,12.0,185.2,108.3,22.0,550.0,759.321,-1.0,-1.0,0.8,0
21,219.0,391.0,24.0,5.0,67.0,2.0,29.8765,105.6789,129.0,1.0,3.0,5.0,8.0,2391.9,12.0,10.0,250.8,96.2,18.0,420.0,921.456,-1.0,-1.0,0.9,0
22,148.0,278.0,32.0,4.0,59.0,1.0,53.2345,83.4567,163.0,1.0,2.0,3.0,5.0,2019.1,9.0,11.0,161.9,92.1,20.0,380.0,812.345,-1.0,-1.0,0.85,0
23,306.0,342.0,40.0,5.0,85.0,4.0,46.789,97.6543,151.0,1.0,4.0,6.0,9.0,2619.2,11.0,13.0,201.1,108.9,25.0,500.0,901.234,-1.0,-1.0,0.95,0
24,191.0,291.0,36.0,4.0,73.0,3.0,39.0123,89.7654,141.0,1.0,3.0,4.0,6.0,2319.8,10.0,12.0,181.2,96.3,22.0,450.0,821.456,-1.0,-1.0,0.9,0
25,259.0,319.0,28.0,5.0,79.0,2.0,44.5678,94.321,161.0,1.0,4.0,5.0,8.0,2519.1,11.0,13.0,201.9,108.2,25.0,550.0,911.234,-1.0,-1.0,0.95,0
26,168.0,278.0,32.0,4.0,59.0,1.0,53.2345,83.4567,163.0,1.0,2.0,3.0,5.0,2019.1,9.0,11.0,161.9,92.1,20.0,380.0,812.345,-1.0,-1.0,0.85,0
27,306.0,342.0,40.0,5.0,85.0,4.0,46.789,97.6543,151.0,1.0,4.0,6.0,9.0,2619.2,11.0,13.0,201.1,108.9,25.0,500.0,901.234,-1.0,-1.0,0.95,0
28,191.0,291.0,36.0,4.0,73.0,3.0,39.0123,89.7654,141.0,1.0,3.0,4.0,6.0,2319.8,10.0,12.0,181.2,96.3,22.0,450.0,821.456,-1.0,-1.0,0.9,0
29,259.0,319.0,28.0,5.0,79.0,2.0,44.5678,94.321,161.0,1.0,4.0,5.0,8.0,2519.1,11.0,13.0,201.9,108.2,25.0,550.0,911.234,-1.0,-1.0,0.95,0
30,168.0,278.0,32.0,4.0,59.0,1.0,53.2345,83.4567,163.0,1.0,2.0,3.0,5.0,2019.1,9.0,11.0,161.9,92.1,20.0,380.0,812.345,-1.0,-1.0,0.85,0
31,245.0,191.0,10.0,3.0,91.0,1.0,40.3571,93.4214,105.0,1.0,4.0,5.0,3.0,2761.2,14.0,10.0,141.9,51.3,18.0,120.0,851.3214,0.51,-1.0,-1.0,0
32,168.0,262.0,12.0,4.0,85.0,2.0,34.4444,76.1111,95.0,1.0,5.0,4.0,2.0,3055.5,11.0,9.0,112.5,43.8,15.0,180.0,868.4211,0.44,-1.0,-1.0,0
33,201.0,149.0,9.0,2.0,99.0,1.0,28.125,101.875,115.0,1.0,4.0,6.0,4.0,2518.8,13.0,10.0,173.7,59.4,20.0,220.0,844.7761,0.56,-1.0,-1.0,0
34,229.0,175.0,11.0,3.0,89.0,2.0,45.8333,85.4167,100.0,1.0,5.0,5.0,3.0,2832.0,12.0,9.0,131.4,49.2,16.0,200.0,860.9375,0.48,-1.0,-1.0,0
35,192.0,239.0,10.0,2.0,93.0,1.0,32.5,97.5,110.0,1.0,4.0,6.0,4.0,2697.0,14.0,10.0,161.1,56.7,19.0,240.0,853.8462,0.52,-1.0,-1.0,0
36,261.0,169.0,12.0,3.0,95.0,2.0,41.25,90.625,105.0,1.0,5.0,5.0,3.0,2940.0,13.0,9.0,149.4,53.4,17.0,260.0,869.5652,0.5,-1.0,-1.0,0
37,218.0,199.0,11.0,2.0,91.0,1.0,36.1111,88.8889,115.0,1.0,4.0,6.0,4.0,2784.0,14.0,10.0,179.7,62.1,20.0,280.0,856.25,0.54,-1.0,-1.0,0
38,251.0,179.0,12.0,3.0,97.0,2.0,43.75,93.75,110.0,1.0,5.0,5.0,3.0,3036.0,13.0,9.0,168.3,59.1,18.0,300.0,863.6364,0.52,-1.0,-1.0,0
39,239.0,189.0,11.0,2.0,95.0,1.0,39.2857,91.7143,105.0,1.0,4.0,6.0,4.0,2928.0,14.0,10.0,195.6,67.2,21.0,320.0,859.375,0.56,-1.0,-1.0,0
40,270.0,169.0,12.0,3.0,99.0,2.0,45.4545,95.4545,110.0,1.0,5.0,5.0,3.0,3084.0,13.0,9.0,187.2,64.8,19.0,340.0,866.6667,0.54,-1.0,-1.0,0
41,121.0,317.0,36.0,1.0,59.0,3.0,51.2356,1.0694,41.0,0.0,4.0,3.0,5.0,4020.0,10.0,3.0,201.0,51.0,14.0,5.0,739.0456,0.42,-1.0,-1.0,0
42,219.0,29.0,38.0,0.0,68.0,3.0,32.3856,9.8944,25.0,0.0,4.0,5.0,7.0,2910.6,8.0,5.0,41.4,17.7,16.0,1.1,-1.0,-1.0,-1.0,0.5,0
43,93.0,247.0,44.0,5.0,13.0,1.0,40.039,-103.748,28.0,1.0,6.0,3.0,3.0,1260.0,20.0,8.0,24.5,9.3,11.0,0.6,847.7445,0.46,-1.0,-1.0,0
44,134.0,256.0,43.0,1.0,60.0,3.0,53.0556,0.0694,39.0,0.0,4.0,3.0,7.0,4060.0,13.0,12.0,155.0,50.0,19.0,12.0,722.0456,-1.0,-1.0,0.45,0
45,135.0,117.0,19.0,0.0,37.0,3.0,-0.7656,8.5213,180.0,0.0,6.0,5.0,9.0,1537.0,8.0,12.0,19.1,13.8,35.0,1555.0,789.7761,0.43,-1.0,-1.0,0
46,334.0,240.0,16.0,0.0,45.0,8.0,24.998,31.554,70.0,0.0,6.0,6.0,7.0,2597.5,21.0,12.0,260.0,225.0,-1.0,65.0,810.4434,0.29,-1.0,-1.0,0
47,329.0,229.0,49.0,5.0,82.0,8.0,36.4778,-103.833,21.0,1.0,3.0,8.0,3.0,1510.0,8.0,12.0,1145.0,96.1,-1.0,0.1,-1.0,-1.0,-1.0,0.8,0
48,105.0,376.0,28.0,0.0,97.0,3.0,25.0781,17.915,89.0,1.0,6.0,14.0,7.0,1417.9,9.0,10.0,263.0,70.0,23.0,25.0,799.9849,0.33,-1.0,-1.0,0
49,203.0,160.0,14.0,3.0,50.0,1.0,42.5417,81.8917,130.0,1.0,6.0,3.0,11.0,1690.0,27.0,5.0,230.0,17.9,21.0,294.0,815.1824,0.28,-1.0,-1.0,0
50,6.0,36.0,18.0,0.0,5.0,3.0,27.7422,26.4925,70.0,1.0,4.0,6.0,7.0,2944.6,8.0,12.0,228.5,49.2,13.0,9.0,-1.0,-1.0,-1.0,0.87,0
51,318.0,292.0,30.0,5.0,60.0,1.0,40.1234,60.4567,140.0,1.0,4.0,5.0,5.0,2500.0,10.0,12.0,80.0,25.0,18.0,300.0,850.1234,0.5,-1.0,-1.0,0
52,220.0,380.0,20.0,4.0,80.0,2.0,35.6789,50.9876,120.0,1.0,5.0,6.0,7.0,2000.0,8.0,10.0,100.0,30.0,15.0,250.0,900.5678,0.6,-1.0,-1.0,0
53,350.0,150.0,40.0,6.0,70.0,0.0,45.9012,65.2345,160.0,1.0,4.0,5.0,5.0,2800.0,11.0,13.0,90.0,28.0,20.0,320.0,920.1234,0.7,-1.0,-1.0,0
54,240.0,320.0,25.0,5.0,65.0,1.0,38.7654,58.9012,130.0,1.0,5.0,6.0,7.0,2300.0,9.0,11.0,110.0,32.0,18.0,280.0,950.5678,0.8,-1.0,-1.0,0
55,300.0,200.0,35.0,4.0,75.0,0.0,42.3456,62.1234,150.0,1.0,4.0,5.0,5.0,2600.0,10.0,12.0,85.0,26.0,19.0,290.0,880.9012,0.4,-1.0,-1.0,0
56,260.0,280.0,30.0,5.0,60.0,1.0,39.8765,59.0123,140.0,1.0,5.0,6.0,7.0,2400.0,9.0,11.0,105.0,31.0,17.0,270.0,910.5678,0.6,-1.0,-1.0,0
57,330.0,250.0,40.0,6.0,70.0,0.0,46.789,66.2345,160.0,1.0,4.0,5.0,5.0,2700.0,11.0,13.0,95.0,29.0,21.0,310.0,930.1234,0.5,-1.0,-1.0,0
58,200.0,300.0,25.0,5.0,65.0,1.0,37.6543,57.8901,130.0,1.0,5.0,6.0,7.0,2200.0,9.0,11.0,115.0,33.0,19.0,280.0,960.5678,0.7,-1.0,-1.0,0
59,290.0,220.0,35.0,4.0,75.0,0.0,43.2101,63.4567,150.0,1.0,4.0,5.0,5.0,2500.0,10.0,12.0,90.0,27.0,20.0,290.0,900.9012,0.4,-1.0,-1.0,0
60,270.0,280.0,30.0,5.0,60.0,1.0,40.9876,60.1234,140.0,1.0,5.0,6.0,7.0,2300.0,9.0,11.0,110.0,32.0,18.0,270.0,920.5678,0.6,-1.0,-1.0,0
61,320.0,240.0,40.0,6.0,70.0,0.0,48.7654,68.9012,160.0,1.0,4.0,5.0,5.0,2600.0,11.0,13.0,100.0,30.0,22.0,310.0,950.1234,0.5,-1.0,-1.0,0
62,319.0,191.0,12.0,4.0,81.0,6.0,23.456,-93.219,141.0,1.0,4.0,3.0,6.0,2019.2,8.0,10.0,56.7,31.5,22.0,956.0,919.135,0.49,-1.0,-1.0,0
63,276.0,253.0,5.0,3.0,29.0,4.0,-16.382,106.538,173.0,0.0,5.0,6.0,7.0,1821.9,9.0,11.0,198.0,59.4,26.0,1200.0,853.912,0.62,-1.0,-1.0,0
64,368.0,219.0,10.0,5.0,93.0,7.0,43.198,-104.352,129.0,1.0,4.0,4.0,5.0,2497.1,11.0,10.0,44.1,27.3,25.0,600.0,768.421,0.55,-1.0,-1.0,0
65,294.0,163.0,14.0,4.0,75.0,5.0,30.145,-130.876,163.0,1.0,5.0,5.0,6.0,1938.5,8.0,11.0,61.2,36.9,24.0,900.0,902.351,0.51,-1.0,-1.0,0
66,342.0,299.0,6.0,3.0,41.0,6.0,-24.549,119.428,191.0,0.0,4.0,6.0,8.0,2219.8,10.0,10.0,51.9,30.6,27.0,1100.0,946.729,0.59,-1.0,-1.0,0
67,309.0,127.0,11.0,5.0,98.0,8.0,51.382,-116.593,149.0,1.0,5.0,4.0,5.0,2069.2,9.0,11.0,75.6,41.4,23.0,1000.0,828.512,0.46,-1.0,-1.0,0
68,388.0,261.0,9.0,4.0,85.0,7.0,39.278,-105.351,165.0,1.0,4.0,5.0,6.0,2401.9,10.0,10.0,42.3,25.2,26.0,1200.0,901.351,0.58,-1.0,-1.0,0
69,281.0,187.0,13.0,5.0,91.0,6.0,46.593,-129.351,159.0,1.0,5.0,5.0,6.0,2039.2,9.0,11.0,58.5,34.2,24.0,900.0,848.729,0.52,-1.0,-1.0,0
70,329.0,243.0,8.0,4.0,79.0,7.0,34.382,-110.593,151.0,1.0,4.0,5.0,6.0,2269.2,10.0,10.0,49.5,29.4,25.0,1100.0,881.729,0.54,-1.0,-1.0,0
71,302.0,201.0,12.0,5.0,95.0,8.0,49.382,-124.593,161.0,1.0,5.0,5.0,6.0,2139.2,9.0,11.0,65.1,38.7,24.0,1000.0,859.729,0.48,-1.0,-1.0,0
72,247.0,221.0,41.0,4.0,93.0,1.0,52.4132,-83.2381,142.0,1.0,4.0,5.0,3.0,2083.5,10.0,10.0,93.0,18.2,24.0,1800.0,879.1234,0.41,-1.0,-1.0,0
73,398.0,289.0,22.0,3.0,76.0,5.0,40.2167,102.0833,129.0,0.0,5.0,6.0,5.0,1619.0,14.0,11.0,186.0,49.5,20.0,1400.0,911.4567,0.29,-1.0,-1.0,0
74,262.0,235.0,35.0,5.0,98.0,3.0,44.9286,-91.6786,162.0,1.0,5.0,6.0,2.0,2531.0,11.0,9.0,120.0,15.1,25.0,2200.0,868.2345,0.46,-1.0,-1.0,0
75,319.0,201.0,19.0,2.0,82.0,4.0,50.2564,114.2564,137.0,0.0,5.0,5.0,4.0,1892.0,13.0,10.0,156.0,42.9,22.0,1600.0,837.9821,0.35,-1.0,-1.0,0
76,229.0,269.0,26.0,4.0,91.0,2.0,55.4828,-76.4828,149.0,1.0,5.0,6.0,3.0,2221.0,9.0,10.0,105.0,20.7,26.0,2000.0,863.4567,0.44,-1.0,-1.0,0
77,374.0,293.0,31.0,3.0,85.0,5.0,48.4483,97.4483,125.0,0.0,5.0,5.0,5.0,1748.0,12.0,11.0,171.0,46.2,23.0,1800.0,899.2345,0.31,-1.0,-1.0,0
78,296.0,209.0,24.0,5.0,96.0,3.0,58.1935,-85.8065,158.0,1.0,5.0,6.0,2.0,2401.0,10.0,9.0,129.0,16.5,27.0,2400.0,871.4567,0.42,-1.0,-1.0,0
79,351.0,251.0,29.0,2.0,78.0,4.0,45.5862,106.5862,134.0,0.0,5.0,5.0,4.0,1813.0,14.0,10.0,162.0,44.1,24.0,1600.0,845.9012,0.33,-1.0,-1.0,0
80,278.0,261.0,23.0,4.0,92.0,2.0,53.4483,-79.4483,151.0,1.0,5.0,6.0,3.0,2319.0,11.0,10.0,111.0,19.2,26.0,2200.0,867.2345,0.45,-1.0,-1.0,0
81,307.0,243.0,30.0,3.0,89.0,5.0,51.2759,100.2759,139.0,0.0,5.0,5.0,5.0,1934.0,13.0,11.0,147.0,40.8,23.0,1800.0,896.9012,0.36,-1.0,-1.0,0
82,293.0,243.0,15.0,4.0,75.0,1.0,22.1111,108.0,98.0,1.0,4.0,4.0,5.0,2756.9,10.0,12.0,183.3,55.2,16.0,201.0,881.5421,0.29,-1.0,-1.0,0
83,369.0,201.0,12.0,3.0,69.0,2.0,41.4214,97.0,135.0,1.0,5.0,3.0,4.0,3221.1,11.0,10.0,141.9,51.9,14.0,351.0,901.1109,0.19,-1.0,-1.0,0
84,278.0,129.0,20.0,5.0,82.0,1.0,28.4211,76.0,82.0,1.0,4.0,2.0,6.0,2917.8,9.0,13.0,165.6,49.2,17.0,251.0,953.4297,0.25,-1.0,-1.0,0
85,407.0,221.0,18.0,4.0,96.0,2.0,34.5641,103.0,58.0,0.0,5.0,5.0,7.0,3591.9,13.0,14.0,207.9,63.9,19.0,401.0,819.2618,0.33,-1.0,-1.0,0
86,342.0,185.0,22.0,5.0,78.0,1.0,25.3871,91.0,49.0,1.0,4.0,3.0,5.0,3058.9,10.0,12.0,192.3,58.2,18.0,301.0,859.4429,0.27,-1.0,-1.0,0
87,394.0,269.0,16.0,4.0,92.0,2.0,39.4214,107.0,129.0,1.0,5.0,4.0,6.0,3334.1,12.0,15.0,229.5,70.5,20.0,451.0,901.7438,0.35,-1.0,-1.0,0
88,287.0,163.0,19.0,5.0,89.0,1.0,29.4211,85.0,69.0,1.0,4.0,2.0,5.0,2708.9,9.0,11.0,168.3,50.7,16.0,251.0,879.4297,0.23,-1.0,-1.0,0
89,418.0,293.0,20.0,5.0,95.0,2.0,36.4214,105.0,62.0,0.0,5.0,5.0,7.0,3629.1,14.0,16.0,244.5,74.7,21.0,501.0,829.2618,0.37,-1.0,-1.0,0
90,351.0,209.0,21.0,5.0,85.0,1.0,26.3871,93.0,56.0,1.0,4.0,3.0,5.0,3108.9,11.0,13.0,203.7,61.7,19.0,351.0,889.4429,0.3,-1.0,-1.0,0
91,379.0,251.0,17.0,4.0,91.0,2.0,33.4214,99.0,125.0,1.0,5.0,4.0,6.0,3467.1,13.0,14.0,235.5,71.5,20.0,401.0,859.7438,0.32,-1.0,-1.0,0
92,293.0,201.0,27.0,4.0,75.0,1.0,50.1234,43.6789,143.0,1.0,4.0,3.0,5.0,3056.2,18.0,10.0,198.0,81.9,12.0,821.0,923.4567,0.41,-1.0,0.85,0
93,189.0,312.0,41.0,2.0,96.0,1.0,55.2345,29.8765,169.0,1.0,5.0,6.0,4.0,2789.1,15.0,11.0,129.0,44.7,16.0,1190.0,751.2345,-1.0,-1.0,0.92,0
94,421.0,91.0,11.0,3.0,80.0,0.0,46.789,98.2345,151.0,1.0,4.0,5.0,6.0,3256.8,10.0,10.0,381.0,29.4,20.0,1800.0,819.0123,0.56,-1.0,0.78,0
95,51.0,219.0,44.0,1.0,69.0,2.0,61.4567,13.8901,162.0,0.0,5.0,13.0,6.0,3011.9,13.0,11.0,96.0,39.0,15.0,1100.0,864.5678,-1.0,-1.0,0.89,0
96,208.0,43.0,9.0,2.0,105.0,9.0,43.9012,83.4567,129.0,1.0,2.0,12.0,8.0,3549.0,7.0,11.0,294.0,202.0,-1.0,525.0,855.6789,-1.0,-1.0,0.76,0
97,241.0,261.0,36.0,3.0,91.0,0.0,58.2345,108.9012,190.0,1.0,3.0,4.0,6.0,2698.8,23.0,11.0,53.0,7.8,9.0,154.0,740.1234,-1.0,-1.0,0.91,0
98,356.0,186.0,8.0,6.0,118.0,0.0,53.4567,-116.2345,14.0,1.0,2.0,6.0,2.0,3734.4,9.0,6.0,271.0,162.0,7.9,11.0,-1.0,-1.0,-1.0,0.69,0
99,171.0,103.0,30.0,1.0,59.0,2.0,66.1234,7.9012,167.0,0.0,5.0,7.0,6.0,1732.6,12.0,11.0,70.0,63.0,28.0,1460.0,883.4567,0.72,-1.0,0.88,0
100,265.0,220.0,36.0,3.0,92.0,0.0,65.0123,76.2345,160.0,1.0,5.0,2.0,3.0,2544.7,7.0,11.0,444.0,31.0,18.0,45.0,856.9012,0.29,-1.0,0.93,0
101,330.0,41.0,32.0,5.0,35.0,0.0,22.4567,57.0123,121.0,1.0,3.0,4.0,7.0,4403.0,2.0,11.0,211.0,136.0,9.0,7.0,-1.0,-1.0,0.42,0.72,0
102,211.0,202.0,14.0,3.0,81.0,5.0,43.2191,-59.3519,141.0,1.0,4.0,6.0,9.0,1911.0,10.0,10.0,63.0,28.0,18.0,800.0,879.1234,0.29,-1.0,0.81,0
103,118.0,291.0,24.0,5.0,69.0,1.0,39.8355,13.4291,119.0,1.0,4.0,6.0,8.0,1439.0,12.0,9.0,51.0,23.0,12.0,500.0,823.4567,0.41,-1.0,0.92,0
104,239.0,186.0,18.0,4.0,85.0,3.0,46.9821,-46.2198,134.0,1.0,5.0,7.0,10.0,2015.0,11.0,10.0,72.0,32.0,20.0,900.0,901.2345,0.35,-1.0,0.85,0
105,163.0,306.0,22.0,5.0,61.0,2.0,51.6543,10.9821,149.0,1.0,4.0,6.0,9.0,1842.0,13.0,10.0,60.0,27.0,15.0,700.0,854.6789,0.42,-1.0,0.95,0
106,269.0,249.0,20.0,4.0,77.0,4.0,44.1298,-55.2198,129.0,1.0,5.0,7.0,11.0,2085.0,10.0,10.0,78.0,34.0,22.0,1000.0,927.4567,0.38,-1.0,0.88,0
107,198.0,280.0,26.0,5.0,65.0,2.0,48.6543,16.9821,139.0,1.0,4.0,6.0,9.0,1734.0,12.0,10.0,66.0,30.0,18.0,800.0,869.1234,0.39,-1.0,0.91,0
108,228.0,220.0,19.0,4.0,73.0,3.0,42.8355,-49.3519,124.0,1.0,5.0,7.0,10.0,1950.0,11.0,10.0,69.0,31.0,20.0,900.0,899.4567,0.36,-1.0,0.86,0
109,154.0,294.0,23.0,5.0,59.0,2.0,50.4821,12.9821,144.0,1.0,4.0,6.0,9.0,1809.0,13.0,10.0,61.0,28.0,16.0,700.0,851.6789,0.43,-1.0,0.94,0
110,247.0,233.0,21.0,4.0,75.0,3.0,45.1298,-52.2198,132.0,1.0,5.0,7.0,11.0,2034.0,10.0,10.0,75.0,33.0,21.0,1000.0,929.4567,0.37,-1.0,0.87,0
111,187.0,261.0,25.0,5.0,63.0,2.0,49.6543,15.9821,146.0,1.0,4.0,6.0,9.0,1821.0,12.0,10.0,65.0,29.0,17.0,800.0,863.1234,0.4,-1.0,0.9,0
112,381.0,191.0,29.0,4.0,44.0,7.0,51.2156,71.3611,141.0,1.0,4.0,6.0,9.0,2941.4,14.0,10.0,117.0,58.2,16.0,15.0,819.134,0.41,-1.0,0.85,0
113,293.0,266.0,20.0,3.0,39.0,5.0,29.475,93.6611,99.0,1.0,4.0,3.0,6.0,2459.1,11.0,8.0,143.0,51.9,14.0,8.0,751.161,0.56,-1.0,0.39,0
114,461.0,121.0,44.0,5.0,49.0,6.0,40.3937,69.6611,123.0,1.0,5.0,4.0,8.0,3098.5,13.0,12.0,129.0,44.8,18.0,12.0,901.134,0.49,-1.0,0.67,0
115,369.0,229.0,31.0,4.0,46.0,8.0,35.59,82.975,118.0,1.0,5.0,6.0,7.0,2831.9,12.0,11.0,104.0,39.5,15.0,10.0,854.9849,0.44,-1.0,0.93,0
116,429.0,187.0,42.0,5.0,53.0,7.0,48.2156,76.975,135.0,1.0,5.0,5.0,9.0,3249.4,15.0,13.0,149.0,53.2,19.0,14.0,927.134,0.51,-1.0,0.76,0
117,257.0,201.0,25.0,3.0,37.0,6.0,32.475,90.975,108.0,1.0,4.0,4.0,7.0,2619.1,11.0,9.0,119.0,45.5,17.0,12.0,794.0516,0.46,-1.0,0.82,0
118,395.0,241.0,38.0,5.0,51.0,8.0,43.59,79.975,129.0,1.0,5.0,6.0,8.0,3049.4,14.0,12.0,134.0,49.2,20.0,16.0,927.134,0.53,-1.0,0.72,0
119,278.0,211.0,28.0,4.0,43.0,7.0,36.475,86.975,115.0,1.0,5.0,5.0,8.0,2799.1,13.0,11.0,124.0,47.5,18.0,14.0,854.9849,0.48,-1.0,0.89,0
120,437.0,191.0,40.0,5.0,55.0,8.0,49.2156,78.975,139.0,1.0,5.0,6.0,9.0,3349.4,15.0,13.0,154.0,54.2,21.0,18.0,981.134,0.55,-1.0,0.79,0
121,317.0,221.0,32.0,4.0,48.0,7.0,39.475,92.975,123.0,1.0,5.0,5.0,8.0,2999.1,14.0,12.0,139.0,51.5,19.0,16.0,927.134,0.52,-1.0,0.83,0
122,219.0,291.0,15.0,3.0,51.0,3.0,22.1919,63.9141,98.0,1.0,4.0,6.0,5.0,2018.4,10.0,10.0,72.0,40.8,12.0,200.0,1011.3092,0.25,-1.0,-1.0,0
123,381.0,169.0,24.0,5.0,82.0,2.0,39.4756,17.3809,141.0,1.0,3.0,7.0,8.0,2831.9,18.0,9.0,90.0,27.9,15.0,300.0,1188.1399,0.38,-1.0,-1.0,0
124,261.0,227.0,11.0,4.0,59.0,1.0,14.7098,93.4571,119.0,1.0,5.0,4.0,6.0,2419.8,8.0,11.0,108.0,48.6,20.0,400.0,1056.2708,0.29,-1.0,-1.0,0
125,179.0,193.0,40.0,6.0,96.0,3.0,50.2371,-46.0851,63.0,0.0,4.0,8.0,3.0,2781.1,5.0,10.0,63.0,33.3,8.0,10.0,943.4309,0.14,-1.0,-1.0,0
126,296.0,141.0,13.0,2.0,73.0,2.0,28.8713,76.1863,90.0,1.0,2.0,5.0,9.0,2066.2,20.0,9.0,99.0,44.1,18.0,200.0,1134.8271,0.33,-1.0,-1.0,0
127,235.0,264.0,22.0,5.0,88.0,1.0,35.4509,13.5938,125.0,1.0,5.0,6.0,7.0,3105.5,11.0,10.0,81.0,36.3,12.0,300.0,1241.4892,0.25,-1.0,-1.0,0
128,191.0,246.0,16.0,3.0,69.0,3.0,23.8421,91.8763,85.0,1.0,4.0,7.0,5.0,2619.2,9.0,11.0,93.0,41.4,19.0,400.0,1093.7569,0.38,-1.0,-1.0,0
129,208.0,188.0,19.0,4.0,80.0,2.0,32.8139,15.3665,108.0,1.0,3.0,6.0,8.0,2294.9,19.0,9.0,84.0,38.7,14.0,200.0,1029.2562,0.29,-1.0,-1.0,0
