,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class,real_identifier
19,26.1234,15.5678,2.79,0.423,0.253,27.1234,22.1234,-7.8765,15.1234,165.1234,0.0,0
20,72.1234,20.4567,3.1123,0.2654,0.1321,15.6789,62.3456,-14.8765,6.1234,248.3456,0.0,0
21,19.2345,13.5678,2.6789,0.6954,0.4023,2.1234,18.5678,6.9876,1.2345,137.6789,1.0,0
22,89.5678,39.8765,3.3456,0.2054,0.1032,-90.5678,-45.8765,26.3456,4.6789,390.1234,0.0,0
23,71.5678,31.2345,3.5678,0.1502,0.0753,-3.1234,58.5678,22.9876,5.1234,257.3456,0.0,0
24,104.5678,63.8765,2.6789,0.2756,0.1489,34.5678,38.8765,-45.6789,1.4567,354.6789,1.0,0
25,21.5678,13.2345,2.3456,0.4756,0.2523,28.1234,10.5678,-10.1234,70.1234,225.6789,0.0,0
26,166.5678,87.2345,3.8765,0.1356,0.0467,-112.5678,-176.3456,-44.1234,51.1234,236.5678,1.0,0
27,238.5678,87.8765,3.5678,0.1187,0.0605,-206.5678,-275.1234,56.1234,18.1234,284.5678,1.0,0
28,125.5678,33.2345,2.8765,0.2805,0.1562,-113.5678,62.1234,12.8765,29.1234,334.5678,1.0,0
29,29.5678,23.2345,3.1234,0.2754,0.1392,-27.5678,-15.1234,13.1234,62.1234,149.5678,0.0,0
30,35.0421,10.9876,2.5123,0.5124,0.3021,-15.1234,22.3456,-8.2345,25.6789,190.234,0.0,0
31,29.8765,12.3456,2.6543,0.4321,0.2456,20.9876,18.7654,10.1234,45.6789,205.432,1.0,0
32,40.2345,14.8765,2.8765,0.3897,0.2109,30.1234,25.6789,-15.4321,60.2345,230.987,1.0,0
33,26.5432,9.8765,2.5432,0.5678,0.3109,10.9876,20.1234,5.6789,35.1234,180.234,0.0,0
34,33.9876,11.2345,2.4321,0.4765,0.2897,-5.6789,15.9876,-10.2345,20.6789,210.345,0.0,0
35,23.4567,13.5678,2.6543,0.5987,0.3456,25.6789,23.4567,12.3456,70.1234,220.987,1.0,0
36,31.2345,10.3456,2.5678,0.4512,0.2789,-10.1234,17.2345,-6.789,30.9876,200.567,0.0,0
37,44.5678,15.1234,2.789,0.3678,0.1987,35.6789,30.9876,-20.1234,55.6789,240.123,1.0,0
38,27.8901,8.5678,2.3456,0.6234,0.321,15.6789,22.1234,8.2345,65.4321,215.678,1.0,0
39,36.3456,12.789,2.6789,0.4123,0.2567,-20.9876,19.8765,-9.1234,40.1234,195.432,0.0,0
40,68.1234,13.5678,2.9456,0.3123,0.1745,9.8765,52.3456,-7.1234,4.9876,240.567,0.0,0
41,22.4567,16.2345,2.4567,0.489,0.255,15.6789,18.1234,-12.3456,5.6789,185.678,1.0,0
42,45.6789,26.3456,3.2345,0.2078,0.1045,18.9876,31.2345,-8.1234,23.5678,80.1234,0.0,0
43,42.5678,20.1234,3.2345,0.2312,0.1345,12.3456,28.1234,-12.5678,0.1234,195.678,0.0,0
44,25.6789,16.2345,2.789,0.439,0.2745,-17.6789,-11.2345,8.1234,23.4567,255.678,0.0,0
45,79.3456,12.1234,2.4567,0.5334,0.2912,-84.5678,32.1234,-11.1234,13.4567,180.234,0.0,0
46,44.5678,20.1234,2.789,0.3067,0.1889,41.5678,31.2345,15.1234,15.3456,185.678,0.0,0
47,50.6789,27.2345,3.5678,0.1889,0.1123,1.2345,-25.6789,13.1234,7.5678,190.123,0.0,0
48,18.5678,11.2345,2.4567,0.695,0.3889,5.1234,-10.1234,-8.1234,21.2345,175.678,0.0,0
49,110.123,30.2345,3.6789,0.1412,0.0789,-46.5678,90.1234,-21.2345,3.4567,295.678,0.0,0
50,35.2678,18.3456,2.8123,0.3124,0.1823,24.5678,10.3456,12.2345,20.4567,150.345,0.0,0
51,28.7892,14.5678,2.4567,0.3892,0.2567,18.2345,16.5678,9.4567,30.6789,140.567,0.0,0
52,45.1234,15.789,2.9123,0.2789,0.1456,40.2345,-25.6789,-3.4567,5.6789,200.123,0.0,0
53,32.6789,19.4567,2.6789,0.2456,0.1345,29.5678,20.1234,14.3456,18.2345,170.678,0.0,0
54,50.2345,17.8901,2.789,0.2301,0.1204,3.5678,-28.9012,-4.5678,25.6789,130.456,1.0,0
55,33.4567,21.2345,2.8901,0.2567,0.1356,27.8901,22.3456,16.5678,16.789,165.789,0.0,0
56,95.6789,33.4567,3.3456,0.1456,0.0901,60.1234,85.6789,21.2345,12.3456,180.456,0.0,0
57,27.8901,12.3456,2.3456,0.4123,0.2204,35.6789,17.8901,6.789,19.4567,175.678,0.0,0
58,23.4567,16.789,2.5123,0.4012,0.2056,30.1234,-6.789,9.4567,7.8901,205.123,0.0,0
59,18.3456,10.2345,2.6789,0.5234,0.2989,8.9012,13.4567,-3.5678,24.5678,75.8901,1.0,0
60,60.1234,15.6789,2.7501,0.3102,0.1803,22.3456,45.1234,-8.1234,0.7654,185.2345,0.0,0
61,22.3456,8.7654,2.2001,0.6203,0.3402,25.6789,10.2345,4.1234,10.2345,180.5678,0.0,0
62,30.4567,18.2345,2.6002,0.4601,0.2603,6.789,23.4567,-15.2345,35.6789,130.4567,0.0,0
63,65.789,40.1234,2.9102,0.4203,0.2356,-51.2345,-34.5678,-19.1234,20.3456,305.6789,1.0,0
64,240.5678,105.1234,3.3402,0.1502,0.0503,-31.2345,-134.5678,-83.1234,80.3456,170.5678,1.0,0
65,27.8901,13.4567,2.5103,0.3902,0.2201,8.1234,18.2345,-11.3456,86.5678,50.1234,0.0,0
66,79.2345,23.5678,3.2104,0.1802,0.0956,32.3456,65.1234,18.2345,10.3456,245.6789,0.0,0
67,93.4567,32.1234,3.6505,0.2203,0.1156,34.5678,-51.2345,-16.1234,0.2345,370.5678,0.0,0
68,40.1234,11.2345,2.5706,0.4002,0.2056,-17.2345,25.1234,7.1234,8.3456,190.5678,0.0,0
69,25.6789,12.3456,2.6207,0.4802,0.2456,33.4567,17.1234,-6.1234,48.5678,75.6789,1.0,0
70,85.4321,50.1234,4.2005,0.0815,0.042,7.0025,75.6789,43.789,7.895,250.123,0.0,0
71,30.5678,7.2345,2.3456,0.5423,0.3156,-12.3456,-14.5678,4.1234,11.2345,118.456,0.0,0
72,53.6789,12.3456,3.0123,0.3401,0.2103,58.1234,31.4567,9.1234,17.8901,221.567,1.0,0
73,48.1234,21.6789,3.2456,0.2405,0.1302,46.5678,28.1234,11.789,0.234,257.123,0.0,0
74,45.6789,22.3456,2.789,0.2456,0.1256,2.3456,23.4567,-11.5678,15.8901,120.789,0.0,0
75,140.567,100.345,4.1234,0.0845,0.0445,-93.4567,85.1234,-126.789,33.789,265.123,1.0,0
76,28.1234,13.5678,2.789,0.4056,0.2603,-11.3456,-18.6789,-10.1234,4.567,186.789,0.0,0
77,98.5678,26.1234,3.6789,0.1756,0.1103,-72.1234,86.1234,13.4567,0.567,290.123,0.0,0
78,17.8901,11.5678,2.6789,0.7356,0.6256,9.5678,20.1234,-12.3456,29.567,178.567,1.0,0
79,24.5678,15.1234,2.789,0.4501,0.2556,18.1234,7.1234,8.1234,11.567,202.678,0.0,0
80,38.6723,12.3456,2.9123,0.3721,0.1923,4.8765,23.4567,-7.1234,77.6543,95.1234,1.0,0
81,26.789,17.6543,2.789,0.2876,0.1456,-3.9876,15.2345,-11.2345,20.5678,230.9876,0.0,0
82,35.1234,10.2345,2.5678,0.3987,0.2012,52.3456,-20.1234,5.2345,2.3456,190.5678,0.0,0
83,45.789,27.5678,3.2345,0.2567,0.1489,13.4567,-42.3456,14.4567,88.789,220.5678,1.0,0
84,41.2345,24.1234,3.1456,0.2178,0.1189,-0.2345,-31.2345,12.6789,9.1234,168.1234,0.0,0
85,18.5678,11.2345,2.4567,0.5987,0.3456,6.789,-18.2345,8.4567,13.5678,242.5678,0.0,0
86,63.4567,34.789,3.6789,0.1987,0.0987,-58.2345,53.4567,-31.5678,43.6789,291.2345,1.0,0
87,34.789,20.2345,2.6789,0.2498,0.1298,-6.789,25.6789,7.789,4.1234,202.6789,0.0,0
88,36.5678,19.2345,2.789,0.2879,0.1456,24.6789,11.2345,15.6789,9.5678,235.2345,0.0,0
89,21.2345,8.2345,2.2345,0.7078,0.3654,-2.2345,8.5678,-6.2345,69.2345,139.5678,0.0,0
90,48.2345,18.6791,3.1023,0.2451,0.1295,7.2843,-7.5321,9.7645,2.1347,160.327,0.0,0
91,138.9124,34.5123,3.5124,0.2156,0.0723,-162.8473,87.9234,-28.9734,28.2346,210.472,1.0,0
92,22.1345,11.2341,2.2843,0.5543,0.2794,5.9821,-18.2345,8.0123,26.782,190.874,0.0,0
93,36.1234,24.5678,2.9456,0.2489,0.1275,-24.1234,-20.2345,-17.6789,89.2345,25.1234,1.0,0
94,17.2345,14.5678,2.7345,0.3456,0.2256,4.5678,15.6789,13.5678,65.2345,255.6789,1.0,0
95,37.6789,22.6789,3.1789,0.2294,0.1234,7.2345,-11.6789,-18.5678,3.6789,175.6789,0.0,0
96,26.1234,21.5678,2.8456,0.3294,0.1823,-35.6789,11.2345,8.1234,42.5678,53.6789,0.0,0
97,58.2345,13.2345,3.0678,0.2245,0.1156,28.5678,28.2345,6.1234,52.2345,154.6789,1.0,0
98,112.6789,38.5678,4.2345,0.0923,0.0478,-15.6789,89.2345,23.5678,1.2345,320.5678,0.0,0
99,60.1234,31.5678,3.5678,0.1879,0.1105,27.6789,55.2345,-28.5678,1.5678,263.5678,0.0,0
100,35.24,18.763,2.735,0.275,0.16,-5.12,-11.45,-9.5,7.5,175.3,0.0,0
101,68.45,37.89,2.79,0.21,0.11,26.5,57.1,-11.2,40.2,162.5,1.0,0
102,31.6,10.32,2.72,0.46,0.25,-24.5,-20.9,-8.7,85.5,102.6,1.0,0
103,23.8,16.2,2.69,0.49,0.32,-20.0,-14.0,8.1,52.5,190.5,1.0,0
104,33.5,11.0,2.95,0.42,0.25,63.0,33.5,-6.8,72.0,150.0,1.0,0
105,260.0,45.0,2.89,0.46,0.34,-290.0,150.0,27.0,5.5,258.0,1.0,0
106,70.5,33.0,3.3,0.29,0.15,26.0,52.5,26.0,5.7,365.0,0.0,0
107,29.0,27.0,3.1,0.25,0.13,-12.0,14.0,-23.0,43.5,89.5,0.0,0
108,34.0,10.0,2.5,0.47,0.29,25.0,24.0,-8.0,77.5,222.0,1.0,0
109,82.5,22.5,2.75,0.42,0.22,-101.5,-39.5,9.5,3.5,286.0,0.0,0
110,28.4721,15.8234,2.6123,0.4759,0.2567,19.8432,20.3125,7.2183,32.5678,180.345,0.0,0
111,65.9123,24.0013,3.4876,0.2413,0.1356,-45.6784,48.2345,8.3456,5.2345,310.456,0.0,0
112,33.8912,18.2345,2.7894,0.4512,0.2754,15.6789,-25.6784,18.2345,28.4567,50.7894,1.0,0
113,42.3456,17.2345,2.5345,0.5734,0.3412,26.7894,22.3456,-8.3456,50.2345,220.678,1.0,0
114,37.2345,18.5678,2.9123,0.2512,0.1345,16.7894,25.6789,4.5678,3.2345,230.567,0.0,0
115,34.6789,15.7894,2.8123,0.3012,0.1856,18.2345,25.6784,9.3456,2.7894,160.234,0.0,0
116,90.6789,68.2345,3.7345,0.2012,0.1012,25.7894,-39.3456,-13.2345,20.7894,370.567,1.0,0
117,50.2345,21.2345,3.3456,0.2894,0.1456,-35.7894,-28.3456,-20.7894,75.2345,225.678,1.0,0
118,45.6789,13.7894,2.8123,0.2765,0.1654,-18.2345,5.6789,-4.5678,23.2345,170.345,0.0,0
119,32.7894,11.2345,2.4567,0.4789,0.2456,-38.2345,13.3456,5.7894,42.7894,150.234,0.0,0
120,117.234,36.712,3.654,0.182,0.102,-160.234,69.432,28.123,0.923,380.5,0.0,0
121,11.567,8.234,2.612,0.745,0.485,17.345,4.123,-9.456,50.234,270.123,1.0,0
122,32.456,19.567,2.812,0.295,0.172,5.678,-22.123,-8.234,7.345,210.456,0.0,0
123,115.678,34.567,3.512,0.185,0.098,-38.123,68.234,-24.567,3.123,330.123,0.0,0
124,108.234,24.567,2.923,0.435,0.267,52.345,106.123,-12.567,57.123,250.678,1.0,0
125,41.234,11.567,2.934,0.425,0.215,10.567,34.123,-4.123,5.123,195.678,0.0,0
126,93.123,34.234,3.567,0.215,0.125,5.123,62.123,-18.567,8.123,335.123,0.0,0
127,55.123,20.123,2.512,0.432,0.23,54.123,44.123,-14.123,80.123,105.123,0.0,0
128,20.567,9.567,2.412,0.655,0.46,-20.123,-16.123,3.123,89.123,260.123,1.0,0
129,36.123,17.567,2.678,0.335,0.17,-28.123,-21.123,-13.123,2.123,112.123,0.0,0
130,45.1234,22.5678,2.8765,0.3521,0.1789,15.6789,18.2345,-9.8765,37.4567,250.1234,1.0,0
131,28.4567,14.3456,2.5432,0.4123,0.2345,-20.2345,-15.6789,8.1234,45.6789,180.5678,0.0,0
132,65.789,30.1234,3.1234,0.289,0.1456,35.6789,45.789,20.1234,60.2345,300.4567,1.0,0
133,20.2345,12.3456,2.2345,0.4567,0.2678,-10.5678,-5.6789,12.3456,50.1234,150.789,0.0,0
134,75.6789,35.789,3.4567,0.3123,0.1789,25.789,55.1234,-15.6789,70.3456,350.6789,1.0,0
135,50.1234,25.6789,3.2345,0.2987,0.1543,40.5678,30.1234,-10.2345,65.789,280.2345,0.0,0
136,35.6789,18.2345,2.789,0.3789,0.2123,5.6789,10.2345,5.6789,30.1234,200.5678,1.0,0
137,90.2345,45.6789,3.5678,0.2567,0.1345,50.1234,100.2345,35.6789,80.789,400.1234,1.0,0
138,25.789,15.6789,2.4567,0.4321,0.2456,-5.6789,-10.2345,10.5678,55.6789,170.1234,0.0,0
139,105.6789,50.1234,3.6789,0.3023,0.1678,65.789,110.2345,-20.1234,75.6789,450.6789,1.0,0
140,50.1234,20.6543,3.3456,0.1987,0.1123,30.9876,45.1234,8.2345,5.6789,210.1234,0.0,0
141,25.6789,18.3456,2.4567,0.3178,0.1623,-10.1234,-16.2345,6.789,6.1234,170.9876,0.0,0
142,92.3456,26.789,3.5678,0.2109,0.1189,-14.5678,44.5678,15.6789,0.6789,330.5678,0.0,0
143,41.2345,23.4567,3.2345,0.2501,0.1356,42.5678,40.1234,8.1234,22.5678,95.1234,0.0,0
144,21.2345,7.6789,2.3456,0.7567,0.3789,-22.1234,-12.3456,5.6789,38.5678,135.6789,0.0,0
145,47.5678,30.1234,3.6789,0.1654,0.0891,47.6789,42.3456,-18.2345,12.3456,160.1234,0.0,0
146,55.6789,16.3456,2.789,0.2901,0.1601,47.1234,55.6789,12.3456,84.5678,220.1234,1.0,0
147,90.1234,32.5678,3.789,0.1809,0.1001,-64.1234,63.6789,20.1234,3.5678,315.6789,0.0,0
148,53.789,42.1234,2.789,0.3102,0.1605,76.3456,-23.4567,-29.1234,65.6789,260.1234,1.0,0
149,23.4567,0.1234,2.3456,0.7701,0.4205,-4.1234,12.3456,0.1234,8.5678,195.1234,0.0,0
150,45.1234,18.5678,3.0123,0.2789,0.1523,6.1234,-11.9876,-5.9876,9.8765,235.123,0.0,0
151,23.4567,14.2345,2.4567,0.5123,0.2834,-16.789,-13.1234,-11.9876,5.6789,150.678,0.0,0
152,21.2345,18.9876,2.3456,0.4678,0.2499,15.6789,18.9876,-14.9876,17.2345,125.678,0.0,0
153,61.2345,10.9876,2.4567,0.5199,0.2899,39.6789,47.9876,3.9876,17.9876,199.567,0.0,0
154,41.9876,9.5678,2.789,0.4218,0.2678,8.1234,26.9876,-5.1234,28.9876,246.789,1.0,0
155,39.6789,17.9876,2.9876,0.3112,0.1717,31.2345,29.5678,9.5678,4.6789,199.123,0.0,0
156,52.789,23.5678,3.1234,0.1774,0.1018,43.1234,-24.5678,10.5678,13.789,176.234,0.0,0
157,19.5678,8.9876,2.3456,0.6716,0.4762,18.1234,15.9876,-2.5678,19.2345,185.678,0.0,0
158,13.2345,12.5678,2.2345,0.6969,0.3686,17.2345,-9.5678,9.5678,16.789,148.567,0.0,0
159,73.5678,28.2345,3.4567,0.2114,0.1219,-44.9876,70.5678,-14.9876,5.9876,296.789,0.0,0
160,78.1234,32.4567,3.002,0.2501,0.1305,53.789,75.2345,17.1234,22.3456,123.456,1.0,0
161,27.3456,18.2345,2.789,0.3956,0.2601,-1.2345,15.6789,-8.4567,61.2345,121.789,0.0,0
162,44.5678,21.3456,3.1567,0.2656,0.1467,10.1234,32.5678,-15.789,1.2345,253.678,0.0,0
163,18.6789,9.789,2.2345,0.5301,0.2801,-24.5678,-5.6789,-2.789,69.1234,146.789,0.0,0
164,38.2345,20.1234,2.8901,0.2489,0.1489,38.5678,-18.1234,9.1234,3.4567,193.567,0.0,0
165,25.789,17.8901,2.8012,0.3902,0.2405,8.5678,-13.2345,-13.6789,14.5678,116.89,0.0,0
166,93.5678,48.1234,3.1098,0.365,0.1856,-62.1234,-102.5678,39.1234,30.5678,408.567,1.0,0
167,60.1234,4.1234,2.8901,0.392,0.2034,19.5678,61.1234,-2.5678,6.2345,244.567,1.0,0
168,85.789,16.1234,3.189,0.2323,0.1509,46.5678,49.1234,11.1234,53.789,177.123,1.0,0
169,21.1234,6.789,2.4567,0.7201,0.3705,24.5678,11.1234,-5.6789,67.789,70.1234,1.0,0
170,28.1234,14.5678,2.6543,0.4321,0.2345,15.6789,10.4567,8.1234,30.5678,180.2345,0.0,0
171,31.4567,10.2345,2.789,0.5123,0.3214,28.3456,20.5678,7.8901,45.6789,150.3456,1.0,0
172,35.6789,22.3456,3.0123,0.2987,0.1678,5.6789,30.4567,15.789,10.1234,120.4567,0.0,0
173,24.5678,16.789,2.5432,0.389,0.2101,18.9012,15.6789,10.3456,50.789,140.5678,0.0,0
174,27.8901,13.4567,2.6789,0.4789,0.2678,20.3456,12.3456,9.0123,35.6789,170.6789,0.0,0
175,29.0123,7.8901,2.789,0.5234,0.3456,26.789,18.1234,6.789,5.6789,160.789,1.0,0
176,33.4567,25.6789,3.1234,0.2678,0.1456,-1.2345,25.6789,-5.6789,40.1234,230.8901,1.0,0
177,21.789,17.8901,2.4567,0.4567,0.289,22.3456,14.5678,-8.1234,20.6789,150.1234,0.0,0
178,38.9012,21.6789,2.8901,0.2345,0.1234,40.789,17.8901,-15.6789,12.3456,110.2345,0.0,0
179,85.6789,42.3456,3.789,0.1456,0.0789,-48.9012,-50.6789,30.1234,1.2345,360.789,0.0,0
180,25.6784,18.2345,2.5123,0.3654,0.1845,15.2345,18.5678,5.6789,12.3456,190.123,0.0,0
181,32.4567,14.6789,2.789,0.4123,0.2211,-10.4567,22.3456,9.1234,28.9012,210.456,1.0,0
182,21.3456,13.2456,2.3456,0.5123,0.3123,-30.5678,-5.6789,3.4567,20.1234,180.789,0.0,0
183,40.5678,22.3456,3.1234,0.2987,0.1456,25.6789,30.1234,15.6789,10.5678,200.234,0.0,0
184,15.789,9.4567,2.1234,0.5789,0.3245,-20.2345,-12.3456,6.789,22.4567,190.678,1.0,0
185,35.1234,18.5678,2.6789,0.3546,0.1789,18.3456,25.789,8.1234,15.6789,170.567,0.0,0
186,50.2345,20.789,3.2345,0.2678,0.1345,-40.5678,40.1234,12.3456,5.6789,300.789,0.0,0
187,12.3456,8.1234,2.2345,0.6234,0.3678,-8.1234,15.6789,9.4567,26.789,230.123,1.0,0
188,30.789,16.2345,2.8901,0.4789,0.289,12.3456,18.789,4.5678,24.1234,190.456,1.0,0
189,45.6789,17.6789,2.5678,0.4567,0.2456,-35.6789,-18.1234,-1.5678,18.2345,260.567,0.0,0
190,45.1234,15.6789,2.9876,0.3456,0.1765,10.2345,20.5678,5.6789,25.1234,175.6789,0.0,0
191,92.3456,50.1234,3.4567,0.1234,0.0678,75.2345,85.6789,45.1234,50.5678,230.1234,1.0,0
192,80.5678,13.4567,2.5678,0.3678,0.1987,-48.1234,-60.5678,-11.2345,52.6789,148.5678,1.0,0
193,56.789,22.1234,2.6789,0.2934,0.1532,7.5678,42.1234,15.6789,2.3456,172.1234,0.0,0
194,72.1234,25.6789,3.5678,0.2156,0.1156,31.6789,68.1234,15.6789,10.6789,245.1234,0.0,0
195,215.6789,62.1234,3.9345,0.0967,0.0589,-230.1234,-148.5678,-41.2345,85.6789,230.1234,1.0,0
196,26.789,13.5678,2.3456,0.5839,0.3024,-12.3456,-15.6789,4.5678,48.1234,160.5678,0.0,0
197,63.1234,10.5678,2.9345,0.3478,0.1869,53.6789,13.1234,-5.6789,75.6789,135.1234,1.0,0
198,37.6789,15.1234,2.6789,0.4558,0.2373,17.6789,29.1234,7.5678,4.1234,230.1234,0.0,0
199,74.1234,22.5678,3.1234,0.2687,0.1791,-53.6789,63.1234,-13.6789,5.1234,310.1234,0.0,0
200,28.5072,15.4168,2.6357,0.5124,0.2681,-2.5674,22.4371,7.1234,20.184,150.892,0.0,0
201,10.2435,9.5321,2.1987,0.7129,0.4053,-6.1234,2.3456,-8.4567,43.5678,63.2145,1.0,0
202,210.345,92.876,4.3875,0.0583,0.0301,-250.876,-160.234,-35.6789,74.5673,335.678,1.0,0
203,102.567,41.2345,4.1578,0.1023,0.0517,-28.1234,75.2345,-17.4567,3.4567,310.987,0.0,0
204,24.5678,19.8765,2.5123,0.3657,0.1923,1.4567,-21.3456,-13.6789,7.1234,170.345,0.0,0
205,22.6789,13.2345,2.4876,0.4789,0.2701,12.6789,16.3456,9.2345,37.6789,213.456,0.0,0
206,31.4567,21.6789,2.789,0.3123,0.1698,14.3456,22.3456,-9.2345,50.1234,91.2345,0.0,0
207,32.3456,19.8765,2.6987,0.2901,0.1623,33.4567,-15.6789,11.2345,8.2345,113.567,0.0,0
208,55.6789,45.2345,3.9876,0.1287,0.0698,30.1234,52.3456,22.3456,4.5678,118.234,0.0,0
209,21.2345,12.3456,2.2765,0.589,0.3356,15.2345,19.3456,-2.6789,51.3456,105.678,0.0,0
210,82.3456,27.2347,3.5123,0.2156,0.1427,-21.4567,61.2345,-13.5678,5.6789,310.789,0.0,0
211,24.789,14.5678,2.4678,0.4987,0.3145,-19.6789,-15.6789,-6.2345,1.2345,98.4567,0.0,0
212,104.1234,51.9876,3.1456,0.2267,0.1523,-106.3456,77.4567,48.2345,34.5678,232.678,1.0,0
213,69.4567,19.1234,2.789,0.3298,0.1923,-31.4567,50.1234,12.3456,4.789,294.567,0.0,0
214,18.1234,11.2345,2.3456,0.5889,0.3102,-3.1234,9.1234,5.9876,51.2345,171.234,0.0,0
215,60.6789,22.5678,2.789,0.2634,0.1345,66.2345,54.1234,20.3456,28.4567,266.789,1.0,0
216,19.2345,12.3456,2.4567,0.679,0.3745,-12.3456,-17.789,8.1234,57.3456,142.234,0.0,0
217,32.3456,10.2345,2.6789,0.4845,0.2645,35.2345,36.1234,5.1234,73.3456,135.234,1.0,0
218,36.5678,16.2345,2.5345,0.3334,0.1712,15.6789,28.1234,-9.2345,17.3456,226.789,0.0,0
219,83.4567,28.5678,3.5678,0.1789,0.0901,-22.3456,62.1234,-18.5678,3.1234,302.345,0.0,0
220,25.1234,16.7823,2.6543,0.3652,0.2123,25.6789,9.1234,8.5678,2.3456,140.123,0.0,0
221,37.4567,14.9876,2.8123,0.3521,0.1798,-15.4321,-14.8765,10.9876,11.9876,120.456,0.0,0
222,33.8765,15.2345,2.8765,0.3156,0.1712,-10.3456,-13.9876,-8.7654,3.1234,175.987,0.0,0
223,83.1234,24.8765,3.4567,0.2012,0.1023,-50.1234,69.8765,-15.9876,3.2345,290.456,0.0,0
224,35.9876,14.9876,2.7123,0.3256,0.1678,1.2345,-10.9876,-7.1234,16.2345,130.987,0.0,0
225,43.2345,23.1234,3.0987,0.2078,0.1134,47.1234,20.1234,-14.8765,9.8765,180.987,0.0,0
226,110.9876,20.1234,2.9234,0.3123,0.1612,-125.8765,-19.1234,-12.3456,1.1234,335.123,0.0,0
227,17.1234,11.2345,2.4123,0.6789,0.4523,-3.1234,4.1234,9.1234,5.6789,205.123,0.0,0
228,34.1234,12.3456,2.6345,0.4812,0.3123,-6.1234,-14.1234,2.1234,73.1234,125.987,1.0,0
229,23.1234,0.0,2.6123,0.7123,0.3723,28.1234,14.1234,0.0,25.1234,230.987,1.0,0
230,60.2345,28.4567,3.0213,0.1725,0.0987,40.1234,15.6789,18.2345,0.042,150.345,0.0,0
231,73.4561,17.2349,2.789,0.2256,0.1189,5.1234,48.5678,12.3456,6.567,252.678,0.0,0
232,42.7894,25.6789,3.2345,0.2401,0.1502,18.2345,31.5678,18.789,13.1234,148.234,0.0,0
233,36.2345,10.9876,2.4567,0.6754,0.3589,27.2345,18.5678,0.9876,47.6789,48.123,1.0,0
234,18.3456,7.1234,2.3456,0.789,0.5612,0.9876,3.6789,5.1234,50.1234,82.789,0.0,0
235,34.6789,30.4567,3.1234,0.2503,0.125,19.5678,34.1234,-8.2345,13.2345,72.4567,0.0,0
236,46.1234,14.5678,2.4567,0.4456,0.2298,-52.3456,23.6789,-8.1234,35.6789,258.234,0.0,0
237,59.3456,22.1234,2.8901,0.2834,0.1476,-82.5678,40.1234,-10.2345,2.345,245.567,0.0,0
238,41.2345,13.4567,2.5678,0.4001,0.2089,-36.1234,22.789,-5.5678,8.1234,192.345,0.0,0
239,14.5678,8.789,2.3456,0.8201,0.5523,-12.3456,-8.5678,11.2345,5.6789,148.123,0.0,0
240,17.4321,15.9876,2.8234,0.4123,0.3187,-6.2345,-15.6789,-5.8765,32.4567,230.1234,1.0,0
241,92.3456,54.8765,3.2345,0.2378,0.1323,81.2345,94.5678,52.9876,51.2345,285.1234,1.0,0
