fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
15.087,0.367,-6.839,0.188,26.433,163.216,2.554,-17.934,0.259,0,-10.764
17.824,0.297,21.786,0.152,32.511,252.334,2.793,23.657,5.528,0,-7.252
18.169,0.39,13.204,0.231,25.481,91.01,2.789,10.898,7.829,0,-8.088
23.102,0.302,-89.462,0.2,99.858,329.468,3.038,58.079,39.212,1,21.635
15.692,0.419,11.544,0.254,30.056,74.213,2.597,21.972,24.346,0,12.464
7.083,0.773,21.578,0.408,20.113,127.917,2.175,12.912,58.926,0,-5.31
22.837,0.233,46.206,0.122,47.34,211.895,3.123,34.403,0.741,0,-13.708
20.694,0.238,38.958,0.138,46.955,199.206,3.203,33.782,0.154,0,-9.999
18.655,0.3,19.559,0.162,37.923,155.686,2.957,36.827,33.843,0,10.503
12.04,0.416,35.107,0.21,29.744,224.165,2.558,20.947,37.397,1,-9.367
11.462,0.737,15.107,0.38,12.86,164.365,2.135,-5.678,9.005,0,11.712
23.525,0.214,-47.546,0.114,70.462,285.643,3.017,57.67,0.933,0,14.952
14.481,0.432,5.397,0.274,23.96,119.356,2.538,16.446,9.831,0,-7.077
21.66,0.255,36.102,0.134,33.556,140.965,2.869,22.445,2.516,0,9.59
16.603,0.458,1.592,0.234,19.711,207.263,2.562,-8.147,42.521,0,5.451
7.412,0.587,-11.075,0.337,27.628,171.436,2.215,-11.826,46.957,0,-3.954
21.569,0.194,33.578,0.102,47.067,204.416,3.148,30.369,5.007,0,-9.059
12.942,0.515,14.584,0.294,19.926,135.31,2.558,11.66,10.318,0,-3.847
21.042,0.355,9.715,0.206,23.285,108.678,2.513,17.235,42.766,0,15.545
19.548,0.279,36.961,0.164,48.955,265.879,3.039,37.514,0.559,0,14.442
10.298,0.652,20.291,0.356,21.073,198.88,2.376,19.403,16.087,0,11.509
11.136,0.749,14.633,0.438,12.983,200.76,2.151,-6.785,79.453,0,10.999
19.301,0.377,5.802,0.217,25.852,93.138,2.796,21.009,31.759,0,-10.508
16.193,0.449,25.751,0.235,20.759,132.293,2.486,11.171,11.171,0,-6.41
12.913,0.36,30.526,0.196,30.546,242.827,2.64,16.597,54.614,1,3.584
24.887,0.268,13.108,0.158,29.214,66.574,3.122,22.399,25.238,0,-15.000
10.754,0.772,14.552,0.416,13.199,123.546,2.309,-2.107,15.96,0,-11.747
16.529,0.284,30.482,0.144,31.916,240.993,2.951,18.222,8.995,0,-8.938
14.922,0.368,4.357,0.186,27.925,180.964,2.646,25.886,14.345,0,-9.382
11.295,0.735,-15.005,0.375,12.910,96.455,2.247,4.555,61.037,0,11.747
11.546,0.596,-12.984,0.31,21.427,128.229,2.238,-19.567,68.654,1,5.232
16.898,0.371,32.491,0.206,29.202,150.161,2.53,8.95,3.333,0,12.494
16.308,0.337,27.506,0.2,35.823,209.046,2.97,33.506,8.681,0,-4.33
12.543,0.478,-0.721,0.261,20.196,225.189,2.4,8.928,15.48,0,10.749
20.202,0.303,23.504,0.158,35.214,169.576,2.781,27.352,4.201,0,14.117
7.298,0.744,2.476,0.39,20.118,179.29,2.081,-9.776,75.666,0,-5.39
22.069,0.319,9.885,0.168,29.885,85.377,2.87,21.765,24.821,0,-14.405
13.404,0.39,-25.225,0.201,28.61,245.12,2.564,18.534,77.617,1,7.036
12.394,0.444,29.885,0.269,27.346,216.352,2.659,18.954,1.461,0,6.884
18.803,0.373,17.748,0.238,33.764,154.944,2.863,24.61,7.021,0,12.015
20.072,0.35,-62.567,0.182,42.469,288.189,2.5,13.928,7.389,0,13.713
20.072,0.246,1.888,0.128,30.577,162.212,2.777,-13.294,16.14,0,15.732
16.067,0.366,22.272,0.204,25.499,119.012,2.749,-9.776,4.72,0,-7.114
16.828,0.447,-8.931,0.245,19.955,168.787,2.462,-11.141,9.602,0,11.468
10.503,0.579,21.298,0.342,18.338,182.573,2.233,11.747,34.616,0,-4.743
10.673,0.577,5.806,0.317,21.066,137.117,2.158,-17.334,14.438,0,9.045
7.196,0.737,2.85,0.372,20.591,89.443,2.109,-11.17,68.296,0,5.809
12.874,0.459,-9.799,0.241,32.129,173.476,2.513,-22.914,14.511,0,-8.368
17.629,0.349,-49.139,0.218,106.55,114.688,2.857,-121.504,7.952,0,12.72
12.942,0.499,13.496,0.298,19.912,151.8,2.342,11.66,14.567,0,-5.307
17.685,0.308,8.543,0.171,34.784,189.969,2.865,-12.749,0.974,0,11.065
13.415,0.463,26.106,0.272,28.24,242.293,2.754,23.501,7.387,1,7.593
11.136,0.614,3.262,0.332,16.451,222.311,2.344,-7.306,19.669,0,6.405
9.629,0.591,4.043,0.365,21.928,176.879,2.262,-16.047,8.867,0,-10.512
25.894,0.166,25.694,0.084,64.556,206.743,3.444,57.106,3.212,0,13.62
15.705,0.437,36.959,0.221,29.094,45.191,2.352,-19.962,65.849,0,9.909
18.596,0.377,31.966,0.217,30.39,186.442,2.659,24.537,15.967,0,11.911
9.629,0.631,20.358,0.396,19.104,182.115,2.332,13.572,37.593,0,6.598
10.527,0.545,-0.234,0.289,18.247,130.112,2.13,4.336,13.32,0,-4.917
18.769,0.214,19.783,0.109,41.961,199.272,3.124,31.348,0.152,0,11.71
17.614,0.344,8.545,0.173,27.821,184.32,2.731,19.93,8.526,0,12.464
19.021,0.368,3.63,0.186,23.062,62.34,2.821,19.071,62.376,0,8.238
11.045,0.559,29.964,0.312,22.599,183.06,2.514,-9.346,14.316,0,11.899
14.435,0.344,34.554,0.194,33.833,192.119,2.686,19.154,8.941,0,12.323
11.236,0.753,-14.591,0.434,13.014,154.487,2.099,5.8,60.734,0,-10.424
12.705,0.572,14.625,0.322,22.157,191.85,2.247,12.075,27.306,0,8.328
17.685,0.349,-3.995,0.194,29.109,200.575,2.872,20.838,15.347,0,-8.917
10.754,0.556,6.976,0.292,21.033,123.328,2.185,-17.901,27.753,0,-7.296
12.378,0.53,1.846,0.317,19.272,108.654,2.412,-10.593,62.567,0,9.79
10.826,0.76,13.715,0.472,13.042,138.462,2.112,-5.312,8.49,0,-9.223
22.378,0.248,-5.208,0.134,32.979,151.028,2.983,11.851,15.714,0,9.499
21.125,0.272,3.629,0.14,30.143,192.495,3.084,17.933,1.027,0,15.17
19.232,0.312,-0.232,0.176,29.955,186.77,2.868,18.65,1.702,0,-13.405
11.55,0.606,0.722,0.334,16.308,182.254,2.398,-4.112,81.676,0,5.629
18.012,0.39,12.635,0.199,23.841,52.796,2.635,-16.757,87.92,0,10.502
17.792,0.385,0.469,0.217,27.001,195.283,2.688,23.32,5.184,0,16.703
21.57,0.306,32.138,0.17,31.568,219.957,2.977,21.607,9.772,0,-11.283
17.685,0.279,-2.553,0.141,36.167,96.989,2.934,20.756,58.449,1,10.503
17.614,0.3,-9.499,0.152,37.356,191.35,3.059,22.988,1.216,0,-12.486
14.435,0.354,-19.673,0.194,33.389,168.97,2.754,18.248,9.361,0,-11.106
11.55,0.608,0.721,0.415,16.107,147.802,2.279,-3.294,75.944,0,-10.987
17.148,0.325,34.488,0.175,29.376,178.159,2.629,21.237,17.13,0,-8.819
11.24,0.749,-14.97,0.391,12.984,175.063,2.151,4.527,0.175,0,11.762
22.188,0.259,24.615,0.135,50.951,283.037,3.023,42.268,9.068,0,17.52
17.743,0.275,38.971,0.141,37.593,198.926,2.695,23.598,6.489,0,-15.146
22.38,0.272,-8.558,0.146,27.6,51.036,2.815,19.51,39.964,0,-14.035
16.848,0.312,-3.018,0.156,33.687,200.839,2.62,17.019,19.069,0,13.116
23.458,0.218,4.353,0.114,39.72,169.22,3.126,-17.542,9.572,0,-16.182
15.744,0.426,34.976,0.239,29.468,187.952,2.47,21.429,9.192,0,-7.334
11.55,0.608,1.475,0.384,16.212,210.388,2.288,-4.342,40.988,0,7.775
17.042,0.308,15.544,0.158,36.3,255.561,2.939,34.986,8.607,0,-12.725
12.757,0.492,15.0,0.253,20.454,229.298,2.476,0.454,20.762,0,8.847
10.673,0.596,-23.792,0.301,18.013,185.735,2.373,-9.084,0.617,0,4.802
18.617,0.276,-3.762,0.143,39.554,225.528,2.785,-26.274,5.294,0,-7.764
17.743,0.39,-9.089,0.237,25.865,146.942,2.65,-22.427,2.311,0,11.136
21.649,0.255,44.6,0.129,45.714,175.714,2.947,23.863,5.737,0,13.53
12.874,0.562,-14.499,0.306,18.875,121.867,2.394,-11.538,41.886,0,-7.004
10.282,0.456,14.488,0.231,24.927,119.522,2.488,-17.4,2.183,0,-1.254
16.529,0.449,38.488,0.235,24.08,67.164,2.553,-17.748,5.159,0,-10.749
18.19,0.402,16.989,0.26,25.169,184.772,2.738,14.753,9.897,0,-10.871
11.236,0.629,3.972,0.339,16.451,222.701,2.338,-8.303,59.178,0,-6.236
16.324,0.311,13.515,0.166,44.751,192.505,2.951,38.111,1.825,0,-9.938
13.668,0.482,20.554,0.326,28.677,256.336,2.653,18.767,4.465,1,-9.323
22.405,0.233,26.506,0.126,42.191,137.701,2.861,28.22,14.844,0,-14.731
11.536,0.61,2.238,0.361,16.294,113.822,2.336,-5.942,13.3,0,-7.537
