,i,j,X,Y,L,real_identifier
44,167.0,376.0,654321.0,765432.8,3.1,0
45,55.0,98.0,345678.2,123456.7,-24.9,0
46,123.0,514.0,876543.1,890123.4,-19.0,0
47,22.0,388.0,456789.6,678901.3,-13.7,0
48,199.0,267.0,234567.9,345678.2,-38.4,0
49,77.0,155.0,987654.5,432109.8,-26.3,0
50,112.0,312.0,653245.8,384123.4,-22.1,0
51,236.0,410.0,841092.3,615874.6,14.3,0
52,88.0,198.0,321479.1,245689.7,-37.6,0
53,170.0,534.0,598231.5,987456.2,-19.8,0
54,204.0,376.0,765432.9,567321.8,8.7,0
55,158.0,292.0,432109.4,321987.5,-31.4,0
56,132.0,460.0,890123.6,765432.1,-15.9,0
57,274.0,388.0,912345.7,654321.9,19.2,0
58,94.0,510.0,543210.3,1023456.8,-18.3,0
59,186.0,446.0,789012.4,678901.6,-9.5,0
60,185.0,420.0,780456.3,650123.8,15.2,0
61,210.0,390.0,850234.1,580456.7,-5.3,0
62,130.0,510.0,590345.6,920789.4,-14.7,0
63,360.0,430.0,1080987.5,690123.2,32.1,0
64,170.0,460.0,630567.9,810345.1,-9.8,0
65,90.0,330.0,480123.4,520987.6,-22.5,0
66,280.0,400.0,920456.7,660234.5,18.9,0
67,140.0,500.0,610789.3,880456.2,-11.6,0
68,320.0,380.0,1050345.8,630123.9,27.4,0
69,200.0,440.0,760987.2,700567.3,6.5,0
70,55.0,310.0,540123.7,450321.9,-13.5,0
71,28.0,340.0,480567.2,515432.1,-15.0,0
72,70.0,660.0,620456.8,1260987.3,-22.8,0
73,95.0,200.0,490123.4,215678.5,-21.0,0
74,150.0,590.0,625890.1,1085432.7,-18.5,0
75,40.0,660.0,598765.3,1254321.0,-25.0,0
76,320.0,395.0,965432.6,660123.4,20.5,0
77,315.0,375.0,955678.9,640987.2,18.0,0
78,190.0,75.0,110234.5,9012.3,-40.0,0
79,250.0,270.0,898765.4,475678.9,9.0,0
80,285.0,450.0,890123.5,701234.6,15.7,0
81,130.0,300.0,634567.8,423456.7,-11.2,0
82,190.0,650.0,720987.3,1198765.4,-22.5,0
83,150.0,400.0,680000.1,650000.9,3.4,0
84,200.0,350.0,730000.5,530000.2,-4.5,0
85,100.0,500.0,580000.6,750000.8,-10.0,0
86,250.0,550.0,880000.7,800000.3,19.8,0
87,140.0,380.0,670000.4,590000.1,1.2,0
88,170.0,420.0,710000.9,670000.5,-2.3,0
89,160.0,390.0,705000.2,610000.7,4.6,0
90,142.0,510.0,591245.3,862435.7,-12.3,0
91,162.0,210.0,578941.8,132890.4,-21.8,0
92,168.0,324.0,723678.1,498123.5,-5.9,0
93,112.0,536.0,554892.4,954671.3,-17.5,0
94,196.0,664.0,728450.9,1246789.2,-22.6,0
95,30.0,660.0,593456.7,1248910.5,-25.3,0
96,142.0,662.0,682345.6,1246782.1,-21.4,0
97,176.0,254.0,701234.5,256789.3,-18.2,0
98,340.0,370.0,1045678.2,623456.8,26.9,0
99,156.0,286.0,689456.7,382104.6,-14.7,0
100,145.0,500.0,550000.3,980000.2,-15.5,0
101,260.0,430.0,820000.8,660000.5,10.2,0
102,170.0,50.0,80000.7,90000.4,-45.0,0
103,100.0,160.0,400000.1,150000.9,-25.0,0
104,120.0,300.0,620000.6,420000.3,-10.0,0
105,130.0,400.0,650000.0,600000.0,2.5,0
106,125.0,170.0,450000.5,120000.0,-27.5,0
107,110.0,550.0,580000.0,1040000.0,-14.0,0
108,200.0,400.0,740000.0,620000.0,5.0,0
109,340.0,430.0,1060000.0,700000.0,31.0,0
110,135.0,590.0,612345.3,1056789.2,-18.7,0
111,92.0,610.0,587654.1,1165432.5,-25.4,0
112,180.0,275.0,754321.7,412345.9,-3.8,0
113,68.0,45.0,234567.0,187654.4,-28.9,0
114,110.0,570.0,632109.5,1054321.6,-21.1,0
115,210.0,620.0,698765.8,1143210.3,-14.2,0
116,75.0,300.0,456789.2,321098.7,-17.6,0
117,160.0,480.0,678901.4,765432.1,-9.5,0
118,58.0,560.0,543210.6,1012345.8,-13.3,0
119,190.0,295.0,765432.9,456789.0,-2.1,0
120,135.0,412.0,648321.4,629874.3,-0.3,0
121,208.0,568.0,642987.1,1037654.9,-7.8,0
122,22.0,632.0,573456.2,1184567.8,-24.5,0
123,109.0,525.0,537890.6,934567.2,-15.9,0
124,187.0,639.0,698745.3,1198765.4,-17.3,0
125,35.0,295.0,470123.7,445678.1,-16.4,0
126,298.0,390.0,932109.5,654321.8,18.7,0
127,24.0,640.0,571234.9,1205678.3,-22.9,0
128,185.0,398.0,710987.4,612345.6,1.8,0
129,29.0,305.0,465432.8,460987.5,-15.2,0
130,234.0,450.0,687543.2,987654.1,-18.3,0
131,112.0,610.0,543210.9,1123456.7,-23.4,0
132,300.0,300.0,987654.3,456789.2,5.0,0
133,85.0,150.0,234567.8,345678.9,-30.1,0
134,180.0,550.0,876543.1,1098765.4,-12.7,0
135,90.0,690.0,654321.0,1234567.8,-25.9,0
136,280.0,420.0,1012345.6,678901.2,-10.5,0
137,65.0,330.0,432109.8,567890.1,-14.8,0
138,350.0,600.0,987654.3,1111111.1,-28.0,0
139,130.0,200.0,765432.1,234567.8,-40.0,0
140,118.0,396.0,589432.1,874123.9,-19.8,0
141,88.0,508.0,532789.4,984631.5,-14.7,0
142,174.0,192.0,641256.7,145892.3,-23.5,0
143,136.0,636.0,618345.2,1172456.8,-12.6,0
144,62.0,284.0,498123.6,412987.4,-18.2,0
145,142.0,124.0,439876.5,63214.7,-31.1,0
146,106.0,580.0,574231.9,1043289.6,-11.5,0
147,190.0,164.0,683452.8,214398.1,-20.7,0
148,76.0,372.0,524678.3,583421.5,-10.3,0
149,124.0,420.0,556789.4,765432.1,-15.9,0
150,112.0,530.0,580234.5,984123.2,-25.4,0
151,98.0,270.0,420345.7,300123.9,-18.7,0
152,165.0,392.0,689456.8,612345.1,1.9,0
153,130.0,85.0,278901.4,34567.8,-31.2,0
154,67.0,170.0,398765.3,198765.0,-27.8,0
155,210.0,460.0,732109.6,710987.4,2.1,0
156,88.0,635.0,634567.9,1198765.3,-21.5,0
157,155.0,590.0,638901.2,1076543.7,-17.9,0
158,195.0,610.0,698765.5,1134567.8,-14.8,0
159,310.0,420.0,965432.1,698765.4,24.3,0
160,289.0,512.0,812345.6,1023456.7,-8.3,0
161,194.0,375.0,678912.3,567890.4,17.9,0
162,145.0,610.0,934567.8,1178901.2,-3.6,0
163,237.0,458.0,756321.4,890123.5,22.1,0
164,88.0,533.0,489012.3,987654.3,-18.4,0
165,301.0,299.0,345678.9,432109.8,11.7,0
166,73.0,477.0,234567.8,765432.1,-25.9,0
167,215.0,342.0,654321.0,543210.9,5.8,0
168,167.0,589.0,876543.2,1098765.4,-12.6,0
169,42.0,315.0,123456.7,345678.9,-34.0,0
170,50.0,60.0,234567.8,123456.7,-12.3,0
171,120.0,150.0,567890.1,456789.0,25.6,0
172,85.0,200.0,890123.4,789012.3,-30.1,0
173,250.0,450.0,1012345.6,987654.5,18.4,0
174,330.0,550.0,1123456.7,876543.2,-5.9,0
175,40.0,100.0,150000.0,200000.0,28.7,0
176,175.0,300.0,654321.0,543210.9,-15.8,0
177,280.0,500.0,987654.3,654321.0,10.2,0
178,320.0,580.0,1198765.4,1098765.3,-20.0,0
179,95.0,220.0,345678.9,234567.8,34.5,0
180,215.0,312.0,723456.3,543210.7,-19.3,0
181,98.0,587.0,612345.9,1054321.0,-12.8,0
182,190.0,150.0,345678.4,234567.3,5.6,0
183,275.0,490.0,987654.2,876543.1,-8.9,0
184,67.0,384.0,456789.0,654321.8,-22.5,0
185,142.0,220.0,234567.9,432109.6,-34.1,0
186,301.0,510.0,1098765.4,987654.3,15.7,0
187,89.0,195.0,123456.7,345678.9,-40.3,0
188,244.0,445.0,876543.2,765432.1,9.4,0
189,111.0,503.0,567890.1,1012345.6,-16.2,0
190,150.0,200.0,450000.5,300000.2,-10.5,0
191,250.0,400.0,900000.3,800000.7,20.8,0
192,300.0,500.0,1050000.1,1100000.4,-5.3,0
193,100.0,300.0,500000.9,400000.6,12.0,0
194,210.0,600.0,700000.2,1000000.5,-25.0,0
195,350.0,650.0,1100000.8,1200000.3,30.2,0
196,180.0,150.0,600000.4,200000.1,-15.7,0
197,220.0,550.0,850000.6,950000.9,18.4,0
198,90.0,250.0,350000.7,550000.2,-30.1,0
199,370.0,700.0,1150000.0,1250000.5,35.0,0
200,145.0,550.0,620123.4,980456.7,-14.3,0
201,180.0,480.0,710567.8,750345.2,-5.6,0
202,110.0,590.0,580987.3,1050234.5,-20.1,0
203,210.0,360.0,770432.1,620111.9,3.4,0
204,95.0,420.0,540321.5,680765.8,-10.9,0
205,130.0,530.0,630222.7,910444.3,-17.2,0
206,175.0,490.0,700111.4,820333.6,-7.8,0
207,85.0,580.0,510456.9,1090555.1,-23.5,0
208,200.0,370.0,760789.2,630222.4,6.7,0
209,125.0,510.0,590345.6,880111.3,-12.4,0
210,192.0,334.0,789124.3,512467.8,-8.3,0
211,288.0,416.0,983456.7,689012.4,24.1,0
212,144.0,282.0,456789.1,398765.3,-35.6,0
213,312.0,378.0,1023456.9,612345.7,19.8,0
214,88.0,444.0,345678.2,765432.1,-14.2,0
215,256.0,296.0,876543.5,432109.6,10.4,0
216,184.0,460.0,654321.8,876543.9,-27.9,0
217,112.0,308.0,543210.4,345678.2,-19.0,0
218,304.0,432.0,1012345.6,712345.8,28.7,0
219,76.0,268.0,432109.7,321098.5,-41.3,0
220,100.0,500.0,550000.2,1000000.5,-15.2,0
221,200.0,600.0,650000.7,1200000.3,-20.5,0
222,250.0,350.0,700000.1,900000.9,-10.8,0
223,300.0,450.0,800000.4,1100000.6,3.0,0
224,350.0,700.0,900000.8,1300000.2,-25.7,0
225,120.0,200.0,450000.3,800000.7,-5.4,0
226,170.0,550.0,600000.5,1050000.1,-18.9,0
227,90.0,150.0,420000.6,700000.4,-30.1,0
228,280.0,400.0,750000.9,950000.3,12.3,0
229,130.0,300.0,580000.2,850000.8,-14.0,0
230,120.0,500.0,750000.3,800000.1,-15.2,0
231,150.0,600.0,900000.5,1100000.7,-30.8,0
232,200.0,450.0,600000.9,300000.4,-4.9,0
233,300.0,550.0,1000000.2,950000.6,10.5,0
234,250.0,350.0,400000.8,600000.3,-25.1,0
235,100.0,400.0,500000.0,700000.5,-40.0,0
236,180.0,500.0,800000.7,200000.2,5.5,0
237,220.0,600.0,1100000.4,1200000.9,-50.0,0
238,130.0,300.0,300000.1,400000.6,-35.3,0
239,350.0,500.0,250000.5,1000000.8,-10.7,0
240,120.0,300.0,650000.2,500000.1,-19.5,0
241,80.0,400.0,400000.5,800000.0,-22.3,0
242,150.0,200.0,700000.8,300000.3,-28.7,0
243,60.0,500.0,550000.4,1000000.9,-18.6,0
244,200.0,350.0,800000.1,600000.5,-30.2,0
245,100.0,150.0,300000.6,200000.2,-25.8,0
246,90.0,600.0,600000.3,1100000.7,-21.4,0
247,130.0,250.0,450000.9,400000.8,-27.1,0
248,70.0,300.0,350000.0,500000.4,-19.9,0
249,180.0,450.0,750000.5,900000.3,12.0,0
250,112.0,418.0,578321.4,764103.8,-19.6,0
251,205.0,289.0,831467.3,472589.1,-5.8,0
252,73.0,612.0,592148.7,1123456.9,-28.4,0
253,157.0,376.0,698732.5,612984.3,-12.7,0
254,98.0,145.0,389217.6,214309.5,-31.2,0
255,179.0,533.0,732845.1,987654.2,-16.9,0
256,142.0,267.0,643219.8,321456.7,-8.3,0
257,310.0,420.0,987654.3,765432.1,18.7,0
258,89.0,581.0,567890.2,1098765.4,-24.5,0
259,138.0,345.0,678901.5,543210.9,-4.1,0
260,145.0,280.0,650000.5,420000.2,-25.7,0
261,90.0,400.0,300500.8,800000.3,-18.2,0
262,60.0,150.0,250000.1,300000.9,-30.4,0
263,180.0,550.0,900000.4,1050000.0,-12.6,0
264,110.0,330.0,400000.7,650000.1,-28.9,0
265,70.0,500.0,150000.3,980000.5,-35.6,0
266,130.0,200.0,700000.2,300000.8,-19.1,0
267,50.0,450.0,200000.4,750000.0,-22.3,0
268,190.0,100.0,180000.9,250000.6,-40.7,0
269,80.0,600.0,1000000.0,1100000.0,-47.0,0
270,132.0,520.0,698432.1,842176.5,-8.3,0
271,245.0,312.0,891345.7,436189.2,14.6,0
272,89.0,615.0,583214.9,1123456.8,-19.1,0
273,198.0,487.0,765432.0,734567.3,3.7,0
274,105.0,394.0,543219.6,623456.7,-12.4,0
275,270.0,289.0,912345.8,298765.4,11.2,0
276,55.0,680.0,498765.3,1345678.2,-24.5,0
277,173.0,543.0,723456.4,987654.1,-6.8,0
278,210.0,375.0,834567.9,543210.6,1.9,0
279,98.0,402.0,567890.5,678901.3,-15.7,0
280,52.0,300.0,555000.0,665384.6,-10.5,0
281,89.0,400.0,587000.0,883846.2,-14.2,0
282,115.0,500.0,616000.0,972307.7,-8.7,0
283,144.0,550.0,649000.0,1079230.8,-12.3,0
284,173.0,600.0,670000.0,1080769.2,-18.9,0
285,93.0,280.0,595000.0,702692.3,-6.4,0
286,130.0,450.0,626000.0,948076.9,-13.1,0
287,77.0,350.0,583000.0,782307.7,-9.8,0
288,189.0,650.0,691000.0,1240000.0,-21.7,0
289,104.0,520.0,603000.0,1045000.0,-15.3,0
290,135.0,512.0,823456.3,987654.1,-8.7,0
291,378.0,620.0,1098765.2,1192345.8,27.9,0
292,89.0,476.0,587654.9,765432.5,-15.6,0
293,214.0,388.0,678901.4,456789.2,-3.2,0
294,312.0,590.0,987654.5,1043210.7,14.8,0
295,67.0,298.0,498765.6,345678.3,-20.5,0
296,196.0,674.0,765432.8,1287654.9,-12.3,0
297,405.0,410.0,1123456.7,678901.4,33.1,0
298,102.0,334.0,543210.5,567890.6,-9.8,0
299,287.0,612.0,901234.2,1123456.3,18.6,0
300,185.0,310.0,892456.3,412308.9,-28.6,0
301,290.0,500.0,1123789.5,894123.7,31.2,0
302,65.0,200.0,358921.4,287456.1,-15.8,0
303,350.0,450.0,1045321.6,632894.5,27.9,0
304,140.0,290.0,632145.7,410236.8,-13.5,0
305,88.0,550.0,487654.2,987321.4,-24.3,0
306,120.0,480.0,543210.9,765432.1,-10.7,0
307,330.0,420.0,987654.3,678901.2,25.4,0
308,110.0,620.0,623456.7,1123456.8,-18.1,0
309,280.0,390.0,945678.1,654321.9,30.0,0
310,150.0,300.0,450000.5,300000.2,-20.5,0
311,120.0,450.0,500000.7,600000.9,-15.3,0
312,250.0,550.0,600000.3,800000.4,-10.2,0
313,80.0,200.0,350000.1,250000.8,-25.0,0
314,190.0,400.0,550000.0,700000.6,-18.7,0
315,270.0,600.0,650000.9,1100000.3,12.3,0
316,140.0,350.0,400000.4,450000.7,-9.8,0
317,110.0,250.0,380000.2,320000.5,-17.5,0
318,170.0,500.0,580000.6,900000.1,-14.6,0
319,95.0,620.0,420000.8,1050000.0,5.0,0
0,226.0,284.0,834918.6,468610.6,6.0,1
1,114.0,102.0,286715.4,74406.3,-32.1,1
2,72.0,496.0,501386.3,843018.3,-17.0,1
3,210.0,366.0,762813.5,579301.9,3.4,1
4,112.0,450.0,599179.1,710192.0,-1.9,1
5,48.0,652.0,603103.5,1246003.9,-23.3,1
6,66.0,260.0,511079.0,373142.5,-16.2,1
7,136.0,314.0,662533.6,465560.7,-5.5,1
8,108.0,184.0,485759.5,171743.6,-24.1,1
9,292.0,364.0,919162.7,628615.0,16.5,1
10,68.0,454.0,552062.4,702852.5,-9.3,1
11,188.0,362.0,735227.5,566113.1,-0.9,1
12,174.0,224.0,672148.6,168037.5,-18.3,1
13,238.0,328.0,815770.1,547046.5,8.0,1
14,102.0,528.0,542941.2,954267.5,-15.2,1
15,160.0,258.0,681373.1,315199.9,-15.4,1
16,186.0,642.0,707353.7,1211662.9,-17.5,1
17,358.0,378.0,1072913.7,648244.3,33.3,1
18,96.0,580.0,595010.8,1077216.9,-23.0,1
19,226.0,272.0,849703.7,444493.7,7.5,1
20,16.0,146.0,335533.2,208785.0,-27.0,1
21,24.0,292.0,457038.4,445612.6,-16.1,1
22,196.0,656.0,719542.7,1241199.4,-20.5,1
23,104.0,332.0,613623.9,493774.2,-6.2,1
24,24.0,626.0,580509.5,1171856.7,-22.8,1
25,160.0,400.0,681501.2,619038.9,2.6,1
26,184.0,482.0,647328.1,810386.2,-8.2,1
27,36.0,284.0,475152.8,428550.6,-16.3,1
28,214.0,594.0,674261.4,1090325.8,-11.4,1
29,132.0,510.0,569511.6,895559.2,-12.1,1
30,154.0,616.0,662902.9,1147857.0,-17.4,1
31,196.0,452.0,687073.8,714837.4,-0.6,1
32,96.0,180.0,467644.9,179377.5,-22.7,1
33,164.0,34.0,58682.3,105529.7,-49.1,1
34,184.0,74.0,110127.0,-59.9,-43.5,1
35,258.0,398.0,838955.1,636828.0,13.3,1
36,164.0,528.0,592312.6,953396.1,-13.8,1
37,108.0,672.0,649830.8,1291944.9,-22.5,1
38,144.0,56.0,122974.5,74267.8,-47.7,1
39,82.0,558.0,562083.7,1036311.5,-13.2,1
40,210.0,428.0,734289.1,665501.0,1.6,1
41,120.0,416.0,629249.1,641146.2,-6.5,1
42,188.0,598.0,663653.9,1103117.2,-13.9,1
43,130.0,532.0,569138.7,965210.5,-12.8,1
44,342.0,446.0,1056268.7,730186.4,28.5,1
45,38.0,232.0,460825.0,345785.7,-18.1,1
46,416.0,430.0,1150825.7,668639.1,42.6,1
47,84.0,398.0,597023.6,602608.8,-5.3,1
48,166.0,416.0,680763.6,645605.1,1.6,1
49,124.0,310.0,641435.8,453716.7,-7.6,1
50,134.0,44.0,104930.7,100784.4,-51.2,1
51,66.0,498.0,492198.0,849620.6,-18.3,1
52,152.0,4.0,30898.0,163877.9,-43.4,1
53,26.0,358.0,506550.8,536340.3,-12.3,1
54,176.0,328.0,726381.8,514637.9,-4.4,1
55,36.0,392.0,550454.1,584403.3,-15.1,1
56,190.0,508.0,630066.7,892142.4,-15.2,1
57,42.0,82.0,269591.2,146580.2,-32.7,1
58,148.0,406.0,664210.0,627532.9,1.6,1
59,6.0,146.0,325551.7,220392.1,-27.1,1
60,144.0,50.0,104582.6,83794.6,-49.5,1
61,280.0,438.0,890343.0,692468.1,17.9,1
62,294.0,430.0,926075.8,691539.9,20.8,1
63,126.0,254.0,614182.9,319338.2,-16.5,1
64,46.0,566.0,551859.3,1058251.4,-16.8,1
65,124.0,482.0,577623.0,802593.6,-13.2,1
66,40.0,358.0,529657.5,534660.7,-10.5,1
67,80.0,86.0,261489.4,110276.7,-34.2,1
68,156.0,62.0,129291.6,54512.7,-44.7,1
69,244.0,400.0,810261.9,630127.9,11.2,1
70,220.0,298.0,811205.2,490991.4,3.5,1
71,110.0,374.0,626609.3,567955.1,-0.2,1
72,252.0,420.0,822317.7,653616.8,13.4,1
73,34.0,390.0,548732.7,581383.2,-15.6,1
74,60.0,486.0,489881.8,804921.0,-19.7,1
75,126.0,636.0,655294.7,1199074.8,-19.2,1
76,180.0,482.0,642158.6,809778.5,-8.3,1
77,308.0,398.0,954726.4,664116.3,22.3,1
78,160.0,246.0,671751.0,271485.5,-16.3,1
79,176.0,522.0,602964.5,936659.5,-13.3,1
80,122.0,530.0,561636.8,959503.6,-12.9,1
81,380.0,410.0,1103608.2,674679.7,34.8,1
82,154.0,374.0,682991.9,576732.7,1.4,1
83,242.0,420.0,802048.3,647491.0,11.3,1
84,188.0,498.0,642473.5,860385.4,-12.4,1
85,64.0,358.0,564455.3,535219.5,-8.1,1
86,158.0,546.0,601782.1,1003232.5,-12.6,1
87,38.0,124.0,320418.2,162002.5,-29.1,1
88,240.0,346.0,810088.1,562425.7,10.5,1
89,236.0,388.0,797987.6,614122.4,8.8,1
90,66.0,304.0,536039.2,446790.4,-12.8,1
91,24.0,332.0,474474.8,506662.6,-14.0,1
92,64.0,658.0,617746.9,1259378.6,-23.6,1
93,90.0,192.0,485543.5,209312.8,-20.4,1
94,140.0,582.0,620773.4,1078136.1,-19.8,1
95,34.0,654.0,594178.7,1253602.8,-24.1,1
96,310.0,390.0,958976.0,655855.7,21.8,1
97,308.0,372.0,951195.8,638324.0,19.8,1
98,182.0,70.0,106621.7,8312.1,-43.3,1
99,244.0,264.0,893370.4,468557.0,8.9,1
100,292.0,436.0,923069.7,695671.7,20.1,1
101,126.0,438.0,624457.6,685848.6,-2.8,1
102,286.0,384.0,904150.5,641679.5,17.1,1
103,122.0,296.0,633487.0,422684.8,-10.6,1
104,140.0,632.0,664051.2,1188324.1,-18.2,1
105,184.0,668.0,706214.6,1271164.9,-21.8,1
106,66.0,328.0,550324.2,486797.9,-12.3,1
107,132.0,430.0,633179.7,673991.4,-2.1,1
108,172.0,340.0,717887.8,529644.3,-3.3,1
109,180.0,392.0,711475.4,608986.9,2.2,1
110,138.0,496.0,583621.7,849771.9,-10.5,1
111,158.0,200.0,580768.3,127364.9,-23.4,1
112,164.0,316.0,711302.4,485637.8,-6.6,1
113,108.0,524.0,546259.6,941203.1,-15.0,1
114,192.0,652.0,715104.5,1233045.4,-19.1,1
115,26.0,648.0,582528.4,1237408.4,-23.7,1
116,138.0,650.0,669387.3,1233144.2,-20.0,1
117,172.0,242.0,694707.4,243702.2,-16.0,1
118,332.0,358.0,1025559.7,608588.9,25.1,1
119,152.0,274.0,677663.6,368657.8,-12.9,1
120,172.0,596.0,651586.5,1101736.3,-16.2,1
121,64.0,134.0,349979.6,151564.9,-27.9,1
122,224.0,354.0,786560.8,568102.2,6.8,1
123,70.0,226.0,500913.3,301774.1,-20.4,1
124,202.0,628.0,713730.5,1174997.9,-14.3,1
125,130.0,518.0,565780.1,921717.8,-12.5,1
126,120.0,350.0,639681.6,529159.3,-3.6,1
127,98.0,466.0,565007.2,747507.1,-14.0,1
128,130.0,624.0,651984.5,1169105.9,-18.4,1
129,28.0,432.0,551924.2,642833.6,-18.4,1
130,132.0,566.0,601235.7,1047476.3,-14.8,1
131,248.0,424.0,813357.7,654095.1,12.3,1
132,164.0,44.0,75988.9,84398.3,-50.0,1
133,92.0,158.0,417137.4,149303.6,-26.5,1
134,114.0,294.0,618758.6,417837.3,-12.0,1
135,126.0,386.0,644625.8,590905.3,1.6,1
136,120.0,162.0,443681.2,119538.1,-28.1,1
137,104.0,558.0,576274.8,1033722.7,-13.9,1
138,198.0,396.0,735227.8,616881.2,4.0,1
139,350.0,426.0,1055753.7,696987.0,30.9,1
140,318.0,386.0,979452.7,650971.0,22.9,1
141,228.0,384.0,785524.2,606809.2,7.2,1
142,46.0,590.0,577589.8,1101079.5,-23.8,1
143,254.0,374.0,833197.1,610337.9,10.2,1
144,76.0,266.0,527946.0,379808.0,-14.8,1
145,148.0,474.0,610784.6,780626.5,-10.6,1
146,4.0,164.0,359363.3,239545.9,-26.4,1
147,30.0,284.0,465318.0,431174.9,-16.3,1
148,130.0,568.0,602169.4,1051521.8,-16.2,1
149,412.0,426.0,1147017.9,670151.7,41.9,1
150,176.0,618.0,681371.0,1150471.1,-16.3,1
151,120.0,628.0,647097.0,1179479.3,-19.0,1
152,86.0,192.0,482086.2,213996.3,-20.2,1
153,200.0,288.0,786096.4,447149.1,-0.3,1
154,54.0,32.0,195156.0,168839.1,-31.4,1
155,48.0,624.0,598805.4,1170193.4,-22.4,1
156,108.0,582.0,603393.3,1080453.6,-22.5,1
157,206.0,602.0,682360.6,1106398.1,-12.3,1
158,140.0,416.0,650351.3,644033.2,-0.5,1
159,54.0,552.0,532006.7,1029257.5,-15.3,1
160,128.0,404.0,642196.7,621411.5,-0.1,1
161,202.0,562.0,643449.3,1032872.0,-8.0,1
162,18.0,628.0,570971.4,1179630.6,-23.2,1
163,104.0,520.0,540746.8,928209.4,-16.1,1
164,174.0,634.0,692769.5,1191768.4,-16.5,1
165,30.0,290.0,467067.1,440279.4,-15.9,1
166,300.0,386.0,935047.4,650480.4,19.9,1
167,20.0,636.0,568316.5,1201824.2,-23.8,1
168,182.0,392.0,714239.0,609246.0,2.2,1
169,26.0,300.0,462562.6,457777.8,-15.6,1
170,84.0,86.0,259441.7,106083.5,-34.4,1
171,104.0,172.0,456319.5,155783.0,-24.5,1
172,92.0,530.0,535170.2,961335.9,-16.1,1
173,92.0,650.0,634698.5,1236601.4,-22.6,1
174,50.0,180.0,437448.4,231010.4,-23.0,1
175,164.0,330.0,707816.1,510500.3,-3.9,1
176,172.0,534.0,598627.4,970418.8,-16.3,1
177,142.0,154.0,435520.6,76630.5,-32.1,1
178,62.0,334.0,547304.2,497108.7,-12.0,1
179,140.0,480.0,597562.0,798436.4,-11.7,1
180,172.0,642.0,694849.8,1211705.3,-17.7,1
181,60.0,650.0,610995.1,1239336.2,-22.8,1
182,106.0,358.0,620825.2,540238.0,-3.6,1
183,96.0,68.0,199005.7,95012.1,-41.1,1
184,32.0,312.0,478907.3,473563.4,-14.5,1
185,40.0,516.0,459955.9,916837.6,-22.2,1
186,210.0,400.0,751531.1,623245.0,6.0,1
187,58.0,670.0,617259.9,1287845.8,-24.0,1
188,374.0,382.0,1096373.3,652819.5,35.1,1
189,158.0,320.0,700223.6,488969.8,-4.7,1
190,74.0,610.0,609652.7,1139948.6,-22.2,1
191,72.0,294.0,540238.5,427987.4,-13.2,1
192,46.0,406.0,560151.6,606626.7,-14.7,1
193,138.0,502.0,579797.5,869466.9,-10.6,1
194,162.0,600.0,650710.6,1111137.4,-17.7,1
195,298.0,376.0,929694.5,641057.3,18.5,1
