Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
36.9,4,95,0.353,0.66,1.296,50,30,101.23,18,2,5,20,4,2,168.6,24,318.3,9,0.56,15,1,311,876.161
6,0,117,0.27,0.84,48.524,1.5,4,-101.143,48,6,5,15,3,2,30,231,1482,9,0.513,4,1,219,849.85
15,0,75,0.3,0.723,32.894,20,110,-103.554,48,6,5,11,2,5,36,290,1447.5,6,0.513,21,1,413,829.912
33,0,117,0.4,0.65,48.852,5,110,-101.175,48,6,5,9,3,5,120,232,1482,6,0.513,4,1,247,829.912
7.8,9,40,0.52,0.83,28.196,1000,61,-91.62,48,6,5,28.5,1,5,44.4,218,2982,11,0.547,15,0,297,876.161
30,0,75,0.38,0.84,31.429,50,163,9.825,42,0,5,14,8,2,105,308,1800,11,0.513,15,1,25,839.763
6.9,2,9,0.29,0.73,37.917,1000,160,118.283,9,2,5,28.333,6,2,105,162,1795.5,11,0.513,17,1,438,959.322
13.8,4,95,0.34,0.73,1.296,1000,30,101.23,18,2,5,32,4,2,19.8,44,66,11,0.513,15,1,110,921.824
36,0,75,0.15,0.76,32.792,0.4,110,-102.807,48,6,5,5,2,6,120,290,1230,6,0.513,21,1,350,815.562
18.9,0,113,0.4,0.778,50.66,8,110,-111.471,8,6,2,12.5,2,2,33.6,343,2301,6,0.513,7,1,307,844.776
12.9,0,115,0.25,0.71,55.114,0.4,110,-114.678,8,6,2,8,2,6,36,349,2550,6,0.353,9,1,405,825.073
9,0,117,0.4,0.77,48.852,1000,110,-101.175,48,6,5,30,3,2,12.9,232,982.5,11,0.513,4,1,247,892.744
19.8,0,117,0.397,0.66,48.852,1.5,4,-101.1,48,6,5,16,3,6,33,84,2482.5,11,0.27,4,1,127,854.985
30.6,2,64,0.14,0.66,60.587,1000,166,3.094,30,1,5,27,6,2,57.3,198,1674,11,0.513,12,0,155,839.763
9.3,0,115,0.41,0.73,53.263,30,106,-115.801,8,6,5,10,2,5,9.3,375,1560,9,0.513,9,1,406,792.574
12.9,2,9,0.29,0.73,38.21,25,128,117.06,9,2,5,10.833,6,6,180,162,3420,6,0.53,17,1,438,860.182
63,9,38,0.45,0.76,28.906,1000,69,19.762,23,0,5,25,6,2,69,167,1500,11,0.513,17,0,216,887.147
60,2,64,0.35,0.77,61.129,1200,155,1.385,46,1,5,25,6,2,90,58,2278.5,11,0.513,12,0,29,834.808
24.6,0,113,0.22,0.77,53.399,0.4,155,-113.492,8,6,5,6,2,2,30,232,2280,9,0.513,7,1,406,839.763
57,0,75,0.4,0.76,32.766,0.8,110,-103.532,48,6,5,4,2,6,150,290,1290,6,0.513,21,1,412,849.85
24.6,0,37,0.41,0.73,41.029,0.1,155,-110.181,48,6,2,5,2,2,90,88,3975,6,0.493,7,1,70,775.342
9.9,0,115,0.29,0.85,51.142,10,110,-114.54,8,6,2,10,2,2,30,123,2550,6,0.353,7,1,68,792.574
45,0,75,0.38,0.83,32.766,5,178,-102.803,48,6,5,9,2,6,90,290,1680,6,0.513,21,1,232,815.562
15,0,3,0.35,0.77,37.917,3,110,-82.742,48,6,5,6,10,6,180,311,1140,6,0.513,16,1,396,815.562
16.8,2,64,0.31,0.707,60.833,1000,166,3.099,30,1,5,25,6,2,21.6,317,2310,11,0.56,12,0,391,844.776
5.7,0,89,0.327,0.79,61.583,100,169,75.183,36,3,5,16,3,2,21.3,372,2310,11,0.513,7,1,391,865.443
7.8,0,78,0.28,0.77,43.823,8.6,4,-105.143,48,6,5,13,2,2,19.5,290,2595,11,0.27,7,1,172,844.776
15.6,0,117,0.49,0.777,48.75,3,191,3.101,15,1,5,10,2,5,45,37,2460,9,0.353,7,1,24,825.073
9.9,0,117,0.38,0.823,48.852,15,4,-101.129,48,6,5,13,3,2,19.8,232,2482.5,6,0.27,4,1,109,834.808
63,2,64,0.42,0.73,5.598,2000,151,114.558,18,2,5,20,0,2,81,313,1821,11,0.513,15,1,267,829.912
6.9,0,115,0.27,0.677,51.928,0.5,110,-114.54,8,6,3,10,2,2,24.6,85,2550,6,0.27,4,1,345,825.073
27,9,39,0.46,0.71,29.841,600,94,-93.501,48,6,5,24,1,2,105,291,3720,11,0.4,17,0,348,797.183
18,0,89,0.3,0.83,61.583,120,155,75.183,36,3,5,16,3,6,30,317,2310,11,0.513,7,1,388,839.763
24.6,2,64,0.27,0.707,60.893,200,166,2.913,30,1,5,20,6,2,30,108,2175,11,0.56,12,0,339,829.912
7.8,9,104,0.3,0.707,26.766,60,143,49.883,37,5,5,20,7,2,9,24,1617,9,0.56,7,1,437,860.182
6.3,9,115,0.327,0.61,53.464,30,110,-115.801,8,6,3,13,2,6,90,344,2550,11,0.27,7,1,172,792.574
60,0,37,0.35,0.61,41.615,0.5,34,-108.846,48,6,5,10,2,6,90,233,1350,6,0.513,7,1,349,854.985
7.8,9,113,0.44,0.71,57.056,100,155,2.069,46,1,5,16,6,2,9.9,185,2118.9,11,0.513,12,0,129,829.912
45,2,63,0.4,0.73,58.459,1000,61,0.303,46,1,5,20,6,5,120,299,2118.9,11,0.513,12,0,335,839.763
18,0,104,0.373,0.9,26.533,0.4,104,49.883,37,5,5,18,2,2,44.1,2,2298.9,9,0.4,7,1,133,825.073
6.9,0,3,0.397,0.913,37.617,2.6,110,-97.602,48,6,5,10,2,6,12.3,88,1500,6,0.513,4,1,205,815.562
7.2,0,3,0.397,0.89,39.766,7.2,128,-101.083,48,6,2,10.5,2,13,12.9,105,1452,6,0.513,7,1,186,779.614
6,0,115,0.32,0.61,51.928,24,177,-114.54,8,6,5,9,2,6,90,361,2430,9,0.353,7,1,70,825.073
3.8,0,115,0.49,0.913,55.114,420,155,-119.175,8,6,5,15,2,2,3.9,311,912,9,0.513,26,1,405,854.985
120,0,117,0.46,0.83,40.149,100,110,-110.119,48,6,5,9,2,5,390,382,3900,11,0.513,17,1,290,829.912
7.8,2,63,0.397,0.7,56.412,100,155,3.554,30,1,5,20,6,2,9,240,4440,11,0.4,12,0,43,839.763
8.4,0,78,0.28,0.77,44.039,13.5,110,-105.029,48,6,5,13,2,2,36,338,2595,11,0.353,7,1,137,844.776
10.2,0,75,0.45,0.66,32.894,0.1,110,-103.532,48,6,2,8,2,6,75,88,2520,6,0.513,21,1,394,806.268
13.8,0,89,0.38,0.83,61.583,235,69,75.183,36,3,5,20,3,5,21.6,378,2310,11,0.513,7,1,268,865.443
7.8,0,115,0.49,0.84,55.114,100,155,52.231,36,3,5,17,2,5,42.3,308,1560,11,0.513,4,1,259,839.763
60,2,64,0.46,0.73,61.369,1000,155,1.519,46,1,5,25,6,5,90,317,2250,11,0.513,12,0,319,839.763
5.7,4,18,0.397,0.86,37.417,8.3,160,118.75,9,2,5,2.5,4,2,294,163,1449,6,0.513,4,1,403,959.322
57,0,75,0.34,0.757,32.767,8,191,-103.7,48,6,5,11,2,6,150,290,1410,6,0.513,21,1,168,852.41
18.6,4,95,0.3,0.707,1.296,1000,30,101.23,18,2,5,35,4,7,24,20,66,11,0.56,15,1,110,921.824
24.6,4,95,0.46,0.86,1.296,1000,30,101.23,18,2,5,32,4,2,63.9,21,66,11,0.513,15,1,110,933.993
13.2,0,115,0.38,0.76,53.229,10,110,-115.801,8,6,5,10,2,2,36,123,924,9,0.513,7,1,405,839.763
30,0,115,0.353,0.77,53.263,7,4,-115.29,8,6,5,10.2,2,2,240,365,924,6,0.513,7,1,305,839.763
30.6,9,102,0.3,0.76,48.75,1000,22,3.481,15,1,5,25,11,6,35.4,11,1666.8,11,0.513,15,1,330,839.763
30,0,75,0.49,0.76,32.767,5,34,-103.62,48,6,5,9,2,2,105,290,1275,6,0.513,21,1,294,842.764
30.6,0,115,0.44,0.757,53.229,35,155,-113.554,8,6,5,9.667,2,2,705,232,2430,9,0.353,7,1,172,820.29
15,0,75,0.49,0.73,32.767,7,110,-103.67,48,6,5,9.333,2,6,30,290,1443,6,0.513,21,1,345,852.41
15.6,0,37,0.353,0.77,41.08,7.2,4,-110.29,48,6,5,10.2,2,6,36,88,1661.8,6,0.513,7,1,150,815.562
6.9,4,15,0.44,0.66,37.917,2000,160,118.283,9,2,5,32,6,7,210,164,1212,11,0.513,17,1,402,946.488
36,0,75,0.35,0.77,31.553,50,152,-102.554,48,6,5,15,2,5,120,290,780,6,0.513,21,1,199,860.182
60,9,40,0.6,0.76,28.837,200,89,33.283,13,0,5,20,6,2,105,15,1566,11,0.513,15,0,101,815.562
7.2,0,115,0.49,0.83,50.039,235,24,-3.541,46,1,5,14,2,5,9,356,2128.1,11,0.513,12,2,319,834.808
57,0,85,0.4,0.82,36.272,10,3,-100.662,48,6,5,10,2,5,165,291,945,13,0.513,4,1,137,854.985
5.8,0,117,0.27,0.77,49.85,100,110,-100.92,8,6,5,14,3,5,12.3,385,924,11,0.513,4,1,376,834.808
60,0,75,0.2,0.73,32.766,100,110,-102.801,48,6,5,10,2,6,105,290,1443,6,0.513,21,1,232,842.764
30,0,115,0.38,0.83,53.229,100,4,-115.801,8,6,5,11,2,6,30,232,1448.8,9,0.513,7,1,197,820.29
12.9,4,95,0.35,0.77,1.296,500,30,101.23,18,2,5,28,4,2,81,95,66,11,0.513,15,1,20,921.824
45,0,75,0.4,0.89,32.768,0.5,111,-102.843,48,6,5,6,2,6,150,290,1230,6,0.513,21,1,408,839.763
42,0,115,0.4,0.76,55.857,100,155,-114.54,8,6,5,10,2,2,75,361,2430,9,0.353,9,1,124,825.073
60,9,63,0.45,0.633,55.343,120,34,4.9,11,1,5,20,6,5,90,58,2470.4,11,0.477,7,0,349,854.985
24.6,0,115,0.31,0.79,53.264,20,110,-115.801,8,6,5,9,2,5,36,319,2430,9,0.513,9,1,406,820.29
15,0,115,0.3,0.79,55.857,5,4,-114.433,8,6,5,6,2,5,30,387,2310,6,0.513,9,1,79,820.29
42,0,75,0.447,0.633,32.99,5,110,-94.15,48,6,5,8.8,2,6,105,255,3000,9,0.377,12,1,248,810.888
7.2,0,75,0.427,0.77,32.388,1.5,110,-102.554,48,6,5,6,2,6,21.3,118,1275,6,0.513,21,1,413,815.562
19.8,9,115,0.29,0.79,55.114,100,155,52.616,36,3,5,18,4,2,44.4,290,1569.6,11,0.513,4,1,279,815.562
75,2,64,0.427,0.66,61.259,1000,166,1.149,46,1,5,20,6,6,84,58,2250,11,0.513,12,0,391,839.763
