fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
6.61,365,50,1083344,56,1.8,103,56,76,1787,31307,17.43,290399
2,348,178,1025120,115,2.5,142,192,88,2040,79125,4.4,73754
2,4062,4,1820427,52,2.6,113,2,77,600,261188,2.4,369764
1.8,156,2,1751202,69,2,52,0,92,758,20655,0.7,37322
0.2,183,2,1016478,85,1.5,93,0,96,1014,24609,0.2,10962
0.2,7306,0,1863613,26,1.2,27,0,97,219,19881,0.2,2287
0.4,621,7,1009584,264,1,346,5,80,5673,252957,0.4,158597
0.2,7843,1,1871088,13,1.2,9,1,97,278,5088,0.2,1217
5.8,791,18,1066723,222,1,260,12,78,3019,49943,6.2,136467
0.4,220,55,1025290,149,1,171,76,87,3981,104565,0.4,36161
0.4,238,1,1098558,154,2,377,0,90,2133,21989,0.6,10613
0.4,2384,1,1645224,74,2.4,87,0,93,2246,143928,0.4,149598
3.4,875,15,1292978,327,3.4,429,2,78,3440,56411,2.6,374841
0.2,1712,1,1763360,248,2,296,0,93,1138,207539,0.2,239090
3,425,4,1741651,186,1.2,248,0,88,1116,18699,1.2,83069
1.4,1015,8,1070274,128,1,193,0,89,2635,33738,2.6,207844
0.2,6298,1,1724179,58,2,54,0,98,342,11227,0.2,10950
0.8,227,6,1004094,196,1.8,479,5,84,3486,449853,2.4,128225
0.4,377,2,1069948,145,1,193,0,90,2838,168298,1.8,279624
0.2,633,1,1753924,55,1.4,67,0,89,1387,6251,0.2,98682
0.2,1717,0,1759920,58,2,170,0,95,408,227876,0.2,278728
1,309,13,1016288,90,1,135,3,91,1826,21967,1.8,20443
2.2,5631,3,1836405,34,2.6,145,1,93,569,198317,2.2,294500
0.2,84,6,16,136,188,365,5,0,1290,67276,0.2,380393
0.8,3086,7,1419894,91,3.4,103,3,92,1809,20661,2.2,25077
0.2,169,14,1756056,52,1,52,21,95,1117,18522,0.2,18129
2,3694,3,1819870,28,2,51,0,86,438,8773,2,159228
3.2,6270,4,1856525,47,1.8,120,1,91,1792,13866,3.6,171551
0.2,302,13,1002419,157,1.5,127,13,90,3498,46201,0.2,6778
0.2,6037,1,1835762,42,1.6,72,1,97,275,30312,0.2,130256
1.6,554,2,1757960,64,2.8,131,0,95,1703,34639,0.6,318567
0.2,478,0,1730144,17,1,19,0,98,187,5667,0.2,522
0.2,684,1,1039054,52,2.5,54,0,96,1182,18723,0.2,14471
2,1439,13,1543773,81,3.4,131,0,89,1603,35013,2.8,339713
6,715,78,1323405,263,5.8,594,48,75,2552,107898,2.8,463047
0.4,755,7,1541280,80,7.2,81,4,92,1685,57213,0.4,25790
0.4,1187,4,1127960,143,2,257,2,86,3958,57909,1.8,87806
1,226,12,1038506,140,2.4,198,11,89,3166,46591,1.6,51251
2.2,132,16,1009350,167,3.2,423,3,78,3028,224934,2.4,484837
0.2,2125,0,1378705,145,2.2,139,0,91,3509,38057,0.2,6043
0.6,219,2,1029643,131,1.7,144,1,92,1345,36107,2.4,17057
0.4,178,16,1585782,157,6.2,257,15,92,845,145933,0.8,150910
0.6,457,1,1126239,150,1.3,206,0,89,2306,69707,0.6,82699
5.99,295,24,1083757,331,2.4,468,25,75,3724,145907,3.19,386760
3.59,255,14,976061,401,1.3,495,6,79,4236,41968,1.8,205450
2.2,186,13,1308784,200,6.6,279,2,76,3856,125026,2.2,235537
1.4,278,5,1093778,106,1,160,2,88,1869,46642,2.2,182346
1.4,839,6,1631088,58,4,59,0,95,1984,5422,4.2,2161
0.4,3779,2,1811611,44,4.2,105,1,92,359,264175,0.4,274765
0.2,7380,14,1869998,16,1,10,20,98,186,45816,0.2,463
