,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,real_identifier
30,33,4,185420,11,9,2,8,0,4,1,0,0,40,39,0,0
31,44,7,201985,14,15,2,10,0,4,1,12000,0,45,39,1,0
32,28,6,152340,11,9,4,13,3,4,0,0,0,30,39,0,0
33,55,2,132450,9,13,6,1,4,1,0,0,0,30,30,0,0
34,31,4,192010,11,9,2,7,0,4,1,3500,0,40,39,1,0
35,25,0,30120,15,10,4,0,3,4,0,0,0,25,39,0,0
36,47,4,178900,11,9,0,12,1,4,1,0,0,55,39,0,0
37,39,6,210450,14,15,2,10,0,4,1,18000,0,50,39,1,0
38,20,4,40230,1,7,4,12,3,4,0,0,0,10,26,0,0
39,60,2,120340,9,13,6,1,4,1,0,0,0,30,30,0,0
40,38,4,256789,12,9,4,7,1,4,1,0,0,45,39,0,0
41,52,4,318456,14,10,2,10,0,4,1,0,0,55,39,1,0
42,29,4,198432,10,8,4,12,1,4,1,0,0,40,39,0,0
43,63,0,271894,5,4,2,0,0,4,1,0,0,40,39,0,0
44,34,6,213456,8,12,0,3,4,1,1,0,0,50,20,0,0
45,48,4,298765,15,10,2,13,0,4,1,0,1500,35,39,1,0
46,25,4,223456,11,9,4,12,3,2,1,0,0,40,39,0,0
47,57,4,287654,15,10,2,14,0,4,1,0,0,30,39,0,0
48,31,5,132456,7,5,4,3,3,4,1,0,0,40,39,0,0
49,71,4,243456,15,10,2,14,0,4,1,0,0,20,39,0,0
50,28,3,145000,10,12,3,5,1,4,1,0,0,42,39,0,0
51,41,4,203580,12,13,1,9,0,4,0,0,0,39,39,0,0
52,33,4,135240,14,10,4,7,1,4,1,0,0,35,39,0,0
53,29,4,162350,9,8,2,4,1,4,1,0,0,40,39,1,0
54,37,5,198760,11,10,2,13,0,4,0,0,0,48,39,0,0
55,44,4,245670,15,14,4,6,1,4,0,0,0,37,39,0,0
56,51,4,312240,1,6,0,12,1,4,1,0,0,40,39,0,0
57,27,4,118900,11,9,4,8,1,4,1,0,0,35,39,0,0
58,54,2,276450,13,12,2,10,0,4,1,0,0,40,39,0,0
59,36,4,178000,12,11,3,3,5,4,0,0,0,44,39,0,0
60,38,3,185000,10,12,1,5,0,4,1,0,0,45,39,1,0
61,31,4,120000,6,8,4,9,3,4,0,0,0,30,26,0,0
62,55,2,210000,13,14,2,11,5,4,1,0,0,40,39,1,0
63,28,4,105000,14,12,4,1,1,4,0,0,0,35,39,0,0
64,47,4,190000,7,10,2,6,0,4,1,0,0,50,39,1,0
65,24,4,110000,11,9,4,2,1,4,0,0,0,20,26,0,0
66,62,4,200000,12,14,6,10,5,4,0,0,0,30,39,0,0
67,36,2,175000,9,13,0,7,4,4,1,0,0,55,39,1,0
68,19,4,100000,5,4,4,8,3,4,1,0,0,25,26,0,0
69,40,4,180000,8,11,2,3,0,4,1,0,0,40,39,1,0
70,25,4,190234,12,11,3,6,1,4,0,0,0,40,39,0,0
71,33,4,158764,15,12,2,8,0,4,1,0,1500,45,39,1,0
72,42,4,210491,11,9,4,1,4,4,0,0,0,50,39,0,0
73,28,4,132487,10,10,0,14,4,4,1,0,0,30,39,1,0
74,36,4,260103,14,12,2,7,0,4,1,0,0,55,39,0,0
75,44,4,195823,11,9,2,13,0,4,1,0,0,40,39,1,0
76,52,4,220345,11,9,2,12,0,4,1,0,0,38,39,0,0
77,30,4,143209,13,12,2,5,0,4,1,0,1800,42,39,1,0
78,47,5,178433,9,13,2,10,0,4,1,0,0,58,39,1,0
79,26,4,182345,12,11,0,9,4,4,0,0,0,50,39,0,0
80,31,4,125432,10,12,4,12,4,4,0,0,0,40,39,0,0
81,38,4,105210,13,13,2,10,0,4,1,0,1500,40,39,1,0
82,42,5,201122,6,12,2,3,0,4,1,0,0,60,39,1,0
83,27,4,82345,11,9,4,5,3,4,0,0,0,38,39,0,0
84,26,4,145098,2,7,2,3,3,4,1,2100,0,28,39,0,0
85,34,4,142011,11,9,2,3,0,4,1,0,1750,38,39,1,0
86,47,2,91245,12,14,0,10,4,4,0,0,0,40,39,0,0
87,49,4,24567,9,13,2,10,0,4,1,0,0,32,39,0,0
88,51,4,208765,14,10,2,3,0,4,1,0,0,46,39,1,0
89,60,4,115432,10,9,2,8,0,4,1,0,0,45,39,0,0
90,30,3,178000,14,12,3,7,2,4,1,0,0,35,39,0,0
91,52,4,220000,10,9,1,9,0,4,1,0,0,45,39,1,0
92,28,4,160000,15,10,4,11,3,4,1,0,0,30,39,0,0
93,45,2,185000,11,9,2,5,0,4,0,0,0,40,39,0,0
94,34,4,205000,13,11,0,3,1,4,0,0,0,38,39,0,0
95,60,6,50000,11,9,2,4,0,4,1,0,0,55,39,0,0
96,37,4,210000,15,10,2,8,0,4,1,0,0,42,39,0,0
97,49,5,180000,12,13,2,10,0,4,1,0,0,40,39,0,0
98,29,4,190000,14,12,4,6,3,4,1,0,0,35,39,0,0
99,56,4,200000,11,9,2,5,0,4,1,0,0,40,39,0,0
100,28,4,195000,11,9,4,10,3,4,0,0,0,45,39,0,0
101,25,7,234567,7,12,4,2,3,2,0,0,0,35,39,0,0
102,22,4,148000,11,9,4,9,3,4,1,0,0,38,39,0,0
103,58,6,48900,11,9,2,1,5,4,0,0,0,32,39,0,0
104,19,4,315000,2,8,4,8,2,2,1,0,0,25,39,0,0
105,33,4,115000,11,9,4,11,1,4,1,0,0,42,39,0,0
106,44,4,201000,11,9,0,12,4,4,1,0,0,50,39,0,0
107,31,4,108000,11,9,4,13,3,4,0,0,0,40,39,0,0
108,52,6,51000,11,9,2,3,5,4,0,0,0,38,39,0,0
109,23,4,156000,11,9,4,6,3,4,1,0,0,32,39,0,0
110,32,4,155000,11,9,2,7,0,4,1,0,0,38,39,0,0
111,50,6,240000,11,9,0,5,1,4,1,0,0,60,39,0,0
112,39,2,180000,9,12,4,2,1,4,0,0,0,40,39,0,0
113,33,4,130000,11,9,2,1,5,1,0,0,0,45,4,1,0
114,41,4,240000,11,9,2,3,0,3,1,0,0,40,28,0,0
115,57,4,200000,11,9,0,1,1,4,0,0,0,40,39,0,0
116,26,4,160000,11,9,2,8,0,4,1,0,0,40,39,0,0
117,56,4,230000,11,9,2,10,0,4,1,0,1900,40,39,1,0
118,19,4,50000,1,7,4,8,3,4,1,0,0,20,39,0,0
119,61,4,205000,2,8,6,7,2,4,0,0,0,45,39,0,0
120,31,4,158432,8,11,3,6,0,4,1,0,0,40,39,0,0
121,52,6,210567,14,12,2,11,0,4,1,1500,0,55,39,1,0
122,27,4,102345,5,9,4,7,1,4,1,0,0,35,39,0,0
123,41,6,243789,10,12,2,9,0,4,0,0,0,45,39,0,0
124,38,7,198765,13,11,5,12,0,4,1,0,500,40,39,0,0
125,55,4,167890,15,10,6,4,1,4,0,0,0,30,39,0,0
126,29,6,134567,7,8,4,5,1,4,1,0,0,38,39,0,0
127,46,6,256789,12,13,2,10,0,4,0,0,0,50,39,1,0
128,61,7,201456,15,10,6,1,0,4,1,0,2000,40,39,0,0
129,36,4,145678,9,11,3,8,5,4,0,0,0,40,39,0,0
130,47,4,142000,9,13,2,12,0,4,1,0,0,40,39,0,0
131,29,4,125000,15,10,0,8,4,4,0,0,0,40,39,0,0
132,58,4,162000,3,2,0,5,1,2,1,0,0,45,39,1,0
133,33,4,320000,11,9,4,6,2,2,0,0,0,35,39,0,0
134,44,4,135000,9,13,2,4,0,4,1,0,0,50,39,1,0
135,51,4,159000,11,9,0,14,1,4,1,0,0,48,39,0,0
136,38,4,245000,0,6,2,3,0,4,1,0,0,32,0,0,0
137,40,4,30000,8,11,4,3,1,4,1,0,0,42,39,0,0
138,37,4,430000,9,13,4,8,1,4,1,0,0,38,39,0,0
139,53,4,70000,11,9,5,6,4,4,1,0,0,40,39,0,0
140,38,4,205000,12,14,2,4,0,4,1,0,0,42,39,1,0
141,29,4,210500,11,9,4,13,3,4,0,0,0,38,39,0,0
142,35,4,290000,11,9,2,14,0,4,1,0,0,48,39,1,0
143,39,4,185000,11,9,2,7,0,4,1,0,0,35,39,0,0
144,55,7,80000,11,9,2,3,0,4,1,0,1500,40,39,1,0
145,48,6,330000,11,9,2,14,0,4,1,0,0,55,39,1,0
146,44,4,195000,11,9,5,9,1,2,0,0,0,45,27,0,0
147,60,4,70000,11,9,6,12,1,4,0,0,0,40,39,0,0
148,21,4,480000,11,9,4,6,3,4,1,0,0,35,39,0,0
149,32,5,140000,8,12,2,12,0,4,1,0,0,42,39,0,0
150,34,5,210345,10,12,1,9,3,2,0,0,0,38,24,0,0
151,55,4,152678,12,14,3,7,1,4,1,0,0,45,39,1,0
152,22,4,189234,3,8,0,11,4,4,0,0,0,25,38,0,0
153,44,3,200190,13,13,2,10,0,1,1,0,0,55,19,1,0
154,37,4,145098,12,14,4,5,2,4,0,0,0,40,39,0,0
155,50,6,112045,12,14,3,13,1,4,1,0,0,60,39,1,0
156,29,4,176543,6,10,0,12,4,3,0,0,0,20,36,0,0
157,58,4,167890,11,9,4,3,1,4,1,0,0,48,39,0,0
158,33,4,324567,9,13,2,10,5,4,1,0,0,45,28,1,0
159,46,2,187342,12,14,2,13,0,4,0,0,0,50,39,1,0
160,33,4,182345,12,11,2,6,0,4,1,0,0,38,39,0,0
161,29,4,258109,3,7,4,13,3,4,0,0,0,28,36,0,0
162,45,4,146789,10,12,2,9,5,1,0,0,0,30,2,1,0
163,27,4,112345,14,10,2,8,0,4,1,0,0,42,39,0,0
164,68,2,203456,7,4,2,11,0,4,1,0,0,35,39,0,0
165,16,0,121456,4,3,4,0,3,2,1,0,0,40,39,0,0
166,41,4,198765,10,13,2,10,0,4,1,0,0,40,39,1,0
167,26,4,276543,13,9,2,5,0,4,1,0,0,37,39,0,0
168,20,7,132456,14,10,4,2,3,4,0,0,0,12,39,0,0
169,57,6,31234,12,9,2,15,0,4,1,0,0,45,39,0,0
170,34,3,156234,8,13,1,5,2,3,1,0,0,40,39,0,0
171,49,4,187456,12,10,2,6,4,4,0,0,0,45,39,0,0
172,28,1,78945,13,11,4,3,1,2,0,0,0,30,39,0,0
173,37,4,134567,14,12,0,2,5,4,1,0,0,40,39,0,0
174,24,0,67890,10,9,4,0,1,4,1,0,0,35,39,0,0
175,52,6,201345,11,14,2,9,0,4,1,0,0,40,39,1,0
176,29,4,112345,9,12,4,11,1,4,0,0,1500,30,39,0,0
177,44,2,234567,13,11,2,4,0,4,1,0,0,40,39,0,0
178,33,4,123456,7,10,1,5,2,4,0,0,0,40,39,0,0
179,58,7,178901,10,16,2,10,0,4,1,0,0,40,39,1,0
180,37,4,127450,11,10,4,2,1,4,1,0,0,40,39,0,0
181,52,6,164890,13,14,2,10,0,4,1,4250,0,50,39,1,0
182,49,5,98765,10,12,0,12,1,1,1,0,0,45,19,1,0
183,33,4,135670,11,10,4,1,1,4,1,0,0,40,39,0,0
184,60,7,148920,9,13,2,4,0,4,1,0,0,38,39,1,0
185,29,4,112300,12,14,4,1,1,4,1,0,0,40,39,0,0
186,58,2,76430,7,12,2,11,0,1,1,0,0,42,39,1,0
187,34,4,139870,15,10,2,4,0,4,1,0,0,55,39,0,0
188,47,6,111230,11,9,2,8,1,4,0,0,0,40,39,1,0
189,31,4,105430,15,10,4,1,1,4,1,0,0,40,39,0,0
190,37,4,163420,12,13,2,5,1,4,1,0,0,35,39,0,0
191,31,3,92345,10,12,4,7,3,2,0,0,0,30,39,0,0
192,48,1,126430,14,16,2,10,0,4,1,0,0,40,39,1,0
193,19,4,104210,15,10,4,8,3,4,0,0,0,25,40,0,0
194,40,4,132560,11,9,3,3,0,4,1,0,0,40,39,1,0
195,29,4,145678,9,13,4,6,3,3,0,0,0,35,39,0,0
196,55,5,88764,14,15,2,12,0,4,1,0,2000,40,39,1,0
197,22,4,118900,15,10,4,8,3,4,0,0,0,20,40,0,0
198,42,1,134567,11,9,2,10,0,4,1,0,0,40,39,1,0
199,30,4,121450,4,3,4,12,3,1,0,0,0,30,40,0,0
200,45,6,185000,10,14,2,10,0,4,1,14000,0,50,39,1,0
201,31,4,55000,3,9,4,5,3,2,1,0,0,40,39,0,0
202,28,4,220000,8,12,4,4,3,4,1,0,0,45,39,0,0
203,29,4,540000,2,8,4,10,1,1,0,0,0,55,39,0,0
204,60,6,170000,9,13,0,10,1,4,0,0,0,40,39,0,0
205,50,4,130000,11,10,2,4,0,4,1,0,0,35,18,0,0
206,55,4,190000,0,6,2,8,0,4,1,0,0,40,39,0,0
207,38,4,65000,11,9,6,7,4,4,0,0,0,25,39,0,0
208,39,6,210000,11,9,2,10,0,4,1,0,0,40,39,0,0
209,61,4,170000,9,13,2,10,0,4,1,14000,0,40,39,1,0
210,31,7,298432,9,13,4,1,1,4,0,0,0,35,39,0,0
211,42,4,312765,15,10,1,8,5,2,1,0,0,40,23,0,0
212,28,4,174589,15,10,4,1,3,4,0,0,0,45,39,0,0
213,63,4,109241,11,9,2,3,0,4,1,0,0,32,39,0,0
214,35,4,387621,9,13,4,1,1,4,0,0,0,55,39,0,0
215,48,4,156398,11,9,2,8,5,4,0,0,0,40,39,0,0
216,19,4,167843,2,8,4,12,3,4,0,0,0,25,39,0,0
217,53,4,264107,15,10,0,11,1,4,1,0,0,40,39,0,0
218,41,4,248910,9,13,4,4,1,4,1,0,0,40,39,1,0
219,59,2,21548,12,14,2,4,0,2,1,0,0,40,39,1,0
220,28,4,160432,10,12,4,5,3,2,0,0,0,38,39,0,0
221,62,1,190200,13,10,2,11,0,4,1,0,0,45,39,1,0
222,30,4,120987,11,9,0,7,4,2,0,0,0,32,39,0,0
223,49,4,310548,12,13,2,8,0,4,1,5000,0,55,39,1,0
224,22,4,112345,11,9,4,2,3,2,0,0,0,20,39,0,0
225,51,4,256789,14,12,2,6,0,4,1,0,0,40,39,1,0
226,33,7,104321,11,9,4,1,3,2,0,0,0,35,39,0,0
227,44,4,330000,9,11,2,10,0,4,1,0,0,42,39,1,0
228,29,4,145678,11,9,4,12,3,2,0,0,0,30,39,0,0
229,58,1,189012,15,10,2,3,0,4,1,0,0,48,39,1,0
230,29,4,112345,11,9,4,5,3,4,1,0,0,35,39,0,0
231,47,3,298765,9,13,2,1,0,4,1,5000,0,40,39,1,0
232,23,4,145678,15,10,4,8,2,4,0,0,0,40,39,0,0
233,38,4,98765,11,9,2,12,0,2,1,0,0,50,39,1,0
234,55,2,213456,2,8,4,8,3,4,1,0,0,30,26,0,0
235,42,4,189012,9,13,2,1,0,4,1,0,0,45,39,0,0
236,33,6,54321,11,9,2,5,5,4,0,0,1500,10,39,0,0
237,28,4,234567,11,9,4,10,3,4,1,0,0,40,39,0,0
238,49,4,102345,11,9,2,4,0,4,1,0,0,60,39,0,0
239,26,4,198765,15,10,4,6,3,4,1,0,0,40,39,0,0
240,42,4,283175,12,14,2,4,0,4,1,0,0,45,39,0,0
241,28,4,82103,11,9,5,11,1,4,1,0,0,60,39,0,0
242,33,4,198437,1,7,2,3,0,4,1,0,0,38,39,0,0
243,32,4,278941,11,9,2,7,0,4,1,0,0,42,39,0,0
244,40,4,245678,12,14,2,4,0,4,1,0,0,48,7,1,0
245,43,4,398421,15,10,4,8,3,4,1,0,0,47,39,0,0
246,29,7,223456,9,13,4,10,1,4,1,0,0,35,39,0,0
247,41,4,332109,9,13,4,10,1,4,1,0,0,39,39,1,0
248,58,4,156789,6,5,6,7,4,4,0,0,0,40,39,0,0
249,40,4,130987,11,9,0,6,1,4,1,0,0,37,39,0,0
250,35,4,185000,13,12,5,7,4,4,1,0,0,50,39,1,0
251,52,4,160000,11,9,0,5,1,4,1,2500,0,45,39,0,0
252,31,4,210000,15,10,2,10,0,4,1,0,0,40,12,1,0
253,49,4,135000,9,13,5,3,4,4,0,0,0,60,39,0,0
254,29,4,280000,15,10,4,12,3,2,0,0,0,35,39,1,0
255,37,4,190000,11,9,2,6,0,4,1,0,0,55,39,0,0
256,25,4,300000,11,9,4,8,3,4,1,0,0,40,39,1,0
257,19,4,130000,1,7,4,3,3,4,0,0,0,25,39,0,0
258,40,4,150000,11,9,4,6,4,2,0,0,0,30,39,0,0
259,16,4,140000,1,6,4,8,3,4,0,0,0,20,39,0,0
260,28,4,183450,11,9,4,12,3,4,1,0,0,35,39,0,0
261,45,7,22430,15,10,0,1,1,4,0,0,0,40,39,1,0
262,37,4,109270,11,9,2,8,5,4,0,0,0,30,39,0,0
263,32,4,165430,7,12,2,10,0,4,1,0,0,45,39,1,0
264,27,4,168938,7,12,2,3,0,4,1,0,0,40,39,0,0
265,23,4,428626,15,10,4,12,3,4,1,0,0,35,39,0,0
266,50,4,102428,11,9,2,3,0,4,1,0,0,40,39,0,0
267,35,4,81154,15,10,2,13,0,4,1,0,0,25,39,0,0
268,31,4,302667,15,10,2,3,0,4,1,0,0,40,39,0,0
269,29,4,142298,11,9,4,4,1,4,0,0,0,50,39,0,0
270,35,4,198432,11,9,4,7,3,4,0,0,0,45,39,0,0
271,58,4,257891,15,10,2,4,0,2,1,0,0,40,39,1,0
272,27,4,123456,11,9,3,12,2,4,0,500,0,30,39,0,0
273,62,5,345678,15,10,2,12,0,4,1,0,0,35,39,0,0
274,31,1,301234,9,13,4,13,1,2,0,0,0,40,39,0,0
275,45,4,217890,6,5,0,6,1,4,1,0,0,50,39,0,0
276,48,4,145678,15,10,5,1,3,4,0,0,0,40,39,0,0
277,30,4,267891,15,10,4,3,1,4,0,0,0,40,39,0,0
278,23,4,145672,15,10,2,6,0,4,1,0,0,35,39,0,0
279,41,4,115672,11,9,4,1,3,4,0,0,0,50,39,0,0
280,38,4,185000,11,9,4,8,1,4,0,0,0,40,39,0,0
281,29,4,132000,15,10,0,1,3,4,1,0,0,45,39,0,0
282,45,4,210000,11,9,5,3,1,4,1,0,0,40,39,1,0
283,26,4,110000,15,10,2,1,0,2,1,0,0,35,39,0,0
284,52,0,400000,12,14,2,0,0,4,1,0,0,55,39,1,0
285,34,4,190000,11,9,4,8,1,4,0,0,0,40,39,0,0
286,43,4,210000,15,10,2,10,0,4,1,0,0,40,39,1,0
287,30,4,220000,15,10,0,4,4,4,0,5000,0,60,39,0,0
288,28,7,22000,7,12,4,1,1,4,0,0,0,40,11,0,0
289,37,4,170000,11,9,6,7,1,4,0,0,0,40,39,0,0
290,31,4,34205,13,12,0,11,1,4,1,0,0,40,39,0,0
291,24,4,174389,10,11,4,12,3,4,0,0,0,35,39,0,0
292,42,4,137123,14,15,2,10,0,4,1,0,0,50,39,1,0
293,33,4,41387,8,9,0,7,1,4,0,0,0,40,39,0,0
294,49,1,112348,9,13,2,11,0,4,1,0,0,40,39,1,0
295,27,4,198765,15,10,4,12,3,4,0,0,0,45,39,0,0
296,38,4,36748,14,15,0,10,1,4,1,1800,0,45,0,0,0
297,21,4,163452,8,11,4,8,3,4,1,0,0,30,39,0,0
298,47,4,182765,7,12,2,3,0,4,1,0,1900,46,39,1,0
299,34,2,378901,9,13,4,10,1,4,0,0,0,40,39,0,0
300,44,4,195328,15,10,2,4,0,4,1,0,0,45,39,1,0
301,28,4,174890,10,12,4,5,3,3,0,0,0,38,39,0,0
302,35,4,168000,12,14,2,12,0,4,1,0,1500,50,39,1,0
303,47,7,142000,11,9,0,10,4,4,0,0,0,32,39,0,0
304,29,4,305234,15,10,2,7,0,4,1,0,0,42,39,0,0
305,40,4,287650,9,13,2,12,0,4,1,0,0,40,39,1,0
306,58,4,214300,11,9,2,3,0,4,1,0,0,48,39,1,0
307,33,4,161789,15,10,2,4,0,4,1,0,0,40,39,0,0
308,62,6,80123,12,14,2,5,0,1,1,0,0,10,39,0,0
309,25,0,178900,10,12,4,0,3,4,0,0,0,30,39,0,0
310,58,4,132000,11,9,2,3,0,4,1,0,0,42,39,0,0
311,28,1,378500,15,10,2,10,0,2,1,0,0,40,39,0,0
312,52,6,90250,9,12,2,12,0,4,1,0,0,55,39,0,0
313,37,4,185000,11,9,4,3,1,2,1,0,0,44,39,0,0
314,61,2,122500,9,13,6,1,1,4,0,0,0,35,39,0,0
315,29,4,358000,15,10,2,11,0,2,1,0,0,40,39,1,0
316,47,6,161000,9,13,2,12,0,4,1,0,0,50,39,0,0
317,33,4,194000,11,9,2,3,0,4,1,0,0,46,39,0,0
318,40,4,153000,11,9,0,13,4,4,0,0,0,40,39,0,0
319,55,4,201000,11,9,6,1,1,4,0,0,0,30,39,0,0
320,40,4,285000,15,10,3,5,1,4,1,0,0,50,39,0,0
321,52,5,62340,11,9,0,11,4,1,0,0,0,70,0,0,0
322,29,2,210000,15,10,4,9,3,2,1,0,0,45,10,0,0
323,45,6,180000,15,10,1,12,0,4,0,0,0,65,39,1,0
324,25,4,120000,11,9,4,7,2,4,1,4000,0,30,39,0,0
325,55,5,75000,11,9,2,10,4,1,0,0,0,80,0,1,0
326,34,4,312000,15,10,5,3,0,4,1,0,0,40,39,0,0
327,22,4,105000,11,9,4,8,2,4,1,0,0,35,39,0,0
328,47,6,185000,15,10,3,4,1,4,1,0,0,75,10,1,0
329,31,4,160000,15,10,4,12,4,2,0,0,0,40,39,0,0
330,45,3,123456,10,12,1,9,0,3,1,1500,0,50,38,0,0
331,28,5,98765,14,8,3,7,0,1,1,0,1200,45,40,1,0
332,52,0,200000,9,13,0,10,1,4,1,0,0,35,39,1,0
333,29,6,30000,12,10,2,11,0,4,1,0,0,55,39,0,0
334,39,4,156789,11,9,2,12,0,0,1,0,0,50,26,0,0
335,47,2,189012,9,13,0,13,1,2,0,0,0,40,39,0,0
336,31,4,134567,15,10,2,8,0,4,1,0,0,60,39,0,0
337,55,1,112233,10,12,4,5,4,4,1,0,0,38,39,0,0
338,44,6,210987,11,9,2,14,0,4,1,0,1800,45,39,0,0
339,36,4,167890,13,11,0,12,1,4,1,0,0,55,39,0,0
340,34,4,298370,10,12,4,7,1,4,1,0,0,40,39,0,0
341,45,4,332985,13,13,2,4,0,4,0,0,0,35,39,1,0
342,29,4,258912,6,5,4,7,4,4,1,0,0,45,26,0,0
343,62,4,184300,11,9,5,12,2,2,0,0,0,30,39,0,0
344,20,4,346718,2,7,4,8,3,4,1,0,0,20,39,0,0
345,47,4,309456,9,13,2,1,1,1,0,0,0,40,19,0,0
346,31,4,225430,15,10,4,7,1,4,1,0,0,40,40,0,0
347,56,4,142387,11,9,6,12,4,2,0,0,0,35,39,0,0
348,18,4,342870,3,8,4,8,3,4,1,0,0,15,39,0,0
349,41,4,198234,7,12,0,14,1,4,1,0,0,50,39,0,0
350,34,4,132456,11,9,2,3,0,4,1,0,0,40,39,0,0
351,29,7,67890,15,10,4,8,3,4,0,0,0,20,39,0,0
352,61,6,312543,9,13,2,12,5,4,1,0,0,55,39,1,0
353,22,4,123456,1,7,4,8,3,4,1,0,1500,25,39,0,0
354,48,1,98765,15,10,4,4,1,4,0,0,0,40,39,0,0
355,37,6,210987,11,9,2,10,0,4,1,0,0,35,39,0,0
356,55,4,167890,9,13,2,12,0,4,1,0,0,40,39,1,0
357,18,7,54321,1,7,4,8,3,4,0,0,0,10,39,0,0
358,31,4,145678,11,9,2,3,0,4,1,0,0,30,39,0,0
359,67,6,298765,15,10,2,10,5,4,0,0,0,30,39,0,0
360,34,4,215000,12,10,4,5,3,4,0,0,0,30,39,0,0
361,52,2,122000,14,12,2,9,1,1,1,5000,0,40,38,1,0
362,31,4,180000,15,11,5,1,4,4,1,0,0,38,39,0,0
363,55,5,160000,10,9,2,4,5,4,0,0,0,35,39,1,0
364,28,4,200000,11,13,0,8,2,4,0,0,0,42,39,0,0
365,42,1,135000,9,14,4,10,1,2,1,0,1500,45,30,1,0
366,50,4,175000,10,9,5,7,4,4,0,0,0,30,39,0,0
367,38,4,225000,15,10,4,1,3,4,1,0,0,40,39,0,0
368,59,6,95000,11,8,2,12,0,4,1,0,0,55,39,0,0
369,25,4,140000,1,7,4,8,3,4,0,0,0,32,39,0,0
370,39,4,215600,12,13,2,10,0,4,1,0,0,48,39,1,0
371,28,3,132450,14,12,4,9,1,2,0,0,0,35,39,0,0
372,45,4,189200,10,12,2,12,0,4,1,2500,0,50,39,1,0
373,34,4,148900,13,11,4,1,1,4,0,0,0,38,39,0,0
374,52,2,301200,11,10,6,14,1,4,1,0,0,40,39,0,0
375,25,4,123400,15,14,4,8,3,4,0,0,0,20,39,0,0
376,40,6,167800,5,4,4,8,4,4,0,0,0,32,39,0,0
377,38,4,198700,9,13,2,4,0,4,1,12000,0,52,9,1,0
378,42,4,234500,10,16,2,10,0,4,1,0,0,50,39,1,0
379,31,2,139800,12,14,4,1,1,4,0,0,0,40,39,0,0
380,45,4,198450,12,9,1,9,1,3,0,0,0,35,38,0,0
381,62,6,62345,1,7,5,8,2,4,0,0,0,30,39,1,0
382,40,7,123456,13,10,3,5,1,2,1,2500,0,45,37,0,0
383,28,4,210987,10,8,0,1,1,4,1,0,0,40,39,0,0
384,54,5,345678,14,12,2,12,0,4,0,0,2000,55,39,1,0
385,38,4,234567,11,10,0,11,1,4,1,0,0,40,39,0,0
386,68,6,48923,1,6,5,8,2,4,0,0,0,35,39,1,0
387,44,4,200123,12,10,2,6,1,4,1,0,0,40,39,1,0
388,31,7,450987,9,11,0,10,1,2,1,2500,0,55,39,0,0
389,59,4,102345,15,10,6,13,1,4,0,0,0,30,39,0,0
390,38,4,205432,11,9,2,13,0,4,1,0,0,45,39,0,0
391,41,3,112345,10,12,1,9,1,3,0,2500,0,40,25,1,0
392,29,4,198765,9,13,4,5,1,4,1,0,0,50,39,0,0
393,52,4,156789,12,14,2,10,5,4,0,0,0,35,39,0,0
