X,L,j,i,Y
578275.5,-13.7,554,114,1024330.5
596418.9,-22.5,624,44,1169809.4
59819.7,-50.2,54,196,42438.9
693191.9,-10.3,288,156,411080.2
626031.7,-8.1,414,116,636722.6
596842,-11.8,304,96,439084.5
1141843.6,40.5,406,412,665543.7
605018.1,-11.4,476,144,786367.8
1134515.8,35.4,400,404,666656.6
644792.3,-2.1,462,172,746110.7
609888.8,-21.8,614,70,1148602.3
597023.6,-5.3,398,84,602608.8
644792.3,-2.1,462,172,746110.7
635207.2,-15.5,576,176,1064128.7
609318.2,-23,592,102,1100937.8
578553.7,-7,394,66,592416.8
687622.1,-20,654,160,1240982.5
580007.6,-21.4,574,78,1066280.4
621238.9,-5.4,340,108,509022.1
616080.3,-20.9,584,128,1082963.7
1080782.9,33.9,384,364,655678.6
599477,-22.3,634,52,1196436.3
572842.9,-11.9,524,138,940903.1
613469,-13.2,284,114,395670.2
598974.4,-3.9,368,88,554163.7
621238.9,-5.4,340,108,509022.1
1148915.8,41.7,402,422,661424.5
1156568.5,43.6,430,426,666592.3
599433.7,-11.1,516,166,916864.6
572744,-7.4,384,62,576048.1
617036.2,-5,350,104,526089
1087887.1,34.4,378,368,650148.3
596956.8,-6.2,400,84,605898.1
693191.9,-10.3,288,156,411080.2
596893.2,-3.9,370,86,557164.7
572580.4,-13.6,546,118,1004616.4
599806,-11.5,480,142,798696.1
572801.6,-13.6,542,124,993705.4
578505,-11.7,464,108,744130.4
1141259.3,36.9,440,400,688385.8
582731.7,-18.2,228,124,251724.6
613148.3,-12.8,290,112,409103.2
589293.4,-11.2,488,138,823784.2
582731.7,-18.2,228,124,251724.6
609541.3,-20.2,578,126,1071337
108494.5,-55.2,28,112,142728.2
599649.5,-10.9,432,94,663924.5
597714.3,-13.4,544,156,997887.3
64425.5,-49.3,34,158,106641.9
571586.7,-11.8,510,134,895652.8
608879.5,-23.9,664,46,1275693.7
104171.9,-57.8,32,120,133243.4
624705.9,-19.5,216,160,166628.7
612516.5,-18.1,574,138,1062705.8
613914.7,-12.2,550,170,1014824.2
596755.2,-2.5,454,114,719359.4
579088,-12.3,486,128,816070.6
578768.8,-14,558,108,1033396
624345.2,-20,586,140,1085895.4
639483,-16,258,138,323915.3
593372.2,-15.5,540,156,987079.1
579576.9,-13.7,554,116,1024228.4
608091.4,-21.3,580,120,1075677.7
635768.9,-22.7,658,90,1257016.8
1149177.4,41.6,396,424,659502.9
1139584.6,36.3,432,402,681605.8
1137574.1,38.3,396,408,664154.8
609201.1,-15.2,536,188,975836.2
571059.4,-20.8,582,50,1083712.9
605123.9,-4.4,360,94,541687.9
572009.3,-12.3,528,136,953151.5
561696.7,-13,508,124,888536.7
596418.9,-22.5,624,44,1169809.4
621560.8,-7.4,424,116,655049.4
639633.4,-1,434,140,679273.6
579889.5,-6,370,72,555220.9
639483,-16,258,138,323915.3
605018.1,-11.4,476,144,786367.8
596695.8,-9.4,500,152,863934.8
598951.1,-12.5,428,92,655692.5
552377.5,-21,570,34,1067265.1
604521.6,-12.8,520,176,930257
612098.9,-1.2,376,98,569088.9
599634.4,-15.3,262,114,345368.5
596355.1,-24.1,598,68,1115747.5
605654.5,-22.9,588,102,1092883.7
571685.3,-11.2,404,58,606446.8
561867.2,-19.2,572,48,1066947.5
599477,-22.3,634,52,1196436.3
621472.8,-23.8,670,64,1287428.4
1086653.4,34.4,388,368,658379.5
634886.8,-4.9,466,166,757735.5
687206.5,-15.7,616,186,1144251.5
613458.6,-21.3,624,72,1171097.1
624212.6,-20.3,622,90,1166137.9
1156568.5,43.6,430,426,666592.3
626104.1,-2.9,456,146,728726.8
598974.4,-3.9,368,88,554163.7
604133.8,-4.8,458,126,731654.1
1156568.5,43.6,430,426,666592.3
608278.1,-12,546,168,1003330.1
613001.7,-13.7,418,104,641057.3
596184.3,-11.3,518,164,923117.2
578631,-16,568,88,1054695.7
626104.1,-2.9,456,146,728726.8
613469,-13.2,284,114,395670.2
635207.2,-15.5,576,176,1064128.7
613507.8,-11,506,172,884620.1
593687.3,-13.2,474,132,778542.4
572816.8,-15.1,280,92,393653.2
609250,-24.1,662,48,1270734
616566.5,-9.6,478,156,794056.1
113383.8,-58,42,118,116654.3
609888.8,-21.8,614,70,1148602.3
598175.8,-22.6,646,46,1229756.6
108178.5,-57.1,42,124,111861.5
693527.3,-15.7,622,186,1159782.7
639735,-19.8,608,130,1131832.5
621560.8,-7.4,424,116,655049.4
639633.4,-1,434,140,679273.6
619521.7,-22,606,98,1130055.1
561602.6,-12.3,306,80,444217.7
616370.6,-11.9,296,112,422170.7
597789.6,-21,576,108,1068577.5
604133.8,-4.8,458,126,731654.1
609460.3,-24,660,50,1265793.3
617684.3,-0.8,448,128,707416
609813.8,-22.7,606,80,1131241.1
1135698.2,35.5,430,400,681924.6
1144492.9,41,402,416,663295.4
108494.5,-55.2,28,112,142728.2
579732.6,-10.8,506,140,882779.3
596906.5,-22.7,612,44,1145389.5
1147424.2,42,422,414,668378.4
592869.5,-24.6,660,22,1271455
609229.2,-23,604,82,1126964.2
580997.6,-16.1,256,106,336642.5
593001.6,-24.4,658,26,1265572.9
616514.4,-24.2,678,60,1307909.9
1148089.7,37.2,440,406,679405.9
626104.1,-2.9,456,146,728726.8
599850.6,-7.4,460,124,736550.3
113430,-53.9,26,102,146976.8
619234.9,-10.5,502,174,871676.2
605654.5,-22.9,588,102,1092883.7
1158594.3,44,438,428,668102.7
599649.5,-10.9,432,94,663924.5
580594.2,-19.2,222,128,231074.3
572009.3,-12.3,528,136,953151.5
608644.2,-13.9,420,100,643562.3
596184.3,-11.3,518,164,923117.2
609654.4,-23.8,658,52,1260740.1
639010.7,-4.1,338,120,507758.8
572749.5,-8.6,396,60,594346.8
572725,-17.4,246,106,314357.4
578768.8,-14,558,108,1033396
1136867.4,36.2,440,398,689867.4
617778.9,-24,674,58,1297918.3
1045492,30.2,404,346,671024.7
613681.7,-23.7,658,58,1260032.2
1087877.8,33.5,420,370,681272.5
606997,-9.9,486,152,819032
605018.1,-11.4,476,144,786367.8
571586.3,-17.7,232,114,272649
626031.7,-8.1,414,116,636722.6
619144.6,-21.1,634,78,1196089.8
616557.3,-22.4,202,176,91681.9
626736.6,-21.2,608,108,1133626.2
599189.4,-22.8,648,46,1235330.8
104894.5,-49.3,60,174,48569.5
639012.3,0.5,374,120,569869.8
572088,-23,194,164,102641.9
587696,-10.6,514,152,909611.2
624345.2,-20,586,140,1085895.4
561494,-12.9,526,124,947159.8
1139584.6,36.3,432,402,681605.8
1145123.2,41.6,420,412,669185.1
626167.5,-20,588,140,1089784.9
609596,-9.1,498,162,858238.3
693791.3,-15.9,628,180,1175948.1
617481.7,-20.9,620,80,1161680.3
621925.4,-8.6,470,156,769144.5
572050,-12,464,102,742618
617036.2,-5,350,104,526089
1044042,29.3,444,338,732293.3
626752.8,-6.6,412,116,633175.4
634502.7,-21.8,208,176,108983.8
580928.6,-18,570,88,1058352.1
592064.6,-22.4,578,94,1073336.4
572842.9,-11.9,524,138,940903.1
1149941.5,42.2,414,420,664590.1
606905.4,-11.4,514,172,910885.4
1145123.2,41.6,420,412,669185.1
582005.8,-14.2,534,146,970619.3
624345.2,-20,586,140,1085895.4
593001.6,-24.4,658,26,1265572.9
59891,-49.3,36,166,100674.4
609229.2,-23,604,82,1126964.2
561337.8,-13.6,562,72,1045810.2
604996.2,-14.2,540,174,986699.3
604846.4,-5.9,402,92,610958.5
612572.9,-1.7,446,120,702074.5
1040842.6,29.7,410,344,678954.6
597714.3,-13.4,544,156,997887.3
115364.3,-55.8,32,106,136971.1
580999.5,-19.7,572,84,1062292.8
1137397.4,38.3,394,408,663605.9
613914.7,-12.2,550,170,1014824.2
592954.8,-6.8,400,80,605023.7
626104.1,-2.9,456,146,728726.8
552623.2,-14.1,558,68,1038771.1
624018.1,-17.8,230,146,231711.2
644466,-21.8,648,106,1230488.1
612283.5,-0.6,384,98,582330.8
578143,-23.4,634,28,1196375.1
599634.4,-15.3,262,114,345368.5
616898.3,-0.2,382,102,579767.8
579059.7,-18.6,418,66,631251.6
572725,-17.4,246,106,314357.4
613458.6,-21.3,624,72,1171097.1
561332.8,-9.1,376,54,562636.8
1134920.5,35.3,428,400,680823.8
613469,-13.2,284,114,395670.2
687622.1,-20,654,160,1240982.5
1147945.8,42,418,416,666759.1
597362.7,-14.2,558,140,1031503.1
644967.8,-18.9,624,120,1169689.1
612098.9,-1.2,376,98,569088.9
596184.3,-11.3,518,164,923117.2
608400.4,-12.4,560,156,1033848.9
621472.8,-23.8,670,64,1287428.4
571224.7,-23.3,588,36,1097576.6
613681.7,-23.7,658,58,1260032.2
687254.2,-17.5,640,164,1207096.9
605654.5,-22.9,588,102,1092883.7
1040842.6,29.7,410,344,678954.6
582629.1,-21.4,214,138,196349.5
626581,-22.4,648,82,1232232.4
624457.7,-21.4,608,104,1133910.7
597627.6,-16.4,568,122,1052076.8
59819.7,-50.2,54,196,42438.9
626936.7,-4.9,338,112,506098.5
617416.6,-3.6,440,118,688023.2
582402.6,-23.2,578,76,1074108.6
582712.4,-23.8,600,40,1122075.8
609541.3,-20.2,578,126,1071337
639633.4,-1,434,140,679273.6
587696,-10.6,514,152,909611.2
601013.1,-24.3,664,32,1276131.4
599850.6,-7.4,460,124,736550.3
612039.3,-23.8,660,54,1265359.9
596755.2,-2.5,454,114,719359.4
578909.9,-11.1,512,142,902602.6
1047506.9,28.8,372,340,627802.1
561161.6,-15,566,62,1054759.5
604907.6,-24.5,670,38,1289009.2
1041271.8,28,370,338,624937.1
598400.5,-14.1,558,142,1031329.3
1135698.2,35.5,430,400,681924.6
612283.5,-0.6,384,98,582330.8
604053.6,-21.2,578,116,1072005.8
619966.5,-9,470,154,768973.7
1145561.8,40.9,392,420,659686.7
572744,-7.4,384,62,576048.1
599850.6,-7.4,460,124,736550.3
612098.9,-1.2,376,98,569088.9
617036.2,-5,350,104,526089
606904.6,-22,614,64,1148788.3
605500.9,-1.6,384,92,581211.5
635768.9,-22.7,658,90,1257016.8
619078,-13.1,566,162,1045505.9
606273,-22.6,202,170,105347.2
580999.5,-19.7,572,84,1062292.8
616964.6,-22.7,650,68,1238579.5
626936.7,-4.9,338,112,506098.5
608400.4,-12.4,560,156,1033848.9
616898.3,-0.2,382,102,579767.8
608400.4,-12.4,560,156,1033848.9
596706.1,-5.5,358,88,537483.9
619223.2,-21.6,610,92,1138991.5
108060.5,-56,30,114,138762.6
599189.4,-22.8,648,46,1235330.8
604996.2,-14.2,540,174,986699.3
580999.5,-19.7,572,84,1062292.8
609854.7,-2.7,444,114,697218.6
1145320.3,41.5,414,414,666815.7
596418.9,-22.5,624,44,1169809.4
599058.3,-22.4,620,46,1161309.4
644787.9,-20.4,640,110,1209994.6
1040842.6,29.7,410,344,678954.6
597023.6,-5.3,398,84,602608.8
616080.3,-20.9,584,128,1082963.7
621824.4,-23.3,666,66,1278390.8
599189.4,-22.8,648,46,1235330.8
596652.2,-10.4,310,96,450613.2
619294.6,-0.2,378,104,573500.5
609229.2,-23,604,82,1126964.2
654344.9,-18.5,628,130,1178938
572801.6,-13.6,542,124,993705.4
599214.3,-24,594,80,1106697.9
578052.3,-23.3,630,26,1185129.6
1157117.7,43.3,418,430,663326.2
552424.8,-12.2,296,78,428420.1
593531.5,-23.4,604,52,1128979.2
596842,-11.8,304,96,439084.5
596418.9,-22.5,624,44,1169809.4
693583.2,-16.1,630,178,1181282.1
606316,-9.5,430,100,660097.5
634317.5,-16.9,252,138,306519.5
589293.4,-11.2,488,138,823784.2
1086653.4,34.4,388,368,658379.5
561337.8,-13.6,562,72,1045810.2
619294.6,-0.2,378,104,573500.5
609238.5,-22.2,586,112,1088134.7
693791.3,-15.9,628,180,1175948.1
1138077.8,38.8,402,408,665794.9
572725,-17.4,246,106,314357.4
619613.2,-13.2,276,120,376300.5
572744,-7.4,384,62,576048.1
593837.1,-24.7,662,20,1275756.8
587966,-16.6,252,112,323575.3
598841.3,-13.5,290,104,409645.4
572744,-7.4,384,62,576048.1
597789.6,-21,576,108,1068577.5
1158594.3,44,438,428,668102.7
597263.6,-3.6,372,86,560457.7
619234.9,-10.5,502,174,871676.2
616964.6,-22.7,650,68,1238579.5
579954,-13.1,482,126,802883.1
644792.3,-2.1,462,172,746110.7
608998,-9.9,412,98,629228.8
604129.2,-15.1,526,182,949138.5
115364.3,-55.8,32,106,136971.1
621925.4,-8.6,470,156,769144.5
687737.4,-10.2,602,214,1102009.6
596755.2,-2.5,454,114,719359.4
613458.6,-21.3,624,72,1171097.1
598951.1,-12.5,428,92,655692.5
624426.3,-18.7,580,150,1073516.9
1137397.4,38.3,394,408,663605.9
644253.8,0.5,372,124,567331.1
635768.9,-22.7,658,90,1257016.8
580700.8,-14.3,476,122,783202.6
582731.7,-18.2,228,124,251724.6
621290,-21.2,210,166,136927.7
624018.1,-17.8,230,146,231711.2
1137914.7,38.6,400,408,665249
613001.7,-13.7,418,104,641057.3
572088,-23,194,164,102641.9
624212.6,-20.3,622,90,1166137.9
626736.6,-21.2,608,108,1133626.2
609229.2,-23,604,82,1126964.2
1139849,36.6,438,400,686941.6
619966.5,-9,470,154,768973.7
582851,-16.8,250,110,320409.9
626640.7,-0.5,372,110,564614.9
592542.6,-11.5,408,80,618215.1
616998.9,-9.7,474,154,781272.1
1159185.7,43.8,404,436,659020.9
1141259.3,36.9,440,400,688385.8
580802.6,-10.8,508,142,889479.2
1080782.9,33.9,384,364,655678.6
624351.2,-8.3,472,160,775609.1
592954.8,-6.8,400,80,605023.7
601744.9,-14.7,526,178,948620.7
578633.4,-14.2,542,132,993282.4
616080.3,-20.9,584,128,1082963.7
626856,-2,440,130,689954.1
639735,-19.8,608,130,1131832.5
634886.8,-4.9,466,166,757735.5
624018.1,-17.8,230,146,231711.2
593148.1,-9.8,314,94,458638.8
579954,-13.1,482,126,802883.1
635350.8,-1.4,438,138,686534
687997,-20.6,660,160,1255564.1
587959.2,-10.4,510,150,896483.3
561656.5,-21.2,576,38,1074784.4
604129.2,-15.1,526,182,949138.5
592074.6,-5.1,458,114,729139.4
598974.4,-3.9,368,88,554163.7
612923.6,-21.4,632,70,1191073.5
617425.6,-12.3,538,194,980006.8
593221.8,-2.3,450,106,709050.3
582475.2,-23.8,584,66,1087071.3
578052.3,-23.3,630,26,1185129.6
609541.3,-20.2,578,126,1071337
113383.8,-58,42,118,116654.3
624212.6,-20.3,622,90,1166137.9
1139584.6,36.3,432,402,681605.8
572816.8,-15.1,280,92,393653.2
621472.8,-23.8,670,64,1287428.4
639759.4,-22.4,652,98,1241225.6
616860.5,-9.7,500,170,865128.2
572801.6,-13.6,542,124,993705.4
589140.4,-24.2,590,68,1099432.5
605500.9,-1.6,384,92,581211.5
589989,-10.3,510,152,896597.1
1145561.8,40.9,392,420,659686.7
687959.5,-12,278,156,381602.4
578052.3,-23.3,630,26,1185129.6
617946.2,-21,628,78,1180867.3
592064.6,-22.4,578,94,1073336.4
639180.4,0.3,372,120,566538.1
592954.8,-6.8,400,80,605023.7
1138077.8,38.8,402,408,665794.9
1139584.6,36.3,432,402,681605.8
654796.7,-13.2,274,140,368546.5
589342.8,-15.3,540,150,987224.4
599487.2,-23.4,586,94,1089429.3
624457.7,-21.4,608,104,1133910.7
1137914.7,38.6,400,408,665249
593531.5,-23.4,604,52,1128979.2
626593.3,-1.6,366,110,554546.5
113430,-53.9,26,102,146976.8
