X,L,j,i,Y
598974.4,-3.9,368,88,554163.7
571685.3,-11.2,404,58,606446.8
604129.2,-15.1,526,182,949138.5
596418.9,-22.5,624,44,1169809.4
624212.6,-20.3,622,90,1166137.9
599516.7,-23.1,606,60,1132467.5
587959.2,-10.4,510,150,896483.3
644861.5,-12.3,576,194,1063311.5
599669.1,-22.3,636,52,1201864.1
578909.9,-11.1,512,142,902602.6
605500.9,-1.6,384,92,581211.5
687254.2,-17.5,640,164,1207096.9
579782.1,-8.9,342,80,509713
599611.9,-11.5,518,168,923364.3
571059.4,-20.8,582,50,1083712.9
693791.3,-15.9,628,180,1175948.1
597227.3,-10.7,514,162,910190
601013.1,-24.3,664,32,1276131.4
1080782.9,33.9,384,364,655678.6
572801.6,-13.6,542,124,993705.4
617261.9,-12.7,514,182,911841
572725,-17.4,246,106,314357.4
601744.9,-14.7,526,178,948620.7
592064.6,-22.4,578,94,1073336.4
572842.9,-11.9,524,138,940903.1
587368.5,-23.7,650,30,1242933.9
621290,-21.2,210,166,136927.7
561337.8,-13.6,562,72,1045810.2
607960.1,-13.8,274,114,372947.5
578052.3,-23.3,630,26,1185129.6
587086.3,-24.7,656,20,1262434.5
596906.5,-22.7,612,44,1145389.5
616370.6,-11.9,296,112,422170.7
578631,-16,568,88,1054695.7
1141259.3,36.9,440,400,688385.8
597789.6,-21,576,108,1068577.5
617036.2,-5,350,104,526089
621290,-21.2,210,166,136927.7
621472.8,-23.8,670,64,1287428.4
1041271.8,28,370,338,624937.1
616557.3,-22.4,202,176,91681.9
599477,-22.3,634,52,1196436.3
578052.3,-23.3,630,26,1185129.6
613681.7,-23.7,658,58,1260032.2
572725,-17.4,246,106,314357.4
608379.1,-11.1,510,170,897725.6
589293.4,-11.2,488,138,823784.2
626736.6,-21.2,608,108,1133626.2
617774.3,-16.6,254,128,318138.7
1044042,29.3,444,338,732293.3
604129.2,-15.1,526,182,949138.5
621472.8,-23.8,670,64,1287428.4
1145241.3,36.7,430,408,674394.2
612098.9,-1.2,376,98,569088.9
593221.8,-2.3,450,106,709050.3
616591.9,-22.8,600,102,1117224.7
635768.9,-22.7,658,90,1257016.8
1159185.7,43.8,404,436,659020.9
605654.5,-22.9,588,102,1092883.7
616080.3,-20.9,584,128,1082963.7
579059.7,-18.6,418,66,631251.6
599141.3,-10.8,514,164,910318.2
608400.4,-12.4,560,156,1033848.9
1086653.4,34.4,388,368,658379.5
599634.4,-15.3,262,114,345368.5
621560.8,-7.4,424,116,655049.4
571685.3,-11.2,404,58,606446.8
587086.3,-24.7,656,20,1262434.5
599058.3,-22.4,620,46,1161309.4
609229.2,-23,604,82,1126964.2
1137574.1,38.3,396,408,664154.8
619234.9,-10.5,502,174,871676.2
580999.5,-19.7,572,84,1062292.8
1148089.7,37.2,440,406,679405.9
1136867.4,36.2,440,398,689867.4
598138.5,-9.6,504,156,877207.9
599806,-11.5,480,142,798696.1
104894.5,-49.3,60,174,48569.5
612867.1,-9.4,412,102,630146.6
616591.9,-22.8,600,102,1117224.7
609201.1,-15.2,536,188,975836.2
612572.9,-1.7,446,120,702074.5
552871.2,-9.9,348,60,519343.9
626952.8,-20.3,590,138,1093879.4
612923.6,-21.4,632,70,1191073.5
605654.5,-22.9,588,102,1092883.7
617079.3,-11.9,544,188,997299.8
572744,-7.4,384,62,576048.1
1087887.1,34.4,378,368,650148.3
644792.3,-2.1,462,172,746110.7
609250,-24.1,662,48,1270734
599866.4,-24.6,674,24,1298163.6
612572.9,-1.7,446,120,702074.5
624345.2,-20,586,140,1085895.4
589107.1,-14.7,532,158,964801.8
626104.1,-2.9,456,146,728726.8
613914.7,-12.2,550,170,1014824.2
572749.5,-8.6,396,60,594346.8
687047.1,-18.1,644,162,1216914.4
599189.4,-22.8,648,46,1235330.8
608400.4,-12.4,560,156,1033848.9
578505,-11.7,464,108,744130.4
104171.9,-57.8,32,120,133243.4
1147424.2,42,422,414,668378.4
624018.1,-17.8,230,146,231711.2
596755.2,-2.5,454,114,719359.4
609854.7,-2.7,444,114,697218.6
108060.5,-56,30,114,138762.6
572009.3,-12.3,528,136,953151.5
605654.5,-22.9,588,102,1092883.7
1157117.7,43.3,418,430,663326.2
617036.2,-5,350,104,526089
108178.5,-57.1,42,124,111861.5
578553.7,-7,394,66,592416.8
619329.3,-11.3,504,176,878188
635768.9,-22.7,658,90,1257016.8
605500.9,-1.6,384,92,581211.5
599433.7,-11.1,516,166,916864.6
561656.5,-21.2,576,38,1074784.4
687622.1,-20,654,160,1240982.5
579927.6,-19.1,422,68,638562.5
693083.1,-13.9,268,162,349920
596136.4,-3.2,380,84,573228.4
597023.6,-5.3,398,84,602608.8
624018.1,-17.8,230,146,231711.2
1156568.5,43.6,430,426,666592.3
579240.8,-23.3,578,70,1074232.5
616566.5,-9.6,478,156,794056.1
624426.3,-18.7,580,150,1073516.9
578768.8,-14,558,108,1033396
561602.6,-12.3,306,80,444217.7
572744,-7.4,384,62,576048.1
605020.3,-1.6,452,120,715958.7
108494.5,-55.2,28,112,142728.2
589342.8,-15.3,540,150,987224.4
606300.3,-7.6,406,94,618110
115364.3,-55.8,32,106,136971.1
552377.5,-21,570,34,1067265.1
1159185.7,43.8,404,436,659020.9
634886.8,-4.9,466,166,757735.5
580700.8,-14.3,476,122,783202.6
592954.8,-6.8,400,80,605023.7
561656.5,-21.2,576,38,1074784.4
613507.8,-11,506,172,884620.1
1144492.9,41,402,416,663295.4
605816.8,-11.4,470,140,767469.6
609229.2,-23,604,82,1126964.2
1158366.5,43.5,418,432,663049.9
608091.4,-21.3,580,120,1075677.7
612283.5,-0.6,384,98,582330.8
626640.7,-0.5,372,110,564614.9
639633.4,-1,434,140,679273.6
580800.2,-15.3,566,96,1050243
635192.5,-20.2,634,100,1195334.9
580928.6,-18,570,88,1058352.1
608879.5,-23.9,664,46,1275693.7
619521.7,-22,606,98,1130055.1
604133.8,-4.8,458,126,731654.1
1137574.1,38.3,396,408,664154.8
609541.3,-20.2,578,126,1071337
639759.4,-22.4,652,98,1241225.6
624705.9,-19.5,216,160,166628.7
601348.2,-22.4,614,52,1149138.9
635683.4,-2.4,426,132,663799.6
596842,-11.8,304,96,439084.5
626104.1,-2.9,456,146,728726.8
609460.3,-24,660,50,1265793.3
578902.4,-11.1,316,86,462851.2
596652.2,-10.4,310,96,450613.2
596695.8,-9.4,500,152,863934.8
599669.1,-22.3,636,52,1201864.1
597627.6,-16.4,568,122,1052076.8
604907.6,-24.5,670,38,1289009.2
609813.8,-22.7,606,80,1131241.1
613681.7,-23.7,658,58,1260032.2
605123.9,-4.4,360,94,541687.9
598951.1,-12.5,428,92,655692.5
1158366.5,43.5,418,432,663049.9
609318.2,-23,592,102,1100937.8
1149177.4,41.6,396,424,659502.9
605816.8,-11.4,470,140,767469.6
624345.2,-20,586,140,1085895.4
605319.9,-23.1,590,98,1097213.1
607161.7,-2,374,94,565073.8
639735,-19.8,608,130,1131832.5
593001.6,-24.4,658,26,1265572.9
616898.3,-0.2,382,102,579767.8
572088,-23,194,164,102641.9
1142936.4,40.7,402,414,663975.9
609711.9,-23.4,596,96,1109517.8
561161.6,-15,566,62,1054759.5
552106.4,-9.1,356,56,531747.2
578315.9,-12.7,484,126,809326.5
624090.2,-21,636,84,1201050.5
687206.5,-15.7,616,186,1144251.5
1135698.2,35.5,430,400,681924.6
693491.1,-21.6,668,168,1274491.9
626593.3,-1.6,366,110,554546.5
593039.6,-5.1,364,84,546967.2
617894.8,-21,586,128,1086892.4
578275.5,-13.7,554,114,1024330.5
693791.3,-15.9,628,180,1175948.1
580700.8,-14.3,476,122,783202.6
579088,-12.3,486,128,816070.6
572782.4,-11.8,522,138,934652.1
578909.9,-11.1,512,142,902602.6
1040842.6,29.7,410,344,678954.6
693583.2,-16.1,630,178,1181282.1
108494.5,-55.2,28,112,142728.2
644635.2,-0.3,450,158,713323.6
654796.7,-13.2,274,140,368546.5
598974.4,-3.9,368,88,554163.7
572725,-17.4,246,106,314357.4
596893.2,-3.9,370,86,557164.7
635192.5,-20.2,634,100,1195334.9
616557.3,-22.4,202,176,91681.9
561165.9,-8.5,452,74,699592.5
596906.5,-22.7,612,44,1145389.5
693191.9,-10.3,288,156,411080.2
580800.2,-15.3,566,96,1050243
561602.6,-12.3,306,80,444217.7
596418.9,-22.5,624,44,1169809.4
582402.6,-23.2,578,76,1074108.6
596184.3,-11.3,518,164,923117.2
626031.7,-8.1,414,116,636722.6
596956.8,-6.2,400,84,605898.1
604133.8,-4.8,458,126,731654.1
571059.4,-20.8,582,50,1083712.9
687737.4,-10.2,602,214,1102009.6
589989,-10.3,510,152,896597.1
616080.3,-20.9,584,128,1082963.7
572749.5,-8.6,396,60,594346.8
687456.9,-2.3,340,152,521378.1
592074.6,-5.1,458,114,729139.4
561161.6,-15,566,62,1054759.5
604133.8,-4.8,458,126,731654.1
626752.8,-6.6,412,116,633175.4
587368.5,-23.7,650,30,1242933.9
608837.9,-10,504,166,877779.4
582629.1,-21.4,214,138,196349.5
606904.6,-22,614,64,1148788.3
113430,-53.9,26,102,146976.8
607047.4,-24.4,670,42,1288665.4
606898.1,-15.8,530,188,959657.3
613001.7,-13.7,418,104,641057.3
626936.7,-4.9,338,112,506098.5
596755.2,-2.5,454,114,719359.4
597789.6,-21,576,108,1068577.5
587465,-13.8,432,82,660582.2
596755.2,-2.5,454,114,719359.4
578909.9,-11.1,512,142,902602.6
572801.6,-13.6,542,124,993705.4
634317.5,-16.9,252,138,306519.5
687047.1,-18.1,644,162,1216914.4
1147477.1,41.6,402,420,662010.1
572009.3,-12.3,528,136,953151.5
604521.6,-12.8,520,176,930257
634886.8,-4.9,466,166,757735.5
605353.3,-15.3,538,178,981276.3
1045492,30.2,404,346,671024.7
593531.5,-23.4,604,52,1128979.2
613148.3,-12.8,290,112,409103.2
587794.9,-14.6,532,156,964806.4
580800.2,-15.3,566,96,1050243
572842.9,-11.9,524,138,940903.1
644787.9,-20.4,640,110,1209994.6
1148915.8,41.7,402,422,661424.5
596706.1,-5.5,358,88,537483.9
578768.8,-14,558,108,1033396
609888.8,-21.8,614,70,1148602.3
598974.4,-3.9,368,88,554163.7
1157355.3,43,402,434,658750.2
616080.3,-20.9,584,128,1082963.7
605018.1,-11.4,476,144,786367.8
601038.6,-22.2,620,50,1161471
604129.2,-15.1,526,182,949138.5
639735,-19.8,608,130,1131832.5
617774.3,-16.6,254,128,318138.7
579732.6,-10.8,506,140,882779.3
609229.2,-23,604,82,1126964.2
561004.9,-14.2,482,110,800434.5
609813.8,-22.7,606,80,1131241.1
598974.4,-3.9,368,88,554163.7
605281.2,-6.1,348,96,521432.6
580700.8,-14.3,476,122,783202.6
609888.8,-21.8,614,70,1148602.3
616998.9,-9.7,474,154,781272.1
593899.5,-8.2,328,92,485184
589293.4,-11.2,488,138,823784.2
609229.2,-23,604,82,1126964.2
607009.5,-19.9,218,148,192530.2
613321.7,-3.4,362,100,546014.4
617946.2,-21,628,78,1180867.3
624529.8,-8.8,484,166,814362.7
616860.5,-9.7,500,170,865128.2
613597.6,-8.8,426,108,656091.6
626736.6,-21.2,608,108,1133626.2
593531.5,-23.4,604,52,1128979.2
635768.9,-22.7,658,90,1257016.8
1147477.1,41.6,402,420,662010.1
1145241.3,36.7,430,408,674394.2
616998.9,-9.7,474,154,781272.1
571586.3,-17.7,232,114,272649
639180.4,0.3,372,120,566538.1
639012.3,0.5,374,120,569869.8
596355.1,-24.1,598,68,1115747.5
621925.4,-8.6,470,156,769144.5
593372.2,-15.5,540,156,987079.1
599141.3,-10.8,514,164,910318.2
572009.3,-12.3,528,136,953151.5
580999.5,-19.7,572,84,1062292.8
115364.3,-55.8,32,106,136971.1
601698.9,-7.8,322,98,474207.9
639483,-16,258,138,323915.3
113383.8,-58,42,118,116654.3
597362.7,-14.2,558,140,1031503.1
619078,-13.1,566,162,1045505.9
596695.8,-9.4,500,152,863934.8
621560.8,-7.4,424,116,655049.4
1040842.6,29.7,410,344,678954.6
589989,-10.3,510,152,896597.1
571856.8,-7,458,94,723044.3
607753.7,-1.2,384,94,581583.1
621472.8,-23.8,670,64,1287428.4
597714.3,-13.4,544,156,997887.3
613469,-13.2,284,114,395670.2
606316,-9.5,430,100,660097.5
621306.3,-22,206,172,112254.9
593001.6,-24.4,658,26,1265572.9
612867.1,-9.4,412,102,630146.6
1145123.2,41.6,420,412,669185.1
561332.8,-9.1,376,54,562636.8
589107.1,-14.7,532,158,964801.8
601013.1,-24.3,664,32,1276131.4
582712.4,-23.8,600,40,1122075.8
1148915.8,41.7,402,422,661424.5
572744,-7.4,384,62,576048.1
626031.7,-8.1,414,116,636722.6
596355.1,-24.1,598,68,1115747.5
616156.7,-21.9,590,118,1095631.6
687333.1,-1.1,432,180,671803.7
113383.8,-58,42,118,116654.3
1141259.3,36.9,440,400,688385.8
552312.6,-17.1,440,42,660072.7
592869.9,-16.3,538,158,981575.6
1139584.6,36.3,432,402,681605.8
639633.4,-1,434,140,679273.6
572009.3,-12.3,528,136,953151.5
613564.8,-3,364,100,549390.7
609596,-9.1,498,162,858238.3
579576.9,-13.7,554,116,1024228.4
617946.2,-21,628,78,1180867.3
1137574.1,38.3,396,408,664154.8
587150.3,-5.1,370,78,556006.8
621560.8,-7.4,424,116,655049.4
1145123.2,41.6,420,412,669185.1
619234.9,-10.5,502,174,871676.2
579088,-12.3,486,128,816070.6
639483,-16,258,138,323915.3
626640.7,-0.5,372,110,564614.9
613001.7,-13.7,418,104,641057.3
597362.7,-14.2,558,140,1031503.1
609318.2,-23,592,102,1100937.8
616964.6,-22.7,650,68,1238579.5
589107.1,-14.7,532,158,964801.8
59819.7,-50.2,54,196,42438.9
597789.6,-21,576,108,1068577.5
1138077.8,38.8,402,408,665794.9
59819.7,-50.2,54,196,42438.9
599424.3,-11.6,304,98,438986.4
599189.4,-22.8,648,46,1235330.8
687997,-20.6,660,160,1255564.1
572816.8,-15.1,280,92,393653.2
589140.4,-24.2,590,68,1099432.5
599141.3,-10.8,514,164,910318.2
634502.7,-21.8,208,176,108983.8
612283.5,-0.6,384,98,582330.8
580662.4,-24.8,654,18,1257600.2
571586.3,-17.7,232,114,272649
582731.7,-18.2,228,124,251724.6
1141259.3,36.9,440,400,688385.8
606904.6,-22,614,64,1148788.3
605654.5,-22.9,588,102,1092883.7
578633.4,-14.2,542,132,993282.4
605863.8,-12.4,542,172,992163.7
693791.3,-15.9,628,180,1175948.1
601013.1,-24.3,664,32,1276131.4
619617.4,-16.9,252,130,311521.5
1156568.5,43.6,430,426,666592.3
598400.5,-14.1,558,142,1031329.3
604996.2,-14.2,540,174,986699.3
626216.3,-3.2,358,110,540965.6
635768.9,-22.7,658,90,1257016.8
616080.3,-20.9,584,128,1082963.7
596184.3,-11.3,518,164,923117.2
579954,-13.1,482,126,802883.1
593148.1,-9.8,314,94,458638.8
113430,-53.9,26,102,146976.8
