X,L,j,i,Y
592064.6,-22.4,578,94,1073336.4
616591.9,-22.8,600,102,1117224.7
624457.7,-21.4,608,104,1133910.7
571586.3,-17.7,232,114,272649
1080782.9,33.9,384,364,655678.6
639483,-16,258,138,323915.3
616566.5,-9.6,478,156,794056.1
687622.1,-20,654,160,1240982.5
580800.2,-15.3,566,96,1050243
561867.2,-19.2,572,48,1066947.5
626167.5,-20,588,140,1089784.9
578275.5,-13.7,554,114,1024330.5
561161.6,-15,566,62,1054759.5
616080.3,-20.9,584,128,1082963.7
639759.4,-22.4,652,98,1241225.6
609541.3,-20.2,578,126,1071337
593372.2,-15.5,540,156,987079.1
606997,-9.9,486,152,819032
619613.2,-13.2,276,120,376300.5
599866.4,-24.6,674,24,1298163.6
596184.3,-11.3,518,164,923117.2
582005.8,-14.2,534,146,970619.3
599649.5,-10.9,432,94,663924.5
609541.3,-20.2,578,126,1071337
1041271.8,28,370,338,624937.1
616370.6,-11.9,296,112,422170.7
596136.4,-3.2,380,84,573228.4
64425.5,-49.3,34,158,106641.9
639602.4,-2.1,420,132,650722.2
612572.9,-1.7,446,120,702074.5
582731.7,-18.2,228,124,251724.6
635237.9,-17.7,584,164,1079961.4
113383.8,-58,42,118,116654.3
599669.1,-22.3,636,52,1201864.1
593899.5,-8.2,328,92,485184
1139584.6,36.3,432,402,681605.8
596842,-11.8,304,96,439084.5
607161.7,-2,374,94,565073.8
639010.7,-4.1,338,120,507758.8
1156822.4,43.2,416,430,662852.5
587368.5,-23.7,650,30,1242933.9
693791.8,0.7,446,194,698907.2
587086.3,-24.7,656,20,1262434.5
617778.9,-24,674,58,1297918.3
599669.1,-22.3,636,52,1201864.1
580802.6,-10.8,508,142,889479.2
621290,-21.2,210,166,136927.7
616860.5,-9.7,500,170,865128.2
616557.3,-22.4,202,176,91681.9
598400.5,-14.1,558,142,1031329.3
604129.2,-15.1,526,182,949138.5
1138077.8,38.8,402,408,665794.9
572725,-17.4,246,106,314357.4
599058.3,-22.4,620,46,1161309.4
1148915.8,41.7,402,422,661424.5
693491.1,-21.6,668,168,1274491.9
613001.7,-13.7,418,104,641057.3
606904.6,-22,614,64,1148788.3
580800.2,-15.3,566,96,1050243
580700.8,-14.3,476,122,783202.6
644861.5,-12.3,576,194,1063311.5
1159185.7,43.8,404,436,659020.9
1145261.4,41.3,406,416,664222.1
621472.8,-23.8,670,64,1287428.4
624345.2,-20,586,140,1085895.4
617036.2,-5,350,104,526089
1157355.3,43,402,434,658750.2
587794.9,-14.6,532,156,964806.4
617036.2,-5,350,104,526089
654982,-10.7,580,208,1070195.9
624426.3,-18.7,580,150,1073516.9
596906.5,-22.7,612,44,1145389.5
598841.3,-13.5,290,104,409645.4
634886.8,-4.9,466,166,757735.5
608400.4,-12.4,560,156,1033848.9
607960.1,-13.8,274,114,372947.5
552377.5,-21,570,34,1067265.1
59891,-49.3,36,166,100674.4
644792.3,-2.1,462,172,746110.7
604133.8,-4.8,458,126,731654.1
624529.8,-8.8,484,166,814362.7
579927.6,-19.1,422,68,638562.5
571753.8,-19.3,424,58,638957.9
609229.2,-23,604,82,1126964.2
619966.5,-9,470,154,768973.7
1149177.4,41.6,396,424,659502.9
1041271.8,28,370,338,624937.1
592954.8,-6.8,400,80,605023.7
624212.6,-20.3,622,90,1166137.9
605018.1,-11.4,476,144,786367.8
587959.2,-10.4,510,150,896483.3
634302.7,-0.7,368,116,559061.4
572744,-7.4,384,62,576048.1
108494.5,-55.2,28,112,142728.2
561656.5,-21.2,576,38,1074784.4
639483,-16,258,138,323915.3
609711.9,-23.4,596,96,1109517.8
582402.6,-23.2,578,76,1074108.6
1145123.2,41.6,420,412,669185.1
609888.8,-21.8,614,70,1148602.3
624018.1,-17.8,230,146,231711.2
609596,-9.1,498,162,858238.3
609654.4,-23.8,658,52,1260740.1
624090.2,-21,636,84,1201050.5
601348.2,-22.4,614,52,1149138.9
613987.2,-22.8,650,64,1238949.6
115364.3,-55.8,32,106,136971.1
624345.2,-20,586,140,1085895.4
597227.3,-10.7,514,162,910190
579927.6,-19.1,422,68,638562.5
621824.4,-23.3,666,66,1278390.8
599477,-22.3,634,52,1196436.3
104171.9,-57.8,32,120,133243.4
113383.8,-58,42,118,116654.3
1087877.8,33.5,420,370,681272.5
1040842.6,29.7,410,344,678954.6
619617.4,-16.9,252,130,311521.5
617774.3,-16.6,254,128,318138.7
601038.6,-22.2,620,50,1161471
1040842.6,29.7,410,344,678954.6
616998.9,-9.7,474,154,781272.1
115364.3,-55.8,32,106,136971.1
609888.8,-21.8,614,70,1148602.3
687997,-20.6,660,160,1255564.1
596893.2,-3.9,370,86,557164.7
639735,-19.8,608,130,1131832.5
571586.7,-11.8,510,134,895652.8
635350.8,-1.4,438,138,686534
571224.7,-23.3,588,36,1097576.6
571856.8,-7,458,94,723044.3
644792.3,-2.1,462,172,746110.7
616964.6,-22.7,650,68,1238579.5
617774.3,-16.6,254,128,318138.7
616514.4,-24.2,678,60,1307909.9
621306.3,-22,206,172,112254.9
593039.6,-5.1,364,84,546967.2
687047.1,-18.1,644,162,1216914.4
597362.7,-14.2,558,140,1031503.1
616080.3,-20.9,584,128,1082963.7
635768.9,-22.7,658,90,1257016.8
612098.9,-1.2,376,98,569088.9
572749.5,-8.6,396,60,594346.8
572725,-17.4,246,106,314357.4
621925.4,-8.6,470,156,769144.5
1137574.1,38.3,396,408,664154.8
609250,-24.1,662,48,1270734
598951.1,-12.5,428,92,655692.5
617774.3,-16.6,254,128,318138.7
578052.3,-23.3,630,26,1185129.6
619521.7,-22,606,98,1130055.1
592954.8,-6.8,400,80,605023.7
612572.9,-1.7,446,120,702074.5
1144492.9,41,402,416,663295.4
580999.5,-19.7,572,84,1062292.8
617778.9,-24,674,58,1297918.3
604133.8,-4.8,458,126,731654.1
599806,-11.5,480,142,798696.1
599806,-11.5,480,142,798696.1
613597.6,-8.8,426,108,656091.6
621560.8,-7.4,424,116,655049.4
578768.8,-14,558,108,1033396
612039.3,-23.8,660,54,1265359.9
580700.8,-14.3,476,122,783202.6
1145241.3,36.7,430,408,674394.2
589293.4,-11.2,488,138,823784.2
619078,-13.1,566,162,1045505.9
612923.6,-21.4,632,70,1191073.5
113430,-53.9,26,102,146976.8
1157117.7,43.3,418,430,663326.2
1158594.3,44,438,428,668102.7
606300.3,-7.6,406,94,618110
596184.3,-11.3,518,164,923117.2
608400.4,-12.4,560,156,1033848.9
687737.4,-10.2,602,214,1102009.6
609854.7,-2.7,444,114,697218.6
607313.7,-8,318,102,466822.5
635350.8,-1.4,438,138,686534
582990,-12.4,484,130,809871.6
579889.5,-6,370,72,555220.9
1159185.7,43.8,404,436,659020.9
571685.3,-11.2,404,58,606446.8
613469,-13.2,284,114,395670.2
605654.5,-22.9,588,102,1092883.7
572725,-17.4,246,106,314357.4
596893.2,-3.9,370,86,557164.7
561337.8,-13.6,562,72,1045810.2
587696,-10.6,514,152,909611.2
617946.2,-21,628,78,1180867.3
634412.4,-18.9,590,152,1092503.4
635192.5,-20.2,634,100,1195334.9
598974.4,-3.9,368,88,554163.7
579954,-13.1,482,126,802883.1
589140.4,-24.2,590,68,1099432.5
572009.3,-12.3,528,136,953151.5
635410.7,-20.1,214,168,145011.6
582214.3,-13.1,438,82,671316.1
1156568.5,43.6,430,426,666592.3
626104.1,-2.9,456,146,728726.8
605281.2,-6.1,348,96,521432.6
572744,-7.4,384,62,576048.1
64425.5,-49.3,34,158,106641.9
593221.8,-2.3,450,106,709050.3
608278.1,-12,546,168,1003330.1
605500.9,-1.6,384,92,581211.5
619078,-13.1,566,162,1045505.9
619234.9,-10.5,502,174,871676.2
616964.6,-22.7,650,68,1238579.5
1158366.5,43.5,418,432,663049.9
608091.4,-21.3,580,120,1075677.7
624345.2,-20,586,140,1085895.4
572009.3,-12.3,528,136,953151.5
607009.5,-19.9,218,148,192530.2
592954.8,-6.8,400,80,605023.7
605123.9,-4.4,360,94,541687.9
613001.7,-13.7,418,104,641057.3
644967.8,-18.9,624,120,1169689.1
598841.3,-13.5,290,104,409645.4
578052.3,-23.3,630,26,1185129.6
599141.3,-10.8,514,164,910318.2
113430,-53.9,26,102,146976.8
599058.3,-22.4,620,46,1161309.4
582731.7,-18.2,228,124,251724.6
616080.3,-20.9,584,128,1082963.7
612098.9,-1.2,376,98,569088.9
605281.2,-6.1,348,96,521432.6
639633.4,-1,434,140,679273.6
597714.3,-13.4,544,156,997887.3
626640.7,-0.5,372,110,564614.9
561332.8,-9.1,376,54,562636.8
578143,-23.4,634,28,1196375.1
572009.3,-12.3,528,136,953151.5
593837.1,-24.7,662,20,1275756.8
1149177.4,41.6,396,424,659502.9
693191.9,-10.3,288,156,411080.2
624212.6,-20.3,622,90,1166137.9
580999.5,-19.7,572,84,1062292.8
612098.9,-1.2,376,98,569088.9
599487.2,-23.4,586,94,1089429.3
593001.6,-24.4,658,26,1265572.9
596755.2,-2.5,454,114,719359.4
572801.6,-13.6,542,124,993705.4
609229.2,-23,604,82,1126964.2
616860.5,-9.7,500,170,865128.2
626952.8,-20.3,590,138,1093879.4
587465,-13.8,432,82,660582.2
604053.6,-21.2,578,116,1072005.8
589140.4,-24.2,590,68,1099432.5
605654.5,-22.9,588,102,1092883.7
587696,-10.6,514,152,909611.2
571016,-18.5,430,60,649795.5
587959.2,-10.4,510,150,896483.3
587966,-16.6,252,112,323575.3
578505,-11.7,464,108,744130.4
579088,-12.3,486,128,816070.6
644635.2,-0.3,450,158,713323.6
587150.3,-5.1,370,78,556006.8
609318.2,-23,592,102,1100937.8
552871.2,-9.9,348,60,519343.9
572009.3,-12.3,528,136,953151.5
1135698.2,35.5,430,400,681924.6
626216.3,-3.2,358,110,540965.6
115364.3,-55.8,32,106,136971.1
612867.1,-9.4,412,102,630146.6
617416.6,-3.6,440,118,688023.2
616898.3,-0.2,382,102,579767.8
571856.8,-7,458,94,723044.3
609318.2,-23,592,102,1100937.8
1044624.3,28.9,376,340,633974.2
593372.2,-15.5,540,156,987079.1
599634.4,-15.3,262,114,345368.5
619078,-13.1,566,162,1045505.9
1137397.4,38.3,394,408,663605.9
582214.3,-13.1,438,82,671316.1
589107.1,-14.7,532,158,964801.8
1152502.4,42.9,426,420,666835.3
598974.4,-3.9,368,88,554163.7
587116.8,-23,630,36,1185125.7
693083.1,-13.9,268,162,349920
596842,-11.8,304,96,439084.5
598400.5,-14.1,558,142,1031329.3
572782.4,-11.8,522,138,934652.1
599189.4,-22.8,648,46,1235330.8
1137574.1,38.3,396,408,664154.8
612923.6,-21.4,632,70,1191073.5
609813.8,-22.7,606,80,1131241.1
601744.9,-14.7,526,178,948620.7
624516.3,-21.2,592,130,1098571.8
578631,-16,568,88,1054695.7
612283.5,-0.6,384,98,582330.8
605037.7,-24.5,672,36,1293699.8
644792.3,-2.1,462,172,746110.7
1148089.7,37.2,440,406,679405.9
561161.6,-15,566,62,1054759.5
561696.7,-13,508,124,888536.7
693527.3,-15.7,622,186,1159782.7
592074.6,-5.1,458,114,729139.4
1141259.3,36.9,440,400,688385.8
598175.8,-22.6,646,46,1229756.6
617036.2,-5,350,104,526089
592869.5,-24.6,660,22,1271455
604945.8,-22.3,612,62,1144668.8
1141843.6,40.5,406,412,665543.7
621472.8,-23.8,670,64,1287428.4
1139849,36.6,438,400,686941.6
592823.5,-9.4,404,80,611594.2
