X,L,j,i,Y
608278.1,-12,546,168,1003330.1
113383.8,-58,42,118,116654.3
693583.2,-16.1,630,178,1181282.1
617946.2,-21,628,78,1180867.3
596956.8,-6.2,400,84,605898.1
1137397.4,38.3,394,408,663605.9
644861.5,-12.3,576,194,1063311.5
1087877.8,33.5,420,370,681272.5
693083.1,-13.9,268,162,349920
596655.8,-24.7,676,18,1301977
572744,-7.4,384,62,576048.1
635683.4,-2.4,426,132,663799.6
593899.5,-8.2,328,92,485184
552960.7,-11.3,338,64,503311.9
605018.1,-11.4,476,144,786367.8
599189.4,-22.8,648,46,1235330.8
597601.5,-3.4,374,86,563744.2
654982,-10.7,580,208,1070195.9
579927.6,-19.1,422,68,638562.5
599141.3,-10.8,514,164,910318.2
578909.9,-11.1,512,142,902602.6
596906.5,-22.7,612,44,1145389.5
593221.8,-2.3,450,106,709050.3
561696.7,-13,508,124,888536.7
580802.6,-10.8,508,142,889479.2
599611.9,-11.5,518,168,923364.3
572744,-7.4,384,62,576048.1
582402.6,-23.2,578,76,1074108.6
609250,-24.1,662,48,1270734
113430,-53.9,26,102,146976.8
634302.7,-0.7,368,116,559061.4
599669.1,-22.3,636,52,1201864.1
578553.7,-7,394,66,592416.8
599487.2,-23.4,586,94,1089429.3
605816.8,-11.4,470,140,767469.6
635207.2,-15.5,576,176,1064128.7
612572.9,-1.7,446,120,702074.5
605123.9,-4.4,360,94,541687.9
609238.5,-22.2,586,112,1088134.7
609318.2,-23,592,102,1100937.8
599058.3,-22.4,620,46,1161309.4
599866.4,-24.6,674,24,1298163.6
572801.6,-13.6,542,124,993705.4
1137574.1,38.3,396,408,664154.8
580997.6,-16.1,256,106,336642.5
619078,-13.1,566,162,1045505.9
582629.1,-21.4,214,138,196349.5
113430,-53.9,26,102,146976.8
634502.7,-21.8,208,176,108983.8
1138077.8,38.8,402,408,665794.9
580928.6,-18,570,88,1058352.1
606273,-22.6,202,170,105347.2
601106.3,-4.8,398,88,603458.7
621472.8,-23.8,670,64,1287428.4
593372.2,-15.5,540,156,987079.1
599850.6,-7.4,460,124,736550.3
605123.9,-4.4,360,94,541687.9
635237.9,-17.7,584,164,1079961.4
607161.7,-2,374,94,565073.8
626104.1,-2.9,456,146,728726.8
578505,-11.7,464,108,744130.4
609711.9,-23.4,596,96,1109517.8
572782.4,-11.8,522,138,934652.1
572842.9,-11.9,524,138,940903.1
1040842.6,29.7,410,344,678954.6
608400.4,-12.4,560,156,1033848.9
612098.9,-1.2,376,98,569088.9
587966,-16.6,252,112,323575.3
634317.5,-16.9,252,138,306519.5
1156822.4,43.2,416,430,662852.5
597714.3,-13.4,544,156,997887.3
599634.4,-15.3,262,114,345368.5
644792.3,-2.1,462,172,746110.7
592869.5,-24.6,660,22,1271455
596893.2,-3.9,370,86,557164.7
616370.6,-11.9,296,112,422170.7
608278.1,-12,546,168,1003330.1
635192.5,-20.2,634,100,1195334.9
596184.3,-11.3,518,164,923117.2
687047.1,-18.1,644,162,1216914.4
571586.7,-11.8,510,134,895652.8
635768.9,-22.7,658,90,1257016.8
639759.4,-22.4,652,98,1241225.6
593899.5,-8.2,328,92,485184
626640.7,-0.5,372,110,564614.9
606904.6,-22,614,64,1148788.3
601013.1,-24.3,664,32,1276131.4
599058.3,-22.4,620,46,1161309.4
621925.4,-8.6,470,156,769144.5
626104.1,-2.9,456,146,728726.8
587696,-10.6,514,152,909611.2
1158366.5,43.5,418,432,663049.9
605500.9,-1.6,384,92,581211.5
597789.6,-21,576,108,1068577.5
589107.1,-14.7,532,158,964801.8
571059.4,-20.8,582,50,1083712.9
634412.4,-18.9,590,152,1092503.4
621472.8,-23.8,670,64,1287428.4
589989,-10.3,510,152,896597.1
616156.7,-21.9,590,118,1095631.6
598138.5,-9.6,504,156,877207.9
617946.2,-21,628,78,1180867.3
578052.3,-23.3,630,26,1185129.6
1157355.3,43,402,434,658750.2
561656.5,-21.2,576,38,1074784.4
604133.8,-4.8,458,126,731654.1
599866.4,-24.6,674,24,1298163.6
572801.6,-13.6,542,124,993705.4
64425.5,-49.3,34,158,106641.9
613001.7,-13.7,418,104,641057.3
1138077.8,38.8,402,408,665794.9
612283.5,-0.6,384,98,582330.8
1157117.7,43.3,418,430,663326.2
639633.4,-1,434,140,679273.6
616080.3,-20.9,584,128,1082963.7
597789.6,-21,576,108,1068577.5
597789.6,-21,576,108,1068577.5
572580.4,-13.6,546,118,1004616.4
596755.2,-2.5,454,114,719359.4
693791.3,-15.9,628,180,1175948.1
687333.1,-1.1,432,180,671803.7
613321.7,-3.4,362,100,546014.4
626952.8,-20.3,590,138,1093879.4
1145123.2,41.6,420,412,669185.1
621472.8,-23.8,670,64,1287428.4
561656.5,-21.2,576,38,1074784.4
616964.6,-22.7,650,68,1238579.5
601038.6,-22.2,620,50,1161471
607009.5,-19.9,218,148,192530.2
635207.2,-15.5,576,176,1064128.7
616514.4,-24.2,678,60,1307909.9
613914.7,-12.2,550,170,1014824.2
609229.2,-23,604,82,1126964.2
1044624.3,28.9,376,340,633974.2
571224.7,-23.3,588,36,1097576.6
598841.3,-13.5,290,104,409645.4
596418.9,-22.5,624,44,1169809.4
599477,-22.3,634,52,1196436.3
609229.2,-23,604,82,1126964.2
624018.1,-17.8,230,146,231711.2
609813.8,-22.7,606,80,1131241.1
1148089.7,37.2,440,406,679405.9
599866.4,-24.6,674,24,1298163.6
599214.3,-24,594,80,1106697.9
572801.6,-13.6,542,124,993705.4
608400.4,-12.4,560,156,1033848.9
606905.4,-11.4,514,172,910885.4
613458.6,-21.3,624,72,1171097.1
578315.9,-12.7,484,126,809326.5
635350.8,-1.4,438,138,686534
579889.5,-6,370,72,555220.9
1138077.8,38.8,402,408,665794.9
1137914.7,38.6,400,408,665249
617261.9,-12.7,514,182,911841
639759.4,-22.4,652,98,1241225.6
592074.6,-5.1,458,114,729139.4
561337.8,-13.6,562,72,1045810.2
626167.5,-20,588,140,1089784.9
608091.4,-21.3,580,120,1075677.7
613597.6,-8.8,426,108,656091.6
605500.9,-1.6,384,92,581211.5
609229.2,-23,604,82,1126964.2
599649.5,-10.9,432,94,663924.5
604133.8,-4.8,458,126,731654.1
612098.9,-1.2,376,98,569088.9
639633.4,-1,434,140,679273.6
580999.5,-19.7,572,84,1062292.8
1156822.4,43.2,416,430,662852.5
592869.9,-16.3,538,158,981575.6
1149941.5,42.2,414,420,664590.1
1156822.4,43.2,416,430,662852.5
599477,-22.3,634,52,1196436.3
561602.6,-12.3,306,80,444217.7
634886.8,-4.9,466,166,757735.5
571586.3,-17.7,232,114,272649
605353.3,-15.3,538,178,981276.3
572009.3,-12.3,528,136,953151.5
604133.8,-4.8,458,126,731654.1
592954.8,-6.8,400,80,605023.7
626104.1,-2.9,456,146,728726.8
617684.3,-0.8,448,128,707416
592869.5,-24.6,660,22,1271455
635410.7,-20.1,214,168,145011.6
599669.1,-22.3,636,52,1201864.1
644253.8,0.5,372,124,567331.1
613914.7,-12.2,550,170,1014824.2
619294.6,-0.2,378,104,573500.5
617416.6,-3.6,440,118,688023.2
605037.7,-24.5,672,36,1293699.8
608379.1,-11.1,510,170,897725.6
608998,-9.9,412,98,629228.8
613507.8,-11,506,172,884620.1
605654.5,-22.9,588,102,1092883.7
64425.5,-49.3,34,158,106641.9
599189.4,-22.8,648,46,1235330.8
616860.5,-9.7,500,170,865128.2
1080782.9,33.9,384,364,655678.6
587368.5,-23.7,650,30,1242933.9
604996.2,-14.2,540,174,986699.3
572744,-7.4,384,62,576048.1
572050,-12,464,102,742618
634886.8,-4.9,466,166,757735.5
1145561.8,40.9,392,420,659686.7
1041601.4,28.9,380,340,639953.4
616080.3,-20.9,584,128,1082963.7
609596,-9.1,498,162,858238.3
596842,-11.8,304,96,439084.5
552424.8,-12.2,296,78,428420.1
1158594.3,44,438,428,668102.7
572791.4,-13.9,566,82,1051697.2
1137397.4,38.3,394,408,663605.9
580700.8,-14.3,476,122,783202.6
687206.5,-15.7,616,186,1144251.5
687622.1,-20,654,160,1240982.5
606904.6,-22,614,64,1148788.3
624212.6,-20.3,622,90,1166137.9
596418.9,-22.5,624,44,1169809.4
619234.9,-10.5,502,174,871676.2
580800.2,-15.3,566,96,1050243
596755.2,-2.5,454,114,719359.4
578201.7,-23.4,578,68,1074252.2
593148.1,-9.8,314,94,458638.8
608644.2,-13.9,420,100,643562.3
1145261.4,41.3,406,416,664222.1
1087887.1,34.4,378,368,650148.3
626593.3,-1.6,366,110,554546.5
1040842.6,29.7,410,344,678954.6
587086.3,-24.7,656,20,1262434.5
604996.2,-14.2,540,174,986699.3
621824.4,-23.3,666,66,1278390.8
592064.6,-22.4,578,94,1073336.4
617481.7,-20.9,620,80,1161680.3
587368.5,-23.7,650,30,1242933.9
693191.9,-10.3,288,156,411080.2
578631,-16,568,88,1054695.7
609250,-24.1,662,48,1270734
1137574.1,38.3,396,408,664154.8
619329.3,-11.3,504,176,878188
619144.6,-21.1,634,78,1196089.8
616998.9,-9.7,474,154,781272.1
572816.8,-15.1,280,92,393653.2
639401.6,-22.5,670,92,1286398.2
1152502.4,42.9,426,420,666835.3
599424.3,-11.6,304,98,438986.4
644253.8,0.5,372,124,567331.1
621238.9,-5.4,340,108,509022.1
609888.8,-21.8,614,70,1148602.3
571795.5,-10.3,338,76,502834
552106.4,-9.1,356,56,531747.2
619521.7,-22,606,98,1130055.1
582712.4,-23.8,600,40,1122075.8
624090.2,-21,636,84,1201050.5
596418.9,-22.5,624,44,1169809.4
616898.3,-0.2,382,102,579767.8
621472.8,-23.8,670,64,1287428.4
579782.1,-8.9,342,80,509713
601744.9,-14.7,526,178,948620.7
552871.2,-9.9,348,60,519343.9
582731.7,-18.2,228,124,251724.6
609229.2,-23,604,82,1126964.2
589347.4,-17,424,80,645448.6
561494,-12.9,526,124,947159.8
693491.1,-21.6,668,168,1274491.9
552424.8,-12.2,296,78,428420.1
1086653.4,34.4,388,368,658379.5
597227.3,-10.7,514,162,910190
1145123.2,41.6,420,412,669185.1
687959.5,-12,278,156,381602.4
593531.5,-23.4,604,52,1128979.2
597362.7,-14.2,558,140,1031503.1
596906.5,-22.7,612,44,1145389.5
1158594.3,44,438,428,668102.7
572749.5,-8.6,396,60,594346.8
582851,-16.8,250,110,320409.9
687622.1,-20,654,160,1240982.5
608400.4,-12.4,560,156,1033848.9
609229.2,-23,604,82,1126964.2
605863.8,-12.4,542,172,992163.7
596893.2,-3.9,370,86,557164.7
572088,-23,194,164,102641.9
596355.1,-24.1,598,68,1115747.5
612923.6,-21.4,632,70,1191073.5
626936.7,-4.9,338,112,506098.5
617425.6,-12.3,538,194,980006.8
617894.8,-21,586,128,1086892.4
619223.2,-21.6,610,92,1138991.5
579576.9,-13.7,554,116,1024228.4
572725,-17.4,246,106,314357.4
1080782.9,33.9,384,364,655678.6
580802.6,-10.8,508,142,889479.2
1145241.3,36.7,430,408,674394.2
613914.7,-12.2,550,170,1014824.2
589140.4,-24.2,590,68,1099432.5
108178.5,-57.1,42,124,111861.5
1142936.4,40.7,402,414,663975.9
598400.5,-14.1,558,142,1031329.3
108494.5,-55.2,28,112,142728.2
580700.8,-14.3,476,122,783202.6
687997,-20.6,660,160,1255564.1
1080782.9,33.9,384,364,655678.6
1044042,29.3,444,338,732293.3
616964.6,-22.7,650,68,1238579.5
605281.2,-6.1,348,96,521432.6
619294.6,-0.2,378,104,573500.5
626736.6,-21.2,608,108,1133626.2
592954.8,-6.8,400,80,605023.7
609541.3,-20.2,578,126,1071337
616998.9,-9.7,474,154,781272.1
104171.9,-57.8,32,120,133243.4
1149177.4,41.6,396,424,659502.9
605654.5,-22.9,588,102,1092883.7
1147424.2,42,422,414,668378.4
621238.9,-5.4,340,108,509022.1
607047.4,-24.4,670,42,1288665.4
612516.5,-18.1,574,138,1062705.8
609854.7,-2.7,444,114,697218.6
604129.2,-15.1,526,182,949138.5
1145320.3,41.5,414,414,666815.7
571856.8,-7,458,94,723044.3
1156568.5,43.6,430,426,666592.3
597362.7,-14.2,558,140,1031503.1
687254.2,-17.5,640,164,1207096.9
626736.6,-21.2,608,108,1133626.2
113430,-53.9,26,102,146976.8
578275.5,-13.7,554,114,1024330.5
1137914.7,38.6,400,408,665249
1139584.6,36.3,432,402,681605.8
1145561.8,40.9,392,420,659686.7
113383.8,-58,42,118,116654.3
624367,-22.7,650,78,1237713.5
598974.4,-3.9,368,88,554163.7
561161.6,-15,566,62,1054759.5
601698.9,-7.8,322,98,474207.9
607161.7,-2,374,94,565073.8
561332.8,-9.1,376,54,562636.8
605654.5,-22.9,588,102,1092883.7
572744,-7.4,384,62,576048.1
607753.7,-1.2,384,94,581583.1
613469,-13.2,284,114,395670.2
621306.3,-22,206,172,112254.9
687622.1,-20,654,160,1240982.5
634502.7,-21.8,208,176,108983.8
687737.4,-10.2,602,214,1102009.6
609654.4,-23.8,658,52,1260740.1
606316,-9.5,430,100,660097.5
639012.3,0.5,374,120,569869.8
612867.1,-9.4,412,102,630146.6
624345.2,-20,586,140,1085895.4
601013.1,-24.3,664,32,1276131.4
1138077.8,38.8,402,408,665794.9
609229.2,-23,604,82,1126964.2
1041271.8,28,370,338,624937.1
1156568.5,43.6,430,426,666592.3
693191.9,-10.3,288,156,411080.2
693527.3,-15.7,622,186,1159782.7
572009.3,-12.3,528,136,953151.5
604846.4,-5.9,402,92,610958.5
596695.8,-9.4,500,152,863934.8
578143,-23.4,634,28,1196375.1
604945.8,-22.3,612,62,1144668.8
589140.4,-24.2,590,68,1099432.5
561867.2,-19.2,572,48,1066947.5
621290,-21.2,210,166,136927.7
607960.1,-13.8,274,114,372947.5
1148089.7,37.2,440,406,679405.9
626167.5,-20,588,140,1089784.9
606717.6,-2.6,370,94,558435.9
621813.3,-18.1,224,150,207633
587368.5,-23.7,650,30,1242933.9
616964.6,-22.7,650,68,1238579.5
580999.5,-19.7,572,84,1062292.8
578909.9,-11.1,512,142,902602.6
582851,-16.8,250,110,320409.9
599189.4,-22.8,648,46,1235330.8
579954,-13.1,482,126,802883.1
613507.8,-11,506,172,884620.1
593001.6,-24.4,658,26,1265572.9
616566.5,-9.6,478,156,794056.1
644967.8,-18.9,624,120,1169689.1
626936.7,-4.9,338,112,506098.5
598951.1,-12.5,428,92,655692.5
604996.2,-14.2,540,174,986699.3
609813.8,-22.7,606,80,1131241.1
609201.1,-15.2,536,188,975836.2
587696,-10.6,514,152,909611.2
552312.6,-17.1,440,42,660072.7
598175.8,-22.6,646,46,1229756.6
1147945.8,42,418,416,666759.1
617036.2,-5,350,104,526089
1159185.7,43.8,404,436,659020.9
596652.2,-10.4,310,96,450613.2
616080.3,-20.9,584,128,1082963.7
605018.1,-11.4,476,144,786367.8
635768.9,-22.7,658,90,1257016.8
1157117.7,43.3,418,430,663326.2
605018.1,-11.4,476,144,786367.8
644635.2,-0.3,450,158,713323.6
617778.9,-24,674,58,1297918.3
108060.5,-56,30,114,138762.6
580594.2,-19.2,222,128,231074.3
571059.4,-20.8,582,50,1083712.9
639735,-19.8,608,130,1131832.5
598951.1,-12.5,428,92,655692.5
624212.6,-20.3,622,90,1166137.9
