X,L,j,i,Y
1149941.5,42.2,414,420,664590.1
580700.8,-14.3,476,122,783202.6
609596,-9.1,498,162,858238.3
687254.2,-17.5,640,164,1207096.9
582851,-16.8,250,110,320409.9
1147424.2,42,422,414,668378.4
572009.3,-12.3,528,136,953151.5
687254.2,-17.5,640,164,1207096.9
572749.5,-8.6,396,60,594346.8
616591.9,-22.8,600,102,1117224.7
609229.2,-23,604,82,1126964.2
654796.7,-13.2,274,140,368546.5
613469,-13.2,284,114,395670.2
592954.8,-6.8,400,80,605023.7
578909.9,-11.1,512,142,902602.6
1145123.2,41.6,420,412,669185.1
1137397.4,38.3,394,408,663605.9
613469,-13.2,284,114,395670.2
589107.1,-14.7,532,158,964801.8
59891,-49.3,36,166,100674.4
635207.2,-15.5,576,176,1064128.7
605123.9,-4.4,360,94,541687.9
608400.4,-12.4,560,156,1033848.9
654627.9,-12.1,280,138,384798.4
606717.6,-2.6,370,94,558435.9
639633.4,-1,434,140,679273.6
572744,-7.4,384,62,576048.1
616080.3,-20.9,584,128,1082963.7
1149177.4,41.6,396,424,659502.9
609888.8,-21.8,614,70,1148602.3
626593.3,-1.6,366,110,554546.5
578052.3,-23.3,630,26,1185129.6
613321.7,-3.4,362,100,546014.4
596184.3,-11.3,518,164,923117.2
605281.2,-6.1,348,96,521432.6
616566.5,-9.6,478,156,794056.1
1040842.6,29.7,410,344,678954.6
639401.6,-22.5,670,92,1286398.2
617684.3,-0.8,448,128,707416
596755.2,-2.5,454,114,719359.4
113430,-53.9,26,102,146976.8
616898.3,-0.2,382,102,579767.8
635192.5,-20.2,634,100,1195334.9
616370.6,-11.9,296,112,422170.7
598841.3,-13.5,290,104,409645.4
1148089.7,37.2,440,406,679405.9
579088,-12.3,486,128,816070.6
572801.6,-13.6,542,124,993705.4
596355.1,-24.1,598,68,1115747.5
619521.7,-22,606,98,1130055.1
1139584.6,36.3,432,402,681605.8
1044042,29.3,444,338,732293.3
580997.6,-16.1,256,106,336642.5
104894.5,-49.3,60,174,48569.5
578052.3,-23.3,630,26,1185129.6
113430,-53.9,26,102,146976.8
1044042,29.3,444,338,732293.3
582990,-12.4,484,130,809871.6
608091.4,-21.3,580,120,1075677.7
1086653.4,34.4,388,368,658379.5
572842.9,-11.9,524,138,940903.1
624212.6,-20.3,622,90,1166137.9
580999.5,-19.7,572,84,1062292.8
613321.7,-3.4,362,100,546014.4
612039.3,-23.8,660,54,1265359.9
617684.3,-0.8,448,128,707416
624367,-22.7,650,78,1237713.5
626936.7,-4.9,338,112,506098.5
599058.3,-22.4,620,46,1161309.4
616591.9,-22.8,600,102,1117224.7
571586.3,-17.7,232,114,272649
572744,-7.4,384,62,576048.1
1157117.7,43.3,418,430,663326.2
617261.9,-12.7,514,182,911841
597023.6,-5.3,398,84,602608.8
626167.5,-20,588,140,1089784.9
1157355.3,43,402,434,658750.2
571856.8,-7,458,94,723044.3
1080782.9,33.9,384,364,655678.6
596893.2,-3.9,370,86,557164.7
596695.8,-9.4,500,152,863934.8
609229.2,-23,604,82,1126964.2
552880.5,-17.8,224,108,259207.7
613597.6,-8.8,426,108,656091.6
693083.1,-13.9,268,162,349920
599433.7,-11.1,516,166,916864.6
592954.8,-6.8,400,80,605023.7
579088,-12.3,486,128,816070.6
599866.4,-24.6,674,24,1298163.6
598974.4,-3.9,368,88,554163.7
580700.8,-14.3,476,122,783202.6
599850.6,-7.4,460,124,736550.3
587150.3,-5.1,370,78,556006.8
626167.5,-20,588,140,1089784.9
