,Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,real_identifier
155,31,0,0,1,1,1,0,0
156,34,2,1,5,0,0,1,0
157,28,1,2,2,1,0,0,0
158,30,0,1,4,0,1,1,0
159,37,2,0,3,1,0,0,0
160,32,1,1,3,0,0,0,0
161,28,0,2,2,0,0,0,0
162,35,0,2,5,1,0,0,0
163,33,0,1,4,0,1,0,0
164,37,1,2,3,1,0,0,0
165,34,0,1,2,0,0,0,0
166,29,0,2,6,1,1,0,0
167,32,1,2,1,0,0,0,0
168,31,0,1,3,1,1,0,0
169,30,1,2,2,0,0,0,0
170,31,1,1,2,1,1,0,0
171,35,0,2,3,0,0,1,0
172,29,1,0,4,1,1,1,0
173,32,2,1,1,0,0,0,0
174,36,0,2,5,1,1,1,0
175,28,1,0,2,0,0,0,0
176,33,2,1,3,1,1,0,0
177,30,0,0,1,0,0,0,0
178,34,1,2,4,1,1,1,0
179,29,2,1,2,0,0,0,0
180,32,1,0,2,1,0,1,0
181,29,0,1,3,1,1,0,0
182,35,2,0,1,0,0,1,0
183,33,0,2,2,1,1,0,0
184,28,2,1,4,0,0,1,0
185,36,1,0,3,1,1,0,0
186,34,0,2,1,0,0,0,0
187,31,2,1,5,1,0,1,0
188,30,0,2,4,0,1,0,0
189,27,1,1,2,1,0,1,0
190,32,1,1,2,1,0,1,0
191,29,2,0,3,0,1,0,0
192,36,0,2,5,0,1,1,0
193,30,1,1,2,0,1,0,0
194,29,0,1,3,0,0,1,0
195,33,0,1,2,1,0,1,0
196,38,2,2,1,0,0,0,0
197,32,0,2,3,1,0,0,0
198,35,1,1,1,1,0,0,0
199,28,0,2,4,1,0,0,0
200,37,0,2,2,1,1,0,0
201,36,0,2,1,0,1,0,0
202,34,0,1,3,1,0,0,0
203,31,0,2,1,1,0,0,0
204,32,1,1,1,0,1,0,0
205,28,2,0,4,0,0,0,0
206,33,0,2,2,1,1,0,0
207,29,0,1,2,0,0,1,0
208,30,1,1,2,1,0,0,0
209,34,0,1,3,0,0,0,0
210,32,1,0,3,0,0,1,0
211,36,0,1,5,1,0,0,0
212,29,2,2,2,0,1,1,0
213,35,1,0,4,1,0,0,0
214,27,0,1,3,0,0,1,0
215,39,2,1,6,0,1,0,0
216,31,0,2,1,1,0,0,0
217,34,1,0,5,1,0,1,0
218,30,2,1,2,0,1,0,0
219,33,0,2,4,0,0,1,0
220,32,1,2,2,0,1,0,0
221,28,0,1,3,1,0,1,0
222,36,2,0,5,0,1,0,0
223,29,1,2,4,0,0,1,0
224,33,0,1,2,1,1,0,0
225,31,2,0,3,0,0,1,0
226,27,0,2,5,1,1,0,0
227,34,1,1,1,0,0,0,0
228,30,0,0,4,1,1,1,0
229,35,2,1,6,0,0,0,0
230,35,0,2,2,0,0,0,0
231,29,1,2,3,0,1,0,0
232,32,2,0,1,0,0,1,0
233,36,0,1,2,0,1,0,0
234,33,0,2,4,0,1,0,0
235,27,1,2,1,0,1,0,0
236,31,2,0,1,0,0,1,0
237,35,0,1,3,0,0,0,0
238,30,2,1,2,0,1,0,0
239,38,1,2,1,0,1,0,0
240,29,0,1,2,1,0,0,0
241,32,1,2,3,0,1,1,0
242,35,0,2,4,1,0,0,0
243,33,1,1,2,0,1,0,0
244,28,2,1,5,1,0,1,0
245,31,0,2,3,1,1,0,0
246,34,2,1,1,0,0,0,0
247,29,0,1,4,0,1,0,0
248,36,1,2,2,0,0,1,0
249,30,0,1,3,1,0,0,0
250,32,1,1,4,0,0,0,0
251,36,2,0,2,1,1,1,0
252,33,0,2,5,0,1,0,0
253,31,1,1,2,1,0,0,0
254,29,1,1,4,0,1,0,0
255,30,0,0,3,1,0,0,0
256,31,2,0,6,0,1,1,0
257,28,0,2,3,0,0,0,0
258,30,0,1,2,1,0,0,0
259,27,0,1,5,1,1,1,0
260,35,1,1,2,0,0,1,0
261,29,0,0,3,1,1,0,0
262,36,2,2,4,1,0,0,0
263,31,1,1,2,0,1,1,0
264,32,0,1,4,0,0,0,0
265,33,0,2,5,1,1,1,0
266,28,1,0,3,0,0,1,0
267,34,2,2,1,1,1,0,0
268,30,0,1,6,0,1,0,0
269,29,1,0,2,1,0,1,0
270,32,1,1,2,0,0,0,0
271,28,0,2,3,1,1,1,0
272,34,2,1,1,0,0,0,0
273,29,1,0,2,0,1,1,0
274,31,0,1,3,0,0,0,0
275,33,2,2,2,1,1,0,0
276,35,0,0,1,0,0,0,0
277,36,1,2,3,0,1,1,0
278,30,2,1,2,0,0,0,0
279,28,0,2,1,1,1,1,0
280,32,1,1,3,1,0,0,0
281,28,0,2,4,0,1,1,0
282,33,2,0,2,1,0,0,0
283,35,1,1,3,0,0,0,0
284,31,0,2,1,1,1,0,0
285,36,0,1,5,0,0,1,0
286,38,2,2,2,1,0,0,0
287,29,1,0,2,0,0,0,0
288,34,0,1,4,1,1,1,0
289,32,2,0,3,0,0,0,0
290,32,1,1,2,0,0,0,0
291,31,0,2,4,1,1,0,0
292,33,2,0,2,0,1,1,0
293,34,1,1,3,1,0,0,0
294,36,0,2,5,0,1,0,0
295,30,2,0,1,1,0,1,0
296,35,1,1,4,0,1,0,0
297,32,0,2,2,1,0,0,0
298,34,2,0,3,0,1,1,0
299,31,1,1,5,1,0,0,0
300,35,0,1,2,0,0,0,0
301,31,1,1,3,0,1,0,0
302,36,0,1,1,1,0,0,0
303,32,1,2,2,1,0,0,0
304,33,2,0,1,1,1,1,0
305,35,0,1,1,1,1,0,0
306,39,0,2,2,0,1,0,0
307,37,0,2,3,0,0,0,0
308,31,2,0,1,0,0,0,0
309,36,0,2,1,0,1,0,0
310,31,1,2,3,0,0,1,0
311,36,2,1,4,1,1,0,0
312,33,1,1,2,1,0,1,0
313,28,0,2,5,0,1,0,0
314,35,2,1,6,1,1,0,0
315,29,0,2,4,0,0,1,0
316,32,1,1,1,1,1,0,0
317,34,2,2,3,0,0,1,0
318,27,0,1,2,1,1,0,0
319,30,1,2,5,0,0,1,0
320,32,1,0,2,0,1,0,0
321,35,0,1,3,0,1,0,0
322,31,1,2,2,0,1,0,0
323,28,0,1,1,0,0,0,0
324,36,0,2,4,0,0,0,0
325,29,0,2,3,0,0,0,0
326,32,2,1,4,0,0,0,0
327,38,2,0,2,0,0,1,0
328,35,0,2,3,0,1,0,0
329,33,2,0,1,0,0,0,0
330,29,1,1,2,0,0,0,0
331,36,2,0,1,1,1,0,0
332,31,0,2,4,1,0,0,0
333,30,0,1,5,0,1,0,0
334,32,1,1,1,1,0,0,0
335,35,0,2,3,1,0,0,0
336,28,0,2,2,1,1,0,0
337,33,1,0,3,0,0,0,0
338,30,1,2,4,0,1,0,0
339,34,0,1,2,1,0,0,0
340,32,1,0,2,0,0,1,0
341,29,0,1,3,1,1,0,0
342,35,2,0,1,0,0,0,0
343,31,2,0,2,0,0,1,0
344,30,0,1,1,0,1,0,0
345,34,0,1,1,1,0,0,0
346,37,0,2,4,0,1,0,0
347,32,0,1,3,0,0,0,0
348,29,0,1,2,1,0,0,0
349,33,0,2,1,0,1,0,0
350,29,1,2,2,1,1,0,0
351,35,0,1,3,0,0,0,0
352,32,2,0,5,0,1,1,0
353,33,1,2,4,1,0,0,0
354,27,0,0,2,0,1,1,0
355,34,2,1,3,1,0,0,0
356,31,0,2,1,0,1,0,0
357,28,1,1,5,1,0,0,0
358,37,2,0,6,0,1,1,0
359,30,0,2,3,1,0,0,0
360,33,1,2,3,1,0,0,0
361,36,2,0,2,0,1,1,0
362,30,0,1,4,1,0,0,0
363,32,1,2,5,0,1,1,0
364,38,0,1,3,1,0,0,0
365,35,1,0,2,0,1,1,0
366,29,0,2,1,1,0,0,0
367,34,2,1,4,0,1,1,0
368,37,1,0,5,1,0,0,0
369,31,0,2,3,0,1,1,0
370,31,0,2,3,1,0,0,0
371,35,1,1,2,0,0,0,0
372,28,0,2,2,1,1,0,0
373,34,2,1,1,0,1,0,0
374,32,0,1,1,1,0,1,0
375,27,1,2,3,1,1,0,0
376,38,2,1,2,0,0,0,0
377,33,0,2,1,1,1,0,0
378,29,2,1,2,0,0,0,0
379,35,0,2,4,1,1,0,0
380,32,1,0,2,0,1,0,0
381,35,0,1,3,1,0,0,0
382,37,1,2,2,0,1,1,0
383,34,2,1,1,1,0,0,0
384,31,0,0,1,1,0,0,0
385,28,1,2,2,0,1,0,0
386,33,0,1,1,1,0,1,0
387,30,2,2,3,0,1,0,0
388,29,1,0,2,1,0,0,0
389,36,0,1,1,0,0,0,0
390,35,1,1,5,1,1,1,0
391,29,1,0,2,0,1,1,0
392,32,0,2,4,0,0,0,0
393,26,2,0,1,1,0,1,0
394,33,0,2,3,0,1,0,0
395,28,2,1,1,1,0,1,0
396,31,0,2,2,0,0,0,0
397,39,2,1,4,0,1,1,0
398,36,0,2,3,1,1,0,0
399,29,1,1,1,0,0,0,0
400,34,1,1,2,0,1,0,0
401,26,2,0,3,1,1,1,0
402,28,0,2,1,0,1,0,0
403,32,0,2,4,1,0,0,0
404,35,1,1,1,0,0,0,0
405,27,0,2,2,1,1,0,0
406,31,0,1,2,1,0,0,0
407,30,1,2,5,0,1,0,0
408,33,0,1,1,1,0,0,0
409,36,0,1,1,0,0,0,0
410,32,0,1,5,0,1,0,0
411,29,1,2,2,0,0,0,0
412,33,0,1,4,1,1,0,0
413,36,2,0,3,0,0,1,0
414,28,0,1,2,1,0,0,0
415,34,1,2,6,0,1,0,0
416,30,0,0,1,1,0,0,0
417,35,2,1,2,0,1,0,0
418,31,0,2,5,0,0,1,0
419,27,0,1,3,1,1,0,0
420,29,0,1,3,0,0,0,0
421,32,0,1,2,1,0,0,0
422,31,1,0,1,0,1,0,0
423,35,0,2,4,1,0,0,0
424,27,0,2,3,0,0,1,0
425,38,0,2,5,0,1,0,0
426,30,0,0,2,0,1,0,0
427,34,1,1,3,0,1,0,0
428,36,0,1,5,1,0,0,0
429,29,0,2,4,0,1,0,0
430,30,1,1,2,0,0,0,0
431,28,0,2,4,1,0,0,0
432,35,2,0,3,1,1,1,0
433,33,1,1,2,0,0,0,0
434,29,0,1,3,0,0,0,0
435,32,2,2,5,1,1,1,0
436,37,1,0,2,0,0,0,0
437,34,0,1,1,0,0,0,0
438,31,2,2,4,1,1,1,0
439,36,0,1,3,1,0,0,0
440,35,1,0,2,0,0,0,0
441,27,0,2,2,1,1,0,0
442,33,0,1,1,1,0,0,0
443,31,0,1,3,1,1,0,0
444,28,1,0,2,0,0,1,0
445,36,2,0,1,0,0,0,0
446,32,0,1,2,1,1,0,0
447,30,1,2,3,0,0,0,0
448,38,2,1,1,0,1,0,0
449,29,2,0,1,1,0,0,0
450,34,1,1,2,1,0,0,0
451,29,0,2,1,0,1,1,0
452,32,2,1,3,1,0,1,0
453,38,0,1,2,0,1,0,0
454,27,1,2,2,1,0,0,0
455,35,2,1,1,0,1,1,0
456,33,0,2,3,1,0,0,0
457,31,1,1,1,0,1,0,0
458,36,0,2,2,1,0,1,0
459,28,2,1,3,0,1,0,0
460,29,0,2,3,0,1,0,0
461,36,0,1,2,1,0,0,0
462,32,0,2,5,0,1,0,0
463,33,0,1,3,1,0,0,0
464,30,0,1,2,0,1,0,0
465,35,0,2,4,1,0,0,0
466,28,0,2,6,0,0,0,0
467,34,0,1,1,1,1,0,0
468,31,0,2,3,0,0,0,0
469,29,0,1,5,1,0,0,0
470,29,1,1,2,0,0,0,0
471,32,2,0,3,1,1,1,0
472,35,1,2,4,0,0,0,0
473,31,2,1,2,1,0,1,0
474,28,0,2,5,0,0,1,0
475,33,2,0,1,1,0,0,0
476,29,0,2,3,1,1,0,0
477,34,1,1,1,0,0,0,0
478,30,0,2,4,1,0,1,0
479,27,1,2,5,0,1,0,0
480,29,1,2,2,0,1,0,0
481,35,0,1,4,0,0,0,0
482,33,2,0,5,1,1,1,0
483,28,1,1,2,0,1,0,0
484,32,0,2,3,1,0,0,0
485,37,2,0,6,0,1,1,0
486,29,1,1,1,0,0,0,0
487,35,0,2,2,1,1,0,0
488,31,1,0,4,0,0,0,0
489,34,2,1,3,1,1,1,0
490,35,1,1,2,0,0,0,0
491,36,0,2,3,1,0,0,0
492,33,2,0,1,1,0,1,0
493,31,0,1,2,0,0,0,0
494,28,1,2,4,1,0,0,0
495,39,2,1,3,0,0,0,0
496,32,1,2,1,0,0,0,0
497,29,0,1,3,1,0,0,0
498,37,0,0,2,0,0,0,0
499,31,1,2,4,1,1,0,0
0,37,0,2,3,1,0,0,1
1,27,2,0,4,0,0,1,1
2,37,2,1,1,0,0,0,1
3,35,1,2,3,0,0,0,1
4,37,0,2,2,1,0,0,1
5,34,0,2,4,1,1,0,1
6,30,2,0,6,0,1,1,1
7,27,2,0,4,0,0,1,1
8,31,0,2,4,0,0,0,1
9,33,2,1,1,0,1,0,1
10,27,2,0,1,0,0,1,1
11,31,2,0,6,0,1,1,1
12,30,0,1,4,1,0,0,1
13,28,2,0,6,0,1,1,1
14,30,0,2,1,0,1,0,1
15,34,0,2,6,0,1,0,1
16,29,2,0,5,0,0,1,1
17,38,0,2,2,0,1,0,1
18,30,2,0,1,0,0,0,1
19,37,2,1,1,0,0,0,1
20,34,2,1,5,1,0,1,1
21,28,2,0,4,0,0,1,1
22,34,2,1,1,1,0,1,1
23,36,1,1,2,0,0,0,1
24,37,0,2,4,1,1,0,1
25,30,1,1,1,1,0,0,1
26,37,2,0,1,0,0,0,1
27,28,2,1,4,1,0,1,1
28,30,0,1,4,1,0,0,1
29,28,0,1,5,1,1,0,1
30,30,1,1,5,0,0,0,1
31,31,2,1,1,0,0,0,1
32,30,0,2,4,0,1,0,1
33,31,0,2,1,0,1,0,1
34,28,0,2,1,1,1,0,1
35,30,1,1,1,1,0,0,1
36,35,0,1,4,0,1,0,1
37,37,0,1,5,0,1,1,1
38,27,0,2,4,1,1,0,1
39,31,2,0,1,0,0,1,1
40,30,0,1,2,1,0,1,1
41,30,0,1,5,0,0,0,1
42,29,0,2,3,0,0,0,1
43,37,0,2,1,0,1,0,1
44,36,2,1,2,1,0,0,1
45,34,0,2,3,0,1,0,1
46,30,2,0,1,0,0,1,1
47,33,0,2,1,0,1,0,1
48,27,0,1,2,1,0,1,1
49,37,0,2,2,0,0,0,1
50,31,0,2,2,0,0,0,1
51,37,0,2,4,1,0,0,1
52,35,0,2,6,0,1,0,1
53,27,0,2,1,0,1,0,1
54,28,0,1,4,1,1,1,1
55,35,2,0,1,1,0,0,1
56,36,0,2,3,0,0,0,1
57,29,0,1,3,0,0,0,1
58,30,0,2,2,1,0,0,1
59,30,2,1,1,1,0,1,1
60,30,2,0,1,1,0,1,1
61,36,0,2,2,1,0,0,1
62,30,0,1,2,0,0,0,1
63,37,2,1,4,1,1,1,1
64,34,0,2,5,0,1,0,1
65,34,0,2,3,1,1,0,1
66,37,0,2,3,1,1,0,1
67,34,0,1,4,0,1,0,1
68,31,2,0,1,1,0,0,1
69,35,0,1,4,1,0,0,1
70,29,0,1,5,1,0,1,1
71,37,0,1,5,1,0,1,1
72,34,0,2,4,1,0,0,1
73,37,0,2,1,1,1,0,1
74,28,0,2,2,0,0,1,1
75,30,0,2,2,0,0,0,1
76,30,2,0,1,0,0,0,1
77,30,2,0,1,0,0,1,1
78,33,2,0,4,1,0,1,1
79,37,2,0,1,1,0,1,1
80,31,0,2,6,0,1,0,1
81,28,2,1,1,1,0,1,1
82,38,2,1,1,0,0,0,1
83,27,0,2,2,0,0,1,1
84,30,0,2,1,1,1,0,1
85,28,0,1,3,0,0,0,1
86,31,0,1,4,1,0,1,1
87,30,2,1,1,0,1,0,1
88,31,0,1,2,0,0,0,1
89,38,2,1,1,0,0,0,1
90,28,0,2,4,0,0,0,1
91,38,0,2,3,1,0,0,1
92,30,2,1,1,1,0,1,1
93,35,0,1,2,1,0,1,1
94,27,0,1,1,0,0,0,1
95,38,0,2,2,0,0,0,1
96,34,2,0,1,0,0,0,1
97,30,1,2,3,0,0,0,1
98,37,0,1,4,1,1,0,1
99,37,0,1,1,0,1,0,1
100,31,0,1,3,1,1,0,1
101,38,0,1,1,0,1,0,1
102,29,0,1,1,1,1,0,1
103,30,0,2,3,0,1,0,1
104,36,2,1,1,0,0,0,1
105,34,2,1,2,0,0,0,1
106,34,0,2,3,1,1,0,1
107,30,0,1,4,0,0,0,1
108,37,2,1,2,0,1,0,1
109,30,0,2,1,1,1,0,1
110,34,0,1,2,1,0,1,1
111,36,2,0,6,0,1,1,1
112,27,0,1,2,1,0,1,1
113,36,0,2,3,0,1,0,1
114,30,1,2,2,0,0,0,1
115,30,0,2,3,0,0,0,1
116,37,0,2,2,0,0,0,1
117,34,0,2,1,0,1,0,1
118,30,0,2,6,0,1,0,1
119,37,0,2,2,1,0,0,1
120,35,0,1,2,1,1,1,1
121,29,0,2,4,1,0,0,1
122,30,2,1,1,1,1,1,1
123,28,2,0,6,0,1,1,1
124,30,2,0,5,0,0,1,1
125,30,2,0,1,0,0,0,1
126,34,1,2,5,0,1,0,1
127,30,0,2,6,0,1,0,1
128,33,0,1,1,1,1,0,1
129,34,0,2,5,0,1,0,1
130,34,0,2,6,0,1,0,1
131,30,2,1,1,1,0,1,1
132,36,0,2,1,0,1,0,1
133,30,0,1,6,0,1,0,1
134,31,0,1,4,1,0,0,1
135,27,2,0,1,0,0,1,1
136,36,0,2,3,1,0,0,1
137,31,0,2,4,0,1,0,1
138,33,2,0,1,0,0,1,1
139,37,2,1,1,0,0,0,1
140,27,0,1,2,0,0,1,1
141,35,2,1,2,1,0,0,1
142,34,0,1,5,0,0,0,1
143,35,2,0,1,0,0,1,1
144,30,0,2,2,1,0,0,1
145,29,0,1,2,1,0,1,1
146,30,1,2,6,0,1,0,1
147,27,0,2,5,0,1,0,1
148,35,0,2,1,1,1,0,1
149,30,2,1,1,1,0,1,1
150,38,0,1,2,0,0,0,1
151,34,0,2,3,1,0,0,1
152,31,2,0,1,1,0,1,1
153,37,0,2,6,0,1,0,1
154,31,2,1,1,0,1,0,1
155,30,0,1,5,1,0,0,1
156,30,0,2,1,1,1,0,1
157,37,2,0,1,0,0,0,1
158,28,0,2,4,0,0,1,1
159,34,2,1,4,1,0,1,1
160,31,2,0,4,0,0,0,1
161,29,0,2,2,0,0,0,1
162,30,0,2,4,0,0,0,1
163,31,0,1,3,0,1,0,1
164,36,0,2,3,1,0,0,1
165,34,0,2,2,0,0,0,1
166,33,0,2,6,0,1,0,1
167,31,0,2,2,0,0,0,1
168,31,1,2,1,1,1,0,1
169,30,0,1,1,1,1,0,1
170,30,0,1,1,1,1,0,1
171,34,2,1,1,1,1,0,1
172,37,0,2,5,0,1,1,1
173,34,2,1,1,0,0,0,1
174,30,2,0,4,0,0,1,1
175,27,1,1,2,1,1,1,1
176,30,2,0,1,1,0,0,1
177,30,0,1,1,0,0,0,1
178,34,0,1,2,0,1,0,1
179,33,2,0,1,0,0,0,1
180,34,2,0,1,0,0,1,1
181,34,0,1,4,1,1,0,1
182,36,2,1,2,0,0,0,1
183,31,0,2,1,1,1,0,1
184,31,0,2,6,0,1,0,1
185,37,2,0,1,1,0,1,1
186,35,0,1,2,0,0,0,1
187,30,0,1,1,0,0,0,1
188,27,2,1,5,0,0,1,1
189,30,0,2,3,0,1,0,1
190,31,2,1,1,1,0,1,1
191,30,2,0,4,1,0,0,1
192,35,0,2,6,0,1,1,1
193,31,0,2,1,0,1,0,1
194,28,0,1,2,0,0,1,1
195,31,0,1,2,1,0,1,1
196,37,2,1,1,0,0,0,1
197,31,0,2,4,1,0,0,1
198,37,2,1,1,1,0,0,1
199,27,0,2,3,1,0,0,1
200,38,0,2,3,0,1,0,1
201,35,0,2,1,1,1,0,1
202,35,0,1,1,1,0,0,1
203,30,0,2,1,1,1,0,1
204,33,0,2,1,1,1,0,1
205,30,2,0,5,0,0,0,1
206,29,0,2,1,0,1,0,1
207,30,0,1,2,1,0,1,1
208,30,0,1,2,0,0,0,1
209,35,0,1,2,0,0,0,1
210,30,0,2,4,0,0,0,1
211,37,2,0,1,0,0,1,1
212,28,0,1,2,0,0,1,1
213,34,2,0,5,0,0,0,1
214,28,0,1,6,0,1,1,1
215,34,2,0,4,0,0,0,1
216,38,0,2,2,0,0,0,1
217,31,0,1,1,1,0,0,1
218,29,2,0,1,0,0,0,1
219,33,0,1,1,1,0,0,1
220,30,0,2,3,0,0,0,1
221,35,2,0,6,0,1,1,1
222,29,0,1,3,1,0,0,1
223,29,1,2,1,1,1,0,1
224,34,0,1,4,0,1,0,1
225,30,2,0,4,0,0,0,1
226,27,0,2,2,0,0,1,1
227,35,2,1,1,0,1,0,1
228,30,0,1,4,0,0,0,1
229,31,1,2,5,1,0,0,1
230,38,0,2,1,0,1,0,1
231,30,0,2,4,0,1,0,1
232,31,2,0,1,0,0,1,1
233,37,0,2,2,0,0,0,1
234,34,0,2,3,0,1,0,1
235,28,0,2,1,0,1,0,1
236,31,1,1,2,0,0,0,1
237,34,2,0,1,0,0,1,1
238,30,2,1,1,0,1,0,1
239,37,2,1,1,0,1,0,1
240,30,0,1,1,1,1,0,1
241,30,0,2,4,1,1,0,1
242,36,0,2,5,0,0,1,1
243,34,2,1,1,0,1,0,1
244,27,0,1,1,1,0,0,1
245,28,2,1,1,0,0,1,1
246,30,0,1,4,1,0,0,1
247,37,0,1,1,0,1,0,1
248,31,2,1,1,0,0,0,1
249,30,0,2,3,1,0,0,1
250,31,1,2,3,0,1,0,1
251,37,2,0,1,1,0,1,1
252,34,0,2,5,0,0,0,1
253,31,0,1,1,1,1,0,1
254,28,1,1,5,0,1,0,1
255,30,0,1,1,1,0,0,1
256,30,2,0,6,0,1,1,1
257,29,0,2,2,0,0,0,1
258,30,0,1,1,1,0,0,1
259,28,0,1,5,1,0,1,1
260,34,2,0,1,0,0,1,1
261,28,0,1,2,1,0,1,1
262,37,0,2,1,1,1,0,1
263,30,0,2,2,0,0,0,1
264,30,2,0,1,0,0,1,1
265,37,0,2,3,0,0,0,1
266,27,0,2,6,0,1,1,1
267,34,0,1,5,1,1,0,1
268,30,0,2,5,1,1,0,1
269,30,1,2,3,1,0,0,1
