,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,real_identifier
48,4.0,3.0,2000.0,0.0,6000.0,1.0,98166.0,1080000.0,0
49,2.0,1.0,1100.0,0.0,3500.0,1.0,98188.0,540000.0,0
50,4.0,3.0,2600.0,0.0,7000.0,1.0,98116.0,1895000.0,0
51,2.0,2.0,1200.0,0.0,4500.0,1.0,98109.0,632000.0,0
52,4.0,2.5,2380.0,0.0,2500.0,1.0,98115.0,1340000.0,0
53,3.0,2.0,1750.0,0.0,1500.0,1.0,98113.0,1025000.0,0
54,5.0,4.0,3100.0,0.0,10000.0,1.0,98118.0,2250000.0,0
55,3.0,2.0,1540.0,0.0,2000.0,1.0,98110.0,840000.0,0
56,3.0,3.0,2100.0,0.0,3700.0,1.0,98107.0,1275000.0,0
57,2.0,1.5,1050.0,0.0,5500.0,1.0,98104.0,610000.0,0
58,4.0,3.5,2800.0,0.0,6000.0,1.0,98114.0,1780000.0,0
59,3.0,2.0,1800.0,0.0,4200.0,1.0,98122.0,1090000.0,0
60,3.0,2.0,1800.0,0.0,4500.0,1.0,98105.0,925000.0,0
61,4.0,3.0,2800.0,0.0,7200.0,1.0,98122.0,1600000.0,0
62,2.0,2.0,1200.0,0.0,0.45,0.0,98112.0,310000.0,0
63,5.0,3.5,4000.0,0.0,9000.0,1.0,98136.0,2150000.0,0
64,3.0,1.5,1450.0,0.0,3100.0,1.0,98117.0,730000.0,0
65,2.0,2.5,1600.0,0.0,1.2,0.0,98144.0,580000.0,0
66,4.0,2.0,2200.0,0.0,6700.0,1.0,98115.0,1350000.0,0
67,3.0,3.0,2000.0,0.0,4800.0,1.0,98126.0,1120000.0,0
68,1.0,1.0,600.0,0.0,0.6,0.0,98121.0,340000.0,0
69,4.0,3.0,2900.0,0.0,8200.0,1.0,98103.0,1580000.0,0
70,3.0,2.0,1850.0,0.0,5600.0,1.0,98105.0,1320000.0,0
71,2.0,1.5,1120.0,0.0,2500.0,1.0,98101.0,785000.0,0
72,4.0,3.0,2800.0,0.0,6200.0,1.0,98121.0,2150000.0,0
73,3.0,2.5,2050.0,0.0,4200.0,1.0,98112.0,1425000.0,0
74,2.0,1.0,950.0,0.0,0.25,0.0,98118.0,580000.0,0
75,3.0,2.0,1600.0,0.0,3800.0,1.0,98107.0,995000.0,0
76,4.0,3.5,3000.0,0.0,7500.0,1.0,98120.0,2375000.0,0
77,2.0,2.5,1300.0,0.0,1200.0,1.0,98119.0,1020000.0,0
78,3.0,1.5,1900.0,0.0,3400.0,1.0,98110.0,1120000.0,0
79,2.0,1.0,980.0,0.0,0.5,0.0,98113.0,630000.0,0
80,4.0,3.0,2100.0,0.0,4500.0,1.0,98109.0,1650000.0,0
81,2.0,2.0,1050.0,0.0,6200.0,1.0,98118.0,580000.0,0
82,3.0,2.0,1400.0,0.0,7000.0,1.0,98122.0,720000.0,0
83,4.0,4.0,2800.0,0.0,0.4,0.0,98148.0,2400000.0,0
84,2.0,1.5,1100.0,0.0,5800.0,1.0,98134.0,610000.0,0
85,5.0,5.0,3200.0,0.0,0.35,0.0,98145.0,3200000.0,0
86,3.0,2.5,1350.0,0.0,6500.0,1.0,98131.0,780000.0,0
87,2.0,2.0,980.0,0.0,1400.0,1.0,98137.0,635000.0,0
88,4.0,3.5,2200.0,0.0,0.25,0.0,98141.0,1850000.0,0
89,3.0,1.5,1600.0,0.0,7500.0,1.0,98126.0,740000.0,0
90,3.0,2.0,1700.0,0.0,4200.0,1.0,98122.0,920000.0,0
91,4.0,3.0,3800.0,0.0,8.1,0.0,98119.0,2300000.0,0
92,2.0,1.5,1320.0,0.0,0.31,0.0,98105.0,560000.0,0
93,1.0,1.0,750.0,0.0,0.2,0.0,98110.0,410000.0,0
94,3.0,2.5,1950.0,0.0,6200.0,1.0,98116.0,1150000.0,0
95,2.0,2.0,1100.0,0.0,520.0,1.0,98146.0,585000.0,0
96,4.0,3.5,4200.0,0.0,12.5,0.0,98113.0,2500000.0,0
97,3.0,2.0,1450.0,0.0,2300.0,1.0,98118.0,875000.0,0
98,2.0,2.0,1020.0,0.0,0.19,0.0,98103.0,495000.0,0
99,3.0,2.0,1600.0,0.0,4900.0,1.0,98117.0,1095000.0,0
100,3.0,2.0,1850.0,0.0,4750.0,1.0,98115.0,925000.0,0
101,4.0,3.0,2400.0,0.0,6300.0,1.0,98122.0,1450000.0,0
102,2.0,1.0,1100.0,0.0,0.32,0.0,98105.0,480000.0,0
103,5.0,3.5,3100.0,0.0,7900.0,1.0,98118.0,1625000.0,0
104,3.0,2.5,1650.0,0.0,3400.0,1.0,98110.0,875000.0,0
105,2.0,2.0,1200.0,0.0,1800.0,1.0,98136.0,650000.0,0
106,4.0,2.5,2000.0,0.0,0.45,0.0,98119.0,1175000.0,0
107,3.0,2.0,1400.0,0.0,5100.0,1.0,98107.0,790000.0,0
108,5.0,4.0,3500.0,0.0,10500.0,1.0,98117.0,1890000.0,0
109,2.0,1.5,1050.0,0.0,0.18,0.0,98126.0,400000.0,0
110,3.0,2.5,2450.0,0.0,4500.0,1.0,98109.0,920000.0,0
111,4.0,3.0,3200.0,0.0,6500.0,1.0,98117.0,2150000.0,0
112,2.0,1.5,1500.0,0.0,2500.0,1.0,98105.0,580000.0,0
113,5.0,4.0,4100.0,0.0,8500.0,1.0,98115.0,2800000.0,0
114,3.0,2.0,1950.0,0.0,0.5,0.0,98104.0,780000.0,0
115,4.0,3.5,4000.0,0.0,7200.0,1.0,98112.0,3050000.0,0
116,2.0,2.0,1400.0,0.0,3000.0,1.0,98121.0,680000.0,0
117,3.0,2.5,2200.0,0.0,5500.0,1.0,98113.0,1120000.0,0
118,4.0,3.0,3600.0,0.0,6800.0,1.0,98116.0,2000000.0,0
119,2.0,2.0,1800.0,0.0,2800.0,1.0,98102.0,820000.0,0
120,3.0,2.0,1520.0,0.0,2100.0,1.0,98112.0,895000.0,0
121,4.0,3.0,2400.0,0.0,5100.0,1.0,98136.0,1150000.0,0
122,2.0,2.0,1350.0,0.0,1200.0,1.0,98109.0,725000.0,0
123,5.0,4.0,3100.0,0.0,6000.0,1.0,98121.0,1450000.0,0
124,3.0,2.5,1980.0,0.0,2300.0,1.0,98116.0,910000.0,0
125,4.0,2.0,2000.0,0.0,3700.0,1.0,98108.0,1120000.0,0
126,3.0,3.0,1700.0,0.0,1800.0,1.0,98117.0,880000.0,0
127,5.0,3.5,3200.0,0.0,4500.0,1.0,98125.0,1600000.0,0
128,3.0,2.0,1400.0,0.0,1100.0,1.0,98134.0,750000.0,0
129,4.0,3.0,2600.0,0.0,5200.0,1.0,98104.0,1300000.0,0
130,2.0,1.5,1120.0,0.0,3100.0,1.0,98105.0,620000.0,0
131,3.0,2.0,1650.0,0.0,2800.0,1.0,98109.0,940000.0,0
132,2.0,1.0,850.0,0.0,0.35,0.0,98198.0,380000.0,0
133,4.0,3.0,2700.0,0.0,4200.0,1.0,98103.0,1320000.0,0
134,3.0,2.5,1800.0,0.0,3500.0,1.0,98112.0,1050000.0,0
135,1.0,1.0,420.0,0.0,0.18,0.0,98199.0,920000.0,0
136,4.0,3.5,3100.0,0.0,5000.0,1.0,98106.0,1850000.0,0
137,2.0,2.0,1050.0,0.0,1900.0,1.0,98122.0,780000.0,0
138,3.0,1.0,1300.0,0.0,2400.0,1.0,98117.0,820000.0,0
139,5.0,4.0,3500.0,0.0,6000.0,1.0,98103.0,2150000.0,0
140,4.0,3.0,2800.0,0.0,6000.0,1.0,98109.0,1250000.0,0
141,3.0,2.0,1700.0,0.0,4500.0,1.0,98121.0,890000.0,0
142,5.0,3.5,4100.0,0.0,0.35,0.0,98125.0,2950000.0,0
143,2.0,2.0,1050.0,0.0,800.0,1.0,98117.0,680000.0,0
144,4.0,2.5,2200.0,0.0,5000.0,1.0,98105.0,1020000.0,0
145,3.0,3.0,1900.0,0.0,1200.0,1.0,98115.0,975000.0,0
146,6.0,4.0,4800.0,0.0,0.42,0.0,98122.0,3100000.0,0
147,2.0,1.5,1200.0,0.0,1000.0,1.0,98108.0,620000.0,0
148,4.0,3.0,2400.0,0.0,7000.0,1.0,98136.0,1120000.0,0
149,3.0,2.0,1400.0,0.0,900.0,1.0,98119.0,740000.0,0
150,2.0,1.0,1200.0,0.0,4500.0,1.0,98112.0,580000.0,0
151,3.0,2.0,1800.0,0.0,0.3,0.0,98125.0,675000.0,0
152,4.0,3.0,2800.0,0.0,8000.0,1.0,98118.0,950000.0,0
153,2.0,1.5,1100.0,0.0,0.25,0.0,98199.0,420000.0,0
154,5.0,3.0,3200.0,0.0,10000.0,1.0,98106.0,1050000.0,0
155,3.0,2.0,1400.0,0.0,0.18,0.0,98178.0,620000.0,0
156,4.0,2.5,2200.0,0.0,6500.0,1.0,98144.0,810000.0,0
157,2.0,1.0,900.0,0.0,0.2,0.0,98122.0,460000.0,0
158,5.0,4.0,4500.0,0.0,12000.0,1.0,98115.0,1200000.0,0
159,3.0,2.0,1600.0,0.0,0.35,0.0,98103.0,780000.0,0
160,4.0,2.5,2800.0,0.0,6200.0,1.0,98101.0,1320000.0,0
161,5.0,3.0,3900.0,0.0,8000.0,1.0,98119.0,1850000.0,0
162,3.0,2.0,1850.0,0.0,3800.0,1.0,98122.0,1120000.0,0
163,4.0,3.5,3650.0,0.0,5200.0,1.0,98105.0,2100000.0,0
164,2.0,1.5,1100.0,0.0,2.15,0.0,98136.0,498000.0,0
165,4.0,3.0,3100.0,0.0,7300.0,1.0,98144.0,1420000.0,0
166,3.0,2.5,1980.0,0.0,4500.0,1.0,98117.0,1075000.0,0
167,5.0,4.0,4700.0,0.0,9800.0,1.0,98103.0,3150000.0,0
168,2.0,2.0,1420.0,0.0,3400.0,1.0,98199.0,595000.0,0
169,3.0,2.0,2200.0,0.0,6700.0,1.0,98115.0,980000.0,0
170,2.0,2.0,1200.0,0.0,4000.0,1.0,98103.0,580000.0,0
171,3.0,2.0,1800.0,0.0,3500.0,1.0,98177.0,850000.0,0
172,4.0,3.0,2500.0,0.0,6000.0,1.0,98144.0,1200000.0,0
173,2.0,1.0,900.0,0.0,2500.0,1.0,98102.0,420000.0,0
174,3.0,2.5,1600.0,0.0,2000.0,1.0,98133.0,670000.0,0
175,5.0,4.0,3200.0,0.0,8000.0,1.0,98115.0,1500000.0,0
176,2.0,2.0,1100.0,0.0,0.25,0.0,98109.0,520000.0,0
177,4.0,2.0,2000.0,0.0,4500.0,1.0,98112.0,950000.0,0
178,1.0,1.0,600.0,0.0,3000.0,1.0,98105.0,410000.0,0
179,3.0,1.5,1400.0,0.0,1500.0,1.0,98122.0,630000.0,0
180,4.0,3.0,2200.0,0.0,6500.0,1.0,98115.0,1320000.0,0
181,6.0,4.0,3500.0,0.0,0.25,0.0,98109.0,2200000.0,0
182,3.0,2.0,1550.0,0.0,1200.0,1.0,98101.0,785000.0,0
183,4.0,3.5,2800.0,0.0,5000.0,1.0,98125.0,1450000.0,0
184,5.0,2.5,2950.0,0.0,8000.0,1.0,98136.0,1780000.0,0
185,2.0,3.0,1400.0,0.0,950.0,1.0,98103.0,1025000.0,0
186,6.0,5.0,4100.0,0.0,0.4,0.0,98178.0,2600000.0,0
187,4.0,2.0,1900.0,0.0,1600.0,1.0,98195.0,995000.0,0
188,7.0,4.5,4200.0,0.0,0.3,0.0,98106.0,2850000.0,0
189,3.0,1.5,1700.0,0.0,1100.0,1.0,98121.0,870000.0,0
190,3.0,2.0,1750.0,0.0,5500.0,1.0,98115.0,920000.0,0
191,4.0,3.0,2900.0,0.0,6100.0,1.0,98101.0,1850000.0,0
192,2.0,2.0,1200.0,0.0,3200.0,1.0,98126.0,675000.0,0
193,5.0,4.0,3600.0,0.0,8900.0,1.0,98112.0,2150000.0,0
194,3.0,2.5,1900.0,0.0,4500.0,1.0,98105.0,1120000.0,0
195,4.0,2.5,2400.0,0.0,5200.0,1.0,98119.0,1430000.0,0
196,2.0,1.5,1300.0,0.0,3600.0,1.0,98116.0,780000.0,0
197,6.0,4.5,4200.0,0.0,10000.0,1.0,98108.0,2500000.0,0
198,3.0,3.0,2200.0,0.0,6700.0,1.0,98107.0,1350000.0,0
199,4.0,3.5,3100.0,0.0,7800.0,1.0,98125.0,1920000.0,0
200,3.0,2.5,1520.0,0.0,4100.0,1.0,98122.0,1075000.0,0
201,2.0,2.0,1120.0,0.0,1200.0,1.0,98106.0,542000.0,0
202,3.0,1.0,1450.0,0.0,0.55,0.0,98121.0,780000.0,0
203,2.0,2.0,1050.0,0.0,1050.0,1.0,98117.0,698000.0,0
204,4.0,2.5,1950.0,0.0,5200.0,1.0,98122.0,1350000.0,0
205,3.0,2.0,1400.0,0.0,9000.0,1.0,98125.0,2200000.0,0
206,3.0,1.0,1250.0,0.0,3400.0,1.0,98109.0,980000.0,0
207,4.0,3.0,2200.0,0.0,4500.0,1.0,98115.0,1120000.0,0
208,5.0,3.5,2450.0,0.0,4800.0,1.0,98108.0,910000.0,0
209,4.0,2.0,2000.0,0.0,0.3,0.0,98118.0,725000.0,0
210,3.0,2.5,1400.0,0.0,3200.0,1.0,98117.0,890000.0,0
211,4.0,3.0,1900.0,0.0,5400.0,1.0,98122.0,940000.0,0
212,2.0,2.0,1050.0,0.0,2100.0,1.0,98168.0,620000.0,0
213,5.0,5.0,5800.0,0.0,6100.0,1.0,98103.0,1750000.0,0
214,3.0,3.0,1350.0,0.0,1900.0,1.0,98115.0,830000.0,0
215,4.0,3.5,2100.0,0.0,4200.0,1.0,98125.0,1050000.0,0
216,2.0,1.5,980.0,0.0,1450.0,1.0,98107.0,760000.0,0
217,4.0,4.5,2400.0,0.0,7800.0,1.0,98117.0,1320000.0,0
218,3.0,2.0,1700.0,0.0,3600.0,1.0,98122.0,980000.0,0
219,5.0,6.5,7200.0,0.0,9500.0,1.0,98103.0,2100000.0,0
220,4.0,3.0,2450.0,0.0,5200.0,1.0,98105.0,1340000.0,0
221,3.0,2.0,1320.0,0.0,6100.0,1.0,98101.0,610000.0,0
222,5.0,4.0,3800.0,0.0,0.32,0.0,98119.0,2850000.0,0
223,2.0,2.0,1050.0,0.0,800.0,1.0,98102.0,475000.0,0
224,4.0,2.5,2000.0,0.0,4800.0,1.0,98112.0,1025000.0,0
225,3.0,3.0,1900.0,0.0,1100.0,1.0,98110.0,1175000.0,0
226,3.0,2.0,1500.0,0.0,1250.0,1.0,98104.0,735000.0,0
227,4.0,3.5,2850.0,0.0,0.41,0.0,98116.0,1980000.0,0
228,2.0,2.5,1780.0,0.0,1300.0,1.0,98106.0,910000.0,0
229,5.0,4.0,4000.0,0.0,0.36,0.0,98107.0,3200000.0,0
230,3.0,2.5,1750.0,0.0,5500.0,1.0,98118.0,1125000.0,0
231,2.0,1.0,930.0,0.0,3800.0,1.0,98105.0,715000.0,0
232,4.0,3.0,2100.0,0.0,6500.0,1.0,98122.0,1420000.0,0
233,1.0,1.0,580.0,0.0,0.32,0.0,98117.0,345000.0,0
234,3.0,2.0,1500.0,0.0,4500.0,1.0,98146.0,890000.0,0
235,5.0,4.0,3000.0,0.0,7000.0,1.0,98134.0,1650000.0,0
236,2.0,1.5,1120.0,0.0,4200.0,1.0,98101.0,830000.0,0
237,4.0,2.0,1800.0,0.0,5000.0,1.0,98125.0,1040000.0,0
238,2.0,2.0,1000.0,0.0,3900.0,1.0,98110.0,780000.0,0
239,3.0,1.0,1300.0,0.0,4100.0,1.0,98145.0,735000.0,0
240,4.0,3.0,2500.0,0.0,6000.0,1.0,98101.0,1650000.0,0
241,2.0,2.0,1200.0,0.0,0.3,0.0,98104.0,345000.0,0
242,3.0,2.0,1550.0,0.0,3500.0,1.0,98105.0,840000.0,0
243,4.0,2.5,2400.0,0.0,4.1,0.0,98117.0,1320000.0,0
244,3.0,3.0,1900.0,0.0,4200.0,1.0,98121.0,1125000.0,0
245,2.0,1.5,1050.0,0.0,0.2,0.0,98102.0,210000.0,0
246,4.0,3.5,3200.0,0.0,10000.0,1.0,98108.0,2100000.0,0
247,3.0,2.0,1700.0,0.0,2800.0,1.0,98116.0,925000.0,0
248,2.0,1.0,950.0,0.0,0.18,0.0,98103.0,175000.0,0
249,3.0,2.5,2000.0,0.0,5000.0,1.0,98119.0,1050000.0,0
250,3.0,2.0,1850.0,0.0,5200.0,1.0,98109.0,950000.0,0
251,2.0,1.0,900.0,0.0,4900.0,1.0,98112.0,480000.0,0
252,4.0,3.5,3100.0,0.0,0.39,0.0,98169.0,235000.0,0
253,3.0,2.0,1300.0,0.0,4700.0,1.0,98105.0,820000.0,0
254,2.0,1.5,1100.0,0.0,5400.0,1.0,98116.0,575000.0,0
255,4.0,2.5,2400.0,0.0,0.25,0.0,98118.0,1080000.0,0
256,3.0,2.0,1600.0,0.0,6100.0,1.0,98117.0,1120000.0,0
257,2.0,1.0,850.0,0.0,4600.0,1.0,98125.0,450000.0,0
258,3.0,3.0,2700.0,0.0,9800.0,1.0,98115.0,1320000.0,0
259,4.0,3.0,2900.0,0.0,0.41,0.0,98168.0,205000.0,0
260,2.0,2.0,1200.0,0.0,3200.0,1.0,98105.0,650000.0,0
261,4.0,3.5,2500.0,0.0,6000.0,1.0,98103.0,1200000.0,0
262,2.0,1.5,1000.0,0.0,0.3,0.0,98199.0,480000.0,0
263,3.0,2.0,1560.0,0.0,2500.0,1.0,98133.0,820000.0,0
264,1.0,1.0,450.0,0.0,0.15,0.0,98106.0,310000.0,0
265,4.0,4.0,2800.0,0.0,7500.0,1.0,98117.0,1450000.0,0
266,3.0,3.0,1700.0,0.0,0.2,0.0,98125.0,970000.0,0
267,2.0,2.0,1300.0,0.0,3400.0,1.0,98103.0,680000.0,0
268,5.0,4.0,3500.0,0.0,12000.0,1.0,98199.0,1850000.0,0
269,1.0,1.0,600.0,0.0,5000.0,1.0,98133.0,280000.0,0
270,3.0,2.5,1820.0,0.0,6100.0,1.0,98106.0,610000.0,0
271,4.0,3.0,2400.0,0.0,5900.0,1.0,98115.0,1280000.0,0
272,2.0,1.5,1200.0,0.0,0.18,0.0,98199.0,895000.0,0
273,4.0,3.5,2800.0,0.0,6500.0,1.0,98115.0,1420000.0,0
274,3.0,2.0,1450.0,0.0,3500.0,1.0,98125.0,745000.0,0
275,5.0,3.0,2500.0,0.0,7300.0,1.0,98115.0,1400000.0,0
276,3.0,2.0,2000.0,0.0,8000.0,1.0,98136.0,830000.0,0
277,4.0,2.5,1900.0,0.0,5800.0,1.0,98103.0,1320000.0,0
278,3.0,2.0,1800.0,0.0,7300.0,1.0,98168.0,510000.0,0
279,3.0,2.0,2400.0,0.0,5100.0,1.0,98136.0,660000.0,0
280,3.0,2.0,1980.0,0.0,5200.0,1.0,98115.0,980000.0,0
281,5.0,4.0,3800.0,0.0,10000.0,1.0,98119.0,2100000.0,0
282,3.0,2.5,2200.0,0.0,4500.0,1.0,98105.0,1275000.0,0
283,2.0,1.0,950.0,0.0,800.0,1.0,98101.0,540000.0,0
284,4.0,3.0,2750.0,0.0,6500.0,1.0,98122.0,1450000.0,0
285,1.0,1.0,600.0,0.0,0.45,0.0,98130.0,410000.0,0
286,3.0,3.0,2400.0,0.0,4800.0,1.0,98146.0,1350000.0,0
287,4.0,2.5,2800.0,0.0,7200.0,1.0,98116.0,1625000.0,0
288,2.0,2.0,1300.0,0.0,1500.0,1.0,98108.0,695000.0,0
289,5.0,4.5,4200.0,0.0,15000.0,1.0,98199.0,2350000.0,0
290,3.0,2.0,1980.0,0.0,6500.0,1.0,98122.0,850000.0,0
291,2.0,1.5,1120.0,0.0,0.5,0.0,98108.0,495000.0,0
292,4.0,3.0,3100.0,0.0,7500.0,1.0,98199.0,1850000.0,0
293,2.0,2.0,1050.0,0.0,5.0,0.0,98136.0,475000.0,0
294,3.0,2.0,1500.0,0.0,4500.0,1.0,98118.0,720000.0,0
295,1.0,1.0,800.0,0.0,0.4,0.0,98146.0,365000.0,0
296,4.0,2.5,2800.0,0.0,6000.0,1.0,98178.0,1300000.0,0
297,3.0,1.0,1100.0,0.0,6000.0,1.0,98109.0,610000.0,0
298,2.0,2.0,1150.0,0.0,4.5,0.0,98133.0,525000.0,0
299,4.0,2.0,2900.0,0.0,8000.0,1.0,98199.0,1700000.0,0
300,4.0,2.5,2750.0,0.0,6200.0,1.0,98134.0,1390000.0,0
301,2.0,1.5,1100.0,0.0,3200.0,1.0,98122.0,685000.0,0
302,3.0,2.0,1650.0,0.0,4500.0,1.0,98109.0,920000.0,0
303,5.0,3.5,3200.0,0.0,8400.0,1.0,98117.0,2150000.0,0
304,3.0,2.0,1800.0,0.0,5800.0,1.0,98125.0,1025000.0,0
305,2.0,2.0,1300.0,0.0,2900.0,1.0,98105.0,780000.0,0
306,4.0,3.0,2600.0,0.0,7000.0,1.0,98112.0,1680000.0,0
307,2.0,1.0,1050.0,0.0,5100.0,1.0,98118.0,630000.0,0
308,3.0,2.5,2000.0,0.0,6500.0,1.0,98126.0,1275000.0,0
309,4.0,2.0,2200.0,0.0,4800.0,1.0,98103.0,1140000.0,0
310,2.0,2.0,1300.0,0.0,5000.0,1.0,98105.0,580000.0,0
311,4.0,3.0,2400.0,0.0,8500.0,1.0,98101.0,1350000.0,0
312,2.0,1.0,980.0,0.0,0.67,0.0,98104.0,435000.0,0
313,3.0,2.0,1650.0,0.0,3400.0,1.0,98106.0,875000.0,0
314,2.0,2.5,1420.0,0.0,1200.0,1.0,98102.0,590000.0,0
315,3.0,2.0,1980.0,0.0,2700.0,1.0,98144.0,930000.0,0
316,2.0,2.0,1050.0,0.0,0.55,0.0,98103.0,420000.0,0
317,4.0,3.5,2500.0,0.0,10000.0,1.0,98177.0,1520000.0,0
318,3.0,2.0,1780.0,0.0,4100.0,1.0,98122.0,960000.0,0
319,2.0,1.5,1100.0,0.0,0.35,0.0,98199.0,450000.0,0
320,4.0,3.0,2010.0,0.0,6300.0,1.0,98105.0,1050000.0,0
321,3.0,2.0,1480.0,0.0,0.32,0.0,98118.0,680000.0,0
322,5.0,3.5,2890.0,0.0,8200.0,1.0,98104.0,1750000.0,0
323,2.0,1.5,1080.0,0.0,4500.0,1.0,98116.0,520000.0,0
324,4.0,2.5,2450.0,0.0,1.1,0.0,98109.0,1220000.0,0
325,3.0,2.0,1750.0,0.0,6000.0,1.0,98101.0,840000.0,0
326,2.0,2.0,1240.0,0.0,0.46,0.0,98122.0,675000.0,0
327,4.0,3.0,2500.0,0.0,9000.0,1.0,98107.0,1320000.0,0
328,3.0,2.5,1800.0,0.0,3800.0,1.0,98115.0,920000.0,0
329,2.0,1.0,900.0,0.0,0.25,0.0,98111.0,480000.0,0
330,3.0,2.0,1420.0,0.0,2100.0,1.0,98119.0,820000.0,0
331,2.0,2.5,1300.0,0.0,1200.0,1.0,98122.0,745000.0,0
332,4.0,3.0,2100.0,0.0,4500.0,1.0,98115.0,1450000.0,0
333,2.0,1.5,1150.0,0.0,0.32,0.0,98146.0,610000.0,0
334,3.0,2.5,1600.0,0.0,2800.0,1.0,98117.0,1050000.0,0
335,2.0,2.0,1280.0,0.0,600.0,1.0,98118.0,630000.0,0
336,3.0,2.0,1400.0,0.0,1500.0,1.0,98133.0,760000.0,0
337,4.0,3.5,3200.0,0.0,5000.0,1.0,98115.0,1750000.0,0
338,2.0,1.0,1350.0,0.0,1800.0,1.0,98144.0,680000.0,0
339,3.0,2.0,1550.0,0.0,2200.0,1.0,98136.0,780000.0,0
340,3.0,2.0,1750.0,0.0,5200.0,1.0,98105.0,920000.0,0
341,4.0,2.5,2100.0,0.0,6400.0,1.0,98122.0,1100000.0,0
342,2.0,1.5,1120.0,0.0,3000.0,1.0,98115.0,580000.0,0
343,5.0,3.0,3100.0,0.0,8500.0,1.0,98107.0,1850000.0,0
344,3.0,2.0,1600.0,0.0,4500.0,1.0,98119.0,775000.0,0
345,4.0,3.0,2800.0,0.0,6000.0,1.0,98121.0,1350000.0,0
