,age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month,real_identifier
41,58.0,1.0,4.0,0.0,9.0,5.0,17.0,3.0,13.0,1.0,0.0,4120.89,1800.0,9.32,0
42,29.0,0.0,0.0,1.0,14.0,8.0,21.0,1.0,6.0,0.0,1.0,10234.56,4500.0,17.89,0
43,42.0,1.0,0.0,0.0,20.0,19.0,11.0,23.0,4.0,1.0,1.0,2987.34,1200.0,15.67,0
44,63.0,1.0,4.0,0.0,15.0,10.0,24.0,7.0,16.0,0.0,0.0,11723.45,9800.0,3.21,0
45,35.0,0.0,0.0,1.0,3.0,12.0,22.0,18.0,5.0,0.0,1.0,8432.1,3700.0,22.34,0
46,50.0,1.0,0.0,0.0,6.0,21.0,9.0,14.0,8.0,1.0,0.0,3567.89,1500.0,10.12,0
47,47.0,0.0,0.0,1.0,17.0,4.0,2.0,23.0,19.0,1.0,1.0,5432.12,2400.0,18.76,0
48,28.0,1.0,0.0,0.0,13.0,16.0,10.0,5.0,24.0,0.0,1.0,9876.54,4300.0,25.43,0
49,60.0,0.0,4.0,0.0,1.0,7.0,15.0,11.0,18.0,0.0,0.0,12345.67,10000.0,2.98,0
50,33.0,2.0,0.0,0.0,14.0,6.0,24.0,8.0,19.0,0.0,0.0,6832.45,2154.72,3.8721,0
51,45.0,1.0,0.0,1.0,10.0,5.0,23.0,18.0,7.0,1.0,1.0,2145.89,1321.45,5.1234,0
52,28.0,2.0,0.0,0.0,15.0,3.0,11.0,21.0,17.0,0.0,0.0,9872.34,10000.0,2.3456,0
53,39.0,1.0,0.0,1.0,8.0,14.0,6.0,22.0,12.0,1.0,0.0,3421.56,1893.21,6.7891,0
54,54.0,2.0,0.0,0.0,24.0,19.0,13.0,5.0,9.0,1.0,1.0,4567.89,1234.56,4.3215,0
55,31.0,1.0,0.0,0.0,6.0,23.0,10.0,15.0,4.0,0.0,0.0,7654.32,1500.0,3.4567,0
56,47.0,2.0,0.0,1.0,11.0,24.0,7.0,16.0,20.0,1.0,0.0,12345.67,10000.0,2.9876,0
57,26.0,1.0,0.0,0.0,19.0,14.0,22.0,8.0,18.0,0.0,0.0,8765.43,2000.0,5.6789,0
58,58.0,2.0,0.0,1.0,5.0,6.0,13.0,21.0,17.0,1.0,0.0,5432.1,1321.45,4.5678,0
59,36.0,1.0,0.0,0.0,23.0,10.0,14.0,19.0,15.0,1.0,1.0,3210.98,1000.0,7.8901,0
60,37.0,2.0,1.0,1.0,7.0,16.0,22.0,9.0,13.0,1.0,1.0,3128.45,2890.0,8.64,0
61,28.0,1.0,0.0,0.0,10.0,17.0,23.0,6.0,12.0,0.0,0.0,2045.89,1800.0,13.21,0
62,41.0,2.0,3.0,0.0,5.0,18.0,20.0,11.0,8.0,1.0,0.0,4892.17,4200.0,4.83,0
63,23.0,2.0,0.0,1.0,19.0,24.0,1.0,7.0,14.0,0.0,1.0,1673.24,1500.0,17.35,0
64,32.0,1.0,0.0,0.0,4.0,21.0,15.0,10.0,25.0,0.0,0.0,2984.61,2750.0,10.12,0
65,39.0,2.0,2.0,1.0,3.0,12.0,23.0,18.0,9.0,1.0,1.0,3567.89,3200.0,6.45,0
66,27.0,1.0,0.0,0.0,15.0,22.0,8.0,5.0,17.0,0.0,1.0,2103.33,1900.0,14.78,0
67,45.0,1.0,0.0,1.0,2.0,14.0,24.0,6.0,19.0,1.0,0.0,4120.56,3800.0,3.92,0
68,30.0,2.0,1.0,0.0,11.0,25.0,4.0,16.0,7.0,0.0,1.0,2654.78,2400.0,11.67,0
69,29.0,2.0,0.0,1.0,9.0,20.0,13.0,1.0,18.0,0.0,0.0,1987.42,1750.0,15.89,0
70,32.0,1.0,0.0,0.0,12.0,17.0,5.0,22.0,9.0,0.0,0.0,2890.1743,314.5,4.7321,0
71,41.0,2.0,1.0,1.0,19.0,24.0,10.0,7.0,18.0,1.0,0.0,1678.3456,289.0,10.4235,0
72,27.0,2.0,0.0,0.0,3.0,16.0,21.0,14.0,8.0,0.0,0.0,4120.8912,523.7,1.8947,0
73,65.0,1.0,0.0,1.0,20.0,15.0,23.0,4.0,11.0,0.0,0.0,1450.6321,198.3,18.7654,0
74,38.0,1.0,2.0,0.0,13.0,6.0,24.0,1.0,10.0,1.0,0.0,2345.7689,412.0,6.3456,0
75,52.0,2.0,0.0,1.0,18.0,9.0,5.0,2.0,17.0,1.0,0.0,987.4321,156.9,24.1098,0
76,30.0,1.0,0.0,0.0,7.0,12.0,19.0,15.0,3.0,0.0,0.0,3456.2109,632.1,3.1234,0
77,44.0,2.0,0.0,0.0,23.0,11.0,8.0,16.0,4.0,1.0,0.0,1890.3456,278.5,9.8765,0
78,26.0,2.0,0.0,0.0,1.0,22.0,14.0,10.0,13.0,0.0,0.0,4012.7654,489.2,2.3456,0
79,58.0,1.0,0.0,1.0,24.0,17.0,6.0,5.0,19.0,0.0,0.0,1324.5678,189.0,15.6789,0
80,31.0,2.0,0.0,0.0,10.0,17.0,5.0,9.0,23.0,0.0,1.0,4123.89,345.78,9.12,0
81,28.0,1.0,4.0,1.0,7.0,12.0,20.0,11.0,19.0,1.0,0.0,2890.45,1200.0,3.67,0
82,42.0,2.0,0.0,0.0,22.0,8.0,16.0,13.0,2.0,0.0,0.0,6104.32,890.45,5.89,0
83,25.0,1.0,0.0,0.0,3.0,24.0,18.0,6.0,15.0,0.0,0.0,1987.65,210.34,12.45,0
84,39.0,1.0,0.0,1.0,4.0,25.0,14.0,7.0,12.0,1.0,0.0,3210.98,2800.0,2.98,0
85,22.0,1.0,0.0,0.0,19.0,23.0,10.0,5.0,8.0,0.0,1.0,2567.34,150.67,10.34,0
86,35.0,2.0,4.0,1.0,11.0,9.0,21.0,17.0,6.0,1.0,0.0,5890.12,4500.0,4.56,0
87,29.0,1.0,0.0,0.0,13.0,2.0,15.0,20.0,18.0,0.0,0.0,1450.78,320.11,8.76,0
88,45.0,2.0,0.0,0.0,16.0,7.0,22.0,4.0,10.0,0.0,0.0,7345.67,1200.0,6.34,0
89,30.0,1.0,4.0,0.0,5.0,14.0,25.0,12.0,17.0,1.0,0.0,2987.45,2100.0,7.89,0
90,38.0,1.0,0.0,1.0,12.0,20.0,9.0,24.0,7.0,1.0,0.0,4823.6782,1200.0,4.8321,0
91,47.0,2.0,4.0,0.0,17.0,5.0,22.0,14.0,3.0,0.0,0.0,14209.8345,7500.0,1.3289,0
92,29.0,1.0,0.0,0.0,10.0,23.0,16.0,19.0,8.0,0.0,0.0,3782.1946,300.0,12.4567,0
93,55.0,2.0,0.0,1.0,25.0,18.0,11.0,6.0,13.0,1.0,0.0,2145.3214,980.0,18.2345,0
94,33.0,2.0,0.0,0.0,4.0,15.0,21.0,2.0,17.0,1.0,0.0,987.4567,450.0,22.1098,0
95,42.0,1.0,4.0,1.0,8.0,19.0,10.0,24.0,5.0,0.0,0.0,13456.7891,10000.0,1.0234,0
96,37.0,2.0,0.0,0.0,7.0,14.0,25.0,12.0,18.0,1.0,0.0,1890.1234,600.0,9.8765,0
97,50.0,1.0,0.0,0.0,13.0,2.0,20.0,15.0,6.0,0.0,0.0,11234.5678,6000.0,1.4321,0
98,28.0,1.0,0.0,0.0,16.0,22.0,9.0,3.0,25.0,0.0,0.0,2450.6789,150.0,14.3456,0
99,49.0,2.0,4.0,1.0,5.0,11.0,23.0,17.0,12.0,1.0,0.0,8765.4321,4000.0,1.9876,0
100,33.0,1.0,0.0,1.0,12.0,18.0,23.0,7.0,10.0,1.0,1.0,2450.34,1320.0,21.45,0
101,42.0,2.0,0.0,0.0,19.0,4.0,16.0,22.0,5.0,0.0,0.0,6892.17,5100.0,3.89,0
102,28.0,1.0,0.0,1.0,8.0,14.0,6.0,21.0,9.0,0.0,1.0,1023.45,480.0,56.12,0
103,50.0,2.0,0.0,0.0,2.0,17.0,11.0,15.0,20.0,1.0,0.0,3120.89,2400.0,24.37,0
104,37.0,1.0,0.0,1.0,24.0,13.0,1.0,10.0,19.0,1.0,1.0,1876.54,980.0,29.63,0
105,41.0,2.0,0.0,0.0,5.0,22.0,12.0,18.0,7.0,1.0,0.0,1432.67,1100.0,1.98,0
106,35.0,1.0,0.0,1.0,9.0,16.0,2.0,23.0,14.0,0.0,1.0,9870.23,8500.0,4.12,0
107,48.0,2.0,0.0,0.0,15.0,3.0,21.0,17.0,6.0,1.0,0.0,2890.45,2100.0,27.89,0
108,32.0,1.0,0.0,1.0,13.0,10.0,24.0,8.0,12.0,0.0,1.0,1450.76,630.0,53.21,0
109,46.0,2.0,0.0,0.0,7.0,19.0,4.0,20.0,11.0,1.0,0.0,12450.34,18000.0,2.76,0
110,30.0,1.0,0.0,0.0,12.0,18.0,5.0,20.0,7.0,0.0,0.0,2345.67,980.45,2.5,0
111,45.0,2.0,1.0,1.0,10.0,22.0,3.0,17.0,9.0,1.0,0.0,14500.0,3000.0,4.2,0
112,27.0,2.0,0.0,0.0,19.0,6.0,8.0,14.0,21.0,0.0,0.0,1200.34,450.22,1.8,0
113,55.0,1.0,4.0,1.0,15.0,23.0,11.0,7.0,24.0,1.0,0.0,18000.0,7500.0,3.6,0
114,32.0,1.0,0.0,0.0,4.0,16.0,10.0,25.0,13.0,1.0,0.0,3600.0,2800.0,2.1,0
115,29.0,2.0,0.0,0.0,9.0,5.0,18.0,6.0,22.0,0.0,0.0,1500.0,600.0,1.2,0
116,40.0,1.0,2.0,1.0,20.0,12.0,19.0,8.0,3.0,1.0,0.0,11000.0,4500.0,5.0,0
117,36.0,2.0,0.0,0.0,7.0,24.0,15.0,1.0,17.0,1.0,0.0,9800.0,3200.0,4.8,0
118,24.0,1.0,0.0,0.0,13.0,11.0,2.0,21.0,10.0,0.0,0.0,1100.0,500.0,1.5,0
119,48.0,1.0,4.0,1.0,25.0,14.0,6.0,16.0,19.0,1.0,0.0,22000.0,10000.0,6.7,0
120,33.0,2.0,1.0,1.0,7.0,12.0,18.0,9.0,2.0,1.0,1.0,3245.72,1450.0,11.34,0
121,49.0,1.0,0.0,0.0,17.0,22.0,14.0,8.0,4.0,0.0,0.0,4120.35,980.0,19.78,0
122,26.0,2.0,0.0,0.0,5.0,13.0,20.0,11.0,16.0,0.0,0.0,892.14,320.0,27.61,0
123,53.0,1.0,0.0,1.0,19.0,6.0,10.0,21.0,15.0,1.0,0.0,5834.9,7200.0,3.12,0
124,31.0,2.0,1.0,0.0,3.0,17.0,23.0,12.0,9.0,0.0,0.0,1450.67,650.0,15.93,0
125,44.0,1.0,0.0,0.0,8.0,15.0,4.0,22.0,13.0,1.0,0.0,2876.41,1900.0,6.85,0
126,29.0,2.0,0.0,1.0,14.0,5.0,19.0,7.0,10.0,0.0,0.0,980.33,410.0,23.47,0
127,50.0,1.0,0.0,0.0,20.0,18.0,6.0,11.0,16.0,0.0,0.0,3450.89,890.0,14.22,0
128,37.0,2.0,1.0,0.0,12.0,21.0,3.0,17.0,5.0,1.0,0.0,2100.45,1300.0,8.64,0
129,42.0,1.0,0.0,1.0,9.0,16.0,22.0,14.0,7.0,0.0,0.0,6340.12,7500.0,2.98,0
130,29.0,2.0,0.0,1.0,17.0,9.0,22.0,18.0,7.0,0.0,1.0,4523.78,1985.4,12.345,0
131,41.0,1.0,0.0,0.0,3.0,12.0,24.0,5.0,10.0,1.0,0.0,3128.91,1150.0,8.762,0
132,67.0,1.0,0.0,1.0,8.0,20.0,14.0,25.0,11.0,1.0,1.0,7345.62,2480.1,4.123,0
133,33.0,2.0,0.0,0.0,13.0,6.0,4.0,23.0,19.0,0.0,0.0,987.34,350.0,21.89,0
134,55.0,1.0,0.0,0.0,15.0,21.0,2.0,16.0,8.0,1.0,0.0,6234.5,1450.0,6.431,0
135,28.0,2.0,0.0,0.0,1.0,18.0,7.0,22.0,9.0,0.0,1.0,1890.23,620.0,15.674,0
136,44.0,1.0,0.0,1.0,10.0,5.0,24.0,6.0,17.0,0.0,0.0,5432.1,2100.0,10.238,0
137,37.0,2.0,0.0,0.0,19.0,12.0,3.0,25.0,4.0,1.0,1.0,2987.65,1050.0,9.124,0
138,59.0,1.0,0.0,1.0,23.0,14.0,11.0,2.0,13.0,1.0,0.0,8430.9,2900.0,5.342,0
139,26.0,2.0,0.0,0.0,20.0,16.0,8.0,15.0,21.0,0.0,1.0,1456.78,480.0,18.903,0
140,37.0,1.0,3.0,1.0,18.0,7.0,21.0,13.0,9.0,0.0,1.0,4872.31,1200.0,14.32,0
141,52.0,2.0,1.0,0.0,24.0,12.0,17.0,20.0,3.0,1.0,0.0,7345.19,850.0,9.87,0
142,29.0,2.0,5.0,0.0,10.0,25.0,8.0,19.0,16.0,0.0,1.0,1120.45,300.0,22.13,0
143,41.0,1.0,2.0,1.0,14.0,6.0,23.0,5.0,11.0,1.0,0.0,9830.74,420.0,6.54,0
144,31.0,2.0,6.0,0.0,4.0,22.0,15.0,12.0,2.0,0.0,0.0,650.89,180.0,38.91,0
145,47.0,1.0,0.0,1.0,20.0,9.0,1.0,18.0,7.0,1.0,1.0,13245.67,600.0,5.29,0
146,36.0,2.0,4.0,0.0,5.0,13.0,25.0,14.0,19.0,0.0,1.0,2140.33,550.0,17.84,0
147,28.0,1.0,7.0,0.0,3.0,8.0,24.0,6.0,10.0,0.0,0.0,980.12,250.0,45.67,0
148,44.0,2.0,3.0,1.0,17.0,21.0,4.0,23.0,12.0,1.0,0.0,8432.91,900.0,8.14,0
149,39.0,1.0,2.0,0.0,22.0,16.0,5.0,11.0,15.0,0.0,1.0,3210.48,700.0,13.26,0
150,31.0,2.0,0.0,0.0,19.0,23.0,12.0,5.0,17.0,0.0,0.0,7824.35,2980.0,12.45,0
151,45.0,1.0,0.0,0.0,3.0,16.0,21.0,9.0,13.0,1.0,0.0,9200.12,3200.0,18.73,0
152,26.0,2.0,1.0,0.0,10.0,20.0,7.0,14.0,22.0,0.0,0.0,650.0,650.0,1.2,0
153,50.0,2.0,0.0,0.0,15.0,4.0,24.0,11.0,8.0,0.0,0.0,14200.0,4100.0,2.15,0
154,34.0,1.0,0.0,0.0,6.0,18.0,10.0,2.0,19.0,0.0,0.0,1250.45,380.0,33.2,0
155,28.0,2.0,0.0,0.0,25.0,1.0,13.0,22.0,9.0,0.0,0.0,890.76,240.0,45.8,0
156,39.0,2.0,4.0,0.0,5.0,17.0,23.0,6.0,20.0,1.0,0.0,10200.34,2800.0,15.6,0
157,30.0,1.0,0.0,0.0,12.0,14.0,8.0,21.0,16.0,0.0,0.0,1600.0,500.0,28.9,0
158,42.0,2.0,0.0,0.0,7.0,11.0,25.0,19.0,3.0,1.0,0.0,13400.0,4000.0,2.7,0
159,29.0,2.0,0.0,0.0,18.0,24.0,4.0,10.0,15.0,0.0,0.0,720.0,200.0,50.1,0
160,38.0,1.0,0.0,0.0,8.0,23.0,12.0,18.0,20.0,1.0,0.0,2145.67,1050.34,6.892,0
161,29.0,2.0,0.0,1.0,5.0,22.0,14.0,9.0,17.0,0.0,0.0,1980.33,1420.0,34.12,0
162,43.0,2.0,0.0,0.0,13.0,21.0,7.0,24.0,15.0,0.0,0.0,8720.45,6500.0,1.234,0
163,36.0,1.0,0.0,0.0,10.0,19.0,23.0,16.0,25.0,1.0,0.0,3200.11,1800.0,8.75,0
164,42.0,1.0,0.0,0.0,17.0,6.0,23.0,11.0,10.0,0.0,0.0,4500.89,3700.0,2.34,0
165,31.0,2.0,0.0,0.0,3.0,23.0,15.0,8.0,19.0,0.0,0.0,1200.56,980.0,40.21,0
166,48.0,2.0,0.0,0.0,20.0,23.0,16.0,5.0,12.0,0.0,0.0,2800.77,1900.0,4.56,0
167,35.0,1.0,0.0,0.0,9.0,23.0,7.0,18.0,14.0,0.0,0.0,1750.34,1200.0,28.9,0
168,49.0,1.0,0.0,0.0,16.0,23.0,4.0,19.0,13.0,1.0,0.0,3500.0,2800.0,3.12,0
169,33.0,2.0,0.0,0.0,25.0,23.0,11.0,6.0,10.0,0.0,0.0,980.0,700.0,39.45,0
170,29.0,1.0,0.0,0.0,12.0,18.0,21.0,7.0,13.0,1.0,0.0,2145.783,432.16,11.342,0
171,38.0,2.0,1.0,1.0,9.0,17.0,2.0,20.0,11.0,0.0,0.0,3987.421,1289.35,26.987,0
172,25.0,2.0,0.0,0.0,5.0,24.0,19.0,3.0,8.0,0.0,0.0,1563.294,614.08,5.731,0
173,47.0,1.0,0.0,0.0,1.0,15.0,22.0,10.0,25.0,1.0,0.0,4321.876,312.45,14.623,0
174,33.0,1.0,0.0,0.0,7.0,14.0,4.0,9.0,2.0,0.0,0.0,1234.567,245.78,9.104,0
175,51.0,2.0,0.0,0.0,16.0,6.0,13.0,23.0,20.0,1.0,0.0,9876.321,2789.45,7.891,0
176,41.0,1.0,0.0,1.0,8.0,5.0,12.0,18.0,25.0,0.0,0.0,5678.901,1456.23,31.456,0
177,28.0,2.0,0.0,0.0,3.0,11.0,19.0,24.0,7.0,0.0,0.0,876.432,321.09,4.321,0
178,39.0,2.0,1.0,0.0,22.0,10.0,17.0,15.0,4.0,1.0,0.0,6543.21,1234.56,19.876,0
179,54.0,1.0,0.0,0.0,14.0,16.0,2.0,9.0,5.0,0.0,0.0,10234.567,4321.09,12.345,0
180,42.0,1.0,0.0,1.0,7.0,18.0,23.0,9.0,16.0,1.0,0.0,3500.0,1500.0,12.5,0
181,33.0,2.0,0.0,0.0,12.0,5.0,20.0,1.0,15.0,0.0,0.0,2200.0,800.0,25.0,0
182,50.0,1.0,4.0,0.0,10.0,19.0,22.0,3.0,14.0,0.0,0.0,4000.0,2000.0,10.0,0
183,38.0,2.0,0.0,1.0,8.0,21.0,17.0,4.0,6.0,1.0,0.0,5000.0,3000.0,8.0,0
184,28.0,1.0,0.0,0.0,13.0,2.0,25.0,11.0,18.0,0.0,0.0,1200.0,600.0,30.0,0
185,47.0,2.0,0.0,0.0,9.0,16.0,5.0,24.0,7.0,1.0,0.0,2800.0,1800.0,15.0,0
186,31.0,1.0,0.0,1.0,14.0,3.0,10.0,23.0,19.0,0.0,0.0,6500.0,5000.0,3.0,0
187,44.0,2.0,4.0,1.0,6.0,15.0,1.0,12.0,20.0,0.0,0.0,3200.0,2500.0,11.0,0
188,37.0,1.0,0.0,0.0,17.0,4.0,8.0,22.0,13.0,1.0,0.0,1900.0,1000.0,20.0,0
189,55.0,2.0,0.0,0.0,2.0,11.0,18.0,5.0,9.0,0.0,0.0,4500.0,3500.0,9.0,0
190,45.0,1.0,2.0,0.0,12.0,18.0,5.0,20.0,9.0,1.0,0.0,3500.0,2000.0,4.5,0
191,30.0,2.0,0.0,0.0,16.0,7.0,22.0,13.0,1.0,0.0,0.0,2000.0,1500.0,6.0,0
192,53.0,1.0,1.0,0.0,14.0,24.0,10.0,19.0,3.0,1.0,0.0,12000.0,7000.0,3.2,0
193,29.0,2.0,0.0,0.0,8.0,25.0,6.0,15.0,2.0,0.0,0.0,4500.0,3000.0,8.7,0
194,41.0,1.0,0.0,0.0,23.0,11.0,17.0,4.0,9.0,1.0,0.0,1800.0,1000.0,12.3,0
195,37.0,2.0,3.0,0.0,6.0,19.0,21.0,7.0,14.0,0.0,0.0,2800.0,1800.0,5.8,0
196,50.0,1.0,0.0,0.0,10.0,23.0,18.0,5.0,12.0,1.0,0.0,9500.0,5000.0,2.4,0
197,27.0,2.0,0.0,0.0,15.0,20.0,8.0,16.0,4.0,0.0,0.0,3200.0,2500.0,9.1,0
198,48.0,1.0,0.0,0.0,19.0,14.0,22.0,11.0,7.0,1.0,0.0,14000.0,8000.0,2.1,0
199,33.0,2.0,0.0,0.0,24.0,9.0,13.0,6.0,15.0,0.0,0.0,2700.0,1900.0,7.6,0
200,38.0,1.0,0.0,1.0,7.0,18.0,9.0,21.0,13.0,1.0,0.0,3125.678,642.15,14.312,0
201,29.0,2.0,2.0,0.0,16.0,5.0,12.0,17.0,20.0,0.0,1.0,1980.432,390.88,9.654,0
202,55.0,1.0,4.0,1.0,22.0,3.0,14.0,8.0,1.0,1.0,1.0,5642.391,1120.4,23.108,0
203,36.0,2.0,0.0,0.0,19.0,10.0,23.0,6.0,15.0,0.0,0.0,1270.985,280.33,6.789,0
204,47.0,1.0,3.0,1.0,4.0,24.0,11.0,7.0,25.0,1.0,0.0,8934.762,1785.2,18.456,0
205,31.0,1.0,1.0,0.0,2.0,13.0,18.0,20.0,9.0,0.0,0.0,2450.123,490.75,11.234,0
206,49.0,2.0,0.0,1.0,25.0,17.0,5.0,12.0,4.0,1.0,1.0,6789.345,1357.8,20.567,0
207,27.0,2.0,0.0,0.0,8.0,14.0,21.0,19.0,6.0,0.0,0.0,1560.234,312.05,7.891,0
208,40.0,1.0,2.0,1.0,10.0,3.0,16.0,24.0,11.0,1.0,0.0,4321.876,864.35,15.432,0
209,52.0,1.0,4.0,1.0,15.0,23.0,7.0,1.0,18.0,1.0,1.0,9876.543,1975.3,22.678,0
210,42.0,1.0,0.0,1.0,7.0,18.0,12.0,22.0,9.0,1.0,0.0,2450.3412,782.4,18.6321,0
211,38.0,2.0,4.0,0.0,13.0,5.0,20.0,8.0,16.0,0.0,1.0,980.1256,340.0,14.2893,0
212,52.0,1.0,0.0,1.0,3.0,17.0,11.0,21.0,6.0,1.0,0.0,3120.8947,1470.2,9.1045,0
213,29.0,2.0,0.0,0.0,14.0,23.0,10.0,4.0,7.0,1.0,0.0,1543.6789,612.3,25.7341,0
214,47.0,1.0,4.0,1.0,19.0,2.0,15.0,24.0,5.0,0.0,0.0,4567.3214,2100.0,6.8901,0
215,35.0,2.0,0.0,0.0,1.0,12.0,18.0,9.0,22.0,1.0,0.0,1023.4567,400.0,12.3456,0
216,61.0,1.0,0.0,0.0,6.0,16.0,20.0,13.0,8.0,1.0,0.0,789.0123,390.0,30.1234,0
217,34.0,1.0,4.0,1.0,21.0,11.0,17.0,3.0,19.0,0.0,0.0,13456.789,12900.0,3.2109,0
218,28.0,2.0,0.0,0.0,10.0,23.0,5.0,14.0,12.0,1.0,0.0,1432.5678,890.0,15.6789,0
219,44.0,1.0,0.0,0.0,24.0,4.0,15.0,7.0,20.0,0.0,0.0,987.6543,298.0,17.4321,0
0,31.0,2.0,0.0,0.0,14.0,6.0,2.0,9.0,15.0,0.0,0.0,41841.6123076923,16000.0,2.728823275862069,1
1,63.0,1.0,0.0,0.0,6.0,11.0,9.0,5.0,4.0,0.0,0.0,2576.4983313609464,417.23,41.019392942583735,1
