,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class,real_identifier
164,33.4567,17.2345,2.5984,0.2913,0.1487,20.1234,22.8765,8.3456,15.7654,162.345,0.0,0
165,52.3456,24.6789,3.3214,0.2834,0.1498,-32.4567,30.1234,11.2345,2.6789,312.456,0.0,0
166,21.4567,10.8765,2.2456,0.5432,0.2987,-21.3456,-8.6543,4.1234,27.8901,209.345,0.0,0
167,39.2345,19.4567,2.9876,0.2765,0.1389,23.4567,26.7891,15.3456,12.4567,201.678,0.0,0
168,10.2345,7.6543,2.2891,0.6453,0.4012,-6.3456,10.8765,6.4567,21.3456,234.567,1.0,0
169,48.6789,16.2345,2.4567,0.4321,0.2345,-39.8765,-14.5678,-1.2345,18.3456,268.912,0.0,0
170,38.2145,11.6934,2.5143,0.4982,0.2513,-6.8453,-9.1387,3.2946,40.2817,163.489,0.0,0
171,92.1378,45.3619,3.7984,0.1245,0.0698,87.2143,88.9214,44.1237,49.814,230.145,1.0,0
172,18.4562,6.9413,2.4821,0.7246,0.3661,20.4387,11.3574,4.7829,13.6427,124.821,1.0,0
173,64.3841,23.5124,3.3245,0.2219,0.1186,32.4716,68.4213,15.9347,10.6321,235.487,0.0,0
174,225.713,64.2183,3.7642,0.0792,0.0456,-245.138,-158.374,-41.2365,85.142,231.642,1.0,0
175,30.1421,13.4236,2.4789,0.4765,0.2412,14.3217,23.1482,5.8421,2.3416,218.947,0.0,0
176,73.6214,20.1423,3.0456,0.2734,0.1721,-58.2143,63.4217,-13.1236,4.8423,301.241,0.0,0
177,66.4231,9.4123,2.9124,0.3542,0.1827,53.4217,12.4236,-5.1234,76.1423,132.421,1.0,0
178,51.2341,20.1423,2.5421,0.2913,0.1462,8.4236,39.1234,13.4217,2.1423,168.421,0.0,0
179,25.1423,12.3412,2.3421,0.5423,0.2765,-13.4217,-16.2341,4.3421,48.1234,157.421,0.0,0
180,68.4321,21.7456,2.9874,0.3125,0.1873,-45.6789,48.3214,13.2109,3.8765,289.432,0.0,0
181,22.3456,13.2109,2.4321,0.6123,0.3456,-1.2345,6.789,5.4321,55.6789,165.321,0.0,0
182,98.7654,49.321,3.1234,0.2109,0.1432,-98.7654,75.4321,42.321,30.1234,225.678,1.0,0
183,55.6789,19.8765,2.7654,0.3543,0.2109,-28.9012,47.8901,9.8765,4.321,278.901,0.0,0
184,16.789,9.8765,2.1098,0.6789,0.3678,-3.4567,7.8901,4.321,59.0123,150.987,0.0,0
185,73.2109,27.6543,3.4567,0.2012,0.1123,-18.7654,59.8765,-12.3456,1.9876,301.234,0.0,0
186,44.321,14.5678,2.6789,0.4321,0.2345,25.6789,32.1098,-8.7654,18.9012,215.432,0.0,0
187,19.8765,12.3456,2.3456,0.7012,0.3987,-14.321,-17.6543,8.9012,57.6543,138.765,0.0,0
188,33.4567,10.1234,2.8765,0.4876,0.2654,38.9012,36.789,5.6789,72.3456,130.987,1.0,0
189,89.0123,30.9876,3.5432,0.1987,0.1098,-21.0987,64.321,-17.8901,2.4321,307.654,0.0,0
190,32.145,14.789,2.684,0.332,0.174,-12.345,-13.214,-8.901,14.567,145.678,0.0,0
191,28.901,12.345,2.456,0.456,0.289,18.765,9.876,7.654,5.432,167.89,0.0,0
192,45.678,20.123,3.123,0.214,0.109,34.567,12.345,-14.567,9.876,201.234,0.0,0
193,18.765,11.234,2.345,0.678,0.432,-3.456,4.567,9.012,12.345,198.765,0.0,0
194,37.89,16.789,2.89,0.301,0.156,-8.765,-10.987,-7.654,18.901,134.567,0.0,0
195,50.123,24.567,3.456,0.189,0.098,45.678,20.123,-13.456,11.234,250.123,0.0,0
196,10.987,9.876,2.123,0.765,0.543,-1.234,2.345,6.789,43.21,189.012,1.0,0
197,26.789,13.456,2.567,0.489,0.301,15.678,7.89,5.432,21.098,176.543,1.0,0
198,30.123,10.987,2.789,0.501,0.321,-6.789,-12.345,2.345,67.89,132.109,1.0,0
199,22.345,0.0,2.432,0.721,0.365,24.567,11.234,0.0,28.901,210.987,1.0,0
200,48.2315,24.0913,2.9821,0.2154,0.1077,36.4102,29.1654,15.7834,3.421,189.436,0.0,0
201,37.9119,10.7418,2.4517,0.6839,0.3755,22.3619,20.8512,-1.2394,42.193,63.452,1.0,0
202,61.0245,23.1891,3.0126,0.3124,0.1562,-71.8932,37.4501,-8.4105,1.834,231.745,0.0,0
203,28.4513,14.6209,2.3214,0.5412,0.2706,-18.2345,14.9128,3.2104,10.567,132.894,0.0,0
204,56.3497,20.3142,2.9315,0.2643,0.1322,-67.3214,36.2145,-5.6789,4.312,224.312,0.0,0
205,39.1456,18.0923,2.5874,0.3984,0.1992,-33.2104,22.1095,-4.1234,6.789,178.456,0.0,0
206,19.8324,11.2105,2.3145,0.7712,0.5143,-12.4532,4.1234,6.7891,50.123,98.765,0.0,0
207,50.1234,25.6789,3.0123,0.1987,0.0993,40.1234,15.6789,16.9876,0.456,152.345,0.0,0
208,26.7891,13.4567,2.2987,0.6345,0.3421,-24.1234,13.2109,2.1098,38.765,123.456,0.0,0
209,42.3456,22.1098,2.8765,0.2543,0.1272,18.7654,30.1234,18.9876,11.234,140.567,0.0,0
210,14.3521,12.8764,2.1497,0.6823,0.3645,-18.2341,3.2914,14.5672,52.1943,248.7534,0.0,0
211,89.1456,50.7823,3.0981,0.2087,0.1174,71.4532,83.1234,47.3821,48.9278,291.3421,1.0,0
212,19.8412,14.6732,2.6419,0.5328,0.2741,-3.8945,6.1234,-12.3412,49.2351,132.8943,1.0,0
213,115.2345,98.7654,3.3678,0.1543,0.0987,-68.9123,-134.5678,64.3214,76.5432,321.4567,1.0,0
214,26.7342,14.5678,2.4789,0.4567,0.2345,19.8765,9.4567,3.2109,8.7654,253.4567,0.0,0
215,10.9876,10.1234,1.9876,0.7654,0.4123,-21.3456,5.321,13.4567,59.8765,234.5678,0.0,0
216,128.4321,109.3214,3.4567,0.1123,0.0789,-72.3456,-143.2109,68.7654,82.3456,334.5678,1.0,0
217,21.3456,16.4321,2.789,0.5765,0.3012,10.2345,13.4567,-9.8765,4.321,138.7654,1.0,0
218,102.3456,61.2345,3.1098,0.2345,0.1234,65.321,75.4321,41.2345,49.8765,289.3456,1.0,0
219,17.8765,16.3456,2.5432,0.4321,0.221,-4.321,9.8765,-7.6543,54.321,167.8901,0.0,0
220,35.1248,6.1243,2.6142,0.5894,0.4128,26.814,20.1489,-1.2439,13.8912,91.4578,1.0,0
221,195.321,92.6743,3.4809,0.0832,0.0421,-28.9416,158.742,-91.456,78.2145,132.689,1.0,0
222,50.214,21.893,3.0517,0.2245,0.1136,-79.432,-34.124,18.654,8.9432,190.432,0.0,0
223,24.8932,14.1234,2.5876,0.4765,0.2589,-42.3124,-19.4532,7.1234,48.7654,130.245,1.0,0
224,21.4321,13.2456,2.4123,0.4689,0.2345,-19.8765,2.1234,-7.6543,56.4321,191.321,0.0,0
225,67.4321,56.7894,3.2456,0.2145,0.1123,51.4321,57.8932,60.4321,32.1234,254.765,1.0,0
226,169.432,62.3456,3.4789,0.3543,0.2045,-128.765,-143.214,48.9432,7.1234,360.432,1.0,0
227,11.4321,8.8765,2.7143,0.5876,0.3945,-2.4321,20.4321,-1.0432,13.9432,148.765,1.0,0
228,115.432,19.4321,2.7654,0.5043,0.3123,97.4321,112.345,7.4321,14.4321,149.321,1.0,0
229,21.4321,16.2456,2.6043,0.5345,0.3789,13.4321,19.4321,11.2345,12.4321,258.432,1.0,0
230,22.3576,12.1403,2.4987,0.4874,0.2389,28.4561,-8.9342,-10.7634,18.6735,84.2104,0.0,0
231,93.6851,47.6214,2.9145,0.2789,0.1576,-43.1289,-117.843,-38.4571,56.9821,234.621,1.0,0
232,26.4109,10.1745,2.4891,0.5093,0.2645,7.6532,-10.8741,-3.1248,4.1236,162.451,0.0,0
233,26.0487,15.4321,2.7456,0.4167,0.2145,12.0423,-9.1234,-9.0143,0.7321,225.432,0.0,0
234,28.1742,9.8432,2.6123,0.5341,0.2817,6.1234,20.4321,-7.9843,9.8765,232.104,0.0,0
235,33.2104,21.3456,2.8843,0.2987,0.1543,-0.3214,-22.4567,11.2345,24.6789,214.321,0.0,0
236,103.21,42.1043,4.2345,0.0745,0.0398,80.1234,92.1043,-28.4567,5.9876,268.432,0.0,0
237,24.1043,14.7891,2.6123,0.5321,0.321,5.4321,17.8912,-10.9876,13.4567,93.2104,0.0,0
238,40.1234,24.8765,3.1891,0.2456,0.1345,22.4321,29.1043,21.321,1.6543,155.432,0.0,0
239,21.8432,9.1234,2.3104,0.6123,0.3745,-2.9876,15.321,11.0432,59.1234,190.432,0.0,0
240,20.753,13.127,2.318,0.581,0.312,-18.456,8.345,-9.876,32.104,210.789,0.0,0
241,16.892,10.456,2.563,0.674,0.415,19.231,14.567,3.123,27.654,245.321,1.0,0
242,23.456,15.789,2.432,0.512,0.289,-22.109,-10.456,-6.789,43.21,198.654,0.0,0
243,17.321,9.876,2.21,0.723,0.391,31.456,-4.321,-8.901,25.876,220.123,1.0,0
244,28.901,14.321,2.678,0.432,0.265,5.678,19.876,6.432,14.567,175.432,0.0,0
245,19.876,12.345,2.345,0.567,0.301,-25.678,-14.321,-5.678,48.901,200.123,0.0,0
246,14.567,8.901,2.456,0.689,0.423,27.89,13.456,1.234,29.012,235.678,1.0,0
247,46.789,15.678,2.89,0.243,0.134,40.123,-30.987,-7.654,44.321,40.567,1.0,0
248,22.345,14.123,2.543,0.521,0.31,-17.89,12.345,-10.123,50.234,195.678,0.0,0
249,13.21,11.987,2.109,0.745,0.389,-14.567,6.789,-12.345,52.345,180.987,0.0,0
