,state_code,lat,lon,bird,lat_zone,real_identifier
43,0.0,64.89,-146.78,28.0,0.0,0
44,44.0,38.67,-112.1,6.0,2.0,0
45,32.0,43.24,-74.12,12.0,2.0,0
46,17.0,37.45,-87.11,19.0,2.0,0
47,5.0,40.56,-104.89,17.0,2.0,0
48,49.0,38.92,-80.11,19.0,2.0,0
49,11.0,20.84,-156.56,15.0,1.0,0
50,16.0,38.98,-97.34,26.0,2.0,0
51,32.0,33.45,-106.89,14.0,2.0,0
52,0.0,66.12,-149.34,28.0,0.0,0
53,8.0,38.91,-75.56,11.0,2.0,0
54,44.0,39.01,-111.45,6.0,2.0,0
55,16.0,39.23,-98.89,26.0,2.0,0
56,32.0,42.34,-73.98,12.0,2.0,0
57,49.0,39.34,-79.87,19.0,2.0,0
58,11.0,21.12,-155.43,15.0,1.0,0
59,16.0,38.45,-95.67,26.0,2.0,0
60,5.0,40.12,-103.45,17.0,2.0,0
61,32.0,34.56,-107.23,14.0,2.0,0
62,44.0,38.23,-110.67,6.0,2.0,0
63,8.0,38.56,-75.78,11.0,2.0,0
64,0.0,63.89,-152.45,28.0,0.0,0
65,16.0,39.78,-99.12,26.0,2.0,0
66,32.0,41.23,-74.56,12.0,2.0,0
67,49.0,38.76,-80.45,19.0,2.0,0
68,11.0,19.98,-155.78,15.0,1.0,0
69,16.0,38.67,-97.89,26.0,2.0,0
70,5.0,40.89,-104.12,17.0,2.0,0
71,32.0,33.12,-105.43,14.0,2.0,0
72,44.0,39.45,-112.34,6.0,2.0,0
73,8.0,39.12,-75.34,11.0,2.0,0
74,0.0,64.56,-147.89,28.0,0.0,0
75,16.0,39.34,-98.45,26.0,2.0,0
76,32.0,42.89,-73.67,12.0,2.0,0
77,49.0,39.87,-79.34,19.0,2.0,0
78,11.0,20.45,-156.12,15.0,1.0,0
79,16.0,38.23,-96.78,26.0,2.0,0
80,5.0,40.23,-103.78,17.0,2.0,0
81,32.0,32.89,-106.56,14.0,2.0,0
82,44.0,38.78,-111.23,6.0,2.0,0
83,32.0,43.25,-76.12,12.0,2.0,0
84,49.0,38.93,-80.11,19.0,2.0,0
85,5.0,40.12,-103.84,17.0,2.0,0
86,8.0,39.15,-75.89,11.0,2.0,0
87,11.0,19.89,-155.56,15.0,1.0,0
88,49.0,37.84,-81.32,19.0,2.0,0
89,32.0,43.78,-74.09,12.0,2.0,0
90,8.0,39.41,-75.53,11.0,2.0,0
91,32.0,34.71,-108.92,14.0,2.0,0
92,17.0,36.54,-82.81,19.0,2.0,0
93,16.0,38.76,-97.34,26.0,2.0,0
94,32.0,42.84,-77.37,12.0,2.0,0
95,32.0,34.63,-109.15,14.0,2.0,0
96,16.0,38.52,-96.35,26.0,2.0,0
97,49.0,38.31,-81.75,19.0,2.0,0
98,49.0,39.16,-79.42,19.0,2.0,0
99,11.0,20.63,-156.31,15.0,1.0,0
100,17.0,37.37,-86.48,19.0,2.0,0
101,32.0,34.73,-106.18,14.0,2.0,0
102,32.0,34.61,-106.65,14.0,2.0,0
103,5.0,38.89,-103.57,17.0,2.0,0
104,44.0,37.34,-111.62,6.0,2.0,0
105,11.0,19.84,-155.89,15.0,1.0,0
106,8.0,39.67,-75.59,11.0,2.0,0
107,8.0,38.98,-75.33,11.0,2.0,0
108,32.0,43.22,-75.15,12.0,2.0,0
109,32.0,43.24,-74.6,12.0,2.0,0
110,32.0,43.28,-76.85,12.0,2.0,0
111,11.0,19.56,-155.93,15.0,1.0,0
112,44.0,37.9,-113.01,6.0,2.0,0
113,11.0,20.75,-156.78,15.0,1.0,0
114,11.0,19.34,-155.87,15.0,1.0,0
115,17.0,37.68,-84.29,19.0,2.0,0
116,44.0,37.16,-110.42,6.0,2.0,0
117,5.0,39.23,-105.39,17.0,2.0,0
118,8.0,38.81,-75.27,11.0,2.0,0
119,0.0,59.79,-161.53,28.0,2.0,0
120,32.0,44.15,-75.5,12.0,2.0,0
121,16.0,37.18,-101.88,26.0,2.0,0
122,17.0,37.06,-83.65,19.0,2.0,0
123,11.0,19.15,-156.01,15.0,1.0,0
124,11.0,19.42,-155.93,15.0,1.0,0
125,44.0,37.38,-113.76,6.0,2.0,0
126,17.0,36.89,-89.47,19.0,2.0,0
127,16.0,39.81,-96.12,26.0,2.0,0
128,8.0,38.72,-75.83,11.0,2.0,0
129,32.0,35.57,-105.39,14.0,2.0,0
130,49.0,38.49,-82.15,19.0,2.0,0
131,0.0,67.45,-150.82,28.0,0.0,0
132,0.0,67.33,-158.88,28.0,0.0,0
133,32.0,42.78,-75.34,12.0,2.0,0
134,32.0,34.83,-108.21,14.0,2.0,0
135,8.0,39.37,-75.76,11.0,2.0,0
136,44.0,38.75,-110.41,6.0,2.0,0
137,32.0,35.21,-107.33,14.0,2.0,0
138,17.0,38.85,-84.78,19.0,2.0,0
139,11.0,21.44,-157.98,15.0,1.0,0
140,16.0,39.47,-101.04,26.0,2.0,0
141,32.0,34.66,-103.41,14.0,2.0,0
142,49.0,39.68,-79.01,19.0,2.0,0
143,16.0,37.33,-96.55,26.0,2.0,0
144,32.0,33.72,-106.94,14.0,2.0,0
145,32.0,34.89,-107.03,14.0,2.0,0
146,32.0,34.09,-104.67,14.0,2.0,0
147,17.0,37.16,-83.42,19.0,2.0,0
148,5.0,38.45,-104.19,17.0,2.0,0
149,32.0,43.19,-74.78,12.0,2.0,0
150,8.0,38.87,-75.69,11.0,2.0,0
151,0.0,65.53,-159.14,28.0,0.0,0
152,44.0,41.76,-113.18,6.0,2.0,0
153,44.0,38.19,-109.66,6.0,2.0,0
154,0.0,65.59,-154.83,28.0,0.0,0
155,16.0,38.69,-99.01,26.0,2.0,0
156,16.0,38.83,-98.19,26.0,2.0,0
157,32.0,32.31,-103.73,14.0,2.0,0
158,11.0,21.89,-158.13,15.0,1.0,0
159,17.0,37.76,-85.31,19.0,2.0,0
160,32.0,33.75,-106.61,14.0,2.0,0
161,32.0,34.91,-106.99,14.0,2.0,0
162,32.0,34.12,-104.76,14.0,2.0,0
163,17.0,37.19,-83.39,19.0,2.0,0
164,5.0,38.55,-104.27,17.0,2.0,0
165,32.0,43.25,-74.83,12.0,2.0,0
166,8.0,38.99,-75.72,11.0,2.0,0
167,0.0,65.67,-159.28,28.0,0.0,0
168,44.0,41.92,-113.24,6.0,2.0,0
169,44.0,41.12,-111.91,6.0,2.0,0
170,0.0,60.88,-164.0,28.0,0.0,0
171,17.0,38.14,-85.89,19.0,2.0,0
172,32.0,33.45,-105.32,14.0,2.0,0
173,11.0,21.25,-157.34,15.0,1.0,0
174,5.0,38.81,-103.56,17.0,2.0,0
175,16.0,38.76,-99.81,26.0,2.0,0
176,49.0,38.72,-80.85,19.0,2.0,0
177,8.0,38.65,-75.27,11.0,2.0,0
178,32.0,41.56,-73.78,12.0,2.0,0
179,44.0,40.87,-111.79,6.0,2.0,0
180,17.0,37.89,-85.64,19.0,2.0,0
181,5.0,37.68,-106.43,17.0,2.0,0
182,11.0,20.91,-156.12,15.0,1.0,0
183,0.0,61.11,-165.43,28.0,0.0,0
184,32.0,43.78,-74.21,12.0,2.0,0
185,49.0,38.45,-80.12,19.0,2.0,0
186,44.0,41.33,-111.64,6.0,2.0,0
187,16.0,39.08,-97.67,26.0,2.0,0
188,32.0,41.89,-72.56,12.0,2.0,0
189,8.0,38.54,-75.45,11.0,2.0,0
190,5.0,37.99,-107.12,17.0,2.0,0
191,11.0,21.78,-157.54,15.0,1.0,0
192,0.0,59.45,-159.87,28.0,0.0,0
193,17.0,38.01,-84.32,19.0,2.0,0
194,49.0,39.12,-79.88,19.0,2.0,0
195,32.0,44.65,-74.89,12.0,2.0,0
196,44.0,40.98,-109.87,6.0,2.0,0
197,16.0,37.34,-99.65,26.0,2.0,0
198,5.0,38.12,-102.99,17.0,2.0,0
199,32.0,32.23,-106.45,14.0,2.0,0
200,8.0,38.41,-75.38,11.0,2.0,0
201,0.0,65.78,-166.01,28.0,0.0,0
202,11.0,19.98,-155.45,15.0,1.0,0
203,49.0,37.98,-81.34,19.0,2.0,0
204,44.0,37.88,-111.45,6.0,2.0,0
205,32.0,42.87,-76.78,12.0,2.0,0
206,17.0,38.45,-85.12,19.0,2.0,0
207,8.0,38.95,-75.49,11.0,2.0,0
208,5.0,40.12,-107.34,17.0,2.0,0
209,16.0,39.12,-97.56,26.0,2.0,0
210,17.0,38.33,-83.12,19.0,2.0,0
211,44.0,40.15,-111.78,6.0,2.0,0
212,8.0,39.32,-75.58,11.0,2.0,0
213,11.0,19.68,-155.42,15.0,1.0,0
214,32.0,43.12,-75.23,12.0,2.0,0
215,0.0,63.84,-142.15,28.0,0.0,0
216,17.0,37.45,-83.98,19.0,2.0,0
217,44.0,39.58,-112.89,6.0,2.0,0
218,16.0,37.54,-97.21,26.0,2.0,0
219,5.0,39.87,-108.65,17.0,2.0,0
220,11.0,19.76,-155.53,15.0,1.0,0
221,32.0,42.67,-76.14,12.0,2.0,0
222,8.0,39.05,-75.39,11.0,2.0,0
223,17.0,38.61,-82.88,19.0,2.0,0
224,44.0,40.47,-112.45,6.0,2.0,0
225,0.0,64.91,-156.49,28.0,0.0,0
226,11.0,19.59,-155.39,15.0,1.0,0
227,32.0,34.98,-104.35,14.0,2.0,0
228,16.0,37.82,-99.94,26.0,2.0,0
229,5.0,40.11,-102.36,17.0,2.0,0
230,17.0,38.14,-83.57,19.0,2.0,0
231,44.0,39.89,-113.04,6.0,2.0,0
232,8.0,39.43,-75.69,11.0,2.0,0
233,32.0,43.56,-74.67,12.0,2.0,0
234,11.0,19.83,-155.47,15.0,1.0,0
235,16.0,37.31,-96.83,26.0,2.0,0
236,5.0,39.72,-109.18,17.0,2.0,0
237,17.0,38.42,-82.76,19.0,2.0,0
238,44.0,40.28,-111.56,6.0,2.0,0
239,0.0,61.37,-159.61,28.0,0.0,0
240,32.0,42.29,-75.91,12.0,2.0,0
241,8.0,39.81,-75.43,11.0,2.0,0
242,11.0,19.65,-155.58,15.0,1.0,0
243,17.0,37.28,-84.23,19.0,2.0,0
244,44.0,39.67,-112.76,6.0,2.0,0
245,16.0,37.75,-100.39,26.0,2.0,0
246,5.0,40.35,-102.14,17.0,2.0,0
247,32.0,35.04,-104.12,14.0,2.0,0
248,11.0,19.71,-155.41,15.0,1.0,0
249,8.0,39.24,-75.53,11.0,2.0,0
250,17.0,38.37,-83.04,19.0,2.0,0
251,32.0,36.78,-107.14,14.0,2.0,0
252,17.0,37.65,-89.11,19.0,2.0,0
253,16.0,37.94,-98.56,26.0,2.0,0
254,0.0,69.34,-149.57,28.0,0.0,0
255,32.0,35.01,-106.33,14.0,2.0,0
256,5.0,39.17,-103.89,17.0,2.0,0
257,5.0,38.26,-104.67,17.0,2.0,0
258,32.0,34.56,-105.82,14.0,2.0,0
259,44.0,38.41,-108.76,6.0,2.0,0
260,5.0,37.92,-103.11,17.0,2.0,0
261,49.0,37.39,-82.15,19.0,2.0,0
262,32.0,35.43,-104.08,14.0,2.0,0
263,17.0,37.44,-84.23,19.0,2.0,0
264,5.0,39.45,-107.34,17.0,2.0,0
265,16.0,36.89,-100.67,26.0,2.0,0
266,16.0,38.71,-96.83,26.0,2.0,0
267,16.0,36.54,-99.12,26.0,2.0,0
268,11.0,20.11,-155.89,15.0,1.0,0
269,5.0,40.56,-104.01,17.0,2.0,0
270,5.0,38.54,-108.43,17.0,2.0,0
271,0.0,63.45,-153.98,28.0,0.0,0
272,44.0,37.89,-112.45,6.0,2.0,0
273,17.0,36.78,-88.12,19.0,2.0,0
274,49.0,37.21,-81.34,19.0,2.0,0
275,11.0,21.12,-157.33,15.0,1.0,0
276,49.0,38.45,-79.98,19.0,2.0,0
277,0.0,69.89,-151.78,28.0,0.0,0
278,49.0,39.01,-81.45,19.0,2.0,0
279,8.0,38.43,-75.89,11.0,2.0,0
280,11.0,19.56,-155.34,15.0,1.0,0
281,0.0,64.89,-150.67,28.0,0.0,0
282,16.0,38.12,-99.11,26.0,2.0,0
283,11.0,21.89,-157.56,15.0,1.0,0
284,32.0,42.98,-75.45,12.0,2.0,0
285,32.0,43.54,-74.89,12.0,2.0,0
286,32.0,36.12,-108.43,14.0,2.0,0
287,0.0,63.89,-150.45,28.0,0.0,0
288,32.0,36.78,-104.12,14.0,2.0,0
289,8.0,39.34,-75.43,11.0,2.0,0
290,5.0,38.78,-102.45,17.0,2.0,0
291,44.0,39.54,-110.83,6.0,2.0,0
292,49.0,37.82,-81.45,19.0,2.0,0
293,16.0,38.98,-99.46,26.0,2.0,0
294,5.0,38.94,-106.01,17.0,2.0,0
295,32.0,32.84,-103.89,14.0,2.0,0
296,17.0,37.91,-85.67,19.0,2.0,0
297,8.0,38.45,-75.58,11.0,2.0,0
298,0.0,61.09,-159.48,28.0,0.0,0
299,44.0,38.76,-111.12,6.0,2.0,0
300,32.0,33.94,-108.73,14.0,2.0,0
301,5.0,38.4,-105.87,17.0,2.0,0
302,16.0,39.23,-99.98,26.0,2.0,0
303,32.0,31.76,-108.65,14.0,2.0,0
304,49.0,38.74,-80.91,19.0,2.0,0
305,17.0,38.12,-84.23,19.0,2.0,0
306,8.0,38.59,-75.41,11.0,2.0,0
307,16.0,39.74,-100.11,26.0,2.0,0
308,32.0,32.73,-103.56,14.0,2.0,0
309,5.0,39.89,-106.28,17.0,2.0,0
310,44.0,38.56,-110.05,6.0,2.0,0
311,11.0,19.83,-155.9,15.0,1.0,0
312,17.0,37.41,-87.18,19.0,2.0,0
313,5.0,40.63,-107.44,17.0,2.0,0
314,32.0,42.17,-78.59,12.0,2.0,0
315,49.0,39.33,-81.68,19.0,2.0,0
316,0.0,67.41,-147.59,28.0,0.0,0
317,16.0,39.65,-100.34,26.0,2.0,0
318,32.0,34.02,-108.51,14.0,2.0,0
319,5.0,39.03,-104.73,17.0,2.0,0
320,44.0,39.91,-111.76,6.0,2.0,0
321,8.0,38.63,-75.31,11.0,2.0,0
322,32.0,41.72,-74.97,12.0,2.0,0
323,11.0,21.76,-160.35,15.0,1.0,0
324,16.0,37.48,-99.54,26.0,2.0,0
325,49.0,38.45,-82.36,19.0,2.0,0
326,5.0,38.26,-105.42,17.0,2.0,0
327,32.0,32.34,-104.17,14.0,2.0,0
328,8.0,38.52,-75.63,11.0,2.0,0
329,0.0,60.45,-157.89,28.0,0.0,0
330,44.0,40.23,-111.67,6.0,2.0,0
331,17.0,37.59,-83.48,19.0,2.0,0
332,32.0,42.0,-78.36,12.0,2.0,0
333,49.0,38.94,-80.56,19.0,2.0,0
334,5.0,39.44,-107.11,17.0,2.0,0
335,16.0,39.36,-99.74,26.0,2.0,0
336,32.0,33.63,-108.89,14.0,2.0,0
337,32.0,33.17,-109.11,14.0,2.0,0
338,11.0,19.58,-155.81,15.0,1.0,0
339,5.0,39.74,-105.17,17.0,2.0,0
340,17.0,37.34,-86.29,19.0,2.0,0
341,0.0,58.27,-156.88,28.0,2.0,0
342,49.0,38.85,-80.33,19.0,2.0,0
343,11.0,19.94,-155.31,15.0,1.0,0
344,44.0,40.31,-111.74,6.0,2.0,0
345,5.0,38.47,-104.81,17.0,2.0,0
346,32.0,34.23,-106.36,14.0,2.0,0
347,0.0,63.54,-165.12,28.0,0.0,0
348,11.0,19.46,-155.63,15.0,1.0,0
349,16.0,39.41,-97.13,26.0,2.0,0
350,8.0,38.67,-75.39,11.0,2.0,0
351,5.0,40.11,-103.46,17.0,2.0,0
352,32.0,32.36,-107.88,14.0,2.0,0
353,17.0,37.61,-85.73,19.0,2.0,0
354,49.0,39.47,-81.12,19.0,2.0,0
355,11.0,20.17,-156.0,15.0,1.0,0
356,44.0,40.0,-110.58,6.0,2.0,0
357,0.0,57.44,-130.67,28.0,2.0,0
358,32.0,35.12,-107.41,14.0,2.0,0
359,11.0,19.88,-155.53,15.0,1.0,0
360,5.0,39.86,-102.67,17.0,2.0,0
361,17.0,37.88,-88.44,19.0,2.0,0
362,32.0,33.58,-108.13,14.0,2.0,0
363,44.0,40.44,-113.12,6.0,2.0,0
364,11.0,19.67,-155.44,15.0,1.0,0
365,0.0,56.47,-157.91,28.0,2.0,0
366,49.0,39.0,-80.81,19.0,2.0,0
367,32.0,32.12,-106.44,14.0,2.0,0
368,5.0,38.11,-105.73,17.0,2.0,0
369,11.0,20.29,-155.23,15.0,1.0,0
370,17.0,37.17,-84.61,19.0,2.0,0
371,44.0,40.36,-112.63,6.0,2.0,0
372,8.0,38.74,-75.47,11.0,2.0,0
373,32.0,36.36,-106.88,14.0,2.0,0
374,11.0,19.81,-155.74,15.0,1.0,0
375,0.0,65.12,-164.88,28.0,0.0,0
376,49.0,39.36,-80.67,19.0,2.0,0
377,5.0,39.41,-103.12,17.0,2.0,0
378,32.0,32.88,-107.36,14.0,2.0,0
379,16.0,39.39,-97.88,26.0,2.0,0
380,11.0,19.91,-155.36,15.0,1.0,0
381,8.0,38.58,-75.61,11.0,2.0,0
382,44.0,40.29,-111.41,6.0,2.0,0
383,4.0,38.22,-107.41,16.0,2.0,0
384,32.0,39.16,-74.81,12.0,2.0,0
385,8.0,38.87,-75.44,11.0,2.0,0
386,16.0,39.0,-95.97,26.0,2.0,0
387,5.0,39.03,-106.89,17.0,2.0,0
388,44.0,39.48,-109.5,6.0,2.0,0
389,17.0,37.59,-83.26,19.0,2.0,0
390,32.0,40.81,-73.28,12.0,2.0,0
391,11.0,20.08,-155.39,15.0,1.0,0
392,5.0,40.19,-107.13,17.0,2.0,0
393,49.0,38.02,-82.7,19.0,2.0,0
394,32.0,43.3,-75.33,12.0,2.0,0
395,8.0,39.42,-75.28,11.0,2.0,0
396,5.0,38.8,-105.95,17.0,2.0,0
397,44.0,38.56,-110.43,6.0,2.0,0
398,16.0,38.71,-97.01,26.0,2.0,0
399,32.0,34.44,-106.81,14.0,2.0,0
400,17.0,38.29,-85.0,19.0,2.0,0
401,8.0,38.98,-75.25,11.0,2.0,0
402,5.0,37.81,-106.5,17.0,2.0,0
403,49.0,38.64,-80.12,19.0,2.0,0
404,32.0,33.05,-104.61,14.0,2.0,0
405,44.0,39.75,-109.15,6.0,2.0,0
406,17.0,37.76,-84.13,19.0,2.0,0
407,0.0,61.05,-145.33,28.0,0.0,0
408,32.0,44.17,-75.45,12.0,2.0,0
409,8.0,39.19,-75.59,11.0,2.0,0
410,5.0,37.7,-104.22,17.0,2.0,0
411,16.0,39.22,-96.45,26.0,2.0,0
412,32.0,40.27,-73.75,12.0,2.0,0
413,5.0,38.41,-103.18,17.0,2.0,0
414,17.0,37.91,-83.48,19.0,2.0,0
415,44.0,38.23,-110.84,6.0,2.0,0
416,32.0,36.5,-106.96,14.0,2.0,0
417,8.0,39.06,-75.34,11.0,2.0,0
418,0.0,61.63,-153.01,28.0,0.0,0
419,5.0,37.68,-107.99,17.0,2.0,0
420,17.0,38.44,-84.67,19.0,2.0,0
421,49.0,38.17,-81.56,19.0,2.0,0
422,32.0,43.92,-75.12,12.0,2.0,0
423,32.0,43.0,-74.6,12.0,2.0,0
424,11.0,19.8,-155.5,15.0,1.0,0
425,8.0,38.9,-75.6,11.0,2.0,0
426,0.0,61.6,-141.4,28.0,0.0,0
427,49.0,38.4,-81.1,19.0,2.0,0
428,17.0,38.1,-84.3,19.0,2.0,0
429,5.0,38.6,-106.9,17.0,2.0,0
430,44.0,37.4,-109.2,6.0,2.0,0
431,16.0,38.8,-98.5,26.0,2.0,0
432,32.0,34.0,-104.9,14.0,2.0,0
433,11.0,19.3,-155.8,15.0,1.0,0
434,32.0,44.4,-74.7,12.0,2.0,0
435,0.0,59.8,-153.9,28.0,2.0,0
436,49.0,39.3,-79.1,19.0,2.0,0
437,8.0,38.8,-75.7,11.0,2.0,0
438,32.0,41.6,-74.6,12.0,2.0,0
439,44.0,39.5,-113.1,6.0,2.0,0
440,32.0,42.3,-77.3,12.0,2.0,0
441,11.0,19.7,-155.4,15.0,1.0,0
442,5.0,38.1,-107.1,17.0,2.0,0
443,44.0,39.1,-113.2,6.0,2.0,0
444,16.0,38.8,-97.7,26.0,2.0,0
445,5.0,39.6,-106.2,17.0,2.0,0
446,0.0,61.8,-144.8,28.0,0.0,0
447,17.0,38.3,-84.9,19.0,2.0,0
448,8.0,38.7,-75.6,11.0,2.0,0
449,16.0,37.2,-100.3,26.0,2.0,0
450,32.0,44.9,-73.4,12.0,2.0,0
451,8.0,38.7,-75.6,11.0,2.0,0
452,49.0,38.0,-81.3,19.0,2.0,0
453,16.0,39.1,-98.4,26.0,2.0,0
454,0.0,61.6,-141.4,28.0,0.0,0
455,11.0,20.9,-157.1,15.0,1.0,0
456,8.0,39.8,-75.7,11.0,2.0,0
457,8.0,39.1,-75.5,11.0,2.0,0
458,32.0,36.3,-103.1,14.0,2.0,0
459,0.0,62.9,-142.3,28.0,0.0,0
460,0.0,63.6,-152.2,28.0,0.0,0
461,32.0,43.2,-74.5,12.0,2.0,0
462,11.0,21.0,-159.4,15.0,1.0,0
463,8.0,39.3,-75.7,11.0,2.0,0
464,16.0,38.31,-98.21,26.0,2.0,0
465,32.0,41.45,-73.92,12.0,2.0,0
466,44.0,38.07,-112.56,6.0,2.0,0
467,8.0,38.65,-75.51,11.0,2.0,0
468,17.0,37.59,-88.73,19.0,2.0,0
469,5.0,39.28,-103.79,17.0,2.0,0
470,32.0,42.88,-78.13,12.0,2.0,0
471,44.0,39.12,-113.89,6.0,2.0,0
472,0.0,63.43,-153.11,28.0,0.0,0
473,49.0,38.61,-81.27,19.0,2.0,0
474,8.0,39.01,-75.88,11.0,2.0,0
475,16.0,38.91,-97.84,26.0,2.0,0
476,44.0,37.82,-112.44,6.0,2.0,0
477,5.0,37.95,-104.63,17.0,2.0,0
478,32.0,41.97,-74.41,12.0,2.0,0
479,17.0,37.14,-87.36,19.0,2.0,0
480,32.0,42.46,-76.59,12.0,2.0,0
481,8.0,38.56,-75.17,11.0,2.0,0
482,44.0,38.77,-114.18,6.0,2.0,0
483,11.0,20.12,-155.49,15.0,1.0,0
484,16.0,37.79,-98.54,26.0,2.0,0
485,32.0,41.12,-73.55,12.0,2.0,0
486,5.0,38.63,-105.01,17.0,2.0,0
487,49.0,37.94,-80.98,19.0,2.0,0
488,8.0,38.88,-75.44,11.0,2.0,0
489,44.0,38.29,-113.03,6.0,2.0,0
490,32.0,42.73,-76.88,12.0,2.0,0
491,17.0,36.73,-89.12,19.0,2.0,0
492,5.0,39.12,-102.86,17.0,2.0,0
493,44.0,37.58,-112.77,6.0,2.0,0
494,32.0,42.01,-78.56,12.0,2.0,0
495,8.0,38.39,-75.91,11.0,2.0,0
496,0.0,64.51,-157.63,28.0,0.0,0
497,16.0,38.21,-99.45,26.0,2.0,0
498,49.0,39.22,-80.31,19.0,2.0,0
499,5.0,37.89,-103.55,17.0,2.0,0
500,44.0,38.99,-113.73,6.0,2.0,0
501,32.0,41.82,-74.11,12.0,2.0,0
502,17.0,37.45,-88.02,19.0,2.0,0
503,8.0,38.72,-75.68,11.0,2.0,0
504,32.0,42.36,-77.31,12.0,2.0,0
505,44.0,39.31,-114.01,6.0,2.0,0
506,16.0,38.62,-98.12,26.0,2.0,0
507,5.0,38.17,-104.48,17.0,2.0,0
508,49.0,38.89,-80.77,19.0,2.0,0
509,21.0,39.12,-108.23,16.0,2.0,0
510,32.0,42.01,-77.8,12.0,2.0,0
511,16.0,37.45,-95.09,26.0,2.0,0
512,44.0,40.38,-110.47,6.0,2.0,0
513,17.0,36.88,-87.42,19.0,2.0,0
514,0.0,66.04,-154.3,28.0,0.0,0
515,5.0,39.02,-104.76,17.0,2.0,0
516,32.0,42.7,-77.55,12.0,2.0,0
517,16.0,38.36,-97.18,26.0,2.0,0
518,44.0,38.8,-111.9,6.0,2.0,0
519,11.0,19.57,-155.64,15.0,1.0,0
520,8.0,39.05,-75.86,11.0,2.0,0
521,49.0,38.84,-79.41,19.0,2.0,0
522,0.0,58.69,-154.23,28.0,2.0,0
523,32.0,32.58,-104.4,14.0,2.0,0
524,16.0,37.9,-98.2,26.0,2.0,0
525,17.0,37.53,-84.7,19.0,2.0,0
526,44.0,37.82,-113.12,6.0,2.0,0
527,5.0,38.82,-105.15,17.0,2.0,0
528,16.0,38.13,-99.68,26.0,2.0,0
529,0.0,63.48,-155.31,28.0,0.0,0
530,32.0,31.48,-108.75,14.0,2.0,0
531,11.0,20.9,-156.32,15.0,1.0,0
532,49.0,38.88,-81.95,19.0,2.0,0
533,16.0,39.21,-96.95,26.0,2.0,0
534,8.0,38.78,-75.43,11.0,2.0,0
535,44.0,37.79,-112.84,6.0,2.0,0
536,0.0,66.31,-153.66,28.0,0.0,0
537,32.0,33.52,-104.63,14.0,2.0,0
538,17.0,36.71,-88.54,19.0,2.0,0
539,16.0,37.58,-95.18,26.0,2.0,0
540,5.0,39.94,-103.74,17.0,2.0,0
541,32.0,36.86,-108.78,14.0,2.0,0
542,44.0,40.49,-111.22,6.0,2.0,0
543,16.0,39.09,-97.26,26.0,2.0,0
544,8.0,39.51,-75.53,11.0,2.0,0
545,49.0,38.94,-78.73,19.0,2.0,0
546,0.0,57.32,-156.35,28.0,2.0,0
547,32.0,42.22,-76.76,12.0,2.0,0
548,11.0,19.42,-155.54,15.0,1.0,0
549,17.0,37.49,-87.51,19.0,2.0,0
550,49.0,38.18,-80.33,19.0,2.0,0
551,32.0,42.88,-75.31,12.0,2.0,0
552,16.0,37.52,-96.94,26.0,2.0,0
553,17.0,36.97,-84.12,19.0,2.0,0
554,44.0,38.82,-113.36,6.0,2.0,0
555,0.0,58.0,-155.65,28.0,2.0,0
556,32.0,34.7,-108.98,14.0,2.0,0
