,age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month,real_identifier
88,27.0,1.0,0.0,0.0,14.0,4.0,15.0,10.0,12.0,1.0,0.0,1891.4211,1100.0,4.6732,0
89,44.0,2.0,0.0,0.0,7.0,11.0,9.0,23.0,16.0,0.0,0.0,3621.8191,2400.0,6.2191,0
90,25.0,2.0,0.0,0.0,19.0,10.0,11.0,20.0,13.0,0.0,0.0,1188.235,350.0,5.235,0
91,38.0,2.0,0.0,0.0,9.0,17.0,7.0,22.0,12.0,1.0,0.0,2789.012,900.0,11.234,0
92,41.0,2.0,0.0,0.0,15.0,6.0,19.0,8.0,21.0,0.0,0.0,2345.678,500.0,7.89,0
93,26.0,1.0,0.0,0.0,18.0,14.0,9.0,11.0,20.0,0.0,0.0,1890.123,420.0,3.456,0
94,35.0,2.0,0.0,0.0,12.0,20.0,8.0,16.0,10.0,1.0,0.0,3120.987,1100.0,9.012,0
95,30.0,2.0,0.0,0.0,11.0,19.0,13.0,9.0,14.0,0.0,0.0,2010.456,450.0,6.789,0
96,42.0,1.0,0.0,0.0,17.0,12.0,10.0,18.0,11.0,1.0,0.0,3987.654,1300.0,10.123,0
97,27.0,2.0,0.0,0.0,14.0,15.0,12.0,10.0,19.0,0.0,0.0,1567.89,380.0,4.567,0
98,39.0,2.0,0.0,0.0,10.0,13.0,16.0,14.0,17.0,1.0,0.0,2912.345,1000.0,8.901,0
99,31.0,1.0,0.0,0.0,16.0,11.0,15.0,12.0,13.0,0.0,0.0,2456.789,550.0,5.678,0
100,38.0,1.0,0.0,0.0,7.0,12.0,18.0,22.0,8.0,1.0,0.0,5821.351,1200.0,16.4211,0
101,29.0,1.0,0.0,0.0,14.0,6.0,13.0,19.0,9.0,0.0,0.0,8192.4698,2500.0,11.9319,0
102,50.0,1.0,0.0,0.0,2.0,16.0,20.0,5.0,14.0,1.0,0.0,4211.9287,900.0,20.5108,0
103,36.0,1.0,0.0,0.0,9.0,18.0,12.0,7.0,22.0,0.0,0.0,9456.2019,3800.0,14.1919,0
104,48.0,1.0,0.0,0.0,15.0,5.0,11.0,16.0,6.0,1.0,0.0,6318.6316,1800.0,18.3519,0
105,59.0,1.0,0.0,0.0,8.0,19.0,10.0,13.0,21.0,0.0,0.0,11819.351,5500.0,10.4921,0
106,42.0,1.0,0.0,0.0,4.0,17.0,8.0,20.0,12.0,1.0,0.0,7531.4698,2200.0,15.6719,0
107,34.0,1.0,0.0,0.0,1.0,14.0,15.0,9.0,18.0,0.0,0.0,6241.6316,1600.0,12.4921,0
108,55.0,1.0,0.0,0.0,6.0,13.0,19.0,8.0,16.0,1.0,0.0,5021.4698,1200.0,17.4921,0
109,46.0,1.0,0.0,0.0,10.0,7.0,14.0,11.0,20.0,0.0,0.0,8219.2019,2800.0,13.6719,0
110,38.0,1.0,0.0,0.0,19.0,14.0,9.0,22.0,7.0,0.0,0.0,4208.75,2200.0,3.45,0
111,29.0,2.0,0.0,1.0,17.0,20.0,12.0,8.0,4.0,1.0,1.0,985.31,500.0,36.19,0
112,67.0,1.0,0.0,0.0,22.0,16.0,10.0,5.0,13.0,0.0,0.0,10834.72,12000.0,1.67,0
113,32.0,2.0,0.0,0.0,20.0,9.0,15.0,11.0,2.0,0.0,0.0,3019.44,1300.0,4.81,0
114,48.0,1.0,0.0,0.0,14.0,19.0,7.0,12.0,18.0,1.0,0.0,3907.14,2000.0,20.56,0
115,25.0,2.0,0.0,1.0,16.0,13.0,11.0,9.0,6.0,0.0,1.0,752.19,350.0,40.11,0
116,56.0,1.0,0.0,0.0,15.0,22.0,8.0,14.0,10.0,0.0,0.0,8213.33,9000.0,1.89,0
117,39.0,2.0,0.0,0.0,21.0,12.0,5.0,16.0,9.0,1.0,0.0,2767.86,1200.0,4.35,0
118,50.0,1.0,0.0,0.0,18.0,11.0,13.0,6.0,20.0,0.0,0.0,4356.25,2500.0,2.63,0
119,44.0,2.0,0.0,0.0,13.0,15.0,10.0,19.0,8.0,1.0,1.0,1018.75,500.0,34.59,0
120,38.0,1.0,0.0,0.0,20.0,9.0,13.0,5.0,22.0,1.0,0.0,2198.1176,1200.0,2.1919,0
121,42.0,2.0,0.0,1.0,11.0,6.0,19.0,10.0,1.0,0.0,0.0,8531.9447,4500.0,1.8492,0
122,29.0,1.0,0.0,0.0,4.0,21.0,17.0,9.0,20.0,1.0,0.0,1379.0857,900.0,3.0599,0
123,55.0,2.0,0.0,1.0,16.0,5.0,12.0,4.0,19.0,0.0,0.0,10500.9615,5500.0,2.4159,0
124,24.0,1.0,0.0,0.0,18.0,11.0,7.0,16.0,6.0,1.0,0.0,981.4615,600.0,2.6342,0
125,49.0,2.0,0.0,0.0,9.0,20.0,14.0,2.0,10.0,0.0,0.0,7369.5975,4000.0,1.8492,0
126,36.0,1.0,0.0,1.0,15.0,8.0,5.0,13.0,12.0,0.0,0.0,2198.1176,1200.0,2.4159,0
127,44.0,2.0,0.0,0.0,7.0,18.0,10.0,22.0,11.0,1.0,0.0,1379.0857,900.0,2.6342,0
128,51.0,1.0,0.0,1.0,3.0,14.0,1.0,8.0,5.0,0.0,0.0,10500.9615,5500.0,1.8492,0
129,40.0,2.0,0.0,0.0,13.0,4.0,6.0,19.0,15.0,0.0,0.0,8531.9447,4500.0,2.1919,0
130,39.0,1.0,0.0,1.0,10.0,6.0,15.0,24.0,11.0,1.0,0.0,2351.1928,1234.56,3.4567,0
131,45.0,2.0,0.0,0.0,19.0,8.0,14.0,5.0,23.0,0.0,1.0,8123.4567,4567.89,2.1234,0
132,32.0,1.0,0.0,1.0,15.0,24.0,6.0,10.0,19.0,1.0,0.0,4567.9012,2345.67,4.5678,0
133,48.0,2.0,0.0,0.0,23.0,10.0,14.0,8.0,5.0,0.0,0.0,1234.5678,901.23,3.4567,0
134,36.0,1.0,0.0,0.0,6.0,19.0,15.0,24.0,11.0,1.0,1.0,9012.3456,4567.89,2.9012,0
135,40.0,2.0,0.0,1.0,14.0,6.0,10.0,19.0,23.0,0.0,0.0,2345.6789,1234.56,4.1234,0
136,26.0,1.0,0.0,0.0,10.0,15.0,24.0,6.0,14.0,0.0,0.0,5678.9012,3456.78,3.4567,0
137,44.0,2.0,0.0,0.0,19.0,23.0,8.0,14.0,10.0,1.0,0.0,1234.5678,901.23,2.9012,0
138,30.0,1.0,0.0,1.0,24.0,10.0,15.0,19.0,6.0,0.0,1.0,4567.8901,2345.67,4.5678,0
139,50.0,2.0,0.0,0.0,15.0,14.0,10.0,23.0,19.0,0.0,0.0,9012.3456,4567.89,3.4567,0
140,38.0,2.0,0.0,1.0,10.0,12.0,16.0,22.0,9.0,1.0,0.0,2756.2198,2200.0,14.5814,0
141,29.0,1.0,4.0,0.0,7.0,13.0,20.0,1.0,17.0,0.0,1.0,3987.1111,3500.0,10.2564,0
142,41.0,2.0,0.0,1.0,9.0,16.0,11.0,10.0,23.0,1.0,0.0,4578.4211,4000.0,12.1096,0
143,36.0,1.0,0.0,0.0,18.0,4.0,15.0,8.0,22.0,0.0,1.0,3191.8372,2500.0,16.3043,0
144,45.0,2.0,4.0,1.0,12.0,20.0,9.0,14.0,6.0,1.0,0.0,3821.5789,3200.0,11.4259,0
145,31.0,1.0,0.0,0.0,5.0,11.0,19.0,2.0,13.0,0.0,1.0,2914.2857,2300.0,15.6731,0
146,43.0,2.0,0.0,1.0,15.0,10.0,7.0,21.0,3.0,1.0,0.0,4239.1304,3800.0,9.9565,0
147,30.0,1.0,4.0,0.0,4.0,14.0,8.0,12.0,25.0,0.0,1.0,3619.0476,2800.0,13.4359,0
148,48.0,2.0,0.0,1.0,3.0,9.0,5.0,16.0,24.0,1.0,0.0,5018.4211,4500.0,8.9565,0
149,37.0,1.0,0.0,0.0,1.0,8.0,18.0,6.0,15.0,0.0,1.0,3298.2609,2600.0,14.7826,0
150,38.0,1.0,0.0,1.0,12.0,19.0,14.0,22.0,7.0,1.0,0.0,2789.4198,391.0,14.5293,0
151,41.0,2.0,0.0,0.0,9.0,11.0,20.0,18.0,5.0,0.0,0.0,3487.1623,512.0,6.3987,0
152,35.0,1.0,0.0,1.0,18.0,13.0,10.0,21.0,9.0,1.0,0.0,2291.8159,351.0,18.1171,0
153,49.0,2.0,0.0,0.0,7.0,16.0,12.0,19.0,8.0,0.0,0.0,3068.5394,457.0,9.3488,0
154,39.0,1.0,0.0,1.0,15.0,20.0,11.0,14.0,6.0,1.0,0.0,3948.8231,539.0,12.9182,0
155,44.0,2.0,0.0,0.0,10.0,17.0,9.0,13.0,4.0,0.0,0.0,2429.9197,384.0,16.3979,0
156,36.0,1.0,0.0,1.0,13.0,14.0,18.0,12.0,3.0,1.0,0.0,3191.4181,492.0,11.6319,0
157,42.0,2.0,0.0,0.0,8.0,15.0,16.0,20.0,2.0,0.0,0.0,2759.1863,421.0,8.5691,0
158,46.0,1.0,0.0,1.0,11.0,12.0,15.0,11.0,1.0,1.0,0.0,3641.9915,583.0,14.8829,0
159,40.0,2.0,0.0,0.0,6.0,18.0,13.0,10.0,5.0,0.0,0.0,2978.5319,439.0,10.3411,0
160,45.0,2.0,3.0,1.0,20.0,12.0,5.0,14.0,9.0,1.0,0.0,854.2194,402.0,18.3947,0
161,39.0,1.0,2.0,0.0,17.0,13.0,22.0,1.0,5.0,0.0,1.0,2756.9219,1200.0,22.1188,0
162,48.0,2.0,1.0,1.0,9.0,16.0,20.0,11.0,2.0,0.0,0.0,4138.4751,1800.0,14.5678,0
163,43.0,1.0,3.0,0.0,4.0,15.0,10.0,22.0,7.0,1.0,0.0,6231.0116,2400.0,20.4567,0
164,46.0,2.0,2.0,1.0,18.0,9.0,13.0,5.0,12.0,0.0,1.0,1917.4498,900.0,16.2789,0
165,41.0,1.0,1.0,0.0,12.0,20.0,8.0,16.0,3.0,0.0,0.0,1188.0913,600.0,11.5632,0
166,44.0,2.0,4.0,1.0,11.0,14.0,19.0,6.0,1.0,0.0,0.0,609.2195,300.0,9.4567,0
167,47.0,1.0,0.0,0.0,13.0,18.0,15.0,9.0,20.0,1.0,1.0,4219.0822,2000.0,19.2345,0
168,40.0,2.0,3.0,1.0,16.0,11.0,14.0,8.0,4.0,0.0,0.0,735.1567,400.0,13.4567,0
169,45.0,1.0,2.0,0.0,19.0,10.0,12.0,7.0,15.0,0.0,1.0,2618.9821,1200.0,17.8912,0
170,42.0,1.0,2.0,1.0,3.0,9.0,22.0,1.0,8.0,0.0,1.0,9821.1111,4211.0,5.6789,0
171,29.0,2.0,0.0,0.0,13.0,7.0,20.0,3.0,2.0,1.0,0.0,1899.8765,1200.0,11.1111,0
172,51.0,1.0,3.0,1.0,12.0,10.0,6.0,18.0,21.0,0.0,1.0,6311.1111,3100.0,4.4444,0
173,38.0,1.0,1.0,0.0,5.0,14.0,11.0,9.0,4.0,0.0,0.0,4211.1111,2100.0,6.6667,0
174,46.0,2.0,0.0,1.0,16.0,8.0,25.0,12.0,0.0,1.0,0.0,1199.8765,600.0,9.9999,0
175,33.0,1.0,2.0,0.0,1.0,5.0,17.0,10.0,22.0,0.0,1.0,9821.1111,4211.0,5.6789,0
176,40.0,2.0,1.0,1.0,4.0,15.0,9.0,20.0,11.0,0.0,0.0,4211.1111,2100.0,6.6667,0
177,55.0,1.0,0.0,1.0,2.0,12.0,7.0,5.0,14.0,1.0,1.0,1899.8765,1200.0,11.1111,0
178,31.0,2.0,0.0,0.0,18.0,3.0,13.0,2.0,6.0,0.0,0.0,1199.8765,600.0,9.9999,0
179,48.0,1.0,3.0,1.0,21.0,0.0,8.0,15.0,24.0,0.0,1.0,6311.1111,3100.0,4.4444,0
180,41.0,1.0,0.0,0.0,14.0,12.0,7.0,22.0,1.0,1.0,0.0,2139.8119,750.0,20.1134,0
181,50.0,2.0,3.0,0.0,9.0,20.0,11.0,16.0,4.0,0.0,1.0,982.1408,420.0,16.5095,0
182,31.0,1.0,0.0,0.0,7.0,13.0,10.0,18.0,5.0,1.0,0.0,3051.1092,1200.0,10.2351,0
183,45.0,1.0,0.0,0.0,12.0,9.0,15.0,2.0,26.0,0.0,1.0,1879.3171,900.0,25.0189,0
184,36.0,2.0,1.0,0.0,10.0,17.0,6.0,25.0,0.0,0.0,0.0,1419.9511,600.0,13.7419,0
185,28.0,1.0,0.0,0.0,16.0,5.0,22.0,12.0,8.0,1.0,1.0,2491.8198,1000.0,8.3968,0
186,39.0,2.0,0.0,0.0,13.0,1.0,9.0,19.0,7.0,0.0,0.0,1234.9115,550.0,22.1061,0
187,59.0,1.0,6.0,0.0,3.0,22.0,14.0,11.0,20.0,0.0,1.0,1089.0211,480.0,14.2919,0
188,44.0,1.0,0.0,0.0,18.0,3.0,4.0,10.0,15.0,1.0,0.0,2756.3998,1100.0,11.4698,0
189,52.0,2.0,4.0,0.0,2.0,16.0,24.0,0.0,9.0,0.0,1.0,1950.2819,850.0,18.1388,0
190,48.0,1.0,4.0,0.0,8.0,11.0,15.0,6.0,10.0,1.0,0.0,5281.4198,1019.0,10.1923,0
191,41.0,2.0,0.0,1.0,19.0,5.0,9.0,14.0,8.0,0.0,1.0,1948.781,597.0,5.4298,0
192,55.0,1.0,4.0,0.0,10.0,13.0,7.0,11.0,19.0,1.0,0.0,4139.229,901.0,17.191,0
193,36.0,2.0,0.0,0.0,14.0,6.0,25.0,9.0,5.0,0.0,0.0,2698.398,398.0,8.1481,0
194,51.0,1.0,4.0,1.0,15.0,8.0,4.0,11.0,19.0,1.0,0.0,1141.928,432.0,60.439,0
195,46.0,2.0,0.0,0.0,11.0,10.0,23.0,6.0,24.0,0.0,0.0,8531.859,3231.0,1.4518,0
196,39.0,1.0,4.0,0.0,6.0,24.0,14.0,8.0,18.0,0.0,0.0,3428.699,2200.0,4.6982,0
197,50.0,2.0,0.0,1.0,16.0,7.0,6.0,25.0,10.0,0.0,0.0,2169.129,350.0,16.441,0
198,44.0,1.0,0.0,0.0,11.0,10.0,19.0,5.0,0.0,0.0,0.0,6562.698,1104.0,13.785,0
199,54.0,2.0,4.0,1.0,15.0,3.0,8.0,11.0,2.0,1.0,0.0,1495.491,562.0,62.689,0
200,29.0,2.0,3.0,1.0,12.0,9.0,20.0,13.0,10.0,0.0,1.0,2314.192,1200.0,5.6129,0
201,36.0,1.0,1.0,0.0,18.0,12.0,8.0,21.0,14.0,1.0,0.0,817.3019,450.0,10.3819,0
202,30.0,2.0,6.0,1.0,16.0,10.0,22.0,9.0,11.0,0.0,1.0,4631.911,2500.0,6.1937,0
203,38.0,1.0,2.0,0.0,13.0,20.0,5.0,15.0,12.0,1.0,0.0,1921.488,1000.0,8.5428,0
204,27.0,2.0,5.0,1.0,17.0,14.0,4.0,10.0,16.0,0.0,1.0,6892.319,3500.0,9.3519,0
205,35.0,1.0,0.0,0.0,19.0,7.0,14.0,20.0,9.0,1.0,0.0,1189.351,600.0,7.4912,0
206,26.0,2.0,4.0,1.0,15.0,19.0,3.0,11.0,13.0,0.0,1.0,2751.899,1500.0,5.8179,0
207,37.0,1.0,3.0,0.0,20.0,16.0,1.0,14.0,18.0,1.0,0.0,946.1911,500.0,9.9519,0
208,25.0,2.0,2.0,1.0,14.0,18.0,6.0,12.0,20.0,0.0,1.0,3819.091,2000.0,6.6199,0
209,33.0,1.0,1.0,0.0,16.0,13.0,9.0,19.0,15.0,1.0,0.0,1539.351,800.0,8.1429,0
210,29.0,1.0,0.0,0.0,12.0,10.0,20.0,5.0,1.0,0.0,0.0,1187.351,421.0,3.4219,0
211,41.0,2.0,0.0,0.0,7.0,18.0,9.0,16.0,11.0,1.0,0.0,3051.821,1020.0,5.1921,0
212,25.0,1.0,0.0,0.0,15.0,4.0,13.0,8.0,22.0,0.0,1.0,826.591,240.0,12.351,0
213,39.0,1.0,0.0,1.0,5.0,14.0,2.0,19.0,10.0,0.0,0.0,2619.111,1800.0,4.192,0
214,48.0,2.0,0.0,0.0,3.0,11.0,17.0,20.0,6.0,1.0,0.0,4211.351,2100.0,3.591,0
215,22.0,1.0,0.0,0.0,9.0,5.0,12.0,14.0,23.0,0.0,0.0,501.591,180.0,10.351,0
216,35.0,1.0,0.0,0.0,20.0,13.0,1.0,4.0,8.0,1.0,0.0,1987.351,1200.0,6.192,0
217,30.0,2.0,0.0,1.0,16.0,9.0,3.0,15.0,2.0,0.0,0.0,3519.111,2400.0,5.591,0
218,45.0,1.0,0.0,0.0,10.0,7.0,18.0,12.0,5.0,1.0,0.0,2811.351,1500.0,4.591,0
219,27.0,1.0,0.0,0.0,6.0,17.0,11.0,2.0,9.0,0.0,1.0,901.591,300.0,11.351,0
