Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
17.0,0,63,0.42,0.76,38.928,500.0,155,-90.046,48,6.0,5,19.0,8.0,2,29.0,375,3081.0,11,0.513,12,1,113,846.488
6.6,4,62,0.0,0.71,-38.086,120.0,166,100.838,21,6.0,5,20.0,2.0,7,120.0,226,964.4,11,0.513,15,1,356,829.912
9.9,0,64,0.46,0.77,27.845,7500.0,152,-111.874,48,6.0,5,17.0,6.0,2,120.0,127,4273.5,11,0.513,7,1,128,825.073
5.4,3,64,0.29,0.749,32.327,3.0,160,-110.117,48,6.0,5,22.0,3.0,5,135.0,255,938.2,11,0.513,7,1,391,854.985
27.2,2,78,0.327,0.827,51.766,20.0,61,-100.167,31,6.0,5,12.0,2.0,5,240.0,58,2166.5,9,0.513,12,1,308,844.776
60.0,4,62,0.22,0.75,50.0,100.0,128,-99.538,48,2.0,5,20.0,2.0,9,90.0,133,1454.0,11,0.513,7,0,246,829.912
45.0,2,74,0.28,0.913,18.698,1000.0,110,-102.716,8,6.0,5,30.0,2.0,6,90.0,226,2128.2,11,0.513,7,0,232,834.808
29.0,2,98,0.42,0.32,32.982,4.0,128,-102.917,48,3.0,5,18.333,3.0,7,33.0,356,1725.0,11,0.513,7,1,2,852.87
8.3,9,82,0.38,0.83,50.199,600.0,155,-84.079,9,6.0,5,24.0,10.0,7,30.0,61,2640.0,9,0.513,17,0,36,865.443
33.0,5,75,0.25,0.677,46.867,200.0,110,-119.862,8,6.0,5,20.667,7.0,2,30.0,128,2161.5,11,0.513,21,1,391,925.073
8.6,0,78,0.3,0.707,48.938,120.0,66,-101.922,48,2.0,5,30.0,2.0,6,895.0,58,3157.0,11,0.513,7,1,105,829.912
10.8,0,115,0.4,0.86,-38.763,200.0,46,-115.798,48,2.0,5,16.667,2.0,6,90.0,34,3191.0,11,0.513,15,1,104,852.85
61.0,4,36,0.48,0.827,52.3,24.0,55,-96.816,48,6.0,5,14.0,6.0,5,2360.0,48,2910.0,9,0.513,21,1,108,825.073
24.0,0,82,0.447,0.76,53.433,15.0,110,-102.053,44,2.0,2,14.0,2.0,4,960.0,117,2181.0,11,0.513,21,1,6,855.562
45.0,0,115,0.42,0.717,53.702,0.1,110,-92.934,8,6.0,5,10.0,7.0,6,120.0,184,1435.0,15,0.513,12,1,363,854.985
48.3,0,115,0.45,0.73,52.917,1000.0,128,1.084,48,6.0,5,13.0,2.0,7,210.0,166,1864.4,11,0.513,21,1,7,829.912
38.0,9,61,0.42,0.64,38.733,10.0,110,-101.7,48,1.0,5,20.0,4.0,5,195.0,204,2695.0,11,0.513,15,0,63,823.0
29.0,9,115,0.3,0.717,44.0,1500.0,46,-102.991,48,6.0,2,22.0,6.0,5,44.0,110,1491.0,11,0.513,17,0,233,887.148
13.0,2,39,0.3,0.72,37.279,1000.0,151,-110.523,48,6.0,5,11.0,2.0,5,36.0,290,1732.0,11,0.513,7,1,117,860.182
9.8,0,85,0.547,0.65,56.538,500.0,110,1.817,45,6.0,5,22.0,4.0,7,15.5,311,2256.8,11,0.513,2,1,221,832.808
6.0,2,104,0.39,0.717,37.874,150.0,178,-110.845,48,6.0,5,18.0,10.0,6,210.0,222,2581.0,11,0.513,15,0,117,865.443
7.6,0,115,0.44,0.513,60.279,250.0,110,-103.828,48,6.0,5,27.0,3.0,9,39.2,226,1802.8,11,0.513,15,1,2,815.562
17.5,3,89,0.46,0.827,56.867,50.0,120,-103.917,46,6.0,5,28.0,6.0,6,63.3,58,3161.6,11,0.513,21,1,334,834.808
9.8,0,75,0.3,0.717,31.867,1000.0,110,-101.803,8,61.0,5,23.0,7.0,62,90.0,58,1385.0,11,0.56,12,1,240,829.912
8.9,0,9,0.48,0.83,31.838,150.0,110,61.086,48,6.0,5,20.0,2.0,7,24.6,375,881.0,11,0.0,15,1,334,946.488
21.6,9,115,0.3,0.819,28.867,100.0,178,-102.798,46,6.0,5,22.0,3.0,6,9.4,390,2922.0,11,0.513,21,1,9,827.485
8.3,2,75,0.35,0.783,41.798,0.6,118,-119.917,48,6.0,5,17.0,2.0,7,30.0,317,1950.0,14,0.513,12,1,317,844.776
34.5,0,64,0.49,0.82,38.0,10.0,155,97.566,48,6.0,5,24.0,7.0,2,24.0,108,2038.0,11,0.513,7,1,217,815.562
9.8,4,64,0.55,0.827,48.531,25.0,155,-114.0,17,6.0,5,23.0,2.0,2,90.0,185,2438.5,11,0.377,15,1,391,838.763
36.0,3,39,0.3,0.71,51.849,450.0,34,-112.894,48,6.0,5,26.0,2.0,2,294.0,148,1232.8,6,0.513,12,0,317,834.808
17.0,0,37,0.4,0.749,46.75,100.0,178,-119.62,8,6.0,5,22.0,6.0,6,45.0,61,769.6,11,0.513,15,1,8,839.763
12.0,9,9,0.25,0.757,56.097,1000.0,46,-103.283,48,2.0,5,11.0,2.0,2,69.0,204,1492.8,11,0.27,7,0,437,839.763
4.0,0,71,0.0,0.31,56.1,2.0,128,-111.817,48,2.0,2,32.0,2.0,6,15.2,298,1340.0,11,0.513,15,0,437,825.073
10.3,0,38,0.41,0.77,32.842,200.0,155,4.798,48,1.0,2,11.7,6.0,2,39.5,185,3373.0,11,0.513,7,0,349,860.182
12.1,8,71,0.25,0.783,39.843,1000.0,110,-102.917,8,6.0,5,18.0,6.0,2,30.0,121,2791.5,11,0.513,4,1,382,825.0
60.0,0,64,0.0,0.749,38.34,1.0,178,-105.096,8,6.0,5,13.0,2.0,6,60.0,127,2755.0,11,0.513,15,0,34,875.342
13.1,9,40,0.27,0.66,48.738,1000.0,34,63.845,48,6.0,3,14.0,2.0,2,123.0,290,2256.8,9,0.513,15,1,347,839.763
30.0,3,63,0.25,0.76,-2.766,0.0,110,2.133,9,2.0,5,10.0,1.0,5,75.0,46,3446.0,11,0.513,15,0,17,825.073
12.5,9,117,0.31,0.0,44.08,1.0,110,-102.667,15,6.0,5,32.0,10.0,6,114.2,185,1708.5,11,0.513,7,1,231,825.073
15.8,0,75,0.31,0.749,61.938,1.6,128,-100.923,48,9.0,5,16.0,2.0,12,90.0,1551,1659.0,9,0.513,15,1,391,846.776
4.4,9,115,0.42,0.83,61.991,1.6,128,-102.098,48,6.0,51,23.0,2.0,2,150.0,111,2460.0,11,0.513,7,0,9,829.912
3.9,0,36,0.38,0.757,37.08,100.0,34,-115.058,48,5.0,5,12.0,4.0,7,34.0,187,2268.6,11,0.513,7,1,39,849.85
33.5,0,63,0.28,0.913,53.766,50.0,18,-102.917,9,3.0,5,20.0,2.0,2,30.0,36,1050.0,11,0.513,21,0,8,825.073
23.3,4,63,0.37,0.27,59.874,2000.0,178,2.638,9,6.0,5,22.0,3.0,2,49.8,108,483.8,11,0.513,12,1,8,865.443
8.1,4,69,0.0,0.817,29.75,2000.0,160,-114.086,48,6.0,5,18.0,2.0,2,90.0,110,985.0,11,0.513,15,1,127,825.073
12.8,4,115,0.7,0.837,-3.843,1.0,110,-63.0,48,1.0,5,16.0,2.0,6,90.0,317,1706.4,11,0.513,7,1,127,860.182
43.0,0,115,0.24,0.677,52.766,500.0,166,-102.532,48,2.0,5,28.0,2.0,2,2250.0,301,1462.0,11,0.513,7,1,399,825.073
7.8,0,104,0.377,0.61,-1.912,500.0,110,-92.052,48,3.0,5,17.0,2.0,6,35.0,294,2350.0,11,0.513,7,1,3,839.763
45.0,9,75,0.42,0.777,52.0,100.0,133,100.038,9,3.0,5,15.0,7.0,2,390.0,349,1237.2,11,0.0,21,0,391,839.763
27.5,4,115,0.353,0.777,39.766,25.0,181,-109.717,30,6.0,5,10.0,9.0,5,60.0,391,2118.0,11,0.513,7,1,267,844.776
4.8,9,115,0.31,0.813,37.942,10.0,128,-108.716,48,6.0,5,15.0,3.0,5,24.5,321,1609.1,11,0.0,15,0,222,876.161
15.9,0,9,0.49,0.37,45.0,240.0,128,-102.766,48,2.0,5,24.0,7.0,5,120.0,148,2191.0,11,0.513,12,1,217,958.917
19.2,2,63,0.34,0.83,60.866,1000.0,110,-108.852,48,6.0,5,20.0,2.0,2,117.4,226,2639.9,11,0.513,15,1,356,829.912
120.0,0,64,0.0,0.777,38.283,20.0,155,-114.058,8,1.0,5,16.0,10.0,2,294.0,3061,3720.0,11,0.513,7,0,354,786.161
60.0,0,88,0.45,0.59,32.038,75.0,34,-103.566,48,6.0,5,12.0,3.0,6,90.0,308,2864.7,11,0.513,7,1,226,829.912
60.0,9,39,0.44,0.803,26.766,2000.0,155,-102.912,48,6.0,5,20.0,11.0,2,120.0,155,1714.2,11,0.513,17,1,317,829.912
36.3,0,113,0.513,0.82,37.833,0.0,110,-134.943,50,5.0,5,12.0,4.0,7,49.4,306,2255.0,11,0.513,7,1,382,834.808
26.0,0,113,0.42,0.717,37.867,10.0,110,-103.283,48,2.0,5,15.0,2.0,2,295.0,362,1852.0,6,0.513,17,1,229,825.073
15.2,2,89,0.0,0.76,26.917,25.0,34,-100.069,48,6.0,5,20.0,2.0,6,34.9,108,2094.0,11,0.513,17,1,222,839.763
49.7,9,37,0.0,0.777,36.944,200.0,155,-92.917,48,6.0,5,30.0,2.0,6,21.0,290,954.8,11,0.513,4,1,7,855.562
5.5,4,34,0.38,0.793,36.279,0.2,160,-95.054,48,2.0,5,17.0,2.0,5,45.0,29,1795.0,11,0.513,9,1,231,815.562
24.0,0,75,0.27,0.76,52.744,200.0,160,117.716,46,6.0,2,15.0,3.0,5,24.0,110,2560.0,11,0.513,7,1,9,875.342
150.0,0,115,0.32,0.79,41.67,2.0,110,-102.818,48,6.0,5,13.0,4.0,2,180.0,4,940.0,11,0.513,7,1,290,876.161
14.8,3,39,0.28,0.817,-6.865,7.0,110,-96.903,18,0.0,5,14.0,3.0,8,150.0,298,1682.0,11,0.513,12,1,321,839.763
390.0,0,64,0.31,0.77,36.766,10.0,104,-114.717,50,6.0,5,15.0,2.0,5,390.0,121,2460.0,11,0.513,17,1,195,865.443
18.0,0,0,0.21,0.83,52.433,30.0,186,61.766,48,1.0,5,14.0,2.0,5,90.0,341,2775.0,11,0.513,7,0,117,892.744
14.6,0,63,0.39,0.783,30.538,24.0,34,-110.945,36,3.0,5,27.0,7.0,8,21.3,133,1323.5,11,0.513,29,1,308,839.763
60.0,0,40,0.46,0.75,32.818,150.0,128,-102.0,48,6.0,5,19.0,2.0,6,90.0,279,2115.0,11,0.513,9,0,327,834.0
19.5,9,64,0.43,0.71,28.079,15.0,155,97.1,8,6.0,5,17.0,7.0,2,45.0,294,3273.5,11,0.513,7,1,233,825.073
4.3,0,37,0.42,0.83,55.938,450.0,34,-93.038,48,6.0,5,14.0,2.0,7,30.0,341,2445.0,11,0.513,17,1,104,829.912
22.0,2,63,0.35,0.71,48.766,2.0,22,53.543,48,6.0,5,11.0,2.0,2,45.0,392,2782.0,11,0.513,15,0,438,892.744
36.0,0,83,0.32,0.7,31.928,1.5,110,-110.631,36,2.0,2,15.0,6.0,7,9.5,290,2415.4,11,0.513,17,1,338,825.073
9.8,4,9,0.35,0.71,53.09,3.0,110,-93.0,36,3.0,5,28.0,7.0,5,120.0,128,2482.5,11,0.513,21,1,279,839.763
18.6,4,117,0.3,0.783,33.218,100.0,110,-100.833,48,6.0,50,14.0,4.0,8,24.3,290,1338.5,11,0.513,7,1,231,854.985
120.0,0,28,0.33,0.73,41.912,4.0,15,-102.867,36,3.0,5,10.0,10.0,5,120.0,58,2263.3,11,0.513,9,0,2,839.763
11.0,9,95,0.3,0.633,57.98,4.0,155,-90.069,48,1.0,5,13.0,6.0,4,45.0,318,2100.0,11,0.513,21,1,317,844.776
11.5,0,115,0.26,0.0,37.538,3.0,61,-92.717,48,6.0,5,10.0,2.0,8,24.5,121,1215.8,11,0.513,12,1,38,841.763
42.0,2,39,0.28,0.783,28.919,100.0,110,-115.069,8,2.0,5,20.0,4.0,2,120.0,148,827.8,11,0.513,12,0,263,766.0
18.8,0,72,0.33,0.76,-10.614,150.0,70,-104.069,22,3.0,5,14.0,4.0,2,60.0,391,1701.8,11,0.513,15,1,207,829.912
60.0,0,38,0.25,0.717,41.766,3.0,155,-112.433,48,6.0,5,26.0,2.0,2,300.0,279,2952.0,11,0.513,7,1,338,766.938
3.3,0,63,0.4,0.753,53.738,7500.0,155,-114.927,48,2.0,5,22.0,6.0,2,30.0,294,1781.5,11,0.27,7,1,83,829.912
