,age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month,real_identifier
43,32.0,1.0,0.0,0.0,13.0,8.0,19.0,6.0,23.0,0.0,0.0,1187.4211,857.5,6.1891,0
44,39.0,2.0,0.0,0.0,18.0,12.0,10.0,15.0,9.0,0.0,0.0,2756.3095,2000.0,14.5279,0
45,34.0,1.0,0.0,0.0,7.0,16.0,14.0,20.0,11.0,1.0,0.0,1987.4922,1437.5,25.6834,0
46,36.0,2.0,4.0,0.0,9.0,19.0,13.0,10.0,17.0,0.0,0.0,4221.1304,3000.0,12.1947,0
47,38.0,1.0,0.0,0.0,12.0,15.0,18.0,9.0,22.0,1.0,0.0,2019.8613,1500.0,20.6482,0
48,33.0,2.0,0.0,0.0,20.0,11.0,7.0,14.0,16.0,0.0,0.0,1011.7592,600.0,16.3825,0
49,41.0,1.0,0.0,0.0,11.0,18.0,12.0,8.0,20.0,1.0,0.0,3518.4651,2500.0,11.4278,0
50,38.0,2.0,0.0,0.0,20.0,11.0,14.0,9.0,22.0,0.0,0.0,2109.011,1234.5,11.4678,0
51,29.0,1.0,5.0,1.0,12.0,8.0,20.0,18.0,7.0,1.0,0.0,983.2109,421.19,26.1917,0
52,44.0,1.0,0.0,0.0,16.0,22.0,13.0,6.0,21.0,0.0,0.0,3051.079,1767.5,7.3958,0
53,25.0,2.0,3.0,0.0,9.0,18.0,15.0,5.0,14.0,0.0,0.0,1428.082,812.0,19.4673,0
54,53.0,1.0,0.0,0.0,4.0,16.0,12.0,20.0,11.0,0.0,0.0,3910.138,2211.0,5.0119,0
55,39.0,2.0,2.0,1.0,7.0,19.0,10.0,14.0,25.0,1.0,0.0,817.3828,401.19,29.7821,0
56,46.0,1.0,0.0,0.0,13.0,9.0,22.0,11.0,17.0,0.0,0.0,2751.471,1567.5,8.2195,0
57,31.0,1.0,6.0,0.0,18.0,12.0,8.0,19.0,6.0,0.0,0.0,1938.038,1103.0,14.5538,0
58,36.0,2.0,1.0,1.0,6.0,14.0,21.0,10.0,16.0,1.0,0.0,654.1905,328.09,33.5654,0
59,50.0,1.0,0.0,0.0,19.0,7.0,11.0,15.0,24.0,0.0,0.0,3582.911,2031.5,6.2937,0
60,38.0,2.0,0.0,0.0,12.0,20.0,14.0,18.0,22.0,1.0,0.0,1987.1234,812.56,18.2345,0
61,29.0,1.0,0.0,0.0,16.0,11.0,25.0,13.0,20.0,0.0,0.0,1456.789,678.23,12.4567,0
62,42.0,2.0,0.0,1.0,9.0,18.0,12.0,21.0,14.0,1.0,0.0,3211.9876,1201.98,25.1234,0
63,35.0,1.0,0.0,0.0,14.0,22.0,16.0,19.0,11.0,1.0,0.0,2012.4567,901.23,19.8765,0
64,48.0,2.0,0.0,0.0,10.0,17.0,13.0,20.0,18.0,0.0,0.0,2789.0123,1023.45,22.1234,0
65,39.0,1.0,0.0,1.0,11.0,15.0,24.0,16.0,19.0,1.0,0.0,2431.2345,1001.23,20.5678,0
66,31.0,2.0,0.0,0.0,13.0,21.0,18.0,14.0,17.0,0.0,0.0,1678.9012,789.01,15.6789,0
67,44.0,1.0,0.0,0.0,15.0,12.0,20.0,22.0,13.0,1.0,0.0,2198.7654,956.78,24.5678,0
68,36.0,2.0,0.0,1.0,12.0,19.0,15.0,21.0,16.0,1.0,0.0,3021.2345,1200.56,26.789,0
69,49.0,1.0,0.0,0.0,14.0,18.0,11.0,20.0,22.0,0.0,0.0,2511.9876,1101.23,23.4567,0
70,28.0,2.0,0.0,0.0,8.0,12.0,20.0,9.0,1.0,0.0,0.0,1187.456,987.65,11.2345,0
71,41.0,1.0,0.0,0.0,5.0,16.0,22.0,13.0,7.0,1.0,0.0,1543.219,1234.56,6.789,0
72,29.0,2.0,0.0,0.0,11.0,9.0,4.0,20.0,14.0,0.0,0.0,987.654,876.54,8.9012,0
73,36.0,1.0,0.0,0.0,19.0,8.0,3.0,10.0,21.0,0.0,0.0,1765.432,1456.78,5.6789,0
74,48.0,2.0,0.0,0.0,4.0,15.0,6.0,18.0,12.0,1.0,0.0,2087.654,1678.92,4.321,0
75,26.0,1.0,0.0,0.0,13.0,7.0,5.0,11.0,16.0,0.0,0.0,1432.109,1234.56,7.6543,0
76,39.0,2.0,0.0,0.0,20.0,14.0,2.0,8.0,10.0,0.0,0.0,1876.543,1567.89,5.4321,0
77,50.0,1.0,0.0,0.0,9.0,5.0,17.0,12.0,6.0,1.0,0.0,2198.765,1876.54,3.2109,0
78,32.0,2.0,0.0,0.0,18.0,13.0,9.0,4.0,11.0,0.0,0.0,1689.012,1456.78,6.789,0
79,44.0,1.0,0.0,0.0,7.0,10.0,14.0,16.0,8.0,0.0,0.0,2012.345,1765.43,4.5678,0
80,38.0,1.0,0.0,0.0,20.0,5.0,14.0,22.0,10.0,1.0,0.0,2871.4191,1200.0,7.4562,0
81,29.0,2.0,0.0,0.0,16.0,9.0,13.0,20.0,5.0,0.0,0.0,4211.8765,2800.0,3.1919,0
82,50.0,1.0,0.0,0.0,11.0,15.0,18.0,9.0,22.0,0.0,0.0,1947.8351,1000.0,8.4567,0
83,41.0,2.0,0.0,0.0,7.0,12.0,19.0,15.0,11.0,1.0,0.0,3069.4211,2000.0,5.1923,0
84,36.0,1.0,0.0,0.0,14.0,10.0,16.0,13.0,20.0,0.0,0.0,4631.2019,3000.0,4.3219,0
85,48.0,2.0,0.0,0.0,9.0,14.0,12.0,18.0,16.0,0.0,0.0,2758.5013,1800.0,6.1034,0
86,32.0,1.0,0.0,0.0,13.0,8.0,17.0,14.0,19.0,1.0,0.0,3987.1928,2500.0,5.6543,0
87,46.0,2.0,0.0,0.0,15.0,13.0,10.0,12.0,17.0,0.0,0.0,3419.8762,2200.0,7.2345,0
88,40.0,1.0,0.0,0.0,12.0,16.0,15.0,11.0,14.0,0.0,0.0,4291.3014,2800.0,4.9876,0
89,35.0,2.0,0.0,0.0,10.0,11.0,14.0,16.0,13.0,1.0,0.0,3819.4021,2400.0,6.5432,0
90,38.0,2.0,0.0,0.0,19.0,11.0,13.0,20.0,16.0,1.0,0.0,2789.1411,850.0,11.3819,0
91,25.0,2.0,0.0,0.0,9.0,17.0,10.0,22.0,12.0,0.0,0.0,1918.3148,420.0,7.4198,0
92,41.0,2.0,0.0,0.0,15.0,6.0,19.0,11.0,14.0,1.0,0.0,3519.8716,1100.0,23.1419,0
93,26.0,1.0,0.0,0.0,18.0,12.0,8.0,21.0,13.0,0.0,0.0,2681.5099,520.0,5.9908,0
94,35.0,2.0,0.0,0.0,12.0,20.0,9.0,16.0,11.0,1.0,0.0,4218.8492,1300.0,18.3097,0
95,30.0,2.0,0.0,0.0,11.0,14.0,18.0,10.0,19.0,0.0,0.0,3178.5119,900.0,14.1919,0
96,39.0,1.0,0.0,0.0,20.0,15.0,7.0,19.0,10.0,1.0,0.0,4989.3814,1800.0,29.4198,0
97,27.0,2.0,0.0,0.0,13.0,19.0,11.0,17.0,9.0,0.0,0.0,2349.1908,550.0,9.9908,0
98,33.0,2.0,0.0,0.0,17.0,10.0,14.0,18.0,12.0,1.0,0.0,3929.4198,1200.0,20.9908,0
99,28.0,1.0,0.0,0.0,14.0,13.0,20.0,9.0,15.0,0.0,0.0,2819.3097,650.0,12.3097,0
100,38.0,1.0,0.0,0.0,7.0,12.0,22.0,1.0,14.0,1.0,0.0,2831.4191,1200.0,16.3819,0
101,29.0,1.0,0.0,0.0,18.0,5.0,13.0,20.0,8.0,0.0,0.0,9512.3516,3500.0,11.4935,0
102,58.0,1.0,0.0,0.0,9.0,16.0,3.0,12.0,24.0,1.0,0.0,4129.1155,1800.0,20.6542,0
103,49.0,1.0,0.0,0.0,2.0,11.0,19.0,7.0,22.0,0.0,0.0,11881.6304,5000.0,14.1881,0
104,35.0,1.0,0.0,0.0,14.0,6.0,10.0,18.0,5.0,1.0,0.0,6318.8264,2500.0,18.3117,0
105,51.0,1.0,0.0,0.0,1.0,9.0,15.0,23.0,13.0,0.0,0.0,8547.3913,3200.0,12.6549,0
106,40.0,1.0,0.0,0.0,20.0,8.0,4.0,16.0,6.0,1.0,0.0,2765.9014,1500.0,19.2391,0
107,33.0,1.0,0.0,0.0,12.0,14.0,21.0,9.0,1.0,0.0,0.0,10318.4698,4500.0,13.4265,0
108,56.0,1.0,0.0,0.0,8.0,7.0,5.0,19.0,11.0,1.0,0.0,3690.5161,2000.0,17.4639,0
109,48.0,1.0,0.0,0.0,4.0,13.0,17.0,2.0,9.0,0.0,0.0,12547.192,5500.0,15.6294,0
110,38.0,1.0,0.0,0.0,19.0,22.0,10.0,8.0,14.0,0.0,0.0,4278.911,1200.0,6.4512,0
111,29.0,2.0,0.0,1.0,20.0,25.0,16.0,9.0,7.0,1.0,1.0,987.2345,550.0,39.1123,0
112,67.0,1.0,0.0,0.0,22.0,20.0,18.0,12.0,10.0,0.0,0.0,10423.456,14500.0,1.6789,0
113,32.0,2.0,7.0,0.0,21.0,19.0,15.0,11.0,9.0,0.0,0.0,4912.345,1100.0,4.8234,0
114,41.0,1.0,0.0,0.0,17.0,24.0,13.0,10.0,12.0,1.0,0.0,3812.456,1000.0,20.9876,0
115,36.0,2.0,0.0,0.0,23.0,17.0,14.0,9.0,11.0,0.0,0.0,3198.765,900.0,5.4321,0
116,45.0,1.0,0.0,1.0,18.0,26.0,12.0,8.0,6.0,1.0,1.0,1234.567,650.0,42.1234,0
117,39.0,2.0,6.0,0.0,25.0,16.0,11.0,7.0,5.0,0.0,0.0,752.3456,300.0,18.9012,0
118,48.0,1.0,0.0,0.0,20.0,22.0,19.0,14.0,13.0,0.0,0.0,9456.789,1300.0,2.3456,0
119,31.0,2.0,0.0,0.0,24.0,20.0,17.0,12.0,10.0,1.0,0.0,2819.012,850.0,6.789,0
120,38.0,1.0,0.0,0.0,20.0,11.0,22.0,4.0,13.0,1.0,0.0,2189.9012,1200.0,2.1509,0
121,41.0,2.0,0.0,1.0,9.0,20.0,10.0,19.0,5.0,0.0,0.0,9821.1111,5000.0,1.8192,0
122,29.0,1.0,0.0,0.0,18.0,9.0,21.0,2.0,12.0,1.0,0.0,1498.3333,900.0,3.459,0
123,44.0,2.0,0.0,0.0,5.0,17.0,13.0,20.0,10.0,0.0,0.0,6300.0,3500.0,2.381,0
124,36.0,1.0,0.0,1.0,24.0,6.0,19.0,11.0,8.0,0.0,0.0,10500.0,6000.0,1.909,0
125,52.0,2.0,0.0,0.0,15.0,22.0,9.0,16.0,4.0,0.0,0.0,4500.0,2500.0,2.718,0
126,25.0,1.0,0.0,0.0,11.0,14.0,7.0,21.0,19.0,1.0,0.0,2800.0,1600.0,3.082,0
127,39.0,2.0,0.0,1.0,16.0,8.0,14.0,12.0,20.0,0.0,0.0,8200.0,4500.0,2.349,0
128,49.0,1.0,0.0,0.0,4.0,18.0,5.0,15.0,22.0,0.0,0.0,3800.0,2200.0,2.531,0
129,31.0,2.0,0.0,0.0,19.0,13.0,6.0,10.0,14.0,1.0,0.0,2600.0,1500.0,3.194,0
130,32.0,1.0,0.0,1.0,12.0,9.0,22.0,16.0,4.0,0.0,0.0,2356.1999,1234.5678,3.1415,0
131,48.0,2.0,0.0,0.0,18.0,7.0,20.0,3.0,11.0,1.0,1.0,4567.8912,2789.0123,2.9876,0
132,39.0,1.0,0.0,1.0,15.0,2.0,10.0,17.0,23.0,0.0,0.0,1890.7654,1456.789,4.321,0
133,27.0,2.0,0.0,0.0,5.0,16.0,13.0,9.0,22.0,1.0,0.0,5678.9012,3890.1234,3.4567,0
134,44.0,1.0,0.0,0.0,20.0,8.0,14.0,5.0,19.0,0.0,1.0,8765.4321,5432.1098,2.1098,0
135,36.0,2.0,0.0,1.0,11.0,6.0,21.0,18.0,7.0,1.0,0.0,2345.6789,1567.8901,4.5678,0
136,50.0,1.0,0.0,0.0,9.0,12.0,4.0,20.0,16.0,0.0,0.0,4567.8912,2789.0123,2.9876,0
137,33.0,2.0,0.0,1.0,7.0,10.0,19.0,15.0,3.0,1.0,1.0,1890.7654,1456.789,4.321,0
138,46.0,1.0,0.0,0.0,14.0,1.0,8.0,13.0,6.0,0.0,0.0,5678.9012,3890.1234,3.4567,0
139,25.0,2.0,0.0,1.0,22.0,4.0,11.0,2.0,9.0,1.0,0.0,8765.4321,5432.1098,2.1098,0
140,38.0,2.0,0.0,1.0,18.0,10.0,7.0,22.0,1.0,1.0,0.0,2198.4211,1750.0,8.2632,0
141,29.0,1.0,4.0,0.0,5.0,16.0,20.0,9.0,12.0,0.0,1.0,3821.0492,2500.0,14.5313,0
142,41.0,2.0,0.0,1.0,9.0,13.0,17.0,6.0,23.0,1.0,0.0,2987.6543,2000.0,10.4167,0
143,36.0,1.0,0.0,0.0,22.0,8.0,12.0,1.0,19.0,0.0,1.0,4679.2308,3500.0,16.875,0
144,48.0,2.0,4.0,1.0,4.0,14.0,10.0,16.0,24.0,1.0,0.0,1890.1234,1200.0,9.375,0
145,32.0,1.0,0.0,0.0,15.0,11.0,3.0,20.0,6.0,0.0,1.0,3519.8765,2500.0,13.125,0
146,45.0,2.0,0.0,1.0,7.0,23.0,5.0,18.0,13.0,1.0,0.0,4211.1111,3000.0,12.5,0
147,30.0,1.0,4.0,0.0,10.0,22.0,8.0,4.0,17.0,0.0,1.0,4956.7568,3500.0,17.1875,0
148,43.0,2.0,0.0,1.0,12.0,9.0,21.0,2.0,15.0,1.0,0.0,2789.4737,2000.0,11.25,0
149,49.0,1.0,0.0,0.0,3.0,20.0,11.0,14.0,8.0,0.0,1.0,6192.3077,4000.0,19.6875,0
150,41.0,2.0,0.0,0.0,12.0,18.0,14.0,5.0,22.0,1.0,0.0,2789.4198,398.0,14.5191,0
151,58.0,1.0,0.0,1.0,20.0,12.0,19.0,16.0,7.0,0.0,0.0,2349.8113,509.0,29.1849,0
152,39.0,2.0,0.0,0.0,9.0,17.0,13.0,11.0,24.0,1.0,0.0,3128.5639,269.0,10.3488,0
153,50.0,1.0,0.0,1.0,15.0,20.0,18.0,9.0,21.0,0.0,0.0,1897.3948,321.0,44.8181,0
154,35.0,2.0,0.0,0.0,7.0,16.0,12.0,14.0,19.0,1.0,0.0,2410.8192,195.0,6.5099,0
155,42.0,1.0,0.0,1.0,22.0,15.0,20.0,10.0,8.0,0.0,0.0,2963.4922,436.0,38.1938,0
156,55.0,2.0,0.0,0.0,10.0,14.0,17.0,22.0,13.0,1.0,0.0,2685.1358,283.0,20.4189,0
157,46.0,1.0,0.0,1.0,18.0,11.0,21.0,19.0,9.0,0.0,0.0,2241.9611,398.0,33.9198,0
158,38.0,2.0,0.0,0.0,13.0,19.0,15.0,12.0,23.0,1.0,0.0,3056.2813,231.0,15.0919,0
159,60.0,1.0,0.0,1.0,16.0,13.0,22.0,20.0,11.0,0.0,0.0,2019.0119,512.0,27.4891,0
160,45.0,2.0,1.0,0.0,12.0,20.0,5.0,22.0,17.0,0.0,1.0,2511.1111,800.0,18.3333,0
161,39.0,1.0,0.0,0.0,18.0,13.0,24.0,20.0,15.0,1.0,0.0,8055.5556,1200.0,32.1429,0
162,48.0,2.0,0.0,0.0,9.0,1.0,22.0,12.0,25.0,0.0,1.0,2200.0,1000.0,20.0,0
163,43.0,2.0,4.0,1.0,5.0,16.0,10.0,1.0,9.0,0.0,0.0,1000.0,500.0,10.0,0
164,46.0,1.0,0.0,0.0,20.0,14.0,11.0,24.0,18.0,0.0,0.0,3500.0,1500.0,25.0,0
165,40.0,2.0,0.0,0.0,8.0,19.0,15.0,5.0,22.0,0.0,0.0,2000.0,1000.0,15.0,0
166,44.0,1.0,0.0,0.0,14.0,10.0,20.0,16.0,13.0,1.0,0.0,6000.0,2000.0,30.0,0
167,47.0,2.0,0.0,0.0,6.0,22.0,9.0,14.0,21.0,0.0,1.0,2800.0,1200.0,20.0,0
168,41.0,1.0,0.0,0.0,16.0,12.0,18.0,10.0,20.0,0.0,0.0,4500.0,2000.0,25.0,0
169,45.0,2.0,4.0,1.0,11.0,15.0,7.0,19.0,12.0,0.0,0.0,1200.0,600.0,10.0,0
170,29.0,1.0,0.0,0.0,22.0,9.0,1.0,20.0,12.0,0.0,0.0,1821.4199,800.0,5.6329,0
171,41.0,1.0,3.0,1.0,14.0,8.0,22.0,3.0,11.0,0.0,1.0,3948.1014,2000.0,4.2311,0
172,25.0,2.0,0.0,0.0,7.0,13.0,10.0,2.0,21.0,1.0,0.0,521.1563,250.0,23.9841,0
173,38.0,1.0,0.0,0.0,18.0,5.0,9.0,1.0,6.0,0.0,0.0,3019.8377,1200.0,6.3948,0
174,50.0,1.0,2.0,1.0,3.0,15.0,8.0,12.0,4.0,0.0,0.0,4689.2345,2500.0,3.9845,0
175,31.0,1.0,0.0,0.0,2.0,10.0,16.0,9.0,14.0,1.0,0.0,1987.4562,1000.0,7.0123,0
176,46.0,2.0,1.0,0.0,12.0,7.0,6.0,19.0,2.0,0.0,0.0,2256.7891,1200.0,5.6329,0
177,34.0,1.0,0.0,0.0,20.0,14.0,11.0,8.0,1.0,0.0,0.0,4123.4567,2000.0,4.3948,0
178,42.0,1.0,4.0,1.0,1.0,3.0,25.0,10.0,13.0,0.0,1.0,5834.2345,3000.0,3.9845,0
179,28.0,2.0,0.0,0.0,4.0,22.0,17.0,5.0,9.0,1.0,0.0,651.2345,300.0,24.3948,0
180,42.0,1.0,0.0,0.0,14.0,5.0,9.0,12.0,20.0,1.0,1.0,1987.1234,542.11,16.2345,0
181,31.0,2.0,0.0,0.0,7.0,13.0,10.0,4.0,18.0,0.0,1.0,823.4567,278.15,21.9876,0
182,50.0,1.0,0.0,0.0,12.0,9.0,17.0,22.0,1.0,1.0,0.0,3056.789,1200.0,8.5432,0
183,26.0,1.0,0.0,0.0,16.0,3.0,11.0,7.0,19.0,0.0,0.0,1890.1234,654.32,14.5678,0
184,45.0,2.0,0.0,0.0,10.0,20.0,6.0,15.0,9.0,1.0,1.0,2789.0123,1000.0,12.3456,0
185,36.0,1.0,0.0,0.0,8.0,12.0,5.0,16.0,14.0,0.0,0.0,1456.789,500.0,10.9876,0
186,58.0,2.0,0.0,0.0,4.0,18.0,13.0,11.0,6.0,1.0,0.0,2012.3456,800.0,15.6789,0
187,40.0,1.0,0.0,0.0,9.0,15.0,2.0,14.0,10.0,1.0,1.0,2500.1234,900.0,11.2345,0
188,48.0,2.0,0.0,0.0,6.0,11.0,22.0,8.0,5.0,0.0,0.0,1890.5678,600.0,13.4567,0
189,55.0,1.0,0.0,0.0,13.0,7.0,20.0,2.0,12.0,1.0,1.0,3200.9012,1200.0,9.8765,0
190,51.0,1.0,0.0,0.0,10.0,11.0,19.0,5.0,6.0,1.0,0.0,4321.91,2798.0,7.321,0
191,39.0,2.0,4.0,1.0,15.0,8.0,4.0,11.0,2.0,1.0,1.0,983.22,421.0,18.935,0
192,58.0,1.0,0.0,0.0,11.0,13.0,15.0,6.0,24.0,0.0,0.0,2198.73,987.0,3.142,0
193,42.0,2.0,4.0,0.0,10.0,19.0,21.0,4.0,3.0,1.0,0.0,521.19,492.0,9.821,0
194,35.0,2.0,0.0,0.0,16.0,7.0,6.0,25.0,10.0,0.0,0.0,1429.86,279.0,14.251,0
195,55.0,1.0,0.0,0.0,11.0,10.0,23.0,6.0,24.0,0.0,0.0,8312.51,3519.0,2.398,0
196,46.0,1.0,0.0,0.0,11.0,10.0,19.0,5.0,0.0,0.0,0.0,6231.29,1098.0,12.351,0
197,50.0,2.0,4.0,1.0,15.0,3.0,8.0,11.0,2.0,1.0,0.0,1149.32,468.0,61.012,0
198,40.0,2.0,4.0,0.0,6.0,24.0,14.0,8.0,18.0,0.0,0.0,3309.45,2011.0,4.019,0
199,31.0,2.0,0.0,0.0,6.0,14.0,10.0,24.0,9.0,0.0,0.0,396.205,142.0,20.836,0
200,29.0,2.0,3.0,1.0,12.0,9.0,14.0,20.0,10.0,0.0,0.0,2139.2157,1000.0,11.4199,0
201,36.0,1.0,2.0,0.0,16.0,13.0,8.0,9.0,22.0,1.0,1.0,823.9121,500.0,6.1919,0
202,30.0,2.0,1.0,0.0,7.0,12.0,18.0,15.0,11.0,0.0,0.0,3519.2812,2000.0,9.9319,0
203,38.0,1.0,5.0,1.0,10.0,16.0,12.0,14.0,20.0,1.0,1.0,1921.0974,1200.0,13.6929,0
204,27.0,2.0,6.0,0.0,9.0,15.0,11.0,13.0,18.0,0.0,0.0,4921.1299,3000.0,8.1219,0
205,33.0,1.0,0.0,0.0,13.0,10.0,17.0,12.0,16.0,1.0,0.0,1382.1118,800.0,10.3019,0
206,25.0,2.0,4.0,1.0,8.0,14.0,10.0,19.0,15.0,0.0,0.0,6271.2908,4000.0,12.1919,0
207,37.0,1.0,3.0,0.0,15.0,11.0,9.0,14.0,17.0,1.0,1.0,1019.2157,600.0,9.4199,0
208,26.0,2.0,2.0,0.0,12.0,9.0,16.0,13.0,19.0,0.0,0.0,3819.2812,2500.0,11.9319,0
209,35.0,1.0,1.0,1.0,11.0,13.0,15.0,10.0,14.0,1.0,1.0,2919.2157,1800.0,10.6919,0
210,29.0,1.0,0.0,0.0,10.0,20.0,12.0,9.0,5.0,0.0,0.0,1234.5678,456.78,3.4567,0
211,41.0,2.0,0.0,1.0,7.0,18.0,11.0,23.0,2.0,1.0,0.0,9876.5432,1234.56,5.6789,0
212,25.0,1.0,0.0,0.0,16.0,14.0,8.0,20.0,1.0,0.0,1.0,567.8901,234.56,7.8901,0
213,35.0,1.0,0.0,0.0,22.0,9.0,15.0,7.0,19.0,1.0,0.0,4321.0987,987.65,4.321,0
214,48.0,2.0,0.0,1.0,3.0,24.0,10.0,17.0,6.0,0.0,0.0,6543.2109,2109.87,6.5432,0
215,27.0,1.0,0.0,0.0,13.0,5.0,23.0,16.0,11.0,0.0,0.0,901.2345,456.78,8.0123,0
216,39.0,1.0,4.0,1.0,20.0,12.0,9.0,14.0,8.0,1.0,0.0,2789.0123,1234.56,9.0123,0
217,30.0,2.0,0.0,0.0,4.0,22.0,13.0,10.0,18.0,0.0,1.0,456.789,234.56,5.6789,0
218,42.0,1.0,0.0,1.0,9.0,11.0,24.0,5.0,20.0,1.0,0.0,9876.5432,4567.89,7.8901,0
