target,Dcl,Ao,Iy,Aa,Sh
1,0.508,0.509,1.252,0.151,-0.784
0,1.354,0.573,0.792,0.562,0.387
1,1.522,0.811,0.953,0.279,0
0,-0.143,0.508,-0.082,3.25,-0.074
0,0.158,0.917,0.101,2.092,0.066
0,0.845,1.892,0.337,0.279,0.179
0,1.024,1.807,0.436,0.249,-0.199
0,0.372,0.629,0.928,3.056,-0.255
0,1.009,2.497,0.475,0.34,-0.247
0,0.795,0.556,0.789,0.145,0
0,1.866,1.762,-0.469,0.717,-0.257
0,0.279,0.661,0.148,2.839,-0.082
0,-0.351,1.86,0.194,0.874,-0.127
0,0.828,2.327,-0.275,0.802,-0.152
0,-0.413,2.762,0.226,1.039,-0.134
0,0.387,0.281,1.126,0.104,1.234
0,0.661,0.376,2.185,0.158,-0.705
0,1.576,1.369,-0.473,0.199,0
0,1.435,1.795,0.609,0.228,0
0,0.327,0.285,0.491,0.095,1.208
0,0.524,0.464,1.009,0.189,1.496
0,1.435,0.572,1.911,0.134,0
0,1.064,2.48,0.573,1.339,-0.169
0,-0.147,0.882,0.11,1.931,0.086
0,-0.413,2.72,0.264,1.037,-0.138
1,1.041,0.65,1.526,0.123,0
0,0.158,0.562,0.103,1.794,0.106
0,1.666,0.912,1.725,0.279,-0.526
0,0.444,1.307,-0.169,1.305,-0.12
1,0.881,0.881,1.072,0.362,0.704
0,0.415,0.264,-0.423,0.076,0
0,0.513,1.297,0.394,1.402,-0.257
0,0.433,0.284,1.097,0.145,1.386
1,0.873,0.881,0.881,0.881,0.881
0,2.289,1.018,-0.668,0.16,0
0,0.508,0.335,-0.607,0.108,0
0,-0.393,2.496,0.246,0.772,-0.135
0,1.134,2.302,0.507,0.349,0
0,1.135,2.203,0.683,0.401,0
0,0.324,0.268,0.456,0.076,0
0,0.194,-0.236,0.162,2.516,-0.062
0,-0.111,0.301,0.073,2.505,-0.047
0,-0.107,0.458,-0.048,3.067,-0.038
0,0.512,0.335,2.131,0.128,-0.606
0,0.9,0.508,1.782,0.121,0
0,1.037,1.807,0.469,0.336,-0.208
0,1.135,2.203,0.683,1.214,-0.234
0,-0.356,1.826,-0.129,0.776,-0.075
0,0.327,0.335,0.456,0.055,0
0,0.245,1.223,0.084,2.039,-0.065
1,1.761,0.581,1.064,0.398,0.65
0,0.795,0.46,1.797,0.125,0
0,1.354,1.827,0.453,0.492,-0.177
0,0.158,0.284,0.162,2.405,-0.063
1,1.772,0.655,0.778,0.4,0.732
0,1.935,1.163,-0.488,0.324,-0.243
0,-0.413,2.56,-0.189,0.898,-0.127
0,-0.45,2.703,-0.239,0.636,-0.163
0,-0.143,0.729,0.106,1.78,0.063
1,0.915,0.701,0.345,0.292,-0.436
0,-0.41,2.195,-0.175,0.924,0.13
0,0.174,-0.312,-0.078,3.781,0.057
1,1.895,0.721,1.511,0.873,1.457
0,0.468,0.336,1.578,0.122,-0.765
0,0.134,-0.258,-0.078,3.528,-0.055
1,0.68,0.786,1.266,0.242,0
0,1.935,1.008,-0.564,0.2,0
0,0.828,0.497,1.573,0.161,0
1,0.705,0.511,1.811,0.172,0.848
1,1.211,1.521,0.412,0.776,0.693
1,1.753,0.594,0.833,0.476,0.409
0,0.643,0.478,2.024,0.157,-0.819
0,0.485,0.482,1.15,0.212,1.611
1,0.9,1.1,0.322,0.31,0.454
0,0.468,0.335,-0.741,0.154,1.408
0,-0.43,2.606,0.221,0.302,-0.103
0,-0.414,1.917,-0.174,0.626,-0.109
1,1.477,1.911,0.714,0.418,0.648
0,0.915,2.589,-0.317,0.634,-0.173
0,1.935,0.979,-0.531,0.279,-0.266
0,0.327,0.372,0.327,3.439,-0.117
0,0.179,0.282,0.179,2.49,-0.064
0,-0.321,1.866,-0.155,0.901,0.22
0,0.657,1.697,0.265,0.28,0.151
1,0.518,0.772,1.208,0.257,0
0,1.234,1.509,0.467,0.257,-0.208
0,1.761,1.134,0.705,0.372,-0.252
0,0.648,1.925,-0.201,0.499,-0.109
1,0.759,0.521,1.811,0.255,1.246
0,0.49,1.599,1.404,1.639,-0.347
0,1.364,0.546,0,0.136,0
0,-0.415,1.811,-0.147,1.037,-0.101
1,1.981,0.594,1.126,0.597,0.776
0,-0.387,2.327,-0.173,0.76,-0.116
0,-0.414,2.78,-0.188,0.88,-0.125
0,-0.413,2.197,-0.187,1.098,-0.131
0,1.436,0.524,1.883,0.158,0.998
0,1.179,1.781,-0.265,1.606,-0.122
0,-0.279,1.78,-0.145,1.734,-0.101
1,1.509,0.555,0.647,0.555,0.407
1,1.688,0.885,-0.505,0.385,-0.257
0,0.484,1.396,0.22,1.1,0.145
0,0.661,0.381,2.029,0.236,-0.738
0,0.179,0.82,0.149,1.777,-0.067
0,0.438,0.28,-0.607,0.059,1.936
0,0.443,0.309,1.882,0.128,-0.772
0,1.114,2.168,0.553,0.324,0
0,0.828,1.163,0.288,0.996,-0.135
0,0.327,0.355,0.508,0.073,0
0,1.854,1.221,0.736,0.491,-0.287
0,-0.128,-0.314,-0.093,3.509,-0.056
1,0.871,0.502,1.126,0.115,0
0,0.204,0.745,0.118,1.126,0.118
0,-0.122,0.737,0.109,1.797,0.099
0,0.45,0.328,-0.608,0.099,1.836
0,0.279,0.581,0.279,3.06,-0.078
1,1.935,1.066,-0.469,0.564,-0.231
0,1.247,1.678,0.436,-0.167,-0.194
0,-0.158,0.786,0.082,1.703,0.072
0,1.168,1.807,0.434,0.41,-0.177
0,0.313,0.265,0.459,0.059,0
0,-0.123,0.786,0.078,1.091,0.078
0,0.64,0.329,1.578,0.236,-0.705
0,-0.468,2.627,0.22,0.279,-0.128
0,0.438,0.32,1.522,0.096,1.191
0,0.509,0.389,1.811,0.106,-0.705
0,0.513,0.332,1.811,0.107,-0.705
0,2.298,1.177,-0.702,0.269,-0.357
0,-0.111,0.651,-0.066,2.266,-0.046
1,1.061,0.508,0.635,0.194,0
0,0.206,0.732,0.179,1.926,-0.068
0,0.795,0.434,2.131,0.109,-0.622
0,-0.133,0.434,-0.078,3.131,-0.057
1,1.705,1.056,1.037,0.985,0.986
0,-0.111,0.717,0.077,1.018,0.06
0,1.168,2.22,0.545,0.356,-0.201
0,-0.107,0.651,0.11,2.158,0.086
0,-0.475,2.31,0.243,1.871,-0.124
0,0.327,0.327,0.459,0.053,0
0,0.67,0.556,1.503,0.189,0
0,0.384,0.311,-0.574,0.049,0
0,1.024,2.692,0.553,0.726,0.678
0,0.643,2.273,0.25,0.853,-0.138
1,1.195,1.786,0.712,0.656,0.707
1,0.887,0.882,1.286,0.366,0.786
1,1.981,0.472,1.1,0.316,0.564
0,0.661,1.811,0.249,0.64,0.137
1,1.477,0.798,1.73,0.12,0
0,-0.415,1.773,0.26,0.735,-0.202
1,1.781,0.721,0.779,0.532,1.21
0,0.443,0.356,-0.794,0.145,0
0,0.394,1.386,-0.109,1.3,0
0,0.172,-0.306,0.102,3.258,-0.055
0,0.892,0.434,1.892,0.13,-0.682
0,2.266,1.064,-0.722,0.216,-0.342
0,-0.48,2.884,0.247,0.699,-0.125
0,-0.112,0.651,0.16,2.956,-0.062
1,0.882,0.882,1.009,0.252,0
0,2.248,1.061,-0.6,0.269,-0.246
0,0.648,2.209,0.283,0.303,-0.135
0,1.354,0.583,0.6,0.199,0.366
0,1.004,0.477,2.258,0.11,0
0,1.004,2.503,0.403,0.429,-0.146
0,-0.393,2.221,-0.164,0.901,-0.101
0,1.16,1.783,0.572,0.245,-0.214
0,0.508,0.335,1.578,0.112,0
0,1.009,1.435,0.496,0.231,-0.247
1,1.285,0.789,1.71,0.23,-0.593
0,1.314,1.369,0.769,0.234,-0.24
0,1.264,0.558,1.767,0.114,-0.639
0,0.322,0.274,-0.608,0.055,0
0,0.845,2.807,-0.338,0.646,0
0,0.279,0.584,0.308,3.306,-0.095
0,0.467,0.312,-0.794,0.109,0
0,0.945,1.295,-0.317,0.179,-0.156
0,1.264,0.496,1.402,0.252,0.56
0,-0.347,2.302,0.201,1.064,0.23
0,-0.355,2.259,-0.176,1.386,-0.106
1,1.197,2.493,0.83,0.738,-0.307
0,0.643,1.921,0.305,0.34,0
0,0.524,1.794,0.257,0.31,-0.116
0,0.135,-0.301,-0.08,3.056,-0.077
0,0.892,1.781,-0.338,0.321,0.217
0,1.056,2.116,-0.32,0.6,0.99
0,0.871,0.562,2.258,0.125,0
1,1.531,0.508,1.496,0.599,1.496
0,0.513,0.635,1.792,0.226,1.1
1,1.947,0.605,1.203,0.404,1.464
1,1.928,0.48,1.138,0.296,0.704
0,-0.517,2.639,-0.215,0.763,-0.128
1,0.915,0.709,2.24,0.12,-0.624
0,0.575,2.18,0.624,1.591,-0.19
0,-0.111,0.651,0.107,2.254,-0.046
0,-0.347,1.833,-0.137,0.864,-0.079
0,0.149,-0.273,0.082,2.811,-0.046
0,0.797,1.307,0.342,0.228,0.194
0,-0.48,2.76,0.264,0.766,-0.135
0,-0.363,2.317,-0.165,1.39,-0.101
0,0.829,0.478,2.211,0.141,-0.736
1,0.923,0.719,1.803,0.245,-0.77
0,-0.43,2.86,0.269,0.729,-0.132
0,-0.346,2.456,-0.142,1.147,0.21
0,0.403,0.297,1.552,0.106,1.152
0,-0.479,2.668,0.22,0.302,-0.137
0,-0.428,2.639,-0.181,1.051,-0.131
0,-0.43,2.78,-0.179,1.203,-0.127
0,-0.111,0.377,0.13,2.99,-0.065
0,0.978,0.435,2.131,0.185,0
0,2.551,1.249,-0.623,0.4,-0.313
0,1.78,2.177,0.687,0.483,0.614
0,-0.48,2.72,0.345,0.624,-0.23
0,-0.521,2.89,0.275,0.691,-0.154
0,-0.111,0.377,0.13,3.012,-0.053
0,-0.601,3.197,-0.255,0.542,0
0,0.467,0.34,2.136,0.106,-0.834
0,0.479,0.335,1.569,0.128,0
0,0.643,1.811,0.245,0.34,-0.106
0,-0.143,0.635,0.153,1.861,0.089
0,1.496,1.703,0.546,0.269,0
0,1.314,1.773,-0.356,0.541,-0.153
0,1.935,1.079,-0.736,-0.129,0
0,0.188,0.297,0.236,2.737,-0.078
0,0.179,0.54,0.153,1.873,-0.067
0,1.166,1.807,0.453,0.397,-0.19
0,0.797,1.591,0.305,0.212,-0.13
0,0.797,2.936,-0.205,1.141,-0.135
1,1.518,0.661,0.792,0.443,0.76
1,0.947,0.562,1.862,0.162,0
1,1.044,2.718,0.653,0.487,-0.249
0,-0.415,1.866,-0.171,0.889,-0.104
1,0.872,0.872,1.072,0.198,0
0,-0.42,2.75,-0.181,1.101,-0.124
1,0.782,0.497,1.795,0.636,-0.569
0,-0.43,2.72,-0.176,1.104,-0.114
0,0.524,0.388,1.809,0.154,-0.621
0,-0.485,2.494,-0.195,0.884,-0.13
0,0.508,0.345,-0.794,0.148,0
1,1.235,1.936,0.813,0.389,-0.247
0,1.064,0.499,1.809,0.104,-0.621
0,1.235,2.393,0.67,0.49,-0.229
0,-0.107,0.517,0.14,2.607,-0.053
0,0.444,0.293,-0.734,0.111,1.925
0,-0.112,0.831,0.088,2.998,-0.046
0,0.64,1.885,0.32,0.359,-0.114
0,-0.107,0.729,0.077,1.246,0.061
0,0.194,0.855,0.084,0.889,0.104
0,0.179,0.849,0.084,1.191,0.102
0,1.234,2.767,0.851,0.479,-0.317
0,0.387,1.285,-0.117,1.797,-0.061
0,0.515,0.336,0.529,0.104,1.185
0,0.535,0.362,1.854,0.135,1.339
0,1.235,1.694,0.454,0.456,-0.179
0,0.181,0.77,0.145,1.83,0.107
0,-0.347,2.318,0.22,1.509,0.153
0,-0.47,2.85,0.25,0.721,0.163
0,0.716,1.607,0.301,0.267,0.136
0,0.152,-0.31,0.152,3.067,-0.079
0,0.168,0.52,0.153,1.922,-0.07
0,-0.467,2.778,0.322,0.839,-0.168
0,0.915,2.204,0.39,0.279,-0.173
1,0.772,0.445,1.569,0.244,-0.873
1,0.899,1.008,1.386,0.295,0
1,1.556,1.056,-0.581,0.567,-0.291
0,-0.107,0.458,0.14,2.32,-0.06
0,0.513,0.544,0.539,2.639,-0.189
0,0.279,1.041,0.169,1.18,-0.096
0,-0.111,0.357,-0.082,3.012,-0.056
0,0.828,0.794,1.238,0.143,0
0,-0.11,0.66,-0.075,2.457,0.06
1,1.521,1.523,-0.351,1.131,-0.167
0,0.27,0.562,0.208,1.926,0.12
0,0.464,0.311,2.067,0.119,-0.789
1,1.531,0.596,1.183,0.231,1.838
0,1.68,0.825,1.164,0.145,0
0,0.845,1.932,-0.171,2.056,-0.101
0,-0.111,0.729,0.1,1.037,-0.063
0,1.354,0.497,1.883,0.123,-0.653
1,0.978,0.544,0,0.116,0
0,0.508,0.335,1.347,0.121,0
1,2.044,0.661,0.889,0.223,0
0,0.179,0.606,0.151,1.973,-0.063
0,0.825,0.478,0.874,0.109,-0.47
1,1.531,0.893,-0.671,0.289,1.386
0,0.359,0.584,-0.085,2.601,0.112
0,1.044,1.807,0.443,0.35,-0.179
0,0.661,0.362,1.978,0.128,-0.785
0,1.01,1.781,0.436,0.479,-0.268
0,0.828,1.058,0.434,0.412,-0.411
0,0.515,1.607,0.3,0.972,-0.286
0,0.403,-0.245,0.154,2.441,-0.09
0,1.935,0.849,-0.883,0.166,-0.406
0,1.136,0.548,2.172,0.118,-0.752
0,0.513,0.356,1.811,0.119,-0.783
0,0.643,2.253,0.347,0.316,0
0,0.524,0.635,1.794,0.134,-0.772
0,0.403,1.283,0.394,1.283,-0.391
0,1.195,0.358,1.108,0.141,-0.592
0,0.158,-0.266,0.106,3.426,0.089
1,1.772,0.497,1.155,0.257,1.628
1,0.845,1.072,0.845,0.299,1.177
0,-0.47,2.556,0.306,0.583,0.942
0,0.153,0.86,0.106,1.302,0.074
0,1.509,1.037,-0.478,0.169,-0.211
0,1.866,1.503,0.649,-0.155,-0.231
1,0.523,0.381,1.181,0.182,0
0,1.504,1.147,-0.431,0.184,-0.211
0,0.181,0.482,0.084,2.41,0.072
1,0.944,0.786,1.809,0.11,0
0,1.314,0.831,2.116,0.479,-0.652
0,0.45,0.402,0.478,0.095,0
0,0.845,2.511,-0.249,1.079,0.163
1,1.935,1.041,-0.623,0.674,0.987
0,1.964,1.009,-0.751,0.14,0
0,0.479,1.369,0.246,1.396,0.301
0,0.179,-0.213,0.114,2.511,-0.066
0,0.181,-0.211,0.114,2.656,-0.066
0,0.949,0.524,1.89,0.102,0
0,1.964,1.041,-0.555,0.219,0
1,1.743,0.737,1.121,0.539,0.731
0,-0.415,2.253,0.246,1.064,-0.22
1,1.772,0.719,0.789,0.385,0.43
0,0.502,1.555,0.295,0.341,0
1,0.68,0.328,1.78,0.162,-0.758
0,0.403,1.195,0.226,2.056,-0.104
0,0.188,0.79,0.153,1.925,-0.078
0,0.342,0.864,0.234,2.039,0.363
0,1.607,2.211,-0.469,0.666,-0.19
0,0.206,0.281,0.208,2.632,-0.063
0,1.168,0.453,2.304,0.121,0
0,0.15,-0.311,-0.07,3.191,0.066
0,1.044,2.625,0.553,0.734,-0.194
0,-0.347,1.876,-0.151,0.874,0.119
0,0.509,1.607,0.243,1.258,-0.131
0,-0.111,0.355,-0.073,3.044,-0.049
0,-0.111,0.36,0.16,2.546,-0.063
0,-0.413,2.99,-0.189,0.915,-0.125
0,-0.359,2.31,0.222,1.791,0.163
0,1.895,0.606,1.482,0.432,0.986
0,0.279,0.624,0.114,2.782,-0.066
1,0.731,0.458,1.872,0.2,0
0,-0.414,2.781,-0.181,0.598,-0.121
0,0.795,1.591,0.305,0.203,0.153
0,-0.413,2.53,-0.174,1.051,0.117
1,0.65,0.356,1.375,0.151,0.84
0,0.164,-0.317,0.114,3.057,0.106
1,1.681,0.721,1.327,0.223,1.626
0,1.345,2.311,0.581,0.497,-0.229
0,0.337,0.278,0.469,0.076,-0.674
1,1.256,0.639,1.726,0.392,1.854
0,0.315,0.789,0.17,1.531,-0.131
0,0.179,0.82,0.133,1.858,0.103
0,0.322,0.272,1.209,0.106,1.262
0,0.195,0.482,0.128,2.32,-0.149
0,0.892,2.68,0.342,0.487,0.187
1,0.749,0.458,0.635,0.233,0
0,1.024,1.782,-0.332,0.504,-0.157
0,1.576,1.064,-0.349,0.675,0.219
1,1.761,0.458,1.406,0.545,1.762
0,0.448,0.381,0.609,0.076,0
0,0.515,1.435,0.329,1.598,-0.199
1,0.758,0.425,1.911,0.162,-0.735
0,0.443,0.309,-0.609,0.069,0
0,1.964,1.136,-0.563,0.211,0
0,1.436,0.524,1.957,0.134,0
0,-0.134,0.478,-0.081,3.054,0.074
0,-0.107,0.639,0.13,2.32,-0.052
0,1.123,1.952,0.517,0.493,-0.229
0,-0.427,2.617,-0.195,1.058,-0.141
1,0.845,0.802,0.786,0.131,0
0,0.515,1.786,0.245,1.126,-0.15
0,1.436,0.585,1.871,0.411,-0.597
0,0.933,2.803,0.348,0.629,-0.145
0,0.828,1.89,0.373,0.401,0.217
0,0.947,2.424,0.333,0.562,-0.161
0,1.044,1.589,0.469,1.3,-0.179
0,0.513,0.297,1.248,0.112,1.191
0,1.125,2.473,0.453,0.567,-0.19
0,0.684,0.521,1.811,0.127,0
0,0.524,0.551,1.312,0.134,0
0,2.078,1.516,0.783,0.383,-0.39
0,0.443,0.339,1.009,0.125,1.636
0,0.195,0.875,0.153,1.911,-0.205
0,0.643,1.845,0.27,0.284,-0.122
0,-0.601,3.163,-0.25,0.462,-0.146
0,1.024,1.591,0.436,1.313,0.301
0,0.327,0.327,0.811,0.095,0
0,0.188,-0.242,0.128,2.89,0.094
0,0.302,0.335,0.468,0.1,0
0,0.153,-0.317,0.106,3.168,0.104
0,0.415,0.309,-0.534,0.072,0
0,0.135,0.657,0.13,1.871,-0.159
0,1.019,1.903,0.459,0.254,0
0,-0.111,0.317,-0.066,3.022,0.061
0,-0.482,2.981,0.231,0.407,-0.152
0,0.828,1.722,0.371,0.203,0
1,0.86,0.705,0.886,0.228,0
1,1.471,0.706,0,0.115,0
0,0.324,0.297,0.496,0.076,0.921
0,2.289,1.072,-0.68,0.269,0
0,2.019,1.304,-0.626,0.348,-0.506
1,1.981,0.594,1.26,0.534,1.126
0,0.327,0.327,0.799,0.059,0
0,1.04,2.493,0.551,1.393,-0.168
1,0.761,0.473,1.86,0.216,1.892
0,-0.482,3.256,-0.222,0.456,0.18
0,1.435,0.551,2.111,0.143,0
0,-0.355,2.163,-0.152,0.412,-0.099
1,1.064,0.719,1.369,0.242,1.116
1,1.935,0.517,1.48,0.448,-0.431
0,0.438,1.372,0.265,1.3,-0.134
0,0.309,0.993,0.179,1.1,-0.139
0,1.04,2.32,0.448,0.48,0
0,0.443,0.339,1.483,0.111,1.141
0,0.643,0.335,1.114,0.121,0
0,0.415,0.295,1.46,0.079,0
0,0.415,0.295,-0.391,0.079,0
0,-0.363,2.168,0.247,0.34,0.161
0,0.387,1.579,0.517,1.639,-0.184
0,2.018,1.494,1.012,0.255,1.002
0,-0.347,2.246,0.199,0.737,-0.138
0,0.48,0.345,1.692,0.145,1.246
0,0.342,0.911,0.215,3.023,-0.095
0,1.364,1.223,0.58,0.364,-0.258
0,0.415,0.303,-0.77,0.107,1.834
0,1.044,2.203,0.51,0.456,-0.194
0,-0.111,0.377,0.1,2.902,-0.054
1,1.947,0.822,-0.863,0.319,0
0,-0.415,1.923,-0.169,0.801,-0.107
0,0.356,1.22,0.245,2.132,-0.067
0,0.508,0.406,-0.124,2.431,-0.06
1,1.78,0.6,1.037,0.202,0
0,-0.468,2.585,-0.181,1.025,-0.131
0,0.797,1.809,0.369,0.341,0.188
0,-0.601,3.29,0.553,0.597,-0.192
0,0.194,-0.276,0.106,3.178,-0.063
0,0.134,0.434,0.116,2.42,-0.046
0,1.185,1.911,-0.326,0.656,0.217
0,-0.1,0.557,0.082,2.021,-0.049
0,1.964,1.122,-0.623,0.271,-0.311
1,0.887,0.609,1.762,0.2,0
1,0.915,1.16,0.671,0.734,0.853
1,0.887,0.331,1.192,0.147,0.874
1,1.131,1.02,1.122,0.295,1.116
0,-0.128,0.782,0.091,2.022,-0.048
1,0.902,0.651,1.781,0.191,-0.7
0,0.476,1.743,0.233,0.328,-0.097
0,1.528,2.064,-0.406,0.507,-0.246
0,-0.151,0.753,0.07,1.105,-0.06
1,0.782,0.761,1.107,0.25,1.104
0,1.964,0.902,0.938,0.147,0
0,0.384,0.343,1.248,0.157,1.258
0,-0.112,0.435,0.09,2.404,-0.047
0,0.508,0.361,1.782,0.109,1.393
1,0.76,0.365,1.795,0.231,1.527
0,-0.238,1.72,-0.114,1.275,0.103
0,-0.123,0.78,0.084,1.04,0.103
1,0.905,0.903,1.128,0.279,0
