target,Dcl,Ao,Iy,Aa,Sh
1,1.516,0.885,0.667,0.376,-0.394
0,1.114,2.471,0.545,0.43,-0.19
0,-0.147,0.921,0.094,2.762,0.065
0,-0.481,2.203,0.221,0.729,-0.132
0,0.444,0.335,1.553,0.114,1.135
0,0.737,2.555,0.487,0.48,-0.19
0,-0.467,2.176,0.257,0.769,-0.135
0,-0.381,1.861,-0.158,0.705,-0.109
0,0.162,-0.317,0.145,3.579,-0.075
0,-0.467,2.311,-0.215,0.38,-0.138
0,-0.111,-0.275,-0.067,3.518,-0.041
0,-0.111,0.315,0.073,2.935,0.048
0,-0.349,1.854,-0.141,0.302,-0.092
0,-0.51,2.876,-0.204,0.383,-0.152
0,-0.414,2.637,-0.187,0.277,-0.181
0,0.468,0.333,-0.781,0.125,0
0,1.825,1.292,0.783,0.967,-0.227
0,1.166,2.185,0.597,1.041,-0.414
0,-0.356,2.131,-0.157,0.678,0.145
0,0.513,0.363,1.527,0.236,2.03
0,1.004,2.827,0.434,0.734,0.257
0,0.513,1.215,0.329,1.783,0.3
0,-0.107,0.695,0.14,1.922,-0.18
1,1.461,1.028,-0.602,0.671,1.378
1,1.935,1.151,-0.603,0.802,1.36
0,-0.321,2.056,-0.148,0.412,-0.087
1,0.643,0.515,1.802,0.134,1.298
0,1.935,1.066,-0.563,0.228,0
0,1.125,2.32,0.545,1.464,-0.175
0,1.947,1.064,-0.534,0.228,0.542
0,0.356,0.245,-0.609,0.062,0
1,0.892,0.892,1.108,0.299,0
0,0.174,0.722,0.108,1.845,0.09
1,1.981,0.594,1.203,0.557,0.621
0,0.648,0.388,1.811,0.225,1.632
1,0.811,0.811,1.044,0.296,0
0,1.313,0.546,1.928,0.125,-0.782
0,1.464,1.666,-0.348,0.504,-0.173
0,0.188,-0.242,0.152,2.553,-0.063
0,0.188,-0.276,0.131,3.012,-0.106
0,1.166,1.703,0.468,0.347,-0.209
1,0.866,0.723,0.944,0.105,0
1,1.531,0.661,0.626,0.596,0.87
1,0.845,0.788,2.211,0.121,0
0,1.064,2.188,0.64,0.401,1.198
0,-0.413,2.71,-0.187,1.037,-0.131
0,0.194,0.297,0.204,2.503,-0.065
0,-0.427,2.811,-0.187,0.916,-0.125
0,-0.428,2.847,-0.226,0.268,-0.146
0,-0.46,2.533,-0.201,0.77,-0.133
0,0.502,1.443,0.341,0.155,0
0,0.179,-0.275,-0.071,3.572,-0.046
0,1.043,2.589,-0.484,0.48,0
0,0.795,1.215,1.453,2.305,-0.367
0,1.164,1.503,0.533,0.231,0
0,0.845,2.607,-0.337,0.469,1.257
1,0.729,0.556,1.802,0.245,0
0,0.661,0.502,2.21,0.226,-0.836
