,Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor,real_identifier
19,29.0,285.0,25.0,2.0,84.0,3.0,4.705,113.694,133.0,0.0,5.0,2.0,1.0,1984.5,15.0,11.0,112.5,52.5,20.0,185.0,825.0729,0.31,-1.0,-1.0,0
20,142.0,291.0,24.0,5.0,67.0,3.0,19.2654,99.2654,81.0,1.0,4.0,9.0,7.0,2018.4,10.0,14.0,854.2,421.1,22.0,850.0,876.3211,0.35,-1.0,-1.0,0
21,219.0,319.0,36.0,4.0,82.0,1.0,54.9808,92.9808,141.0,1.0,3.0,7.0,6.0,2789.8,12.0,13.0,457.8,278.9,19.0,650.0,819.912,0.27,-1.0,0.72,0
22,67.0,263.0,18.0,3.0,51.0,5.0,-2.4347,114.2116,29.0,0.0,2.0,4.0,9.0,1435.2,8.0,12.0,219.4,135.0,16.0,480.0,859.6644,0.32,-1.0,-1.0,0
23,335.0,294.0,48.0,6.0,39.0,6.0,29.6998,-117.0335,110.0,2.0,5.0,5.0,8.0,3717.8,11.0,16.0,118.0,59.6,28.0,2000.0,929.912,0.14,-1.0,-1.0,0
24,151.0,246.0,24.0,5.0,75.0,8.0,41.2629,-104.8559,61.0,1.0,5.0,3.0,4.0,2914.4,9.0,5.0,156.5,83.9,24.0,120.0,844.8083,0.38,-1.0,-1.0,0
25,25.0,85.0,8.0,6.0,101.0,4.0,56.8208,-110.2007,99.0,1.0,5.0,6.0,1.0,630.0,7.0,11.0,14.1,4.8,-1.0,110.0,834.8083,0.3,-1.0,-1.0,0
26,191.0,302.0,33.0,2.0,58.0,7.0,-4.4347,139.2116,34.0,1.0,5.0,2.0,5.0,1525.2,7.0,11.0,98.4,90.0,13.0,600.0,810.8883,-1.0,-1.0,-1.0,0
27,293.0,258.0,36.0,3.0,89.0,0.0,68.0533,78.9497,183.0,1.0,2.0,2.0,3.0,1054.2,7.0,11.0,210.0,132.0,30.0,330.0,-1.0,-1.0,-1.0,0.7,0
28,109.0,76.0,48.0,6.0,115.0,9.0,50.8208,-112.2007,99.0,1.0,5.0,6.0,2.0,630.0,7.0,11.0,14.1,4.8,-1.0,110.0,834.8083,0.3,-1.0,-1.0,0
29,285.0,275.0,8.0,6.0,115.0,9.0,67.2629,-126.8559,61.0,1.0,5.0,2.0,10.0,344.4,9.0,2.0,127.5,72.9,-1.0,4.0,834.8083,0.4,-1.0,-1.0,0
30,421.0,291.0,11.0,3.0,49.0,1.0,43.9803,-79.4453,118.0,1.0,4.0,10.0,5.0,2018.2,14.0,8.0,482.0,109.2,19.0,120.0,858.3938,0.31,-1.0,0.72,0
31,315.0,221.0,20.0,4.0,88.0,8.0,27.9903,-98.9619,105.0,0.0,3.0,11.0,3.0,2895.5,10.0,7.0,39.9,21.6,25.0,180.0,879.4214,0.49,-1.0,0.61,0
32,481.0,122.0,42.0,5.0,69.0,6.0,35.9903,-105.9619,93.0,1.0,2.0,9.0,4.0,2467.8,16.0,10.0,129.0,85.2,22.0,220.0,874.3145,0.41,-1.0,0.69,0
33,168.0,264.0,14.0,2.0,85.0,5.0,51.9903,-112.9619,131.0,1.0,5.0,8.0,2.0,2761.1,13.0,9.0,56.7,31.5,20.0,280.0,891.5042,0.53,-1.0,0.63,0
34,434.0,189.0,25.0,3.0,59.0,3.0,39.9803,-101.4453,146.0,0.0,4.0,7.0,6.0,3083.9,11.0,6.0,73.5,43.2,24.0,200.0,863.3913,0.36,-1.0,0.66,0
35,278.0,298.0,31.0,1.0,44.0,7.0,49.9903,-106.9619,112.0,1.0,3.0,5.0,5.0,2619.4,15.0,8.0,96.3,53.1,26.0,300.0,885.4331,0.44,-1.0,0.59,0
36,391.0,162.0,19.0,4.0,79.0,4.0,33.9803,-97.4453,99.0,0.0,2.0,12.0,3.0,2948.5,9.0,7.0,118.8,65.4,21.0,240.0,877.3148,0.39,-1.0,0.64,0
37,224.0,270.0,40.0,5.0,70.0,2.0,29.9903,-99.9619,127.0,1.0,5.0,4.0,4.0,2479.2,14.0,10.0,81.9,46.8,23.0,260.0,889.5045,0.51,-1.0,0.62,0
38,467.0,240.0,28.0,2.0,83.0,1.0,41.9803,-103.4453,139.0,0.0,4.0,6.0,2.0,2705.8,12.0,9.0,106.2,60.3,25.0,280.0,866.3916,0.34,-1.0,0.65,0
39,353.0,194.0,24.0,3.0,61.0,8.0,37.9803,-100.4453,123.0,1.0,3.0,8.0,6.0,2582.9,10.0,6.0,91.5,51.9,24.0,220.0,882.3142,0.46,-1.0,0.6,0
40,219.0,394.0,32.0,4.0,59.0,6.0,40.1844,-74.835,142.0,1.0,4.0,11.0,5.0,4358.0,15.0,8.0,381.0,221.0,25.0,120.0,859.1236,0.51,-1.0,-1.0,0
41,182.0,49.0,44.0,5.0,85.0,8.0,33.6153,7.1114,201.0,0.0,2.0,9.0,3.0,3947.0,18.0,5.0,118.0,69.0,22.0,50.0,882.3451,0.42,-1.0,-1.0,0
42,288.0,173.0,29.0,3.0,51.0,5.0,36.4314,10.425,118.0,1.0,5.0,6.0,9.0,2881.0,22.0,10.0,490.0,280.0,28.0,200.0,848.2345,0.35,-1.0,-1.0,0
43,65.0,299.0,19.0,2.0,67.0,7.0,43.6344,-79.441,157.0,0.0,3.0,8.0,4.0,4679.0,10.0,6.0,210.0,130.0,19.0,80.0,871.4563,0.48,-1.0,-1.0,0
44,242.0,123.0,38.0,1.0,42.0,3.0,39.4922,-8.455,93.0,1.0,4.0,10.0,7.0,3194.0,12.0,9.0,460.0,240.0,24.0,150.0,852.1987,0.39,-1.0,-1.0,0
45,173.0,216.0,25.0,4.0,72.0,9.0,30.4564,17.492,149.0,0.0,2.0,5.0,8.0,4063.0,16.0,7.0,190.0,110.0,21.0,100.0,863.8912,0.45,-1.0,-1.0,0
46,306.0,283.0,35.0,3.0,55.0,4.0,37.4922,13.445,125.0,1.0,5.0,12.0,6.0,3619.0,20.0,8.0,410.0,230.0,26.0,180.0,851.2349,0.32,-1.0,-1.0,0
47,98.0,192.0,22.0,5.0,80.0,6.0,41.6344,-83.441,181.0,0.0,3.0,7.0,5.0,4463.0,14.0,6.0,240.0,140.0,20.0,120.0,868.5678,0.49,-1.0,-1.0,0
48,276.0,249.0,31.0,2.0,58.0,8.0,38.4922,15.445,161.0,1.0,4.0,9.0,4.0,3942.0,19.0,9.0,380.0,220.0,25.0,160.0,855.6789,0.41,-1.0,-1.0,0
49,193.0,173.0,27.0,3.0,49.0,5.0,35.6153,9.1114,137.0,0.0,2.0,6.0,7.0,4238.0,17.0,7.0,260.0,150.0,23.0,110.0,861.1234,0.46,-1.0,-1.0,0
50,421.0,185.0,28.0,5.0,49.0,1.0,40.7899,67.4499,201.0,1.0,5.0,3.0,8.0,3691.0,10.0,13.0,58.5,25.9,18.0,320.0,851.2345,0.49,-1.0,-1.0,0
51,313.0,291.0,19.0,2.0,72.0,6.0,23.8999,46.8999,149.0,1.0,5.0,4.0,5.0,4211.0,9.0,8.0,35.0,15.3,22.0,280.0,819.0123,0.59,-1.0,-1.0,0
52,238.0,169.0,44.0,6.0,98.0,3.0,51.7667,79.6333,129.0,1.0,5.0,5.0,9.0,3519.0,11.0,12.0,49.5,21.1,19.0,380.0,842.4567,0.53,-1.0,-1.0,0
53,362.0,407.0,13.0,4.0,56.0,2.0,29.5167,34.5167,189.0,1.0,5.0,7.0,4.0,2808.0,8.0,10.0,66.0,29.4,20.0,260.0,828.9012,0.51,-1.0,-1.0,0
54,291.0,193.0,27.0,1.0,43.0,5.0,60.35,2.35,158.0,1.0,5.0,6.0,7.0,3053.0,13.0,9.0,54.0,24.3,16.0,360.0,848.2345,0.57,-1.0,-1.0,0
55,411.0,283.0,48.0,6.0,82.0,1.0,34.5167,-118.5167,199.0,1.0,5.0,3.0,10.0,2019.0,14.0,6.0,45.0,20.7,21.0,300.0,859.0123,0.55,-1.0,-1.0,0
56,267.0,373.0,36.0,3.0,91.0,4.0,62.45,77.7833,148.0,1.0,5.0,5.0,3.0,2467.0,10.0,11.0,52.5,23.6,18.0,400.0,833.4567,0.49,-1.0,-1.0,0
57,331.0,221.0,46.0,1.0,65.0,3.0,61.05,1.7833,181.0,0.0,5.0,6.0,6.0,2934.0,12.0,11.0,61.5,27.9,17.0,500.0,819.789,0.64,-1.0,-1.0,0
58,397.0,163.0,13.0,0.0,41.0,2.0,28.3667,33.3667,119.0,0.0,5.0,5.0,6.0,2802.0,3.0,11.0,67.5,30.8,20.0,50.0,865.4434,0.55,-1.0,-1.0,0
59,101.0,51.0,46.0,1.0,64.0,4.0,60.7833,1.7333,178.0,0.0,5.0,6.0,6.0,2937.0,12.0,11.0,72.0,32.4,17.0,500.0,829.912,0.64,-1.0,-1.0,0
60,421.0,314.0,20.0,1.0,81.0,8.0,31.6854,-93.4454,129.0,1.0,4.0,9.0,1.0,2021.1,14.0,7.0,253.5,96.9,22.0,1300.0,918.1304,0.49,-1.0,-1.0,0
61,268.0,44.0,44.0,5.0,62.0,5.0,19.3562,105.3133,191.0,0.0,2.0,8.0,10.0,2756.4,11.0,9.0,118.8,59.4,18.0,900.0,952.3697,0.61,-1.0,-1.0,0
62,138.0,219.0,32.0,4.0,99.0,6.0,43.9014,-76.8869,74.0,1.0,1.0,3.0,8.0,1879.5,13.0,8.0,207.9,103.5,26.0,1500.0,889.4441,0.55,-1.0,-1.0,0
63,307.0,282.0,15.0,3.0,58.0,4.0,24.4419,-101.585,168.0,0.0,5.0,11.0,3.0,2439.2,8.0,10.0,162.6,81.3,24.0,1100.0,927.3518,0.46,-1.0,-1.0,0
64,240.0,135.0,29.0,2.0,46.0,7.0,14.3053,-60.9472,141.0,0.0,3.0,10.0,5.0,1950.8,12.0,6.0,234.6,117.3,20.0,800.0,958.8135,0.52,-1.0,-1.0,0
65,377.0,261.0,19.0,1.0,75.0,3.0,27.6542,-82.6253,186.0,1.0,2.0,6.0,9.0,2709.9,9.0,7.0,189.3,94.65,22.0,1200.0,903.661,0.59,-1.0,-1.0,0
66,432.0,302.0,24.0,5.0,93.0,2.0,38.2381,-90.3989,157.0,0.0,1.0,4.0,6.0,2087.8,15.0,9.0,276.3,138.15,26.0,1400.0,944.6716,0.51,-1.0,-1.0,0
67,396.0,294.0,11.0,4.0,51.0,9.0,20.8339,-104.1583,173.0,0.0,5.0,7.0,4.0,2615.1,10.0,8.0,201.6,100.8,24.0,1000.0,916.2808,0.48,-1.0,-1.0,0
68,278.0,249.0,40.0,3.0,70.0,1.0,33.8708,-117.7417,148.0,1.0,4.0,5.0,7.0,2219.7,14.0,10.0,243.9,121.95,20.0,1300.0,935.6242,0.54,-1.0,-1.0,0
69,409.0,319.0,17.0,2.0,83.0,6.0,16.6953,-93.9465,182.0,0.0,3.0,9.0,8.0,2862.9,11.0,7.0,189.6,94.8,22.0,1100.0,909.3913,0.58,-1.0,-1.0,0
70,118.0,219.0,41.0,4.0,81.0,1.0,44.7392,-111.6479,142.0,1.0,5.0,10.0,1.0,2314.5,19.0,8.0,108.0,49.2,24.0,135.0,851.4286,0.41,-1.0,-1.0,0
71,467.0,157.0,20.0,3.0,69.0,6.0,39.6353,-98.4592,93.0,1.0,5.0,8.0,3.0,1887.2,11.0,10.0,129.0,41.7,26.0,213.0,876.4706,0.36,-1.0,-1.0,0
72,315.0,249.0,45.0,5.0,93.0,8.0,51.3864,-116.8228,118.0,1.0,5.0,9.0,4.0,2459.5,14.0,9.0,183.0,53.1,21.0,187.0,845.4915,0.45,-1.0,-1.0,0
73,186.0,234.0,32.0,2.0,58.0,5.0,36.7143,-104.4131,151.0,1.0,5.0,11.0,2.0,2015.5,18.0,7.0,141.0,46.5,25.0,249.0,869.5652,0.39,-1.0,-1.0,0
74,409.0,181.0,11.0,1.0,49.0,3.0,42.6314,-114.3958,137.0,1.0,5.0,7.0,5.0,2234.0,13.0,8.0,99.0,38.4,22.0,191.0,859.375,0.42,-1.0,-1.0,0
75,262.0,201.0,39.0,4.0,85.0,2.0,49.2188,-113.2353,125.0,1.0,5.0,12.0,1.0,2085.0,20.0,6.0,162.0,50.4,24.0,228.0,848.9792,0.37,-1.0,-1.0,0
76,384.0,163.0,25.0,3.0,61.0,7.0,45.9906,-109.1923,149.0,1.0,5.0,9.0,3.0,2409.5,16.0,9.0,117.0,44.1,27.0,201.0,864.8649,0.4,-1.0,-1.0,0
77,291.0,211.0,16.0,2.0,52.0,4.0,38.4764,-106.9131,145.0,1.0,5.0,10.0,4.0,2159.0,15.0,7.0,153.0,48.6,23.0,240.0,852.9412,0.44,-1.0,-1.0,0
78,428.0,173.0,29.0,1.0,55.0,6.0,43.6314,-112.3958,133.0,1.0,5.0,8.0,2.0,2294.0,12.0,8.0,129.0,42.3,26.0,214.0,870.5882,0.38,-1.0,-1.0,0
79,349.0,245.0,44.0,5.0,92.0,1.0,50.3864,-115.8228,120.0,1.0,5.0,11.0,5.0,2065.0,19.0,6.0,171.0,52.2,22.0,236.0,846.1538,0.43,-1.0,-1.0,0
80,118.0,201.0,14.0,3.0,51.0,1.0,39.2633,-95.2353,67.0,1.0,3.0,9.0,4.0,2751.8,10.0,14.0,201.9,81.9,16.0,120.0,859.3457,0.22,-1.0,-1.0,0
81,299.0,421.0,18.0,4.0,29.0,3.0,23.4356,83.9286,91.0,0.0,4.0,11.0,9.0,3699.0,16.0,10.0,59.4,28.5,14.0,25.0,876.2194,0.13,-1.0,-1.0,0
82,188.0,114.0,6.0,2.0,42.0,2.0,49.3214,-123.4567,56.0,1.0,2.0,6.0,8.0,2987.2,13.0,12.0,183.3,70.2,19.0,450.0,851.2199,0.35,-1.0,-1.0,0
83,463.0,278.0,11.0,3.0,67.0,1.0,30.6786,74.3456,119.0,0.0,3.0,10.0,5.0,3421.9,14.0,8.0,141.9,54.9,17.0,90.0,868.4211,0.19,-1.0,-1.0,0
84,359.0,194.0,20.0,5.0,98.0,3.0,18.4567,59.2345,82.0,1.0,4.0,12.0,10.0,2803.8,11.0,13.0,129.9,50.4,15.0,40.0,855.6789,0.26,-1.0,-1.0,0
85,482.0,397.0,15.0,4.0,25.0,1.0,24.5678,86.789,95.0,0.0,3.0,9.0,6.0,3119.1,15.0,9.0,169.8,65.7,18.0,110.0,873.4567,0.21,-1.0,-1.0,0
86,266.0,162.0,7.0,2.0,39.0,2.0,46.1234,-116.5678,49.0,1.0,2.0,5.0,7.0,2891.5,12.0,11.0,157.8,61.5,16.0,55.0,852.9012,0.33,-1.0,-1.0,0
87,401.0,329.0,12.0,3.0,61.0,1.0,32.4567,77.2345,105.0,0.0,3.0,10.0,8.0,3249.0,13.0,10.0,193.5,75.3,19.0,140.0,869.0123,0.25,-1.0,-1.0,0
88,445.0,372.0,10.0,3.0,71.0,1.0,29.6786,73.4567,115.0,1.0,3.0,11.0,9.0,3398.8,14.0,12.0,143.9,56.1,17.0,80.0,866.789,0.23,-1.0,-1.0,0
89,278.0,141.0,5.0,2.0,46.0,2.0,44.5678,-114.9012,43.0,0.0,2.0,6.0,8.0,3045.6,11.0,13.0,185.4,72.3,18.0,130.0,858.4567,0.29,-1.0,-1.0,0
90,291.0,141.0,18.0,5.0,81.0,1.0,46.3473,94.0214,93.0,1.0,4.0,11.0,5.0,2019.2,18.0,10.0,141.0,21.9,12.0,58.0,827.3025,0.44,-1.0,-1.0,0
91,482.0,269.0,24.0,2.0,67.0,8.0,39.8571,117.3258,191.0,1.0,2.0,9.0,4.0,3055.4,20.0,7.0,123.0,19.2,15.0,120.0,864.8191,0.35,-1.0,0.62,0
92,119.0,229.0,41.0,6.0,108.0,3.0,53.2493,-115.5556,16.0,1.0,5.0,10.0,8.0,2456.4,16.0,9.0,201.0,33.3,11.0,85.0,799.7378,0.41,-1.0,-1.0,0
93,444.0,193.0,13.0,4.0,75.0,6.0,44.5476,104.3903,74.0,1.0,3.0,8.0,3.0,2819.2,14.0,8.0,156.0,25.5,10.0,40.0,848.4762,0.38,-1.0,0.59,0
94,219.0,160.0,50.0,1.0,93.0,5.0,61.1929,2.1691,65.0,0.0,4.0,5.0,7.0,2320.8,11.0,12.0,189.0,30.0,14.0,110.0,819.4297,0.46,-1.0,-1.0,0
95,354.0,288.0,20.0,3.0,72.0,4.0,56.3438,106.4881,182.0,1.0,2.0,6.0,2.0,2931.6,19.0,6.0,240.0,39.0,8.0,25.0,859.3518,0.32,-1.0,0.65,0
96,278.0,206.0,44.0,5.0,101.0,7.0,23.8357,57.1506,123.0,1.0,3.0,4.0,6.0,4093.6,10.0,11.0,180.0,27.0,9.0,6.0,794.6479,0.42,0.5,0.68,0
97,463.0,245.0,15.0,4.0,79.0,9.0,43.9875,104.2969,78.0,1.0,5.0,11.0,5.0,2617.6,17.0,10.0,171.0,22.5,13.0,65.0,835.2156,0.39,-1.0,-1.0,0
98,148.0,191.0,51.0,1.0,96.0,1.0,60.6042,2.1159,67.0,0.0,4.0,7.0,8.0,2232.8,13.0,12.0,198.0,31.5,16.0,130.0,810.3804,0.45,-1.0,-1.0,0
99,431.0,282.0,22.0,3.0,74.0,3.0,55.5313,105.9833,184.0,1.0,2.0,9.0,4.0,3041.6,15.0,7.0,153.0,20.7,12.0,90.0,853.3988,0.36,-1.0,0.61,0
100,201.0,291.0,14.0,3.0,108.0,5.0,41.4235,-87.6234,93.0,1.0,4.0,8.0,9.0,1911.0,10.0,8.0,63.0,28.8,12.0,80.0,863.181,0.44,-1.0,0.69,0
101,119.0,183.0,25.0,5.0,85.0,8.0,33.4456,-97.0452,142.0,1.0,3.0,6.0,7.0,2817.0,14.0,10.0,51.0,22.5,18.0,250.0,819.351,0.29,-1.0,0.81,0
102,227.0,396.0,11.0,2.0,67.0,1.0,44.1932,-104.205,98.0,1.0,5.0,9.0,8.0,1438.0,16.0,12.0,99.0,43.2,25.0,900.0,851.322,0.35,-1.0,0.59,0
103,67.0,219.0,32.0,4.0,49.0,6.0,27.5495,-98.7749,112.0,1.0,2.0,3.0,4.0,2089.0,11.0,9.0,75.0,33.0,20.0,120.0,879.384,0.41,-1.0,0.72,0
104,294.0,421.0,16.0,6.0,101.0,4.0,36.4938,-93.2459,159.0,1.0,4.0,7.0,5.0,2694.0,13.0,13.0,108.0,48.0,22.0,1800.0,844.531,0.32,-1.0,0.64,0
105,187.0,308.0,28.0,3.0,58.0,7.0,39.7439,-87.6543,137.0,1.0,3.0,5.0,9.0,1987.0,12.0,10.0,90.0,40.5,19.0,300.0,868.939,0.46,-1.0,0.75,0
106,77.0,247.0,20.0,5.0,94.0,3.0,29.9394,-94.8504,105.0,1.0,5.0,8.0,6.0,2401.0,15.0,11.0,72.0,32.4,16.0,200.0,891.899,0.38,-1.0,0.67,0
107,249.0,388.0,15.0,2.0,76.0,5.0,42.6211,-104.866,148.0,1.0,4.0,9.0,7.0,1769.0,10.0,12.0,96.0,42.0,24.0,1000.0,856.112,0.33,-1.0,0.61,0
108,162.0,282.0,22.0,4.0,51.0,8.0,25.9569,-98.2723,118.0,1.0,2.0,6.0,5.0,2234.0,14.0,9.0,81.0,36.0,21.0,150.0,882.301,0.43,-1.0,0.73,0
109,303.0,433.0,17.0,6.0,105.0,2.0,38.3719,-92.4092,163.0,1.0,4.0,7.0,8.0,2958.0,13.0,13.0,111.0,49.5,23.0,2000.0,848.492,0.31,-1.0,0.63,0
110,281.0,139.0,19.0,5.0,47.0,1.0,27.609,66.3817,177.0,1.0,5.0,8.0,4.0,2468.0,11.0,8.0,81.0,40.0,16.0,0.0,849.0112,0.38,-1.0,-1.0,0
111,190.0,69.0,44.0,4.0,31.0,7.0,35.8214,65.6314,112.0,0.0,2.0,6.0,1.0,3200.0,14.0,10.0,111.0,50.0,14.0,3.0,808.5636,0.46,-1.0,-1.0,0
112,384.0,176.0,11.0,1.0,102.0,6.0,40.4167,66.6667,58.0,1.0,5.0,9.0,9.0,1900.0,10.0,4.0,140.0,70.0,18.0,1.0,831.4135,0.33,-1.0,-1.0,0
113,158.0,82.0,29.0,4.0,39.0,3.0,23.2333,53.2333,169.0,1.0,5.0,3.0,6.0,2600.0,13.0,7.0,130.0,60.0,12.0,2.0,863.2013,0.41,-1.0,-1.0,0
114,269.0,245.0,25.0,3.0,45.0,8.0,48.4333,59.6167,145.0,1.0,5.0,1.0,5.0,2200.0,8.0,5.0,100.0,45.0,15.0,0.0,846.5344,0.35,-1.0,-1.0,0
115,434.0,151.0,16.0,2.0,14.0,5.0,31.7833,54.7833,105.0,0.0,2.0,7.0,2.0,3000.0,15.0,12.0,120.0,55.0,13.0,4.0,819.3835,0.49,-1.0,-1.0,0
116,357.0,219.0,40.0,6.0,51.0,4.0,42.5167,71.8833,136.0,1.0,5.0,8.0,8.0,2000.0,12.0,3.0,110.0,50.0,17.0,1.0,840.017,0.39,-1.0,-1.0,0
117,182.0,91.0,13.0,1.0,103.0,2.0,39.3,67.7667,60.0,1.0,5.0,9.0,9.0,2400.0,9.0,6.0,130.0,65.0,19.0,3.0,855.5404,0.36,-1.0,-1.0,0
118,292.0,168.0,23.0,3.0,18.0,1.0,46.4833,58.5167,149.0,1.0,5.0,4.0,7.0,2600.0,11.0,8.0,140.0,70.0,16.0,2.0,848.9783,0.42,-1.0,-1.0,0
119,421.0,101.0,35.0,5.0,29.0,6.0,25.85,56.25,118.0,1.0,5.0,6.0,4.0,2800.0,10.0,5.0,120.0,55.0,14.0,0.0,822.8854,0.44,-1.0,-1.0,0
120,219.0,394.0,35.0,3.0,50.0,8.0,13.3522,-65.8011,81.0,1.0,3.0,1.0,9.0,4211.0,10.0,7.0,81.0,43.8,12.0,50.0,864.8032,0.41,-1.0,-1.0,0
121,390.0,298.0,22.0,5.0,90.0,6.0,44.7642,25.3083,209.0,1.0,4.0,3.0,8.0,3807.3,20.0,8.0,108.0,59.4,15.0,200.0,918.4883,0.27,-1.0,-1.0,0
122,75.0,468.0,49.0,1.0,29.0,3.0,51.95,10.8833,65.0,0.0,4.0,6.0,5.0,3094.3,18.0,10.0,99.0,53.9,11.0,30.0,892.4096,0.38,-1.0,-1.0,0
123,306.0,257.0,13.0,4.0,78.0,5.0,4.3292,-76.8867,140.0,1.0,3.0,2.0,7.0,2882.0,16.0,9.0,126.0,20.8,14.0,600.0,911.6199,0.24,-1.0,-1.0,0
124,41.0,232.0,48.0,6.0,117.0,0.0,48.2713,-102.9547,4.0,1.0,5.0,8.0,3.0,2505.0,4.0,9.0,36.0,6.0,6.0,1.0,810.8883,-1.0,-1.0,-1.0,0
125,240.0,125.0,4.0,1.0,112.0,0.0,48.3942,16.7161,113.0,1.0,2.0,5.0,10.0,4626.0,26.0,6.0,885.9,295.2,3.8,2.0,-1.0,-1.0,-1.0,-1.0,0
126,199.0,133.0,48.0,6.0,75.0,0.0,32.8909,-103.6007,174.0,1.0,5.0,6.0,2.0,3150.0,21.0,9.0,36.0,18.0,9.0,9.0,829.912,-1.0,-1.0,-1.0,0
127,105.0,404.0,9.0,2.0,119.0,7.0,18.6146,107.9364,42.0,0.0,2.0,4.0,11.0,1115.1,15.0,11.0,198.0,92.4,25.0,88.3,775.3425,-1.0,-1.0,0.7,0
128,426.0,38.0,18.0,2.0,47.0,4.0,-1.3522,116.8011,34.0,0.0,5.0,2.0,4.0,147.0,15.0,11.0,1440.0,120.0,25.0,500.0,933.9934,-1.0,-1.0,-1.0,0
