target,Dcl,Ao,Iy,Aa,Sh
0,0.327,0.591,0.236,1.126,-0.176
0,-0.107,0.639,0.13,2.391,-0.053
0,1.166,0.315,-0.304,2.766,0.269
0,-0.43,1.778,-0.158,0.782,0.108
0,-0.45,2.49,0.659,1.15,0.548
0,0.158,0.266,0.194,2.756,-0.063
0,0.188,0.34,0.085,2.819,0.108
0,1.497,1.762,-0.448,0.649,-0.482
0,0.16,-0.212,-0.076,3.226,0.073
1,0.746,0.434,0,0.097,0
0,0.327,0.591,-0.081,2.785,0.067
0,-0.281,1.809,-0.135,1.068,-0.075
0,0.176,0.294,0.214,2.509,-0.068
0,-0.379,1.459,0.199,1.92,-0.128
0,1.784,0.713,0.792,0.145,0
1,1.928,0.639,0.926,0.679,0.535
0,1.377,0.593,1.72,-0.235,-0.593
1,1.504,1.633,0.733,0.776,0.619
0,-0.112,0.65,0.131,2.324,-0.052
0,1.497,1.762,-0.448,0.649,-0.482
0,0.778,2.239,1.064,0.936,0.411
0,0.158,0.282,0.155,2.365,-0.059
0,-0.321,1.968,0.196,1.041,-0.412
0,1.443,0.711,2.023,0.161,0
1,0.883,0.568,0.887,0.125,0
0,1.493,2.673,0.691,0.518,-0.269
1,0.8,0.497,1.743,-0.118,-0.776
1,0.788,0.486,1.553,0.543,-0.668
0,0.978,1.344,0.492,0.267,-0.16
0,1.834,1.095,-0.514,0.179,0
0,0.355,0.356,0.497,0.076,1.253
0,0.45,1.288,0.442,2.237,-0.23
0,0.468,0.406,1.568,0.253,1.673
0,0.467,0.268,-0.611,0.121,-1.052
0,0.795,1.573,0.349,1.482,-0.18
1,1.525,1.929,-0.31,1.476,-0.169
1,0.634,2.465,0.761,1.303,-0.31
1,1.049,2.762,-0.25,1.105,-0.149
0,0.327,0.591,0.236,1.126,-0.176
0,-0.387,2.149,-0.202,0.51,0
0,0.828,1.727,0.386,0.366,-0.202
0,0.467,0.332,-0.794,0.145,0
0,0.778,1.174,0.324,0.996,0.223
0,0.179,0.482,0.133,2.638,-0.052
0,0.845,0.35,1.463,2.515,-0.372
0,0.945,2.995,-0.321,0.772,0.204
0,-0.128,0.788,0.093,2.936,0.061
0,1.504,2.187,0.607,0.456,-0.237
0,0.153,0.29,0.162,2.41,-0.062
0,-0.43,2.519,0.286,0.252,0.183
1,0.772,0.472,0.685,0.109,0.638
0,0.468,0.406,1.568,0.253,1.673
0,0.502,1.654,0.303,0.869,-0.296
0,0.643,0.395,0.544,0.191,0
0,0.778,2.239,1.064,0.936,0.411
0,0.795,1.573,0.349,1.482,0.318
0,0.37,0.718,0.096,2.215,-0.068
0,1.764,0.813,1.109,0.184,0
0,0.795,0.815,0.866,0.175,0
0,0.37,0.327,-0.084,2.221,0.063
0,0.643,1.519,0.27,0.238,0.169
0,1.08,2.703,0.572,0.603,-0.191
0,-0.379,1.796,-0.269,1.677,0.929
0,-0.264,1.09,0.204,2.441,0.182
0,0.468,0.406,1.567,0.253,1.672
1,0.73,0.742,1.221,0.316,-0.88
0,0.188,0.496,0.15,1.91,-0.149
0,1.688,0.282,-0.397,2.317,0.269
0,0.356,0.307,-0.594,0.074,0
1,0.779,0.945,1.17,0.143,0
0,1.436,0.36,-0.266,2.956,-0.128
0,1.792,1.31,-0.597,0.214,-0.244
1,1.501,1.231,-0.436,0.556,1.254
0,1.764,1.592,0.688,0.487,-0.41
0,0.443,0.356,1.604,0.085,-0.792
0,0.188,0.34,0.085,2.819,0.108
0,1.385,0.579,1.848,-0.082,-0.912
0,0.755,2.741,0.602,0.389,1.173
0,1.237,1.704,1.884,0.301,-0.639
0,-0.606,3.344,-0.343,0.486,-0.319
0,0.176,0.294,0.214,2.509,-0.068
0,-0.107,0.639,0.13,2.391,-0.053
0,0.513,0.337,1.485,0.096,0
0,-0.385,2.458,-0.162,0.959,0.153
0,0.179,0.54,0.149,1.528,0.07
0,-0.356,1.93,-0.14,1.923,-0.103
0,-0.346,2.521,-0.179,0.885,0.156
0,0.327,0.591,-0.081,2.785,0.067
0,0.992,2.528,0.406,0.452,-0.178
1,1.195,0.594,0.942,0.115,-0.477
0,-0.385,2.319,0.22,1.612,0.164
0,0.459,1.275,0.427,2.18,-0.234
0,0.845,2.169,-0.253,0.502,-0.158
0,0.339,0.925,0.195,1.836,-0.137
0,0.755,2.741,0.602,0.389,1.173
0,0.684,0.46,1.632,0.207,1.251
1,1.059,0.378,1.099,0.251,0.72
0,-0.433,2.821,-0.226,0.824,0.156
0,0.468,0.406,-0.607,0.173,1.807
1,0.883,0.568,0.887,0.125,0
0,0.978,2.404,-0.319,0.706,0.187
0,0.176,-0.334,0.112,3.388,-0.06
0,0.386,0.305,-0.664,0.108,-1.016
0,1.834,1.095,-0.514,0.179,0
0,0.153,0.29,0.162,2.41,-0.062
0,0.739,2.584,0.408,0.266,-0.143
0,1.354,0.551,2.03,0.148,-0.662
0,0.845,2.169,-0.253,0.502,-0.158
1,0.766,0.688,2.2,0.345,1.909
0,1.13,1.594,0.415,0.277,-0.189
0,1.436,1.234,-0.554,0.243,-0.275
0,-0.111,0.707,-0.067,2.10,0.063
0,0.739,2.501,0.526,0.642,-0.199
0,-0.433,2.302,0.225,1.167,-0.102
0,1.718,0.954,2.003,0.165,0
0,0.45,0.308,0.983,2.676,-0.226
0,0.386,0.305,-0.664,0.108,-1.016
1,1.195,0.882,1.149,0.365,0.78
0,0.153,0.29,0.162,2.41,-0.062
1,1.464,1.309,1.936,0.572,-0.501
0,-0.321,2.31,0.208,0.741,0.15
0,0.159,0.504,0.099,2.216,-0.089
0,1.236,2.962,0.588,0.539,-0.241
0,-0.346,2.254,-0.127,1.3,0.099
0,-0.111,0.707,-0.067,2.08,0.063
0,0.327,1.223,0.217,1.398,-0.1
0,0.327,0.591,0.236,1.126,-0.176
0,-0.281,1.809,-0.122,1.408,-0.097
0,1.436,0.36,-0.266,2.956,-0.128
0,0.978,1.426,0.327,0.303,0.157
0,0.327,0.591,0.236,1.126,-0.176
0,1.166,1.489,0.601,0.179,0
0,0.739,2.501,0.526,0.642,-0.199
0,1.377,0.357,-0.287,2.937,-0.132
0,-0.107,0.639,0.13,2.389,-0.053
0,-0.134,0.557,0.181,3.13,-0.065
0,0.978,1.344,0.492,0.267,-0.16
1,1.195,0.594,0.942,0.115,-0.477
0,-0.321,2.31,0.208,0.74,0.15
0,1.166,0.315,-0.304,2.767,0.269
0,0.845,0.35,1.463,2.515,-0.372
0,-0.143,0.529,-0.084,2.705,0.139
0,-0.344,1.405,-0.115,1.363,-0.073
0,0.179,0.482,0.133,2.637,-0.05
0,-0.481,2.083,0.312,0.339,-0.138
0,0.188,0.499,0.151,1.952,-0.149
0,1.13,2.175,0.416,1.301,-0.164
0,1.504,2.187,0.606,0.483,-0.255
0,0.339,1.165,0.197,1.398,-0.143
0,-0.45,2.51,0.659,1.15,0.548
0,0.327,0.591,0.236,1.126,-0.176
0,0.829,1.896,1.479,0.997,-0.4
0,1.363,1.18,-0.372,0.195,-0.152
0,0.739,2.501,0.526,0.642,-0.199
0,0.327,0.591,0.236,1.126,-0.176
0,0.459,1.275,0.427,2.18,-0.234
0,0.845,1.983,-0.238,0.641,-0.123
0,0.778,2.239,1.064,0.936,0.411
0,0.739,2.501,0.526,0.642,-0.199
1,1.488,1.218,-0.731,0.716,1.314
0,1.314,0.561,1.811,0.437,-0.512
0,0.158,0.266,0.194,2.756,-0.063
0,0.327,0.591,0.236,1.126,-0.176
0,1.943,1.072,-0.603,0.218,0
0,-0.424,2.897,0.422,1.004,0.617
0,0.176,0.294,0.214,2.509,-0.068
1,0.866,0.614,2.237,0.119,-0.765
0,0.468,0.406,1.568,0.253,1.673
0,1.443,1.378,0.508,0.205,-0.177
0,-0.385,2.458,-0.161,1.062,-0.106
0,0.755,0.536,1.923,0.257,-0.614
0,0.643,0.395,0.544,0.191,0
1,1.525,0.585,0.809,0.599,0.429
0,-0.111,-0.275,-0.07,3.356,-0.055
0,0.468,0.406,-0.607,0.173,1.807
0,0.657,0.569,1.209,0.26,0
0,0.502,0.996,-0.137,1.645,-0.052
0,0.951,0.671,2.188,0.121,0
0,-0.111,-0.275,0.09,3.177,-0.074
0,-0.449,2.766,-0.222,0.764,-0.132
0,1.264,1.354,-0.39,0.228,0.246
0,0.355,0.892,0.315,1.925,1.147
0,-0.107,0.652,0.128,2.331,-0.052
0,-0.107,0.639,0.13,2.391,-0.053
1,1.079,0.695,1.107,0.219,-0.635
0,1.377,1.807,0.992,0.239,-0.478
0,1.02,2.437,-0.387,0.591,-0.174
0,1.943,1.072,-0.603,0.218,-0.226
0,1.354,1.607,-0.462,0.365,0
0,-0.379,1.535,0.186,1.892,-0.126
0,0.327,0.591,0.236,1.126,-0.176
0,0.188,0.329,0.226,2.666,-0.079
0,0.502,1.654,1.395,1.644,-0.389
0,1.504,0.513,1.904,0.545,-0.728
0,-0.337,2.261,-0.137,1.158,-0.079
0,0.643,1.519,0.27,0.238,0.169
0,0.643,0.395,0.544,0.191,0
0,0.443,1.067,0.472,0.251,0.444
0,0.509,1.457,0.27,1.766,0.797
0,0.158,0.266,0.194,2.756,-0.063
0,1.264,1.354,-0.39,0.228,0.246
1,0.634,0.376,0.922,0.236,0.899
0,0.153,0.29,0.162,2.41,-0.062
0,0.45,1.288,0.442,2.236,-0.23
0,1.964,1.107,0.776,0.328,-0.247
0,1.436,0.36,-0.266,2.957,-0.128
0,0.587,1.413,1.699,1.362,-0.434
1,1.336,0.7,1.186,0.207,-0.539
0,0.828,1.727,0.386,0.366,-0.202
0,0.643,0.395,0.544,0.191,0
0,-0.433,2.911,-0.224,0.553,0.187
0,0.795,2.156,0.688,0.389,1.2
0,-0.433,2.567,0.484,0.311,-0.164
0,1.768,1.028,-0.48,0.203,-0.208
0,-0.321,1.506,0.197,1.376,-0.413
0,0.755,2.741,0.602,0.389,1.173
0,1.044,0.474,1.862,0.255,1.161
0,0.327,1.372,0.217,2.111,-0.17
0,0.992,2.028,0.406,0.274,0
0,1.264,1.354,-0.39,0.228,0.246
0,0.179,0.482,0.133,2.638,-0.05
0,1.443,2.804,-0.436,0.716,-0.201
0,0.467,0.268,-0.611,0.121,-1.052
0,0.795,1.573,0.349,1.482,0.318
0,-0.107,0.365,0.091,2.751,0.084
0,1.943,1.072,-0.603,0.218,-0.226
0,-0.356,2.122,0.254,1.176,0.209
0,0.159,-0.294,-0.072,3.644,-0.045
1,0.893,0.791,1.416,0.912,0.563
0,0.176,0.294,0.214,2.509,-0.068
0,0.339,0.925,0.195,1.836,-0.137
0,-0.481,2.364,0.312,0.347,-0.109
1,1.007,0.652,1.213,0.194,-0.438
0,0.176,-0.334,0.112,3.388,-0.06
1,1.049,2.762,-0.25,1.105,-0.149
0,1.768,1.028,-0.48,0.253,-0.241
0,0.459,0.329,-0.732,0.148,1.514
1,1.536,0.659,1.769,0.402,-0.693
0,0.643,0.395,0.544,0.191,0
0,-0.449,2.766,-0.219,0.764,-0.132
0,1.784,0.713,0.792,0.171,0
1,1.687,1.018,1.141,0.287,0
0,-0.128,0.882,0.112,2.158,0.11
0,-0.477,2.369,-0.173,1.065,-0.117
0,-0.477,2.759,-0.184,0.832,-0.12
1,1.195,0.594,0.942,0.115,-0.477
0,-0.43,2.519,0.286,1.071,1.019
0,-0.485,2.259,0.252,1.065,0.343
0,-0.485,2.458,0.312,0.271,-0.14
1,1.464,1.309,1.936,0.572,-0.501
1,0.581,0.582,1.101,0.152,-0.482
0,-0.321,1.968,0.195,1.031,-0.412
0,1.314,0.561,1.811,0.437,-0.512
0,1.436,1.234,0.508,0.156,-0.295
0,1.628,0.681,1.01,0.134,0.56
0,0.829,1.896,1.479,0.997,-0.4
1,1.928,0.639,0.926,0.679,0.535
0,0.978,1.344,0.492,0.267,-0.16
0,-0.413,2.572,0.373,1.914,-0.166
0,0.176,-0.334,0.112,3.388,-0.06
0,1.768,1.028,-0.48,0.184,-0.209
0,-0.107,0.652,0.128,2.331,-0.051
0,0.502,0.996,-0.137,1.645,-0.052
0,-0.478,2.479,0.35,0.326,-0.155
0,0.404,0.299,0.694,0.111,0
1,1.981,0.414,-0.633,0.951,0.34
0,0.356,0.89,0.189,1.823,-0.293
0,0.153,0.29,0.162,2.41,-0.062
0,1.314,0.561,1.811,0.437,-0.512
1,0.8,1.016,1.009,0.426,-0.356
0,-0.436,2.302,0.322,0.329,-0.117
0,-0.321,1.968,0.193,1.037,-0.412
0,0.179,0.54,0.149,1.528,0.07
0,0.739,2.584,0.408,0.266,-0.143
0,0.356,0.892,0.315,1.925,1.148
0,0.513,0.337,1.485,0.096,0
0,0.443,0.356,1.604,0.085,-0.792
0,0.992,2.304,0.406,0.456,0.205
0,0.978,1.344,0.492,0.267,0.265
0,0.45,0.336,-0.608,0.152,1.78
0,1.354,0.859,0.63,0.930,0.591
1,1.688,0.988,1.48,0.704,-1.12
0,0.739,2.501,0.526,0.642,-0.199
0,1.235,1.786,0.459,0.346,-0.209
1,0.758,0.342,1.911,-0.164,-1.145
1,1.936,1.666,1.432,0.54,-0.431
0,0.179,0.482,0.133,2.637,-0.052
0,0.443,0.356,1.604,0.085,-0.792
0,0.327,0.591,0.236,1.126,-0.176
0,0.684,2.497,0.532,0.385,-0.406
1,1.007,0.359,1.857,0.075,-0.832
0,1.877,1.63,-0.571,0.468,0
0,0.153,-0.393,-0.082,3.802,-0.055
0,0.643,0.395,0.544,0.191,0
1,0.883,0.568,0.887,0.125,0
0,0.45,0.336,-0.608,0.152,1.78
0,0.795,2.64,0.688,0.755,-0.447
0,-0.321,2.31,-0.155,1.247,0.245
0,0.485,1.697,0.284,1.466,-0.18
0,1.237,1.704,1.884,0.301,-0.639
0,-0.45,2.735,-0.25,0.899,0.156
0,-0.363,1.809,-0.18,0.681,0
1,1.059,0.715,0.849,0.288,0
0,0.643,0.395,0.544,0.191,0
0,-0.415,2.591,0.302,1.051,-0.318
0,0.327,1.372,0.194,1.537,-0.132
0,1.834,1.095,-0.514,0.179,0
0,0.845,0.35,1.463,2.515,-0.372
0,-0.321,1.842,0.211,0.649,-0.096
1,0.893,0.791,1.416,0.912,0.563
0,0.978,1.344,0.492,0.267,-0.16
1,0.664,0.87,2.123,0.207,-0.786
0,-0.481,2.528,0.28,1.065,0.607
0,-0.337,2.32,-0.152,0.935,-0.101
0,-0.143,0.529,-0.076,2.705,0.119
1,0.768,0.454,0.713,0.195,0.72
0,0.459,0.329,-0.732,0.148,1.514
1,1.688,0.988,1.48,0.704,-1.12
0,1.377,1.123,-0.459,0.159,-0.178
0,0.828,1.727,0.386,0.366,-0.202
0,0.176,0.295,0.215,2.51,-0.068
0,0.828,1.727,0.386,0.366,-0.202
0,-0.423,2.821,-0.432,0.305,1.228
0,0.502,1.654,1.395,1.644,-0.389
0,0.158,0.266,0.194,2.756,-0.063
0,0.158,0.282,0.155,2.365,-0.059
0,-0.477,2.759,-0.173,1.102,-0.125
0,0.587,0.589,2.079,0.166,-0.769
0,0.443,0.356,1.604,0.085,-0.792
0,0.355,0.892,0.315,1.925,1.147
0,-0.449,2.766,-0.219,0.764,-0.132
1,1.671,0.854,-0.779,-0.195,-0.477
0,-0.421,2.686,0.286,0.253,0.694
0,1.947,0.815,-0.783,0.14,-0.602
1,0.622,0.513,1.332,0.149,0.851
0,0.16,-0.272,-0.076,3.553,0.062
0,-0.112,0.65,0.131,2.324,-0.052
1,0.513,0.938,1.097,0.174,0.886
0,-0.415,2.585,0.276,1.246,-0.132
1,1.581,0.671,1.095,0.596,0.583
1,1.531,1.325,0.701,0.337,-0.457
0,0.845,1.983,-0.238,0.641,-0.123
0,0.778,2.239,1.064,0.936,0.411
0,0.828,2.878,0.649,0.524,-0.265
0,0.845,0.35,1.463,2.515,-0.372
1,0.749,0.666,-0.366,0.2,1.391
0,0.37,0.718,-0.085,2.556,-0.063
0,0.979,1.431,0.473,0.741,0.233
0,-0.112,0.651,0.131,2.328,-0.051
0,0.945,2.995,-0.321,0.772,0.204
0,-0.415,1.906,-0.155,0.907,-0.101
0,0.179,0.482,0.133,2.637,-0.052
0,0.467,0.268,-0.611,0.121,-1.052
0,-0.433,2.854,-0.225,1.067,-0.131
0,0.657,1.606,0.801,1.508,0.942
0,1.877,1.63,-0.571,0.468,0
0,0.327,0.591,0.236,1.126,-0.176
0,-0.13,0.728,0.112,1.464,0.121
0,-0.111,-0.276,0.09,3.225,-0.074
0,0.176,0.295,0.215,2.51,-0.068
0,0.778,1.174,0.324,0.996,0.223
0,-0.321,2.31,0.208,0.74,0.15
1,0.942,0.501,1.954,0.501,-0.598
0,-0.107,0.639,0.13,2.391,-0.053
0,-0.111,0.437,-0.08,2.776,0.067
0,0.37,0.718,-0.085,2.556,-0.063
0,0.979,1.431,-0.331,0.258,0.217
1,1.496,0.671,1.196,0.205,1.58
0,-0.413,2.572,0.373,1.914,-0.166
0,-0.111,0.336,-0.075,2.889,0.07
1,1.516,0.609,0.618,0.223,0
0,1.314,0.564,1.811,0.437,-0.512
0,0.468,0.406,-0.739,0.173,1.773
0,-0.414,1.861,0.189,0.637,-0.118
0,1.834,1.095,-0.514,0.179,0
1,0.65,0.596,2.122,0.673,-0.553
0,-0.356,2.389,-0.199,1.369,0.173
0,0.657,1.606,0.801,1.508,0.942
0,-0.112,0.65,0.131,2.324,-0.052
0,-0.45,2.735,0.243,0.279,0.337
0,0.485,1.697,0.283,1.466,-0.18
0,-0.337,2.327,-0.148,1.31,0.173
0,1.792,0.497,0.866,0.314,1.159
1,1.457,0.707,-0.562,0.105,0
1,0.792,1.106,1.317,0.201,0.865
0,-0.424,2.597,0.422,1.151,0.617
0,-0.415,2.573,0.171,1.134,-0.099
0,1.947,0.815,-0.728,0.258,-0.386
0,-0.387,2.243,0.247,0.389,-0.179
0,-0.381,2.311,0.222,1.607,0.163
0,-0.379,1.634,0.211,1.139,-0.128
0,1.168,1.077,0.769,0.325,-0.206
0,0.179,0.482,0.133,2.637,-0.05
0,1.02,0.597,2.424,0.43,-0.746
0,0.827,1.607,0.305,0.439,-0.169
0,0.153,0.29,0.162,2.41,-0.062
1,0.436,0.747,1.08,0.442,0.996
0,1.166,0.315,-0.304,2.767,0.269
0,0.829,2.767,-0.272,0.901,-0.148
0,1.354,0.551,2.031,0.111,-0.662
0,-0.337,2.342,-0.155,1.18,0.237
0,0.443,1.067,0.472,0.251,0.444
0,1.377,0.447,1.537,0.21,-0.553
0,0.513,1.325,0.373,2.035,-0.135
0,0.979,1.431,0.473,0.741,0.233
1,0.808,0.352,1.879,0.074,-0.616
1,1.781,0.768,1.657,1.309,-0.414
0,1.877,1.63,-0.571,0.468,0
0,0.443,0.329,1.537,0.134,1.551
1,0.892,0.404,0.635,0.123,0
0,0.179,0.482,0.133,2.638,-0.05
0,-0.381,2.328,0.222,1.607,0.163
0,1.313,0.542,1.501,0.143,-0.864
0,1.436,0.36,-0.266,2.956,-0.128
0,-0.143,0.529,-0.084,2.705,0.139
0,-0.363,2.364,-0.169,1.302,0.204
0,1.834,1.095,-0.514,0.179,0
1,0.581,0.582,1.101,0.152,-0.482
0,0.327,1.369,0.222,2.051,-0.103
0,-0.13,0.728,0.101,1.464,0.061
0,0.467,0.268,0.741,0.158,1.464
0,-0.436,2.259,0.302,0.583,-0.119
0,0.827,0.608,2.548,0.106,-1.1
0,0.153,0.29,0.162,2.41,-0.062
0,-0.387,2.24,0.233,1.056,-0.166
0,0.513,0.337,1.485,0.096,0
1,1.173,1.469,2.314,0.532,-0.584
0,0.951,0.671,2.188,0.121,0
1,1.464,1.309,1.936,0.572,-0.501
