,i,j,X,Y,L,real_identifier
247,125.0,440.0,640000.0,670000.0,-5.5,0
248,280.0,400.0,880000.0,650000.0,15.5,0
249,195.0,620.0,680000.0,1130000.0,-16.0,0
250,165.0,372.0,710000.0,560000.0,2.0,0
251,230.0,390.0,780000.0,590000.0,8.5,0
252,255.0,420.0,820000.0,650000.0,12.5,0
253,110.0,580.0,600000.0,1100000.0,-20.5,0
254,120.0,100.0,290000.0,80000.0,-30.0,0
255,80.0,250.0,520000.0,350000.0,-15.0,0
256,240.0,430.0,800000.0,660000.0,11.0,0
257,115.0,295.0,615000.0,410000.0,-13.5,0
258,150.0,290.0,680000.0,420000.0,-8.0,0
259,220.0,380.0,785000.0,600000.0,7.0,0
260,245.0,410.0,810000.0,640000.0,12.0,0
261,392.0,420.0,1120000.0,680000.0,36.0,0
262,135.0,230.0,605500.0,252000.0,-17.5,0
263,305.0,412.0,946000.0,676000.0,23.0,0
264,182.0,480.0,643000.0,810000.0,-8.0,0
265,140.0,70.0,177000.0,53000.0,-42.0,0
266,35.0,155.0,370000.0,202000.0,-25.5,0
267,42.0,120.0,320000.0,158000.0,-29.0,0
268,165.0,455.0,646000.0,730000.0,-1.0,0
269,80.0,430.0,584000.0,660000.0,-15.0,0
270,142.0,512.0,570000.0,850000.0,-11.5,0
271,150.0,80.0,135000.0,60000.0,-42.0,0
272,130.0,480.0,590000.0,860000.0,-9.5,0
273,170.0,420.0,690000.0,640000.0,3.0,0
274,110.0,320.0,610000.0,470000.0,-8.0,0
275,390.0,410.0,1110000.0,680000.0,36.0,0
276,290.0,450.0,900000.0,700000.0,18.5,0
277,40.0,590.0,575000.0,1090000.0,-21.5,0
278,135.0,410.0,650000.0,630000.0,0.5,0
279,105.0,160.0,410000.0,130000.0,-27.0,0
280,150.0,420.0,750000.0,1000000.0,-20.0,0
281,200.0,60.0,90000.0,70000.0,-45.0,0
282,350.0,400.0,1100000.0,700000.0,30.0,0
283,80.0,500.0,520000.0,850000.0,-18.0,0
284,180.0,250.0,700000.0,250000.0,-15.0,0
285,50.0,650.0,610000.0,1250000.0,-22.0,0
286,140.0,150.0,410000.0,65000.0,-35.0,0
287,60.0,300.0,520000.0,440000.0,-13.0,0
288,110.0,330.0,620000.0,490000.0,-6.0,0
289,240.0,330.0,820000.0,550000.0,7.0,0
290,45.0,600.0,560000.0,1100000.0,-23.5,0
291,110.0,450.0,580000.0,700000.0,-5.0,0
292,100.0,550.0,570000.0,1000000.0,-14.0,0
293,120.0,300.0,620000.0,420000.0,-11.5,0
294,30.0,650.0,590000.0,1250000.0,-24.5,0
295,170.0,520.0,600000.0,940000.0,-13.0,0
296,165.0,50.0,88000.0,78000.0,-49.5,0
297,160.0,40.0,75000.0,85000.0,-51.0,0
298,140.0,500.0,580000.0,870000.0,-11.0,0
299,175.0,350.0,720000.0,530000.0,-3.0,0
300,130.0,520.0,565000.0,950000.0,-13.5,0
301,50.0,570.0,553000.0,1059000.0,-17.0,0
302,25.0,640.0,570000.0,1203000.0,-24.0,0
303,310.0,370.0,980000.0,620000.0,21.0,0
304,195.0,670.0,710000.0,1290000.0,-22.0,0
305,160.0,450.0,650000.0,700000.0,0.5,0
306,65.0,340.0,550000.0,500000.0,-11.5,0
307,55.0,410.0,575000.0,610000.0,-15.0,0
308,290.0,380.0,930000.0,640000.0,19.0,0
309,90.0,560.0,560000.0,1020000.0,-12.5,0
310,12.0,145.0,340000.0,230000.0,-25.0,0
311,150.0,500.0,590000.0,940000.0,-14.0,0
312,80.0,600.0,610000.0,1140000.0,-23.0,0
313,20.0,360.0,510000.0,550000.0,-16.0,0
314,210.0,640.0,720000.0,1200000.0,-15.0,0
315,95.0,130.0,330000.0,110000.0,-30.0,0
316,70.0,250.0,510000.0,370000.0,-17.0,0
317,60.0,320.0,540000.0,460000.0,-13.0,0
318,5.0,160.0,360000.0,240000.0,-27.0,0
319,170.0,530.0,600000.0,960000.0,-17.0,0
320,172.0,392.0,720000.0,640000.0,2.3,0
321,250.0,420.0,850000.0,670000.0,10.5,0
322,100.0,350.0,600000.0,550000.0,-4.0,0
323,300.0,400.0,900000.0,700000.0,20.0,0
324,180.0,480.0,750000.0,720000.0,0.0,0
325,120.0,320.0,650000.0,500000.0,-6.0,0
326,140.0,360.0,670000.0,560000.0,-2.0,0
327,200.0,450.0,770000.0,690000.0,5.0,0
328,220.0,410.0,800000.0,660000.0,7.5,0
329,160.0,340.0,690000.0,530000.0,-3.5,0
330,95.0,320.0,540000.0,500000.0,-15.0,0
331,150.0,600.0,680000.0,1100000.0,-18.0,0
332,200.0,380.0,750000.0,600000.0,0.5,0
333,50.0,500.0,480000.0,900000.0,-20.0,0
334,120.0,450.0,630000.0,700000.0,-3.0,0
335,60.0,270.0,500000.0,400000.0,-16.0,0
336,180.0,650.0,700000.0,1200000.0,-22.0,0
337,130.0,420.0,620000.0,680000.0,-2.0,0
338,40.0,520.0,470000.0,910000.0,-21.0,0
339,370.0,400.0,1080000.0,670000.0,35.0,0
340,212.0,380.0,760000.0,600000.0,12.0,0
341,130.0,180.0,480000.0,90000.0,-28.0,0
342,10.0,150.0,330000.0,230000.0,-26.0,0
343,160.0,10.0,35000.0,170000.0,-42.0,0
344,50.0,500.0,470000.0,920000.0,-21.0,0
345,30.0,550.0,540000.0,1060000.0,-18.0,0
346,110.0,70.0,190000.0,75000.0,-43.0,0
347,170.0,250.0,680000.0,290000.0,-15.0,0
348,230.0,340.0,820000.0,570000.0,11.0,0
349,180.0,620.0,680000.0,1140000.0,-15.0,0
350,120.0,240.0,870000.0,400000.0,8.0,0
351,110.0,230.0,540000.0,260000.0,-19.0,0
352,140.0,620.0,660000.0,1150000.0,-17.5,0
353,150.0,60.0,125000.0,75000.0,-48.0,0
354,50.0,550.0,510000.0,1010000.0,-16.0,0
355,360.0,380.0,1080000.0,650000.0,34.0,0
356,130.0,330.0,670000.0,490000.0,-4.0,0
357,160.0,510.0,605000.0,870000.0,-10.0,0
358,170.0,25.0,32000.0,126000.0,-48.5,0
359,60.0,530.0,515000.0,995000.0,-17.0,0
360,110.0,145.0,420000.0,130000.0,-28.0,0
361,130.0,600.0,640000.0,1130000.0,-19.0,0
362,125.0,630.0,655000.0,1199000.0,-19.0,0
363,135.0,50.0,105000.0,101000.0,-51.0,0
364,95.0,645.0,635000.0,1237000.0,-22.0,0
365,75.0,230.0,501000.0,302000.0,-20.0,0
366,30.0,290.0,457500.0,446000.0,-16.0,0
367,40.0,280.0,475000.0,429000.0,-16.0,0
368,55.0,370.0,552000.0,550000.0,-9.0,0
369,90.0,100.0,283000.0,99000.0,-32.0,0
370,176.0,392.0,812345.6,642345.7,7.5,0
371,102.0,432.0,623456.7,678901.2,-10.2,0
372,48.0,678.0,608912.3,1298765.4,-22.8,0
373,312.0,372.0,965432.1,658765.4,18.2,0
374,194.0,92.0,150345.0,-45.7,-41.2,0
375,148.0,670.0,689123.4,1267890.3,-19.5,0
376,92.0,672.0,650456.7,1287654.8,-22.3,0
377,228.0,432.0,785678.9,678901.3,6.1,0
378,160.0,460.0,665432.2,720123.4,0.0,0
379,72.0,680.0,635678.1,1298765.9,-24.0,0
380,132.0,410.0,645000.0,640000.0,1.2,0
381,110.0,540.0,550000.0,920000.0,-15.3,0
382,145.0,420.0,655000.0,650000.0,-0.8,0
383,125.0,630.0,650000.0,1180000.0,-18.5,0
384,115.0,600.0,625000.0,1120000.0,-21.9,0
385,410.0,440.0,1150000.0,680000.0,37.5,0
386,50.0,470.0,505000.0,735000.0,-21.7,0
387,300.0,435.0,930000.0,695000.0,21.2,0
388,108.0,410.0,620000.0,625000.0,-5.0,0
389,95.0,660.0,640000.0,1260000.0,-22.2,0
390,150.0,230.0,670000.0,200000.0,-17.5,0
391,135.0,600.0,650000.0,1200000.0,-18.0,0
392,145.0,220.0,580000.0,190000.0,-22.0,0
393,110.0,310.0,610000.0,430000.0,-11.5,0
394,230.0,400.0,780000.0,620000.0,8.5,0
395,180.0,420.0,690000.0,650000.0,1.0,0
396,170.0,260.0,700000.0,310000.0,-15.0,0
397,115.0,400.0,620000.0,630000.0,-5.5,0
398,75.0,240.0,520000.0,350000.0,-16.5,0
399,185.0,640.0,705000.0,1230000.0,-19.0,0
400,150.0,412.0,680000.0,700000.0,-10.0,0
401,220.0,490.0,750000.0,800000.0,5.0,0
402,80.0,370.0,550000.0,600000.0,-12.0,0
403,130.0,450.0,620000.0,750000.0,-8.0,0
404,190.0,380.0,700000.0,650000.0,2.0,0
405,60.0,340.0,510000.0,520000.0,-15.0,0
406,170.0,430.0,670000.0,720000.0,-6.0,0
407,250.0,500.0,800000.0,850000.0,10.0,0
408,110.0,360.0,590000.0,580000.0,-18.0,0
409,140.0,420.0,630000.0,710000.0,-9.0,0
410,75.0,400.0,500000.0,600000.0,-20.0,0
411,100.0,450.0,620000.0,700000.0,-5.0,0
412,200.0,500.0,700000.0,800000.0,10.0,0
413,50.0,600.0,580000.0,1100000.0,-25.0,0
414,300.0,350.0,1000000.0,650000.0,35.0,0
415,150.0,420.0,650000.0,680000.0,0.0,0
416,220.0,410.0,750000.0,670000.0,5.0,0
417,30.0,470.0,540000.0,700000.0,-10.0,0
418,360.0,390.0,1050000.0,660000.0,30.0,0
419,80.0,430.0,600000.0,710000.0,-15.0,0
420,182.0,620.0,710500.3,1204500.6,-18.7,0
421,160.0,560.0,610000.5,1023200.4,-13.2,0
422,150.0,230.0,650000.9,260000.5,-15.5,0
423,205.0,460.0,700000.0,710000.2,0.5,0
424,220.0,350.0,790000.7,550000.9,6.2,0
425,130.0,260.0,620000.6,320000.8,-15.8,0
426,240.0,410.0,810000.2,640000.1,12.0,0
427,215.0,390.0,750000.3,620000.4,5.5,0
428,160.0,600.0,670000.8,1130000.5,-16.9,0
429,110.0,130.0,350000.7,95000.2,-30.8,0
430,234.0,512.0,723456.1,912345.7,-12.5,0
431,378.0,412.0,1056789.4,654321.9,25.7,0
432,90.0,580.0,600123.8,1156789.2,-18.9,0
433,150.0,130.0,345678.5,123456.7,-28.4,0
434,200.0,480.0,650987.3,789012.4,-10.1,0
435,172.0,520.0,710234.7,890123.5,-7.8,0
436,80.0,600.0,620345.9,1123456.8,-21.7,0
437,310.0,390.0,950123.6,678901.1,15.3,0
438,180.0,410.0,720456.2,630123.4,5.1,0
439,70.0,650.0,640789.5,1256789.3,-22.4,0
440,312.0,380.0,960000.0,640000.0,20.5,0
441,330.0,410.0,1000000.0,675000.0,26.0,0
442,50.0,140.0,345000.0,170000.0,-27.5,0
443,220.0,660.0,750000.0,1240000.0,-20.0,0
444,210.0,360.0,760000.0,570000.0,3.0,0
445,155.0,160.0,450000.0,70000.0,-33.0,0
446,225.0,270.0,850000.0,430000.0,7.5,0
447,185.0,435.0,690000.0,670000.0,0.0,0
448,165.0,400.0,690000.0,610000.0,3.0,0
449,310.0,370.0,950000.0,635000.0,19.0,0
450,90.0,320.0,512345.6,450123.4,-15.6,0
451,112.0,620.0,632789.0,1256789.3,-21.0,0
452,150.0,500.0,598123.5,810345.2,-10.8,0
453,200.0,410.0,740000.0,620000.0,3.5,0
454,88.0,60.0,190000.0,120000.0,-38.0,0
455,85.0,90.0,260000.0,110000.0,-33.0,0
456,130.0,300.0,645000.0,430000.0,-9.5,0
457,105.0,550.0,580000.0,1040000.0,-14.5,0
458,125.0,170.0,450000.0,125000.0,-27.0,0
459,165.0,610.0,655000.0,1120000.0,-18.0,0
460,134.0,478.0,582123.5,765432.1,-12.7,0
461,92.0,512.0,610345.2,890123.4,-14.5,0
462,165.0,630.0,720987.3,1187654.2,-18.3,0
463,77.0,214.0,495678.9,300456.7,-20.1,0
464,142.0,205.0,560123.4,150987.6,-22.6,0
465,182.0,678.0,730456.1,1256789.0,-16.9,0
466,115.0,320.0,640987.2,470123.8,-9.1,0
467,190.0,654.0,715678.4,1245678.9,-18.7,0
468,105.0,92.0,270123.5,120456.9,-31.4,0
469,130.0,470.0,590123.7,780123.5,-13.2,0
470,67.0,512.0,580123.4,913456.7,-12.3,0
471,45.0,310.0,490234.5,478901.2,-14.8,0
472,130.0,689.0,670345.7,1303456.3,-20.5,0
473,77.0,540.0,560789.0,1083456.1,-18.2,0
474,115.0,310.0,640567.8,440123.4,-11.9,0
475,165.0,390.0,690123.6,590234.5,2.5,0
476,39.0,305.0,485678.9,460456.7,-16.4,0
477,290.0,395.0,900123.4,650789.0,16.3,0
478,105.0,550.0,550789.3,980123.4,-17.0,0
479,170.0,160.0,440789.5,50012.3,-32.1,0
480,85.0,550.0,560000.0,1025000.0,-12.5,0
481,90.0,75.0,200000.0,94000.0,-40.5,0
482,210.0,330.0,785000.0,530000.0,1.0,0
483,135.0,480.0,590000.0,780000.0,-14.0,0
484,40.0,380.0,550000.0,580000.0,-16.0,0
485,130.0,570.0,600000.0,1050000.0,-15.0,0
486,105.0,620.0,630000.0,1150000.0,-20.0,0
487,98.0,240.0,560000.0,310000.0,-18.0,0
488,75.0,270.0,530000.0,380000.0,-15.0,0
489,140.0,320.0,660000.0,460000.0,-6.0,0
490,145.0,370.0,620000.0,580000.0,1.8,0
491,170.0,260.0,680000.0,280000.0,-15.0,0
492,250.0,410.0,830000.0,640000.0,14.0,0
493,190.0,300.0,780000.0,450000.0,0.0,0
494,220.0,430.0,740000.0,660000.0,3.0,0
495,230.0,260.0,870000.0,380000.0,7.0,0
496,60.0,190.0,440000.0,240000.0,-22.0,0
497,100.0,550.0,550000.0,990000.0,-14.0,0
498,50.0,80.0,260000.0,150000.0,-32.0,0
499,180.0,400.0,720000.0,620000.0,2.5,0
0,164.0,514.0,599141.3,910318.2,-10.8,1
1,38.0,232.0,460825.0,345785.7,-18.1,1
2,52.0,150.0,373468.7,181479.4,-26.3,1
3,222.0,334.0,797910.9,539875.1,5.0,1
4,148.0,474.0,610784.6,780626.5,-10.6,1
5,412.0,426.0,1147017.9,670151.7,41.9,1
6,140.0,632.0,664051.2,1188324.1,-18.2,1
7,158.0,200.0,580768.3,127364.9,-23.4,1
8,108.0,524.0,546259.6,941203.1,-15.0,1
9,20.0,164.0,379138.0,232708.3,-26.0,1
10,40.0,358.0,529657.5,534660.7,-10.5,1
11,70.0,252.0,514137.7,354718.1,-16.8,1
12,36.0,392.0,550454.1,584403.3,-15.1,1
13,210.0,318.0,781001.2,517890.5,1.0,1
14,54.0,552.0,532006.7,1029257.5,-15.3,1
15,48.0,652.0,603103.5,1246003.9,-23.3,1
16,38.0,234.0,461414.0,348777.1,-18.0,1
