mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.33,123,8.273,11,287,1001,598,0.597,0.287,91,9
1.4,20,1.571,7,28,77,72,0.935,0.364,11,54
1.4,5,10.5,2,7,42,27,0.643,0.167,21,21
1.6,5,1.2,5,8,30,30,1,0.267,6,6
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.846
1.88,8,1.8,5,15,45,45,1,0.333,9,20
2.21,98,8.75,8,217,560,471,0.841,0.388,70,8
1.31,29,2.111,9,38,171,115,0.673,0.222,19,0.
2.44,25,1.875,8,61,120,104,0.867,0.508,15,10
1.33,12,1.4,5,16,35,35,1,0.457,7,23
2.06,32,2.5,8,66,160,157,0.981,0.413,20,160
2.09,11,1.125,8,23,72,48,0.667,0.319,9,9
1.26,109,13.5,6,137,486,414,0.852,0.282,81,0.852
1.28,181,19.75,8,232,1264,884,0.7,0.183,158,127
1.67,15,1.833,6,25,66,56,0.848,0.379,11,4
1.76,121,12.375,8,213,792,653,0.826,0.269,99,0.826
2.08,64,6.375,8,133,408,330,0.808,0.327,51,0.808
1.44,9,1.4,5,13,35,35,1,0.371,7,7
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
1.84,31,2.25,8,57,144,127,0.882,0.396,18,11
1.36,44,4.857,7,60,238,238,1,0.252,34,238
1.77,13,1.571,7,23,77,50,0.649,0.299,11,11
1.35,31,2.875,8,42,184,132,0.716,0.23,23,0.7
1.75,20,1.571,7,35,77,75,0.974,0.455,11,11
1.31,59,8.875,8,77,568,218,0.384,0.136,71,8
2.08,12,1.125,8,25,72,65,0.903,0.346,9,0.75
2.44,57,5.125,8,139,328,320,0.976,0.424,41,328
1.33,15,2.6,5,20,65,58,0.892,0.308,13,1
1.82,11,1.429,7,20,70,62,0.886,0.286,10,70
1.76,121,12.375,8,213,792,658,0.832,0.269,99,0.75
1.77,13,1.143,7,23,56,40,0.714,0.411,8,0.7
2.2,5,0.833,6,11,30,30,1,0.367,5,30
2.09,64,4.111,9,134,333,277,0.831,0.403,37,0.75
1.94,17,2.143,7,33,105,105,1,0.314,15,105
2.74,57,5.125,8,156,328,321,0.979,0.475,41,328
1.38,96,9.111,9,132,738,530,0.718,0.179,82,82
2.47,64,6.571,7,158,322,322,1,0.491,46,9
2.29,7,1.167,6,16,42,33,0.786,0.381,7,42
