mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.84,56,4.125,8,103,264,264,1,0.39,33,264
1.75,32,2.75,8,56,176,139,0.79,0.318,22,0.8
2.2,10,1.125,8,22,72,72,1,0.306,9,9
2.17,90,9.111,9,195,738,693,0.939,0.264,82,7
1.34,102,13.5,6,137,486,465,0.958,0.282,81,9
1.36,45,3.875,8,61,248,197,0.797,0.246,31,31
2.04,104,8.889,9,212,720,518,0.719,0.294,80,5
1.34,596,59.222,9,799,4797,2841,0.592,0.167,533,4
2.14,114,9.25,8,244,592,500,0.845,0.412,74,0.845
1.48,25,2.286,7,37,112,106,0.946,0.331,16,16
1.67,9,1,6,15,36,36,1,0.417,6,36
1.87,15,1.125,8,28,72,59,0.819,0.389,9,0.857
1.27,575,49.9,10,731,4990,2993,0.6,0.147,499,7
2.38,24,1.875,8,57,120,120,1,0.475,15,120
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
1.63,8,1.4,5,13,35,35,1,0.371,7,7
1.63,16,1.125,8,26,72,65,0.903,0.361,9,72
1.97,125,10.111,9,246,819,753,0.921,0.3,91,11
1.38,34,2.625,8,47,168,155,0.923,0.28,21,168
2.13,155,2.136,22,330,1034,779,0.753,0.319,47,47
1.57,14,2.167,6,22,78,73,0.936,0.282,13,78
2.22,9,0.75,8,20,48,44,0.917,0.417,6,48
1.93,84,6.125,8,162,392,298,0.76,0.413,49,0.413
2.19,16,1.5,8,35,96,85,0.885,0.365,12,76
1.35,54,4.571,7,73,224,223,0.996,0.326,32,3
2.71,17,2.429,7,46,119,103,0.866,0.387,17,1
2.2,30,2.2,10,66,220,131,0.595,0.3,22,3
1.29,14,1.571,7,18,77,52,0.675,0.234,11,11
1.36,34,3.429,7,46,168,102,0.607,0.274,24,24
1.4,20,1.375,8,28,88,88,1,0.318,11,9
2.14,7,1,7,15,49,28,0.571,0.306,7,1
1.97,61,4.444,9,120,360,347,0.964,0.333,40,240
2.2,10,1.143,7,22,56,43,0.768,0.393,8,0.857
1.76,121,11.111,9,213,900,621,0.691,0.237,100,100
1.58,26,3.429,7,41,168,130,0.774,0.244,24,24
1.36,355,30.556,9,483,2475,1848,0.747,0.195,275,7
2.04,67,4.6,10,137,460,278,0.604,0.298,46,2
2.14,28,3.125,8,60,200,123,0.615,0.3,25,124
1.87,102,9.5,8,191,608,432,0.711,0.314,76,0.5
