mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.88,57,4,9,107,324,213,0.659,0.33,36,0.5
1.27,132,15.429,7,168,756,573,0.757,0.222,108,0.757
1.35,31,3,7,42,147,125,0.85,0.286,21,98
1.36,44,4.286,7,60,210,199,0.948,0.286,30,186
2.12,25,1.875,8,53,120,111,0.925,0.442,15,15
2.11,18,1.5,8,38,96,81,0.844,0.396,12,9
2.33,123,9.111,9,287,738,679,0.918,0.389,82,11
1.33,18,1.833,6,24,66,63,0.955,0.364,11,11
1.38,50,4.571,7,69,224,174,0.777,0.308,32,3
1.38,34,2.625,8,47,168,155,0.923,0.28,21,168
2.21,39,3.25,8,86,208,197,0.947,0.413,26,2
1.67,15,1.833,6,25,66,64,0.97,0.379,11,11
2.17,90,6.7,10,195,670,435,0.649,0.291,67,3
1.26,76,6.143,7,96,301,293,0.973,0.319,43,228
1.84,19,2.143,7,35,105,88,0.838,0.333,15,7
2.13,155,13.625,8,330,872,819,0.941,0.379,109,109
1.64,14,1.571,7,23,77,50,0.649,0.299,11,11
1.85,274,13.364,11,508,1617,1243,0.77,0.314,147,9
2.29,21,1.5,8,48,96,96,1,0.5,12,96
2.75,4,0.375,8,11,24,17,0.708,0.458,3,24
2.14,22,3.6,5,47,90,78,0.867,0.522,18,2
2.11,130,10.333,9,274,837,765,0.913,0.327,93,0.913
1.76,121,13.143,7,213,644,621,0.966,0.331,92,0.727
1.63,16,1.857,7,26,91,85,0.934,0.286,13,13
2.09,32,2.2,10,67,220,134,0.614,0.305,22,1
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
2.06,58,5.625,8,120,360,347,0.964,0.333,45,2
1.4,5,1.2,5,7,30,30,1,0.233,6,30
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
1.94,17,2.167,6,33,78,76,0.974,0.423,13,13
1.38,24,2.571,7,33,126,126,1,0.262,18,0.262
2.21,99,5.545,11,219,671,471,0.703,0.327,61,0.703
2.5,22,3.125,8,55,200,182,0.91,0.275,25,4
