fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
13.936,0.466,4.839,0.261,24.0,138.948,2.416,-10.841,2.858,0,8.877
23.895,0.233,-56.842,0.123,67.5,254.842,3.068,53.715,2.624,0,-12.922
17.972,0.359,-14.0,0.196,51.823,185.837,2.906,-29.926,1.937,0,9.934
16.977,0.238,-36.854,0.13,40.831,166.844,2.923,22.0,11.944,0,-16.922
22.741,0.116,-69.766,0.0,69.914,313.935,3.972,30.27,2.608,0,21.572
28.965,0.177,-48.078,0.097,86.912,323.097,3.831,-59.976,2.971,0,-12.726
16.042,0.0,-6.664,0.151,51.823,224.897,2.871,35.867,12.634,0,-7.936
29.927,0.0,-14.764,0.081,44.715,157.848,3.205,43.841,6.038,0,-20.746
16.534,0.0,-1.558,0.154,26.07,182.847,2.632,-16.226,39.064,0,-5.737
19.89,0.262,45.721,0.141,46.711,185.936,2.827,-20.051,2.634,0,16.818
33.816,0.113,-16.0,0.064,81.921,175.878,3.923,74.912,0.847,0,29.932
42.894,0.109,-186.066,0.062,164.664,292.839,3.849,-124.0,88.871,1,-31.856
31.839,0.174,-53.818,0.094,70.837,269.015,3.715,-39.938,1.638,0,-21.622
17.947,0.0,-10.898,0.165,38.826,203.749,2.933,-22.738,1.778,0,-9.724
19.0,0.352,-24.097,0.18,25.943,146.094,2.818,-18.842,5.972,0,11.096
23.726,0.181,-44.547,0.096,50.0,225.524,3.347,-21.715,6.842,0,15.981
22.071,0.321,-3.923,0.181,33.959,178.942,2.854,11.508,3.876,0,-7.827
34.743,0.141,-1.947,0.079,65.917,245.741,3.761,56.851,17.825,0,-15.0
15.087,0.29,-23.822,0.161,49.817,186.859,2.96,35.863,8.894,0,-12.716
21.711,0.263,5.071,0.143,33.996,191.0,2.98,32.087,7.922,0,-13.719
17.923,0.323,-25.766,0.167,48.226,177.914,2.861,39.935,12.16,0,-8.881
21.846,0.245,23.8,0.13,39.867,193.741,3.115,21.818,6.937,0,-18.914
14.632,0.404,-6.872,0.217,26.828,228.692,2.542,-21.0,34.817,0,-10.744
10.937,0.567,-2.037,0.307,21.541,209.988,2.314,-11.454,25.743,0,-10.858
20.069,0.297,-24.578,0.154,31.289,192.902,2.957,-23.058,8.098,0,-10.874
22.938,0.185,-47.873,0.091,86.917,332.098,3.566,-100.577,0.811,0,-10.077
10.0,0.599,-16.721,0.314,20.716,189.931,2.255,18.924,36.819,0,7.794
10.958,0.532,-22.547,0.299,21.838,208.902,2.353,-9.0,13.813,0,-6.058
11.979,0.764,-25.074,0.423,12.726,157.701,2.088,-9.843,49.812,1,-8.0
33.086,0.133,-35.664,0.078,50.085,322.892,2.846,-47.722,66.0,1,-33.845
25.851,0.252,-48.092,0.144,61.856,316.873,3.065,46.386,1.765,0,-13.853
10.874,0.0,-13.835,0.323,16.938,199.89,2.471,-5.917,65.744,1,-5.848
18.946,0.313,-10.844,0.0,39.936,167.037,2.822,-30.23,7.848,0,-13.897
23.564,0.0,-16.904,0.116,46.972,179.704,3.102,-11.824,3.914,0,-10.0
12.837,0.527,22.0,0.265,19.543,151.536,2.428,20.928,2.908,0,5.448
16.965,0.455,-22.843,0.234,24.064,196.742,2.453,-8.917,19.0,0,-8.847
