,Unnamed: 0,real_identifier,state_code,lat,lon,bird,lat_zone
1795,62,1.0,32.0,34.02,-103.28,14.0,2.0
1796,63,1.0,16.0,39.09,-95.7,26.0,2.0
1797,64,1.0,16.0,39.8,-96.33,26.0,2.0
1798,65,1.0,8.0,38.46,-75.52,11.0,2.0
1799,66,1.0,32.0,32.09,-106.55,14.0,2.0
1800,67,1.0,16.0,38.54,-95.11,26.0,2.0
1801,68,1.0,0.0,67.47,-160.94,28.0,0.0
1802,69,1.0,44.0,39.93,-109.35,6.0,2.0
1803,70,1.0,32.0,34.71,-106.73,14.0,2.0
1804,71,1.0,32.0,42.43,-75.02,12.0,2.0
1805,72,1.0,44.0,39.96,-109.95,6.0,2.0
1806,73,1.0,32.0,41.9,-74.54,12.0,2.0
1807,74,1.0,17.0,37.31,-84.73,19.0,2.0
1808,75,1.0,11.0,21.32,-157.69,15.0,1.0
1809,76,1.0,17.0,37.46,-84.12,19.0,2.0
1810,77,1.0,32.0,42.77,-77.99,12.0,2.0
1811,78,1.0,16.0,38.91,-97.5,26.0,2.0
1812,79,1.0,44.0,38.78,-112.74,6.0,2.0
1813,80,1.0,49.0,38.05,-81.61,19.0,2.0
1814,81,1.0,32.0,43.08,-77.75,12.0,2.0
1815,82,1.0,49.0,38.43,-82.22,19.0,2.0
1816,83,1.0,5.0,40.3,-105.26,17.0,2.0
1817,84,1.0,32.0,32.91,-106.94,14.0,2.0
1818,85,1.0,17.0,37.71,-87.98,19.0,2.0
1819,86,1.0,11.0,19.04,-155.78,15.0,1.0
1820,87,1.0,32.0,42.45,-76.5,12.0,2.0
1821,88,1.0,0.0,67.95,-150.4,28.0,0.0
1822,89,1.0,17.0,37.02,-83.09,19.0,2.0
1823,90,1.0,11.0,19.78,-155.84,15.0,1.0
1824,91,1.0,44.0,37.91,-111.59,6.0,2.0
1825,92,1.0,32.0,42.67,-76.78,12.0,2.0
1826,93,1.0,16.0,37.47,-96.09,26.0,2.0
1827,94,1.0,49.0,39.37,-77.83,19.0,2.0
1828,95,1.0,32.0,43.17,-74.61,12.0,2.0
1829,96,1.0,11.0,21.53,-158.19,15.0,1.0
1830,97,1.0,11.0,19.51,-155.78,15.0,1.0
1831,98,1.0,32.0,34.78,-106.89,14.0,2.0
1832,99,1.0,32.0,43.19,-77.17,12.0,2.0
1833,100,1.0,0.0,65.98,-151.08,28.0,0.0
1834,101,1.0,32.0,40.64,-73.76,12.0,2.0
1835,102,1.0,49.0,39.23,-80.86,19.0,2.0
1836,103,1.0,8.0,39.63,-75.66,11.0,2.0
1837,104,1.0,5.0,40.93,-103.95,17.0,2.0
1838,105,1.0,11.0,19.6,-155.08,15.0,1.0
1839,106,1.0,32.0,34.12,-108.99,14.0,2.0
1840,107,1.0,16.0,37.18,-96.4,26.0,2.0
1841,108,1.0,0.0,69.41,-147.57,28.0,0.0
1842,109,1.0,0.0,64.23,-150.1,28.0,0.0
1843,110,1.0,11.0,20.73,-156.43,15.0,1.0
1844,111,1.0,49.0,39.21,-80.82,19.0,2.0
1845,112,1.0,8.0,39.74,-75.73,11.0,2.0
1846,113,1.0,44.0,37.33,-109.7,6.0,2.0
1847,114,1.0,17.0,38.56,-83.28,19.0,2.0
1848,115,1.0,0.0,67.95,-148.24,28.0,0.0
1849,116,1.0,44.0,40.48,-111.45,6.0,2.0
1850,117,1.0,11.0,19.73,-155.88,15.0,1.0
1851,118,1.0,17.0,37.53,-84.44,19.0,2.0
1852,119,1.0,17.0,37.44,-84.17,19.0,2.0
1853,120,1.0,5.0,40.46,-106.13,17.0,2.0
1854,121,1.0,44.0,38.06,-110.24,6.0,2.0
1855,122,1.0,49.0,38.16,-81.95,19.0,2.0
1856,123,1.0,32.0,36.02,-104.26,14.0,2.0
1857,124,1.0,8.0,38.84,-75.71,11.0,2.0
1858,125,1.0,44.0,38.97,-110.21,6.0,2.0
1859,126,1.0,44.0,38.79,-113.1,6.0,2.0
1860,127,1.0,0.0,60.62,-149.26,28.0,0.0
1861,128,1.0,16.0,38.79,-99.11,26.0,2.0
1862,129,1.0,44.0,37.01,-110.43,6.0,2.0
1863,130,1.0,49.0,37.73,-80.36,19.0,2.0
1864,131,1.0,11.0,21.1,-157.29,15.0,1.0
1865,132,1.0,17.0,38.14,-85.66,19.0,2.0
1866,133,1.0,44.0,38.04,-111.45,6.0,2.0
1867,134,1.0,32.0,34.3,-108.46,14.0,2.0
1868,135,1.0,8.0,38.66,-75.08,11.0,2.0
1869,136,1.0,49.0,38.58,-81.88,19.0,2.0
1870,137,1.0,49.0,39.11,-80.82,19.0,2.0
1871,138,1.0,5.0,38.97,-109.03,17.0,2.0
1872,139,1.0,49.0,38.25,-81.78,19.0,2.0
1873,140,1.0,44.0,39.5,-113.05,6.0,2.0
1874,141,1.0,16.0,38.45,-100.66,26.0,2.0
1875,142,1.0,5.0,39.87,-103.59,17.0,2.0
1876,143,1.0,17.0,38.51,-84.77,19.0,2.0
1877,144,1.0,5.0,39.67,-107.36,17.0,2.0
1878,145,1.0,17.0,37.33,-87.41,19.0,2.0
1879,146,1.0,49.0,38.1,-81.81,19.0,2.0
1880,147,1.0,0.0,57.97,-133.53,28.0,2.0
1881,148,1.0,8.0,38.48,-75.63,11.0,2.0
1882,149,1.0,17.0,36.77,-86.99,19.0,2.0
1883,150,1.0,0.0,67.32,-146.47,28.0,0.0
1884,151,1.0,49.0,38.83,-79.15,19.0,2.0
1885,152,1.0,32.0,43.4,-74.2,12.0,2.0
1886,153,1.0,5.0,37.57,-105.35,17.0,2.0
1887,154,1.0,16.0,39.8,-98.59,26.0,2.0
1888,155,1.0,44.0,39.84,-113.1,6.0,2.0
1889,156,1.0,5.0,37.24,-105.97,17.0,2.0
1890,157,1.0,5.0,40.89,-104.45,17.0,2.0
1891,158,1.0,16.0,38.95,-99.87,26.0,2.0
1892,159,1.0,32.0,36.16,-108.88,14.0,2.0
1893,160,1.0,5.0,40.02,-105.93,17.0,2.0
1894,161,1.0,8.0,39.66,-75.72,11.0,2.0
1895,162,1.0,5.0,40.62,-102.2,17.0,2.0
1896,163,1.0,8.0,38.63,-75.44,11.0,2.0
1897,164,1.0,0.0,57.91,-152.97,28.0,2.0
1898,165,1.0,0.0,68.31,-144.2,28.0,0.0
1899,166,1.0,5.0,38.0,-107.79,17.0,2.0
1900,167,1.0,8.0,39.51,-75.71,11.0,2.0
1901,168,1.0,16.0,37.04,-101.57,26.0,2.0
1902,169,1.0,0.0,68.92,-141.25,28.0,0.0
1903,170,1.0,32.0,43.36,-77.98,12.0,2.0
1904,171,1.0,32.0,41.98,-74.39,12.0,2.0
1905,172,1.0,44.0,39.67,-109.18,6.0,2.0
1906,173,1.0,49.0,38.52,-81.09,19.0,2.0
1907,174,1.0,17.0,37.03,-83.16,19.0,2.0
1908,175,1.0,0.0,69.59,-149.51,28.0,0.0
1909,176,1.0,32.0,44.14,-75.8,12.0,2.0
1910,177,1.0,5.0,37.75,-104.96,17.0,2.0
1911,178,1.0,32.0,33.84,-104.62,14.0,2.0
1912,179,1.0,8.0,38.98,-75.35,11.0,2.0
1913,180,1.0,32.0,34.72,-105.73,14.0,2.0
1914,181,1.0,32.0,43.29,-73.93,12.0,2.0
1915,182,1.0,16.0,39.9,-100.08,26.0,2.0
1916,183,1.0,32.0,43.84,-75.69,12.0,2.0
1917,184,1.0,32.0,43.14,-75.72,12.0,2.0
1918,185,1.0,32.0,35.07,-103.11,14.0,2.0
1919,186,1.0,0.0,69.58,-142.82,28.0,0.0
1920,187,1.0,49.0,38.94,-79.41,19.0,2.0
1921,188,1.0,8.0,38.83,-75.33,11.0,2.0
1922,189,1.0,0.0,60.47,-144.71,28.0,0.0
1923,190,1.0,8.0,38.77,-75.1,11.0,2.0
1924,191,1.0,5.0,38.52,-106.78,17.0,2.0
1925,192,1.0,17.0,38.57,-82.91,19.0,2.0
1926,193,1.0,5.0,38.61,-105.25,17.0,2.0
1927,194,1.0,44.0,37.27,-109.67,6.0,2.0
1928,195,1.0,44.0,40.66,-113.7,6.0,2.0
1929,196,1.0,16.0,38.91,-101.35,26.0,2.0
1930,197,1.0,16.0,37.39,-98.02,26.0,2.0
1931,198,1.0,44.0,38.21,-112.22,6.0,2.0
1932,199,1.0,49.0,38.64,-81.34,19.0,2.0
1933,200,1.0,32.0,34.82,-108.63,14.0,2.0
1934,201,1.0,44.0,38.91,-109.14,6.0,2.0
1935,202,1.0,32.0,31.39,-108.9,14.0,2.0
1936,203,1.0,44.0,41.83,-113.04,6.0,2.0
1937,204,1.0,32.0,42.12,-77.96,12.0,2.0
1938,205,1.0,17.0,36.85,-84.46,19.0,2.0
1939,206,1.0,49.0,38.37,-82.24,19.0,2.0
1940,207,1.0,11.0,19.74,-155.49,15.0,1.0
1941,208,1.0,5.0,39.84,-105.79,17.0,2.0
1942,209,1.0,11.0,21.47,-158.2,15.0,1.0
1943,210,1.0,8.0,38.98,-75.72,11.0,2.0
1944,211,1.0,5.0,39.08,-105.1,17.0,2.0
1945,212,1.0,32.0,33.52,-108.05,14.0,2.0
1946,213,1.0,5.0,39.16,-102.23,17.0,2.0
1947,214,1.0,16.0,38.84,-98.45,26.0,2.0
1948,215,1.0,5.0,38.07,-107.09,17.0,2.0
1949,216,1.0,8.0,38.59,-75.36,11.0,2.0
1950,217,1.0,32.0,35.85,-106.51,14.0,2.0
1951,218,1.0,44.0,37.71,-110.62,6.0,2.0
1952,219,1.0,8.0,39.03,-75.39,11.0,2.0
1953,220,1.0,44.0,40.34,-112.57,6.0,2.0
1954,221,1.0,32.0,41.99,-74.62,12.0,2.0
1955,222,1.0,11.0,19.61,-155.54,15.0,1.0
1956,223,1.0,44.0,37.54,-113.82,6.0,2.0
1957,224,1.0,49.0,37.35,-80.94,19.0,2.0
1958,225,1.0,49.0,39.17,-79.64,19.0,2.0
1959,226,1.0,44.0,37.69,-111.55,6.0,2.0
1960,227,1.0,8.0,38.8,-75.5,11.0,2.0
1961,228,1.0,44.0,38.91,-109.29,6.0,2.0
1962,229,1.0,32.0,32.37,-106.87,14.0,2.0
1963,230,1.0,17.0,37.32,-88.39,19.0,2.0
1964,231,1.0,17.0,36.71,-84.63,19.0,2.0
1965,232,1.0,8.0,38.75,-75.69,11.0,2.0
1966,233,1.0,17.0,37.95,-83.79,19.0,2.0
1967,234,1.0,44.0,40.68,-111.97,6.0,2.0
1968,235,1.0,32.0,35.89,-107.33,14.0,2.0
1969,236,1.0,44.0,37.19,-113.61,6.0,2.0
1970,237,1.0,49.0,37.51,-81.21,19.0,2.0
1971,238,1.0,5.0,40.05,-107.27,17.0,2.0
1972,239,1.0,16.0,39.23,-97.45,26.0,2.0
1973,240,1.0,11.0,19.68,-155.93,15.0,1.0
1974,241,1.0,5.0,38.04,-105.42,17.0,2.0
1975,242,1.0,5.0,38.81,-104.48,17.0,2.0
1976,243,1.0,17.0,38.67,-82.93,19.0,2.0
1977,244,1.0,16.0,39.09,-97.8,26.0,2.0
1978,245,1.0,5.0,39.99,-102.59,17.0,2.0
1979,246,1.0,32.0,42.46,-73.37,12.0,2.0
1980,247,1.0,0.0,68.02,-157.3,28.0,0.0
1981,248,1.0,32.0,42.99,-76.85,12.0,2.0
1982,249,1.0,44.0,38.99,-113.71,6.0,2.0
1983,250,1.0,16.0,37.14,-98.19,26.0,2.0
1984,251,1.0,11.0,19.43,-154.96,15.0,1.0
1985,252,1.0,0.0,66.82,-156.57,28.0,0.0
1986,253,1.0,49.0,39.17,-80.13,19.0,2.0
1987,254,1.0,5.0,37.38,-102.6,17.0,2.0
1988,255,1.0,0.0,66.23,-150.18,28.0,0.0
1989,256,1.0,44.0,38.04,-113.25,6.0,2.0
1990,257,1.0,8.0,39.23,-75.41,11.0,2.0
1991,258,1.0,8.0,38.53,-75.22,11.0,2.0
1992,259,1.0,17.0,37.5,-84.77,19.0,2.0
1993,260,1.0,44.0,40.48,-112.0,6.0,2.0
1994,261,1.0,11.0,19.36,-155.5,15.0,1.0
1995,262,1.0,49.0,37.36,-80.92,19.0,2.0
1996,263,1.0,17.0,37.66,-83.12,19.0,2.0
1997,264,1.0,32.0,44.17,-74.51,12.0,2.0
1998,265,1.0,49.0,39.26,-77.82,19.0,2.0
1999,266,1.0,17.0,38.0,-84.25,19.0,2.0
2000,267,1.0,49.0,38.73,-81.29,19.0,2.0
2001,268,1.0,11.0,19.49,-155.43,15.0,1.0
2002,269,1.0,11.0,19.55,-155.61,15.0,1.0
2003,270,1.0,8.0,39.45,-75.62,11.0,2.0
2004,271,1.0,32.0,44.36,-74.4,12.0,2.0
2005,272,1.0,5.0,39.46,-108.11,17.0,2.0
2006,273,1.0,5.0,37.44,-105.57,17.0,2.0
2007,274,1.0,44.0,39.05,-113.11,6.0,2.0
2008,275,1.0,16.0,39.16,-100.65,26.0,2.0
2009,276,1.0,44.0,40.32,-111.61,6.0,2.0
2010,277,1.0,49.0,39.46,-80.83,19.0,2.0
2011,278,1.0,8.0,38.8,-75.63,11.0,2.0
2012,279,1.0,11.0,19.98,-155.57,15.0,1.0
2013,280,1.0,32.0,35.13,-107.1,14.0,2.0
2014,281,1.0,44.0,37.25,-111.97,6.0,2.0
2015,282,1.0,49.0,38.14,-80.05,19.0,2.0
2016,283,1.0,11.0,19.12,-155.73,15.0,1.0
2017,284,1.0,16.0,39.67,-100.8,26.0,2.0
2018,285,1.0,8.0,38.92,-75.4,11.0,2.0
2019,286,1.0,11.0,19.26,-155.72,15.0,1.0
2020,287,1.0,5.0,37.68,-106.55,17.0,2.0
2021,288,1.0,17.0,37.5,-84.17,19.0,2.0
2022,289,1.0,49.0,37.31,-81.84,19.0,2.0
2023,290,1.0,32.0,40.64,-73.6,12.0,2.0
2024,291,1.0,32.0,35.25,-106.8,14.0,2.0
2025,292,1.0,49.0,37.74,-81.99,19.0,2.0
2026,293,1.0,32.0,43.22,-76.21,12.0,2.0
2027,294,1.0,8.0,38.75,-75.55,11.0,2.0
2028,295,1.0,8.0,39.28,-75.62,11.0,2.0
2029,296,1.0,32.0,42.89,-75.81,12.0,2.0
2030,297,1.0,11.0,19.32,-155.26,15.0,1.0
2031,298,1.0,5.0,39.61,-107.98,17.0,2.0
2032,299,1.0,49.0,38.88,-81.91,19.0,2.0
2033,300,1.0,32.0,36.98,-107.31,14.0,2.0
2034,301,1.0,44.0,39.76,-114.03,6.0,2.0
2035,302,1.0,5.0,40.44,-104.6,17.0,2.0
2036,303,1.0,8.0,38.83,-75.63,11.0,2.0
2037,304,1.0,32.0,41.33,-74.59,12.0,2.0
2038,305,1.0,44.0,39.77,-112.83,6.0,2.0
2039,306,1.0,16.0,37.69,-101.42,26.0,2.0
2040,307,1.0,5.0,39.91,-104.34,17.0,2.0
2041,308,1.0,49.0,39.16,-79.83,19.0,2.0
2042,309,1.0,44.0,40.09,-111.08,6.0,2.0
2043,310,1.0,17.0,37.23,-88.33,19.0,2.0
2044,311,1.0,17.0,37.67,-85.06,19.0,2.0
2045,312,1.0,8.0,39.04,-75.59,11.0,2.0
2046,313,1.0,5.0,40.77,-107.02,17.0,2.0
2047,314,1.0,8.0,38.59,-75.3,11.0,2.0
2048,315,1.0,8.0,38.82,-75.58,11.0,2.0
2049,316,1.0,32.0,43.71,-75.65,12.0,2.0
2050,317,1.0,32.0,43.03,-77.04,12.0,2.0
2051,318,1.0,0.0,64.8,-158.27,28.0,0.0
2052,319,1.0,8.0,39.82,-75.5,11.0,2.0
2053,320,1.0,5.0,38.61,-104.05,17.0,2.0
2054,321,1.0,11.0,20.77,-156.11,15.0,1.0
2055,322,1.0,11.0,21.44,-158.12,15.0,1.0
2056,323,1.0,5.0,40.15,-104.86,17.0,2.0
2057,324,1.0,49.0,39.46,-80.22,19.0,2.0
2058,325,1.0,44.0,40.87,-110.08,6.0,2.0
2059,326,1.0,0.0,66.48,-155.98,28.0,0.0
2060,327,1.0,44.0,39.59,-113.12,6.0,2.0
2061,328,1.0,49.0,37.85,-81.23,19.0,2.0
2062,329,1.0,0.0,57.11,-132.94,28.0,2.0
2063,330,1.0,32.0,32.46,-104.01,14.0,2.0
2064,331,1.0,11.0,19.79,-155.92,15.0,1.0
2065,332,1.0,32.0,35.98,-108.42,14.0,2.0
2066,333,1.0,11.0,20.8,-156.13,15.0,1.0
2067,334,1.0,16.0,37.64,-95.63,26.0,2.0
2068,335,1.0,5.0,38.85,-104.51,17.0,2.0
2069,336,1.0,16.0,38.64,-98.75,26.0,2.0
2070,337,1.0,8.0,39.82,-75.61,11.0,2.0
2071,338,1.0,49.0,38.67,-80.6,19.0,2.0
2072,339,1.0,0.0,63.53,-155.87,28.0,0.0
2073,340,1.0,44.0,41.23,-112.33,6.0,2.0
2074,341,1.0,32.0,40.76,-72.86,12.0,2.0
2075,342,1.0,5.0,37.11,-102.81,17.0,2.0
2076,343,1.0,5.0,39.45,-106.1,17.0,2.0
2077,344,1.0,32.0,44.24,-75.36,12.0,2.0
2078,345,1.0,17.0,37.34,-83.49,19.0,2.0
2079,346,1.0,16.0,37.86,-100.25,26.0,2.0
2080,347,1.0,49.0,38.17,-81.6,19.0,2.0
2081,348,1.0,17.0,37.06,-86.96,19.0,2.0
2082,349,1.0,49.0,39.39,-81.46,19.0,2.0
2083,350,1.0,49.0,37.96,-81.23,19.0,2.0
2084,351,1.0,49.0,37.71,-81.09,19.0,2.0
2085,352,1.0,32.0,43.18,-74.39,12.0,2.0
2086,353,1.0,11.0,21.6,-157.99,15.0,1.0
2087,354,1.0,11.0,19.39,-155.75,15.0,1.0
2088,355,1.0,49.0,38.7,-80.1,19.0,2.0
2089,356,1.0,5.0,39.23,-108.51,17.0,2.0
2090,357,1.0,32.0,32.6,-106.0,14.0,2.0
2091,358,1.0,16.0,38.38,-97.34,26.0,2.0
2092,359,1.0,32.0,34.49,-103.76,14.0,2.0
2093,360,1.0,44.0,41.37,-113.83,6.0,2.0
2094,361,1.0,44.0,38.49,-109.51,6.0,2.0
2095,362,1.0,11.0,20.82,-156.2,15.0,1.0
2096,363,1.0,16.0,37.05,-95.38,26.0,2.0
2097,364,1.0,44.0,40.3,-110.94,6.0,2.0
2098,365,1.0,11.0,19.61,-155.25,15.0,1.0
2099,366,1.0,32.0,32.34,-106.97,14.0,2.0
2100,367,1.0,0.0,68.33,-149.0,28.0,0.0
2101,368,1.0,32.0,34.06,-106.59,14.0,2.0
2102,369,1.0,16.0,37.81,-99.23,26.0,2.0
2103,370,1.0,17.0,38.58,-83.61,19.0,2.0
2104,371,1.0,49.0,38.38,-80.54,19.0,2.0
2105,372,1.0,32.0,36.54,-108.75,14.0,2.0
2106,373,1.0,5.0,40.53,-102.75,17.0,2.0
2107,374,1.0,5.0,38.86,-105.56,17.0,2.0
2108,375,1.0,44.0,40.64,-112.18,6.0,2.0
2109,376,1.0,16.0,39.6,-100.2,26.0,2.0
2110,377,1.0,17.0,38.36,-83.99,19.0,2.0
2111,378,1.0,49.0,39.52,-80.74,19.0,2.0
2112,379,1.0,5.0,40.8,-107.63,17.0,2.0
2113,380,1.0,16.0,37.12,-101.84,26.0,2.0
2114,381,1.0,32.0,36.45,-107.24,14.0,2.0
2115,382,1.0,44.0,40.7,-110.41,6.0,2.0
2116,383,1.0,5.0,39.94,-103.4,17.0,2.0
2117,384,1.0,11.0,21.06,-156.89,15.0,1.0
2118,385,1.0,49.0,37.71,-81.6,19.0,2.0
2119,386,1.0,49.0,39.34,-80.64,19.0,2.0
2120,387,1.0,44.0,37.97,-112.92,6.0,2.0
2121,388,1.0,11.0,19.15,-155.57,15.0,1.0
2122,389,1.0,5.0,39.28,-102.45,17.0,2.0
2123,390,1.0,8.0,38.85,-75.39,11.0,2.0
2124,391,1.0,32.0,35.14,-107.71,14.0,2.0
2125,392,1.0,8.0,39.0,-75.5,11.0,2.0
2126,393,1.0,0.0,68.41,-163.48,28.0,0.0
2127,394,1.0,5.0,40.75,-108.2,17.0,2.0
2128,395,1.0,8.0,38.66,-75.26,11.0,2.0
2129,396,1.0,32.0,42.04,-74.02,12.0,2.0
2130,397,1.0,44.0,41.95,-112.99,6.0,2.0
2131,398,1.0,17.0,37.96,-85.68,19.0,2.0
2132,399,1.0,49.0,38.57,-80.57,19.0,2.0
2133,400,1.0,32.0,36.49,-108.92,14.0,2.0
2134,401,1.0,16.0,38.73,-99.78,26.0,2.0
2135,402,1.0,49.0,37.51,-81.06,19.0,2.0
2136,403,1.0,5.0,40.59,-104.2,17.0,2.0
2137,404,1.0,32.0,41.26,-73.68,12.0,2.0
2138,405,1.0,11.0,19.53,-155.52,15.0,1.0
2139,406,1.0,5.0,40.45,-102.38,17.0,2.0
2140,407,1.0,0.0,62.79,-144.55,28.0,0.0
2141,408,1.0,32.0,42.25,-78.22,12.0,2.0
2142,409,1.0,44.0,40.3,-111.48,6.0,2.0
2143,410,1.0,32.0,34.62,-103.09,14.0,2.0
2144,411,1.0,16.0,39.96,-99.91,26.0,2.0
2145,412,1.0,49.0,37.49,-81.51,19.0,2.0
2146,413,1.0,5.0,38.13,-102.49,17.0,2.0
2147,414,1.0,49.0,38.68,-82.09,19.0,2.0
2148,415,1.0,5.0,37.42,-102.18,17.0,2.0
2149,416,1.0,49.0,37.95,-80.34,19.0,2.0
2150,417,1.0,32.0,43.13,-75.64,12.0,2.0
2151,418,1.0,16.0,37.58,-101.89,26.0,2.0
2152,419,1.0,44.0,37.28,-111.77,6.0,2.0
2153,420,1.0,49.0,38.02,-81.0,19.0,2.0
2154,421,1.0,5.0,39.42,-102.68,17.0,2.0
2155,422,1.0,11.0,19.18,-155.55,15.0,1.0
2156,423,1.0,11.0,19.27,-155.59,15.0,1.0
2157,424,1.0,16.0,37.58,-96.1,26.0,2.0
2158,425,1.0,8.0,39.03,-75.7,11.0,2.0
2159,426,1.0,49.0,37.82,-80.35,19.0,2.0
2160,427,1.0,5.0,38.55,-105.83,17.0,2.0
2161,428,1.0,11.0,19.26,-155.52,15.0,1.0
2162,429,1.0,32.0,44.31,-75.69,12.0,2.0
2163,430,1.0,17.0,38.33,-83.48,19.0,2.0
2164,431,1.0,32.0,33.26,-105.36,14.0,2.0
2165,432,1.0,32.0,42.86,-73.78,12.0,2.0
2166,433,1.0,8.0,39.43,-75.58,11.0,2.0
2167,434,1.0,49.0,38.24,-80.33,19.0,2.0
2168,435,1.0,11.0,19.47,-154.87,15.0,1.0
2169,436,1.0,44.0,37.33,-111.81,6.0,2.0
2170,437,1.0,44.0,37.98,-110.08,6.0,2.0
2171,438,1.0,32.0,42.23,-79.69,12.0,2.0
2172,439,1.0,32.0,43.04,-74.64,12.0,2.0
2173,440,1.0,16.0,37.7,-97.07,26.0,2.0
2174,441,1.0,44.0,38.8,-109.46,6.0,2.0
2175,442,1.0,32.0,34.73,-103.68,14.0,2.0
2176,443,1.0,8.0,39.58,-75.78,11.0,2.0
2177,444,1.0,8.0,39.32,-75.76,11.0,2.0
2178,445,1.0,8.0,38.7,-75.24,11.0,2.0
2179,446,1.0,8.0,39.38,-75.76,11.0,2.0
2180,447,1.0,8.0,38.58,-75.17,11.0,2.0
2181,448,1.0,11.0,19.48,-155.35,15.0,1.0
2182,449,1.0,32.0,43.15,-77.02,12.0,2.0
2183,450,1.0,8.0,38.92,-75.61,11.0,2.0
2184,451,1.0,16.0,38.06,-98.88,26.0,2.0
2185,452,1.0,11.0,21.08,-156.87,15.0,1.0
2186,453,1.0,16.0,38.83,-95.68,26.0,2.0
2187,454,1.0,44.0,41.86,-112.65,6.0,2.0
2188,455,1.0,16.0,37.34,-101.33,26.0,2.0
2189,456,1.0,17.0,36.88,-84.75,19.0,2.0
2190,457,1.0,16.0,37.16,-99.88,26.0,2.0
2191,458,1.0,32.0,35.16,-104.2,14.0,2.0
2192,459,1.0,17.0,37.13,-88.32,19.0,2.0
2193,460,1.0,11.0,21.54,-157.94,15.0,1.0
2194,461,1.0,0.0,70.83,-157.16,28.0,0.0
2195,462,1.0,11.0,20.88,-157.03,15.0,1.0
2196,463,1.0,5.0,40.21,-106.23,17.0,2.0
