,height,length,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class,real_identifier
72,7.0,31.0,217.0,4.43,0.281,0.823,1.93,61.0,178.0,29.0,1.0,0
73,3.0,49.0,147.0,16.33,0.418,0.939,2.17,61.0,138.0,21.0,2.0,0
74,15.0,69.0,1035.0,4.6,0.351,0.693,3.14,363.0,716.0,102.0,1.0,0
75,6.0,20.0,120.0,3.33,0.308,0.85,2.01,37.0,102.0,18.0,1.0,0
76,4.0,85.0,340.0,21.25,0.394,0.947,2.63,134.0,322.0,46.0,2.0,0
77,12.0,56.0,672.0,4.67,0.324,0.756,2.51,218.0,508.0,76.0,1.0,0
78,8.0,42.0,336.0,5.25,0.381,0.881,2.23,128.0,296.0,43.0,1.0,0
79,14.0,93.0,1302.0,6.64,0.368,0.727,3.02,479.0,948.0,134.0,1.0,0
80,4.0,13.0,52.0,3.23,0.423,0.923,2.18,22.0,45.0,13.0,1.0,0
81,11.0,28.0,308.0,2.55,0.291,0.821,2.51,90.0,252.0,61.0,1.0,0
82,6.0,16.0,96.0,2.67,0.438,0.896,2.35,42.0,86.0,24.0,1.0,0
83,8.0,12.0,96.0,1.5,0.375,0.875,2.25,36.0,84.0,21.0,1.0,0
84,10.0,25.0,250.0,2.5,0.356,0.788,2.39,89.0,197.0,51.0,1.0,0
85,3.0,15.0,45.0,5.0,0.511,0.933,2.29,23.0,44.0,12.0,1.0,0
86,12.0,20.0,240.0,1.67,0.308,0.792,2.48,74.0,190.0,45.0,1.0,0
87,7.0,18.0,126.0,2.57,0.405,0.857,2.31,51.0,108.0,28.0,1.0,0
88,5.0,10.0,50.0,2.0,0.46,0.94,2.15,23.0,47.0,14.0,1.0,0
89,9.0,22.0,198.0,2.44,0.394,0.848,2.42,78.0,168.0,38.0,1.0,0
90,11.0,38.0,418.0,3.469,0.413,0.855,2.19,173.0,362.0,61.0,1.0,0
91,8.0,59.0,472.0,7.375,0.297,0.734,1.51,140.0,346.0,92.0,1.0,0
92,9.0,24.0,216.0,2.667,0.542,0.964,2.94,117.0,208.0,40.0,1.0,0
93,7.0,18.0,126.0,2.5,0.381,0.889,2.27,48.0,112.0,26.0,1.0,0
94,10.0,81.0,810.0,8.1,0.237,0.629,1.43,193.0,509.0,127.0,1.0,0
95,8.0,50.0,400.0,6.25,0.32,0.78,1.67,128.0,312.0,80.0,1.0,0
96,3.0,123.0,369.0,41.0,0.463,0.484,29.42,171.0,178.0,9.0,2.0,0
97,9.0,55.0,495.0,6.111,0.275,0.655,1.49,136.0,324.0,96.0,1.0,0
98,4.0,302.0,1208.0,75.5,0.356,0.443,19.29,431.0,537.0,44.0,2.0,0
99,11.0,46.0,506.0,4.278,0.286,0.799,1.83,145.0,404.0,92.0,1.0,0
100,22.0,142.0,3134.0,6.45,0.923,0.958,14.19,2891.0,2993.0,129.0,1.0,0
101,8.0,17.0,136.0,2.125,0.412,0.824,10.88,56.0,112.0,19.0,1.0,0
102,26.0,93.0,2408.0,3.615,0.869,0.971,12.41,2093.0,2339.0,141.0,1.0,0
103,10.0,29.0,290.0,2.9,0.448,0.855,4.59,130.0,248.0,51.0,1.0,0
104,12.0,20.0,240.0,1.667,0.375,0.917,3.33,90.0,220.0,33.0,1.0,0
105,9.0,41.0,369.0,4.556,0.531,0.895,5.49,196.0,330.0,63.0,1.0,0
106,7.0,13.0,91.0,1.857,0.297,0.758,2.35,27.0,69.0,15.0,1.0,0
107,25.0,161.0,4025.0,6.44,0.955,0.983,13.71,3842.0,3963.0,194.0,1.0,0
108,11.0,32.0,352.0,2.909,0.403,0.934,3.88,142.0,329.0,59.0,1.0,0
109,6.0,19.0,114.0,3.167,0.263,0.684,2.11,30.0,78.0,18.0,1.0,0
110,8.0,58.0,464.0,7.294,0.317,0.831,2.51,147.0,386.0,61.0,1.0,0
111,10.0,27.0,270.0,2.7,0.41,0.963,3.06,111.0,260.0,40.0,1.0,0
112,9.0,49.0,441.0,5.444,0.336,0.859,2.44,148.0,379.0,59.0,1.0,0
113,8.0,64.0,512.0,8.0,0.395,0.902,2.83,202.0,462.0,72.0,1.0,0
114,11.0,24.0,264.0,2.182,0.348,0.774,2.73,92.0,204.0,36.0,1.0,0
115,9.0,40.0,360.0,4.444,0.292,0.806,2.23,105.0,290.0,51.0,1.0,0
116,7.0,54.0,378.0,7.714,0.305,0.857,1.85,115.0,323.0,56.0,1.0,0
117,2.0,491.0,982.0,245.5,0.514,0.538,173.42,505.0,529.0,4.0,2.0,0
118,9.0,62.0,558.0,6.889,0.323,0.825,2.57,180.0,461.0,69.0,1.0,0
119,10.0,38.0,380.0,3.8,0.368,0.895,2.98,140.0,340.0,52.0,1.0,0
120,7.0,41.0,287.0,5.875,0.263,0.805,1.93,76.0,231.0,51.0,1.0,0
121,9.0,94.0,846.0,10.5,0.391,0.913,2.81,332.0,771.0,125.0,1.0,0
122,8.0,18.0,144.0,2.25,0.354,0.792,2.38,51.0,114.0,30.0,1.0,0
123,24.0,432.0,10368.0,18.0,0.859,0.933,36.29,8907.0,9651.0,244.0,2.0,0
124,8.0,63.0,504.0,7.875,0.297,0.744,2.15,150.0,375.0,84.0,1.0,0
125,1.0,12.0,12.0,12.0,1.0,1.0,12.0,12.0,12.0,1.0,2.0,0
126,9.0,56.0,504.0,6.25,0.232,0.661,1.89,117.0,333.0,69.0,1.0,0
127,8.0,25.0,200.0,3.125,0.276,0.72,1.92,55.0,144.0,41.0,1.0,0
128,8.0,81.0,648.0,10.125,0.346,0.831,2.33,224.0,538.0,109.0,1.0,0
129,9.0,118.0,1062.0,13.125,0.408,0.887,2.93,433.0,941.0,161.0,1.0,0
130,9.0,18.0,162.0,2.0,0.333,0.889,2.5,54.0,162.0,25.0,1.0,0
131,12.0,30.0,360.0,2.5,0.4,0.933,3.2,144.0,360.0,42.0,1.0,0
132,6.0,20.0,120.0,3.333,0.3,0.85,2.0,36.0,120.0,20.0,1.0,0
133,14.0,40.0,560.0,2.857,0.357,0.929,3.5,200.0,560.0,60.0,1.0,0
134,5.0,15.0,75.0,3.0,0.267,0.933,1.5,20.0,75.0,12.0,1.0,0
135,8.0,28.0,224.0,3.5,0.321,0.857,2.25,72.0,224.0,36.0,1.0,0
136,11.0,35.0,385.0,3.182,0.314,0.943,2.9,121.0,385.0,49.0,1.0,0
137,7.0,22.0,154.0,3.143,0.304,0.903,2.1,47.0,154.0,28.0,1.0,0
138,9.0,50.0,450.0,5.556,0.267,0.978,2.2,120.0,450.0,75.0,1.0,0
139,13.0,32.0,416.0,2.462,0.385,0.962,3.1,160.0,416.0,54.0,1.0,0
140,10.0,18.0,180.0,1.8,0.306,0.833,2.19,55.0,149.0,32.0,1.0,0
141,8.0,21.0,168.0,2.625,0.262,0.762,1.67,44.0,128.0,41.0,1.0,0
142,11.0,15.0,165.0,1.364,0.394,0.941,2.58,65.0,155.0,29.0,1.0,0
143,9.0,25.0,225.0,2.778,0.436,0.712,2.31,98.0,160.0,53.0,1.0,0
144,7.0,30.0,210.0,4.286,0.286,0.619,1.85,60.0,130.0,44.0,1.0,0
145,10.0,20.0,200.0,2.0,0.355,0.857,2.49,71.0,171.0,39.0,1.0,0
146,8.0,13.0,104.0,1.625,0.323,0.923,2.04,34.0,96.0,23.0,1.0,0
147,12.0,19.0,228.0,1.583,0.417,0.947,2.76,95.0,215.0,43.0,1.0,0
148,9.0,33.0,297.0,3.667,0.381,0.697,2.42,113.0,207.0,61.0,1.0,0
149,8.0,16.0,128.0,2.0,0.297,0.875,2.13,38.0,112.0,28.0,1.0,0
150,8.5,142.0,1130.0,18.75,0.41,0.89,2.35,405.0,1015.0,185.0,1.0,0
151,9.5,59.0,555.0,6.67,0.29,0.82,1.63,161.0,455.0,93.0,1.0,0
152,7.5,48.0,360.0,7.2,0.44,0.93,2.01,158.0,335.0,75.0,1.0,0
153,10.5,25.0,263.0,2.5,0.51,0.78,2.83,134.0,205.0,42.0,1.0,0
154,8.0,153.0,1224.0,20.25,0.38,0.85,2.15,465.0,1045.0,204.0,1.0,0
155,9.0,13.0,117.0,1.44,0.27,0.65,1.51,32.0,76.0,18.0,1.0,0
156,7.0,43.0,301.0,6.33,0.48,0.98,2.07,145.0,295.0,69.0,1.0,0
157,11.0,11.0,121.0,1.0,0.39,0.63,3.57,47.0,76.0,14.0,1.0,0
158,8.5,129.0,1097.0,16.5,0.42,0.92,2.59,462.0,1009.0,198.0,1.0,0
159,9.5,51.0,481.0,5.67,0.32,0.83,1.81,154.0,400.0,87.0,1.0,0
160,12.0,198.0,2376.0,16.5,0.294,0.869,3.46,697.0,2061.0,221.0,1.0,0
161,8.0,63.0,504.0,7.875,0.319,0.845,2.03,161.0,425.0,92.0,1.0,0
162,9.0,248.0,2232.0,27.555,0.235,0.943,2.88,524.0,2101.0,233.0,1.0,0
163,11.0,176.0,1936.0,16.0,0.406,0.829,4.22,783.0,1609.0,185.0,1.0,0
164,8.0,28.0,224.0,3.5,0.383,0.887,1.99,86.0,199.0,43.0,1.0,0
165,13.0,93.0,1210.0,7.154,0.481,0.813,5.19,583.0,985.0,134.0,1.0,0
166,10.0,142.0,1420.0,14.2,0.258,0.927,2.63,368.0,1323.0,173.0,1.0,0
167,9.0,221.0,1989.0,24.555,0.279,0.949,2.51,555.0,1892.0,216.0,1.0,0
168,12.0,168.0,2016.0,14.0,0.436,0.826,4.81,879.0,1668.0,194.0,1.0,0
169,8.0,38.0,304.0,4.75,0.355,0.901,2.05,108.0,274.0,61.0,1.0,0
170,8.0,55.0,440.0,6.429,0.39,0.859,2.19,172.0,402.0,58.0,1.0,0
171,7.0,24.0,168.0,3.286,0.29,0.693,1.69,49.0,127.0,33.0,1.0,0
172,9.0,39.0,351.0,4.286,0.42,0.831,2.51,148.0,322.0,63.0,1.0,0
173,6.0,20.0,120.0,3.143,0.31,0.785,1.45,37.0,95.0,27.0,1.0,0
174,8.0,61.0,488.0,7.714,0.38,0.875,2.85,185.0,421.0,69.0,1.0,0
175,7.0,17.0,119.0,2.571,0.26,0.644,1.83,31.0,76.0,18.0,1.0,0
176,5.0,60.0,300.0,12.0,0.08,0.253,1.21,24.0,76.0,24.0,1.0,0
177,9.0,45.0,405.0,5.0,0.41,0.844,2.59,166.0,362.0,71.0,1.0,0
178,6.0,19.0,114.0,3.286,0.31,0.789,1.38,36.0,91.0,26.0,1.0,0
179,8.0,58.0,464.0,7.286,0.39,0.869,2.92,182.0,414.0,67.0,1.0,0
180,6.0,45.0,270.0,7.5,0.296,0.889,1.92,81.0,240.0,56.0,1.0,0
181,9.0,19.0,171.0,2.111,0.384,0.856,2.04,66.0,146.0,34.0,1.0,0
182,7.0,85.0,595.0,12.143,0.421,0.983,2.51,251.0,585.0,115.0,1.0,0
183,5.0,50.0,250.0,10.0,0.476,0.976,2.19,119.0,244.0,50.0,1.0,0
184,8.0,12.0,96.0,1.5,0.375,0.833,1.85,36.0,80.0,20.0,1.0,0
185,10.0,60.0,600.0,6.0,0.317,0.917,2.33,190.0,550.0,110.0,1.0,0
186,6.0,90.0,540.0,15.0,0.444,0.989,2.63,240.0,535.0,90.0,1.0,0
187,9.0,25.0,225.0,2.778,0.356,0.872,2.01,80.0,195.0,45.0,1.0,0
188,8.0,18.0,144.0,2.25,0.403,0.861,2.13,58.0,124.0,30.0,1.0,0
189,7.0,40.0,280.0,5.714,0.329,0.929,2.28,92.0,260.0,60.0,1.0,0
190,9.0,120.0,1080.0,13.333,0.25,0.833,1.67,270.0,900.0,180.0,1.0,0
191,8.0,50.0,400.0,6.25,0.4,0.9,2.33,160.0,360.0,80.0,1.0,0
192,10.0,200.0,2000.0,20.0,0.3,0.75,2.5,600.0,1500.0,250.0,1.0,0
193,12.0,90.0,1080.0,7.5,0.5,0.95,3.14,540.0,1020.0,120.0,1.0,0
194,9.0,250.0,2250.0,27.778,0.24,0.72,2.28,540.0,1620.0,300.0,1.0,0
195,11.0,110.0,1210.0,10.0,0.45,0.85,2.91,544.0,1030.0,140.0,1.0,0
196,8.0,80.0,640.0,10.0,0.375,0.875,2.19,240.0,560.0,100.0,1.0,0
197,13.0,130.0,1690.0,10.0,0.538,0.923,3.85,908.0,1560.0,170.0,1.0,0
198,10.0,190.0,1900.0,19.0,0.263,0.737,2.32,500.0,1400.0,240.0,1.0,0
199,9.0,140.0,1260.0,15.556,0.4,0.85,2.67,504.0,1070.0,180.0,1.0,0
200,9.0,15.0,135.0,1.667,0.407,0.815,2.33,55.0,110.0,18.0,1.0,0
201,10.0,25.0,250.0,2.5,0.44,0.88,2.9,110.0,220.0,35.0,1.0,0
202,12.0,18.0,216.0,1.5,0.306,0.722,2.15,66.0,156.0,26.0,1.0,0
203,8.0,22.0,176.0,2.75,0.341,0.773,2.01,60.0,136.0,30.0,1.0,0
204,11.0,40.0,440.0,3.636,0.295,0.82,2.38,130.0,362.0,55.0,1.0,0
205,9.0,12.0,108.0,1.333,0.37,0.815,2.51,40.0,88.0,15.0,1.0,0
206,10.0,50.0,500.0,5.0,0.38,0.84,2.85,190.0,420.0,60.0,1.0,0
207,8.0,10.0,80.0,1.25,0.35,0.85,2.3,28.0,68.0,10.0,1.0,0
208,12.0,35.0,420.0,2.917,0.323,0.756,2.49,136.0,318.0,45.0,1.0,0
209,9.0,20.0,180.0,2.222,0.378,0.833,2.42,68.0,148.0,25.0,1.0,0
210,12.0,18.0,216.0,1.5,0.291,0.821,2.01,63.0,177.0,39.0,1.0,0
211,9.0,41.0,369.0,4.556,0.424,0.943,2.35,156.0,347.0,64.0,1.0,0
212,7.0,29.0,203.0,4.143,0.351,0.965,1.83,71.0,196.0,46.0,1.0,0
213,11.0,13.0,143.0,1.182,0.385,0.993,2.49,55.0,142.0,29.0,1.0,0
214,8.0,20.0,160.0,2.5,0.312,0.85,1.92,50.0,136.0,34.0,1.0,0
215,6.0,55.0,330.0,9.167,0.242,0.727,1.44,80.0,240.0,73.0,1.0,0
216,10.0,35.0,350.0,3.5,0.4,0.914,2.28,140.0,319.0,83.0,1.0,0
217,8.0,46.0,368.0,5.75,0.438,0.983,2.17,161.0,362.0,89.0,1.0,0
218,9.0,16.0,144.0,1.778,0.333,0.875,2.03,48.0,126.0,32.0,1.0,0
219,7.0,39.0,273.0,5.571,0.409,0.958,1.97,112.0,262.0,63.0,1.0,0
220,12.0,18.0,216.0,3.2,0.321,0.821,2.35,69.0,177.0,35.0,1.0,0
221,9.0,25.0,225.0,4.111,0.394,0.911,2.01,89.0,204.0,40.0,1.0,0
222,7.0,31.0,217.0,4.429,0.444,0.839,2.49,96.0,182.0,38.0,1.0,0
223,10.0,22.0,220.0,2.455,0.309,0.773,2.17,68.0,170.0,33.0,1.0,0
224,8.0,28.0,224.0,3.5,0.375,0.857,2.31,84.0,192.0,41.0,1.0,0
225,11.0,19.0,209.0,2.895,0.351,0.744,2.04,73.0,155.0,32.0,1.0,0
226,6.0,24.0,144.0,4.0,0.486,0.917,2.56,70.0,132.0,31.0,1.0,0
227,14.0,41.0,574.0,2.976,0.282,0.699,3.33,162.0,402.0,58.0,1.0,0
228,10.0,15.0,150.0,1.5,0.387,0.933,1.83,58.0,140.0,26.0,1.0,0
229,13.0,36.0,468.0,2.769,0.324,0.788,2.85,152.0,369.0,51.0,1.0,0
230,7.0,98.0,686.0,13.929,0.401,0.843,3.14,274.0,578.0,102.0,1.0,0
231,14.0,29.0,406.0,2.071,0.551,0.934,2.51,224.0,379.0,85.0,1.0,0
232,5.0,19.0,95.0,3.789,0.437,0.895,1.89,42.0,85.0,23.0,1.0,0
233,11.0,67.0,737.0,6.071,0.492,0.869,4.27,362.0,639.0,107.0,1.0,0
234,9.0,51.0,459.0,5.625,0.314,0.816,1.79,144.0,373.0,90.0,1.0,0
235,6.0,14.0,84.0,2.357,0.405,0.952,1.69,34.0,80.0,24.0,1.0,0
236,13.0,39.0,507.0,3.0,0.59,0.923,2.83,298.0,467.0,103.0,1.0,0
237,8.0,61.0,488.0,7.607,0.328,0.846,2.03,160.0,413.0,104.0,1.0,0
238,15.0,56.0,840.0,3.786,0.476,0.881,3.44,400.0,739.0,135.0,1.0,0
239,4.0,10.0,40.0,2.5,0.475,0.95,1.4,19.0,38.0,10.0,1.0,0
240,9.0,25.0,225.0,4.0,0.351,0.933,1.85,79.0,213.0,36.0,1.0,0
241,7.0,18.0,126.0,2.571,0.429,0.857,2.05,54.0,108.0,23.0,1.0,0
242,3.0,30.0,90.0,10.0,0.533,0.967,3.0,48.0,90.0,9.0,2.0,0
243,10.0,15.0,150.0,1.5,0.4,0.867,2.12,60.0,130.0,25.0,1.0,0
244,4.0,22.0,88.0,5.5,0.318,0.955,1.73,28.0,84.0,16.0,1.0,0
245,2.0,20.0,40.0,10.0,0.45,1.0,2.2,18.0,40.0,4.0,1.0,0
246,9.0,17.0,153.0,1.889,0.392,0.824,2.03,60.0,125.0,28.0,1.0,0
247,6.0,26.0,156.0,4.333,0.359,0.885,1.62,56.0,138.0,34.0,1.0,0
248,8.0,19.0,152.0,2.375,0.368,0.895,2.01,55.0,136.0,29.0,1.0,0
249,5.0,24.0,120.0,4.8,0.408,0.92,1.92,49.0,110.0,22.0,1.0,0
250,12.0,58.0,696.0,5.111,0.391,0.823,2.51,272.0,571.0,73.0,1.0,0
251,8.0,93.0,744.0,11.667,0.294,0.859,2.03,219.0,638.0,118.0,1.0,0
252,16.0,76.0,1216.0,4.789,0.456,0.694,6.19,552.0,843.0,104.0,1.0,0
253,4.0,118.0,472.0,29.5,0.235,0.391,6.57,111.0,185.0,27.0,2.0,0
254,18.0,142.0,2556.0,7.889,0.221,0.661,2.04,565.0,1691.0,294.0,1.0,0
255,81.0,304.0,24624.0,3.933,0.306,0.684,8.93,7534.0,16892.0,863.0,5.0,0
256,6.0,25.0,150.0,3.333,0.342,0.816,1.43,51.0,122.0,39.0,1.0,0
257,14.0,206.0,2884.0,14.667,0.429,0.744,5.56,1239.0,2144.0,235.0,1.0,0
258,10.0,201.0,2010.0,20.111,0.215,0.726,1.65,432.0,1461.0,259.0,1.0,0
259,11.0,55.0,605.0,5.0,0.381,0.809,2.81,230.0,489.0,79.0,1.0,0
260,5.0,85.0,425.0,17.0,0.412,0.854,2.33,175.0,363.0,74.0,1.0,0
261,12.0,46.0,552.0,3.846,0.529,0.783,3.19,292.0,433.0,84.0,1.0,0
262,9.0,23.0,207.0,2.565,0.439,0.933,2.56,91.0,193.0,35.0,1.0,0
263,6.0,19.0,114.0,3.167,0.474,0.868,2.89,54.0,100.0,23.0,1.0,0
264,11.0,65.0,715.0,5.909,0.401,0.821,2.45,287.0,583.0,114.0,1.0,0
265,8.0,51.0,408.0,6.375,0.456,0.855,2.23,186.0,348.0,73.0,1.0,0
266,10.0,29.0,290.0,2.903,0.483,0.828,2.71,140.0,241.0,50.0,1.0,0
267,7.0,11.0,77.0,1.571,0.519,0.936,2.94,40.0,72.0,16.0,1.0,0
268,9.0,39.0,351.0,4.333,0.428,0.843,2.39,151.0,296.0,61.0,1.0,0
269,8.0,62.0,496.0,7.75,0.384,0.792,2.17,191.0,393.0,92.0,1.0,0
270,11.0,46.0,506.0,4.182,0.292,0.734,2.03,148.0,371.0,82.0,1.0,0
271,7.0,32.0,224.0,4.571,0.375,0.813,1.88,84.0,182.0,50.0,1.0,0
272,12.0,51.0,612.0,4.25,0.245,0.588,2.11,150.0,360.0,90.0,1.0,0
273,9.0,41.0,369.0,4.556,0.329,0.756,1.94,121.0,279.0,65.0,1.0,0
274,8.0,35.0,280.0,4.375,0.407,0.829,1.85,114.0,232.0,55.0,1.0,0
275,6.0,29.0,174.0,4.833,0.448,0.862,1.93,78.0,150.0,45.0,1.0,0
276,15.0,62.0,930.0,4.133,0.264,0.629,2.26,246.0,585.0,110.0,1.0,0
277,5.0,25.0,125.0,5.0,0.52,0.88,1.96,65.0,110.0,35.0,1.0,0
278,14.0,58.0,812.0,4.143,0.281,0.655,2.19,228.0,533.0,100.0,1.0,0
279,10.0,44.0,440.0,4.4,0.318,0.75,2.01,140.0,330.0,75.0,1.0,0
280,7.0,53.0,371.0,7.528,0.415,0.755,2.19,154.0,280.0,51.0,1.0,0
281,12.0,25.0,300.0,2.083,0.24,0.64,2.51,72.0,192.0,24.0,4.0,0
282,8.0,81.0,648.0,10.125,0.352,0.802,2.03,228.0,520.0,81.0,1.0,0
283,6.0,59.0,354.0,9.833,0.305,0.746,1.93,108.0,264.0,51.0,1.0,0
284,11.0,31.0,341.0,2.806,0.187,0.581,2.65,64.0,198.0,22.0,5.0,0
285,9.0,44.0,396.0,4.889,0.455,0.795,2.17,180.0,315.0,55.0,1.0,0
286,7.0,69.0,483.0,9.857,0.319,0.783,2.04,154.0,378.0,69.0,1.0,0
