input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
0,0,0,64,28,50,32,100,29,0,29,88,2,100,64,12,49
0,25,25,100,93,9,28,25,0,25,89,100,6,82,55,0,34
0,58,39,45,0,19,43,100,48,65,85,67,8,100,84,2,81
14,67,0,47,89,53,52,0,29,4,69,94,5,100,85,43,100
15,100,0,46,91,77,68,0,68,12,2,75,3,100,97,48,33
13,100,0,46,89,63,81,0,93,4,77,100,9,96,76,47,40
4,0,0,61,22,52,39,100,32,11,19,78,2,100,73,13,39
13,46,0,37,70,45,57,0,26,4,100,100,5,97,91,38,74
20,0,0,66,33,48,36,100,29,0,15,80,2,100,69,17,37
16,67,0,54,100,84,67,0,51,1,30,81,3,100,92,40,40
51,79,26,45,59,68,100,42,100,0,0,36,1,57,78,76,32
50,89,25,58,75,68,100,40,100,0,0,57,1,73,91,75,32
0,0,25,100,74,37,37,7,2,25,85,100,6,95,68,5,80
19,58,34,55,100,13,12,0,9,23,83,100,6,75,44,0,37
0,0,5,51,2,56,35,100,37,3,4,69,2,100,77,5,26
0,0,27,43,29,27,62,2,5,27,100,88,6,100,88,29,66
0,0,19,70,50,22,33,9,0,19,100,100,6,80,58,7,55
11,94,0,49,96,100,54,0,74,0,48,79,3,100,81,36,74
0,33,5,49,0,92,43,100,70,7,49,75,2,100,77,18,69
0,0,22,50,30,34,45,13,10,30,100,100,6,96,72,17,65
0,0,5,51,2,56,42,100,36,7,5,67,2,100,83,12,28
0,0,21,57,34,33,37,11,11,20,100,100,6,82,61,14,64
2,0,0,68,34,46,27,100,26,4,35,86,2,100,60,4,60
0,0,2,53,7,56,35,100,33,8,16,88,2,100,66,7,54
53,100,26,54,77,53,100,34,95,0,0,51,1,69,85,78,8
0,0,5,51,2,45,32,100,35,6,5,65,2,100,72,2,22
0,59,2,21,0,95,60,100,79,5,58,58,1,90,100,22,99
17,42,43,76,100,12,25,18,0,31,67,100,6,92,61,0,42
