input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
29,42,14,7,24,73,57,0,59,0,100,100,1,85,71,43,89
50,83,25,55,67,74,100,52,100,0,0,50,1,69,90,75,39
0,58,39,45,0,10,43,100,45,69,80,61,8,100,84,2,75
1,0,0,66,33,26,31,100,17,2,7,86,2,100,65,5,22
0,0,23,57,32,33,44,24,10,37,100,100,6,94,70,15,62
0,0,1,64,27,50,39,100,29,4,0,83,2,100,72,13,30
0,0,19,70,37,22,44,29,2,35,100,100,6,92,70,15,54
8,30,34,65,100,14,32,34,0,14,73,94,6,100,69,0,46
0,34,18,51,79,48,34,0,29,20,100,100,6,81,58,7,74
54,100,27,86,98,0,100,71,51,0,84,62,9,57,80,82,23
0,0,1,53,4,56,34,100,33,1,2,75,2,100,71,4,38
9,0,5,62,26,55,37,100,31,0,24,86,2,100,67,16,54
11,78,0,51,100,88,48,0,56,5,38,79,3,100,77,36,58
100,100,97,25,75,54,21,0,96,60,15,69,0,26,0,64,20
18,100,0,48,92,71,100,0,66,9,60,99,9,90,73,64,23
64,100,32,68,91,0,34,54,59,0,27,100,4,71,41,47,16
15,93,0,49,91,100,61,0,73,9,48,78,3,100,87,44,69
0,0,26,40,30,27,40,0,4,28,100,100,6,91,66,6,55
0,0,18,70,37,22,44,29,1,28,100,100,6,92,70,15,54
49,0,81,100,42,77,0,34,77,100,40,94,8,73,36,13,31
0,0,19,69,50,26,35,16,2,20,100,100,6,84,60,9,57
0,54,0,42,0,84,53,100,73,2,59,64,1,100,96,13,91
2,0,0,68,34,49,27,100,29,4,16,78,2,100,64,4,40
22,61,37,49,100,15,14,0,8,18,63,100,6,79,47,0,33
13,100,0,43,86,89,60,0,73,5,33,87,3,100,86,38,65
17,51,0,35,64,21,52,0,17,7,100,100,5,100,85,48,57
13,100,0,43,84,91,61,0,72,7,33,76,3,100,93,46,62
25,61,0,35,60,63,72,0,93,1,100,90,5,100,95,48,64
0,8,23,97,58,27,40,45,0,33,100,100,6,91,66,9,66
0,0,25,66,40,49,43,19,17,25,100,95,6,100,72,8,87
12,85,0,52,100,85,61,0,51,1,12,88,3,100,87,38,45
0,0,24,97,57,26,37,54,0,46,100,100,6,89,65,8,62
24,90,0,52,100,93,53,0,53,9,42,84,3,100,77,56,64
0,0,2,63,25,34,35,100,21,7,7,78,2,100,70,5,24
24,45,0,39,67,90,74,0,44,5,62,89,5,100,91,50,100
32,42,47,50,23,70,36,100,57,53,0,93,7,100,74,0,44
54,0,89,100,56,44,0,39,35,100,53,93,8,77,39,23,15
0,0,2,54,9,35,32,100,28,7,2,68,2,100,75,1,20
13,28,37,84,89,18,24,23,0,41,100,100,6,79,53,0,52
0,0,22,78,46,41,49,15,9,25,100,77,6,100,76,17,86
50,84,25,55,70,81,100,42,100,0,0,50,1,69,93,75,42
0,24,0,59,15,66,66,28,46,32,0,74,8,100,97,34,29
0,0,2,58,17,54,39,100,30,8,8,88,2,100,70,14,44
100,100,76,24,64,46,28,24,86,45,0,61,0,11,0,78,5
0,32,7,62,24,51,61,100,51,14,0,59,2,94,100,26,18
0,0,2,58,17,52,39,100,29,0,10,80,2,100,70,13,42
32,63,4,59,100,81,77,0,32,0,46,83,5,100,98,54,95
49,78,25,28,53,76,100,12,100,0,0,53,1,71,93,74,33
