proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
1045,5.64,2.35,15.6,1.04,13.2,3.37,0.26,1.87,101,2.2,2.43,0,1.5
1280,5.4,2.72,19.5,1.12,13.76,2.91,0.39,1.97,104,2.8,3.14,0,1.68
1285,4.8,2.12,16.8,1.17,13.17,3.2,0.3,1.45,96,2.62,2.69,0,1.83
680,2.8,2.46,20,1.23,12.21,2.48,0.37,1.35,88,1.55,1.29,1,1.35
345,2.06,2.19,21,1.16,11.62,2.46,0.37,1.71,88,2.3,2.21,1,1.99
830,4.35,2.17,18.5,1.04,13.24,2.93,0.39,1.82,98,2.8,2.69,0,1.73
510,5.5,2.32,18.5,0.7,12.77,1.29,0.17,0.8,88,1.7,1.2,2,1.25
630,5.3,2.86,24,0.75,13.17,1.7,0.52,1.05,120,1.75,0.55,2,4.36
1515,6.9,2.36,18.6,1.12,13.58,2.88,0.22,1.95,101,2.86,3.19,0,1.66
1060,5.85,2.25,16.4,1.04,13.68,2.75,0.32,1.62,98,2.2,2.43,0,1.67
845,3.52,2.61,18,1.17,13.67,3.20,0.43,1.86,96,2.65,2.33,0,1.81
450,3.4,2.42,20,1.04,12.67,2.26,0.42,1.03,88,1.92,1.79,1,1.67
1060,5.85,2.25,17.5,1.03,13.74,3.2,0.21,1.62,100,2.5,2.52,0,1.87
630,2.26,2.51,24,1.04,12.08,2.27,0.52,1.64,96,2.5,2.21,1,1.81
630,5.3,2.86,25,0.74,13.69,1.82,0.52,0.94,106,1.98,0.96,2,3.84
780,5.65,2.48,20,0.74,13.49,1.82,0.5,1.04,103,1.98,0.96,2,4.6
1260,5.6,2.2,16.8,1.19,13.73,3.37,0.26,1.98,88,3.52,3.75,0,1.61
1285,5.6,2.7,20.5,0.86,14.2,3.58,0.3,2.29,111,3.8,3.56,0,1.7
780,5.65,2.28,16,0.96,13.16,2.31,0.37,1.35,92,2.4,2.19,1,1.41
780,5.65,2.28,16.5,0.78,13.17,2.46,0.32,0.94,98,2.6,2.49,1,1.83
630,8.5,2.86,21,0.61,13.08,1.48,0.61,1.4,103,1.48,0.61,2,3.9
680,3.27,2.28,16,0.89,12.71,2.13,0.37,1.15,88,1.79,1.69,1,1.33
630,4.1,2.32,18.5,0.89,12.86,2.15,0.53,0.75,88,2.2,1.28,1,1.63
1285,4.8,2.14,16,1.17,13.2,2.47,0.37,1.35,92,2.5,2.52,0,1.48
1095,4.2,2.65,19.5,1.05,13.51,3.47,0.26,1.95,96,2.5,2.52,0,1.78
1285,4.6,2.5,16.7,1.05,13.72,2.93,0.39,1.35,92,2.8,2.69,0,1.48
510,4.68,2.32,18,0.74,12.51,2.03,0.5,0.55,88,2,0.56,2,3.12
1285,4.6,2.5,16.7,1.04,13.72,2.93,0.39,1.55,101,2.8,2.69,0,1.5
495,3.05,2.36,21,0.73,12.69,2.06,0.5,0.55,88,1.55,0.52,2,3.27
1285,4.6,2.7,20,1.04,13.72,2.93,0.39,1.35,94,2.45,2.26,0,1.5
1060,5.85,2.25,16.4,1.03,13.74,2.87,0.29,1.62,98,2.4,2.79,0,1.67
520,3.05,2.58,25,0.84,12.04,2.57,0.42,0.55,88,2.1,1.79,1,1.35
1065,5.64,2.43,17.6,1.07,13.78,2.93,0.29,1.54,103,3.8,3.24,0,1.71
695,10.26,2.6,24.5,0.73,13.73,1.75,0.52,0.86,108,1.78,0.66,2,3.43
695,7.1,2.2,18.5,0.76,12.6,1.58,0.63,0.94,94,1.62,0.66,2,1.24
1285,4.6,2.7,20,1.04,13.2,2.85,0.29,1.98,92,2.6,2.69,0,1.8
1260,5.6,2.32,17.4,1.07,13.74,2.87,0.19,1.97,95,3,2.79,0,1.73
680,2.65,2.19,18,1.23,12.21,2.52,0.43,1.56,85,1.78,1.69,1,1.29
630,2.2,2.51,22,0.96,12.08,2.27,0.52,1.35,89,1.45,1.36,1,1.24
1035,4.28,2.12,16.6,1.17,13.16,3.17,0.3,1.48,98,2.2,2.43,0,1.52
750,8.66,2.69,22.5,0.73,13.58,1.8,0.39,1.54,102,1.55,0.85,2,3.59
428,2.9,2.23,21,0.8,11.64,3.12,0.3,1.63,86,2.20,2.21,1,2.05
520,9.2,2.24,21,0.56,12.86,1.29,0.17,1.35,89,1.59,0.63,2,2.59
1060,5.85,2.25,17.5,1.03,13.74,3.2,0.21,1.62,118,2.6,2.9,0,1.67
580,2.45,2.38,19,1.33,12.33,2.77,0.24,1.35,86,2.4,2.19,1,1.72
1260,5.6,2.3,16.8,1.12,13.71,2.83,0.29,1.62,98,2.8,3.14,0,1.5
1045,7.22,2.14,16.8,1.01,13.58,2.75,0.32,1.62,101,2.7,3.14,0,1.66
1060,4.2,2.1,16.8,1.12,13.74,3.1,0.29,1.62,98,2.2,2.53,0,1.67
1195,4.8,2.62,16,1.09,13.39,2.78,0.34,1.52,92,2.85,2.99,0,1.77
750,4.6,2.29,18.5,0.78,13.17,2.48,0.22,1.35,92,1.45,1.57,1,2.06
625,8.66,2.38,20,0.61,13.24,1.51,0.61,1.87,85,2.2,1.25,2,1.83
