proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
495,2.45,2.31,22.8,0.96,12.16,2.26,0.43,1.62,85,1.38,1.46,1,1.61
630,5.5,2.86,24,0.75,12.69,1.47,0.24,0.83,106,1.38,1.1,2,2.67
500,5,2.36,21,0.6,12.7,1.29,0.17,0.84,88,1.7,1.2,2,3.55
562,5.6,2.7,21,0.73,12.93,1.75,0.52,0.45,86,1.28,0.47,2,3.43
680,2.65,2.17,16.8,1.25,12.47,2.31,0.35,1.35,88,1.45,1.36,1,1.39
1285,4.6,2.5,17.2,1.12,13.72,2.93,0.39,1.68,97,2.8,2.68,0,1.66
680,2.65,2.1,16.5,0.94,12.25,2.77,0.24,1.35,88,2.4,2.19,1,1.39
1285,5.6,2.7,22.5,1.19,14.06,3.58,0.3,2.01,94,3.8,3.56,0,1.9
520,5.5,2.32,18,0.7,12.77,1.29,0.21,0.95,96,1.39,1.25,2,1.83
580,3.05,2.13,18,1.33,12.21,3.02,0.39,2.08,85,2.36,2.04,1,1.72
630,8.6,2.86,25,0.6,13.08,1.48,0.61,1.4,112,1.48,0.58,2,3.7
510,4.68,2.32,19.5,1.03,13.24,2.96,0.17,1.35,88,2.2,2.53,0,1.66
345,3.25,2.28,19,0.73,12.06,2.03,0.5,1.62,85,1.83,1.64,1,1.81
680,2.65,2.7,21.5,0.94,12.25,2.77,0.24,1.35,88,2.4,2.19,1,1.35
345,2.06,2.17,21,1.12,12.37,2.31,0.42,1.04,89,1.41,1.39,1,1.45
780,5.60,2.50,18.5,0.74,13.58,1.78,0.52,0.94,104,1.88,0.66,2,4.60
520,3.05,2.58,21,0.74,12.84,2.15,0.53,0.75,88,1.75,0.56,2,4.72
630,5.3,2.86,22.5,0.81,12.58,1.59,0.5,0.8,112,1.7,0.92,2,4.72
510,4.68,2.32,18.5,0.96,12.37,2.11,0.6,0.94,96,1.82,0.75,2,3.98
428,2.9,1.98,18,0.96,12.29,2.47,0.37,1.04,85,1.6,1.5,1,1.72
345,2.06,2.19,22,1.16,11.82,2.44,0.37,1.56,87,2.5,2.27,1,1.63
510,3.4,2.12,18.5,1.08,12.16,2.33,0.34,1.24,85,1.78,1.76,1,1.13
845,3.52,2.61,18.5,1.17,13.11,3.48,0.24,1.66,102,2.7,2.98,0,1.81
630,5.6,2.32,19.5,0.78,13.17,1.62,0.53,0.64,88,1.6,0.55,2,4.95
680,2.65,2.1,19.5,0.96,11.61,3.26,0.29,2.49,88,2.74,2.92,1,1.63
562,2.45,1.9,16,1.33,11.61,2.31,0.35,1.25,88,1.8,1.57,1,1.17
1285,4.6,2.2,17.2,1.12,13.17,2.48,0.21,1.75,95,2.5,2.52,0,1.81
520,4.45,2.35,20,0.7,12.93,2.31,0.42,1.02,88,1.79,1.69,1,2.56
680,3.27,2.28,16.7,0.89,12.33,2.31,0.37,1.48,101,1.8,1.85,1,1.39
1095,4.2,2.65,20,1.05,13.51,2.87,0.29,1.54,112,2.55,2.69,0,1.8
660,9.2,2.1,18.5,0.75,13.78,1.68,0.63,1.35,96,1.55,0.66,2,3.7
1270,5.6,2.3,16.8,1.12,14.1,3.17,0.22,2.38,95,2.95,3.32,0,1.5
680,4.36,2.28,18,0.78,12.51,1.51,0.61,1.35,94,2.05,0.76,2,2.16
845,3.52,2.61,19,1.12,13.67,2.93,0.39,1.82,98,2.8,2.69,0,1.81
1285,4.6,2.2,17.2,1.16,13.72,2.82,0.29,1.57,90,2.2,2.43,0,1.48
1065,5.64,2.35,16,1.06,14.06,3.71,0.24,1.85,98,2.7,3.15,0,1.72
450,5.75,2.02,15.5,0.89,12.51,1.51,0.6,0.8,106,1.51,1.25,1,1.83
695,7.1,2.2,18.5,0.76,12.6,1.58,0.63,0.86,88,1.4,0.6,2,3.63
1285,4.6,2.2,17.2,1.16,13.72,2.82,0.29,1.57,101,2.2,2.43,0,1.66
675,5.28,2.35,16.8,0.88,12.37,1.62,0.45,0.94,96,1.35,0.49,2,1.72
695,10.52,2.6,25,0.6,13.4,1.56,0.43,1.46,123,1.7,0.92,2,3.9
510,3.4,2.12,18,1.16,12.29,2.74,0.29,1.30,80,1.98,1.69,1,1.33
1285,5.6,2.7,20,0.89,14.34,2.77,0.27,1.95,113,3.52,3.75,0,1.95
1060,5.85,2.25,16.4,1.03,13.74,3.2,0.21,1.62,103,2.6,2.9,0,1.67
780,5.65,2.48,22,0.78,13.64,1.75,0.52,1.15,96,1.93,0.6,2,3.17
680,2.65,2.7,25,1.3,11.61,3.26,0.32,1.35,88,2.5,1.3,1,1.35
845,10.6,2.26,18.5,0.6,13.17,1.48,0.61,1.04,115,1.41,1.25,2,3.91
520,5.6,2.72,21.5,0.74,12.85,1.75,0.52,0.83,86,1.48,0.58,2,3.12
