proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
520,3.05,1.8,16,1.22,12.69,1.47,0.24,0.41,88,1.38,1.46,1,1.24
675,9.4,2.28,20,0.6,12.96,1.58,0.5,0.97,86,1.62,0.66,2,3.03
1280,5.1,2.7,20,1.04,14.2,2.65,0.33,1.97,115,2.8,3.14,0,1.5
510,4.68,2.32,18.5,0.96,12.33,2.44,0.22,1.62,86,2.5,2.27,1,1.19
630,3.8,2.32,21,0.7,12.08,1.33,0.34,0.83,89,1.33,0.49,2,3.3
520,5.4,2.72,25.5,0.89,13.3,1.92,0.27,0.94,96,1.9,0.96,2,4.95
1285,4.6,2.7,20,1.24,13.2,2.75,0.32,1.35,92,2.6,2.49,0,1.9
695,9.58,2.6,24,0.7,13.45,1.56,0.43,0.75,108,1.48,0.58,2,3.9
1195,4.7,2.6,16.1,1.09,13.3,2.85,0.29,1.54,101,2.2,2.43,0,1.7
780,5.65,2.35,18.5,0.89,13.24,2.06,0.5,0.55,120,1.55,0.52,2,3.45
630,5.4,2.86,24.5,0.78,13.69,1.82,0.52,1.15,118,1.8,0.55,2,3.83
780,4.6,2.28,16,1.19,13.05,2.87,0.19,1.87,88,2.4,2.64,0,1.72
695,7.1,2.2,18.5,0.61,12.6,1.58,0.63,0.94,86,1.62,0.66,2,3.59
780,5.65,2.28,16,0.74,13.64,2.04,0.3,0.94,105,1.95,1.31,1,3.45
1065,5.64,2.65,16.8,1.09,13.58,2.75,0.32,1.54,97,2.6,2.68,0,1.72
580,2.45,2.38,19.5,1.33,12.87,3.20,0.43,1.34,85,2.20,1.92,1,1.17
1195,4.8,2.62,17.1,1.05,13.39,2.78,0.34,1.72,92,2.6,2.69,0,1.57
750,7.5,2.48,22,0.6,13.43,1.56,0.43,1.41,92,1.6,0.58,2,3.57
562,2.45,1.9,16,0.96,12.16,2.31,0.37,1.04,80,1.78,1.69,1,1.33
1035,4.28,2.12,16,1.12,13.36,3.55,0.22,1.62,92,2.6,2.9,0,1.57
450,3.4,2.12,19,1.23,12.25,2.75,0.34,1.25,85,1.75,1.92,1,1.63
1260,6.2,2.4,16.8,1.17,13.8,2.65,0.33,1.97,96,2.6,2.68,0,1.7
1280,6.2,2.72,20,1.07,14.4,2.65,0.33,1.87,113,2.6,2.68,0,1.92
520,4.45,2.32,18.5,0.75,13.17,2.23,0.42,1.56,86,1.8,1.85,1,1.13
695,7.1,2.2,19.5,0.73,13.08,1.33,0.34,0.83,96,1.48,0.66,2,3.24
750,4.6,2.69,22.5,0.73,13.17,2.38,0.37,1.54,102,2.2,2.53,1,3.03
660,10.6,2.1,18.5,0.66,13.28,1.75,0.52,1.1,88,1.48,0.58,2,3.83
630,9.4,2.86,24,0.61,13.69,1.75,0.52,1.15,112,1.28,0.58,2,4.36
520,3.05,2.58,19.5,0.86,12.42,2.11,0.6,0.73,88,1.32,0.47,2,1.81
428,2.6,2.21,19,1.36,12.37,2.78,0.27,1.35,85,2.2,2.45,1,1.52
680,5.88,2.35,16.5,0.89,13.24,1.51,0.61,1.35,103,1.45,1.09,1,1.99
675,2.95,2.38,20,1.75,12.17,3.2,0.37,1.35,89,2.6,2.65,1,1.61
1260,5.6,2.2,17.5,1.12,13.74,3.38,0.26,2.29,93,3.8,3.56,0,1.53
1510,6.9,2.27,17.4,1.12,13.83,2.85,0.29,1.66,101,2.8,3.19,0,1.65
1285,5.7,2.7,20,0.74,14.22,2.48,0.21,1.25,135,2.6,2.9,0,2.16
660,5.58,2.7,25,0.82,13.83,2.31,0.42,0.95,101,1.72,0.5,2,3.84
550,4.6,2.7,21,0.7,12.6,1.58,0.5,0.83,96,1.48,0.66,2,3.7
580,2.45,2.38,22,0.86,12.36,2.23,0.53,0.75,80,1.54,0.5,2,4.3
580,2.65,2.13,19,1.48,12.51,3.17,0.37,2.08,85,2.5,2.21,1,1.13
1290,4.2,2.1,16.8,1.12,13.83,3.37,0.26,1.98,96,2.5,2.52,0,1.57
830,3.58,2.5,22,1.12,13.03,2.48,0.37,1.04,98,1.98,1.69,1,2.05
1045,5.2,2.17,15.6,1.09,13.64,2.87,0.29,1.54,97,3,3.25,0,1.71
680,2.65,2.1,18.5,1.45,11.62,3.26,0.32,2.01,85,2.5,2.27,1,1.13
520,3.05,2.58,22.5,0.82,12.21,2.31,0.53,1.62,88,1.79,1.69,1,1.33
450,3.6,2.42,22,0.89,12.29,2.06,0.5,0.55,85,1.55,0.52,2,3.57
510,3.4,2.12,18.5,0.6,12.72,2.42,0.48,1.33,84,1.38,1.76,1,2.05
695,7.1,2.2,18.5,0.66,13.11,1.33,0.34,1.15,98,1.38,0.96,2,3.95
1510,5.75,2.3,16.8,1.25,13.88,2.82,0.29,1.57,96,2.2,2.43,0,1.76
750,4.6,2.69,20,0.8,13.45,2.05,0.52,0.55,120,1.75,0.53,2,3.87
562,2.45,2.19,19,1.33,11.84,3.05,0.5,2.08,88,2.42,2.21,1,1.81
510,2.45,2.32,20,0.96,12.16,2.26,0.43,1.04,85,1.79,1.69,1,1.33
480,4.6,2.28,18.5,0.78,12.7,2.31,0.37,1.42,96,1.6,0.5,2,3.83
520,3.05,2.58,22.5,0.82,12.51,2.69,0.42,0.73,88,1.55,0.5,2,2.81
560,4.6,2.7,19.5,0.89,13.49,2.78,0.27,1.03,88,2.4,2.64,0,1.72
845,3.52,2.61,20,1.12,13.05,2.57,0.4,1.62,101,2.2,2.19,0,1.67
830,3.58,2.5,18.5,1.12,13.48,2.78,0.34,1.36,102,2.7,2.93,0,1.67
428,2.9,2.23,21,0.89,12.04,3.08,0.22,1.66,84,2.26,2.27,1,1.72
510,3.4,2.12,18.5,0.6,12.16,2.23,0.45,1.63,85,1.79,1.69,1,1.33
675,7.1,2.28,19,0.66,12.86,1.29,0.21,1.3,88,1.51,1.36,2,1.72
660,5.58,2.6,25,0.82,13.4,1.96,0.53,1.1,101,2.2,0.75,2,4.6
830,5.4,2.35,18.5,0.89,13.39,2.78,0.27,1.54,118,2.4,2.64,0,1.66
562,3.9,2.62,21,1.23,12.53,2.06,0.5,0.95,96,1.72,1.32,2,2.68
560,5.7,2.7,21.5,0.73,13.49,1.82,0.52,0.95,98,1.7,0.61,2,3.17
500,7.1,2.5,21,0.6,12.6,1.58,0.5,1.1,92,1.62,0.55,2,3.12
1260,8.7,2.3,16.8,1.12,14.1,2.65,0.33,1.97,96,2.8,3.14,0,1.5
510,3.4,2.12,18.5,0.6,12.16,2.23,0.42,1.03,80,1.35,1.39,1,1.33
1285,5.7,2.7,22.5,0.83,13.73,2.71,0.29,1.25,108,2.8,3.27,0,1.9
750,8.66,2.69,22.5,0.66,13.58,1.8,0.39,1.54,103,1.55,0.76,2,3.84
750,3.4,2.12,18.5,1.08,12.08,2.27,0.52,1.64,85,2.3,2.53,1,1.83
510,5.5,2.32,18.5,0.74,12.25,1.83,0.4,0.97,96,1.39,0.8,2,2.39
1510,7.8,2.26,17.4,1.12,13.83,2.57,0.32,1.97,113,2.8,3.19,0,1.66
1060,5.85,2.25,16.4,1.03,13.74,3.2,0.22,1.62,101,2.6,2.9,0,1.67
1285,3.95,2.14,17,1.02,13.51,2.77,0.27,1.35,94,2.4,2.19,0,1.72
1285,5.6,2.7,21.5,1.25,13.72,2.93,0.39,1.85,94,3.27,3.56,0,1.5
680,2.65,2.1,18,1.45,12.51,2.31,0.35,1.35,88,1.45,1.36,1,1.25
428,2.9,2.23,21,0.86,11.64,2.75,0.48,1.35,84,1.95,1.69,1,3.7
780,4.4,2.28,15,1.09,13.05,3.71,0.24,2.1,103,3,3.17,0,1.67
510,2.45,2.32,21,0.94,12.16,3.12,0.3,1.62,85,2.5,2.27,1,1.13
520,5.5,2.38,21,0.56,12.37,1.27,0.53,1.04,88,1.48,0.58,2,2.76
1285,5.7,2.5,16.8,1.13,13.48,3.45,0.26,1.35,103,2.7,3,0,1.53
630,8.5,2.86,25,0.61,13.24,1.56,0.43,1.46,120,1.8,2.03,2,1.67
520,2.45,2.32,19,1.33,12.6,2.77,0.24,1.35,85,2.4,2.19,1,1.13
