proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
580,2.65,2.38,20,1.33,11.62,3.12,0.3,2.1,85,2.45,2.01,1,1.81
750,5.7,2.69,21,0.8,13.48,1.68,0.63,0.86,102,1.6,0.69,2,5.1
495,2.45,2.31,21.5,1.33,12.16,3.12,0.3,2.76,86,2.2,2.21,1,1.21
500,7.05,2.25,21.5,0.54,12.42,1.33,0.34,0.83,94,1.33,0.56,2,3.7
1290,4.3,2.1,15,1.16,13.67,3.36,0.17,1.97,94,2.8,2.98,0,1.4
780,5.65,2.35,16.4,0.89,13.16,2.31,0.35,1.35,118,2.45,2.07,0,1.64
510,2.45,2.32,21,1.33,12.06,3.28,0.37,2.01,85,2.5,2.21,1,1.81
1280,6.2,2.72,20,1.07,14.13,1.82,0.58,1.77,103,2.2,2.53,1,1.67
520,7.65,2.38,21.5,0.55,13.17,1.48,0.61,1.14,90,1.38,0.68,2,3.83
510,2.45,2.31,18.5,1.33,12.6,2.77,0.24,1.35,88,2.4,2.19,1,1.72
780,5.65,2.48,19.5,0.89,13.24,2.07,0.53,0.55,106,2.2,2.19,1,1.67
520,5.4,2.4,21,0.74,12.79,1.42,0.24,0.83,88,1.3,1.22,2,3.27
830,5.6,2.2,21,0.74,13.45,1.56,0.43,1.41,102,1.8,0.75,2,4.6
1060,5.85,2.25,16.4,1.09,14.1,3.2,0.21,1.62,98,2.5,2.52,0,1.57
500,7.05,2.26,21.5,0.57,12.42,1.58,0.5,1.22,90,1.38,0.6,2,3.12
680,2.65,2.1,19.5,1.25,12.25,2.77,0.24,1.35,84,1.45,1.36,1,1.52
1060,5.85,2.25,17.5,1.04,13.74,3.2,0.21,1.62,101,2.5,2.52,0,1.87
1285,5.6,2.7,20,1.19,13.45,2.45,0.35,1.35,92,2.45,2.45,0,1.5
520,3.06,2.58,23,0.78,12.04,1.74,0.52,0.83,88,1.38,0.51,2,2.81
780,5.65,2.28,18.5,0.89,13.17,2.31,0.37,1.35,98,2.4,2.19,0,1.81
680,3.28,2.58,22.5,0.89,12.33,2.31,0.42,1.64,101,2.2,1.75,1,1.72
630,2.2,2.51,22,1.31,12.08,2.72,0.4,1.3,84,2.2,1.58,1,1.72
780,5.60,2.35,18,0.82,13.41,2.30,0.39,1.70,103,2.20,2.19,0,1.50
600,5.7,2.7,21,0.7,12.96,1.75,0.4,0.94,108,1.39,0.7,2,4.6
650,5.45,2.25,17.5,0.75,13.24,2.06,0.5,0.55,101,1.45,0.2,2,4.6
680,2.65,2.17,19,1.25,11.61,2.31,0.35,1.35,86,2.3,1.92,1,1.61
500,4.6,2.32,18.5,0.81,12.53,2.06,0.5,0.64,88,1.55,0.5,2,3.59
1065,4.2,2.17,16.8,1.02,13.16,2.93,0.29,1.62,95,2.8,2.69,0,1.83
510,3.4,2.12,18,0.6,12,2.65,0.53,1.62,85,1.75,1.32,1,1.83
680,5.88,2.56,22.5,0.96,13.39,1.82,0.58,0.88,96,1.62,0.48,2,3.27
510,2.45,2.32,19,1.33,12.16,2.26,0.43,1.56,88,1.78,1.69,1,1.81
