,age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month,real_identifier
15,33.0,1.0,0.0,0.0,19.0,8.0,18.0,4.0,6.0,1.0,0.0,5731.11,1200.0,5.011,0
16,44.0,2.0,0.0,0.0,23.0,24.0,8.0,15.0,12.0,0.0,0.0,17529.4,10000.0,1.2136,0
17,41.0,1.0,0.0,0.0,21.0,9.0,10.0,22.0,21.0,0.0,0.0,731.9032,241.0,27.3884,0
18,35.0,2.0,4.0,1.0,15.0,6.0,2.0,12.0,3.0,1.0,0.0,1554.4584,276.85,28.2404,0
19,46.0,1.0,0.0,0.0,23.0,15.0,19.0,1.0,18.0,0.0,0.0,6739.6169,449.57,2.5494,0
20,38.0,2.0,0.0,1.0,10.0,20.0,1.0,12.0,9.0,1.0,0.0,2019.1154,1100.0,5.1948,0
21,29.0,1.0,0.0,0.0,7.0,18.0,3.0,11.0,16.0,0.0,0.0,1411.0592,600.0,3.1092,0
22,42.0,2.0,4.0,1.0,22.0,13.0,0.0,8.0,20.0,1.0,0.0,3219.4321,2000.0,4.3821,0
23,50.0,2.0,0.0,0.0,9.0,14.0,2.0,10.0,19.0,0.0,0.0,1039.9823,500.0,2.1934,0
24,35.0,1.0,0.0,0.0,12.0,5.0,0.0,6.0,17.0,1.0,0.0,1291.5317,700.0,3.5091,0
25,48.0,2.0,0.0,1.0,20.0,11.0,3.0,9.0,14.0,1.0,0.0,2819.9432,1500.0,5.0821,0
26,31.0,1.0,0.0,0.0,8.0,16.0,1.0,7.0,13.0,0.0,0.0,1189.2345,600.0,2.5093,0
27,45.0,2.0,4.0,1.0,19.0,12.0,0.0,10.0,15.0,1.0,0.0,3519.9821,2200.0,4.9821,0
28,27.0,1.0,0.0,0.0,6.0,19.0,2.0,11.0,18.0,1.0,0.0,1011.9823,500.0,2.1934,0
29,33.0,2.0,0.0,1.0,18.0,9.0,1.0,8.0,12.0,1.0,0.0,2419.9821,1200.0,4.0821,0
30,29.0,2.0,3.0,1.0,10.0,14.0,22.0,5.0,20.0,0.0,1.0,823.1192,421.0,18.2351,0
31,58.0,1.0,2.0,0.0,16.0,8.0,11.0,19.0,13.0,1.0,0.0,1918.3125,1021.0,5.6719,0
32,41.0,2.0,5.0,1.0,23.0,17.0,4.0,9.0,12.0,0.0,0.0,1291.4598,689.0,22.8492,0
33,25.0,2.0,0.0,0.0,5.0,13.0,18.0,2.0,11.0,0.0,1.0,562.1181,301.0,9.3827,0
34,49.0,1.0,1.0,1.0,15.0,20.0,1.0,14.0,10.0,1.0,0.0,2431.8132,1349.0,7.1928,0
35,35.0,2.0,0.0,0.0,22.0,5.0,16.0,8.0,6.0,0.0,0.0,1042.3011,541.0,24.9178,0
36,46.0,1.0,3.0,1.0,9.0,12.0,25.0,3.0,19.0,1.0,0.0,1766.9012,931.0,11.4759,0
37,39.0,2.0,2.0,0.0,18.0,24.0,10.0,13.0,7.0,0.0,1.0,1479.2099,781.0,16.6291,0
38,53.0,1.0,4.0,1.0,20.0,1.0,23.0,4.0,17.0,1.0,0.0,2699.0117,1431.0,8.3174,0
39,44.0,2.0,1.0,0.0,11.0,19.0,9.0,25.0,2.0,0.0,0.0,1863.4915,991.0,13.4856,0
40,38.0,1.0,0.0,0.0,12.0,5.0,20.0,9.0,14.0,1.0,0.0,1567.321,821.5,6.3211,0
41,29.0,2.0,0.0,0.0,16.0,13.0,7.0,18.0,22.0,0.0,0.0,982.118,421.25,3.118,0
42,40.0,1.0,4.0,0.0,10.0,14.0,12.0,16.0,20.0,1.0,0.0,3011.982,1200.5,9.982,0
43,32.0,2.0,0.0,0.0,18.0,8.0,19.0,15.0,12.0,0.0,0.0,2198.721,1098.5,7.721,0
44,39.0,1.0,0.0,0.0,13.0,10.0,11.0,17.0,19.0,1.0,0.0,1289.165,649.25,5.165,0
45,34.0,2.0,4.0,0.0,9.0,16.0,14.0,12.0,18.0,0.0,0.0,4021.913,2001.0,10.913,0
46,28.0,1.0,0.0,0.0,17.0,9.0,13.0,14.0,16.0,1.0,0.0,1056.279,528.5,4.279,0
47,42.0,2.0,0.0,0.0,11.0,17.0,10.0,13.0,15.0,0.0,0.0,2500.0,1250.0,8.0,0
48,36.0,1.0,0.0,0.0,14.0,12.0,16.0,10.0,17.0,1.0,0.0,1823.421,911.5,6.421,0
49,30.0,2.0,4.0,0.0,15.0,11.0,9.0,14.0,13.0,0.0,0.0,3012.982,1506.5,9.982,0
50,38.0,2.0,3.0,1.0,14.0,9.0,20.0,7.0,1.0,1.0,0.0,854.1192,421.5,11.4167,0
51,29.0,1.0,0.0,0.0,18.0,6.0,22.0,13.0,4.0,0.0,0.0,2789.047,1349.0,6.1739,0
52,44.0,1.0,5.0,0.0,12.0,8.0,2.0,20.0,14.0,1.0,0.0,1911.298,958.0,15.625,0
53,25.0,2.0,0.0,1.0,7.0,16.0,3.0,9.0,21.0,0.0,0.0,462.056,231.0,8.3333,0
54,53.0,1.0,0.0,0.0,4.0,11.0,18.0,5.0,22.0,0.0,0.0,1234.876,617.0,4.3478,0
55,39.0,1.0,4.0,0.0,9.0,1.0,15.0,19.0,6.0,1.0,0.0,951.011,475.5,19.7368,0
56,32.0,2.0,0.0,1.0,13.0,4.0,0.0,10.0,16.0,0.0,0.0,631.816,315.91,9.8261,0
57,46.0,1.0,0.0,0.0,20.0,3.0,12.0,8.0,2.0,0.0,0.0,2148.761,1074.0,5.2632,0
58,36.0,1.0,3.0,0.0,6.0,14.0,5.0,11.0,17.0,1.0,0.0,822.951,411.0,12.5,0
59,50.0,2.0,0.0,0.0,19.0,2.0,8.0,14.0,13.0,0.0,0.0,1589.013,794.5,6.25,0
60,38.0,2.0,0.0,0.0,12.0,20.0,14.0,18.0,7.0,1.0,0.0,4211.128,931.45,18.2198,0
61,29.0,1.0,0.0,0.0,16.0,11.0,22.0,13.0,6.0,0.0,0.0,1056.892,456.2,12.1569,0
62,44.0,2.0,0.0,1.0,9.0,18.0,12.0,20.0,14.0,1.0,0.0,3519.191,761.1,20.4181,0
63,35.0,1.0,0.0,0.0,14.0,17.0,10.0,16.0,21.0,1.0,0.0,2891.821,621.9,15.1874,0
64,48.0,2.0,0.0,0.0,10.0,13.0,19.0,15.0,22.0,0.0,0.0,1938.911,542.8,10.3519,0
65,39.0,1.0,0.0,1.0,11.0,14.0,16.0,12.0,20.0,1.0,0.0,4021.899,901.3,19.4291,0
66,31.0,2.0,0.0,0.0,13.0,16.0,11.0,14.0,18.0,0.0,0.0,2688.139,601.5,14.1892,0
67,46.0,1.0,0.0,0.0,15.0,12.0,13.0,19.0,10.0,1.0,0.0,3241.492,721.9,16.3518,0
68,42.0,2.0,0.0,1.0,12.0,15.0,14.0,11.0,17.0,1.0,0.0,4591.819,1021.4,22.1569,0
69,34.0,1.0,0.0,0.0,18.0,10.0,12.0,13.0,16.0,0.0,0.0,2211.092,561.8,13.1569,0
70,29.0,2.0,0.0,0.0,12.0,20.0,9.0,7.0,16.0,0.0,0.0,1187.34,823.19,11.43,0
71,41.0,1.0,0.0,0.0,8.0,14.0,22.0,13.0,1.0,0.0,0.0,1542.11,1011.29,6.51,0
72,36.0,2.0,0.0,0.0,5.0,12.0,20.0,9.0,18.0,1.0,0.0,1873.42,1309.58,4.29,0
73,28.0,2.0,0.0,0.0,19.0,8.0,15.0,21.0,10.0,0.0,0.0,1429.19,987.31,8.67,0
74,39.0,1.0,0.0,0.0,11.0,16.0,7.0,14.0,22.0,0.0,0.0,1685.85,1145.92,5.38,0
75,32.0,2.0,0.0,0.0,9.0,13.0,18.0,5.0,20.0,1.0,0.0,2059.46,1431.79,3.59,0
76,44.0,1.0,0.0,0.0,7.0,10.0,16.0,19.0,12.0,0.0,0.0,1811.49,1243.81,6.11,0
77,26.0,2.0,0.0,0.0,4.0,11.0,17.0,8.0,14.0,0.0,0.0,1291.67,911.25,9.53,0
78,48.0,1.0,0.0,0.0,6.0,9.0,13.0,15.0,21.0,0.0,0.0,1987.33,1375.58,4.92,0
79,30.0,2.0,0.0,0.0,10.0,15.0,12.0,6.0,19.0,1.0,0.0,1739.28,1195.49,5.79,0
80,38.0,1.0,0.0,0.0,12.0,9.0,7.0,22.0,14.0,1.0,0.0,2839.4199,1020.0,7.4211,0
81,29.0,2.0,0.0,0.0,16.0,5.0,20.0,11.0,10.0,0.0,0.0,1758.8117,850.0,5.1938,0
82,41.0,1.0,7.0,1.0,9.0,14.0,18.0,6.0,13.0,1.0,0.0,3061.4115,1200.0,8.5163,0
83,50.0,2.0,0.0,0.0,11.0,7.0,16.0,9.0,20.0,0.0,0.0,4219.8762,2000.0,4.9821,0
84,36.0,1.0,0.0,0.0,15.0,10.0,14.0,8.0,12.0,1.0,0.0,2391.6094,1000.0,6.3519,0
85,46.0,2.0,0.0,0.0,8.0,12.0,19.0,5.0,16.0,0.0,0.0,3519.0811,1600.0,7.8192,0
86,32.0,1.0,0.0,0.0,13.0,8.0,11.0,24.0,9.0,1.0,0.0,2011.9055,900.0,5.6719,0
87,48.0,2.0,0.0,0.0,10.0,6.0,13.0,21.0,11.0,0.0,0.0,4921.3595,2200.0,8.1054,0
88,40.0,1.0,7.0,1.0,7.0,15.0,10.0,14.0,18.0,1.0,0.0,2678.7129,1100.0,6.4921,0
89,44.0,2.0,0.0,0.0,14.0,9.0,12.0,7.0,19.0,0.0,0.0,3842.1957,1800.0,7.2519,0
90,38.0,2.0,0.0,0.0,19.0,11.0,20.0,9.0,13.0,1.0,0.0,1053.1111,421.0,10.1111,0
91,41.0,2.0,0.0,0.0,12.0,19.0,7.0,22.0,10.0,0.0,0.0,2789.4444,1200.0,5.4444,0
92,25.0,2.0,0.0,0.0,15.0,9.0,21.0,11.0,20.0,0.0,0.0,1833.3333,700.0,8.3333,0
93,35.0,1.0,0.0,0.0,18.0,14.0,8.0,19.0,12.0,1.0,0.0,3511.1111,1500.0,12.1111,0
94,48.0,2.0,0.0,0.0,11.0,17.0,13.0,20.0,9.0,0.0,0.0,4922.2222,2200.0,3.2222,0
95,26.0,2.0,0.0,0.0,20.0,10.0,18.0,14.0,11.0,0.0,0.0,2011.1111,900.0,9.1111,0
96,30.0,1.0,0.0,0.0,13.0,16.0,19.0,12.0,8.0,1.0,0.0,3090.9091,1300.0,6.9091,0
97,42.0,2.0,0.0,0.0,9.0,20.0,15.0,18.0,14.0,0.0,0.0,4211.1111,1800.0,4.1111,0
98,39.0,2.0,0.0,0.0,17.0,12.0,10.0,16.0,19.0,1.0,0.0,2817.6471,1200.0,7.6471,0
99,27.0,1.0,0.0,0.0,14.0,15.0,11.0,17.0,20.0,0.0,0.0,1955.5556,800.0,8.5556,0
100,38.0,1.0,0.0,0.0,7.0,12.0,22.0,8.0,14.0,1.0,0.0,5181.4198,1200.0,16.3947,0
101,59.0,1.0,0.0,0.0,18.0,5.0,13.0,20.0,9.0,0.0,0.0,2831.9179,800.0,11.1765,0
102,49.0,1.0,0.0,0.0,2.0,16.0,19.0,1.0,12.0,1.0,0.0,6378.5024,1800.0,20.3519,0
103,35.0,1.0,0.0,0.0,14.0,6.0,21.0,3.0,5.0,0.0,0.0,9497.5513,2500.0,14.5098,0
104,51.0,1.0,0.0,0.0,9.0,17.0,4.0,13.0,2.0,1.0,0.0,4078.3155,1000.0,18.1923,0
105,42.0,1.0,0.0,0.0,20.0,7.0,10.0,16.0,1.0,0.0,0.0,5911.6622,1600.0,22.3514,0
106,55.0,1.0,0.0,0.0,8.0,3.0,15.0,6.0,22.0,1.0,0.0,8222.3947,2200.0,13.4678,0
107,46.0,1.0,0.0,0.0,19.0,11.0,8.0,5.0,18.0,0.0,0.0,3519.1594,900.0,15.6932,0
108,39.0,1.0,0.0,0.0,4.0,9.0,12.0,24.0,7.0,1.0,0.0,4736.5385,1200.0,19.4679,0
109,58.0,1.0,0.0,0.0,1.0,18.0,23.0,9.0,6.0,0.0,0.0,10143.551,2800.0,10.3029,0
110,29.0,1.0,0.0,0.0,20.0,14.0,10.0,5.0,12.0,0.0,0.0,4211.0,4200.0,3.1416,0
111,38.0,2.0,0.0,1.0,22.0,19.0,9.0,7.0,4.0,1.0,1.0,987.0,1000.0,32.5678,0
112,67.0,1.0,0.0,0.0,19.0,24.0,16.0,11.0,9.0,0.0,0.0,14321.0,14000.0,1.2345,0
113,31.0,2.0,7.0,0.0,21.0,13.0,8.0,6.0,3.0,0.0,0.0,5021.0,5000.0,4.8765,0
114,39.0,1.0,0.0,0.0,17.0,12.0,7.0,9.0,14.0,1.0,0.0,3801.0,3800.0,20.9876,0
115,41.0,2.0,0.0,0.0,25.0,3.0,5.0,12.0,15.0,0.0,0.0,3391.0,3400.0,5.4321,0
116,36.0,1.0,0.0,0.0,12.0,11.0,6.0,4.0,13.0,1.0,0.0,3511.0,3500.0,21.5432,0
117,45.0,2.0,6.0,0.0,7.0,20.0,22.0,14.0,2.0,0.0,0.0,671.0,670.0,19.8765,0
118,32.0,1.0,0.0,0.0,9.0,15.0,10.0,8.0,16.0,0.0,0.0,2721.0,2700.0,4.3219,0
119,44.0,2.0,0.0,0.0,16.0,5.0,4.0,11.0,20.0,1.0,0.0,894.0,890.0,47.1098,0
120,38.0,1.0,0.0,0.0,20.0,11.0,22.0,4.0,13.0,1.0,0.0,2198.911,1200.0,2.1189,0
121,42.0,2.0,0.0,1.0,18.0,9.0,1.0,20.0,5.0,0.0,0.0,8531.4292,4200.0,1.5038,0
122,29.0,1.0,0.0,0.0,19.0,6.0,10.0,21.0,12.0,1.0,0.0,1419.0083,900.0,3.0112,0
123,55.0,2.0,0.0,1.0,4.0,17.0,25.0,13.0,22.0,0.0,0.0,6318.9821,3600.0,2.3911,0
124,24.0,1.0,0.0,0.0,16.0,5.0,9.0,11.0,20.0,1.0,0.0,987.6543,600.0,1.8232,0
125,49.0,2.0,0.0,0.0,15.0,8.0,14.0,19.0,10.0,0.0,0.0,4723.8095,2800.0,2.6719,0
126,35.0,1.0,0.0,1.0,3.0,21.0,7.0,16.0,9.0,0.0,0.0,10987.012,6000.0,1.2134,0
127,61.0,2.0,0.0,1.0,13.0,2.0,24.0,12.0,1.0,0.0,0.0,3519.2198,2200.0,2.8543,0
128,40.0,1.0,0.0,0.0,14.0,22.0,5.0,8.0,19.0,1.0,0.0,2839.0476,1800.0,2.3519,0
129,67.0,2.0,0.0,1.0,11.0,4.0,23.0,6.0,15.0,0.0,0.0,5021.9512,3200.0,1.9478,0
130,40.0,1.0,0.0,1.0,15.0,8.0,10.0,14.0,22.0,1.0,0.0,3519.4211,2019.0,3.1917,0
131,32.0,2.0,0.0,0.0,20.0,12.0,9.0,16.0,5.0,0.0,1.0,8121.1111,4500.0,2.5156,0
132,45.0,1.0,0.0,1.0,10.0,18.0,7.0,11.0,25.0,1.0,0.0,2758.3333,2000.0,4.4444,0
133,28.0,2.0,0.0,1.0,14.0,9.0,13.0,4.0,17.0,0.0,0.0,11857.1429,10000.0,2.5714,0
134,39.0,1.0,0.0,0.0,22.0,16.0,5.0,12.0,9.0,1.0,0.0,4211.1111,2500.0,3.3333,0
135,50.0,2.0,0.0,1.0,12.0,20.0,8.0,15.0,23.0,0.0,0.0,6341.1765,4000.0,4.1176,0
136,34.0,1.0,0.0,0.0,18.0,14.0,6.0,10.0,21.0,1.0,0.0,2916.6667,2000.0,3.6667,0
137,46.0,2.0,0.0,1.0,11.0,19.0,9.0,13.0,16.0,0.0,0.0,9832.3529,6000.0,2.3529,0
138,30.0,1.0,0.0,0.0,16.0,10.0,12.0,20.0,7.0,0.0,1.0,7518.5185,4000.0,3.1852,0
139,44.0,2.0,0.0,1.0,13.0,17.0,11.0,9.0,24.0,1.0,0.0,4795.5556,3000.0,4.4444,0
140,38.0,2.0,0.0,1.0,10.0,22.0,16.0,12.0,9.0,1.0,0.0,3987.1234,2500.0,7.4567,0
141,29.0,1.0,0.0,0.0,7.0,13.0,20.0,8.0,1.0,0.0,1.0,1911.2345,1200.0,9.8765,0
142,41.0,2.0,4.0,1.0,9.0,17.0,23.0,6.0,14.0,1.0,0.0,5234.5678,3500.0,5.6789,0
143,35.0,1.0,0.0,0.0,12.0,16.0,5.0,10.0,22.0,0.0,1.0,2756.789,2000.0,11.2345,0
144,48.0,2.0,0.0,1.0,8.0,14.0,19.0,7.0,11.0,1.0,0.0,6123.4567,4000.0,8.9012,0
145,32.0,1.0,0.0,0.0,15.0,20.0,9.0,18.0,6.0,0.0,1.0,3567.8901,2500.0,10.3456,0
146,43.0,2.0,4.0,1.0,11.0,24.0,13.0,4.0,16.0,1.0,0.0,4987.6543,3000.0,6.789,0
147,27.0,1.0,0.0,0.0,6.0,12.0,21.0,9.0,15.0,0.0,1.0,2012.3456,1500.0,9.0123,0
148,36.0,2.0,0.0,1.0,10.0,19.0,8.0,14.0,5.0,1.0,0.0,4289.0123,2800.0,7.8901,0
149,45.0,1.0,0.0,0.0,9.0,18.0,7.0,11.0,20.0,0.0,1.0,3021.4567,2200.0,11.5678,0
150,41.0,2.0,0.0,0.0,10.0,14.0,22.0,19.0,5.0,1.0,0.0,2831.4114,421.09,5.4369,0
151,58.0,1.0,4.0,1.0,18.0,20.0,14.0,11.0,24.0,0.0,0.0,2401.6384,361.0,18.1315,0
152,25.0,2.0,0.0,0.0,4.0,12.0,9.0,7.0,13.0,0.0,0.0,3013.4114,570.09,1.4369,0
153,38.0,1.0,0.0,0.0,3.0,18.0,21.0,1.0,8.0,1.0,0.0,2780.4235,1014.39,3.399,0
154,49.0,2.0,0.0,1.0,16.0,19.0,10.0,22.0,12.0,0.0,0.0,2064.6384,261.0,20.1315,0
155,35.0,1.0,0.0,0.0,9.0,11.0,5.0,20.0,2.0,1.0,0.0,3651.6066,248.0,6.8209,0
156,42.0,2.0,0.0,0.0,7.0,15.0,23.0,4.0,6.0,0.0,0.0,1046.5712,275.0,2.5437,0
157,50.0,1.0,0.0,1.0,20.0,13.0,17.0,9.0,14.0,1.0,0.0,1932.9762,631.78,74.1399,0
158,60.0,2.0,0.0,0.0,1.0,10.0,12.0,5.0,3.0,0.0,0.0,2049.2714,213.0,9.2446,0
159,45.0,1.0,4.0,1.0,15.0,16.0,8.0,21.0,11.0,0.0,0.0,2401.6384,361.0,16.1315,0
160,36.0,1.0,3.0,1.0,12.0,22.0,5.0,9.0,20.0,1.0,0.0,8231.1111,2500.0,18.3333,0
161,48.0,2.0,1.0,0.0,3.0,16.0,11.0,14.0,7.0,0.0,1.0,3519.4444,1200.0,22.2222,0
162,39.0,1.0,2.0,1.0,9.0,13.0,18.0,4.0,2.0,0.0,0.0,2756.1111,1800.0,12.6667,0
163,45.0,2.0,0.0,0.0,17.0,1.0,8.0,12.0,15.0,0.0,0.0,4982.2222,2000.0,20.0,0
164,37.0,1.0,4.0,1.0,5.0,20.0,10.0,1.0,11.0,1.0,1.0,1922.2222,1000.0,15.5556,0
165,43.0,2.0,3.0,0.0,4.0,9.0,17.0,6.0,13.0,0.0,0.0,4211.1111,1500.0,25.0,0
166,46.0,1.0,1.0,1.0,2.0,5.0,14.0,22.0,3.0,0.0,0.0,3185.5556,2000.0,18.3333,0
167,38.0,2.0,2.0,0.0,8.0,4.0,15.0,10.0,1.0,1.0,1.0,2495.5556,1200.0,20.0,0
168,44.0,1.0,0.0,0.0,16.0,7.0,3.0,20.0,9.0,0.0,0.0,4015.5556,2000.0,22.2222,0
169,40.0,2.0,3.0,1.0,1.0,12.0,2.0,5.0,14.0,0.0,0.0,2857.7778,1500.0,18.3333,0
170,41.0,1.0,0.0,0.0,3.0,22.0,9.0,1.0,12.0,0.0,0.0,8541.321,1200.0,5.1897,0
171,29.0,2.0,0.0,1.0,14.0,8.0,20.0,2.0,11.0,1.0,1.0,1923.4567,900.0,10.234,0
172,50.0,1.0,3.0,0.0,7.0,13.0,10.0,18.0,22.0,0.0,0.0,4211.9876,2000.0,4.012,0
173,38.0,1.0,0.0,1.0,21.0,5.0,16.0,9.0,4.0,0.0,1.0,9832.1098,1500.0,6.543,0
174,45.0,2.0,2.0,0.0,12.0,15.0,6.0,8.0,21.0,1.0,0.0,2789.321,1000.0,8.012,0
175,33.0,1.0,0.0,0.0,2.0,10.0,25.0,3.0,14.0,0.0,0.0,6541.9876,1200.0,5.678,0
176,42.0,1.0,1.0,1.0,18.0,12.0,1.0,5.0,9.0,0.0,1.0,9821.1098,1800.0,7.012,0
177,31.0,2.0,0.0,0.0,1.0,17.0,7.0,20.0,6.0,1.0,0.0,2789.321,900.0,9.012,0
178,48.0,1.0,0.0,1.0,13.0,4.0,11.0,22.0,8.0,0.0,0.0,4211.9876,2200.0,6.012,0
179,40.0,2.0,3.0,0.0,19.0,2.0,23.0,10.0,15.0,1.0,1.0,6541.9876,1500.0,8.543,0
180,41.0,1.0,0.0,0.0,7.0,22.0,12.0,16.0,20.0,1.0,0.0,812.2191,246.0,28.3421,0
181,55.0,2.0,0.0,0.0,10.0,5.0,9.0,22.0,18.0,0.0,1.0,1051.8119,381.0,16.1987,0
182,31.0,1.0,0.0,0.0,14.0,11.0,17.0,4.0,19.0,1.0,0.0,601.4706,201.0,25.8119,0
183,49.0,1.0,0.0,0.0,8.0,20.0,15.0,7.0,13.0,0.0,1.0,2801.9011,901.0,11.4762,0
184,26.0,2.0,0.0,0.0,12.0,9.0,1.0,5.0,16.0,0.0,0.0,451.8194,141.0,29.4678,0
185,58.0,1.0,0.0,0.0,6.0,18.0,10.0,14.0,22.0,1.0,0.0,1701.3888,601.0,14.1987,0
186,44.0,2.0,0.0,0.0,9.0,13.0,2.0,8.0,15.0,0.0,1.0,1202.2191,401.0,23.8119,0
187,36.0,1.0,0.0,0.0,5.0,16.0,6.0,11.0,14.0,1.0,0.0,901.4706,301.0,17.8119,0
188,51.0,1.0,0.0,0.0,4.0,12.0,3.0,9.0,10.0,0.0,1.0,1801.3888,601.0,13.1987,0
189,39.0,2.0,0.0,0.0,3.0,15.0,7.0,2.0,12.0,1.0,0.0,701.8194,251.0,20.4678,0
190,41.0,1.0,4.0,0.0,12.0,9.0,7.0,11.0,20.0,1.0,0.0,2148.319,482.0,18.419,0
191,50.0,2.0,0.0,1.0,16.0,5.0,13.0,9.0,1.0,0.0,1.0,5911.408,2088.0,6.155,0
192,46.0,1.0,4.0,0.0,10.0,12.0,8.0,6.0,22.0,1.0,0.0,826.142,394.0,11.303,0
193,39.0,2.0,0.0,0.0,14.0,11.0,5.0,7.0,16.0,0.0,0.0,2756.351,1232.0,20.651,0
194,55.0,1.0,0.0,1.0,15.0,4.0,9.0,12.0,3.0,1.0,1.0,1188.631,542.0,8.193,0
195,44.0,2.0,4.0,0.0,13.0,8.0,11.0,5.0,21.0,0.0,0.0,3519.091,2003.0,14.911,0
196,51.0,1.0,0.0,0.0,11.0,13.0,6.0,9.0,18.0,1.0,0.0,983.181,457.0,16.398,0
197,48.0,2.0,0.0,1.0,17.0,3.0,10.0,8.0,4.0,0.0,1.0,2191.881,1239.0,10.509,0
198,42.0,1.0,4.0,0.0,12.0,9.0,7.0,11.0,20.0,1.0,0.0,1482.319,482.0,12.419,0
199,54.0,2.0,0.0,0.0,16.0,5.0,13.0,9.0,1.0,0.0,1.0,5911.408,2088.0,4.155,0
200,29.0,1.0,3.0,0.0,20.0,9.0,14.0,5.0,10.0,1.0,1.0,823.1919,500.0,11.4134,0
201,36.0,2.0,1.0,1.0,12.0,20.0,8.0,14.0,22.0,0.0,0.0,1358.8235,800.0,6.7191,0
202,30.0,1.0,2.0,0.0,18.0,7.0,13.0,9.0,16.0,1.0,0.0,629.1414,450.0,9.3562,0
203,38.0,2.0,5.0,1.0,9.0,17.0,11.0,20.0,12.0,0.0,1.0,1042.1918,600.0,13.4519,0
204,27.0,1.0,6.0,0.0,15.0,10.0,12.0,18.0,6.0,1.0,0.0,943.8235,550.0,7.8319,0
205,35.0,2.0,4.0,1.0,7.0,16.0,9.0,13.0,21.0,0.0,1.0,756.1919,500.0,10.3562,0
206,33.0,1.0,3.0,0.0,19.0,14.0,10.0,11.0,8.0,1.0,0.0,1183.8235,650.0,8.4134,0
207,26.0,2.0,2.0,0.0,14.0,12.0,15.0,10.0,20.0,0.0,0.0,813.1919,500.0,12.7191,0
208,37.0,1.0,1.0,1.0,10.0,19.0,8.0,12.0,14.0,1.0,1.0,1292.1918,700.0,9.3562,0
209,25.0,2.0,6.0,0.0,13.0,11.0,16.0,9.0,18.0,0.0,0.0,573.8235,400.0,11.4134,0
210,29.0,1.0,0.0,0.0,10.0,20.0,12.0,8.0,2.0,0.0,0.0,1234.5678,456.78,5.6789,0
211,41.0,2.0,0.0,1.0,16.0,11.0,9.0,23.0,5.0,1.0,0.0,3456.789,2345.67,3.4567,0
212,25.0,1.0,0.0,0.0,22.0,14.0,18.0,7.0,1.0,0.0,1.0,987.6543,567.89,6.789,0
213,39.0,1.0,0.0,1.0,13.0,24.0,20.0,10.0,6.0,1.0,0.0,4567.8901,3456.78,4.5678,0
214,31.0,2.0,0.0,0.0,9.0,17.0,4.0,19.0,11.0,0.0,0.0,2345.6789,1567.89,7.8901,0
215,46.0,1.0,0.0,1.0,15.0,23.0,21.0,12.0,8.0,1.0,0.0,5678.9012,4567.89,3.4567,0
216,27.0,1.0,0.0,0.0,12.0,18.0,5.0,20.0,9.0,0.0,1.0,1456.789,901.23,5.6789,0
217,35.0,2.0,0.0,1.0,20.0,13.0,16.0,11.0,7.0,1.0,0.0,6789.0123,5678.9,4.5678,0
218,42.0,1.0,0.0,0.0,19.0,22.0,14.0,9.0,3.0,0.0,0.0,4567.8901,3456.78,6.789,0
219,30.0,2.0,0.0,1.0,11.0,19.0,8.0,15.0,4.0,1.0,0.0,2345.6789,1567.89,3.4567,0
