,Aa,Ao,Dcl,Iy,Sh,Class,real_identifier
34,0.463,2.191,-0.378,0.319,-0.236,0.0,0
35,0.829,2.662,-0.341,-0.221,-0.093,0.0,0
36,0.278,2.846,-0.486,0.273,0.176,0.0,0
37,0.611,2.354,0.886,0.266,0.036,0.0,0
38,0.739,2.583,-0.412,-0.196,-0.251,0.0,0
39,0.354,1.981,0.592,0.349,0.219,0.0,0
40,0.942,1.419,1.082,-0.318,0.421,1.0,0
41,0.278,2.193,-0.191,0.631,0.082,0.0,0
42,1.351,0.982,0.469,0.193,-0.129,0.0,0
43,0.596,2.815,1.853,-0.812,0.351,1.0,0
44,0.187,1.061,0.854,1.192,0.0,0.0,0
45,0.815,0.421,0.269,-0.592,-0.481,0.0,0
46,1.043,2.469,-0.823,-0.151,0.592,0.0,0
47,0.452,1.351,1.691,0.815,-0.267,0.0,0
48,2.355,-0.119,0.421,0.269,0.151,0.0,0
49,1.082,2.082,1.192,-0.421,-0.082,1.0,0
50,1.019,0.821,1.351,1.067,0.351,1.0,0
51,0.459,1.931,0.817,0.951,-0.192,0.0,0
52,2.351,0.692,-0.351,-0.129,0.082,0.0,0
53,0.913,0.475,1.982,1.432,1.591,1.0,0
54,1.753,1.141,0.592,0.419,-0.283,0.0,0
55,0.269,0.851,0.742,0.634,-0.459,0.0,0
56,3.101,0.623,-0.193,-0.101,0.069,0.0,0
57,1.289,2.011,-0.441,0.351,0.012,0.0,0
58,0.482,1.562,1.819,1.351,1.692,1.0,0
59,0.819,0.931,0.351,0.192,-0.129,0.0,0
60,0.529,1.191,0.817,1.051,0.831,1.0,0
61,0.381,2.583,0.439,0.241,-0.201,0.0,0
62,2.951,-0.351,-0.193,-0.151,0.161,0.0,0
63,0.512,1.671,2.319,-0.531,0.431,0.0,0
64,0.699,3.129,-0.819,0.351,0.051,0.0,0
65,-0.191,0.761,1.021,1.801,-0.901,1.0,0
66,0.621,2.761,-0.401,-0.201,0.181,0.0,0
67,0.741,2.591,-0.601,-0.231,0.051,0.0,0
68,0.781,2.671,0.761,0.481,-0.521,0.0,0
69,2.431,0.951,-0.191,0.101,0.121,0.0,0
70,0.812,1.491,0.956,0.459,0.219,1.0,0
71,1.059,0.823,0.192,0.135,-0.492,0.0,0
72,0.469,0.657,1.219,1.036,0.813,1.0,0
73,1.432,1.854,-0.193,-0.269,1.235,0.0,0
74,0.356,2.201,0.651,0.319,0.082,0.0,0
75,0.931,2.351,-0.482,-0.231,-0.187,0.0,0
76,0.621,1.142,1.593,0.693,0.849,1.0,0
77,0.412,2.351,-0.351,0.191,-0.401,0.0,0
78,0.169,0.512,0.792,2.051,-0.751,1.0,0
79,1.242,2.439,1.044,0.492,-0.201,0.0,0
80,0.818,1.351,1.033,0.982,0.757,1.0,0
81,1.272,2.059,-0.235,1.199,-0.871,0.0,0
82,0.632,0.942,0.819,0.473,1.204,1.0,0
83,2.592,1.871,0.593,-0.181,0.136,0.0,0
84,0.355,2.461,1.492,1.832,-0.597,1.0,0
85,1.091,1.105,0.695,0.912,0.628,1.0,0
86,0.923,2.394,0.632,1.061,0.835,0.0,0
87,0.479,2.183,-0.692,0.574,-0.278,0.0,0
88,2.871,0.815,0.592,-0.354,-0.123,0.0,0
89,0.754,1.982,1.351,1.473,-0.984,1.0,0
90,2.129,1.039,-0.269,0.351,0.142,0.0,0
91,0.812,2.491,0.891,-0.219,1.071,1.0,0
92,3.198,-0.082,0.422,0.039,0.191,0.0,0
93,1.351,1.917,-0.591,0.481,-0.141,0.0,0
94,-0.049,1.229,2.362,0.816,-0.481,0.0,0
95,0.549,0.921,1.692,1.351,-0.923,1.0,0
96,2.813,0.531,-0.039,0.201,0.157,0.0,0
97,2.491,0.391,0.261,0.241,-0.099,0.0,0
98,0.351,0.917,2.291,-0.621,0.421,0.0,0
99,0.261,1.391,2.691,-0.691,-0.291,0.0,0
100,0.982,1.351,1.145,-0.187,0.391,1.0,0
101,1.219,2.512,-0.082,0.469,-0.029,0.0,0
102,0.684,1.059,2.391,1.216,-0.982,1.0,0
103,0.542,2.694,1.982,-0.651,-0.351,1.0,0
104,0.193,1.848,-0.692,0.082,-0.192,0.0,0
105,1.982,0.982,0.351,0.193,-0.542,0.0,0
106,2.351,-0.542,0.082,0.029,0.469,0.0,0
107,0.982,2.982,0.351,0.982,-0.351,1.0,0
108,0.351,2.219,0.982,0.982,0.982,1.0,0
109,0.219,0.982,0.982,-0.982,0.0,1.0,0
110,0.819,1.853,1.492,0.628,0.219,0.0,0
111,0.351,0.892,2.351,1.219,-0.531,1.0,0
112,1.013,2.219,0.059,-0.219,-0.628,0.0,0
113,0.628,1.492,1.853,0.892,0.351,0.0,0
114,0.219,0.628,0.351,0.059,-0.219,0.0,0
115,0.892,1.219,2.628,-0.531,-0.892,0.0,0
116,0.059,0.219,0.628,0.351,-0.059,0.0,0
117,0.351,0.892,1.492,1.219,-0.628,1.0,0
118,0.628,1.492,0.351,-0.219,-0.531,0.0,0
119,0.892,1.219,2.351,0.628,0.219,1.0,0
120,0.823,2.139,-0.219,0.391,0.235,0.0,0
121,2.851,0.982,-0.459,-0.187,-0.081,0.0,0
122,0.275,1.934,1.294,0.823,0.492,0.0,0
123,1.492,2.823,-0.082,-0.351,-0.191,0.0,0
124,0.658,1.057,-0.492,0.269,0.118,0.0,0
125,0.421,2.351,-0.651,0.542,1.021,0.0,0
126,2.059,0.627,0.351,0.198,-0.087,0.0,0
127,0.936,1.819,-0.278,-0.142,-0.076,0.0,0
128,1.083,2.469,0.958,0.634,-0.251,0.0,0
129,0.482,1.351,1.751,-0.621,-0.317,1.0,0
130,0.542,2.193,0.351,0.915,0.421,0.0,0
131,1.083,1.542,-0.191,-0.351,-0.082,0.0,0
132,0.467,0.893,1.249,0.693,0.351,1.0,0
133,0.812,2.542,-0.542,-0.267,0.093,0.0,0
134,1.351,0.831,0.219,0.459,0.219,0.0,0
135,0.351,1.351,0.831,-0.593,0.0,0.0,0
136,0.593,0.593,0.593,1.249,0.593,1.0,0
137,1.249,2.351,-0.351,-0.219,-0.093,0.0,0
138,0.831,1.093,0.542,0.351,0.0,0.0,0
139,1.093,2.093,-0.593,-0.351,0.351,0.0,0
140,1.192,1.831,-0.191,0.281,-0.135,0.0,0
141,0.591,1.013,1.194,-0.351,0.0,1.0,0
142,1.851,0.819,0.492,0.082,-0.261,0.0,0
143,0.762,2.351,-0.482,-0.191,0.149,0.0,0
144,1.427,0.951,0.821,0.461,-0.039,0.0,0
145,0.351,1.492,1.982,0.692,0.0,1.0,0
146,1.304,1.191,-0.219,-0.479,0.207,0.0,0
147,0.192,0.811,0.401,0.538,-0.492,0.0,0
148,1.567,2.191,-0.351,0.129,-0.079,0.0,0
149,0.243,1.265,2.191,-0.524,0.0,0.0,0
150,1.351,1.931,-0.191,-0.123,0.059,0.0,0
151,2.819,-0.061,0.293,0.151,-0.104,0.0,0
152,0.622,2.481,-0.491,-0.201,-0.115,0.0,0
153,0.193,0.754,1.061,2.351,0.032,1.0,0
154,1.054,2.013,-0.351,-0.161,-0.092,0.0,0
155,0.451,1.249,2.191,-0.591,0.887,1.0,0
156,0.512,0.693,1.931,-0.751,0.421,1.0,0
157,0.235,0.654,0.881,2.491,-0.901,0.0,0
158,2.045,-0.261,-0.151,-0.102,-0.071,0.0,0
159,0.819,2.821,-0.481,-0.241,-0.141,0.0,0
160,1.083,0.819,1.431,-0.319,0.549,1.0,0
161,0.459,1.931,-0.191,1.012,-0.431,0.0,0
162,0.935,0.492,0.823,0.693,1.011,0.0,0
163,1.251,2.082,-0.592,0.458,-0.219,0.0,0
164,0.627,0.859,1.955,1.854,0.756,1.0,0
165,1.562,0.671,0.355,-0.146,-0.261,0.0,0
166,0.812,2.351,-0.483,0.351,0.196,0.0,0
167,0.351,0.592,0.699,1.431,1.839,0.0,0
168,1.037,0.933,1.299,-0.492,0.621,1.0,0
169,0.982,2.191,-0.269,0.398,-0.092,0.0,0
170,0.912,0.693,1.351,0.814,0.271,0.0,0
171,1.531,0.982,1.059,0.456,-0.391,1.0,0
172,0.219,2.351,-0.657,-0.291,-0.198,0.0,0
173,0.065,0.739,1.028,1.893,-0.019,1.0,0
174,0.638,1.817,1.542,-0.596,-0.315,0.0,0
175,0.349,0.592,-0.351,1.193,1.655,1.0,0
176,3.493,-0.192,0.255,-0.095,0.082,0.0,0
177,0.318,0.753,1.671,1.415,0.755,0.0,0
178,0.491,1.945,1.169,0.503,-0.329,0.0,0
179,2.621,1.273,-0.356,-0.102,-0.024,0.0,0
180,0.817,1.059,-0.219,1.351,1.492,0.0,0
181,1.982,-0.191,0.463,-0.151,-0.237,0.0,0
182,0.269,0.811,2.781,0.693,-0.591,1.0,0
183,0.139,0.394,-0.854,1.854,1.634,0.0,0
184,3.059,-0.351,0.198,-0.099,0.116,0.0,0
185,0.492,1.632,-0.481,-0.262,-0.289,0.0,0
186,0.082,0.251,0.351,0.491,0.082,0.0,0
187,2.381,-0.503,0.321,0.311,-0.191,0.0,0
188,0.817,0.959,2.351,0.851,0.463,1.0,0
189,1.713,-0.381,-0.191,-0.091,-0.081,0.0,0
190,1.234,1.982,1.542,1.351,-0.191,1.0,0
191,0.812,1.219,1.934,0.829,0.753,0.0,0
192,2.351,0.463,1.185,1.493,-0.582,1.0,0
193,0.491,2.517,0.859,0.269,0.135,0.0,0
194,1.082,0.982,1.627,1.082,-0.351,1.0,0
195,0.658,1.854,1.394,0.982,0.421,0.0,0
196,0.276,2.091,1.913,0.637,-0.192,0.0,0
197,1.499,0.751,1.351,1.234,-0.459,1.0,0
198,0.854,2.351,0.982,0.463,0.269,0.0,0
199,0.351,1.082,1.982,1.517,0.982,0.0,0
200,1.219,1.351,0.935,1.082,-0.219,0.0,0
201,0.849,2.194,0.517,0.651,0.385,1.0,0
202,2.591,0.893,0.191,0.459,-0.087,0.0,0
203,0.678,1.824,1.194,2.011,0.151,0.0,0
204,1.037,0.672,0.854,1.429,-0.551,1.0,0
205,0.394,2.538,0.762,0.934,0.492,0.0,0
206,2.082,1.116,0.431,0.279,-0.262,0.0,0
207,0.958,0.811,1.032,1.895,0.011,1.0,0
208,1.463,2.351,0.623,0.811,-0.135,0.0,0
209,0.721,1.293,0.958,0.586,0.328,1.0,0
210,0.419,1.191,0.819,0.982,1.593,1.0,0
211,0.631,2.935,-0.859,0.381,-0.547,0.0,0
212,1.082,1.756,0.191,-0.819,0.351,1.0,0
213,0.275,0.851,1.488,1.351,2.056,0.0,0
214,0.492,2.263,-0.691,-0.273,0.961,0.0,0
215,0.737,3.142,1.059,0.599,-0.184,1.0,0
216,0.616,0.588,0.853,-0.658,1.289,1.0,0
217,0.351,0.968,0.682,0.825,0.516,0.0,0
218,0.189,0.727,1.118,2.112,-0.411,0.0,0
219,0.523,1.494,-0.461,1.084,0.792,1.0,0
220,0.592,1.082,1.935,1.451,-0.459,1.0,0
221,0.823,2.191,-0.682,-0.356,0.751,0.0,0
222,0.951,2.823,-0.219,-0.191,-0.261,0.0,0
223,0.412,0.631,1.923,1.192,1.082,0.0,0
224,0.185,0.755,0.361,0.451,0.982,1.0,0
225,0.231,0.562,1.512,1.082,-1.151,0.0,0
226,0.781,1.456,1.901,-0.621,-0.301,0.0,0
227,2.951,0.621,0.692,0.782,0.501,0.0,0
228,0.351,1.351,0.631,0.351,0.082,0.0,0
229,0.521,3.621,-0.582,0.751,-0.299,0.0,0
230,0.819,1.351,-0.219,0.481,-0.135,0.0,0
231,1.457,0.928,0.351,-0.082,0.268,0.0,0
232,0.351,2.192,1.082,1.019,-0.351,1.0,0
233,0.982,0.492,-0.151,0.219,-0.082,0.0,0
234,0.219,1.982,0.928,0.819,0.492,0.0,0
235,1.351,1.082,-0.268,-0.219,-0.351,0.0,0
236,0.928,0.351,1.019,1.082,0.268,1.0,0
237,0.492,2.351,-0.082,0.351,0.928,0.0,0
238,0.982,1.219,0.219,-0.492,-0.268,0.0,0
239,1.082,0.928,0.351,0.982,-0.082,0.0,0
240,1.813,1.351,0.191,0.831,0.492,0.0,0
241,0.481,2.351,1.192,2.059,-0.859,1.0,0
242,0.927,0.927,1.351,0.351,-0.351,0.0,0
243,1.351,1.859,-0.492,-0.219,-0.109,0.0,0
244,0.219,0.492,0.859,1.492,1.219,1.0,0
245,0.492,3.109,-0.351,-0.219,-0.109,0.0,0
246,-0.109,1.219,2.492,-0.859,-0.492,0.0,0
247,0.859,2.492,0.492,-0.351,1.219,0.0,0
248,2.492,0.492,0.219,-0.109,-0.109,0.0,0
249,0.109,2.351,-0.492,-0.219,-0.109,0.0,0
250,0.851,1.191,1.082,1.351,-0.219,1.0,0
251,1.191,0.851,0.219,-0.082,1.082,0.0,0
252,0.219,1.082,1.351,0.851,-0.191,1.0,0
253,1.082,0.219,-0.191,1.191,0.851,0.0,0
254,0.851,1.082,0.219,-0.191,1.351,1.0,0
255,1.351,0.191,1.082,0.219,-0.851,0.0,0
256,0.191,1.351,0.851,1.082,-0.219,1.0,0
257,1.082,0.851,-0.219,0.191,1.191,0.0,0
258,0.851,0.191,1.082,-0.851,0.219,1.0,0
259,0.219,1.191,0.851,1.082,-1.351,0.0,0
260,0.812,2.191,1.035,0.459,-0.591,1.0,0
261,0.351,1.019,2.351,-0.812,0.082,0.0,0
262,1.039,0.631,0.912,1.192,-0.351,1.0,0
263,0.628,2.817,-0.219,-0.459,0.351,0.0,0
264,0.459,1.442,1.912,0.082,-0.082,0.0,0
265,0.912,0.817,2.191,-0.591,-0.459,0.0,0
266,0.082,0.351,0.459,0.628,1.039,0.0,0
267,0.591,2.351,1.192,0.351,-0.912,1.0,0
268,1.192,0.459,1.442,0.912,-0.628,1.0,0
269,0.351,1.912,0.082,-0.351,0.591,0.0,0
270,1.819,1.351,-0.191,0.459,-0.236,0.0,0
271,0.628,1.083,2.519,-0.692,-0.481,0.0,0
272,2.181,1.637,0.582,0.274,0.394,0.0,0
273,2.854,0.593,1.913,-0.521,-0.203,0.0,0
274,0.481,1.221,2.965,-0.854,-0.417,0.0,0
275,1.632,1.094,0.415,0.201,-0.191,0.0,0
276,0.914,0.654,1.421,2.351,-0.721,0.0,0
277,0.531,1.654,2.394,-0.601,0.051,0.0,0
278,0.194,0.451,0.531,1.304,0.055,0.0,0
279,1.417,2.141,-0.459,0.261,0.174,0.0,0
280,1.035,1.019,0.832,0.269,-0.075,0.0,0
281,0.492,2.019,1.059,0.858,0.516,1.0,0
282,1.219,0.956,-0.187,0.492,-0.299,1.0,0
283,0.859,1.456,1.829,0.693,0.259,0.0,0
284,1.538,2.382,-0.637,-0.218,1.108,0.0,0
285,0.631,0.829,1.492,1.037,0.082,1.0,0
286,0.275,2.131,0.982,-0.451,-0.487,1.0,0
287,1.792,1.146,0.351,0.819,-0.138,0.0,0
288,0.449,1.866,-0.281,0.237,0.615,0.0,0
289,1.068,0.987,1.685,-0.593,-0.229,1.0,0
290,0.235,1.215,1.982,0.351,-0.489,1.0,0
291,0.421,0.819,0.467,2.115,0.0,1.0,0
292,0.141,0.591,0.314,-0.193,1.217,1.0,0
293,0.318,1.351,2.509,-1.027,0.0,0.0,0
294,0.201,0.628,1.082,1.891,0.0,1.0,0
295,0.482,2.193,-0.832,0.693,0.859,0.0,0
296,0.161,0.452,0.936,0.817,0.0,1.0,0
297,0.293,1.142,2.421,-0.911,-0.952,1.0,0
298,0.711,2.628,-0.687,-0.351,-0.201,0.0,0
299,2.151,0.722,-0.158,0.141,-0.061,0.0,0
300,2.419,1.082,-0.219,0.469,-0.258,0.0,0
301,0.823,2.514,0.693,-0.932,0.0,0.0,0
302,1.045,0.191,1.351,1.517,-0.811,0.0,0
303,2.982,-0.058,-0.692,0.031,0.196,0.0,0
304,0.469,1.751,0.051,-0.481,0.0,0.0,0
305,1.854,2.461,0.236,0.142,-0.394,0.0,0
306,0.637,0.869,0.934,2.055,-0.599,0.0,0
307,2.157,1.436,-0.583,0.394,0.227,0.0,0
308,1.394,2.269,0.817,-0.187,-0.141,0.0,0
309,0.957,0.624,1.194,-0.753,-0.056,0.0,0
310,1.835,1.029,0.219,0.191,0.083,0.0,0
311,0.498,1.982,0.852,0.489,-0.185,0.0,0
312,2.492,0.592,0.083,0.061,0.134,0.0,0
313,0.911,0.857,1.027,1.249,0.591,1.0,0
314,0.362,2.351,0.351,-0.191,0.179,0.0,0
315,2.191,1.039,0.457,0.355,0.621,0.0,0
316,0.627,0.492,1.819,1.692,-0.459,1.0,0
317,0.194,1.673,0.669,0.236,0.135,0.0,0
318,0.859,1.914,-0.351,-0.121,0.083,0.0,0
319,1.982,0.83,0.179,0.082,0.107,0.0,0
320,0.817,2.351,-0.219,0.938,-0.185,1.0,0
321,1.351,1.093,0.651,-0.462,0.191,0.0,0
322,0.592,2.815,1.039,1.273,0.463,1.0,0
323,1.083,0.938,-0.591,0.191,-0.351,0.0,0
324,0.269,1.492,0.817,0.726,0.593,1.0,0
325,0.958,2.219,-0.463,-0.185,-0.093,0.0,0
326,1.219,1.651,0.093,1.093,0.219,1.0,0
327,0.463,0.726,1.351,-0.269,-0.958,0.0,0
328,0.815,2.463,-0.093,0.651,0.093,1.0,0
329,1.093,1.219,0.269,0.958,-0.463,0.0,0
330,0.654,2.135,0.219,0.481,-0.191,0.0,0
331,0.817,1.351,-0.142,0.627,0.538,0.0,0
332,0.492,2.851,1.351,-0.351,0.082,0.0,0
333,0.275,1.194,0.854,0.192,-0.462,0.0,0
334,0.631,0.793,-0.591,0.853,0.275,1.0,0
335,0.855,2.463,-0.012,-0.219,0.654,0.0,0
336,0.398,1.935,2.013,0.497,-0.035,0.0,0
337,0.721,1.062,1.192,0.631,0.191,1.0,0
338,0.563,2.789,0.461,-0.082,-0.398,0.0,0
339,0.819,0.951,0.789,0.351,0.631,1.0,0
340,1.032,2.351,0.492,0.817,-0.059,0.0,0
341,0.421,1.139,0.718,1.456,0.851,1.0,0
342,0.935,0.658,0.275,-0.351,0.219,0.0,0
343,1.781,2.893,0.631,0.469,-0.542,0.0,0
344,0.192,1.492,1.032,1.191,1.013,1.0,0
345,0.815,2.158,-0.391,0.592,-0.271,0.0,0
346,2.517,0.859,0.538,-0.082,0.592,0.0,0
347,0.269,0.421,0.459,-0.751,-1.193,0.0,0
348,0.184,1.351,0.751,1.463,1.294,1.0,0
349,0.395,0.982,1.192,1.035,-0.481,1.0,0
350,0.982,1.455,-0.191,0.019,0.0,0.0,0
351,0.049,0.812,0.491,0.699,0.0,1.0,0
352,0.609,2.351,-0.609,-0.151,0.0,0.0,0
353,0.457,0.732,2.157,0.911,0.835,1.0,0
354,0.293,0.692,0.669,0.774,0.0,0.0,0
355,0.394,1.854,1.458,0.671,-0.261,0.0,0
356,0.329,2.935,-0.524,-0.201,0.216,0.0,0
357,-0.141,1.151,0.859,-0.446,0.214,0.0,0
358,0.244,0.413,0.655,1.762,1.401,1.0,0
359,1.394,2.623,-0.475,0.271,0.454,0.0,0
360,0.592,0.915,1.381,-0.592,0.198,0.0,0
361,0.431,2.138,-0.351,-0.421,-0.236,1.0,0
362,0.628,0.537,2.056,1.043,-0.493,0.0,0
363,2.499,-0.082,0.431,0.515,-0.151,0.0,0
364,0.284,1.493,1.819,-0.317,0.601,0.0,0
365,-0.041,0.862,1.059,0.0,0.0,1.0,0
366,0.492,1.947,2.351,-0.734,-0.312,0.0,0
367,0.378,0.881,0.971,1.362,1.198,1.0,0
368,0.301,1.351,0.799,0.941,0.0,1.0,0
369,1.893,1.816,-0.421,-0.251,-0.126,0.0,0
370,0.627,2.019,0.935,1.059,-0.276,1.0,0
371,0.482,1.438,1.509,2.194,-0.597,1.0,0
372,2.083,0.493,0.262,0.249,-0.113,0.0,0
373,0.671,0.781,2.099,1.258,0.624,1.0,0
374,0.296,1.267,1.439,-0.751,0.055,0.0,0
375,2.301,0.541,-0.193,-0.125,-0.079,0.0,0
376,0.428,2.351,0.871,0.416,0.236,0.0,0
377,1.161,2.899,0.981,-0.351,0.175,0.0,0
378,2.462,-0.181,0.295,0.219,-0.105,0.0,0
379,0.394,2.933,-0.732,0.599,1.046,0.0,0
380,1.419,2.185,1.492,-0.532,-0.194,1.0,0
381,0.594,1.849,1.817,1.163,1.109,0.0,0
382,1.012,2.517,-0.281,-0.251,0.429,0.0,0
383,0.468,2.439,-0.654,1.258,-0.373,0.0,0
384,1.492,1.431,-0.116,-0.145,-0.087,0.0,0
385,0.399,1.675,1.699,1.046,1.061,0.0,0
386,2.759,1.102,0.356,0.115,-0.065,0.0,0
387,1.312,2.341,-0.354,-0.187,0.354,0.0,0
388,0.621,2.934,-0.463,1.234,-0.365,0.0,0
389,0.688,2.849,-0.601,0.394,0.573,1.0,0
390,0.542,1.012,0.819,-0.351,0.219,0.0,0
391,2.459,0.854,-0.231,0.481,-0.192,0.0,0
392,0.351,0.692,1.357,1.194,0.847,1.0,0
393,1.035,1.431,0.592,-0.141,0.035,0.0,0
394,0.268,0.958,0.811,2.351,1.058,1.0,0
395,0.492,0.739,1.912,-0.627,0.273,0.0,0
396,2.936,0.823,0.481,0.191,-0.317,0.0,0
397,0.187,1.269,0.933,0.854,0.492,1.0,0
398,1.289,0.857,-0.185,-0.236,-0.095,0.0,0
399,0.415,0.951,1.185,1.813,0.951,1.0,0
400,0.281,1.235,1.083,1.029,-0.293,0.0,0
401,0.191,0.853,1.512,-0.459,0.0,0.0,0
402,0.462,2.359,1.693,0.819,-0.542,0.0,0
403,0.221,1.092,0.946,1.632,0.0,0.0,0
404,0.319,1.956,1.426,-0.351,0.487,0.0,0
405,0.158,0.631,2.031,-0.881,0.0,0.0,0
406,0.243,1.514,1.258,0.956,-0.627,0.0,0
407,0.401,2.187,1.819,1.191,0.0,0.0,0
408,0.187,0.987,0.854,-0.537,0.0,0.0,0
409,0.294,1.673,1.355,1.013,-0.492,0.0,0
410,-0.193,0.819,1.192,0.934,-0.151,1.0,0
411,0.538,1.049,0.823,1.851,0.426,1.0,0
412,0.181,2.131,1.493,-0.297,-0.581,0.0,0
413,0.499,0.935,1.068,0.811,0.0,0.0,0
414,0.292,1.402,1.235,1.436,0.0,0.0,0
415,0.756,0.599,0.461,0.259,0.193,0.0,0
416,0.623,1.936,1.417,-0.509,-0.449,0.0,0
417,0.379,1.631,2.079,-0.649,-0.361,0.0,0
418,-0.351,-0.596,1.082,-0.481,-0.283,1.0,0
419,0.503,0.859,0.859,1.261,1.034,1.0,0
420,0.351,1.029,1.515,1.019,0.459,1.0,0
421,0.192,0.832,2.351,-0.351,-0.194,0.0,0
422,0.481,2.061,0.859,0.859,0.061,1.0,0
423,0.272,0.658,1.927,-0.927,1.012,0.0,0
424,0.591,1.394,2.502,1.394,-0.591,1.0,0
425,0.109,0.531,0.831,1.531,-0.109,0.0,0
426,0.451,1.982,1.219,0.982,0.219,1.0,0
427,0.312,0.859,2.062,-0.859,-0.312,0.0,0
428,0.669,2.351,1.515,1.351,0.669,1.0,0
429,0.251,0.707,2.351,-0.707,0.251,0.0,0
430,1.732,2.135,-0.193,0.831,0.142,0.0,0
431,0.542,1.288,0.934,1.011,-0.593,0.0,0
432,2.459,0.822,0.551,-0.692,0.351,0.0,0
433,0.193,2.916,-0.853,1.289,0.825,0.0,0
434,1.011,1.459,0.193,0.483,-0.351,0.0,0
435,0.822,0.295,1.695,1.928,0.0,0.0,0
436,0.459,1.962,1.142,-0.831,0.593,0.0,0
437,2.135,1.011,0.288,-0.142,-0.193,0.0,0
438,0.295,0.459,1.551,1.695,0.934,0.0,0
439,0.934,0.193,1.011,1.142,-0.459,0.0,0
440,0.823,1.091,0.817,0.421,0.151,1.0,0
441,2.197,0.634,-0.291,0.181,-0.233,0.0,0
442,0.491,1.957,1.391,0.829,1.057,1.0,0
443,0.268,0.822,-0.523,0.591,-0.811,1.0,0
444,2.821,0.421,0.431,0.351,-0.191,0.0,0
445,0.714,1.391,1.019,0.481,-0.261,0.0,0
446,1.093,1.512,-0.482,0.271,-0.201,0.0,0
447,0.831,0.982,1.631,0.641,-0.381,1.0,0
448,0.551,2.531,-0.591,-0.311,-0.281,0.0,0
449,0.401,0.531,1.821,1.531,1.461,1.0,0
0,0.737,2.504,-0.467,0.255,-0.257,0.0,1
1,1.601,2.2,1.09,0.576,-0.168,0.0,1
2,2.131,1.245,0.448,0.45,0.656,0.0,1
3,0.208,0.406,0.625,1.704,1.572,1.0,1
4,0.345,1.708,0.567,0.246,0.138,0.0,1
5,1.364,0.808,1.355,-0.511,-0.38,1.0,1
6,0.598,1.798,0.479,-0.177,0.0,0.0,1
7,0.4,1.334,1.457,1.883,0.0,1.0,1
8,0.292,1.056,2.459,-0.652,-0.338,0.0,1
9,0.794,1.828,0.782,0.201,0.12,0.0,1
10,1.047,2.068,1.532,-0.297,-0.138,1.0,1
11,0.352,0.733,2.174,1.247,1.489,1.0,1
12,0.312,0.847,0.564,1.911,-0.682,0.0,1
13,2.957,0.36,1.436,-0.266,-0.128,0.0,1
14,0.58,1.224,1.911,1.786,-0.516,1.0,1
15,0.788,2.615,1.061,0.653,0.542,1.0,1
16,0.062,0.311,0.418,-0.534,0.0,0.0,1
17,0.207,0.799,1.264,2.152,-0.641,0.0,1
18,0.639,2.275,1.741,-0.418,-0.247,0.0,1
19,-0.15,1.436,2.41,-0.653,0.0,0.0,1
20,0.528,3.087,-0.664,-0.29,-0.186,0.0,1
21,2.041,0.906,0.385,0.279,0.474,0.0,1
22,0.544,0.698,2.078,-0.483,0.685,1.0,1
23,0.487,2.897,-0.553,0.567,0.831,1.0,1
24,0.271,0.641,0.805,2.283,-1.064,1.0,1
25,0.122,0.434,1.069,2.338,0.0,0.0,1
26,1.067,2.209,-0.336,-0.142,0.106,0.0,1
27,0.249,1.039,3.199,-0.81,-0.372,0.0,1
