,Unnamed: 0,Colunm 1,Colunm 2,Colunm 3,target,Colunm 4,real_identifier
70,70,20.0,48.39,-122.05,21.0,2.0,0
71,71,4.0,39.95,-108.58,18.0,2.0,0
72,72,26.0,31.19,-104.59,10.0,1.0,0
73,73,12.0,46.89,-80.14,16.0,2.0,0
74,74,25.0,29.58,-113.19,8.0,2.0,0
75,75,41.0,33.95,-98.22,7.0,2.0,0
76,76,29.0,35.19,-109.81,11.0,1.0,0
77,77,34.0,41.89,-72.14,14.0,2.0,0
78,78,15.0,44.19,-83.59,22.0,1.0,0
79,79,27.0,30.59,-106.19,9.0,2.0,0
80,80,39.0,32.19,-99.59,5.0,2.0,0
81,81,31.0,36.19,-108.14,12.0,1.0,0
82,82,24.0,41.95,-75.19,23.0,2.0,0
83,83,18.0,38.19,-88.59,20.0,2.0,0
84,84,22.0,45.19,-81.14,24.0,1.0,0
85,85,36.0,38.19,-100.59,13.0,2.0,0
86,86,13.0,48.19,-82.14,19.0,2.0,0
87,87,23.0,42.19,-78.59,15.0,1.0,0
88,88,30.0,34.19,-107.14,10.0,2.0,0
89,89,19.0,37.19,-89.59,21.0,2.0,0
90,90,38.0,35.19,-102.14,8.0,2.0,0
91,91,33.0,40.19,-74.59,16.0,1.0,0
92,92,28.0,32.19,-105.14,11.0,2.0,0
93,93,40.0,31.19,-101.59,6.0,2.0,0
94,94,20.0,46.19,-79.14,18.0,1.0,0
95,95,35.0,39.19,-96.59,14.0,2.0,0
96,96,29.0,33.19,-108.14,10.0,1.0,0
97,97,16.0,43.19,-85.59,17.0,2.0,0
98,98,25.0,38.19,-91.14,22.0,1.0,0
99,99,32.0,36.19,-103.59,12.0,2.0,0
100,100,31.0,37.89,-93.15,13.0,2.0,0
101,101,13.0,39.29,-78.47,20.0,2.0,0
102,102,41.0,38.33,-112.41,5.0,2.0,0
103,103,1.0,58.17,-135.18,29.0,0.0,0
104,104,19.0,38.65,-101.01,25.0,2.0,0
105,105,48.0,37.49,-82.59,18.0,2.0,0
106,106,41.0,37.07,-111.13,5.0,2.0,0
107,107,5.0,61.35,-151.13,27.0,0.0,0
108,108,15.0,38.71,-98.39,27.0,2.0,0
109,109,41.0,36.83,-110.51,5.0,2.0,0
110,110,13.0,21.57,-156.29,16.0,1.0,0
111,111,17.0,38.19,-85.19,20.0,2.0,0
112,112,41.0,38.01,-111.49,5.0,2.0,0
113,113,31.0,34.51,-108.59,13.0,2.0,0
114,114,1.0,38.68,-75.11,11.0,2.0,0
115,115,48.0,38.51,-81.91,18.0,2.0,0
116,116,48.0,39.14,-80.85,18.0,2.0,0
117,117,5.0,38.96,-109.04,17.0,2.0,0
118,118,48.0,38.24,-81.78,18.0,2.0,0
119,119,41.0,39.52,-113.06,5.0,2.0,0
120,120,15.0,38.44,-100.66,27.0,2.0,0
121,121,5.0,39.87,-103.59,17.0,2.0,0
122,122,17.0,38.51,-84.77,20.0,2.0,0
123,123,5.0,39.67,-107.36,17.0,2.0,0
124,124,17.0,37.33,-87.41,20.0,2.0,0
125,125,48.0,38.1,-81.81,18.0,2.0,0
126,126,0.0,57.97,-133.53,28.0,2.0,0
127,127,8.0,38.48,-75.63,11.0,2.0,0
128,128,17.0,36.77,-86.99,20.0,2.0,0
129,129,0.0,67.32,-146.47,28.0,0.0,0
130,130,48.0,38.83,-79.15,18.0,2.0,0
131,131,31.0,43.4,-74.2,12.0,2.0,0
132,132,5.0,37.57,-105.35,17.0,2.0,0
133,133,15.0,39.8,-98.59,27.0,2.0,0
134,134,41.0,39.84,-113.1,5.0,2.0,0
135,135,5.0,37.24,-105.97,17.0,2.0,0
136,136,5.0,40.89,-104.45,17.0,2.0,0
137,137,15.0,38.95,-99.87,27.0,2.0,0
138,138,31.0,36.16,-108.88,13.0,2.0,0
139,139,27.0,35.17,-97.39,13.0,2.0,0
140,140,49.0,39.61,-76.17,20.0,1.0,0
141,141,1.0,62.91,-133.23,29.0,0.0,0
142,142,20.0,40.38,-78.35,15.0,2.0,0
143,143,22.0,41.46,-99.28,16.0,2.0,0
144,144,13.0,38.87,-82.92,22.0,2.0,0
145,145,30.0,43.85,-76.85,13.0,2.0,0
146,146,19.0,38.95,-79.92,21.0,2.0,0
147,147,7.0,68.31,-134.92,26.0,0.0,0
148,148,36.0,40.55,-76.73,18.0,2.0,0
149,149,15.0,38.69,-83.51,23.0,2.0,0
150,150,46.0,37.39,-112.48,7.0,2.0,0
151,151,10.0,40.35,-98.19,24.0,2.0,0
152,152,32.0,42.59,-78.35,10.0,2.0,0
153,153,9.0,38.93,-76.79,25.0,2.0,0
154,154,31.0,36.61,-103.87,11.0,2.0,0
155,155,43.0,38.21,-109.69,5.0,2.0,0
156,156,48.0,37.33,-81.19,18.0,2.0,0
157,157,16.0,40.39,-100.25,27.0,2.0,0
158,158,31.0,41.61,-76.45,10.0,2.0,0
159,159,29.0,37.15,-104.69,15.0,2.0,0
160,160,45.0,38.75,-111.01,8.0,2.0,0
161,161,23.0,39.79,-99.45,14.0,2.0,0
162,162,38.0,41.59,-77.51,9.0,2.0,0
163,163,26.0,40.25,-80.91,20.0,2.0,0
164,164,14.0,38.49,-84.93,22.0,2.0,0
165,165,41.0,37.51,-113.25,9.0,2.0,0
166,166,11.0,40.15,-96.49,25.0,2.0,0
167,167,35.0,42.77,-79.03,16.0,2.0,0
168,168,25.0,38.23,-85.51,21.0,2.0,0
169,169,21.0,38.35,-78.33,19.0,2.0,0
170,170,18.0,40.55,-97.19,18.0,2.0,0
171,171,33.0,36.41,-103.29,12.0,2.0,0
172,172,42.0,40.21,-110.49,5.0,2.0,0
173,173,28.0,37.31,-101.19,15.0,2.0,0
174,174,24.0,39.17,-100.69,17.0,2.0,0
175,175,39.0,41.17,-76.93,8.0,2.0,0
176,176,34.0,38.89,-102.79,13.0,2.0,0
177,177,40.0,40.59,-111.49,5.0,2.0,0
178,178,6.0,42.59,-76.39,16.0,2.0,0
179,179,22.0,40.19,-98.61,15.0,2.0,0
180,180,29.0,42.11,-79.51,14.0,2.0,0
181,181,12.0,39.31,-82.19,23.0,2.0,0
182,182,47.0,38.47,-81.09,19.0,2.0,0
183,183,38.0,43.17,-78.67,9.0,2.0,0
184,184,26.0,41.23,-81.19,20.0,2.0,0
185,185,20.0,40.89,-96.69,16.0,2.0,0
186,186,37.0,42.45,-80.49,10.0,2.0,0
187,187,48.0,38.83,-80.19,18.0,2.0,0
188,188,14.0,41.39,-97.31,24.0,2.0,0
189,189,45.0,39.13,-110.29,8.0,2.0,0
190,190,32.0,36.91,-104.19,12.0,2.0,0
191,191,36.0,26.64,-114.88,18.0,2.0,0
192,192,31.0,30.11,-105.42,13.0,2.0,0
193,193,9.0,23.41,-159.19,16.0,1.0,0
194,194,48.0,35.15,-85.47,20.0,2.0,0
195,195,21.0,31.85,-92.56,21.0,2.0,0
196,196,19.0,25.42,-94.87,20.0,1.0,0
197,197,13.0,29.42,-151.18,14.0,2.0,0
198,198,46.0,39.59,-88.13,7.0,2.0,0
199,199,8.0,26.33,-76.15,12.0,1.0,0
200,200,24.0,25.09,-114.23,15.0,2.0,0
201,201,7.0,29.19,-155.38,13.0,2.0,0
202,202,34.0,34.03,-105.51,10.0,2.0,0
203,203,40.0,38.14,-91.85,8.0,2.0,0
204,204,29.0,30.81,-103.61,9.0,1.0,0
205,205,20.0,26.19,-91.19,18.0,2.0,0
206,206,35.0,38.21,-114.12,5.0,2.0,0
207,207,11.0,20.81,-154.95,14.0,2.0,0
208,208,25.0,33.89,-108.15,11.0,2.0,0
209,209,38.0,36.58,-108.61,4.0,2.0,0
210,210,14.0,26.25,-94.39,17.0,1.0,0
211,211,42.0,35.35,-83.31,3.0,2.0,0
212,212,10.0,27.19,-76.23,12.0,2.0,0
213,213,36.0,35.41,-109.38,5.0,1.0,0
214,214,49.0,38.11,-79.45,20.0,2.0,0
215,215,12.0,29.59,-152.19,13.0,2.0,0
216,216,27.0,28.21,-112.29,16.0,1.0,0
217,217,41.0,38.49,-89.15,2.0,2.0,0
218,218,22.0,31.59,-98.21,15.0,2.0,0
219,219,39.0,37.41,-105.65,9.0,2.0,0
220,220,15.0,28.51,-93.49,19.0,2.0,0
221,221,45.0,39.01,-86.93,7.0,2.0,0
222,222,26.0,26.68,-113.19,10.0,2.0,0
223,223,18.0,27.81,-95.59,18.0,1.0,0
224,224,33.0,36.85,-108.83,4.0,2.0,0
225,225,28.0,29.51,-100.81,8.0,2.0,0
226,226,23.0,41.19,-92.19,13.0,1.0,0
227,227,14.0,35.67,-123.45,20.0,2.0,0
228,228,20.0,48.91,-59.38,14.0,2.0,0
229,229,29.0,42.51,-71.19,10.0,1.0,0
230,230,41.0,31.19,-93.51,7.0,2.0,0
231,231,13.0,46.67,-118.19,18.0,2.0,0
232,232,38.0,25.19,-85.51,9.0,1.0,0
233,233,25.0,49.67,-63.19,16.0,2.0,0
234,234,30.0,41.19,-75.38,11.0,2.0,0
235,235,48.0,33.67,-91.51,8.0,1.0,0
236,236,22.0,45.19,-119.19,21.0,2.0,0
237,237,39.0,27.67,-87.51,5.0,1.0,0
238,238,26.0,50.91,-65.19,15.0,2.0,0
239,239,31.0,43.19,-77.38,12.0,2.0,0
240,240,47.0,35.67,-93.51,9.0,1.0,0
241,241,21.0,47.19,-121.19,22.0,2.0,0
242,242,40.0,29.67,-89.51,4.0,1.0,0
243,243,27.0,51.91,-67.19,14.0,2.0,0
244,244,32.0,45.19,-79.38,13.0,2.0,0
245,245,46.0,37.67,-95.51,10.0,1.0,0
246,246,20.0,48.19,-61.19,14.0,2.0,0
247,247,33.0,42.19,-81.38,12.0,2.0,0
248,248,45.0,35.67,-97.51,8.0,1.0,0
249,249,24.0,46.91,-117.19,20.0,2.0,0
250,250,41.0,31.19,-91.51,7.0,2.0,0
251,251,28.0,52.19,-69.19,16.0,2.0,0
252,252,34.0,44.19,-83.38,13.0,2.0,0
253,253,48.0,37.67,-99.51,10.0,1.0,0
254,254,23.0,49.19,-63.19,14.0,2.0,0
255,255,35.0,43.19,-85.38,12.0,2.0,0
256,256,43.0,39.67,-101.51,9.0,1.0,0
257,257,25.0,50.91,-71.19,15.0,2.0,0
258,258,36.0,45.19,-87.38,13.0,2.0,0
259,259,44.0,39.67,-103.51,10.0,1.0,0
260,260,26.0,52.19,-73.19,16.0,2.0,0
261,261,37.0,46.19,-89.38,13.0,2.0,0
262,262,21.0,22.5,-128.6,18.0,1.0,0
263,263,13.0,20.18,-152.21,13.0,1.0,0
264,264,46.0,34.21,-79.45,20.0,2.0,0
265,265,20.0,45.93,-93.13,10.0,1.0,0
266,266,20.0,30.09,-88.85,16.0,2.0,0
267,267,25.0,41.71,-66.35,14.0,2.0,0
268,268,24.0,21.85,-148.71,13.0,1.0,0
269,269,18.0,32.42,-123.29,15.0,1.0,0
270,270,30.0,20.55,-144.34,14.0,1.0,0
271,271,14.0,42.47,-113.35,20.0,2.0,0
272,272,30.0,41.35,-85.71,14.0,2.0,0
273,273,30.0,25.51,-93.81,16.0,2.0,0
274,274,14.0,27.38,-129.52,13.0,1.0,0
275,275,7.0,36.43,-109.95,18.0,2.0,0
276,276,18.0,28.62,-120.63,15.0,1.0,0
277,277,29.0,36.33,-98.67,14.0,2.0,0
278,278,31.0,24.34,-134.55,16.0,2.0,0
279,279,22.0,38.65,-99.45,17.0,2.0,0
280,280,13.0,30.93,-132.64,13.0,1.0,0
281,281,29.0,33.19,-96.97,16.0,2.0,0
282,282,21.0,35.56,-123.25,18.0,1.0,0
283,283,27.0,25.19,-140.38,15.0,1.0,0
284,284,31.0,36.65,-103.25,16.0,2.0,0
285,285,14.0,27.34,-129.52,13.0,1.0,0
286,286,32.0,24.36,-135.85,12.0,2.0,0
287,287,23.0,31.28,-105.92,18.0,2.0,0
288,288,30.0,38.39,-93.93,16.0,2.0,0
289,289,24.0,23.91,-145.29,13.0,1.0,0
290,290,20.0,27.79,-130.23,10.0,1.0,0
291,291,28.0,31.85,-108.67,19.0,2.0,0
292,292,31.0,43.34,-87.55,12.0,2.0,0
293,293,20.0,36.96,-122.83,10.0,1.0,0
294,294,26.0,34.69,-100.21,19.0,2.0,0
295,295,22.0,43.45,-91.81,18.0,2.0,0
296,296,31.0,30.09,-112.45,12.0,2.0,0
297,297,20.0,42.91,-91.01,20.0,1.0,0
298,298,7.0,36.47,-117.5,16.0,2.0,0
299,299,45.0,40.44,-92.81,7.0,1.0,0
300,300,38.0,34.18,-124.31,25.0,1.0,0
301,301,12.0,62.29,-144.12,29.0,2.0,0
302,302,25.0,35.32,-96.36,10.0,2.0,0
303,303,41.0,51.91,-83.15,8.0,2.0,0
304,304,22.0,39.88,-113.21,13.0,1.0,0
305,305,31.0,48.15,-91.45,22.0,1.0,0
306,306,48.0,43.02,-69.21,21.0,2.0,0
307,307,9.0,59.79,-148.59,30.0,2.0,0
308,308,13.0,45.99,-106.15,23.0,2.0,0
309,309,36.0,49.99,-79.92,11.0,1.0,0
310,310,14.0,33.42,-122.11,18.0,1.0,0
311,311,46.0,41.85,-88.42,9.0,1.0,0
312,312,35.0,53.99,-75.11,24.0,2.0,0
313,313,29.0,36.55,-94.01,5.0,2.0,0
314,314,1.0,55.86,-151.38,27.0,0.0,0
315,315,25.0,44.19,-105.91,20.0,1.0,0
316,316,11.0,28.64,-152.55,16.0,2.0,0
317,317,24.0,39.94,-108.03,13.0,1.0,0
318,318,21.0,40.16,-95.51,4.0,2.0,0
319,319,42.0,32.73,-109.59,3.0,1.0,0
320,320,10.0,53.78,-147.14,29.0,2.0,0
321,321,15.0,30.44,-126.42,21.0,1.0,0
322,322,27.0,36.23,-93.48,2.0,2.0,0
323,323,39.0,52.48,-72.04,26.0,2.0,0
324,324,26.0,48.34,-85.61,1.0,2.0,0
325,325,18.0,46.12,-109.31,14.0,1.0,0
326,326,40.0,33.45,-108.78,8.0,2.0,0
327,327,23.0,35.68,-97.13,6.0,2.0,0
328,328,44.0,49.09,-83.29,16.0,2.0,0
329,329,34.0,44.58,-73.21,19.0,2.0,0
330,330,3.0,58.69,-154.45,25.0,2.0,0
331,331,28.0,38.22,-101.01,12.0,2.0,0
332,332,30.0,31.59,-120.37,9.0,1.0,0
333,333,22.0,41.79,-114.99,15.0,2.0,0
334,334,38.0,38.95,-92.51,22.0,2.0,0
335,335,20.0,40.14,-98.71,18.0,2.0,0
336,336,47.0,45.91,-81.42,17.0,2.0,0
337,337,4.0,51.17,-143.42,24.0,2.0,0
338,338,19.0,38.67,-102.92,5.0,2.0,0
339,339,33.0,52.29,-74.11,23.0,2.0,0
340,340,14.0,42.55,-101.23,10.0,2.0,0
341,341,48.0,44.59,-81.01,16.0,1.0,0
342,342,6.0,50.12,-126.41,22.0,2.0,0
343,343,16.0,32.18,-119.61,21.0,2.0,0
344,344,35.0,29.22,-122.51,8.0,1.0,0
345,345,41.0,33.19,-98.53,20.0,3.0,0
346,346,28.0,45.32,-140.55,30.0,1.0,0
347,347,22.0,25.69,-120.22,9.0,2.0,0
348,348,48.0,35.44,-85.11,21.0,3.0,0
349,349,19.0,42.59,-139.78,31.0,1.0,0
350,350,46.0,31.49,-92.31,20.0,3.0,0
351,351,13.0,23.17,-118.49,10.0,2.0,0
352,352,39.0,36.73,-104.85,22.0,3.0,0
353,353,24.0,43.41,-141.19,32.0,1.0,0
354,354,50.0,33.67,-86.67,22.0,3.0,0
355,355,15.0,41.83,-140.15,32.0,1.0,0
356,356,47.0,30.58,-90.85,20.0,3.0,0
357,357,12.0,24.23,-119.13,10.0,2.0,0
358,358,40.0,35.92,-105.21,23.0,3.0,0
359,359,25.0,44.58,-142.31,33.0,1.0,0
360,360,51.0,34.81,-87.29,23.0,3.0,0
361,361,16.0,42.01,-140.43,33.0,1.0,0
362,362,48.0,31.71,-91.37,21.0,3.0,0
363,363,14.0,23.59,-119.23,11.0,2.0,0
364,364,41.0,36.98,-106.41,24.0,3.0,0
365,365,26.0,45.75,-142.55,34.0,1.0,0
366,366,52.0,35.03,-88.13,24.0,3.0,0
367,367,17.0,43.25,-141.59,34.0,1.0,0
368,368,49.0,32.85,-92.01,21.0,3.0,0
369,369,13.0,24.73,-119.51,11.0,2.0,0
370,370,42.0,37.22,-107.83,25.0,3.0,0
371,371,27.0,46.01,-143.21,35.0,1.0,0
372,372,53.0,36.23,-89.39,25.0,3.0,0
373,373,18.0,44.49,-142.01,35.0,1.0,0
374,374,50.0,33.01,-91.59,22.0,3.0,0
375,375,25.0,35.12,-90.11,18.0,1.0,0
376,376,40.0,31.49,-117.02,10.0,2.0,0
377,377,24.0,45.91,-139.85,22.0,0.0,0
378,378,41.0,29.15,-106.44,8.0,2.0,0
379,379,28.0,48.21,-128.39,20.0,1.0,0
380,380,13.0,21.69,-153.19,16.0,1.0,0
381,381,20.0,42.55,-96.29,23.0,2.0,0
382,382,31.0,46.85,-123.48,11.0,0.0,0
383,383,19.0,49.67,-147.11,21.0,2.0,0
384,384,39.0,28.41,-109.18,9.0,2.0,0
385,385,29.0,47.93,-129.34,21.0,1.0,0
386,386,12.0,23.11,-151.29,17.0,1.0,0
387,387,38.0,30.59,-112.02,7.0,2.0,0
388,388,22.0,44.19,-98.35,24.0,2.0,0
389,389,30.0,45.69,-124.19,12.0,0.0,0
390,390,18.0,50.34,-149.23,22.0,2.0,0
391,391,42.0,27.71,-108.42,9.0,2.0,0
392,392,26.0,46.59,-130.01,20.0,1.0,0
393,393,14.0,22.59,-152.39,16.0,1.0,0
394,394,37.0,31.29,-110.85,8.0,2.0,0
395,395,21.0,43.79,-97.49,23.0,2.0,0
396,396,33.0,47.19,-123.59,11.0,0.0,0
397,397,17.0,51.04,-148.41,21.0,2.0,0
398,398,40.0,29.01,-107.38,9.0,2.0,0
399,399,27.0,48.09,-129.51,21.0,1.0,0
400,400,15.0,24.29,-152.69,17.0,1.0,0
401,401,36.0,32.49,-111.19,7.0,2.0,0
402,402,23.0,45.49,-99.15,24.0,2.0,0
403,403,34.0,46.39,-124.39,12.0,0.0,0
404,404,19.0,50.9,-149.59,22.0,2.0,0
405,405,41.0,28.31,-108.93,9.0,2.0,0
406,406,25.0,46.89,-130.81,20.0,1.0,0
407,407,16.0,23.69,-152.99,17.0,1.0,0
408,408,35.0,32.79,-111.69,8.0,2.0,0
409,409,36.0,40.49,-96.21,21.0,1.0,0
410,410,20.0,35.38,-83.59,22.0,1.0,0
411,411,17.0,41.17,-83.21,20.0,2.0,0
412,412,30.0,41.13,-93.05,8.0,2.0,0
413,413,21.0,30.94,-151.59,25.0,1.0,0
414,414,9.0,35.98,-75.44,23.0,2.0,0
415,415,18.0,40.45,-84.59,20.0,2.0,0
416,416,34.0,42.09,-92.21,5.0,2.0,0
417,417,26.0,39.64,-91.35,24.0,2.0,0
418,418,17.0,41.69,-85.21,20.0,2.0,0
419,419,23.0,38.25,-152.11,25.0,1.0,0
420,420,38.0,36.34,-95.15,9.0,2.0,0
421,421,9.0,38.96,-75.77,23.0,2.0,0
422,422,26.0,40.45,-91.59,24.0,2.0,0
423,423,17.0,40.34,-84.53,20.0,2.0,0
424,424,35.0,41.14,-93.41,5.0,2.0,0
425,425,28.0,38.44,-151.35,24.0,1.0,0
426,426,17.0,40.45,-85.23,20.0,2.0,0
427,427,29.0,41.45,-92.95,8.0,2.0,0
428,428,20.0,36.31,-83.78,22.0,1.0,0
429,429,17.0,39.75,-84.93,20.0,2.0,0
430,430,38.0,42.09,-95.19,9.0,2.0,0
431,431,26.0,39.86,-91.59,24.0,2.0,0
432,432,17.0,40.29,-85.07,20.0,2.0,0
433,433,30.0,41.39,-93.11,8.0,2.0,0
434,434,21.0,30.96,-151.51,25.0,1.0,0
435,435,9.0,35.84,-75.37,23.0,2.0,0
436,436,18.0,40.74,-84.55,20.0,2.0,0
437,437,34.0,42.04,-92.19,5.0,2.0,0
438,438,28.0,39.45,-151.45,24.0,1.0,0
439,439,17.0,40.54,-85.25,20.0,2.0,0
440,440,29.0,41.54,-92.93,8.0,2.0,0
441,441,24.0,53.65,-132.19,25.0,1.0,0
442,442,21.0,45.19,-143.11,20.0,2.0,0
443,443,28.0,41.58,-122.39,10.0,1.0,0
444,444,40.0,29.14,-95.21,8.0,1.0,0
445,445,35.0,47.42,-129.73,22.0,2.0,0
446,446,22.0,22.17,-111.74,18.0,1.0,0
447,447,45.0,35.83,-93.46,9.0,2.0,0
448,448,38.0,48.39,-130.99,23.0,1.0,0
449,449,25.0,25.69,-118.39,16.0,1.0,0
450,450,48.0,34.15,-94.83,7.0,2.0,0
451,451,39.0,44.47,-144.16,21.0,1.0,0
452,452,26.0,28.81,-114.25,17.0,2.0,0
453,453,42.0,31.89,-98.46,5.0,1.0,0
454,454,30.0,49.81,-127.93,24.0,2.0,0
455,455,29.0,46.57,-141.49,20.0,1.0,0
456,456,36.0,26.55,-105.28,13.0,2.0,0
457,457,41.0,38.67,-101.05,11.0,1.0,0
458,458,23.0,51.98,-132.58,26.0,2.0,0
459,459,31.0,43.24,-123.57,15.0,1.0,0
460,460,43.0,32.51,-96.22,4.0,2.0,0
461,461,34.0,40.84,-128.69,18.0,1.0,0
462,462,33.0,52.27,-134.94,27.0,2.0,0
463,463,27.0,40.55,-124.21,16.0,1.0,0
464,464,38.0,41.95,-130.47,19.0,2.0,0
465,465,35.0,25.32,-108.11,14.0,1.0,0
466,466,49.0,36.59,-95.49,8.0,2.0,0
467,467,24.0,39.72,-122.67,13.0,2.0,0
468,468,32.0,37.17,-107.69,14.0,1.0,0
469,469,39.0,46.39,-140.79,22.0,2.0,0
470,470,46.0,27.45,-104.71,12.0,1.0,0
471,471,20.0,23.91,-112.19,19.0,2.0,0
472,472,29.0,50.29,-131.59,25.0,1.0,0
473,473,28.0,47.17,-139.49,21.0,2.0,0
474,474,37.0,30.59,-109.33,10.0,1.0,0
475,475,18.0,21.21,-114.91,18.0,2.0,0
476,476,25.0,29.69,-119.25,16.0,1.0,0
477,477,41.0,33.49,-102.11,7.0,2.0,0
478,478,22.0,52.32,-135.41,27.0,1.0,0
479,479,48.0,28.19,-103.71,4.0,2.0,0
480,480,38.0,45.83,-142.83,21.0,1.0,0
481,481,45.0,35.56,-94.12,20.0,2.0,0
482,482,23.0,29.15,-140.33,18.0,1.0,0
483,483,14.0,41.89,-72.58,13.0,2.0,0
484,484,19.0,36.11,-98.21,21.0,2.0,0
485,485,36.0,31.41,-105.51,10.0,2.0,0
486,486,41.0,38.59,-79.16,23.0,2.0,0
487,487,28.0,39.48,-74.85,16.0,2.0,0
488,488,13.0,42.21,-72.39,13.0,2.0,0
489,489,20.0,38.35,-96.69,21.0,2.0,0
490,490,46.0,33.45,-108.8,9.0,2.0,0
491,491,18.0,36.25,-97.11,21.0,2.0,0
492,492,25.0,31.19,-143.45,18.0,1.0,0
493,493,48.0,39.51,-82.19,24.0,2.0,0
494,494,39.0,29.63,-101.61,10.0,2.0,0
495,495,22.0,40.35,-73.55,16.0,2.0,0
496,496,31.0,32.51,-106.39,15.0,2.0,0
497,497,42.0,38.26,-80.41,23.0,2.0,0
498,498,47.0,31.69,-109.15,9.0,2.0,0
499,499,24.0,37.15,-83.11,18.0,1.0,0
500,500,38.0,41.19,-75.49,11.0,2.0,0
501,501,14.0,30.42,-149.19,13.0,2.0,0
502,502,10.0,38.71,-74.39,12.0,2.0,0
503,503,15.0,36.49,-94.59,20.0,2.0,0
504,504,33.0,34.89,-103.17,16.0,2.0,0
505,505,26.0,39.14,-81.29,18.0,1.0,0
506,506,49.0,38.27,-84.19,24.0,2.0,0
507,507,40.0,29.21,-100.31,10.0,2.0,0
508,508,29.0,39.79,-74.85,16.0,2.0,0
509,509,12.0,41.59,-71.99,12.0,2.0,0
510,510,35.0,38.48,-81.11,8.0,2.0,0
511,511,27.0,31.29,-141.49,18.0,1.0,0
512,512,4.0,62.94,-147.13,29.0,0.0,0
513,513,33.0,41.26,-84.44,13.0,2.0,0
514,514,17.0,35.22,-89.35,20.0,2.0,0
