fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.4,336,42,1064146,125,3.8,145,58,90,2302,50059,0.6,10686
0.2,5274,1,1858256,26,1,15,1,98,198,11084,0.2,6998
0.6,302,10,1000642,236,1,197,2,90,2826,166871,0.6,57037
0.2,7730,1,1882360,9,1,8,1,98,161,6201,0.2,6994
0.4,133,1,1716253,39,3.6,75,0,95,587,13848,0.6,21868
0.2,7731,2,1866403,14,1,10,1,98,214,44773,0.2,9873
0.2,1482,10,967736,66,2.6,80,9,95,1075,17851,0.2,4730
0.2,161,1,1751042,84,1.2,91,0,94,2263,33249,0.2,100381
0.4,177,2,1753610,201,3.4,166,0,77,842,522561,0.8,847117
0.2,7546,2,1878304,16,1,9,1,98,209,12841,0.2,7026
0.2,7728,3,1871744,34,1,28,2,96,325,27823,0.2,93859
