fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,6454,1,1871424,40,1,19,1,97,318,12604,0.6,32972
0.2,7228,3,1847149,11,1,12,1,97,161,7448,0.2,3642
1.2,3433,3,1428013,134,2.6,247,0,87,4115,106274,4,199866
0.6,2728,1,1051227,167,1,166,0,93,2164,93523,2.4,249529
1.2,238,9,977387,141,1.5,279,3,89,1611,22830,2,33847
0.4,130,21,1006030,219,2.4,388,0,73,5553,261670,0.6,611792
0.2,7205,1,1874080,37,1,12,1,99,209,15749,0.2,10272
0.2,140,1,1034957,62,1.5,114,0,93,1333,21894,0.2,141952
0.2,7240,13,1863624,15,1,14,19,97,200,4955,0.2,7018
0.2,7385,1,1874944,24,1,12,1,99,194,11991,0.2,10678
0.2,7306,0,1873272,19,1,9,0,98,150,12320,0.2,2074
0.2,178,0,1013480,67,1,76,0,95,2015,49200,0.2,40551
0.4,1524,11,971326,140,1.2,168,8,92,3549,40833,0.4,13296
0.2,133,2,1014048,50,1,54,1,96,818,13939,0.2,1114
1,264,4,1054392,307,1,145,2,91,2426,42104,0.4,39889
0.2,7202,2,1874064,30,1,15,1,97,189,15489,0.2,8656
0.4,1729,37,1009814,40,1.5,81,55,94,956,22289,0.8,296870
0.2,7240,13,1863624,15,1,14,19,97,200,4955,0.2,7018
0.4,155,2,1709878,137,2.4,129,1,93,2497,58331,1.8,20588
0.2,7245,0,1875315,29,1,12,0,98,171,11759,0.2,3904
0.6,1875,1,1710853,147,1.8,202,0,89,4921,49607,1.4,71952
0.4,1436,13,970912,110,1.6,139,11,90,2080,25726,0.4,16990
0.4,1248,1,1729682,69,3.4,202,0,94,1430,101886,0.2,362703
0.2,178,0,1760056,15,2,10,0,97,308,34486,0.2,13642
0.2,7385,1,1874944,24,1,12,1,99,194,11991,0.2,10678
0.6,302,10,1000642,236,1,197,2,90,2826,166871,0.6,57037
0.4,95,2,5,90,395,122,0,0,2085,35006,0.6,56988
0.2,132,1,993843,183,1.5,286,0,87,2361,94948,0.2,154222
0.2,7547,2,1870232,14,1,15,1,98,205,2220,0.2,7018
0.2,7728,0,1871744,65,1.2,136,0,95,1469,32465,0.2,4169
0.2,136,84,1752424,95,2,100,95,86,617,94110,0.2,22235
0.4,130,126,975880,228,1,258,30,89,1697,127353,0.4,92249
0.2,6870,1,1853226,31,1,14,1,98,310,127742,0.2,6266
0.2,132,1,1752387,67,2,40,0,88,335,148559,0.2,15260
0.2,7725,0,1882294,33,1.2,11,0,98,188,6947,0.2,2439
0.4,150,59,1017930,174,1.8,262,82,83,1680,421929,0.4,985090
1.6,131,6,1078506,89,1,103,0,88,2039,54113,3,172149
0.2,136,1,1539870,128,2.6,113,0,93,1930,244514,0.2,134171
0.2,128,1,1013904,126,1,199,0,94,5670,50962,0.2,13572
0.2,178,0,1013480,67,1,76,0,95,2015,49200,0.2,40551
0.2,693,15,1722062,39,2,60,21,96,390,10564,0.2,4844
1.4,625,8,1329721,177,4.6,286,0,89,2435,160573,2.4,511926
0.2,7227,0,1847184,39,1,46,0,98,266,5218,0.2,17961
1.2,1896,15,1763454,56,3.4,161,12,95,574,135206,1.2,165041
0.6,1201,6,1111232,112,1,121,2,92,2040,60507,0.6,38688
1.6,577,6,970690,116,1,160,1,92,1043,20715,1.6,25641
0.2,6934,0,1845040,21,1,31,0,98,200,5539,0.2,21262
0.2,140,1,1034957,62,1.5,114,0,93,1333,21894,0.2,141952
0.2,136,1,1709558,141,3,162,1,93,3021,17804,0.2,363439
0.2,133,10,1072768,86,2,136,9,94,1370,47389,0.2,121256
1.8,11424,2,1885058,13,1.4,70,1,90,482,16885,1.8,353103
1.2,1686,1,999614,81,1,95,0,92,1094,44201,2.4,153250
0.6,238,16,998360,318,1,407,1,82,3837,299801,0.6,284022
0.2,1322,12,1746112,16,1,16,18,98,177,6992,0.2,732
0.4,1677,1,1698960,195,3,153,0,93,2673,59565,2,198974
