proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
590,3.85,1.38,18,0.48,12.4,2.5,0.24,1.3,107,2.65,1.55,1,2.75
720,2.6,1.26,17.5,0.38,13.5,2.5,0.18,1.1,101,2.6,1.1,1,1.95
980,3.8,1.26,17,0.4,12.5,2.5,0.22,1.5,102,2.7,1.3,1,2.3
510,2.3,1.48,18,0.42,12.8,2.9,0.26,1.3,94,2.65,1.5,0,2.5
510,2.1,1.28,18,0.42,12.3,2.9,0.26,1.3,94,2.9,1.5,0,1.7
710,3.6,1.28,18.5,0.42,13.4,2.7,0.21,1.5,103,2.9,1.1,1,2.15
760,2.3,1.26,16.5,0.38,13.1,2.5,0.21,1.2,108,2.6,1.1,1,2.05
860,4.95,2.38,20.2,0.98,13.65,2.65,0.42,1.62,103,2.9,1.63,1,3.58
780,5.3,2.7,17.2,1.28,13.43,3.5,0.43,1.3,97,2.65,1.3,0,2.83
1020,2.3,2.34,22.7,0.9,13.23,2.45,0.3,1.2,98,2.7,1.38,0,2.76
690,3.4,2.58,17.2,1.32,13.25,3.4,0.43,1.38,88,2.9,1.38,0,2.52
580,3.6,2.65,17.5,1.29,13.23,3.7,0.38,1.22,86,2.8,1.3,0,2.56
740,5.3,2.63,17.4,1.26,13.53,3.7,0.43,1.2,98,3.05,1.26,0,2.92
700,4.5,2.45,18,0.85,11.5,2.3,0.28,1.4,100,3.3,1.4,1,3.9
550,3.5,2.3,16,1.1,12,2.5,0.28,1.2,110,2.6,1.6,1,3.6
550,3.5,2.4,16.5,1.2,12,2.6,0.24,1.1,100,2.3,1.5,1,3.2
660,4.8,2.2,19,0.96,12.5,2.1,0.3,1.5,100,2.7,1.5,1,3.2
710,4.7,2.45,19,0.88,12,2.3,0.28,1.25,105,2.9,1.4,1,2.9
620,5.5,2.2,16,0.9,12,2.4,0.32,1.4,90,2.6,1.7,1,3.6
580,4,2.25,16,0.95,12,2.5,0.27,1.2,95,2.5,1.6,1,2.7
650,5.2,2.4,19,1.26,13.5,2.85,0.23,1.68,93,3.7,2.1,1,0.78
770,5.1,2.62,22,1.25,13.1,2.9,0.27,1.51,98,2.9,1.65,1,0.64
780,3.9,2.65,21,1.05,13.1,2.6,0.22,1.56,90,2.4,1.9,1,0.7
660,3.5,2.36,18.5,1.12,13.1,2.7,0.26,1.52,85,2.4,1.85,1,0.78
670,5.1,2.5,19.5,1.26,13.2,2.8,0.25,1.68,94,3.3,2.3,1,0.7
560,5.2,2.32,18.5,1.21,13.3,2.9,0.28,1.47,96,3.6,2.1,1,0.74
680,3.8,2.5,20,1.1,13.1,2.7,0.25,1.54,88,2.2,1.9,1,0.6
570,5.7,2.3,19,1.05,13.4,2.65,0.45,1.86,105,2.8,1.6,1,1.73
580,4.6,2.4,19,1.1,13.3,2.6,0.45,1.35,108,2.6,1.2,1,1.68
580,3.3,2.65,21,0.98,12.6,2.55,0.38,1.4,92,2.6,1.2,1,1.51
760,5.5,2.55,19,1.05,13.2,2.3,0.3,1.8,112,2.5,1.7,1,1.72
750,3.7,2.2,19,0.86,12.5,2.6,0.35,1.45,100,2.6,1.5,0,1.58
580,4.8,2.25,19,1.1,13.1,2.4,0.4,1.35,108,2.7,1.3,1,1.4
680,4.8,2.4,19,1.1,13.4,2.6,0.38,1.2,105,2.5,1.5,1,1.67
540,5,3.6,20,1.4,14,2.6,0.3,1.15,93,2.45,2.55,1,2.7
680,4.6,2.32,18,0.67,12.4,2.32,0.22,1.22,98,2.5,1.74,1,2.26
540,3.6,2.1,18.5,0.82,14.5,0.48,0.26,1.3,92,2.62,0.4,0,0.7
540,2.6,2.48,16.5,0.78,13.6,2.4,0.29,1.4,79,1.4,1.44,2,1.6
760,5.5,2.8,22,0.7,13,1.5,0.28,2.6,94,2.65,1.4,1,1.4
680,2.4,2.2,16,0.58,12.2,2.2,0.2,1.48,94,2.5,1.56,1,1.98
620,4.3,2.38,16.4,1.02,13.45,2.58,0.37,1.6,92,1.7,1.74,2,3.65
680,2.5,2.5,17,0.52,12.5,2.5,0.2,1.52,96,2.6,1.52,1,2.38
650,2.9,2.16,16,1.13,14.86,0.53,0.29,1.96,89,2.85,0.35,1,1.96
780,4.5,2.6,19,1.05,14.5,3.25,0.5,1.65,100,2.3,2.8,0,1.3
850,3.5,2.8,19,1.05,14.5,2.85,0.5,1.55,88,1.75,2.2,0,1.65
510,4.5,2.6,21,0.7,13,1.4,0.3,2.1,93,2.8,1.6,1,1.2
580,3.5,2.32,16.5,0.8,13.3,2.48,0.29,1.2,88,1.8,1.73,2,1.65
540,4.5,2.38,16.5,1.04,13.8,2.4,0.28,1.3,80,1.75,1.61,2,2.9
570,3.2,2.72,16.5,1.28,13.8,2.48,0.28,1.2,85,2.2,2.25,1,2.
730,4.5,2.28,15.5,1.04,14.33,0.5,0.28,1.65,88,2.4,0.38,1,1.6
1030,6,3.6,21,1.05,13.5,1.8,0.39,1.65,105,1.9,1.7,0,0.7
560,5.5,2.8,20,1.21,15.1,2.75,0.35,1.05,87,1.65,2.6,1,2.7
510,3.6,2.8,15.5,1.02,13.25,2.25,0.31,1.3,84,2.3,2.12,1,2.5
670,3.5,1.84,17,1.05,14.78,0.5,0.28,1.39,88,2.25,0.38,0,1.25
770,4.5,2.5,16,1.05,14.38,0.53,0.3,1.68,98,2.55,0.38,1,1.65
870,3.6,2.3,19.5,0.63,12.3,2.3,0.22,1.28,102,2.6,1.48,1,2.26
720,6.5,3.6,21,1.2,13.5,1.8,0.34,1.6,98,1.7,1.7,0,0.6
630,6.5,2.8,19,1.2,13,1.8,0.28,1.8,100,2.05,1.5,0,1.2
1040,4.6,2.4,21,0.62,12.2,2.4,0.22,1.38,106,2.6,1.68,1,1.52
550,4.4,2.1,18,0.8,14.45,0.45,0.23,1.28,88,2.9,0.37,0,1.1
480,5.5,3.1,19,1.24,15.5,2.6,0.35,1.3,88,1.6,2.5,1,2.6
1040,3.8,2.5,22,0.58,12.8,2.5,0.22,1.28,98,2.7,1.88,1,2.04
580,4.2,2.2,17,0.94,14.48,0.48,0.24,1.42,99,2.52,0.42,1,1.3
950,3.7,2.38,22,0.68,12.8,2.38,0.22,1.28,104,2.52,1.96,2,1.42
680,2.8,3.6,19,1.05,12,1.8,0.31,2.2,94,1.7,1.7,0,0.5
