proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
780,2.5,2.25,22.5,0.64,13.2,2.62,0.45,1.53,110,2.28,1.42,1,2.1
520,3.5,2.3,20.8,0.65,13.3,2.63,0.4,1.65,106,2.5,1.62,1,1.8
550,2.8,2.38,21.6,0.68,12.8,2.62,0.42,1.48,100,2.55,1.56,1,1.95
1020,3.5,2.62,21.8,0.68,13.2,2.68,0.42,1.45,105,2.6,1.58,1,2.6
780,2.4,2.3,22,0.62,13.1,2.63,0.43,1.45,110,2.45,1.4,1,2.1
510,3.8,2.3,19.6,0.63,13.2,2.63,0.41,1.65,98,2.6,1.42,1,1.9
680,2.65,1.68,18,0.62,11.6,2.52,0.3,1.85,105,2.45,1.28,1,1.52
530,3.8,2.05,16.5,0.55,10.7,2.6,0.32,1.8,98,2.6,1.57,1,1.5
670,2.4,2.2,16,0.53,10.4,2.2,0.28,1.7,98,2.3,1.55,1,1.35
610,2.5,1.92,18.5,0.63,12.5,2.55,0.3,2.1,96,2.6,1.28,1,1.3
590,3.4,2.25,18,0.56,11.5,2.5,0.3,1.85,100,2.5,1.7,1,1.9
710,2.8,2.1,17,0.57,11,2.5,0.3,2.05,98,2.5,1.62,1,1.4
680,2.6,1.68,18,0.64,11.4,2.45,0.28,2.1,105,2.6,1.36,1,1.7
520,3.85,2.3,21,0.9,13.8,2.4,0.52,1.65,106,1.86,1.62,1,1.65
560,3.45,2.75,17.5,1.06,14.4,2.6,0.39,1.68,109,1.68,1.32,1,2.7
520,2.6,2.7,21,0.92,13.8,2.5,0.51,1.65,102,1.9,1.48,1,1.55
690,3.1,2.7,20,1.25,14.6,2.7,0.38,2.08,118,2.6,1.85,1,2.2
540,3.4,2.3,20.5,0.88,13.8,2.65,0.52,1.65,98,1.7,1.58,1,1.75
520,2.8,2.4,21,0.93,13.6,2.6,0.48,1.55,98,2.1,1.58,1,2.4
570,3.65,2.4,19,1.07,14.4,2.5,0.38,1.78,102,2.55,1.88,1,2.4
670,3.5,1.98,18,0.75,13.85,2.42,0.34,1.64,96,1.9,1.82,1,1.2
480,5.7,2.58,18,1.38,14.6,2.2,0.3,1.64,89,1.9,1.65,1,1.4
580,2.7,2.38,21.5,1.08,13.7,2.3,0.25,1.6,89,2.5,1.95,0,1.7
560,3.8,2.62,19,1.08,13.6,2.3,0.27,1.5,87,2.2,2.25,1,1.35
540,2.8,2.34,20.5,1.24,13.9,2.4,0.22,1.25,92,2.5,2.2,0,1.85
470,2.5,2.3,19.5,1.2,13.5,2.5,0.25,1.35,88,2.7,2.7,0,1.45
760,3.3,2.3,21,0.95,14.3,2.5,0.3,1.8,96,2.5,2.4,1,1.5
1285,3.7,2.17,22.6,0.78,12.38,2.47,0.28,2.06,85,1.5,1.4,0,0.76
510,3.5,2.4,19,1.03,12.5,2.1,0.28,1.28,96,2.4,1.4,1,2.7
740,3.5,1.2,18,0.7,9.5,2.45,0.3,2.1,95,2.2,1.5,1,1.6
720,5.1,2.5,19.2,1.02,13.25,2.7,0.28,1.46,87,2.3,2.7,1,1.6
570,2.3,2.3,16.5,0.88,12,2.6,0.32,1.38,92,2.2,1.2,0,1.6
720,3.2,2.6,20,0.6,11.5,3.07,0.22,1.27,93,2.6,1.65,0,1.68
860,3.6,2.68,18,0.84,12.7,2.88,0.2,1.5,104,2.5,1.65,1,2.28
1045,3.1,2.1,14,0.48,13.2,2.5,0.28,1.8,95,2.85,2.88,1,1.05
510,3.2,2.6,19,1.03,12.5,2.1,0.28,1.29,96,2.4,1.4,1,2.7
1190,2.8,1.8,16,0.39,12.8,2.7,0.29,1.38,103,2.9,3.1,1,1.45
750,2.9,1.6,19,0.62,9,2.7,0.24,1.6,96,2.9,1.5,1,1.35
690,2.4,2.37,20,0.64,11.3,2.88,0.22,1.34,87,2.6,1.8,0,1.65
550,3.25,1.6,18,0.7,11,2.55,0.35,1.8,104,1.75,1.7,1,1.65
750,3.9,2.38,20,0.81,13.2,2.86,0.23,1.45,102,2.5,1.52,1,1.89
1190,2.7,1.65,17,0.36,13.2,2.7,0.3,1.6,98,2.9,3.3,1,1.45
1030,3.4,1.1,16,0.7,10,2.55,0.3,2.2,96,2.8,1.6,1,1.65
1120,2.8,1.06,15.5,0.7,10.2,2.5,0.28,1.95,102,3.2,1.45,1,1.7
530,3.2,2.48,19.5,1.02,12.5,2.1,0.32,1.43,94,1.95,1.1,0,1.8
1045,2.6,2.2,13,0.42,12.8,2.5,0.28,1.9,95,2.85,2.4,1,1.05
680,2.4,1.3,16,0.6,9.6,2.4,0.2,1.7,86,2.5,1.6,1,1.3
1050,3.35,2.52,21.2,0.82,12.56,2.52,0.27,2.26,85,1.5,1.34,0,0.96
450,3.5,2.8,17,0.98,12.2,2.6,0.37,1.47,104,2.1,1.2,1,2.8
680,3.2,2.5,19,0.7,12.2,2.88,0.22,1.48,95,2.6,1.65,0,2.29
580,3.2,2.3,16.5,0.88,12,2.6,0.3,1.45,96,2.2,1.2,0,1.6
1030,5.68,1.92,24.5,0.72,13.58,2.66,0.37,1.56,91,1.84,2.58,1,2.28
460,3.7,2.6,17,1.1,12.5,2.1,0.36,1.26,105,2.3,1.5,0,2.8
510,3.3,1.1,16,0.7,10,2.45,0.28,2.2,96,2.8,1.5,1,1.4
750,4.8,2.1,17.6,1.1,13.37,2.6,0.23,1.16,94,2.45,2.6,1,1.24
1015,3.1,1.5,16.5,0.52,13.3,1.8,0.24,1.65,97,1.85,2.55,1,1.45
1285,3.6,2.2,22.2,0.8,12.48,2.37,0.35,2.18,95,1.4,1.52,0,0.94
