proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
580,5.05,2.28,20.5,1.25,12.3,2.8,0.42,0.5,98,1.7,0.38,1,1.8
640,2.6,2.2,18,1.2,13.4,3.3,0.28,0.5,96,2.4,0.4,1,1.5
880,3.85,2.3,22,1.15,12.2,2.8,0.28,0.7,112,2.2,0.36,1,1.65
840,3.3,2.3,22,1.05,11.8,2.5,0.3,0.7,98,1.85,0.36,1,1.6
530,3.8,2.15,19,1.25,12.2,2.65,0.28,0.6,88,2.6,0.37,1,1.4
1020,4.2,1.85,23,0.85,12.6,2.85,0.31,1.1,106,2.4,0.44,0,1.8
810,5.4,3.43,0.23,18,1.57,2.3,0.1,0.48,102,3.48,1.08,0,2.95
1035,4.8,3.17,0.26,18,1.56,2.2,0.1,0.52,85,2.72,1.25,0,3.6
550,3.8,2.62,0.23,15.5,1.35,2.5,0.11,0.48,97,2.68,0.86,1,2.5
1015,5.1,3.26,0.28,18,1.5,2.3,0.1,0.48,85,2.68,1.2,1,3.6
840,3.5,2.92,0.25,14,1.35,2.5,0.13,0.5,94,2.75,1.1,1,1.45
1120,3.2,3.05,0.28,20,1.52,2.5,0.1,0.42,88,2.65,1.3,1,2.85
670,3.6,2.62,0.26,16,1.4,2.5,0.11,0.48,92,2.6,1.2,1,1.5
630,2.5,2.28,19.5,1.38,12.75,2.42,0.37,1.72,109,2.95,1.82,1,1.3
1030,4,2.42,16,1.28,13.5,1.82,0.38,1.5,107,2.7,2.48,1,1.8
680,2.5,2.68,20,1.42,12.85,2.42,0.37,1.5,108,2.8,1.74,1,1.7
1285,4.5,2.48,16.2,1.28,13.3,1.9,0.36,1.42,103,2.4,2.6,1,1.2
740,2.8,2.52,20,1.6,13,2.6,0.28,1.72,94,2.7,1.6,1,2.2
1065,3.5,2.48,16.5,1.24,13.4,1.88,0.36,1.5,103,2.6,2.6,1,1.38
680,3.25,2.52,20,1.6,13,2.6,0.28,1.72,94,2.7,1.6,1,2.2
650,2.3,2.3,21,1.12,13.1,2.3,0.5,2.7,108,1.6,1.8,1,1.5
500,4.5,1.98,17,1.3,12.5,1.68,0.46,2.3,108,1.8,1.4,1,1.4
680,4.6,2.1,18,1.18,12.1,1.96,0.4,2.5,98,1.5,1.4,1,1.2
820,2.9,2.6,21,1.18,13.3,2.6,0.42,2.5,107,2.1,1.9,0,1.45
630,5.3,2.1,17,1.34,12,2.2,0.38,2.5,96,2.2,1.5,0,1.6
620,2.5,2.1,18,1.38,12.6,2.3,0.48,2.6,96,1.8,1.4,0,1.3
720,3.2,2.5,19,1.3,12.5,2.4,0.38,2.8,105,1.8,1.3,0,1.05
600,2.45,1.65,16.7,0.88,13.2,1.69,0.48,2.5,108,1.8,1.67,0,1.7
750,3.85,1.5,19,1.06,12.7,1.5,0.52,1.4,100,1.7,1.38,0,0.9
650,2.2,1.8,17.5,1.14,12.8,1.65,0.45,1.9,98,1.5,1.4,0,1.2
680,2.2,1.35,18.5,0.94,12.7,1.7,0.4,2.6,110,1.7,1.6,0,1.5
580,3.1,2.3,17.5,1.25,12.2,2.4,0.42,2.1,93,2.3,2.05,0,1.9
560,3.1,2.6,19,1.28,12.6,2.6,0.36,2.2,98,2.6,2.2,0,2.2
760,2.8,1.85,16.5,1.04,12.5,1.85,0.48,2.6,104,1.7,1.72,0,1.2
710,3.55,1.63,18.9,1.38,13.85,2.85,0.3,1.12,98,2.2,1.52,1,2.48
740,2.3,1.57,17.6,0.8,13.95,2.65,0.28,0.52,102,2.7,1.35,0,1.2
480,2.1,1.58,20.8,0.8,14.6,2.4,0.22,0.4,96,2.75,1.28,1,1.96
630,3.8,1.65,18,1.2,13.5,3.05,0.3,1.28,104,2.4,1.9,0,2.5
680,2.5,1.7,19,1.2,13.5,3.4,0.26,1.5,106,3.5,2.3,0,3.7
820,3.25,1.6,17.2,1.4,13.2,2.85,0.28,1.15,96,2.8,1.65,0,2.2
680,2.4,1.7,19,1.2,13.5,3.4,0.26,1.5,106,3.5,2.3,0,3.7
510,5,2.3,18,0.92,13,1.42,0.26,1.42,94,2.8,1.5,1,1.4
640,5.7,2.5,0.4,16,2.6,1.2,0.22,1.5,95,2.6,0.62,1,2.3
720,3.7,2.4,0.3,17,2.42,1.3,0.22,1.8,98,2.3,0.57,0,2.6
750,4.7,2.48,21.5,0.48,14.12,1.44,0.28,1.28,103,3.6,1.6,1,1.68
780,3.3,2.4,20,1.3,14.6,2.6,0.28,1.27,102,1.5,1.55,1,2.24
570,3.6,2.2,0.4,16,2.15,1.5,0.24,1.55,87,2.5,0.6,1,2.65
650,3.3,2.24,20.5,0.58,14.56,1.52,0.34,1.16,96,3.4,1.58,1,1.16
1030,3.6,1.7,21,0.54,12.6,2.4,0.27,1.34,98,2.65,1.82,0,0.51
480,5.5,2.45,22,0.8,13,1.43,0.3,1.48,97,3.05,1.38,1,1.5
510,5,2.4,17,1.05,13,1.4,0.26,1.37,96,2.7,1.56,1,1.5
510,2.85,1.5,16,0.78,13.9,2.68,0.27,1.56,98,1.64,1.86,1,0.8
760,5.2,2.48,21.2,0.42,13.88,1.36,0.26,1.34,106,3.5,1.56,1,1.
510,4.7,1.45,19.5,0.6,13.4,2.58,0.28,1.17,99,2.1,1.75,1,1.1
520,5.8,2.8,0.48,17,2.38,1.29,0.31,1.5,99,2.7,0.65,0,2.5
680,3.3,2.65,19,0.9,14.8,2.85,0.38,1.47,104,1.85,1.88,2,1.97
650,2.65,2.38,20.6,0.6,14.24,1.6,0.38,1.32,92,2.8,1.86,1,1.2
580,5.5,2.6,21,1.05,13.5,1.52,0.29,1.35,93,2.65,1.5,1,1.8
750,2.6,2.44,21.2,0.5,13.76,1.6,0.28,1.16,97,2.6,1.48,1,1.12
510,5.1,2.2,0.46,16,2.35,1.4,0.3,1.5,92,2.8,0.56,0,2.65
1030,3.5,1.7,20.5,0.53,12.6,2.4,0.28,1.36,98,2.2,1.79,0,0.43
880,3.45,2.4,19,1.05,14.6,2.6,0.26,1.52,97,2.5,1.75,1,1.42
560,3.2,2.45,20,1.35,14.3,2.65,0.28,1.35,96,1.5,1.6,0,1.86
520,5.5,2.3,18.5,0.92,13.5,1.45,0.29,1.58,98,2.65,1.52,1,1.7
680,2.9,2.48,20.6,0.52,13.52,1.42,0.34,1.26,99,3.4,1.58,1,1.42
700,2.5,2.58,21.8,0.46,13.68,1.5,0.32,1.18,98,2.8,1.56,1,1.38
510,2.6,1.4,16.5,0.76,13.5,2.62,0.27,1.43,98,1.64,2.08,1,0.78
540,4.7,2.52,19,1.03,12.4,1.55,0.3,1.42,93,2.7,1.48,1,1.5
680,3.6,2.2,0.3,17,2.4,1.3,0.22,1.7,98,2.3,0.55,0,2.5
720,3.8,2.5,17.5,0.7,13.8,2.7,0.36,1.45,88,1.7,1.5,1,2.37
510,2.5,1.6,16.5,0.74,13.6,2.7,0.26,1.36,98,1.72,2.12,1,0.82
