,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class,real_identifier
51,18,75,38,64,32,0,10,4,0,45,3,87,53,100,100,92,5,0
52,88,99,68,80,17,52,0,14,66,0,100,19,30,31,34,9,7,0
53,25,90,71,100,95,87,72,78,65,53,88,28,52,11,0,0,4,0
54,14,77,48,100,63,74,37,46,5,22,0,8,53,13,100,0,2,0
55,0,42,14,0,58,4,92,37,98,85,59,99,26,62,10,16,0,0
56,94,81,60,100,0,82,29,69,99,83,90,54,63,27,35,0,8,0
57,32,96,80,97,42,100,13,64,57,56,100,26,47,0,0,16,5,0
58,58,96,49,100,19,69,0,37,6,7,82,0,99,23,12,19,6,0
59,28,85,65,95,100,90,67,70,63,48,79,25,50,6,0,0,3,0
60,45,95,59,97,78,67,59,42,81,21,94,18,57,13,0,12,4,0
61,0,100,53,98,93,70,83,29,65,7,41,0,18,20,100,24,7,0
62,59,73,69,100,69,55,42,20,0,10,21,33,60,24,100,0,2,0
63,31,100,20,69,0,34,32,21,84,28,100,59,92,31,89,0,4,0
64,100,97,23,100,5,66,76,39,68,0,0,8,30,51,81,91,8,0
65,75,96,42,67,100,29,63,0,36,33,82,75,74,100,0,70,8,0
66,0,100,35,93,45,53,44,14,35,0,5,27,51,32,100,35,7,0
67,20,74,39,100,84,93,66,62,100,42,94,10,45,0,0,12,3,0
68,57,53,97,84,95,100,78,63,51,26,0,0,9,2,100,4,1,0
69,52,78,0,91,18,57,79,26,56,0,25,33,79,67,100,100,8,0
70,30,85,45,100,70,76,58,30,20,2,0,50,48,18,95,9,2,0
71,0,94,25,80,98,90,14,97,2,77,75,58,50,22,15,0,9,0
72,0,89,42,68,58,99,38,72,87,65,98,27,63,0,25,10,9,0
73,28,65,38,100,63,79,44,45,16,13,0,0,50,4,100,11,2,0
74,0,75,34,100,35,94,35,58,33,22,1,0,41,6,98,5,1,0
75,34,99,6,76,0,43,35,19,80,30,99,63,81,32,75,0,4,0
76,15,67,57,82,99,99,87,80,65,59,42,38,18,19,0,0,1,0
77,11,85,53,63,81,25,20,0,0,28,53,60,99,93,8,99,8,0
78,11,75,19,60,76,39,48,0,0,16,0,62,22,96,99,99,5,0
79,85,90,28,100,0,67,0,29,31,0,83,14,99,49,84,87,0,0
80,34,83,27,76,69,82,35,53,92,61,78,19,67,31,18,12,6,0
81,15,78,44,67,100,95,24,77,5,43,35,0,91,44,0,29,2,0
82,29,77,56,42,63,7,0,0,17,38,60,65,100,100,34,87,1,0
83,0,65,53,65,76,96,25,100,34,72,97,74,100,36,92,0,4,0
84,22,88,58,100,52,70,45,51,100,46,98,21,53,3,0,0,5,0
85,14,86,0,43,22,5,64,0,100,31,88,74,48,100,14,76,0,0
86,0,95,53,100,70,89,56,45,62,0,24,25,48,36,100,42,3,0
87,17,74,0,73,34,96,100,100,87,78,71,48,51,17,39,0,6,0
88,100,100,73,97,44,75,45,51,82,41,75,13,37,0,0,2,2,0
89,41,87,100,100,37,90,0,63,40,51,95,37,61,10,0,0,7,0
90,72,68,39,92,55,62,51,47,93,69,76,42,58,14,77,19,3,0
91,34,91,57,100,33,78,63,30,88,52,84,23,45,4,97,0,5,0
92,21,82,41,89,85,67,44,32,15,3,19,14,37,22,88,27,6,0
93,95,100,69,94,42,81,37,53,11,47,4,25,0,12,0,4,8,0
94,17,77,29,100,68,71,40,25,0,1,0,10,39,9,100,2,3,0
95,59,100,46,85,0,60,53,50,99,64,89,58,62,29,55,0,4,0
96,0,51,9,62,47,80,85,98,100,79,87,50,71,30,59,0,1,0
97,41,63,33,100,57,69,35,27,0,0,3,7,43,8,100,0,2,0
98,0,79,24,93,60,95,68,75,55,51,48,26,62,10,99,0,2,0
99,68,100,65,56,18,55,42,92,94,81,99,34,59,0,0,2,9,0
100,80,95,40,92,30,68,58,36,85,10,74,30,60,45,80,48,3,0
101,0,82,32,100,60,73,68,44,50,0,37,38,58,50,95,47,7,0
102,95,100,55,98,35,70,85,88,80,60,72,40,35,18,0,0,9,0
103,37,97,18,58,15,18,55,0,98,20,90,60,45,80,0,64,0,0
104,65,100,42,72,4,47,0,26,62,20,98,40,91,25,85,0,4,0
105,98,97,50,85,20,58,0,30,12,0,72,2,45,25,0,18,6,0
106,4,85,0,50,35,30,40,0,10,18,5,65,40,92,100,100,5,0
107,0,70,35,98,85,85,85,45,72,5,50,0,45,40,100,50,7,0
108,10,98,3,75,0,48,58,45,98,65,82,50,75,24,68,0,4,0
109,97,92,52,90,18,58,0,28,16,0,75,4,72,34,15,27,6,0
110,63,75,38,100,67,89,55,62,76,50,98,24,67,0,45,13,3,0
111,100,62,55,100,0,82,42,55,85,78,93,30,59,3,0,0,8,0
112,8,78,29,100,73,93,48,69,62,40,99,14,57,0,18,12,2,0
113,0,69,18,100,54,87,43,45,10,13,11,0,55,4,100,10,1,0
114,45,80,81,100,78,84,77,57,87,29,55,5,0,0,100,1,1,0
115,36,82,54,100,98,89,79,62,93,35,79,8,34,0,0,16,3,0
116,48,84,10,71,0,23,38,0,88,19,100,61,68,99,34,78,0,0
117,3,36,7,24,41,0,88,16,99,58,72,95,22,99,0,61,0,0
118,55,91,14,67,0,23,38,0,85,15,100,59,75,99,29,92,0,0
119,27,82,65,100,99,85,80,59,93,42,95,17,53,0,0,1,3,0
120,12,82,14,92,63,73,49,18,28,47,19,25,70,43,96,39,3,0
121,93,99,55,81,17,48,0,31,21,1,88,7,76,30,12,33,6,0
122,23,97,0,80,8,43,62,53,99,78,71,58,49,27,32,0,4,0
123,70,84,29,61,82,27,69,0,0,10,41,43,98,71,66,99,7,0
124,0,74,28,99,81,97,73,62,42,33,4,9,44,1,99,0,2,0
125,29,85,45,58,51,17,8,0,0,28,10,73,51,93,99,99,5,0
126,99,99,63,89,23,51,36,8,95,0,91,41,28,49,0,16,6,0
127,30,70,56,87,99,99,70,79,45,59,19,40,2,19,0,0,1,0
128,9,66,29,36,15,2,0,0,11,35,21,72,54,93,99,99,5,0
129,77,99,25,99,0,63,2,23,45,0,92,17,99,58,86,96,0,0
130,22,82,0,78,49,55,59,28,34,0,61,47,37,87,100,90,3,0
131,8,70,15,30,38,0,92,14,97,58,64,99,31,93,0,71,1,0
132,0,73,21,84,86,93,99,100,70,71,49,44,35,20,26,0,6,0
133,6,83,0,98,32,80,37,51,7,26,5,8,50,3,100,0,2,0
134,48,99,29,54,0,20,58,22,98,40,72,80,73,39,72,0,4,0
135,0,84,31,100,63,75,61,37,56,0,33,23,53,37,100,39,7,0
136,10,77,7,45,34,16,28,0,10,29,0,60,32,86,100,100,5,0
137,16,60,95,72,90,100,0,91,13,71,98,60,89,29,69,0,9,0
138,28,98,3,65,0,22,28,0,64,10,93,40,98,80,62,91,0,0
139,4,83,42,100,70,69,50,31,19,0,0,32,48,39,100,43,7,0
140,73,91,41,97,27,65,71,49,78,45,93,16,49,0,0,19,5,0
141,100,100,46,99,0,55,40,24,42,0,7,18,36,53,82,88,8,0
142,0,93,37,100,63,67,32,18,14,0,1,39,43,48,99,51,7,0
143,0,92,38,100,70,73,78,38,80,0,28,13,39,28,100,30,7,0
144,100,100,53,97,18,67,0,33,9,0,57,9,53,39,15,27,6,0
145,29,84,5,48,14,7,68,0,100,35,97,77,52,100,0,83,0,0
146,24,91,0,48,17,0,75,13,100,58,77,100,21,80,3,34,0,0
147,0,86,44,100,93,97,100,60,85,22,59,0,39,30,88,35,7,0
148,66,90,85,100,100,79,77,55,86,34,87,11,43,0,0,5,3,0
149,70,98,26,100,35,73,85,92,85,69,100,23,58,0,0,13,9,0
150,12,95,38,98,67,80,55,29,44,19,40,11,36,28,90,53,4,0
151,0,92,48,100,95,75,68,51,33,0,25,7,15,0,100,42,7,0
152,30,89,15,72,0,32,45,10,66,14,80,63,90,79,54,100,1,0
153,25,94,55,100,88,90,73,60,52,37,58,8,22,0,0,15,3,0
154,0,99,33,100,100,85,58,44,20,0,12,3,8,25,100,31,6,0
155,47,87,3,69,0,18,22,0,79,10,95,50,85,80,67,100,0,0
156,39,91,40,100,72,88,65,55,48,27,63,6,34,0,0,18,2,0
157,0,0,50,20,80,48,100,75,77,100,22,93,24,70,81,60,8,0
158,18,96,24,55,80,35,47,0,0,0,0,55,38,92,100,100,5,0
159,5,90,57,100,93,87,76,64,59,42,66,9,27,0,0,23,3,0
160,33,69,51,100,71,85,60,48,45,38,77,12,45,12,35,0,2,0
161,19,100,15,83,0,45,58,23,95,41,62,50,75,30,50,10,5,0
162,48,82,75,100,79,92,68,42,55,18,0,6,25,3,100,0,3,0
163,37,100,0,91,68,53,80,0,20,13,88,52,100,89,20,68,7,0
164,20,75,40,100,73,74,55,39,25,10,0,5,48,6,100,0,1,0
165,16,100,5,77,0,34,47,25,92,37,58,47,80,22,70,0,4,0
166,51,77,83,100,75,89,67,46,62,30,100,20,42,8,0,0,6,0
167,2,28,70,66,35,95,0,38,40,0,100,45,94,100,24,87,0,0
168,40,88,62,100,77,80,59,44,50,25,0,9,30,4,100,0,2,0
169,30,100,20,85,0,43,50,27,87,44,69,50,85,25,75,0,5,0
170,23,95,45,80,67,82,98,70,77,61,65,38,62,19,93,8,1,0
171,78,100,14,85,3,49,100,43,92,79,87,89,71,39,58,1,4,0
172,48,96,0,27,33,0,99,46,35,68,12,40,63,55,4,9,0,0
173,0,58,30,94,78,95,97,85,90,57,76,39,73,20,81,3,1,0
174,67,100,25,83,5,50,0,18,34,0,98,11,64,30,6,17,6,0
175,87,88,42,100,20,60,70,76,99,81,90,37,54,14,0,0,9,0
176,98,100,62,89,30,65,12,32,0,4,48,5,49,25,8,13,6,0
177,10,65,26,100,49,68,30,29,0,2,15,9,56,0,97,7,2,0
178,33,85,0,62,68,52,64,10,1,0,6,42,20,88,99,98,5,0
179,0,70,40,87,80,92,96,82,88,63,82,41,72,23,87,5,1,0
180,73,98,50,100,55,70,30,28,0,0,15,33,49,18,97,5,2,0
181,0,80,47,100,72,68,49,40,48,0,30,20,50,42,100,45,7,0
182,0,99,25,90,15,63,55,35,98,47,88,69,64,38,60,0,4,0
183,77,100,40,85,8,58,0,42,84,37,100,38,72,20,55,0,4,0
184,49,88,80,100,100,87,79,60,70,38,71,18,40,5,0,0,3,0
185,0,91,48,100,69,73,70,36,58,0,33,34,53,50,100,55,7,0
186,0,97,47,100,73,84,75,67,90,50,100,28,85,14,54,0,3,0
187,22,90,62,100,93,75,73,52,67,41,99,17,52,0,0,16,3,0
188,95,100,55,92,25,64,0,34,18,3,70,0,57,29,5,33,6,0
189,88,95,42,100,49,65,98,85,92,77,96,31,54,0,0,25,9,0
190,24,92,19,100,12,65,40,22,13,0,0,38,52,68,100,89,6,0
191,50,98,14,76,0,35,32,0,78,18,100,54,82,88,45,100,0,0
192,69,85,89,100,100,73,67,56,93,41,82,12,43,5,0,0,4,0
193,59,100,22,77,0,34,38,0,81,24,100,65,79,99,35,87,0,0
194,21,84,9,48,59,42,39,0,0,7,13,66,53,98,100,100,5,0
195,19,60,42,100,78,83,56,37,16,0,0,15,51,16,100,3,2,0
196,33,69,50,100,93,93,60,48,14,12,0,24,47,0,100,6,2,0
197,0,83,36,100,69,82,73,40,58,0,27,24,62,41,100,53,7,0
198,17,58,40,100,75,80,53,34,14,0,0,13,48,13,100,0,2,0
199,100,55,77,100,31,93,0,49,15,2,67,0,100,41,85,80,0,0
200,91,83,47,97,29,63,0,38,56,35,69,33,70,14,0,18,5,0
201,100,96,67,100,36,79,10,46,0,12,75,0,93,12,27,25,6,0
202,100,77,60,95,18,59,52,97,100,74,91,38,61,3,0,0,9,0
203,47,79,61,100,76,80,57,59,89,46,81,19,42,0,0,14,3,0
204,100,100,59,98,25,90,20,51,65,57,82,23,47,0,0,4,5,0
205,100,88,53,93,30,65,88,10,0,0,41,44,82,94,22,100,8,0
206,100,93,64,100,17,72,0,36,30,2,95,0,92,27,33,24,6,0
207,48,74,70,100,83,78,55,63,94,50,78,15,39,0,0,20,3,0
208,100,82,68,57,24,69,56,100,100,81,95,41,60,6,0,0,9,0
209,37,89,88,100,88,74,48,50,93,45,100,17,54,0,0,2,3,0
210,3,85,12,90,43,60,37,28,70,18,34,50,65,7,30,5,1,0
211,10,74,40,100,90,75,60,50,20,25,10,15,60,1,100,12,2,0
212,0,78,50,80,95,90,70,80,55,50,40,30,30,15,5,0,1,0
213,6,65,15,30,35,10,80,20,95,60,65,95,25,95,0,60,0,0
214,80,100,30,85,55,65,85,80,95,40,90,20,45,0,0,0,9,0
215,12,90,2,75,0,30,25,0,80,15,95,55,65,95,5,90,0,0
216,75,100,15,90,0,50,5,18,50,0,95,20,95,55,80,90,0,0
217,6,100,0,75,4,35,60,40,95,75,85,75,85,35,80,0,4,0
218,50,90,2,70,40,30,20,0,0,25,55,60,95,95,8,90,8,0
219,50,80,50,95,95,80,75,55,35,35,75,20,50,2,0,0,3,0
220,65,89,19,97,0,58,79,29,93,0,0,33,50,55,100,85,8,0
221,42,67,71,89,68,98,63,53,78,27,0,0,26,12,100,14,1,0
222,29,100,12,95,0,68,48,43,100,69,75,46,47,30,33,0,4,0
223,72,90,28,100,32,70,91,33,73,0,0,27,54,63,100,92,8,0
224,100,100,54,90,29,72,10,41,0,7,45,0,51,26,8,28,6,0
225,18,60,6,20,43,0,84,30,100,68,84,100,33,87,0,56,0,0
226,0,66,27,100,54,81,40,40,6,4,7,0,55,3,100,2,2,0
227,58,92,23,72,0,26,39,0,83,23,100,69,71,100,32,75,0,0
228,63,100,36,77,0,47,58,39,100,51,78,72,68,37,72,0,4,0
229,77,82,26,100,37,66,95,32,76,0,0,24,53,59,100,89,8,0
230,17,90,35,98,0,74,45,28,79,0,87,19,85,51,91,83,5,0
231,0,73,24,96,48,82,34,50,13,23,21,10,58,3,99,0,6,0
232,10,79,33,98,82,86,47,62,99,51,94,22,50,3,0,0,2,0
233,65,82,0,97,1,63,94,33,98,0,10,14,49,55,71,95,7,0
234,0,60,30,70,67,89,98,99,78,73,56,49,37,24,25,0,3,0
235,11,76,0,30,28,0,65,0,99,25,93,73,60,99,37,70,1,0
236,98,61,44,59,0,69,21,99,64,97,71,63,70,30,78,0,8,0
237,36,98,10,70,0,28,31,0,80,4,99,41,74,77,26,86,0,0
238,0,94,40,98,64,71,53,34,42,0,18,29,48,42,98,44,6,0
239,41,98,0,72,5,42,88,39,98,52,54,66,50,32,60,0,3,0
240,55,98,44,73,0,61,18,0,35,24,89,63,76,50,39,98,0,0
241,16,100,0,79,4,55,59,45,96,59,78,53,81,33,86,0,3,0
242,68,96,23,85,0,49,13,0,66,10,97,33,89,67,48,99,0,0
243,0,98,38,100,65,68,36,31,14,0,12,39,57,45,100,37,7,0
244,31,100,29,67,59,32,19,0,3,27,0,74,40,94,100,93,5,0
245,72,93,12,89,0,51,14,0,63,3,98,27,99,61,45,100,0,0
246,43,100,10,74,0,27,32,0,75,16,100,54,86,95,42,90,0,0
247,21,100,0,77,9,51,63,48,100,63,84,58,83,29,87,0,4,0
248,65,95,18,90,0,53,16,0,60,4,96,26,100,62,84,100,0,0
249,80,87,26,69,0,36,10,0,71,6,100,38,85,72,44,100,0,0
250,62,88,48,100,76,92,59,33,100,31,29,17,45,55,93,78,5,0
251,100,98,82,99,25,67,74,52,85,0,0,5,29,12,0,0,9,0
252,27,72,33,100,100,66,61,39,100,42,83,15,37,44,88,36,7,0
253,13,69,2,31,36,0,79,5,100,49,82,93,38,99,0,68,0,0
254,34,95,0,65,61,47,56,3,12,0,23,49,35,96,100,100,5,0
255,0,75,45,83,100,100,82,81,65,61,43,41,29,21,9,0,1,0
256,99,81,56,100,19,76,78,68,94,72,88,36,67,3,0,0,9,0
257,96,100,72,88,46,66,22,42,5,17,35,0,54,17,0,23,6,0
258,94,100,40,88,5,54,0,16,62,0,100,32,39,32,22,0,6,0
259,0,94,65,100,100,81,92,51,81,21,69,0,23,21,88,29,7,0
260,15,92,33,100,55,94,72,48,56,23,0,19,38,12,100,3,3,0
261,63,100,50,88,22,75,100,65,82,0,44,0,27,55,99,78,6,0
262,0,77,24,96,100,93,80,66,59,41,31,0,35,18,100,25,7,0
263,33,100,17,94,44,68,100,55,69,30,52,46,32,31,0,0,4,0
264,72,89,100,100,37,88,15,49,74,58,82,33,40,0,0,9,5,0
265,12,100,28,78,34,100,48,57,65,9,0,0,37,14,100,20,2,0
266,0,84,34,100,51,60,55,8,39,0,36,31,68,46,100,65,7,0
267,44,93,48,100,49,62,28,26,4,0,0,42,52,52,100,67,7,0
268,60,87,97,100,100,98,49,96,8,73,59,54,50,0,0,14,5,0
269,27,100,20,72,35,100,47,54,66,11,0,0,36,9,100,16,1,0
270,12,88,100,100,23,85,51,44,88,47,76,50,38,0,0,10,6,0
271,33,60,69,100,100,95,72,50,65,63,88,15,41,0,0,12,3,0
272,0,71,48,86,92,99,100,100,89,61,73,46,39,19,93,0,1,0
273,55,75,79,100,8,70,40,48,53,0,0,6,35,38,100,68,7,0
274,24,91,59,100,100,83,60,54,77,40,91,13,50,0,0,11,3,0
275,0,63,36,75,77,90,100,100,94,72,81,44,81,20,97,0,1,0
276,70,92,97,100,39,86,12,58,79,67,80,29,37,0,0,15,5,0
277,50,85,82,100,100,79,71,55,92,36,96,20,49,0,0,7,3,0
278,0,93,10,100,46,98,45,67,28,32,27,0,64,4,100,19,2,0
279,42,96,15,77,24,47,59,50,67,41,89,38,73,13,95,82,7,0
280,35,93,0,99,32,64,100,0,30,22,64,43,92,87,70,26,3,0
281,78,91,67,88,50,79,81,89,54,39,93,51,85,0,0,12,2,0
282,23,100,0,80,0,46,25,30,57,27,76,46,79,35,99,0,4,0
283,100,97,58,96,10,81,0,58,47,58,67,35,54,16,11,0,5,0
284,65,100,27,82,0,49,22,0,79,19,98,53,63,91,17,66,0,0
285,93,90,45,100,38,72,0,43,41,54,73,37,49,12,9,0,5,0
286,82,99,29,85,0,45,19,0,80,17,97,56,62,95,14,68,0,0
287,58,100,34,95,9,58,4,23,49,0,99,16,56,33,0,20,6,0
288,18,100,0,66,48,37,32,0,2,13,5,68,42,93,100,96,5,0
289,63,93,55,78,95,37,50,0,0,25,50,52,92,98,32,93,8,0
290,95,82,20,94,12,68,85,38,64,0,0,21,45,60,97,99,8,0
291,67,90,85,77,72,98,74,76,99,48,91,14,41,0,0,18,9,0
292,50,99,14,85,3,52,0,19,44,0,99,7,63,17,11,7,6,0
293,1,64,37,78,61,99,71,85,76,64,78,42,82,20,99,0,1,0
294,31,99,0,69,10,23,55,0,99,21,94,67,54,97,14,76,0,0
295,7,65,25,99,37,88,36,47,27,8,0,0,48,4,99,6,1,0
296,64,71,23,44,20,0,68,7,99,46,89,92,41,99,0,74,0,0
297,74,99,45,61,0,35,36,41,93,43,99,81,71,42,55,0,4,0
298,18,85,62,99,88,79,50,56,71,36,99,13,48,0,0,1,3,0
299,31,88,14,92,21,17,59,5,97,38,89,66,47,98,0,82,1,0
300,19,50,37,100,39,85,36,40,42,1,0,0,45,6,99,9,2,0
301,0,99,50,95,98,77,96,48,75,20,68,0,87,25,67,38,5,0
302,10,77,42,100,78,68,20,50,67,40,96,13,35,0,0,15,4,0
303,68,63,88,100,37,92,63,65,99,65,88,25,51,0,0,0,7,0
304,41,93,76,97,79,72,72,57,99,33,70,11,33,0,0,5,2,0
305,28,90,59,58,99,20,18,0,0,34,54,57,89,93,21,97,6,0
306,67,66,97,100,0,93,34,52,82,12,6,0,12,37,86,67,7,0
307,29,95,23,61,60,28,47,0,65,32,99,64,80,100,0,84,9,0
308,95,100,53,87,31,54,23,17,55,0,75,30,36,45,0,25,5,0
309,55,100,50,80,0,40,15,25,0,30,95,20,65,30,75,0,4,0
310,0,95,40,100,80,75,45,35,15,0,5,10,40,45,100,40,7,0
311,100,100,60,85,25,60,0,30,5,0,60,3,70,30,30,40,6,0
312,20,80,30,95,40,50,25,0,0,10,60,50,90,95,25,85,8,0
313,0,85,35,100,70,70,55,30,40,0,10,15,45,35,100,45,7,0
314,65,100,45,75,0,50,20,40,70,35,90,40,60,25,40,0,4,0
315,1,60,5,25,30,0,70,15,100,50,85,85,40,100,0,75,0,0
316,0,92,25,100,45,65,40,10,30,0,20,30,55,35,100,40,7,0
317,100,100,65,92,25,60,0,32,10,0,70,5,80,38,35,45,6,0
318,40,100,25,80,0,50,5,30,65,25,100,50,80,25,60,0,4,0
319,71,91,68,100,61,78,69,65,99,45,92,25,47,19,0,0,4,0
320,0,78,24,97,45,85,59,61,52,34,20,15,46,0,100,6,2,0
321,63,81,59,100,82,73,62,52,99,39,87,30,53,11,0,0,3,0
322,15,65,17,94,53,87,63,68,80,36,74,14,39,0,100,0,1,0
323,92,96,45,100,48,90,51,75,95,50,97,10,49,0,0,0,5,0
324,29,79,36,99,67,79,56,58,76,41,85,22,44,0,100,0,2,0
325,42,89,52,100,74,80,66,62,94,48,91,19,46,0,0,0,3,0
326,0,72,23,93,50,82,50,59,60,33,25,10,43,0,100,5,2,0
327,60,90,55,100,79,76,64,60,98,44,89,27,48,0,0,0,4,0
328,12,68,21,95,47,86,55,57,70,32,22,13,42,0,100,0,2,0
329,38,78,40,91,87,65,73,55,27,12,18,30,30,45,80,50,6,0
330,0,59,22,75,70,92,94,88,73,60,50,42,42,28,32,0,1,0
331,0,86,28,53,48,18,4,0,2,34,3,76,38,95,95,93,5,0
332,68,77,45,100,58,55,78,14,0,0,22,30,98,58,72,87,8,0
333,22,76,0,71,32,41,73,14,9,0,3,38,27,85,98,98,5,0
334,0,0,39,9,73,30,97,59,84,92,36,97,20,69,62,59,9,0
335,60,78,89,99,89,67,65,41,33,18,0,0,45,11,98,15,2,0
336,21,97,11,68,0,37,33,23,79,25,97,54,80,30,72,0,4,0
337,0,61,21,95,59,98,51,57,24,26,17,0,54,0,97,5,2,0
338,97,64,51,58,11,73,53,98,93,74,87,41,55,13,0,0,9,0
339,52,92,33,72,68,45,69,0,0,18,42,58,93,85,0,97,7,0
340,35,100,32,68,0,47,41,33,98,42,82,57,84,32,88,0,3,0
341,97,99,49,84,21,55,3,24,27,0,76,12,35,21,0,1,5,0
342,98,77,48,65,14,73,53,98,73,63,72,28,49,0,0,11,9,0
343,31,76,62,97,55,72,38,24,12,0,0,7,48,6,99,4,1,0
344,27,95,53,58,74,20,22,0,0,33,50,60,98,93,32,96,8,0
345,15,77,34,99,57,76,36,40,0,13,5,12,54,0,99,11,2,0
346,40,98,15,71,52,38,37,0,0,8,15,59,44,98,98,99,5,0
347,85,76,47,92,15,57,0,18,43,0,97,23,99,61,65,98,0,0
348,44,93,0,59,22,29,84,29,99,58,69,98,68,49,70,0,4,0
349,73,82,39,91,17,71,53,26,40,11,72,12,55,28,62,22,5,0
350,0,89,41,83,88,91,96,60,77,63,54,40,57,24,58,0,1,0
351,94,95,63,99,18,82,0,34,10,0,90,16,64,30,12,32,6,0
352,22,100,30,76,65,41,67,35,25,0,25,52,58,15,100,89,4,0
353,100,84,70,98,22,89,0,49,15,17,60,0,69,26,19,30,6,0
354,0,78,29,72,74,88,99,70,80,70,59,45,54,23,55,0,1,0
355,64,100,37,81,0,53,58,42,95,77,88,57,83,21,86,0,8,0
356,0,85,34,94,50,75,42,46,22,20,22,6,59,4,99,0,2,0
357,88,92,52,96,10,74,0,40,12,0,82,14,65,27,14,33,6,0
358,0,90,36,78,80,93,97,55,79,65,61,47,56,22,59,0,1,0
359,55,98,33,68,36,52,73,49,92,70,61,48,58,30,41,0,4,0
360,0,43,37,60,70,86,98,99,71,72,45,49,28,24,21,0,1,0
361,29,53,46,72,94,96,99,100,67,73,37,48,12,23,0,0,1,0
362,42,91,14,70,58,46,54,12,0,0,17,45,35,89,97,99,5,0
363,59,97,24,67,20,50,91,53,98,70,45,91,24,43,0,0,4,0
364,88,100,45,84,98,89,90,67,89,42,86,17,54,2,0,0,9,0
