,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,real_identifier
58,54,4,311209,13,1,4,8,1,4,0,0,0,16,8,0,0
59,60,4,187011,11,9,2,6,0,4,1,0,0,46,39,0,0
60,38,2,123456,10,8,2,5,0,4,1,0,0,55,39,1,0
61,29,4,98765,12,9,4,9,1,4,0,0,0,35,26,0,0
62,55,5,234567,8,11,2,2,5,4,1,0,0,45,39,1,0
63,41,4,345678,11,7,6,6,0,4,1,0,0,50,26,0,0
64,36,2,456789,9,12,2,11,4,4,0,0,0,60,39,0,0
65,49,4,567890,7,10,4,8,2,4,1,0,0,40,26,1,0
66,31,5,678901,5,6,2,3,1,4,0,0,0,30,39,0,0
67,53,4,789012,13,14,2,10,5,4,1,0,0,20,39,0,0
68,25,2,890123,15,9,4,1,1,4,0,0,0,25,26,0,0
69,46,4,901234,6,8,2,4,0,4,1,0,0,50,39,1,0
70,38,4,242119,10,12,2,9,0,4,1,0,0,42,39,0,0
71,45,4,296491,12,8,4,5,4,4,0,0,0,55,39,0,0
72,32,4,181945,9,14,2,11,0,4,1,0,0,38,39,1,0
73,41,4,251357,11,10,2,6,0,4,1,0,0,48,39,0,0
74,50,4,228711,12,8,2,10,0,4,1,0,0,52,39,1,0
75,39,4,193021,10,12,2,8,0,4,1,0,0,40,39,0,0
76,47,4,263191,11,10,4,3,4,4,0,0,0,58,39,0,0
77,35,4,205499,9,14,2,12,0,4,1,0,0,45,39,1,0
78,44,4,235899,11,10,2,9,0,4,1,0,0,50,39,0,0
79,53,4,248011,12,8,2,6,0,4,1,0,0,54,39,1,0
80,38,4,184982,10,12,2,11,0,4,1,0,0,45,39,1,0
81,29,4,143621,9,13,4,3,3,4,0,0,0,38,39,0,0
82,41,5,163198,8,11,2,10,0,4,1,0,0,42,39,1,0
83,53,4,213982,11,9,2,8,0,4,1,0,0,48,39,1,0
84,27,4,103982,1,7,2,3,3,4,1,0,0,30,39,0,0
85,44,2,184982,12,14,0,10,4,4,0,0,0,40,39,0,0
86,36,4,163982,9,13,2,10,0,4,1,0,0,35,39,0,0
87,58,4,213982,15,10,2,3,0,4,1,0,0,45,39,1,0
88,34,4,143982,11,9,2,8,0,4,1,0,0,40,39,0,0
89,48,4,163982,10,12,2,11,0,4,1,0,0,50,39,1,0
90,38,5,201943,10,12,1,7,2,4,1,0,0,45,39,0,0
91,29,4,151921,14,11,3,9,1,4,0,0,0,35,39,0,0
92,56,6,283749,9,13,2,5,0,4,1,0,0,55,39,1,0
93,42,7,134419,11,9,2,4,5,2,0,0,0,40,39,0,0
94,34,5,247818,12,14,1,7,2,4,1,0,0,48,39,0,0
95,25,4,182439,15,10,3,8,3,4,1,0,0,42,39,0,0
96,50,6,305982,10,12,2,3,0,4,1,0,0,52,39,1,0
97,44,4,192021,9,13,2,10,0,4,1,0,0,40,39,0,0
98,39,7,141195,12,14,2,4,5,2,0,0,0,40,39,0,0
99,27,5,219843,14,11,1,7,2,4,1,0,0,38,39,0,0
100,29,4,285131,11,9,4,10,3,4,0,0,0,45,39,0,0
101,22,4,142916,11,9,4,7,3,4,1,0,0,38,39,0,0
102,42,4,308232,11,9,2,9,0,4,1,0,0,55,39,0,0
103,35,4,125098,11,9,4,5,1,4,1,0,0,42,39,0,0
104,25,4,221799,11,9,4,4,3,4,0,0,0,32,39,0,0
105,19,4,294392,2,8,4,8,2,2,1,0,0,22,39,0,0
106,44,4,321111,11,9,2,12,0,4,1,0,0,58,39,0,0
107,31,4,134910,11,9,4,11,1,4,1,0,0,98,39,0,0
108,48,4,208531,11,9,4,13,2,4,1,0,0,41,39,0,0
109,39,4,173250,11,9,0,14,1,4,1,0,0,41,39,0,0
110,38,4,181921,11,9,2,6,0,4,1,0,0,42,39,0,0
111,51,6,242119,11,9,2,2,0,4,1,0,0,58,39,0,0
112,41,2,173409,8,11,4,1,1,4,0,0,0,36,39,0,0
113,47,2,134919,11,9,2,1,5,1,0,0,0,41,3,1,0
114,44,4,249487,11,9,2,3,0,3,1,0,0,41,26,0,0
115,50,4,199638,11,9,0,1,1,4,0,0,0,41,39,0,0
116,27,4,167474,11,9,2,8,0,4,1,0,0,38,39,0,0
117,52,4,239157,11,9,2,10,0,4,1,0,1917,41,39,1,0
118,19,4,46996,1,7,4,8,3,4,1,0,0,4,39,0,0
119,58,4,203159,2,8,6,7,2,4,0,0,0,49,39,0,0
120,38,6,192119,10,12,2,9,5,4,1,0,0,45,39,0,0
121,29,4,123456,12,8,1,11,0,4,0,0,0,35,39,0,0
122,49,7,251892,14,11,2,6,4,4,1,0,0,48,39,1,0
123,25,2,98765,9,10,4,3,1,4,1,0,0,38,39,0,0
124,42,6,219876,11,9,2,10,0,4,0,0,0,50,39,1,0
125,55,4,185467,13,8,6,2,5,4,0,0,0,42,39,0,0
126,31,4,147895,0,7,4,5,1,4,1,0,0,40,39,0,0
127,46,7,289012,15,10,2,1,0,4,1,0,0,45,39,0,0
128,58,2,168219,12,9,6,8,4,4,0,0,0,38,39,0,0
129,36,6,205145,10,12,2,9,5,4,1,0,0,48,39,1,0
130,38,4,183421,10,8,3,9,2,2,0,0,0,38,39,0,0
131,49,4,201943,12,10,1,11,0,4,1,0,0,42,39,1,0
132,59,4,134419,8,12,5,7,1,2,1,0,0,45,39,0,0
133,29,4,481516,14,11,4,10,2,4,0,0,0,36,39,0,0
134,44,4,261701,9,13,2,5,0,4,1,0,0,40,39,1,0
135,51,4,192315,11,9,0,14,1,4,1,0,0,55,39,1,0
136,40,4,295195,0,6,2,3,0,4,1,0,0,32,0,0,0
137,36,4,419531,8,11,4,3,1,4,1,0,0,43,39,0,0
138,53,4,661591,9,13,4,8,1,4,1,0,0,39,39,0,0
139,46,4,148559,11,9,5,6,4,4,1,0,0,41,39,0,0
140,38,4,215421,11,9,2,10,0,4,1,0,0,45,39,1,0
141,29,4,189321,12,14,4,4,3,4,0,0,0,40,39,0,0
142,33,4,291165,11,9,2,14,0,4,1,0,0,50,39,1,0
143,42,4,174299,11,9,2,8,0,4,1,0,0,30,39,0,0
144,52,7,71223,11,9,2,3,0,4,1,0,1485,40,39,1,0
145,53,6,309963,11,9,2,14,0,4,1,0,0,60,39,1,0
146,48,4,206734,11,9,5,9,1,2,0,0,0,50,27,0,0
147,63,4,59868,11,9,6,12,1,4,0,0,0,43,39,0,0
148,22,4,455296,11,9,4,6,3,4,1,0,0,40,39,0,0
149,32,5,126402,7,12,2,12,0,4,1,0,0,40,39,0,0
150,38,4,123456,10,10,2,10,0,4,1,0,0,45,39,0,0
151,29,6,98765,12,11,2,13,0,4,1,0,0,50,29,0,0
152,42,4,54321,9,13,4,9,3,4,1,0,0,40,39,0,0
153,35,7,111111,11,9,2,12,0,4,1,0,0,40,39,0,0
154,61,0,222222,9,13,6,0,1,4,0,0,0,40,39,1,0
155,19,4,33333,6,5,4,12,3,4,1,0,0,10,39,0,0
156,30,4,44444,11,9,2,7,0,4,1,0,0,40,39,0,0
157,31,4,55555,11,9,4,1,3,0,0,0,0,40,39,0,0
158,29,7,66666,11,9,4,11,3,4,1,2000,0,40,39,0,0
159,26,4,77777,8,12,4,12,1,4,1,0,0,48,39,0,0
160,38,4,123456,10,12,2,9,1,4,1,0,0,45,39,1,0
161,29,4,98765,8,11,4,11,2,1,0,0,0,35,17,0,0
162,51,4,65432,13,15,2,5,0,4,1,0,0,50,39,1,0
163,25,4,321098,6,8,4,7,1,4,1,0,0,40,39,0,0
164,44,4,198765,14,16,2,12,0,4,0,0,0,55,39,1,0
165,36,4,147852,9,13,4,10,2,1,1,0,0,45,17,0,0
166,58,4,96321,11,9,3,3,1,4,1,0,0,50,39,0,0
167,33,4,187654,12,14,2,10,0,4,1,0,0,40,39,1,0
168,48,4,198743,15,10,2,13,0,4,1,0,0,55,39,1,0
169,26,4,123098,7,12,4,1,2,4,0,0,0,35,39,0,0
170,46,4,243911,10,12,2,9,0,4,1,0,0,38,39,0,0
171,25,4,298173,13,11,4,5,3,4,0,0,0,30,39,0,0
172,51,4,176542,8,12,2,11,5,1,0,0,0,45,36,1,0
173,38,4,191011,16,11,2,8,0,4,1,0,0,42,39,0,0
174,71,2,235621,6,5,2,12,0,4,1,0,0,40,39,0,0
175,18,0,145382,7,6,4,0,3,2,1,0,0,40,39,0,0
176,44,4,208501,9,13,2,10,0,4,1,0,0,40,39,1,0
177,29,4,261351,15,10,2,3,0,4,1,0,0,40,39,0,0
178,22,7,120492,15,10,4,1,3,4,0,0,0,15,39,0,0
179,56,6,29192,11,9,2,14,0,4,1,0,0,48,39,0,0
180,29,4,183451,12,11,0,3,1,4,1,0,0,42,39,0,0
181,58,7,201467,10,14,2,11,0,4,0,0,0,38,39,1,0
182,35,0,62319,11,10,4,2,1,4,0,0,0,40,39,0,0
183,49,4,153422,15,12,0,1,4,4,0,0,0,45,39,0,0
184,26,4,245191,15,11,4,1,3,2,0,0,0,36,39,0,0
185,52,6,208509,10,15,2,10,0,4,1,0,0,24,39,0,0
186,60,7,174451,10,15,2,10,0,4,1,0,0,40,39,1,0
187,25,4,56785,9,12,4,12,1,4,1,0,1502,12,39,0,0
188,46,2,259191,11,9,2,4,0,4,1,0,0,40,39,0,0
189,57,2,270491,14,14,2,10,0,4,1,0,1802,40,39,1,0
190,38,4,117821,10,12,2,11,1,4,0,0,0,50,39,0,0
191,45,7,201341,12,13,0,2,4,1,1,0,0,42,39,1,0
192,31,4,64329,11,10,2,12,0,4,0,0,0,48,39,0,0
193,50,2,156239,13,14,4,1,0,4,1,0,1902,38,39,1,0
194,35,4,72190,9,11,0,14,4,4,0,0,880,55,39,0,0
195,43,4,234106,10,12,2,10,0,4,0,0,0,92,39,0,0
196,36,1,149850,14,15,4,10,1,4,1,0,0,60,39,1,0
197,32,4,104580,9,11,2,4,0,4,0,0,0,40,39,1,0
198,51,5,192804,14,15,2,10,0,4,0,99999,0,33,39,1,0
199,30,4,82588,9,13,4,10,1,4,0,0,0,45,39,0,0
200,50,4,123456,12,11,2,7,0,4,1,0,0,50,39,1,0
201,35,5,98765,10,15,4,9,1,4,0,0,0,40,39,0,0
202,46,2,145678,8,13,0,10,1,1,1,0,0,48,39,1,0
203,39,6,135792,11,10,2,5,5,4,1,4000,0,45,39,1,0
204,55,4,167890,9,14,2,8,0,4,1,0,0,60,39,1,0
205,30,5,109876,15,9,4,1,1,4,0,0,0,40,39,0,0
206,48,1,152345,10,12,2,12,0,1,1,8000,0,50,19,1,0
207,40,4,149753,12,11,2,4,0,4,1,0,0,55,39,1,0
208,52,2,168945,11,9,0,11,1,1,1,0,0,50,39,1,0
209,36,6,139782,9,13,4,7,5,4,1,3000,0,45,39,0,0
210,38,4,141357,12,11,2,7,0,4,1,0,0,40,39,1,0
211,29,4,121876,10,8,4,5,3,4,0,0,0,30,39,0,0
212,55,5,84421,13,14,2,9,0,4,1,0,0,40,39,1,0
213,22,4,105623,16,12,4,11,3,4,0,0,0,25,39,0,0
214,42,4,127845,9,13,2,2,0,4,1,0,0,40,39,0,0
215,30,4,115467,15,10,4,6,4,4,1,0,0,40,39,0,0
216,51,5,83119,11,9,2,12,0,4,1,0,0,40,39,1,0
217,59,4,162391,9,13,2,10,0,4,1,0,1912,40,39,1,0
218,26,4,108813,5,4,4,12,3,1,0,0,0,20,40,0,0
219,36,1,152419,14,15,2,10,0,4,1,0,0,40,39,1,0
220,38,4,143219,10,14,2,7,0,4,1,0,0,45,39,0,0
221,29,6,191827,8,12,4,3,3,2,1,0,0,35,39,0,0
222,52,4,123854,9,13,2,10,1,4,0,15024,0,40,39,1,0
223,44,4,201219,11,9,6,4,4,4,0,0,0,25,39,0,0
224,31,6,172395,1,7,4,8,1,1,1,0,0,50,39,0,0
225,48,4,151066,11,9,2,7,0,4,1,0,0,30,18,0,0
226,56,4,162219,0,6,2,10,0,4,1,0,0,40,39,0,0
227,39,4,193219,11,9,6,3,4,4,0,0,0,20,39,0,0
228,40,6,171827,11,9,2,10,0,4,1,15024,0,40,39,1,0
229,51,4,161066,9,13,2,10,0,4,1,0,0,40,39,0,0
230,42,4,192201,10,12,4,6,1,4,0,0,0,45,39,0,0
231,28,7,302813,14,11,4,2,3,2,1,0,0,35,23,0,0
232,19,4,158441,8,10,4,10,1,4,0,0,0,25,39,0,0
233,51,4,221034,12,9,2,5,0,4,1,0,0,40,39,1,0
234,36,4,274913,11,13,4,7,1,4,0,0,0,50,39,0,0
235,44,4,183421,10,12,4,9,5,4,0,0,0,40,39,0,0
236,18,4,145275,3,9,4,13,3,4,0,0,0,20,39,0,0
237,54,4,249034,15,10,0,12,1,4,1,0,0,40,39,1,0
238,40,4,261504,9,13,4,5,1,4,1,0,0,40,39,1,0
239,59,2,20195,13,14,2,4,0,2,1,0,0,40,39,1,0
240,29,4,199943,12,10,2,5,0,4,1,0,0,45,39,1,0
241,52,4,267912,10,8,2,9,0,2,1,0,0,40,39,0,0
242,41,4,141644,11,9,4,7,3,4,0,0,0,35,39,0,0
243,58,1,251481,9,12,2,1,0,4,1,0,0,50,39,1,0
244,33,4,296135,14,15,2,10,0,2,1,0,0,40,39,1,0
245,49,4,215542,8,11,2,4,0,4,1,15024,0,45,39,1,0
246,26,4,111111,11,9,4,1,3,2,0,0,0,40,39,0,0
247,44,7,305963,10,16,2,10,0,4,1,0,0,50,39,1,0
248,38,2,277811,9,13,2,1,5,4,0,0,0,40,39,1,0
249,50,4,231111,12,10,2,5,0,4,1,0,0,45,39,1,0
250,28,4,123456,10,8,2,7,0,4,1,0,0,45,39,0,0
251,42,4,98765,12,10,4,9,3,2,0,1500,0,50,39,1,0
252,19,4,145678,9,12,2,3,0,4,1,0,0,35,39,0,0
253,38,4,210987,11,9,4,11,3,1,1,0,0,40,39,0,0
254,49,2,187654,10,8,2,6,0,4,1,0,0,55,39,0,0
255,22,4,156789,12,10,4,8,3,4,1,0,0,45,39,0,0
256,35,4,129876,9,13,2,2,0,2,1,0,0,50,39,1,0
257,46,4,201234,11,9,4,7,3,4,0,0,0,40,39,0,0
258,29,4,145678,10,8,2,9,0,4,1,0,0,45,39,0,0
259,41,2,187654,12,10,4,5,3,1,1,1500,0,50,39,1,0
260,38,4,291823,10,12,3,9,1,4,1,0,0,45,39,0,0
261,28,7,243945,8,11,5,11,1,4,1,0,0,35,39,0,0
262,24,4,189142,1,6,2,3,0,4,1,0,0,42,39,0,0
263,34,4,413685,11,9,2,7,0,4,1,0,0,48,39,1,0
264,40,4,274211,12,14,2,4,0,4,1,0,0,52,7,1,0
265,43,4,436204,15,10,4,8,3,4,1,0,0,52,39,0,0
266,29,7,294821,9,13,4,10,1,4,1,0,0,32,39,0,0
267,42,4,361945,9,13,4,10,1,4,1,0,0,42,39,1,0
268,59,4,209821,6,5,6,7,4,4,0,0,0,42,39,0,0
269,41,4,134382,11,9,0,6,1,4,1,0,0,42,39,0,0
270,35,4,213421,12,11,3,9,2,4,1,2345,0,50,39,1,0
271,49,4,191021,10,8,1,5,5,2,0,0,150,45,39,0,0
272,29,4,268011,14,12,4,11,1,4,1,1000,0,35,12,1,0
273,40,4,229154,13,10,2,7,4,4,0,0,0,55,39,0,0
274,45,4,175236,9,6,3,10,3,2,1,2500,0,40,39,1,0
275,39,4,242351,11,9,1,2,5,4,0,0,100,30,39,0,0
276,25,4,201037,15,10,4,9,2,4,1,0,0,25,12,1,0
277,36,4,261212,12,11,2,6,1,2,0,1500,0,50,39,0,0
278,48,4,221198,10,8,3,8,4,4,1,0,0,40,39,1,0
279,31,4,281047,14,12,1,11,5,4,0,2000,0,35,12,0,0
280,41,4,123456,10,8,3,5,2,4,1,0,0,35,39,0,0
281,58,7,98765,12,11,1,2,4,4,0,0,0,45,39,1,0
282,29,4,54321,9,7,2,6,0,4,1,0,0,30,39,0,0
283,46,4,234567,13,12,3,9,1,4,1,0,0,40,39,0,0
284,35,4,76543,8,6,2,11,3,4,0,0,0,50,39,0,0
285,50,4,345678,14,13,1,7,2,4,1,0,0,35,39,1,0
286,27,4,123456,10,8,4,5,0,4,1,0,0,40,39,0,0
287,39,4,98765,12,11,2,3,1,4,0,0,0,45,39,0,0
288,44,4,54321,9,7,3,6,3,4,1,0,0,30,39,0,0
289,31,4,234567,13,12,2,9,2,4,1,0,0,40,39,0,0
290,35,4,187654,12,8,2,5,1,4,1,0,0,45,39,0,0
291,48,4,249811,10,7,4,10,3,2,0,0,0,40,39,0,0
292,59,5,301192,15,10,2,9,0,4,1,0,0,40,39,1,0
293,32,4,175421,11,9,4,8,1,4,0,0,0,50,39,0,0
294,45,4,292151,9,13,4,11,3,2,1,0,0,40,39,0,0
295,38,1,261411,6,5,0,7,1,4,0,0,0,45,39,0,0
296,50,4,206813,12,8,5,2,0,4,1,0,0,50,39,0,0
297,25,4,142192,15,10,4,4,3,4,0,0,0,40,39,0,0
298,56,5,316219,11,9,2,6,0,4,1,0,0,40,39,0,0
299,30,4,233421,9,13,4,12,1,2,0,0,0,45,39,0,0
300,45,4,182310,12,11,3,5,1,4,0,0,0,42,39,0,0
301,38,4,143921,10,8,1,2,3,4,1,0,0,40,39,0,0
302,50,4,201195,13,12,5,6,1,4,0,0,0,40,39,1,0
303,29,4,129587,14,13,2,1,0,4,1,0,0,40,39,0,0
304,36,4,156734,11,9,4,3,1,4,0,0,0,40,39,0,0
305,58,4,191481,12,14,2,0,0,4,1,0,0,50,39,1,0
306,46,4,173429,11,9,5,8,1,4,0,0,0,40,39,0,0
307,39,4,142193,15,10,2,10,0,4,1,0,0,40,39,1,0
308,34,4,167540,15,10,0,4,4,4,0,5000,0,60,39,0,0
309,25,7,18798,7,12,4,1,1,4,0,0,0,40,11,0,0
310,42,2,291723,10,14,1,9,0,4,1,0,0,42,39,0,0
311,38,4,123456,12,16,3,5,2,4,0,1200,0,50,39,1,0
312,27,1,654321,11,15,0,8,1,4,1,0,100,38,39,0,0
313,49,4,987654,8,12,2,6,3,4,0,0,0,48,39,1,0
314,31,2,111111,9,13,4,11,0,4,1,0,0,40,39,0,0
315,45,4,222222,14,17,0,7,2,4,0,2000,0,52,39,1,0
316,24,1,333333,10,14,3,9,1,4,1,0,0,36,39,0,0
317,34,4,444444,13,16,1,5,0,4,0,0,0,44,39,0,0
318,41,2,555555,11,15,2,8,2,4,1,0,0,46,39,1,0
319,28,4,666666,9,13,4,10,3,4,0,0,0,42,39,0,0
320,46,4,245678,14,11,2,9,0,4,1,0,0,50,39,1,0
321,28,4,198723,13,12,4,8,3,3,0,0,0,42,39,0,0
322,35,7,156823,11,10,0,11,4,4,0,0,0,38,39,0,0
323,49,4,278912,15,9,2,6,0,4,1,0,0,55,39,1,0
324,44,4,219854,12,14,2,9,0,4,1,0,0,48,39,0,0
325,29,4,187654,14,11,4,7,3,3,0,0,0,40,39,0,0
326,51,4,259876,11,9,2,4,0,4,1,0,0,52,39,1,0
327,34,7,143987,13,12,0,10,4,4,0,0,0,36,39,0,0
328,48,4,236543,15,10,2,12,0,4,1,0,0,58,39,0,0
329,40,4,202765,12,14,2,8,0,4,1,0,0,45,39,1,0
330,58,3,123456,12,11,2,10,0,4,1,5000,0,48,39,0,0
331,41,5,98765,10,14,2,7,0,4,1,0,0,55,39,0,0
332,62,2,156789,9,12,2,9,0,4,1,0,0,42,39,0,0
333,38,6,234567,13,10,2,5,0,4,1,0,0,52,39,0,0
334,51,4,345678,8,13,2,11,0,4,1,0,0,45,39,0,0
335,29,1,456789,15,9,2,6,0,2,1,0,0,40,39,0,0
336,49,4,567890,11,12,2,8,0,4,1,0,0,50,39,0,0
337,35,6,678901,9,14,2,4,0,4,1,0,0,55,39,0,0
338,59,3,789012,10,11,2,2,0,4,1,0,0,48,39,0,0
339,46,5,890123,12,10,2,10,0,4,1,0,0,45,39,0,0
340,42,6,181351,15,10,3,8,1,4,1,0,0,50,10,0,0
341,25,4,105125,11,9,2,1,0,4,1,0,0,30,39,0,0
342,38,2,251854,15,10,4,12,4,2,0,0,0,60,39,1,0
343,45,6,422960,15,10,3,4,1,4,1,0,0,80,10,0,0
344,29,4,332125,11,9,4,7,2,4,1,2176,0,25,39,0,0
345,36,4,116234,15,10,4,7,1,4,1,0,0,44,39,0,0
346,26,4,149531,15,10,2,12,0,4,1,0,0,40,39,0,0
347,41,4,176871,15,10,5,1,4,2,0,0,0,40,39,0,0
348,24,6,181351,15,10,3,8,1,4,1,0,0,50,10,0,0
349,35,2,251854,15,10,4,12,4,2,0,0,0,60,39,1,0
350,38,4,213942,11,9,2,8,0,4,1,0,0,50,39,0,0
351,29,6,195623,9,13,0,14,1,4,1,0,1564,45,39,1,0
352,44,2,201342,15,10,2,12,0,0,1,0,2057,55,39,0,0
353,31,4,248525,11,9,0,4,1,4,1,0,0,50,39,0,0
354,36,4,161058,15,10,2,8,0,4,1,0,0,60,26,0,0
355,40,6,143609,9,13,2,0,0,4,1,0,0,25,39,0,0
356,45,4,282882,11,9,4,12,4,2,0,0,0,40,39,0,0
357,39,5,356689,11,9,2,6,0,4,1,0,0,55,39,0,0
358,37,4,226525,11,9,0,4,1,4,1,0,0,50,39,0,0
359,46,2,174491,11,9,0,13,1,2,0,0,0,40,39,0,0
360,42,4,281419,10,8,3,5,2,4,0,0,0,32,39,0,0
361,29,4,243899,12,11,5,9,1,1,1,0,0,45,40,0,0
362,49,4,308135,8,6,2,11,4,2,0,0,0,38,19,0,0
363,35,4,269941,14,10,4,7,3,4,1,0,0,42,39,0,0
364,56,4,224589,9,7,6,1,0,4,0,0,0,30,39,0,0
365,25,4,299116,13,9,4,4,1,1,1,0,0,48,40,0,0
366,44,4,261763,7,6,3,12,2,2,0,0,0,36,19,0,0
367,31,4,288492,11,9,5,9,4,4,1,0,0,40,39,0,0
368,47,4,235899,10,8,2,5,1,1,0,0,0,45,40,0,0
369,38,4,276419,9,7,4,11,3,4,1,0,0,42,39,0,0
370,51,4,201123,11,9,2,3,0,4,1,0,0,55,39,0,0
371,31,6,245678,15,10,4,1,3,4,0,0,0,50,39,0,0
372,68,7,143201,9,13,2,12,0,4,1,0,0,45,39,1,0
373,29,1,176532,11,9,4,8,3,4,0,0,0,40,39,0,0
374,44,6,212345,15,10,0,10,1,4,0,0,0,60,39,0,0
375,25,4,167890,9,13,2,3,0,4,1,0,0,50,39,0,0
376,62,6,201234,11,9,4,1,3,4,0,0,0,55,39,0,0
377,38,4,143456,15,10,2,12,0,4,1,0,0,40,39,1,0
378,49,7,245901,9,13,4,8,3,4,0,0,0,45,39,0,0
379,59,6,176543,11,9,0,10,1,4,0,0,0,50,39,0,0
380,58,4,54281,10,12,3,11,4,4,0,0,0,40,39,0,0
381,41,4,421913,13,10,2,2,0,4,1,0,0,40,39,1,0
382,70,0,193863,6,5,6,1,2,4,0,0,0,20,31,0,0
383,59,4,71683,9,11,2,6,0,4,1,0,0,45,39,0,0
384,19,4,721712,1,7,4,9,3,4,1,0,0,18,39,0,0
385,55,4,161691,11,13,0,10,1,4,0,0,2559,40,39,1,0
386,52,4,163826,12,10,2,13,0,4,1,0,0,40,39,1,0
387,61,4,54281,8,9,3,5,4,4,0,0,0,40,39,0,0
388,44,4,421913,14,11,2,3,0,4,1,0,0,40,39,1,0
389,69,0,193863,7,6,6,0,2,4,0,0,0,22,31,0,0
390,53,2,123456,12,11,1,9,2,3,1,5000,0,42,38,1,0
391,31,5,98765,10,14,3,5,5,1,0,0,1000,38,29,0,0
392,41,3,147852,8,12,4,11,1,2,1,2000,0,45,40,1,0
393,39,4,135791,13,8,2,6,3,4,0,0,0,32,39,0,0
394,56,1,216543,9,10,5,2,4,3,1,8000,0,48,31,1,0
