Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
7.2,0,115,0.28,0.83,51.928,10,110,-114.54,8,6,5,11,2,2,90,321,2430,9,0.353,7,1,365,829.912
6.3,0,78,0.49,0.777,44.039,30,4,-105.143,48,6,5,12,2,6,21,320,2595,11,0.477,7,1,219,842.764
9.3,4,63,0.35,0.73,56.165,1400,4,2.227,46,1,5,28,6,6,9.3,368,2250,11,0.513,12,0,178,854.985
36,0,75,0.5,0.66,32.767,0.5,110,-103.501,48,6,5,5,2,6,120,290,2520,6,0.513,21,1,294,810.888
15.6,9,104,0.3,0.757,26.033,1000,8,50.533,6,5,5,28,7,7,36,185,1663.7,11,0.513,7,1,240,921.824
45,4,36,0.48,0.84,41.615,100,160,83.883,9,2,5,16,4,6,1950,33,3426,11,0.27,16,1,399,844.776
63,9,40,0.5,0.66,28.198,100,94,33.456,13,0,5,15,8,2,69,123,2760,11,0.27,7,0,208,839.763
3.6,0,117,0.24,0.793,48.852,120,4,-101.1,48,6,5,20,3,6,30,31,1482,11,0.513,4,1,210,842.764
63,2,64,0.42,0.73,5.598,2000,151,114.558,18,2,5,20,0,2,81,313,1821,11,0.513,15,1,267,829.912
24.6,0,113,0.46,0.76,51.928,0.4,110,-114.54,8,6,2,8.3,2,2,30,319,2520,6,0.353,4,1,68,801.7
60,0,89,0.5,0.633,61.583,1000,177,75.183,36,3,5,32,3,2,90,311,1800,11,0.513,7,1,393,921.824
42.6,0,104,0.3,0.71,26.033,4,0,50.533,6,5,5,11,2,5,84.3,24,2032.8,2,0.513,7,1,108,820.29
18,0,75,0.353,0.89,32.768,1.5,74,-103.66,48,6,5,9,2,5,30,88,1290,6,0.513,21,1,227,815.562
30,0,117,0.3,0.757,48.852,0.1,77,-101.175,48,6,5,6,3,5,120,231,2700,9,0.353,4,1,72,810.888
45,0,75,0.26,0.77,32.766,0.5,110,-102.844,48,6,5,8,2,6,120,290,1443,6,0.513,21,1,308,852.41
60,9,63,0.45,0.633,55.343,120,34,4.9,11,1,5,20,6,5,90,58,2470.4,11,0.477,7,0,349,854.985
24.6,4,63,0.397,0.85,55.15,235,155,2.883,46,1,5,25,7,2,29.4,185,2250,11,0.513,12,0,148,839.763
9.3,0,115,0.41,0.73,53.263,30,106,-115.801,8,6,5,10,2,5,9.3,375,1560,9,0.513,9,1,406,792.574
60,2,64,0.35,0.77,61.129,1200,155,1.385,46,1,5,25,6,2,90,58,2278.5,11,0.513,12,0,29,834.808
45,2,64,0.4,0.82,61.383,100,155,1.75,46,1,5,20,6,2,195,58,2790,11,0.27,12,0,391,834.808
45,0,89,0.4,0.89,58.459,140,186,81.267,36,3,5,24,3,2,135,389,1830,11,0.513,12,1,389,815.562
60,2,63,0.32,0.73,56.567,5000,155,3.085,30,1,5,32,6,5,90,108,2652.9,11,0.27,12,0,391,825.073
15,0,78,0.4,0.66,44.039,100,155,-105.028,48,6,5,15,3,6,30,232,2595,11,0.513,7,1,247,842.764
21.6,2,9,0.26,0.61,37.917,1000,160,118.283,9,2,5,27.667,6,5,69,164,1612.8,11,0.513,17,1,438,921.824
45,0,75,0.3,0.777,31.429,5,110,-102.29,48,6,5,6,2,6,600,290,2880,6,0.353,21,1,96,810.888
6.3,0,78,0.44,0.76,43.746,24,110,-105.279,48,6,5,13.333,2,6,21,256,2595,11,0.353,7,1,243,844.776
11.7,0,115,0.28,0.757,55.2,100,34,52.833,36,3,5,20,2,6,36,308,1614,11,0.513,4,1,347,820.29
24.6,9,9,0.447,0.7,38.21,5,128,117.06,9,2,2,2.5,6,2,177,210,3426,6,0.547,15,1,438,758.713
6.9,0,115,0.3,0.817,51.928,15,106,-114.54,8,6,5,9.5,2,6,36.3,290,2430,9,0.353,7,1,124,820.29
36,0,115,0.4,0.79,55.15,200,155,52.833,36,3,5,25,2,2,99,8,824.5,11,0.513,4,1,311,860.182
5.7,0,78,0.26,0.64,44.039,7.6,128,-105.278,48,6,5,9.9,2,2,42,256,2591.7,6,0.513,7,1,139,820.29
15,0,75,0.3,0.723,32.894,20,110,-103.554,48,6,5,11,2,5,36,290,1447.5,6,0.513,21,1,413,829.912
4.5,0,117,0.15,0.71,48.852,0.1,110,-101.175,48,6,5,8,3,2,12,133,982.5,6,0.513,4,1,296,829.912
16.8,0,115,0.25,0.77,53.229,30,106,-115.547,8,6,5,10,2,6,44.4,290,2550,11,0.353,9,1,388,820.29
9.9,4,63,0.35,0.707,55.114,1000,34,5.199,11,1,5,28,7,4,13.8,263,1875,1,0.56,7,0,391,876.161
18,9,63,0.31,0.73,56.567,60,155,3.085,30,1,5,20,6,2,24,108,3033.3,11,0.377,12,0,29,825.073
10.2,4,63,0.49,0.85,57.017,5000,34,2.562,46,1,5,28,6,2,12.3,58,1620,11,0.513,12,0,24,839.763
24.6,9,66,0.35,0.73,70.327,50,22,-148.019,48,6,5,20,5,2,105,399,600,11,0.513,12,1,367,959.322
19.8,9,115,0.22,0.633,53.65,7,170,2.388,46,1,5,9,8,2,24,15,2250,11,0.513,12,0,131,834.808
24.6,0,117,0.45,0.77,48.1,1.5,4,-102.87,48,6,5,11,3,2,30,24,2430,6,0.27,4,1,186,825.073
24.6,0,117,0.45,0.66,48.859,25,4,-101.142,48,6,5,14,3,5,30,7,1448.7,9,0.513,4,1,219,844.776
9.9,0,3,0.45,0.778,35.6,8,110,-100.29,48,6,5,10.2,2,6,19.8,396,1814.8,6,0.513,4,1,24,834.808
13.2,0,75,0.4,0.76,31.62,30,46,-103.23,48,6,5,10,2,5,36,118,2550,6,0.513,21,1,172,820.29
24.6,0,117,0.417,0.83,48.75,0.4,110,-100.92,48,6,2,11,3,2,30,385,2520,13,0.27,26,1,376,825.073
42.6,0,115,0.44,0.73,52.838,120,110,-114.54,8,6,5,12.1,2,2,75,321,2310,9,0.353,7,1,95,820.29
57,0,85,0.4,0.82,36.272,10,3,-100.662,48,6,5,10,2,5,165,291,945,13,0.513,4,1,137,854.985
15,0,75,0.45,0.79,32.766,0.1,34,-102.688,48,6,5,8,2,6,30,290,1410,6,0.513,21,1,249,820.29
9.9,0,117,0.4,0.747,48.852,10,34,-100.892,48,6,5,16,3,5,30,232,993,9,0.513,4,1,172,854.985
6.9,0,115,0.38,0.76,53.229,10,176,-115.801,8,6,5,8.3,2,5,24,375,2430,9,0.513,7,1,183,825.073
9,0,117,0.353,0.7,48.852,90,110,-101.1,48,6,5,13,3,2,24,232,1482,9,0.513,4,1,193,865.443
8.4,0,113,0.22,0.73,55.114,8,34,-114.54,8,6,5,9.667,2,2,19.5,375,2550,11,0.353,9,1,240,834.808
30,0,115,0.12,0.79,52.838,0.1,155,51.738,36,3,5,5,2,2,120,213,2250,6,0.513,4,1,24,839.763
30,0,75,0.35,0.66,32.768,100,110,-103.65,48,6,5,13,2,6,90,290,1680,6,0.513,21,1,275,815.562
42.6,2,9,0.38,0.73,37.917,4,128,118.433,9,2,5,1.8,6,6,181.1,162,2589.6,6,0.353,0,1,403,839.763
6.3,0,89,0.31,0.757,61.583,1200,169,75.183,36,3,5,28.333,3,2,9.9,367,982.5,11,0.513,7,1,429,865.443
6.9,4,3,0.4,0.76,28.199,1000,111,-90.716,48,6,5,30,1,5,21.3,395,2285.7,11,0.513,15,0,143,921.824
8.4,0,75,0.4,0.83,32.894,1,110,-103.554,48,6,5,9,2,6,12.9,118,825,6,0.513,21,1,396,815.562
13.8,0,115,0.353,0.633,53.263,0.4,110,-115.586,8,6,5,6,2,2,36,375,2520,9,0.353,7,1,413,825.073
8.4,0,115,0.41,0.79,51.928,100,110,-114.54,8,6,5,12,2,6,39,349,2430,9,0.513,7,1,70,825.073
7.2,0,3,0.397,0.89,39.766,7.2,128,-101.083,48,6,2,10.5,2,13,12.9,105,1452,6,0.513,7,1,186,779.614
6.9,0,117,0.447,0.75,48.852,1000,34,-100.292,48,6,5,30,2,2,21,84,1304.8,11,0.513,4,1,169,904.153
12.9,2,9,0.29,0.677,38.21,100,160,117.06,9,2,5,10.833,6,6,90,162,3420,6,0.377,17,1,438,852.41
12,0,89,0.3,0.77,61.583,120,177,75.183,36,3,5,17,3,2,24,371,2310,11,0.513,7,1,416,839.763
9.9,0,117,0.447,0.633,48.852,7,4,-101.092,48,6,5,12,3,6,36,231,2485.5,6,0.353,4,1,219,810.888
6.9,0,115,0.447,0.77,55.471,100,155,-119.202,8,6,5,10.2,2,6,13.8,375,1834.1,9,0.513,26,1,413,825.073
7.8,2,63,0.38,0.76,56.567,1000,155,3.086,30,1,5,27,6,5,9,185,2118.6,11,0.513,12,0,155,839.763
7.8,0,115,0.49,0.778,53.229,5,110,-115.801,8,6,5,6,2,2,9,395,2430,6,0.513,7,1,345,810.888
9.3,0,115,0.41,0.757,52.838,0.8,24,-114.279,8,6,5,7,2,5,24,366,1710,9,0.513,7,1,70,825.073
7.2,0,117,0.447,0.85,48.852,15,155,3.102,15,1,5,23,2,5,17.4,25,2799.9,11,0.27,15,1,16,829.912
15,4,63,0.4,0.73,56.262,1000,178,3.395,30,1,5,30,7,2,21,297,2652,11,0.27,12,0,124,844.776
13.8,2,9,0.25,0.73,37.917,500,160,118.433,9,2,5,23,6,5,99,161,1132.8,11,0.513,17,1,399,892.744
57,4,63,0.5,0.66,58.069,1000,178,1.383,46,1,5,27,7,2,69.3,108,2070,11,0.513,12,0,296,839.763
30,0,115,0.26,0.79,52.838,20,24,-3.23,46,1,5,10,2,2,39,356,4440,11,0.513,7,2,319,839.763
30.6,9,102,0.3,0.76,48.75,1000,22,3.481,15,1,5,25,11,6,35.4,11,1666.8,11,0.513,15,1,330,839.763
21.3,0,115,0.397,0.84,53.264,100,110,-115.574,8,6,2,11,2,2,75,373,2430,6,0.353,7,1,290,825.073
60,0,115,0.32,0.73,52.838,8,155,51.738,36,3,5,10,2,5,69,25,2272.5,6,0.27,4,1,108,839.763
7.2,0,3,0.427,0.86,36.272,0.1,110,-100.282,48,6,2,6,2,6,45,118,3900,11,0.547,4,1,139,788.301
33,0,75,0.353,0.66,32.388,0.8,110,-102.554,48,6,5,8,2,5,120,290,1620,6,0.513,21,1,296,839.763
27,9,39,0.46,0.71,29.841,600,94,-93.501,48,6,5,24,1,2,105,291,3720,11,0.4,17,0,348,797.183
15,0,75,0.4,0.77,32.894,0.1,110,-103.554,48,6,5,5,2,2,30,290,2857,6,0.377,21,1,199,810.888
30,0,75,0.31,0.677,32.766,8.3,178,-102.801,48,6,5,10,2,5,165,290,1290,6,0.513,21,1,345,865.443
15.6,0,117,0.36,0.77,50.2,10,155,-111.283,8,6,2,10,3,2,30,361,2430,6,0.353,7,1,70,834.808
6,4,63,0.397,0.7,56.262,500,155,2.069,46,1,5,20,6,7,9.9,185,2118.9,11,0.513,12,0,24,839.763
4.5,0,75,0.22,0.633,32.766,5,110,-103.716,48,6,5,6,2,5,12,118,1629,6,0.513,21,1,290,825.073
24.6,9,63,0.32,0.73,58.069,1000,61,0.231,46,1,5,28,6,5,31.1,242,2118.6,15,0.513,12,0,155,839.763
11.7,0,3,0.417,0.913,36.272,0.1,120,-100.292,48,6,2,6,2,6,75,118,4447.5,11,0.493,4,1,256,758.713
12.9,0,89,0.27,0.64,61.583,5,172,75.183,36,3,5,10.833,3,2,45,372,2520,11,0.27,7,1,391,825.073
3.6,0,117,0.15,0.757,48.852,2,4,-101.143,48,6,5,20,3,2,12.9,296,150,6,0.513,4,1,219,849.85
27,0,104,0.417,0.66,26.983,5,121,49.617,37,5,5,10,2,5,30,213,2018.6,9,0.513,7,1,240,815.562
36,0,89,0.45,0.783,61.583,100,169,75.183,36,3,5,19,3,2,99,348,2310,11,0.513,7,1,391,870.769
8.4,0,78,0.28,0.77,44.039,13.5,110,-105.029,48,6,5,13,2,2,36,338,2595,11,0.353,7,1,137,844.776
21.6,0,75,0.397,0.77,32.766,5,128,-103.802,48,6,5,4,2,2,30,118,1680,6,0.513,21,1,396,820.29
10.5,4,63,0.29,0.717,56.262,20,61,3.922,30,1,5,25,7,2,11.4,308,2310,11,0.513,12,0,376,839.763
7.2,0,89,0.46,0.83,61.583,100,77,75.183,36,3,5,20,3,2,12.3,372,2250,11,0.513,7,1,367,825.073
9.3,0,3,0.397,0.913,35.4,0.1,120,-102.743,48,6,2,10,2,2,12.9,88,1443,6,0.513,21,1,407,865.443
6.3,0,113,0.26,0.71,52.838,5,4,-114.432,8,6,5,9.4,2,6,90,375,2430,9,0.353,7,1,70,820.29
12.9,0,89,0.29,0.77,63.1,350,34,54.92,36,3,5,16,3,2,36.9,321,2304.6,11,0.27,7,1,296,881.62
7.2,0,3,0.447,0.913,36.272,0.4,110,-100.292,48,6,2,10,2,6,120,95,3300,6,0.377,4,1,256,758.713
9,0,117,0.3,0.777,49.928,1.5,110,-100.734,8,6,5,10,2,5,19.2,385,982.5,9,0.513,4,1,247,834.808
60,0,75,0.48,0.83,32.894,7,34,-103.454,48,6,5,10,2,6,105,290,1285,6,0.513,21,1,247,839.763
36,9,74,0.45,0.7,35.383,200,160,44.033,19,5,5,20,7,2,60,4,2032.8,11,0.513,18,1,131,860.182
21.6,0,115,0.5,0.66,52.838,0.5,155,-113.702,8,6,2,6,2,6,30,376,1710,9,0.513,9,1,236,834.808
7.8,0,78,0.28,0.84,44.039,20,4,-105.069,48,6,5,12,2,5,120,232,2595,11,0.27,7,1,65,844.776
12.9,0,113,0.44,0.757,52.838,120,169,51.214,36,3,5,14,2,6,44.4,317,1662.9,9,0.513,12,1,24,829.912
10.5,4,65,0.28,0.86,53.65,100,24,2.962,46,1,2,14,8,2,34.5,15,2629.8,11,0.27,21,0,130,839.763
63,0,37,0.45,0.81,41.615,15,4,-108.825,48,6,5,13,2,6,90,232,1440,11,0.513,4,1,110,815.562
19.8,9,63,0.32,0.773,57.056,1000,178,2.069,46,1,5,28,6,6,30,58,1650,11,0.513,12,0,129,839.763
4.5,0,89,0.22,0.633,61.583,100,34,75.183,36,3,5,20,3,2,21,371,2310,11,0.513,7,1,275,881.62
24.6,4,95,0.46,0.86,1.296,1000,30,101.23,18,2,5,32,4,2,63.9,21,66,11,0.513,15,1,110,933.993
45,0,115,0.447,0.817,52.338,10,155,-113.792,8,6,5,10,2,6,75,373,1620,9,0.513,9,1,249,839.763
6.3,0,117,0.45,0.77,48.271,0.6,110,-103.301,48,6,5,6,3,2,30,365,2859,6,0.377,4,1,243,810.888
45,2,64,0.27,0.7,61.204,100,166,1.716,46,1,5,20,6,2,165.9,58,2325,11,0.4,12,0,391,839.763
8.1,0,3,0.397,0.913,36.272,1.5,120,-100.748,48,6,5,13,2,2,36,89,4356,11,0.513,4,1,111,810.888
12.9,0,75,0.427,0.85,32.766,0.3,110,-103.532,48,6,2,7,2,5,180,88,1675.5,6,0.513,21,1,413,806.268
13.8,9,74,0.5,0.83,34.236,100,99,-119.129,48,6,5,12.933,11,6,75,319,3000,11,0.483,15,1,290,815.562
8.4,0,115,0.4,0.783,53.229,1.2,155,-113.792,8,6,5,10.5,2,6,19.5,286,924,9,0.513,7,1,70,820.29
6.9,0,113,0.46,0.777,51.928,120,106,-114.54,8,6,5,11,2,2,24.6,321,2550,9,0.353,9,1,232,825.073
45,0,75,0.32,0.76,32.766,1,110,-102.688,48,6,5,8.8,2,6,450,290,1140,6,0.513,21,1,412,892.744
57,0,75,0.46,0.86,32.891,0.8,191,-103.702,48,6,5,8,2,6,150,290,1297.5,6,0.513,21,1,412,815.562
45,0,75,0.45,0.83,32.768,10,34,-103.798,48,6,5,9,2,5,165,290,1680,6,0.513,21,1,197,820.29
30,2,63,0.47,0.73,56.567,800,155,3.086,30,1,5,28,6,5,195,185,2799.9,11,0.353,12,0,24,839.763
19.8,2,64,0.46,0.83,61.129,500,166,2.291,30,1,5,20,6,2,30,317,2265,11,0.513,12,0,391,839.763
36,2,64,0.24,0.73,61.129,1000,166,2.269,30,1,5,26,6,2,123,317,1446,11,0.513,12,0,391,839.763
12.9,0,117,0.45,0.77,48.852,15,110,-101.279,48,6,5,14,3,2,24,313,1482,6,0.513,4,1,296,839.763
6.9,0,89,0.46,0.783,61.583,120,166,75.183,36,3,5,13,3,2,24.6,372,2460,11,0.353,7,1,391,820.29
11.7,0,3,0.5,0.86,37.917,0.4,110,-82.742,48,6,5,9,10,2,75,133,458.7,6,0.513,9,1,147,815.562
13.8,2,64,0.35,0.77,61.129,1000,166,2.358,30,1,5,20,6,5,22.5,58,1670.5,11,0.513,12,0,382,839.763
12.9,0,75,0.32,0.73,32.767,0.1,110,-103.7,48,6,5,6,2,6,180,290,1290,6,0.513,21,1,411,842.764
45,0,75,0.3,0.66,31.429,0.4,110,-102.29,48,6,5,6,2,6,135,290,1710,6,0.513,21,1,290,865.443
45,0,117,0.447,0.66,48.421,0.8,177,-103.554,48,6,5,6,3,6,120,232,2880,6,0.547,4,1,168,844.776
6.9,0,3,0.397,0.913,37.617,2.6,110,-97.602,48,6,5,10,2,6,12.3,88,1500,6,0.513,4,1,205,815.562
19.8,4,59,0.52,0.66,5.614,5000,155,114.818,24,2,5,28,4,5,44.1,328,126,11,0.513,15,1,197,921.824
24.6,0,115,0.44,0.66,51.629,6,110,-114.54,8,6,2,10,2,2,30,81,2310,9,0.447,7,1,105,806.268
24.6,4,36,0.27,0.707,40.114,0.4,110,122.915,9,2,5,13.2,4,5,168.9,299,2662.6,11,0.353,17,1,397,839.763
15.6,0,89,0.417,0.79,61.383,100,22,75.183,36,3,5,20,3,5,30.3,372,2250,11,0.513,7,1,391,815.562
21,9,2,0.38,0.73,40.149,100,128,62.991,49,3,5,17,4,5,30,399,513.9,11,0.513,7,1,437,860.182
6,0,115,0.38,0.83,53.229,0.4,110,-115.801,8,6,5,6,2,2,30,375,2520,9,0.27,7,1,375,839.763
57,4,63,0.46,0.777,57.056,1000,34,2.069,46,1,5,25,6,2,69,274,2125.2,11,0.513,12,0,130,839.763
45,2,64,0.35,0.81,61.383,1000,155,1.75,46,1,5,20,6,2,150,58,2275.5,11,0.513,12,0,24,825.073
12.9,2,9,0.32,0.82,38.17,15,128,117.09,9,2,5,12.5,6,5,180,121,2425.2,11,0.27,17,1,438,852.41
24.6,2,63,0.5,0.61,56.567,150,91,3.094,30,1,5,25,6,5,30,58,2328.6,11,0.353,12,0,155,825.073
13.2,2,63,0.5,0.66,57.056,1000,34,2.069,46,1,5,25,6,5,21.3,371,1677,11,0.513,12,0,129,839.763
6,0,115,0.38,0.757,51.928,2,110,-114.54,8,6,5,10,2,5,90,348,2430,6,0.353,7,1,70,834.808
12.9,0,113,0.4,0.73,51.928,0.4,110,-114.54,8,6,3,6,2,2,24,352,2475,9,0.353,4,1,241,820.29
60,0,3,0.417,0.913,37.017,0.4,110,-100.098,48,6,2,9,2,2,105,105,3360,6,0.667,4,1,279,788.301
63,0,104,0.5,0.66,25.421,10,143,50.784,35,5,5,14,7,2,98.4,232,2123.2,9,0.513,12,1,108,834.808
3.6,0,115,0.12,0.79,55.114,1000,155,-119.019,8,6,5,28,2,2,3.6,375,812.5,11,0.513,7,1,405,887.147
60,0,104,0.46,0.73,25.421,350,143,50.784,35,5,5,22,7,8,90,308,2025,9,0.513,18,1,39,829.912
4.5,0,117,0.27,0.677,48.852,0.2,110,-101.143,48,6,5,9,3,5,12,231,1372.5,6,0.513,4,1,413,834.808
10.2,0,89,0.327,0.84,67.47,1000,34,-149.678,48,6,5,30,2,5,34.5,88,1986,11,0.513,7,1,354,959.322
12.9,0,89,0.397,0.77,61.583,100,169,75.183,36,3,5,20,3,2,22.5,371,2310,11,0.417,7,1,437,829.912
24.6,0,78,0.353,0.633,42.9,8,128,-105.1,48,6,2,10.667,2,2,90,75,3900,11,0.493,7,1,147,779.614
15.6,4,65,0.46,0.73,53.264,100,24,2.967,46,1,5,16,8,2,30.6,58,2268,11,0.513,12,0,179,839.763
6,0,115,0.4,0.61,52.838,2,110,-114.54,8,6,5,6,2,2,90,349,2430,9,0.353,7,1,307,829.912
24.6,9,104,0.25,0.7,23.498,100,114,72.175,17,2,5,16,6,2,197.8,370,1339.8,11,0.513,17,1,311.2,870.769
9.9,0,115,0.47,0.83,55.15,63,34,-114.433,8,6,5,14,2,5,19.8,387,1710,11,0.513,7,1,241,834.808
8.4,0,115,0.427,0.66,55.142,8.2,155,-117.279,8,6,2,6,2,2,36.9,379,2430,9,0.457,9,1,392,771.117
16.8,0,89,0.34,0.817,61.583,100,166,75.183,36,3,5,18,3,2,30,317,2518.4,11,0.513,7,1,397,829.912
30,0,115,0.46,0.73,53.229,10,4,-115.802,8,6,5,8,2,2,180,232,2550,9,0.353,7,1,128,820.29
5.4,0,3,0.447,0.633,39.766,0.1,128,-101.086,48,6,2,9,2,2,12,231,1641,6,0.447,4,1,123,779.614
9.9,2,63,0.32,0.77,57.056,450,178,2.069,46,1,5,20,6,2,13.8,58,2113.2,11,0.513,12,0,179,839.763
60,4,63,0.4,0.83,57.056,1000,178,2.069,46,1,5,25,6,2,90,271,2250,11,0.513,12,0,179,839.763
15.6,0,113,0.24,0.827,52.838,100,174,51.098,36,3,5,17,2,2,36,320,1140,9,0.513,4,1,437,839.763
6.9,0,115,0.46,0.737,53.264,200,155,-115.801,8,6,5,10,2,2,36,349,2430,11,0.417,7,1,395,820.29
120,0,104,0.5,0.66,27.767,10,152,50.783,6,5,5,13,2,8,195,25,2027.5,9,0.513,12,1,283,815.562
9.3,0,89,0.4,0.737,58.459,120,155,81.279,36,3,5,17,3,5,9.3,317,1520.7,9,0.513,7,1,375,860.182
24.6,0,75,0.35,0.76,31.429,0.4,34,-102.443,48,6,2,10,2,2,90,290,1140,6,0.513,21,1,185,815.562
30,0,75,0.38,0.77,31.429,0.1,34,-102.443,48,6,5,5,2,6,120,290,1740,6,0.513,21,1,296,839.763
120,4,63,0.427,0.7,56.65,100,178,2.343,46,1,5,20,7,2,138,185,4395,11,0.427,12,0,129,829.912
13.8,0,117,0.48,0.778,48.852,5,4,-101.1,48,6,5,10,3,5,24,83,982.5,9,0.513,4,1,219,839.763
60,0,75,0.43,0.83,32.768,1.5,110,-103.798,48,6,5,9,2,6,90,290,1275,6,0.513,21,1,413,892.744
36,0,104,0.35,0.757,26.983,20,13,49.55,37,5,5,18,2,6,75,23,2025,9,0.513,7,1,133,815.562
7.8,2,63,0.38,0.777,56.165,1000,34,3.675,30,1,5,28,6,2,9,108,2775,11,0.353,12,0,379,825.073
60,0,115,0.52,0.73,53.229,120,155,-115.801,8,6,5,10,2,5,69,347,2430,11,0.353,7,1,247,820.29
45,4,95,0.5,0.66,1.296,1600,30,101.23,18,2,5,32,4,2,630,156,66,11,0.513,15,1,110,921.824
7.8,0,75,0.4,0.82,32.766,1.5,110,-103.716,48,6,5,8.8,2,6,45,290,1275,6,0.513,21,1,201,839.763
13.8,0,115,0.28,0.777,55.114,7,110,-119.175,8,6,2,10,2,2,36,319,924,6,0.513,26,1,410,839.763
6.3,0,3,0.397,0.913,36.272,0.2,110,-100.332,48,6,5,11,2,5,24,291,1717.5,6,0.513,4,1,248,792.717
30,0,115,0.44,0.737,52.838,1.5,4,-114.54,8,6,5,10,2,5,60,58,2430,9,0.353,9,1,120,820.29
9.9,0,117,0.353,0.77,48.271,0.2,110,-102.891,48,6,5,10,2,5,12.9,83,982.5,6,0.513,4,1,109,820.29
6.3,0,117,0.327,0.84,48.1,0.3,4,-103.301,48,6,2,7,2,2,30,286,2520,6,0.27,4,1,205,771.117
15,9,104,0.47,0.707,26.533,60,110,49.983,37,5,5,20,7,6,36,155,2040,9,0.56,12,1,240,829.912
6.9,4,15,0.36,0.778,-21.678,500,127,114.039,3,2,2,25,6,2,42.3,44,841.8,11,0.513,7,0,330,779.614
6,0,117,0.45,0.778,50.069,100,155,-112.235,8,6,5,10,3,5,75,361,900,6,0.513,7,1,241,834.808
8.1,0,117,0.397,0.77,48.1,0.4,110,-102.19,48,6,5,7,3,6,30,226,2901,6,0.377,4,1,247,844.776
60,0,75,0.49,0.86,32.766,10,110,-103.716,48,6,5,10,2,6,390,290,1140,6,0.513,21,1,249,887.147
24.6,0,3,0.373,0.913,39.766,0.1,128,-101.541,48,6,2,10,2,2,90,83,2700,6,0.353,4,1,233,820.29
12.9,0,113,0.28,0.77,51.928,1.5,110,-114.54,8,6,5,11,2,2,90,354,2430,6,0.27,7,1,295,820.29
8.4,0,117,0.38,0.76,49.66,10,110,-100.92,8,6,2,14,3,2,30,372,924,9,0.513,4,1,296,815.562
6.9,4,13,0.4,0.778,23.1,500,114,72.417,17,2,5,28,6,2,147.6,108,885,11,0.513,17,1,150,921.824
63,2,64,0.32,0.73,61.129,2000,155,1.115,46,1,5,27,6,5,66.3,58,2118.6,11,0.513,12,0,2,849.85
6,0,117,0.49,0.778,48.852,15,4,-101.175,48,6,5,13,3,5,30,232,1482,9,0.513,4,1,163,834.808
63,0,117,0.5,0.71,40.149,1,110,-110.098,48,6,5,6,10,2,69,384,1710,6,0.513,7,1,96,854.985
6.3,0,3,0.373,0.89,36.272,0.8,110,-100.262,48,6,2,5,2,6,45,2,1200,9,0.513,4,1,108,775.342
9.9,4,63,0.353,0.66,57.056,5000,178,2.069,46,1,5,30,6,2,13.8,59,1513.8,11,0.513,12,0,129,839.763
27,2,64,0.44,0.77,61.383,1000,155,1.75,46,1,5,25,6,5,30,58,2217.6,11,0.513,12,0,355,839.763
45,9,39,0.353,0.66,29.959,2000,46,-93.833,48,6,5,27,7,2,180,181,2952,11,0.377,17,1,148,860.182
57,0,75,0.3,0.827,32.766,0.5,34,-103.716,48,6,5,3,2,5,105,290,1680,6,0.513,21,1,232,842.764
