Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
36.9,4,95,0.353,0.66,1.296,50,30,101.23,18,2,5,20,4,2,168.6,24,318.3,9,0.56,15,1,311,876.161
6,0,117,0.27,0.84,48.524,1.5,4,-101.143,48,6,5,15,3,2,30,231,1482,9,0.513,4,1,219,849.85
15,0,75,0.3,0.723,32.894,20,110,-103.554,48,6,5,11,2,5,36,290,1447.5,6,0.513,21,1,413,829.912
33,0,117,0.4,0.65,48.852,5,110,-101.175,48,6,5,9,3,5,120,232,1482,6,0.513,4,1,247,829.912
7.8,9,40,0.52,0.83,28.196,1000,61,-91.62,48,6,5,28.5,1,5,44.4,218,2982,11,0.547,15,0,297,876.161
30,0,75,0.38,0.84,31.429,50,163,9.825,42,0,5,14,8,2,105,308,1800,11,0.513,15,1,25,839.763
6.9,2,9,0.29,0.73,37.917,1000,160,118.283,9,2,5,28.333,6,2,105,162,1795.5,11,0.513,17,1,438,959.322
13.8,4,95,0.34,0.73,1.296,1000,30,101.23,18,2,5,32,4,2,19.8,44,66,11,0.513,15,1,110,921.824
36,0,75,0.15,0.76,32.792,0.4,110,-102.807,48,6,5,5,2,6,120,290,1230,6,0.513,21,1,350,815.562
18.9,0,113,0.4,0.778,50.66,8,110,-111.471,8,6,2,12.5,2,2,33.6,343,2301,6,0.513,7,1,307,844.776
12.9,0,115,0.25,0.71,55.114,0.4,110,-114.678,8,6,2,8,2,6,36,349,2550,6,0.353,9,1,405,825.073
9,0,117,0.4,0.77,48.852,1000,110,-101.175,48,6,5,30,3,2,12.9,232,982.5,11,0.513,4,1,247,892.744
19.8,0,117,0.397,0.66,48.852,1.5,4,-101.1,48,6,5,16,3,6,33,84,2482.5,11,0.27,4,1,127,854.985
30.6,2,64,0.14,0.66,60.587,1000,166,3.094,30,1,5,27,6,2,57.3,198,1674,11,0.513,12,0,155,839.763
9.3,0,115,0.41,0.73,53.263,30,106,-115.801,8,6,5,10,2,5,9.3,375,1560,9,0.513,9,1,406,792.574
12.9,2,9,0.29,0.73,38.21,25,128,117.06,9,2,5,10.833,6,6,180,162,3420,6,0.53,17,1,438,860.182
63,9,38,0.45,0.76,28.906,1000,69,19.762,23,0,5,25,6,2,69,167,1500,11,0.513,17,0,216,887.147
60,2,64,0.35,0.77,61.129,1200,155,1.385,46,1,5,25,6,2,90,58,2278.5,11,0.513,12,0,29,834.808
24.6,0,113,0.22,0.77,53.399,0.4,155,-113.492,8,6,5,6,2,2,30,232,2280,9,0.513,7,1,406,839.763
57,0,75,0.4,0.76,32.766,0.8,110,-103.532,48,6,5,4,2,6,150,290,1290,6,0.513,21,1,412,849.85
24.6,0,37,0.41,0.73,41.029,0.1,155,-110.181,48,6,2,5,2,2,90,88,3975,6,0.493,7,1,70,775.342
9.9,0,115,0.29,0.85,51.142,10,110,-114.54,8,6,2,10,2,2,30,123,2550,6,0.353,7,1,68,792.574
45,0,75,0.38,0.83,32.766,5,178,-102.803,48,6,5,9,2,6,90,290,1680,6,0.513,21,1,232,815.562
15,0,3,0.35,0.77,37.917,3,110,-82.742,48,6,5,6,10,6,180,311,1140,6,0.513,16,1,396,815.562
16.8,2,64,0.31,0.707,60.833,1000,166,3.099,30,1,5,25,6,2,21.6,317,2310,11,0.56,12,0,391,844.776
5.7,0,89,0.327,0.79,61.583,100,169,75.183,36,3,5,16,3,2,21.3,372,2310,11,0.513,7,1,391,865.443
7.8,0,78,0.28,0.77,43.823,8.6,4,-105.143,48,6,5,13,2,2,19.5,290,2595,11,0.27,7,1,172,844.776
15.6,0,117,0.49,0.777,48.75,3,191,3.101,15,1,5,10,2,5,45,37,2460,9,0.353,7,1,24,825.073
9.9,0,117,0.38,0.823,48.852,15,4,-101.129,48,6,5,13,3,2,19.8,232,2482.5,6,0.27,4,1,109,834.808
63,2,64,0.42,0.73,5.598,2000,151,114.558,18,2,5,20,0,2,81,313,1821,11,0.513,15,1,267,829.912
6.9,0,115,0.27,0.677,51.928,0.5,110,-114.54,8,6,3,10,2,2,24.6,85,2550,6,0.27,4,1,345,825.073
27,9,39,0.46,0.71,29.841,600,94,-93.501,48,6,5,24,1,2,105,291,3720,11,0.4,17,0,348,797.183
18,0,89,0.3,0.83,61.583,120,155,75.183,36,3,5,16,3,6,30,317,2310,11,0.513,7,1,388,839.763
24.6,2,64,0.27,0.707,60.893,200,166,2.913,30,1,5,20,6,2,30,108,2175,11,0.56,12,0,339,829.912
7.8,9,104,0.3,0.707,26.766,60,143,49.883,37,5,5,20,7,2,9,24,1617,9,0.56,7,1,437,860.182
6.3,9,115,0.327,0.61,53.464,30,110,-115.801,8,6,3,13,2,6,90,344,2550,11,0.27,7,1,172,792.574
60,0,37,0.35,0.61,41.615,0.5,34,-108.846,48,6,5,10,2,6,90,233,1350,6,0.513,7,1,349,854.985
7.8,9,113,0.44,0.71,57.056,100,155,2.069,46,1,5,16,6,2,9.9,185,2118.9,11,0.513,12,0,129,829.912
45,2,63,0.4,0.73,58.459,1000,61,0.303,46,1,5,20,6,5,120,299,2118.9,11,0.513,12,0,335,839.763
18,0,104,0.373,0.9,26.533,0.4,104,49.883,37,5,5,18,2,2,44.1,2,2298.9,9,0.4,7,1,133,825.073
6.9,0,3,0.397,0.913,37.617,2.6,110,-97.602,48,6,5,10,2,6,12.3,88,1500,6,0.513,4,1,205,815.562
7.2,0,3,0.397,0.89,39.766,7.2,128,-101.083,48,6,2,10.5,2,13,12.9,105,1452,6,0.513,7,1,186,779.614
6,0,115,0.32,0.61,51.928,24,177,-114.54,8,6,5,9,2,6,90,361,2430,9,0.353,7,1,70,825.073
3.8,0,115,0.49,0.913,55.114,420,155,-119.175,8,6,5,15,2,2,3.9,311,912,9,0.513,26,1,405,854.985
120,0,117,0.46,0.83,40.149,100,110,-110.119,48,6,5,9,2,5,390,382,3900,11,0.513,17,1,290,829.912
7.8,2,63,0.397,0.7,56.412,100,155,3.554,30,1,5,20,6,2,9,240,4440,11,0.4,12,0,43,839.763
8.4,0,78,0.28,0.77,44.039,13.5,110,-105.029,48,6,5,13,2,2,36,338,2595,11,0.353,7,1,137,844.776
10.2,0,75,0.45,0.66,32.894,0.1,110,-103.532,48,6,2,8,2,6,75,88,2520,6,0.513,21,1,394,806.268
13.8,0,89,0.38,0.83,61.583,235,69,75.183,36,3,5,20,3,5,21.6,378,2310,11,0.513,7,1,268,865.443
7.8,0,115,0.49,0.84,55.114,100,155,52.231,36,3,5,17,2,5,42.3,308,1560,11,0.513,4,1,259,839.763
60,2,64,0.46,0.73,61.369,1000,155,1.519,46,1,5,25,6,5,90,317,2250,11,0.513,12,0,319,839.763
5.7,4,18,0.397,0.86,37.417,8.3,160,118.75,9,2,5,2.5,4,2,294,163,1449,6,0.513,4,1,403,959.322
57,0,75,0.34,0.757,32.767,8,191,-103.7,48,6,5,11,2,6,150,290,1410,6,0.513,21,1,168,852.41
18.6,4,95,0.3,0.707,1.296,1000,30,101.23,18,2,5,35,4,7,24,20,66,11,0.56,15,1,110,921.824
24.6,4,95,0.46,0.86,1.296,1000,30,101.23,18,2,5,32,4,2,63.9,21,66,11,0.513,15,1,110,933.993
13.2,0,115,0.38,0.76,53.229,10,110,-115.801,8,6,5,10,2,2,36,123,924,9,0.513,7,1,405,839.763
30,0,115,0.353,0.77,53.263,7,4,-115.29,8,6,5,10.2,2,2,240,365,924,6,0.513,7,1,305,839.763
30.6,9,102,0.3,0.76,48.75,1000,22,3.481,15,1,5,25,11,6,35.4,11,1666.8,11,0.513,15,1,330,839.763
30,0,75,0.49,0.76,32.767,5,34,-103.62,48,6,5,9,2,2,105,290,1275,6,0.513,21,1,294,842.764
30.6,0,115,0.44,0.757,53.229,35,155,-113.554,8,6,5,9.667,2,2,705,232,2430,9,0.353,7,1,172,820.29
15,0,75,0.49,0.73,32.767,7,110,-103.67,48,6,5,9.333,2,6,30,290,1443,6,0.513,21,1,345,852.41
15.6,0,37,0.353,0.77,41.08,7.2,4,-110.29,48,6,5,10.2,2,6,36,88,1661.8,6,0.513,7,1,150,815.562
6.9,4,15,0.44,0.66,37.917,2000,160,118.283,9,2,5,32,6,7,210,164,1212,11,0.513,17,1,402,946.488
36,0,75,0.35,0.77,31.553,50,152,-102.554,48,6,5,15,2,5,120,290,780,6,0.513,21,1,199,860.182
60,9,40,0.6,0.76,28.837,200,89,33.283,13,0,5,20,6,2,105,15,1566,11,0.513,15,0,101,815.562
7.2,0,115,0.49,0.83,50.039,235,24,-3.541,46,1,5,14,2,5,9,356,2128.1,11,0.513,12,2,319,834.808
57,0,85,0.4,0.82,36.272,10,3,-100.662,48,6,5,10,2,5,165,291,945,13,0.513,4,1,137,854.985
5.8,0,117,0.27,0.77,49.85,100,110,-100.92,8,6,5,14,3,5,12.3,385,924,11,0.513,4,1,376,834.808
60,0,75,0.2,0.73,32.766,100,110,-102.801,48,6,5,10,2,6,105,290,1443,6,0.513,21,1,232,842.764
30,0,115,0.38,0.83,53.229,100,4,-115.801,8,6,5,11,2,6,30,232,1448.8,9,0.513,7,1,197,820.29
12.9,4,95,0.35,0.77,1.296,500,30,101.23,18,2,5,28,4,2,81,95,66,11,0.513,15,1,20,921.824
45,0,75,0.4,0.89,32.768,0.5,111,-102.843,48,6,5,6,2,6,150,290,1230,6,0.513,21,1,408,839.763
42,0,115,0.4,0.76,55.857,100,155,-114.54,8,6,5,10,2,2,75,361,2430,9,0.353,9,1,124,825.073
60,9,63,0.45,0.633,55.343,120,34,4.9,11,1,5,20,6,5,90,58,2470.4,11,0.477,7,0,349,854.985
24.6,0,115,0.31,0.79,53.264,20,110,-115.801,8,6,5,9,2,5,36,319,2430,9,0.513,9,1,406,820.29
15,0,115,0.3,0.79,55.857,5,4,-114.433,8,6,5,6,2,5,30,387,2310,6,0.513,9,1,79,820.29
42,0,75,0.447,0.633,32.99,5,110,-94.15,48,6,5,8.8,2,6,105,255,3000,9,0.377,12,1,248,810.888
7.2,0,75,0.427,0.77,32.388,1.5,110,-102.554,48,6,5,6,2,6,21.3,118,1275,6,0.513,21,1,413,815.562
19.8,9,115,0.29,0.79,55.114,100,155,52.616,36,3,5,18,4,2,44.4,290,1569.6,11,0.513,4,1,279,815.562
75,2,64,0.427,0.66,61.259,1000,166,1.149,46,1,5,20,6,6,84,58,2250,11,0.513,12,0,391,839.763
36,9,39,0.38,0.76,30.41,0.5,34,-96.21,48,6,5,8.2,1,2,120,311,4716,11,0.513,17,1,275,766.938
30,0,75,0.6,0.66,32.768,20,110,-102.822,48,6,5,9,2,6,90,290,1230,6,0.513,21,1,368,842.764
6.9,2,63,0.35,0.749,58.069,200,155,0.854,46,1,5,16,6,2,9,58,2118.9,11,0.513,12,0,355,839.763
12.9,0,89,0.29,0.77,63.1,350,34,54.92,36,3,5,16,3,2,36.9,321,2304.6,11,0.27,7,1,296,881.62
9.3,0,115,0.41,0.757,52.838,0.8,24,-114.279,8,6,5,7,2,5,24,366,1710,9,0.513,7,1,70,825.073
24.6,0,113,0.353,0.42,51.928,9,110,-114.54,8,6,3,9.667,2,2,90,318,2430,11,0.353,4,1,70,829.912
21.6,4,65,0.447,0.66,53.68,1000,34,1.516,46,1,5,20,8,2,30,15,2242.5,11,0.447,12,0,297,839.763
24.6,0,37,0.31,0.717,41.29,10,191,-110.1,48,6,5,14,2,2,133.1,204,3281.8,11,0.547,7,1,139,865.443
7.2,0,113,0.52,0.73,52.838,63,24,-3.353,46,1,5,13.8,3,6,9,356,2129.2,11,0.513,12,2,169,839.763
6.9,0,115,0.44,0.817,51.928,120,110,-114.54,8,6,5,11,2,2,90,123,2430,9,0.353,9,1,290,829.912
12.9,0,117,0.26,0.73,48.852,0.1,110,-101.175,48,6,5,8,3,6,24,217,982.5,9,0.513,4,1,71,834.808
6,0,117,0.3,0.827,48.798,5,4,-101.175,48,6,5,10,3,6,30,231,1440,6,0.513,4,1,219,842.764
11.7,0,75,0.397,0.73,32.471,4,110,-102.891,48,6,2,6.8,2,6,36,118,780,6,0.513,21,1,413,797.183
30,0,75,0.327,0.86,32.891,0.4,110,-103.992,48,6,2,4,2,2,120,117,4350,6,0.493,21,1,68,758.713
12.9,0,117,0.49,0.83,48.852,0.4,110,-101.019,48,6,5,6,3,6,24,217,1452,9,0.513,4,1,72,834.808
6,0,115,0.38,0.83,53.229,0.4,110,-115.801,8,6,5,6,2,2,30,375,2520,9,0.27,7,1,375,839.763
27,0,89,0.38,0.73,61.583,5,155,75.183,36,3,5,13,3,8,246,317,2460,11,0.4,7,1,268,844.776
13.2,0,113,0.46,0.73,51.142,120,155,44.867,36,3,5,16,2,2,36,308,1140,9,0.513,4,1,376,860.182
10.2,0,117,0.447,0.83,49.65,0.8,155,-114.027,8,6,2,4,2,2,60,279,2520,6,0.353,10,1,241,825.073
7.8,0,115,0.31,0.77,55.142,100,34,-114.588,8,6,5,14,2,5,45,220,2310,11,0.513,7,1,172,825.073
6.9,0,117,0.397,0.84,48.1,0.4,110,72.7,9,3,2,8.9,10,2,21.3,371,2466.6,11,0.513,7,1,406,844.776
14.7,0,3,0.397,0.913,36.272,0.4,128,-100.892,48,6,5,11,2,6,29.4,290,4443,6,0.493,7,1,24,810.888
10.2,4,63,0.49,0.85,57.017,5000,34,2.562,46,1,5,28,6,2,12.3,58,1620,11,0.513,12,0,24,839.763
45,0,115,0.44,0.83,52.838,0.2,155,51.214,36,3,5,10,2,5,60,24,1560,9,0.513,12,1,210,815.562
10.5,2,63,0.29,0.707,57.017,100,34,2.833,46,1,5,20,6,2,10.5,185,2118.9,11,0.56,12,0,24,834.808
13.2,0,75,0.26,0.71,32.766,0.8,128,-103.716,48,6,5,5,2,2,24,290,2769,6,0.353,21,1,294,810.888
3.9,0,117,0.44,0.778,48.1,1.5,4,-102.47,48,6,5,16,2,5,19.5,84,2835,6,0.377,4,1,111,810.888
45,0,89,0.26,0.77,61.583,2,199,75.183,36,3,5,18,3,5,390,316,2250,11,0.513,7,1,269,865.443
8.4,0,113,0.22,0.73,55.114,8,34,-114.54,8,6,5,9.667,2,2,19.5,375,2550,11,0.353,9,1,240,834.808
7.8,0,3,0.44,0.913,39.766,0.1,110,-101.716,48,6,2,10,2,6,24,333,989.5,6,0.513,21,1,241,810.888
36,0,75,0.5,0.66,32.767,0.5,110,-103.501,48,6,5,5,2,6,120,290,2520,6,0.513,21,1,294,810.888
6.9,0,78,0.3,0.777,44.551,10,104,-105.891,48,6,5,13,3,6,21,232,2700,6,0.353,7,1,241,844.776
30,0,75,0.41,0.73,32.792,8,110,-102.893,48,6,5,9,2,2,120,290,870,6,0.513,21,1,294,820.29
4.5,0,89,0.22,0.633,61.583,100,34,75.183,36,3,5,20,3,2,21,371,2310,11,0.513,7,1,275,881.62
5.7,0,115,0.23,0.783,53.117,7.3,106,-115.29,8,6,5,11.3,2,6,24.6,383,2430,9,0.513,9,1,405,825.073
6,0,117,0.3,0.777,48.75,0.8,4,-100.92,48,6,5,6,3,5,30,58,3000,6,0.667,4,1,186,801.7
19.8,4,95,0.49,0.66,1.296,1000,30,101.23,18,2,5,32,4,5,39.3,83,66,11,0.513,15,1,110,921.824
45,4,63,0.35,0.707,56.262,1000,44,3.508,30,1,5,28,7,2,120,108,2990,1,0.56,12,0,376,829.912
4.5,0,117,0.28,0.84,48.852,100,191,-101.142,48,6,5,15,3,5,15,232,1452,9,0.513,4,1,219,834.808
9.3,0,3,0.313,0.913,39.766,0.1,128,-101.514,48,6,2,6,2,6,36,335,2463,6,0.353,4,1,243,788.301
12.9,0,115,0.397,0.84,55.47,120,34,-119.175,8,6,2,13,2,2,180,308,1140,11,0.513,26,1,348,865.443
36.9,0,115,0.44,0.66,51.928,0.1,110,-114.54,8,6,2,4,9,2,60,81,2520,6,0.353,7,1,375,792.717
12.9,2,9,0.32,0.82,38.17,15,128,117.09,9,2,5,12.5,6,5,180,121,2425.2,11,0.27,17,1,438,852.41
4.5,0,117,0.353,0.42,48.852,1.5,4,-101.1,48,6,5,11,3,5,15,232,1482,6,0.513,4,1,219,844.776
3.6,0,117,0.24,0.83,48.852,0.2,110,-101.142,48,6,5,5,3,2,30,231,2760,6,0.377,4,1,71,788.301
60,4,63,0.353,0.42,57.056,100,34,2.069,46,1,5,20,6,2,66.3,58,4500,11,0.27,12,0,179,834.808
9.9,0,113,0.353,0.66,51.142,3,110,-114.579,8,6,2,4,2,6,47.4,286,2550,6,0.27,7,1,290,779.614
11.7,0,115,0.24,0.827,51.928,20,106,-114.54,8,6,5,11,2,6,36,322,2430,9,0.353,7,1,70,820.29
12.9,0,78,0.397,0.86,43.746,100,34,-105.892,48,6,5,18,3,6,180,256,390,11,0.513,7,1,109,844.776
6,0,117,0.28,0.77,48.852,7,4,-101.352,48,6,5,9,3,6,30,232,1482,6,0.513,4,1,203,825.073
24.6,2,9,0.27,0.433,37.917,100,160,118.283,9,2,5,10.467,6,5,225,162,2782.8,11,0.27,17,1,433,887.147
60,4,95,0.6,0.707,1.296,5000,30,101.23,18,2,5,35,4,5,105,20,66,11,0.56,15,1,110,921.824
24.6,9,102,0.46,0.747,40.184,100,110,62.811,49,3,5,14,4,2,72.9,308,1614,11,0.513,12,1,418,854.985
4.5,0,117,0.3,0.76,48.852,0.4,4,-100.974,48,6,5,9,3,5,15,232,993,6,0.513,4,1,277,849.85
15,4,63,0.427,0.76,56.262,1000,155,2.069,46,1,5,28,6,2,15,185,2113.2,11,0.513,12,0,129,829.912
7.8,0,115,0.45,0.83,53.229,0.8,110,-115.833,8,6,2,6,2,6,36.9,123,2520,9,0.4,9,1,371,834.808
3.6,0,89,0.22,0.633,61.583,1000,166,75.75,36,3,5,30,3,2,8.4,24,791.8,11,0.513,7,1,371,881.62
6.9,0,115,0.48,0.83,53.263,120,110,-115.833,8,6,5,10,2,6,9.9,390,2382,9,0.353,9,1,395,820.29
9.9,0,117,0.447,0.633,48.852,7,4,-101.092,48,6,5,12,3,6,36,231,2485.5,6,0.353,4,1,219,810.888
12.9,0,113,0.28,0.77,51.928,1.5,110,-114.54,8,6,5,11,2,2,90,354,2430,6,0.27,7,1,295,820.29
36,0,75,0.45,0.777,32.766,8,178,-102.554,48,6,5,8.5,2,2,120,290,1285,6,0.513,21,1,347,820.29
4.5,0,113,0.26,0.83,51.928,9,110,-114.54,8,6,5,11,2,5,12,319,2430,6,0.27,7,1,73,829.912
36,2,64,0.24,0.73,61.129,1000,166,2.269,30,1,5,26,6,2,123,317,1446,11,0.513,12,0,391,839.763
13.8,0,115,0.46,0.79,55.114,0.2,34,-114.471,8,6,2,3,10,6,45,85,3000,2,0.377,7,1,65,777.046
45,0,75,0.45,0.83,32.768,10,34,-103.798,48,6,5,9,2,5,165,290,1680,6,0.513,21,1,197,820.29
12.9,0,89,0.27,0.64,61.583,5,172,75.183,36,3,5,10.833,3,2,45,372,2520,11,0.27,7,1,391,825.073
9.9,0,115,0.38,0.79,53.229,100,110,-115.801,8,6,5,10,2,6,18.9,375,2430,9,0.27,9,1,410,815.562
6.3,0,3,0.397,0.913,36.617,10,110,-100.292,48,6,5,13,2,5,45,81,1800,6,0.513,4,1,233,852.41
60,2,63,0.29,0.64,55.1,20,155,52.833,36,3,5,13.5,4,2,87,299,2274,11,0.4,7,1,303,825.073
24.6,0,115,0.32,0.73,51.928,4,110,-114.54,8,6,5,9.8,2,6,90,320,2430,11,0.27,4,1,189,820.29
24.6,2,0,0.353,0.66,28.34,0.4,3,43.89,19,5,5,11,6,2,63.9,31,3150,9,0.667,7,1,2,777.9
21.3,0,115,0.397,0.84,53.264,100,110,-115.574,8,6,2,11,2,2,75,373,2430,6,0.353,7,1,290,825.073
36,0,75,0.28,0.827,32.767,5,110,-103.641,48,6,5,11,2,6,120,290,1650,6,0.513,21,1,247,842.764
30.6,0,78,0.397,0.85,35.99,0.8,128,11.299,41,0,3,15,8,7,195,39,2736.9,9,0.27,7,1,216,876.161
36,4,63,0.45,0.81,56.165,1000,155,2.569,46,1,5,25,7,6,42.3,174,2111.2,11,0.513,21,0,24,839.763
4.5,0,89,0.15,0.757,61.583,35,169,75.183,36,3,5,17,3,5,12,382,2250,9,0.513,7,1,385,839.763
36,0,89,0.45,0.783,61.583,100,169,75.183,36,3,5,19,3,2,99,348,2310,11,0.513,7,1,391,870.769
24.6,0,117,0.45,0.77,48.1,1.5,4,-102.87,48,6,5,11,3,2,30,24,2430,6,0.27,4,1,186,825.073
36,0,115,0.4,0.79,55.15,200,155,52.833,36,3,5,25,2,2,99,8,824.5,11,0.513,4,1,311,860.182
9.9,4,63,0.353,0.66,57.056,5000,178,2.069,46,1,5,30,6,2,13.8,59,1513.8,11,0.513,12,0,129,839.763
6.3,0,117,0.427,0.75,48.1,5,110,-102.247,48,6,5,6,3,2,36,232,2515.2,9,0.27,4,1,247,810.888
6,0,117,0.3,0.71,48.1,7,110,-103.47,48,6,5,10,3,5,30,232,2905,6,0.377,4,1,247,820.29
6,0,117,0.25,0.79,48.852,8,155,-101.142,48,6,5,11,3,2,30,232,990,6,0.513,4,1,247,854.985
6,0,117,0.26,0.71,48.852,8.9,191,-101.143,48,6,5,11,3,5,30,232,1482,9,0.513,4,1,295,854.985
8.1,0,89,0.28,0.76,61.583,100,77,75.183,36,3,5,20,3,2,19.5,372,2310,11,0.513,7,1,290,839.763
6.3,9,115,0.3,0.827,48.852,0.8,110,3.102,15,1,5,13.333,11,2,21.6,71,2452.5,11,0.27,12,1,24,839.763
13.8,0,113,0.28,0.77,51.928,3.5,110,-114.54,8,6,5,9,2,6,36,344,1710,9,0.513,7,1,70,834.808
60,0,75,0.46,0.77,32.766,0.5,191,-102.531,48,6,5,8,2,5,300,290,1448.7,6,0.513,21,1,394,892.744
13.2,2,9,0.29,0.84,37.917,100,160,118.433,9,2,5,16.8,6,2,177,301,1102.5,11,0.513,17,1,438,898.413
45,4,95,0.5,0.66,1.296,1600,30,101.23,18,2,5,32,4,2,630,156,66,11,0.513,15,1,110,921.824
15,0,115,0.26,0.73,52.238,120,155,143.219,36,9,5,14,3,2,45,316,1596.3,11,0.513,15,1,132,881.62
60,0,3,0.3,0.783,36.272,1,128,-100.574,48,6,5,11,2,6,90,290,630,6,0.513,4,1,150,892.744
6.3,0,3,0.397,0.913,36.272,0.2,110,-100.332,48,6,5,11,2,5,24,291,1717.5,6,0.513,4,1,248,792.717
57,4,63,0.48,0.707,58.569,200,61,0.231,46,1,5,20,7,2,69,15,2278.1,11,0.353,12,0,297,829.912
6.3,0,115,0.28,0.76,50.039,0.1,110,-110.802,8,6,2,3,2,2,90,296,390,6,0.513,7,1,371,779.614
21.6,2,9,0.26,0.61,37.917,1000,160,118.283,9,2,5,27.667,6,5,69,164,1612.8,11,0.513,17,1,438,921.824
18,0,78,0.46,0.913,43.746,100,110,-105.502,48,6,5,11,3,6,30,256,2595,11,0.353,7,1,247,844.776
13.8,2,42,0.32,0.73,46.95,10,128,-108.21,48,6,5,9,5,6,44.4,72,2901,6,0.353,7,1,308,820.29
12,0,75,0.38,0.86,32.768,7,110,-103.62,48,6,5,8.3,2,2,180,290,1140,6,0.513,21,1,413,849.85
6.9,0,117,0.28,0.73,48.1,3,4,-103.653,48,6,5,12,3,6,30,232,2485.5,6,0.27,4,1,219,810.888
18.9,0,75,0.397,0.89,32.766,0.1,110,-103.634,48,6,2,10,2,2,36,88,990,6,0.513,21,1,411,777.9
14.7,0,115,0.25,0.76,50.039,2.3,110,-111.257,8,6,3,11,9,2,24,371,1710,6,0.513,7,1,219,806.268
45,9,3,0.46,0.73,40.149,1000,128,-108.998,48,6,5,20,2,6,120,382,3975,11,0.493,7,1,241,815.562
24.6,2,63,0.5,0.61,56.567,150,91,3.094,30,1,5,25,6,5,30,58,2328.6,11,0.353,12,0,155,825.073
60,2,63,0.41,0.81,56.262,2000,61,2.029,46,1,5,28,6,5,90,15,2250,11,0.513,21,0,130,839.763
30,0,75,0.4,0.837,32.768,7.6,178,-102.712,48,6,5,10,2,6,120,290,780,6,0.513,21,1,348,842.764
45,9,40,0.28,0.77,28.236,1.5,34,33.702,23,0,5,21,6,2,90,11,2288.8,11,0.513,15,1,29,801.7
5.7,0,115,0.447,0.73,51.928,3,106,-114.54,8,6,5,10.333,2,6,24.3,375,2430,9,0.27,9,1,70,829.912
60,0,75,0.35,0.75,32.766,7,178,-102.803,48,6,5,8.5,2,6,105,290,825,6,0.513,21,1,208,892.744
6.3,9,104,0.49,0.749,26.533,5000,61,49.954,37,5,5,28,7,7,9.9,158,1452.9,11,0.513,7,0,437,865.443
30,0,75,0.4,0.737,32.99,0.1,110,-103.92,48,6,5,6,2,5,120,118,1740,6,0.513,21,1,413,792.717
