Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
9.9,0,115,0.29,0.85,51.142,10,110,-114.54,8,6,2,10,2,2,30,123,2550,6,0.353,7,1,68,792.574
6,0,75,0.5,0.66,32.768,0.5,110,-102.854,48,6,5,6,2,6,30,290,1447.5,6,0.513,21,1,232,854.985
7.8,0,78,0.28,0.77,43.823,8.6,4,-105.143,48,6,5,13,2,2,19.5,290,2595,11,0.27,7,1,172,844.776
9.9,0,115,0.38,0.79,53.229,100,110,-115.801,8,6,5,10,2,6,18.9,375,2430,9,0.27,9,1,410,815.562
57,0,78,0.397,0.42,44.039,3,110,-105.069,48,6,2,11,9,2,90,290,2595,6,0.377,7,1,242,820.29
12.9,0,78,0.397,0.86,43.746,100,34,-105.892,48,6,5,18,3,6,180,256,390,11,0.513,7,1,109,844.776
24.6,4,63,0.397,0.85,55.15,235,155,2.883,46,1,5,25,7,2,29.4,185,2250,11,0.513,12,0,148,839.763
10.2,9,75,0.373,0.82,32.768,5,110,-103.634,48,6,5,9.9,2,2,42,84,1680,6,0.513,21,1,411,825.073
45,0,75,0.45,0.83,32.768,10,34,-103.798,48,6,5,9,2,5,165,290,1680,6,0.513,21,1,197,820.29
8.1,0,3,0.397,0.913,36.272,1.5,120,-100.748,48,6,5,13,2,2,36,89,4356,11,0.513,4,1,111,810.888
7.8,0,113,0.44,0.77,52.838,0.1,155,51.214,36,3,5,10,2,2,44.4,184,2529.3,9,0.27,12,1,124,829.912
21.6,0,3,0.397,0.913,36.272,2,128,-101.292,48,6,5,10,2,6,30,133,1290,6,0.513,21,1,412,820.29
6,0,117,0.26,0.783,48.852,20,110,-101.013,48,6,5,14,3,2,30,371,1452,9,0.513,4,1,247,815.562
60,4,63,0.4,0.83,57.056,1000,178,2.069,46,1,5,25,6,2,90,271,2250,11,0.513,12,0,179,839.763
19.8,4,63,0.353,0.75,56.617,20,155,3.085,30,1,5,17,7,2,30,185,4405.3,11,0.56,7,0,124,834.808
9.9,0,115,0.48,0.749,53.263,35,110,-115.801,8,6,5,10,2,2,12,123,924,6,0.513,7,1,406,854.985
9.3,0,115,0.41,0.73,53.263,30,106,-115.801,8,6,5,10,2,5,9.3,375,1560,9,0.513,9,1,406,792.574
42.6,0,115,0.44,0.73,52.838,120,110,-114.54,8,6,5,12.1,2,2,75,321,2310,9,0.353,7,1,95,820.29
7.2,0,117,0.35,0.749,48.852,2,110,-101.082,48,6,5,11,3,6,30,231,1452,9,0.513,4,1,294,852.41
12.9,0,89,0.397,0.77,61.583,100,169,75.183,36,3,5,20,3,2,22.5,371,2310,11,0.417,7,1,437,829.912
30.6,0,75,0.24,0.83,31.8,3.5,128,3.73,31,0,5,16,3,2,105,19,2665.2,9,0.27,15,1,61,815.562
33,0,117,0.3,0.777,48.852,0.8,4,-101.143,48,6,5,11,3,8,120,286,2520,6,0.353,4,1,163,844.776
30,0,89,0.5,0.633,61.583,100,155,75.183,36,3,5,20,3,2,420,317,2250,11,0.513,7,1,367,815.562
6.9,0,115,0.46,0.737,53.264,200,155,-115.801,8,6,5,10,2,2,36,349,2430,11,0.417,7,1,395,820.29
8.4,0,113,0.38,0.89,51.928,8,155,-114.54,8,6,5,10.5,2,5,36,319,2430,9,0.353,7,1,70,825.073
14.1,9,115,0.34,0.7,48.852,10,110,3.102,15,1,5,13,11,5,26.7,14,2127,4,0.513,7,1,24,834.808
45,0,75,0.4,0.89,32.768,0.5,111,-102.843,48,6,5,6,2,6,150,290,1230,6,0.513,21,1,408,839.763
7.8,9,104,0.3,0.707,26.766,60,143,49.883,37,5,5,20,7,2,9,24,1617,9,0.56,7,1,437,860.182
9.9,0,117,0.38,0.823,48.852,15,4,-101.129,48,6,5,13,3,2,19.8,232,2482.5,6,0.27,4,1,109,834.808
27,9,39,0.46,0.71,29.841,600,94,-93.501,48,6,5,24,1,2,105,291,3720,11,0.4,17,0,348,797.183
5.7,0,78,0.26,0.64,44.039,7.6,128,-105.278,48,6,5,9.9,2,2,42,256,2591.7,6,0.513,7,1,139,820.29
15,0,75,0.3,0.723,32.894,20,110,-103.554,48,6,5,11,2,5,36,290,1447.5,6,0.513,21,1,413,829.912
30,0,115,0.46,0.73,53.229,10,4,-115.802,8,6,5,8,2,2,180,232,2550,9,0.353,7,1,128,820.29
16.8,0,113,0.397,0.8,51.928,7,110,-114.54,8,6,2,10.467,9,6,30,385,2382,11,0.353,7,1,71,829.912
13.8,4,95,0.45,0.757,1.296,290,30,101.23,18,2,5,23,4,7,21.6,20,66,11,0.513,15,1,110,921.824
18,4,63,0.46,0.83,56.412,1000,155,2.029,46,1,5,28,6,2,24,108,2118.9,11,0.513,12,0,178,860.182
7.2,0,3,0.427,0.86,36.272,0.1,110,-100.282,48,6,2,6,2,6,45,118,3900,11,0.547,4,1,139,788.301
33,4,63,0.28,0.707,56.567,1000,22,3.085,30,1,5,28,7,2,123,345,2113.2,11,0.56,7,0,337,806.268
60,0,104,0.46,0.73,25.421,350,143,50.784,35,5,5,22,7,8,90,308,2025,9,0.513,18,1,39,829.912
30,0,117,0.4,0.747,48.271,8.9,4,-102.992,48,6,5,15,3,5,90,231,2875.5,6,0.353,4,1,219,842.764
4.5,0,115,0.22,0.773,51.928,5,110,-114.54,8,6,5,8.8,2,6,15,376,2430,6,0.353,7,1,70,825.073
6.9,0,78,0.3,0.777,44.551,10,104,-105.891,48,6,5,13,3,6,21,232,2700,6,0.353,7,1,241,844.776
18,9,63,0.31,0.73,56.567,60,155,3.085,30,1,5,20,6,2,24,108,3033.3,11,0.377,12,0,29,825.073
9.9,0,117,0.4,0.747,48.852,10,34,-100.892,48,6,5,16,3,5,30,232,993,9,0.513,4,1,172,854.985
15.6,4,65,0.46,0.73,53.264,100,24,2.967,46,1,5,16,8,2,30.6,58,2268,11,0.513,12,0,179,839.763
24.6,4,95,0.3,0.637,1.296,5000,30,101.23,18,2,5,34,4,5,195,156,66,11,0.513,15,1,110,921.824
15.6,0,117,0.49,0.777,48.75,3,191,3.101,15,1,5,10,2,5,45,37,2460,9,0.353,7,1,24,825.073
13.8,2,64,0.47,0.75,60.587,500,166,3.094,30,1,5,21,6,5,19.8,58,2698.4,11,0.27,12,0,391,839.763
36,0,104,0.35,0.757,26.983,20,13,49.55,37,5,5,18,2,6,75,23,2025,9,0.513,7,1,133,815.562
60,0,75,0.3,0.783,32.768,0.5,178,-103.36,48,6,5,8,2,6,105,290,1285,6,0.513,21,1,294,815.562
24.6,0,115,0.31,0.79,53.264,20,110,-115.801,8,6,5,9,2,5,36,319,2430,9,0.513,9,1,406,820.29
36,0,89,0.42,0.83,61.383,120,166,75.183,36,3,5,21,3,2,198,378,2310,11,0.513,7,1,267,881.62
19.8,2,64,0.27,0.79,61.583,100,155,1.75,46,1,5,18,6,2,21.3,58,2695.8,11,0.27,12,0,391,839.763
15.6,9,102,0.25,0.61,48.852,0.8,110,3.102,15,1,5,14,11,4,36.9,46,2250,11,0.513,12,1,24,839.763
9.9,0,113,0.22,0.603,51.928,0.1,110,-114.54,8,6,5,5,2,2,47.4,347,2520,6,0.353,7,1,70,820.29
45,9,88,0.3,0.778,61.383,1000,155,111.107,36,3,5,26,4,8,390,317,1512,11,0.513,26,1,391,860.182
36,0,89,0.46,0.75,61.583,1000,177,75.183,36,3,5,25,3,2,144,335,1536,11,0.513,7,1,391,921.824
7.2,0,113,0.28,0.75,51.928,10,110,-114.54,8,6,3,10,2,2,9,321,2280,9,0.513,9,1,242,820.29
24.6,0,115,0.44,0.66,51.629,6,110,-114.54,8,6,2,10,2,2,30,81,2310,9,0.447,7,1,105,806.268
12.9,0,115,0.4,0.83,51.928,10,110,-114.54,8,6,5,11,2,6,24,123,1710,9,0.513,7,1,110,829.912
120,0,115,0.48,0.83,48.852,2,110,-101.1,48,6,5,6,3,5,195,231,2880,9,0.377,4,1,163,844.776
16.8,2,64,0.31,0.707,60.833,1000,166,3.099,30,1,5,25,6,2,21.6,317,2310,11,0.56,12,0,391,844.776
7.2,2,63,0.35,0.773,56.567,235,155,3.085,30,1,5,16,6,2,9.9,108,3039,11,0.377,12,0,24,839.763
16.8,4,36,0.29,0.707,41.838,100,110,-80.29,48,6,5,16,4,2,75,325,4683,11,0.56,12,1,71,815.562
42.6,0,104,0.38,0.76,26.533,0.4,22,49.982,37,5,5,8.2,2,2,60,26,2785.8,9,0.27,7,1,0,825.073
57,9,64,0.31,0.777,61.383,200,166,1.75,46,1,5,19,6,6,225,58,2725.2,11,0.353,12,0,24,834.808
30,0,75,0.38,0.73,32.891,7,110,-103.554,48,6,5,6,2,6,120,290,1740,6,0.513,21,1,348,820.29
24.6,4,36,0.27,0.707,40.114,0.4,110,122.915,9,2,5,13.2,4,5,168.9,299,2662.6,11,0.353,17,1,397,839.763
15.6,0,89,0.417,0.79,61.383,100,22,75.183,36,3,5,20,3,5,30.3,372,2250,11,0.513,7,1,391,815.562
9,0,115,0.3,0.827,53.65,7,176,-116.23,8,6,5,5,2,2,36,321,2430,6,0.467,9,1,226,820.29
14.7,0,75,0.12,0.76,31.438,1.5,110,-102.383,48,6,5,6,2,5,24,290,1710,6,0.513,21,1,168,865.443
60,0,115,0.52,0.73,53.229,120,155,-115.801,8,6,5,10,2,5,69,347,2430,11,0.353,7,1,247,820.29
6.9,4,15,0.36,0.778,-21.678,500,127,114.039,3,2,2,25,6,2,42.3,44,841.8,11,0.513,7,0,330,779.614
12.9,2,40,0.34,0.778,28.1,20,69,33.45,13,0,5,17,6,5,36,255,2990.1,11,0.547,7,0,47,892.744
6.3,0,117,0.38,0.76,48.1,5,110,72.7,44,3,5,13,10,5,21,286,1710,9,0.513,12,1,269,839.763
13.2,2,9,0.29,0.84,37.917,100,160,118.433,9,2,5,16.8,6,2,177,301,1102.5,11,0.513,17,1,438,898.413
13.8,0,117,0.48,0.778,48.852,5,4,-101.1,48,6,5,10,3,5,24,83,982.5,9,0.513,4,1,219,839.763
6.9,0,115,0.447,0.77,55.471,100,155,-119.202,8,6,5,10.2,2,6,13.8,375,1834.1,9,0.513,26,1,413,825.073
24.6,0,115,0.26,0.84,53.229,15,24,-115.802,8,6,2,10.333,2,5,30,232,2430,11,0.27,7,1,232,825.073
13.8,0,115,0.45,0.783,55.142,1000,34,-114.54,8,6,5,32,2,2,27,311,912,11,0.513,7,1,349,986.063
8.1,0,89,0.28,0.76,61.583,100,77,75.183,36,3,5,20,3,2,19.5,372,2310,11,0.513,7,1,290,839.763
4.5,0,117,0.15,0.71,48.852,0.1,110,-101.175,48,6,5,8,3,2,12,133,982.5,6,0.513,4,1,296,829.912
6.3,0,3,0.397,0.913,36.617,10,110,-100.292,48,6,5,13,2,5,45,81,1800,6,0.513,4,1,233,852.41
