,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,target,Col 16,Col 17,Col 18,Col 19,Col 20,Col 21,Col 22,Col 23,real_identifier
35,208.0,251.0,12.0,5.0,80.0,3.0,33.5789,53.3158,140.0,0.0,4.0,4.0,5.0,2935.6,12.0,9.0,139.2,62.1,16.0,1000.0,823.1579,0.41,-1.0,-1.0,0
36,238.0,201.0,9.0,2.0,97.0,2.0,42.2105,103.5789,130.0,1.0,3.0,5.0,4.0,2621.9,16.0,11.0,191.4,98.7,22.0,1100.0,865.7895,0.57,-1.0,-1.0,0
37,218.0,231.0,11.0,4.0,89.0,1.0,38.4211,100.5789,125.0,1.0,4.0,6.0,3.0,2832.7,14.0,10.0,167.4,88.2,20.0,1300.0,852.6316,0.51,-1.0,-1.0,0
38,248.0,203.0,10.0,3.0,94.0,2.0,45.7895,105.4211,135.0,1.0,4.0,5.0,4.0,2713.4,15.0,11.0,201.6,102.9,23.0,1200.0,869.4737,0.59,-1.0,-1.0,0
39,228.0,241.0,12.0,5.0,83.0,3.0,35.1579,55.4211,140.0,0.0,4.0,4.0,5.0,2943.8,12.0,9.0,143.8,64.5,17.0,1000.0,826.3158,0.43,-1.0,-1.0,0
40,258.0,211.0,9.0,2.0,99.0,2.0,43.4737,104.2105,130.0,1.0,3.0,5.0,4.0,2629.5,16.0,11.0,193.8,100.8,24.0,1100.0,868.4211,0.61,-1.0,-1.0,0
41,278.0,191.0,25.0,1.0,55.0,3.0,41.9123,17.4567,52.0,0.0,4.0,3.0,5.0,2398.0,9.0,7.0,187.0,81.0,22.0,12.0,911.2345,0.38,-1.0,-1.0,0
42,219.0,135.0,18.0,0.0,29.0,1.0,13.4567,24.9876,41.0,0.0,3.0,6.0,8.0,1987.0,8.0,5.0,139.0,67.0,15.0,6.0,839.1234,0.29,-1.0,-1.0,0
43,301.0,281.0,32.0,2.0,61.0,5.0,49.2345,-93.4567,29.0,1.0,4.0,8.0,3.0,2510.0,9.0,8.0,201.0,91.0,12.0,4.0,921.4567,0.35,-1.0,-1.0,0
44,88.0,241.0,20.0,1.0,39.0,2.0,36.789,14.5678,56.0,0.0,5.0,4.0,7.0,2211.0,10.0,6.0,163.0,75.0,18.0,8.0,881.2345,0.32,-1.0,-1.0,0
45,248.0,192.0,15.0,0.0,49.0,3.0,22.3456,27.8901,61.0,0.0,4.0,5.0,6.0,2134.0,8.0,9.0,181.0,85.0,20.0,10.0,901.4567,0.36,-1.0,-1.0,0
46,119.0,299.0,28.0,2.0,69.0,4.0,53.4567,-101.2345,39.0,1.0,3.0,6.0,2.0,2910.0,9.0,10.0,229.0,109.0,14.0,5.0,951.2345,0.39,-1.0,-1.0,0
47,268.0,211.0,12.0,0.0,58.0,2.0,19.0123,25.6789,49.0,0.0,5.0,5.0,8.0,2010.0,8.0,8.0,169.0,79.0,16.0,9.0,871.4567,0.33,-1.0,-1.0,0
48,98.0,275.0,24.0,1.0,44.0,3.0,46.789,18.9012,59.0,0.0,4.0,3.0,5.0,2310.0,9.0,7.0,193.0,87.0,19.0,11.0,911.2345,0.37,-1.0,-1.0,0
49,208.0,141.0,19.0,0.0,35.0,1.0,15.6789,28.4567,51.0,0.0,3.0,6.0,7.0,2011.0,8.0,6.0,159.0,73.0,17.0,7.0,851.2345,0.31,-1.0,-1.0,0
50,299.0,251.0,30.0,2.0,62.0,4.0,52.3456,-96.789,38.0,1.0,4.0,7.0,3.0,2610.0,9.0,9.0,239.0,105.0,13.0,4.0,961.2345,0.4,-1.0,-1.0,0
51,321.0,243.0,29.0,4.0,51.0,1.0,41.135,58.135,141.0,1.0,5.0,3.0,5.0,2018.0,10.0,12.0,118.5,19.2,25.0,291.0,881.1111,0.49,-1.0,-1.0,0
52,269.0,201.0,19.0,2.0,73.0,0.0,52.3333,70.3333,129.0,1.0,5.0,4.0,4.0,2345.0,8.0,11.0,82.5,13.5,22.0,202.0,859.3333,0.51,-1.0,-1.0,0
53,396.0,186.0,33.0,5.0,96.0,0.0,39.2273,-93.2273,166.0,1.0,5.0,6.0,3.0,1827.0,13.0,13.0,247.5,23.1,18.0,187.0,833.3333,0.39,-1.0,-1.0,0
54,157.0,288.0,44.0,6.0,58.0,2.0,29.9429,33.9429,63.0,0.0,5.0,5.0,6.0,2788.0,4.0,11.0,420.0,193.2,20.0,45.0,869.3333,0.55,-1.0,-1.0,0
55,342.0,51.0,48.0,6.0,85.0,0.0,35.4368,-119.6788,110.0,1.0,5.0,7.0,10.0,180.0,15.0,5.0,300.0,270.0,55.0,1.5,892.7445,-1.0,-1.0,-1.0,0
56,84.0,306.0,48.0,6.0,39.0,3.0,33.0456,-93.0971,22.0,1.0,5.0,6.0,7.0,3012.0,12.0,9.0,22.5,8.1,12.0,200.0,797.1831,0.43,-1.0,-1.0,0
57,382.0,214.0,36.0,3.0,89.0,0.0,62.6167,77.6622,108.0,1.0,5.0,2.0,3.0,1673.1,7.0,11.0,945.0,128.7,23.6,187.0,815.562,0.3,-1.0,-1.0,0
58,15.0,54.0,46.0,1.0,64.0,4.0,60.7833,1.7333,178.0,0.0,5.0,6.0,6.0,2937.0,12.0,11.0,265.8,103.2,17.0,500.0,829.912,0.64,-1.0,-1.0,0
59,304.0,229.0,28.0,4.0,52.0,1.0,40.135,56.135,139.0,1.0,5.0,3.0,5.0,2009.0,10.0,12.0,115.5,18.2,24.0,288.0,879.1111,0.48,-1.0,-1.0,0
60,255.0,198.0,18.0,2.0,71.0,0.0,51.3333,69.3333,128.0,1.0,5.0,4.0,4.0,2332.0,8.0,11.0,80.5,12.5,21.0,200.0,857.3333,0.5,-1.0,-1.0,0
61,319.0,191.0,12.0,4.0,64.0,2.0,24.1411,-67.9142,141.0,0.0,4.0,3.0,6.0,1947.1,8.0,10.0,63.3,30.3,22.0,600.0,1078.3321,0.51,-1.0,-1.0,0
62,369.0,259.0,5.0,2.0,28.0,4.0,-16.5634,98.3508,173.0,0.0,4.0,6.0,8.0,2198.5,11.0,11.0,142.5,61.2,16.0,40.0,951.3985,0.44,-1.0,-1.0,0
63,278.0,186.0,20.0,5.0,81.0,1.0,43.8133,-93.0178,129.0,1.0,5.0,2.0,4.0,1821.0,8.0,10.0,45.0,28.2,24.0,480.0,1034.1134,0.49,-1.0,-1.0,0
64,391.0,294.0,10.0,4.0,59.0,3.0,19.4879,75.3241,164.0,0.0,4.0,7.0,9.0,2359.8,10.0,11.0,85.5,46.8,14.0,20.0,879.6902,0.41,-1.0,-1.0,0
65,299.0,123.0,16.0,5.0,92.0,0.0,59.4922,-125.0783,143.0,1.0,3.0,5.0,6.0,2049.0,9.0,11.0,55.5,33.3,26.0,440.0,1123.0861,0.53,-1.0,-1.0,0
66,362.0,245.0,12.0,4.0,69.0,2.0,27.7929,-79.5679,151.0,0.0,5.0,3.0,7.0,2068.5,9.0,10.0,69.0,36.3,22.0,600.0,958.5139,0.46,-1.0,-1.0,0
67,309.0,179.0,18.0,5.0,85.0,1.0,46.4494,-99.3842,137.0,1.0,4.0,6.0,8.0,1911.0,9.0,11.0,49.5,30.6,24.0,480.0,1058.4493,0.48,-1.0,-1.0,0
68,384.0,299.0,8.0,4.0,58.0,3.0,22.9522,73.1231,169.0,0.0,5.0,7.0,9.0,2439.8,11.0,11.0,78.0,43.2,16.0,40.0,911.0119,0.43,-1.0,-1.0,0
69,270.0,153.0,22.0,5.0,96.0,1.0,54.3509,-116.6341,132.0,1.0,3.0,5.0,6.0,1873.0,9.0,11.0,51.0,31.5,26.0,440.0,1105.9364,0.52,-1.0,-1.0,0
70,351.0,227.0,14.0,4.0,76.0,2.0,38.6548,-87.3649,146.0,0.0,5.0,3.0,7.0,2123.0,9.0,10.0,63.0,34.2,22.0,600.0,983.4551,0.47,-1.0,-1.0,0
71,397.0,313.0,10.0,4.0,60.0,3.0,25.4603,69.4491,164.0,0.0,4.0,7.0,9.0,2519.8,11.0,11.0,82.5,46.5,16.0,20.0,923.0248,0.42,-1.0,-1.0,0
72,421.0,191.0,45.0,5.0,74.0,1.0,58.1111,-83.1111,121.0,1.0,5.0,6.0,3.0,2459.0,10.0,10.0,180.0,19.8,22.0,90.0,911.1111,0.41,-1.0,-1.0,0
73,118.0,275.0,38.0,4.0,96.0,3.0,41.25,-59.375,141.0,1.0,5.0,5.0,4.0,2015.0,9.0,11.0,135.0,16.2,25.0,110.0,853.3333,0.45,-1.0,-1.0,0
74,457.0,129.0,19.0,3.0,67.0,2.0,55.5556,82.5,129.0,0.0,5.0,6.0,2.0,1843.0,11.0,11.0,198.0,23.1,20.0,130.0,879.1667,0.39,-1.0,-1.0,0
75,314.0,221.0,36.0,2.0,82.0,4.0,50.0,-70.0,151.0,1.0,5.0,5.0,5.0,2067.0,8.0,10.0,162.0,18.9,24.0,100.0,822.9167,0.42,-1.0,-1.0,0
76,401.0,187.0,29.0,1.0,59.0,3.0,52.0833,30.0,136.0,0.0,5.0,6.0,3.0,1927.0,10.0,11.0,189.0,20.7,22.0,120.0,865.9722,0.38,-1.0,-1.0,0
77,270.0,239.0,40.0,5.0,85.0,2.0,43.75,-62.5,161.0,1.0,5.0,5.0,4.0,2139.0,9.0,10.0,153.0,17.1,25.0,110.0,851.3889,0.44,-1.0,-1.0,0
78,485.0,149.0,23.0,4.0,73.0,1.0,56.25,78.125,139.0,0.0,5.0,6.0,2.0,1995.0,11.0,11.0,201.0,22.2,20.0,130.0,884.7222,0.4,-1.0,-1.0,0
79,292.0,201.0,34.0,3.0,79.0,4.0,49.0,-58.0,146.0,1.0,5.0,5.0,5.0,2083.0,8.0,10.0,171.0,19.5,24.0,100.0,828.6111,0.43,-1.0,-1.0,0
80,419.0,175.0,27.0,2.0,65.0,3.0,53.8462,34.6154,133.0,0.0,5.0,6.0,3.0,1953.0,10.0,11.0,192.0,21.3,22.0,120.0,873.0556,0.39,-1.0,-1.0,0
81,367.0,207.0,39.0,5.0,91.0,2.0,45.8333,-64.1667,159.0,1.0,5.0,5.0,4.0,2145.0,9.0,10.0,159.0,18.6,25.0,110.0,848.6111,0.45,-1.0,-1.0,0
82,394.0,219.0,22.0,3.0,51.0,1.0,29.1911,67.1234,91.0,1.0,4.0,3.0,5.0,2769.2,10.0,13.0,83.2,41.9,16.0,421.0,751.2198,0.22,-1.0,-1.0,0
83,482.0,391.0,11.0,2.0,39.0,2.0,43.9821,81.4567,56.0,0.0,4.0,6.0,4.0,3241.9,16.0,10.0,201.9,95.1,14.0,191.0,819.3519,0.35,-1.0,-1.0,0
84,359.0,162.0,28.0,4.0,96.0,1.0,24.1356,39.9821,108.0,1.0,3.0,4.0,6.0,2897.8,11.0,12.0,143.8,69.2,19.0,538.0,933.4211,0.49,-1.0,-1.0,0
85,268.0,428.0,13.0,2.0,58.0,2.0,35.4637,93.2198,29.0,0.0,5.0,2.0,5.0,2391.1,14.0,9.0,126.9,59.4,22.0,372.0,857.9821,0.28,-1.0,-1.0,0
86,311.0,81.0,31.0,5.0,83.0,1.0,22.9821,51.4637,141.0,1.0,4.0,5.0,7.0,3098.9,9.0,11.0,99.9,46.5,17.0,601.0,799.2198,0.41,-1.0,-1.0,0
87,463.0,377.0,18.0,3.0,49.0,2.0,40.9821,76.1356,52.0,0.0,5.0,6.0,4.0,2819.2,15.0,10.0,179.8,85.3,20.0,451.0,921.9821,0.32,-1.0,-1.0,0
88,396.0,246.0,24.0,4.0,71.0,1.0,26.4637,43.9821,99.0,1.0,4.0,3.0,6.0,2698.9,12.0,12.0,139.8,65.2,18.0,541.0,879.3519,0.48,-1.0,-1.0,0
89,437.0,351.0,12.0,2.0,42.0,2.0,38.2198,85.9821,27.0,0.0,5.0,2.0,5.0,2519.1,16.0,9.0,148.9,70.3,23.0,401.0,849.9821,0.29,-1.0,-1.0,0
90,292.0,192.0,30.0,5.0,92.0,1.0,20.9821,49.4637,134.0,1.0,4.0,5.0,7.0,3048.9,10.0,11.0,109.9,51.5,19.0,621.0,783.3519,0.42,-1.0,-1.0,0
91,451.0,394.0,19.0,3.0,54.0,2.0,42.4637,79.9821,51.0,0.0,5.0,6.0,4.0,2949.2,15.0,10.0,173.8,81.3,21.0,471.0,941.9821,0.33,-1.0,-1.0,0
92,291.0,351.0,44.0,4.0,75.0,1.0,50.1234,91.2345,141.0,1.0,4.0,5.0,5.0,3056.8,18.0,10.0,129.0,85.2,22.0,1200.0,819.1234,0.42,-1.0,-1.0,0
93,412.0,191.0,27.0,2.0,94.0,1.0,46.789,67.9012,110.0,1.0,3.0,6.0,4.0,2769.2,16.0,10.0,381.0,24.9,16.0,900.0,743.5678,0.35,-1.0,-1.0,0
94,238.0,322.0,41.0,5.0,69.0,0.0,59.2345,13.4567,151.0,0.0,5.0,7.0,6.0,2431.4,14.0,11.0,96.0,51.3,25.0,1400.0,867.9012,0.59,-1.0,-1.0,0
95,181.0,279.0,33.0,3.0,83.0,2.0,53.4567,75.2345,121.0,1.0,4.0,5.0,5.0,3305.6,10.0,10.0,258.0,39.6,19.0,1100.0,795.6789,0.49,-1.0,-1.0,0
96,394.0,148.0,29.0,4.0,98.0,1.0,44.9012,58.2345,139.0,1.0,3.0,6.0,4.0,3023.2,19.0,11.0,429.0,28.5,17.0,1300.0,822.3456,0.41,-1.0,-1.0,0
97,273.0,369.0,39.0,5.0,62.0,0.0,55.6789,15.2345,161.0,0.0,5.0,7.0,6.0,2765.8,13.0,11.0,117.0,59.4,26.0,1500.0,859.0123,0.53,-1.0,-1.0,0
98,219.0,247.0,35.0,3.0,91.0,2.0,51.2345,83.4567,131.0,1.0,4.0,5.0,5.0,3579.2,11.0,10.0,342.0,44.7,20.0,1200.0,781.2345,0.46,-1.0,-1.0,0
99,385.0,172.0,25.0,4.0,85.0,1.0,48.9012,69.2345,129.0,1.0,3.0,6.0,4.0,3211.4,17.0,11.0,498.0,32.1,18.0,1400.0,835.6789,0.44,-1.0,-1.0,0
100,298.0,315.0,38.0,5.0,66.0,0.0,58.4567,17.9012,162.0,0.0,5.0,7.0,6.0,2943.8,12.0,11.0,135.0,55.2,27.0,1600.0,864.2345,0.52,-1.0,-1.0,0
101,251.0,289.0,31.0,3.0,79.0,2.0,49.2345,79.4567,141.0,1.0,4.0,5.0,5.0,3497.6,10.0,10.0,279.0,41.4,21.0,1300.0,799.0123,0.48,-1.0,-1.0,0
102,131.0,296.0,17.0,5.0,86.0,8.0,43.2191,-59.3519,101.0,1.0,4.0,6.0,9.0,2019.0,13.0,10.0,108.0,43.2,18.0,1200.0,879.3518,0.29,-1.0,-1.0,0
103,219.0,191.0,29.0,3.0,75.0,1.0,51.3519,-21.4567,143.0,1.0,4.0,5.0,8.0,2511.0,10.0,9.0,93.6,37.4,22.0,1500.0,819.4567,0.38,-1.0,-1.0,0
104,65.0,329.0,20.0,2.0,58.0,6.0,40.4567,13.4567,119.0,1.0,4.0,6.0,10.0,2010.0,12.0,10.0,99.0,39.6,20.0,1200.0,859.4567,0.25,-1.0,-1.0,0
105,294.0,140.0,15.0,4.0,96.0,3.0,55.4567,-35.4567,131.0,1.0,5.0,7.0,11.0,2401.0,16.0,11.0,135.0,54.0,25.0,2000.0,909.4567,0.31,-1.0,-1.0,0
106,187.0,262.0,24.0,1.0,69.0,4.0,48.4567,10.4567,152.0,1.0,4.0,6.0,9.0,2802.0,14.0,10.0,117.0,46.8,23.0,1800.0,849.4567,0.33,-1.0,-1.0,0
107,238.0,200.0,18.0,3.0,82.0,5.0,53.4567,-28.4567,123.0,1.0,5.0,7.0,10.0,2208.0,15.0,11.0,129.0,51.0,26.0,2200.0,919.4567,0.27,-1.0,-1.0,0
108,163.0,306.0,22.0,2.0,61.0,7.0,46.4567,16.4567,139.0,1.0,4.0,6.0,9.0,2601.0,13.0,10.0,114.0,45.6,24.0,2000.0,859.4567,0.35,-1.0,-1.0,0
109,292.0,151.0,16.0,4.0,95.0,2.0,54.4567,-32.4567,129.0,1.0,5.0,7.0,11.0,2304.0,16.0,11.0,132.0,52.8,27.0,2400.0,909.4567,0.29,-1.0,-1.0,0
110,205.0,245.0,25.0,1.0,72.0,3.0,49.4567,12.4567,148.0,1.0,4.0,6.0,9.0,2703.0,14.0,10.0,120.0,48.0,25.0,2000.0,849.4567,0.32,-1.0,-1.0,0
111,259.0,202.0,19.0,3.0,84.0,4.0,52.4567,-25.4567,126.0,1.0,5.0,7.0,10.0,2409.0,15.0,11.0,129.0,50.4,26.0,2200.0,919.4567,0.28,-1.0,-1.0,0
112,169.0,299.0,23.0,2.0,62.0,6.0,47.4567,15.4567,137.0,1.0,4.0,6.0,9.0,2604.0,13.0,10.0,115.0,46.2,24.0,2000.0,859.4567,0.34,-1.0,-1.0,0
113,278.0,121.0,29.0,4.0,43.0,3.0,13.3333,105.3333,101.0,1.0,4.0,3.0,5.0,2019.5,11.0,10.0,59.0,51.0,16.0,15.0,921.1111,0.38,-1.0,0.6,0
114,193.0,67.0,22.0,3.0,21.0,1.0,35.4444,70.5556,85.0,0.0,4.0,4.0,6.0,1566.3,10.0,8.0,71.0,39.0,14.0,25.0,799.0476,0.42,-1.0,0.8,0
115,351.0,219.0,18.0,4.0,31.0,2.0,20.6667,58.6667,118.0,1.0,5.0,6.0,4.0,2457.8,13.0,12.0,82.0,46.0,11.0,30.0,933.3333,0.33,-1.0,0.5,0
116,294.0,189.0,25.0,5.0,40.0,3.0,28.8889,63.1111,105.0,1.0,5.0,5.0,7.0,2134.2,12.0,11.0,65.0,42.0,13.0,20.0,859.2593,0.45,-1.0,0.7,0
117,236.0,142.0,19.0,3.0,25.0,2.0,32.2222,76.2222,92.0,1.0,5.0,4.0,5.0,1945.5,11.0,10.0,58.0,35.0,12.0,15.0,821.9048,0.38,-1.0,0.6,0
118,317.0,206.0,24.0,4.0,36.0,3.0,25.5556,62.5556,110.0,1.0,5.0,6.0,6.0,2319.2,13.0,12.0,81.0,48.0,14.0,25.0,909.2593,0.33,-1.0,0.5,0
119,269.0,161.0,20.0,3.0,29.0,2.0,30.6667,73.6667,98.0,1.0,5.0,5.0,7.0,2069.5,12.0,11.0,67.0,43.0,13.0,20.0,851.9048,0.42,-1.0,0.7,0
120,297.0,192.0,26.0,5.0,41.0,3.0,27.7778,65.7778,115.0,1.0,5.0,6.0,5.0,2517.8,14.0,13.0,84.0,51.0,15.0,30.0,939.2593,0.33,-1.0,0.5,0
121,245.0,151.0,22.0,4.0,33.0,2.0,29.4444,72.4444,100.0,1.0,5.0,5.0,6.0,2195.5,13.0,12.0,72.0,46.0,14.0,25.0,871.9048,0.38,-1.0,0.6,0
122,281.0,185.0,25.0,5.0,39.0,3.0,26.1111,64.1111,110.0,1.0,5.0,6.0,5.0,2389.2,14.0,13.0,82.0,50.0,15.0,30.0,929.2593,0.33,-1.0,0.5,0
123,219.0,201.0,14.0,3.0,91.0,1.0,22.4191,63.2154,98.0,1.0,4.0,6.0,5.0,2819.2,10.0,10.0,81.0,40.2,12.0,300.0,921.1188,0.25,-1.0,-1.0,0
124,178.0,291.0,25.0,4.0,82.0,3.0,41.9823,-59.3137,129.0,1.0,3.0,5.0,6.0,2391.9,8.0,9.0,69.0,29.7,15.0,200.0,856.3922,0.38,-1.0,-1.0,0
125,253.0,162.0,31.0,2.0,99.0,2.0,13.1104,80.4563,181.0,1.0,4.0,7.0,9.0,1982.8,11.0,10.0,93.0,44.1,18.0,350.0,964.5511,0.42,-1.0,-1.0,0
126,305.0,256.0,19.0,3.0,108.0,1.0,29.4378,-28.4519,141.0,1.0,5.0,6.0,7.0,2517.4,9.0,9.0,78.0,36.3,14.0,250.0,899.2756,0.31,-1.0,-1.0,0
127,189.0,207.0,22.0,2.0,94.0,2.0,10.8765,69.2492,119.0,1.0,4.0,5.0,8.0,2763.1,12.0,10.0,84.0,40.5,16.0,320.0,943.8173,0.35,-1.0,-1.0,0
128,269.0,294.0,15.0,3.0,89.0,1.0,25.0139,-50.3161,160.0,1.0,5.0,7.0,6.0,2356.6,10.0,9.0,75.0,34.8,13.0,280.0,876.3929,0.28,-1.0,-1.0,0
