,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
53,14.05,1.82,2.68,24.5,95.0,3.0,2.75,0.25,2.2,11.0,0.55,1.92,680.0,2.0,0
54,13.34,2.47,2.28,17.5,100.0,2.3,1.65,0.65,1.4,5.9,0.86,2.01,555.0,2.0,0
55,12.55,1.34,1.98,18.5,89.0,2.1,1.9,0.2,1.95,3.5,0.91,3.1,350.0,1.0,0
56,13.42,4.0,2.32,20.5,115.0,1.75,0.65,0.4,1.3,9.8,0.58,1.6,820.0,2.0,0
57,13.0,3.3,2.15,21.0,103.0,1.52,0.5,0.42,1.2,4.1,0.59,1.7,790.0,2.0,0
58,13.95,1.65,2.7,26.0,87.0,2.9,2.6,0.3,1.8,3.45,1.25,3.05,400.0,1.0,0
59,12.75,3.12,2.55,22.5,107.0,1.7,0.62,0.55,0.98,5.65,0.85,2.05,585.0,2.0,0
60,13.21,2.58,2.41,20.0,98.0,1.9,1.2,0.52,1.48,4.32,0.89,1.92,580.0,1.0,0
61,12.64,1.06,1.89,15.5,83.0,2.3,1.8,0.31,1.22,3.5,1.06,2.58,440.0,0.0,0
62,13.48,3.75,2.26,19.0,92.0,1.7,0.85,0.49,1.68,8.92,0.61,1.7,490.0,2.0,0
63,12.89,1.53,1.95,16.5,87.0,2.6,2.0,0.34,1.38,3.0,1.17,2.65,430.0,1.0,0
64,13.02,2.91,2.33,18.0,100.0,1.5,0.9,0.41,1.03,5.1,0.73,1.68,660.0,2.0,0
65,12.15,0.82,1.28,11.0,86.0,1.8,0.5,0.27,0.38,2.0,1.01,1.85,530.0,1.0,0
66,13.52,1.35,2.12,17.5,96.0,2.2,1.6,0.33,0.78,3.75,1.18,2.4,640.0,1.0,0
67,12.43,3.32,2.04,17.0,89.0,1.45,0.68,0.39,0.92,4.5,0.77,1.6,380.0,2.0,0
68,13.33,2.64,2.51,21.0,103.0,2.7,2.9,0.28,2.7,5.8,1.0,3.05,1170.0,0.0,0
69,12.98,1.83,1.99,16.2,84.0,2.1,1.4,0.36,1.2,3.2,1.08,2.3,460.0,1.0,0
70,12.89,2.45,2.4,22.0,120.0,2.4,2.1,0.3,2.0,3.5,1.02,2.9,850.0,1.0,0
71,13.1,1.8,2.3,18.5,98.0,2.5,2.4,0.25,1.9,3.2,1.05,2.8,790.0,0.0,0
72,11.9,2.0,2.6,23.0,130.0,1.5,0.8,0.16,1.4,2.4,0.93,2.3,580.0,1.0,0
73,14.0,2.5,2.4,17.0,100.0,3.0,2.9,0.2,2.5,5.0,1.2,3.2,1450.0,0.0,0
74,12.3,1.7,2.1,20.5,115.0,2.7,2.6,0.31,2.2,3.8,1.1,3.0,890.0,1.0,0
75,12.5,2.2,2.5,25.0,135.0,3.1,2.7,0.24,2.0,3.7,1.15,3.3,950.0,1.0,0
76,13.0,1.9,2.2,19.0,90.0,1.4,0.6,0.45,0.7,10.0,0.58,1.65,480.0,2.0,0
77,13.5,1.5,2.6,23.0,95.0,2.7,1.2,0.5,2.3,11.5,0.56,1.75,630.0,2.0,0
78,11.5,3.6,1.9,19.0,105.0,3.2,2.6,0.23,3.6,2.8,0.74,2.75,570.0,1.0,0
79,12.1,2.3,2.2,20.0,87.0,2.6,2.5,0.35,1.4,2.8,0.87,3.25,380.0,1.0,0
80,12.68,2.78,2.16,18.4,99.0,1.95,1.42,0.37,1.64,3.12,1.02,2.83,540.0,1.0,0
81,13.27,2.14,2.47,21.2,108.0,2.35,1.87,0.48,2.1,4.5,0.97,3.01,430.0,1.0,0
82,11.54,3.96,2.24,23.0,88.0,1.56,0.78,0.78,1.3,6.8,0.59,1.64,660.0,2.0,0
83,12.91,1.68,2.01,14.6,90.0,2.64,2.97,0.16,2.82,7.1,1.11,2.99,1120.0,0.0,0
84,13.33,4.02,2.68,24.8,110.0,2.04,1.62,0.42,1.89,3.4,0.88,3.18,390.0,1.0,0
85,11.98,1.27,1.89,17.3,84.0,1.77,1.32,0.45,1.27,2.6,1.05,3.35,530.0,1.0,0
86,12.48,3.24,2.41,20.5,97.0,1.64,0.58,0.56,1.48,8.0,0.62,1.51,700.0,2.0,0
87,13.12,1.85,2.11,13.9,94.0,2.85,3.12,0.18,2.75,7.3,1.09,2.88,1170.0,0.0,0
88,12.35,1.51,2.28,22.1,101.0,1.88,1.72,0.39,1.15,3.0,1.01,2.74,420.0,1.0,0
89,12.01,4.11,2.56,25.6,106.0,2.14,1.98,0.16,1.98,4.2,0.89,3.27,410.0,1.0,0
90,13.5,1.9,2.3,17.0,105.0,2.6,2.8,0.3,2.2,6.0,1.1,2.9,1000.0,0.0,0
91,12.8,0.85,2.1,16.5,98.0,1.9,1.7,0.28,1.3,2.5,1.21,3.05,470.0,1.0,0
92,14.2,1.7,2.45,19.0,107.0,3.0,3.3,0.4,2.5,6.8,1.18,3.2,1200.0,0.0,0
93,13.0,4.2,2.55,22.0,87.0,1.4,0.5,0.55,1.0,5.9,0.77,1.45,650.0,2.0,0
94,14.4,1.6,2.2,15.5,130.0,3.2,3.5,0.25,2.15,6.2,1.1,3.8,950.0,0.0,0
95,12.4,1.0,1.9,14.0,135.0,1.8,1.65,0.32,2.6,3.3,1.05,2.2,700.0,1.0,0
96,13.7,1.85,2.6,18.0,110.0,2.9,2.7,0.33,1.5,7.2,1.25,2.95,1300.0,0.0,0
97,12.9,4.5,2.5,21.0,90.0,1.35,0.45,0.5,0.9,6.5,0.76,1.5,600.0,2.0,0
98,14.0,1.95,2.35,17.5,100.0,2.7,2.9,0.27,2.0,5.5,1.08,3.1,980.0,0.0,0
99,12.5,0.9,2.0,15.0,140.0,1.7,1.6,0.34,2.4,3.2,1.04,2.1,730.0,1.0,0
100,13.5,1.6,2.1,15.2,99.0,3.0,2.6,0.28,1.7,6.5,1.05,3.1,1120.0,0.0,0
101,12.2,2.3,1.8,18.0,93.0,2.1,1.8,0.3,1.45,3.9,1.2,2.8,680.0,1.0,0
102,13.7,0.95,1.75,16.5,88.0,1.8,1.9,0.25,1.5,4.2,1.15,2.5,410.0,1.0,0
103,14.1,1.9,2.4,16.2,110.0,3.7,3.3,0.23,2.1,7.5,0.88,3.4,1420.0,0.0,0
104,12.8,2.4,2.2,19.5,118.0,1.7,0.7,0.5,1.4,8.6,0.62,1.6,810.0,2.0,0
105,12.5,1.8,2.3,21.0,85.0,1.4,1.6,0.45,1.6,3.4,0.87,2.4,470.0,1.0,0
106,14.4,1.85,2.4,14.8,97.0,2.6,2.4,0.29,1.95,5.3,1.03,3.6,1300.0,0.0,0
107,13.2,0.92,2.35,17.2,108.0,2.4,1.25,0.52,0.4,3.1,1.0,1.9,730.0,1.0,0
108,11.7,1.9,1.9,15.8,96.0,1.6,1.55,0.33,1.1,3.7,1.22,2.1,430.0,1.0,0
109,11.9,0.9,2.5,17.8,95.0,2.15,2.1,0.21,2.3,3.0,0.78,3.05,510.0,1.0,0
110,13.5,2.1,2.3,19.5,105.0,2.0,1.6,0.3,1.3,6.2,0.95,2.45,980.0,0.0,0
111,12.7,1.6,2.5,24.0,98.0,1.8,1.4,0.4,1.0,4.8,0.8,1.75,550.0,2.0,0
112,14.0,1.8,2.4,17.0,110.0,2.8,2.6,0.28,1.9,6.0,1.1,3.2,1200.0,0.0,0
113,12.4,2.0,2.6,23.0,90.0,1.6,1.2,0.4,1.2,4.0,0.78,1.5,480.0,1.0,0
114,13.9,1.7,2.3,16.0,100.0,3.0,2.7,0.3,2.0,6.5,1.05,3.0,1400.0,0.0,0
115,12.9,3.0,2.7,26.0,102.0,1.9,1.5,0.4,1.4,5.5,0.85,1.9,620.0,2.0,0
116,14.1,1.9,2.4,18.0,115.0,2.9,2.8,0.29,2.1,7.0,1.2,3.3,1350.0,0.0,0
117,12.2,1.5,2.5,21.0,89.0,1.5,1.1,0.4,1.0,3.8,0.9,2.0,470.0,1.0,0
118,13.6,2.2,2.6,24.5,105.0,2.1,1.7,0.4,1.3,5.7,0.95,2.5,900.0,2.0,0
119,14.2,1.6,2.4,15.0,95.0,3.1,3.0,0.28,2.3,6.8,1.15,3.5,1300.0,0.0,0
120,13.21,1.74,2.45,16.5,107.0,2.67,3.01,0.33,1.62,5.8,1.02,2.73,1120.0,0.0,0
121,12.63,2.71,2.32,23.0,95.0,1.55,1.32,0.48,1.12,3.6,0.74,1.62,580.0,2.0,0
122,13.45,1.95,2.67,18.0,112.0,2.98,3.42,0.42,1.78,6.9,1.17,2.89,1270.0,0.0,0
123,12.18,2.12,2.28,25.0,92.0,1.35,1.02,0.33,0.98,3.2,0.69,1.45,490.0,1.0,0
124,13.92,1.42,2.75,19.0,118.0,3.32,3.75,0.44,1.85,7.1,1.21,3.12,1420.0,0.0,0
125,12.96,2.45,2.43,22.5,99.0,1.92,1.65,0.27,1.15,4.5,0.82,1.78,620.0,2.0,0
126,13.12,1.68,2.58,17.0,109.0,2.51,2.83,0.35,1.58,5.9,1.08,2.68,1080.0,0.0,0
127,12.51,2.89,2.39,24.0,100.0,1.47,0.98,0.49,1.05,3.8,0.72,1.47,550.0,2.0,0
128,13.33,1.82,2.63,16.0,113.0,3.12,3.57,0.38,1.71,6.4,1.12,2.95,1290.0,0.0,0
129,12.29,2.02,2.24,23.0,96.0,1.29,1.12,0.17,0.94,3.0,0.71,1.32,470.0,1.0,0
130,13.32,2.05,2.55,20.3,103.0,2.65,2.78,0.36,1.62,5.1,1.12,2.95,1130.0,0.0,0
131,12.24,1.46,2.42,23.1,89.0,2.48,2.18,0.45,1.08,3.2,0.95,3.06,420.0,1.0,0
132,13.74,1.72,2.38,18.7,108.0,2.54,2.64,0.39,1.89,4.0,1.18,2.83,1020.0,0.0,0
133,12.95,3.65,2.34,22.9,110.0,1.38,1.34,0.33,1.11,8.9,0.61,1.39,570.0,2.0,0
134,13.12,2.22,2.63,25.8,95.0,1.95,0.62,0.58,1.16,7.3,0.65,1.78,890.0,2.0,0
135,13.45,1.89,2.67,19.8,112.0,2.71,2.84,0.41,1.75,4.7,1.22,3.32,940.0,0.0,0
136,11.98,2.06,2.75,27.3,94.0,2.17,2.29,0.55,1.72,3.1,0.98,2.52,480.0,1.0,0
137,13.64,1.69,2.42,18.9,105.0,2.46,2.61,0.43,1.94,3.9,1.19,2.85,980.0,0.0,0
138,13.26,3.08,2.68,24.4,100.0,1.52,0.57,0.49,0.56,4.25,0.88,2.11,530.0,2.0,0
139,13.58,3.14,2.61,23.7,120.0,1.42,1.59,0.23,1.27,8.5,0.58,1.29,495.0,2.0,0
140,13.15,2.79,2.32,22.0,91.0,2.34,1.87,0.31,1.63,5.22,1.0,3.21,832.0,1.0,0
141,11.55,1.38,2.15,19.0,82.0,2.18,1.67,0.41,1.76,3.1,1.12,2.95,480.0,0.0,0
142,13.98,3.99,2.61,25.5,98.0,1.82,0.69,0.53,1.14,8.75,0.58,1.71,610.0,2.0,0
143,12.46,2.17,2.28,20.5,89.0,2.56,2.14,0.32,1.89,4.3,0.99,3.02,590.0,1.0,0
144,14.09,1.55,2.19,17.5,95.0,2.76,2.48,0.28,2.04,4.6,1.05,3.63,1010.0,0.0,0
145,12.63,3.62,2.42,23.5,99.0,2.69,2.38,0.44,2.12,2.8,1.33,2.79,445.0,1.0,0
146,11.22,1.82,2.22,21.0,84.0,2.37,2.08,0.55,1.99,1.85,1.68,2.85,420.0,1.0,0
147,13.78,4.35,2.69,26.0,103.0,1.75,0.72,0.59,1.28,9.35,0.59,1.58,585.0,2.0,0
148,13.01,1.74,2.34,24.0,90.0,1.91,1.79,0.29,1.11,3.88,0.96,2.84,450.0,1.0,0
149,11.99,2.51,2.27,18.5,108.0,1.65,1.26,0.42,0.98,2.55,0.94,2.48,495.0,1.0,0
150,12.88,2.19,2.58,19.8,98.0,2.15,1.92,0.23,1.49,4.76,0.93,2.54,732.0,0.0,0
151,13.46,3.81,2.71,23.2,108.0,1.78,0.87,0.28,0.94,7.35,0.69,2.06,610.0,2.0,0
152,12.41,1.93,2.37,18.4,89.0,2.47,2.23,0.24,1.65,4.03,1.02,2.91,748.0,1.0,0
153,13.12,4.04,2.94,24.5,114.0,1.83,1.02,0.34,1.09,8.12,0.71,1.85,645.0,2.0,0
154,14.05,2.25,2.49,17.3,102.0,2.91,2.63,0.28,1.95,5.42,0.92,3.38,780.0,0.0,0
155,12.07,2.35,2.28,19.0,90.0,1.51,0.74,0.39,0.86,3.94,0.81,2.67,690.0,1.0,0
156,13.77,1.55,2.64,20.8,107.0,3.14,2.83,0.31,2.12,6.27,0.95,3.01,1300.0,0.0,0
157,12.56,3.11,2.79,23.7,97.0,1.66,0.79,0.43,0.91,7.03,0.73,1.96,665.0,2.0,0
158,11.89,1.75,2.42,19.3,91.0,1.89,1.71,0.37,1.39,3.12,0.98,2.45,700.0,1.0,0
159,13.91,2.12,2.61,22.0,109.0,2.76,2.49,0.27,1.84,5.81,0.91,3.19,800.0,0.0,0
160,12.55,2.14,2.35,17.2,96.0,2.75,2.85,0.29,1.58,5.0,1.04,3.21,640.0,0.0,0
161,13.42,1.42,2.18,15.8,105.0,2.52,2.58,0.24,1.76,4.8,1.06,3.05,790.0,0.0,0
162,12.08,1.87,1.95,20.3,83.0,2.2,2.15,0.32,1.35,3.9,0.98,2.85,480.0,1.0,0
163,13.14,1.55,2.41,18.7,99.0,2.94,3.05,0.25,1.92,6.4,1.01,3.49,920.0,0.0,0
164,12.76,1.29,2.02,19.4,93.0,2.38,2.43,0.29,1.62,4.7,1.09,3.14,590.0,1.0,0
165,14.01,2.31,2.31,19.8,97.0,1.98,0.98,0.42,1.15,8.5,0.68,1.87,620.0,2.0,0
166,13.65,1.74,2.68,17.6,112.0,3.05,3.23,0.22,2.01,6.9,0.97,3.54,960.0,0.0,0
167,11.95,1.92,1.83,21.1,84.0,2.15,1.92,0.37,1.38,2.8,0.95,2.68,430.0,1.0,0
168,12.89,1.32,2.24,16.5,100.0,2.68,2.76,0.26,1.8,5.2,1.05,3.35,800.0,0.0,0
169,14.22,2.64,2.55,20.6,92.0,1.78,0.82,0.46,1.3,9.2,0.65,1.79,680.0,2.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
43,12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1.0,1
44,11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1.0,1
45,13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0.0,1
46,12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2.0,1
47,11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1.0,1
48,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2.0,1
49,14.3,1.92,2.72,20.0,120.0,2.8,3.14,0.33,1.97,6.2,1.07,2.65,1280.0,0.0,1
50,12.88,2.99,2.4,20.0,104.0,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530.0,2.0,1
51,13.49,3.59,2.19,19.5,88.0,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580.0,2.0,1
52,13.56,1.71,2.31,16.2,117.0,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795.0,0.0,1
53,14.34,1.68,2.7,25.0,98.0,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660.0,2.0,1
54,13.71,1.86,2.36,16.6,101.0,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035.0,0.0,1
55,12.22,1.29,1.94,19.0,92.0,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312.0,1.0,1
56,13.27,4.28,2.26,20.0,120.0,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835.0,2.0,1
57,13.16,3.57,2.15,21.0,102.0,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830.0,2.0,1
58,13.86,1.51,2.67,25.0,86.0,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410.0,1.0,1
