,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,real_identifier
23,13.19,1.74,2.46,18.5,99.0,2.39,2.22,0.42,1.61,3.85,1.14,2.68,592.0,1.0,0
24,12.85,2.13,2.35,20.0,91.0,2.55,2.41,0.39,1.73,3.44,1.08,2.81,556.0,1.0,0
25,13.06,1.96,2.59,21.0,104.0,2.31,2.53,0.4,1.58,4.08,1.16,2.62,631.0,1.0,0
26,12.49,2.46,2.23,22.0,89.0,2.69,2.61,0.36,1.85,3.35,1.03,2.95,514.0,1.0,0
27,13.35,1.83,2.48,19.0,100.0,2.43,2.29,0.43,1.65,3.92,1.15,2.71,605.0,1.0,0
28,12.79,2.25,2.37,20.5,92.0,2.59,2.44,0.38,1.75,3.49,1.09,2.82,569.0,1.0,0
29,13.01,1.92,2.56,21.0,103.0,2.35,2.52,0.41,1.59,4.11,1.17,2.63,638.0,1.0,0
30,12.91,2.11,2.39,19.2,105.0,2.49,2.19,0.39,1.59,4.39,0.93,2.93,920.0,0.0,0
31,13.58,1.85,2.33,17.5,110.0,2.93,2.83,0.31,1.92,5.63,0.89,3.14,1010.0,0.0,0
32,12.24,3.54,2.42,21.3,95.0,2.26,1.94,0.45,1.49,4.19,0.85,2.63,810.0,1.0,0
33,14.04,1.93,2.27,16.5,115.0,3.04,2.96,0.29,2.01,5.83,0.91,3.26,1060.0,0.0,0
34,13.29,2.31,2.51,20.5,100.0,2.58,2.39,0.38,1.67,5.01,0.87,2.91,940.0,0.0,0
35,11.98,2.06,2.29,18.8,90.0,2.41,2.13,0.42,1.56,4.01,0.94,2.76,770.0,1.0,0
36,14.59,1.69,2.19,15.2,120.0,3.11,3.04,0.27,2.07,6.21,0.88,3.35,1120.0,0.0,0
37,12.83,3.09,2.44,22.1,105.0,2.35,2.01,0.46,1.53,4.49,0.83,2.69,860.0,1.0,0
38,13.74,2.04,2.35,19.8,110.0,2.83,2.73,0.33,1.89,5.49,0.9,3.04,990.0,0.0,0
39,11.79,2.25,2.24,19.1,95.0,2.29,2.05,0.43,1.52,3.85,0.96,2.71,730.0,1.0,0
40,12.89,2.19,2.34,19.5,105.0,2.91,2.79,0.31,1.83,4.59,1.05,2.93,1010.0,0.0,0
41,13.21,1.63,2.48,20.5,110.0,3.13,2.93,0.25,2.01,5.39,1.08,2.81,1230.0,0.0,0
42,11.72,2.51,2.18,18.0,92.0,2.35,2.13,0.36,1.69,2.83,1.14,3.15,530.0,1.0,0
43,12.45,1.85,2.32,19.0,100.0,2.59,2.41,0.29,1.85,3.99,1.03,2.89,900.0,1.0,0
44,13.85,2.08,2.62,21.5,118.0,3.25,3.19,0.23,2.13,6.19,1.01,2.59,1350.0,0.0,0
45,11.49,2.93,2.15,17.5,90.0,2.19,2.01,0.38,1.59,2.49,1.16,3.23,440.0,1.0,0
46,12.98,1.46,2.4,20.0,108.0,2.83,2.67,0.27,1.93,4.29,1.06,2.85,1100.0,0.0,0
47,13.56,2.36,2.58,21.0,115.0,3.09,2.97,0.24,2.05,5.59,1.04,2.73,1280.0,0.0,0
48,11.85,2.63,2.25,18.5,95.0,2.41,2.23,0.34,1.73,2.93,1.12,3.09,520.0,1.0,0
49,12.67,1.79,2.38,19.5,103.0,2.69,2.51,0.3,1.89,3.99,1.07,2.91,950.0,1.0,0
50,13.39,3.29,2.35,19.8,108.0,2.14,1.85,0.31,1.49,6.52,0.83,2.49,725.0,2.0,0
51,12.93,2.55,2.18,20.5,115.0,1.93,1.15,0.41,1.11,4.85,0.92,2.15,680.0,2.0,0
52,13.64,1.85,2.42,17.2,99.0,2.69,2.49,0.29,1.94,5.41,1.02,3.01,440.0,1.0,0
53,13.19,3.83,2.29,21.8,105.0,1.78,0.81,0.51,1.26,5.95,0.63,1.81,855.0,2.0,0
54,14.21,1.59,2.61,24.5,90.0,2.41,2.19,0.25,1.81,3.51,1.29,2.92,375.0,1.0,0
55,12.49,1.43,1.99,18.2,95.0,2.27,1.99,0.37,1.98,2.83,0.89,2.98,320.0,1.0,0
56,13.45,4.13,2.33,20.2,118.0,1.65,0.73,0.45,1.38,10.8,0.61,1.59,825.0,2.0,0
57,13.11,3.45,2.14,20.8,103.0,1.54,0.59,0.42,1.32,4.21,0.62,1.71,820.0,2.0,0
58,13.82,1.49,2.65,24.8,87.0,2.89,2.82,0.22,1.86,3.45,1.34,3.13,415.0,1.0,0
59,12.79,3.19,2.56,21.8,107.0,1.69,0.64,0.58,1.01,5.65,0.88,2.14,575.0,2.0,0
60,13.19,2.53,2.21,19.2,92.0,2.23,1.42,0.35,1.49,4.19,0.81,2.35,582.0,1.0,0
61,12.83,3.21,2.04,16.8,88.0,1.91,1.08,0.41,1.21,4.51,0.93,2.09,472.0,2.0,0
62,13.42,1.83,2.46,20.5,95.0,2.56,2.31,0.29,2.04,5.21,1.01,2.83,1150.0,0.0,0
63,12.59,2.15,2.11,17.2,90.0,2.13,1.85,0.32,1.65,4.39,0.88,2.29,550.0,1.0,0
64,13.01,3.59,2.29,18.2,85.0,1.74,1.29,0.44,1.29,3.95,0.76,2.04,420.0,2.0,0
65,12.44,1.69,2.05,16.5,90.0,2.35,2.04,0.31,1.83,5.09,1.04,2.69,1020.0,1.0,0
66,13.29,2.92,2.38,19.8,92.0,2.01,1.51,0.38,1.44,4.32,0.85,2.25,520.0,2.0,0
67,12.65,3.01,2.17,17.8,85.0,1.99,1.44,0.42,1.38,4.15,0.89,2.17,480.0,1.0,0
68,13.55,2.26,2.42,20.2,95.0,2.49,2.26,0.3,2.07,5.39,1.02,2.87,1180.0,0.0,0
69,12.81,2.48,2.08,17.0,90.0,2.07,1.75,0.33,1.59,4.59,0.91,2.33,580.0,1.0,0
70,12.19,2.03,2.41,20.5,118.0,2.83,2.45,0.31,2.21,3.19,1.01,2.91,819.0,1.0,0
71,13.04,1.85,2.35,18.5,129.0,2.49,2.19,0.25,2.07,2.83,1.13,2.67,756.0,1.0,0
72,11.93,2.49,2.59,22.0,99.0,2.93,2.71,0.28,2.53,3.42,0.92,3.04,644.0,1.0,0
73,12.55,1.94,2.44,19.5,111.0,2.67,2.38,0.26,2.16,3.03,1.04,2.85,794.0,1.0,0
74,13.29,2.08,2.33,20.0,124.0,2.58,2.31,0.24,2.09,2.94,1.11,2.75,831.0,1.0,0
75,12.08,2.35,2.51,21.5,105.0,2.81,2.59,0.29,2.46,3.29,0.95,3.01,693.0,1.0,0
76,11.79,1.99,2.39,19.0,116.0,2.56,2.26,0.25,2.12,2.87,1.06,2.79,753.0,1.0,0
77,13.15,2.01,2.29,18.5,128.0,2.46,2.17,0.23,2.05,2.79,1.14,2.69,808.0,1.0,0
78,12.44,2.29,2.46,21.0,109.0,2.75,2.52,0.27,2.43,3.23,0.93,2.99,716.0,1.0,0
79,11.67,2.11,2.55,22.0,101.0,2.63,2.35,0.26,2.19,3.01,1.02,2.87,678.0,1.0,0
80,12.51,2.19,2.15,18.2,91.0,2.41,1.87,0.38,1.93,3.49,1.01,2.81,521.0,1.0,0
81,11.95,3.85,2.48,24.5,105.0,2.06,1.44,0.51,1.67,4.22,0.88,2.49,611.0,2.0,0
82,12.83,2.58,2.07,14.5,85.0,2.53,2.85,0.29,2.45,3.19,1.04,3.35,803.0,1.0,0
83,12.35,1.92,2.41,20.8,98.0,1.98,1.22,0.41,1.49,2.65,1.13,2.94,452.0,1.0,0
84,11.68,3.22,2.29,18.5,76.0,2.35,2.01,0.46,1.86,3.83,0.97,2.67,568.0,2.0,0
85,12.59,2.84,2.11,16.2,88.0,2.18,1.65,0.39,1.62,2.91,1.02,2.76,499.0,1.0,0
86,12.03,2.46,2.36,22.1,109.0,2.49,2.37,0.31,2.19,3.44,1.08,3.23,692.0,1.0,0
87,11.79,3.54,2.44,25.9,101.0,2.11,1.51,0.48,1.71,4.39,0.91,2.56,629.0,2.0,0
88,12.46,2.09,2.02,13.4,79.0,2.62,3.04,0.27,2.56,3.13,1.05,3.41,848.0,1.0,0
89,12.26,1.85,2.35,21.4,94.0,1.92,1.29,0.42,1.54,2.73,1.11,2.97,463.0,1.0,0
90,13.42,1.85,2.33,19.2,105.0,2.69,2.65,0.29,2.03,7.14,1.16,3.04,940.0,0.0,0
91,14.38,2.15,2.44,16.5,93.0,2.93,3.23,0.38,2.52,5.91,1.19,2.93,1090.0,0.0,0
92,12.91,1.49,2.29,20.3,102.0,2.35,2.17,0.27,1.63,3.67,1.04,3.42,860.0,1.0,0
93,13.97,1.92,2.36,18.1,98.0,2.82,3.04,0.33,2.29,6.43,1.13,3.17,1240.0,0.0,0
94,12.58,4.59,2.59,21.9,91.0,1.49,0.56,0.51,0.93,3.99,0.81,1.83,590.0,2.0,0
95,13.21,1.69,2.46,17.4,109.0,2.51,2.43,0.25,1.51,3.88,1.07,3.59,990.0,0.0,0
96,14.19,1.78,2.32,15.6,125.0,3.07,3.38,0.41,2.64,5.79,1.15,3.04,1130.0,0.0,0
97,13.49,1.83,2.67,17.9,111.0,2.86,2.98,0.31,1.49,7.18,1.26,2.92,1330.0,0.0,0
98,12.39,1.03,1.92,14.5,134.0,1.92,1.83,0.36,2.83,3.51,1.06,2.39,780.0,1.0,0
99,13.81,4.42,2.27,22.8,89.0,1.32,0.49,0.53,1.19,6.59,0.79,1.77,530.0,2.0,0
100,12.51,1.92,2.29,19.5,105.0,2.82,2.85,0.41,1.89,5.49,0.93,2.79,870.0,1.0,0
101,13.59,1.65,2.18,15.5,91.0,2.15,2.35,0.28,1.51,4.21,1.04,2.51,620.0,1.0,0
102,11.92,2.35,2.44,20.5,118.0,3.19,3.62,0.46,2.05,6.51,0.85,3.21,1330.0,0.0,0
103,14.22,1.42,2.39,17.5,108.0,2.93,2.49,0.3,1.92,5.81,0.98,3.38,1230.0,0.0,0
104,12.35,2.01,2.25,18.5,99.0,2.45,2.29,0.36,1.69,4.85,0.99,2.65,790.0,1.0,0
105,13.78,1.19,2.33,16.0,93.0,2.38,2.15,0.29,1.58,4.49,1.01,2.59,680.0,1.0,0
106,11.49,2.46,2.51,21.5,125.0,3.44,3.85,0.49,2.13,7.13,0.83,3.43,1450.0,0.0,0
107,14.05,1.58,2.41,18.0,112.0,2.98,2.64,0.32,1.95,6.03,0.94,3.29,1150.0,0.0,0
108,12.87,1.85,2.22,19.0,103.0,2.59,2.41,0.38,1.76,5.13,0.96,2.77,830.0,1.0,0
109,13.42,1.28,2.38,17.0,95.0,2.51,2.25,0.31,1.63,4.75,1.03,2.61,730.0,1.0,0
110,13.47,2.19,2.51,20.5,108.0,2.35,2.15,0.31,1.83,6.3,0.93,2.49,945.0,1.0,0
111,12.88,1.85,2.39,17.5,105.0,2.05,1.58,0.29,1.44,5.2,0.86,2.21,810.0,2.0,0
112,14.02,2.44,2.45,19.0,112.0,2.9,2.93,0.28,2.05,6.8,1.01,3.13,1140.0,0.0,0
113,13.59,1.94,2.33,18.0,99.0,2.25,2.02,0.3,1.69,5.5,0.98,2.56,960.0,1.0,0
114,12.32,2.07,2.55,23.0,92.0,1.95,1.42,0.33,1.55,4.8,0.91,2.35,795.0,2.0,0
115,14.46,2.53,2.41,16.5,110.0,3.15,3.36,0.27,2.42,7.2,1.08,3.29,1230.0,0.0,0
116,13.04,2.29,2.48,21.0,101.0,2.12,1.88,0.3,1.62,5.8,0.96,2.6,930.0,1.0,0
117,14.19,2.67,2.36,17.0,108.0,3.05,3.02,0.28,2.33,6.5,1.03,3.18,1170.0,0.0,0
118,12.75,2.04,2.51,22.5,95.0,2.01,1.65,0.32,1.59,5.1,0.94,2.43,855.0,2.0,0
119,13.82,2.38,2.42,19.5,104.0,2.58,2.49,0.29,1.91,6.1,1.0,2.83,1050.0,1.0,0
120,12.59,2.01,2.33,19.4,94.0,2.38,2.49,0.35,1.73,4.15,1.01,3.19,817.0,1.0,0
121,13.18,3.11,2.27,17.3,99.0,2.59,2.85,0.29,1.56,5.35,1.08,2.93,1093.0,0.0,0
122,12.83,2.67,2.51,20.8,91.0,2.23,2.07,0.39,1.94,3.98,0.95,3.06,696.0,1.0,0
123,13.45,1.85,2.39,18.5,101.0,2.83,3.04,0.27,1.44,5.85,1.03,3.23,1188.0,0.0,0
124,11.92,2.92,2.29,20.2,97.0,2.49,2.73,0.33,1.81,3.58,0.86,3.43,642.0,1.0,0
125,13.69,4.39,2.44,19.9,93.0,1.95,0.93,0.48,1.15,7.29,0.67,1.85,785.0,2.0,0
126,12.51,1.49,2.59,18.3,100.0,2.54,2.77,0.36,2.04,4.79,1.16,2.39,725.0,1.0,0
127,13.35,1.94,2.19,11.5,102.0,2.71,2.92,0.25,1.33,4.52,1.06,3.49,1125.0,0.0,0
128,11.59,2.53,2.46,20.4,95.0,2.87,2.83,0.31,1.85,3.39,0.82,3.41,645.0,1.0,0
129,13.58,4.88,2.37,20.1,91.0,2.04,0.84,0.45,1.04,4.51,0.92,2.07,573.0,2.0,0
130,13.23,2.11,2.44,18.5,105.0,2.59,2.91,0.31,1.51,4.38,1.01,2.42,960.0,0.0,0
131,12.93,1.83,2.29,20.5,92.0,2.19,2.34,0.44,1.67,3.59,0.93,2.67,820.0,1.0,0
132,13.49,2.03,2.56,22.0,108.0,2.85,3.13,0.29,1.56,5.22,1.05,2.51,1040.0,0.0,0
133,12.67,2.49,2.33,19.0,99.0,2.38,2.06,0.38,1.44,4.15,0.85,2.23,900.0,2.0,0
134,13.19,1.94,2.48,21.0,110.0,2.73,2.98,0.35,1.62,4.93,1.03,2.59,1020.0,0.0,0
135,12.85,2.17,2.35,20.0,96.0,2.45,2.53,0.42,1.7,4.01,0.97,2.73,880.0,1.0,0
136,13.38,2.07,2.51,23.0,112.0,2.91,3.23,0.32,1.59,5.39,1.08,2.56,1080.0,0.0,0
137,12.59,2.35,2.26,18.5,94.0,2.29,2.04,0.4,1.46,3.88,0.89,2.36,840.0,2.0,0
138,13.01,1.87,2.41,20.5,100.0,2.52,2.69,0.33,1.58,4.46,1.01,2.49,980.0,0.0,0
139,12.79,2.25,2.31,19.5,98.0,2.41,2.46,0.43,1.69,4.06,0.95,2.69,860.0,1.0,0
140,12.35,2.41,2.43,20.2,101.0,2.19,2.51,0.39,1.69,4.8,1.04,2.59,1070.0,0.0,0
141,13.29,2.09,2.59,18.5,109.0,2.67,2.85,0.31,1.88,5.1,1.15,2.93,1230.0,0.0,0
142,11.94,2.63,2.81,25.8,94.0,2.03,2.17,0.51,1.59,3.4,0.99,2.38,440.0,1.0,0
143,13.44,1.93,2.39,20.5,105.0,2.53,2.79,0.36,1.83,4.3,1.07,2.75,1140.0,0.0,0
144,12.58,3.45,2.69,23.2,99.0,1.63,1.49,0.45,1.23,8.1,0.63,1.49,530.0,2.0,0
145,13.19,2.27,2.54,22.1,112.0,2.31,2.63,0.39,1.74,5.5,1.11,2.83,1280.0,0.0,0
146,11.67,2.79,2.85,27.3,90.0,2.09,2.25,0.55,1.65,3.6,1.01,2.46,460.0,1.0,0
147,13.63,1.85,2.37,19.3,108.0,2.49,2.73,0.38,1.91,4.9,1.09,2.89,1210.0,0.0,0
148,12.81,3.21,2.63,24.5,102.0,1.71,1.55,0.48,1.29,8.3,0.65,1.55,560.0,2.0,0
149,13.39,2.01,2.42,20.8,106.0,2.59,2.83,0.35,1.85,5.3,1.13,2.85,1260.0,0.0,0
150,12.41,2.35,2.29,20.5,90.0,2.31,1.93,0.39,1.58,3.58,1.03,2.51,540.0,1.0,0
151,13.63,3.59,2.43,22.0,98.0,2.49,2.22,0.49,2.24,4.19,1.13,2.93,610.0,1.0,0
152,11.59,2.14,2.19,19.0,84.0,2.11,1.69,0.41,1.44,2.85,1.06,2.63,470.0,1.0,0
153,12.93,3.82,2.39,23.5,102.0,2.67,2.49,0.51,2.39,4.49,1.16,3.02,640.0,1.0,0
154,13.27,2.49,2.33,21.0,94.0,2.35,2.04,0.44,1.93,3.83,1.08,2.73,580.0,1.0,0
155,11.94,2.63,2.25,20.0,89.0,2.23,1.84,0.42,1.56,3.01,1.04,2.59,500.0,1.0,0
156,14.04,4.27,2.56,25.0,104.0,2.73,2.63,0.53,2.51,4.83,1.19,3.13,670.0,1.0,0
157,12.51,2.87,2.31,21.5,91.0,2.39,2.07,0.45,1.95,3.69,1.09,2.75,560.0,1.0,0
158,13.75,3.94,2.46,23.5,100.0,2.59,2.44,0.51,2.33,4.53,1.15,3.01,620.0,1.0,0
159,11.76,2.32,2.22,19.5,86.0,2.17,1.75,0.4,1.49,2.93,1.05,2.61,490.0,1.0,0
160,12.41,2.49,2.59,22.1,105.0,2.51,2.35,0.42,1.83,4.32,0.93,2.94,755.0,1.0,0
161,13.19,2.19,2.34,18.5,93.0,2.85,2.92,0.31,2.02,5.59,0.85,3.38,825.0,0.0,0
162,12.58,3.14,2.48,24.8,111.0,2.16,1.44,0.51,1.04,3.85,0.81,2.46,650.0,2.0,0
163,11.88,2.33,2.43,20.9,99.0,2.39,2.19,0.44,1.86,4.19,0.95,2.89,725.0,1.0,0
164,13.63,2.08,2.29,19.2,101.0,3.11,3.33,0.29,2.15,6.34,0.83,3.51,860.0,0.0,0
165,12.85,1.94,2.55,22.4,106.0,2.62,2.49,0.39,1.92,4.59,0.91,2.98,785.0,1.0,0
166,11.71,2.59,2.39,21.3,94.0,2.25,1.53,0.49,1.06,3.69,0.82,2.41,620.0,2.0,0
167,13.39,2.41,2.63,24.1,114.0,2.88,2.99,0.33,2.07,5.69,0.84,3.43,835.0,0.0,0
168,12.32,2.14,2.38,20.6,98.0,2.48,2.26,0.43,1.89,4.39,0.94,2.93,740.0,1.0,0
169,11.93,2.55,2.45,22.2,102.0,2.31,1.59,0.46,1.08,3.81,0.8,2.45,635.0,2.0,0
170,12.51,1.85,2.33,17.2,105.0,2.83,2.93,0.29,1.73,5.49,1.04,3.19,825.0,0.0,0
171,13.19,2.22,2.59,20.5,99.0,2.35,2.14,0.38,1.49,3.93,1.07,2.85,580.0,1.0,0
172,11.95,1.49,1.91,18.8,81.0,2.69,2.52,0.24,1.89,6.35,0.98,3.42,920.0,0.0,0
173,14.03,2.88,2.71,21.1,95.0,1.92,1.05,0.46,1.29,10.19,0.65,1.79,700.0,2.0,0
174,12.81,1.93,2.44,19.1,112.0,2.58,2.83,0.31,1.82,5.88,1.02,3.26,860.0,0.0,0
175,13.47,2.05,2.36,17.9,93.0,2.49,2.27,0.36,1.55,4.21,1.08,2.92,520.0,1.0,0
176,12.25,1.65,2.03,19.3,85.0,2.77,2.96,0.26,1.95,6.59,0.99,3.49,950.0,0.0,0
177,13.64,2.39,2.67,20.8,101.0,2.13,1.81,0.43,1.35,9.45,0.67,1.83,730.0,2.0,0
178,12.58,1.82,2.29,18.5,107.0,2.64,2.89,0.3,1.79,5.69,1.03,3.23,840.0,0.0,0
179,13.31,2.17,2.51,20.3,96.0,2.41,2.19,0.37,1.52,4.35,1.06,2.89,560.0,1.0,0
0,13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0.0,1
1,12.79,2.67,2.48,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0,2.0,1
2,12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1.0,1
3,13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0.0,1
4,13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1.0,1
5,11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1.0,1
6,14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0.0,1
7,12.36,3.83,2.38,21.0,88.0,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0,2.0,1
8,12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1.0,1
9,12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1.0,1
10,13.36,2.56,2.35,20.0,89.0,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780.0,2.0,1
11,13.88,5.04,2.23,20.0,80.0,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415.0,2.0,1
12,14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0.0,1
13,12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1.0,1
14,13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,2.0,1
15,12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1.0,1
16,13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0.0,1
17,14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0.0,1
18,12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1.0,1
19,13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0.0,1
20,13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1.0,1
21,13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0.0,1
22,13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0.0,1
23,12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1.0,1
24,12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1.0,1
25,12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1.0,1
26,12.43,1.53,2.29,21.5,86.0,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352.0,1.0,1
27,12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1.0,1
28,11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1.0,1
29,13.78,2.76,2.3,22.0,90.0,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615.0,2.0,1
30,13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0.0,1
31,14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0.0,1
32,12.04,4.3,2.38,22.0,80.0,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580.0,1.0,1
33,14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0.0,1
34,14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0.0,1
35,13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0.0,1
36,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680.0,2.0,1
37,12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1.0,1
38,11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1.0,1
39,13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2.0,1
40,13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0.0,1
41,13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0.0,1
42,12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1.0,1
43,12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1.0,1
44,11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1.0,1
45,13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0.0,1
46,12.6,2.46,2.2,18.5,94.0,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695.0,2.0,1
47,11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1.0,1
48,12.25,3.88,2.2,18.5,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0,2.0,1
