fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
26.674,0.179,53.057,0.102,80.291,212.309,3.576,81.06,4.036,0,13.878
48.256,0.144,63.486,0.055,80.003,245.025,3.307,-39.862,13.445,1,51.399
25.79,0.175,-9.218,0.089,62.528,198.74,3.503,53.335,2.734,0,-19.18
11.565,0.557,-1.624,0.28,20.31,136.366,2.495,12.898,44.765,0,-4.55
17.166,0.282,17.954,0.166,44.665,245.881,2.644,43.889,78.574,1,-6.48
17.395,0.478,21.99,0.247,34.488,134.455,2.595,-33.968,7.82,0,-8.72
15.902,0.469,-30.466,0.247,23.038,119.488,2.565,14.284,80.508,1,11.33
14.262,0.336,13.689,0.177,33.103,106.881,2.736,17.936,8.614,0,-10.518
23.022,0.222,-56.786,0.113,60.323,30.349,3.034,-21.422,2.237,0,-16.092
10.665,0.576,22.477,0.304,18.613,195.753,2.225,8.558,79.654,1,-6.362
11.068,0.746,14.846,0.438,12.84,103.691,2.102,-7.127,16.729,0,-11.357
29.473,0.317,68.124,0.181,74.141,152.247,2.999,60.357,24.183,0,25.092
11.066,0.761,14.293,0.387,12.734,144.934,2.289,-6.115,10.221,0,-11.357
10.79,0.544,-26.526,0.316,23.041,202.073,2.426,-16.386,3.735,0,10.437
15.699,0.444,24.722,0.232,20.266,56.76,2.496,14.164,79.73,0,3.982
15.007,0.423,39.565,0.214,35.362,80.717,2.467,29.171,8.893,0,11.057
27.993,0.255,-57.226,0.149,64.372,283.196,3.015,40.498,0.89,0,21.257
11.833,0.404,32.190,0.212,35.105,160.387,2.407,10.846,0.953,0,-9.679
11.251,0.471,32.084,0.237,26.096,186.681,2.48,17.806,6.114,0,10.954
26.533,0.207,64.680,0.112,69.425,243.819,3.249,62.863,4.04,0,-10.114
19.546,0.376,65.659,0.192,30.632,132.801,2.566,-20.39,64.983,1,11.569
16.128,0.31,-23.389,0.169,33.97,196.463,2.806,18.884,3.144,0,-9.374
32.043,0.213,45.264,0.117,38.813,130.508,3.099,25.733,34.586,0,-24.076
6.791,0.582,21.37,0.365,34.251,134.486,2.359,21.69,43.554,0,5.659
12.189,0.562,1.91,0.337,19.083,109.179,2.394,-11.651,25.011,0,9.79
28.148,0.177,44.089,0.089,49.614,150.761,3.264,26.013,0.67,0,22.939
15.513,0.445,18.3,0.231,23.402,176.81,2.743,-11.436,21.26,0,-12.32
17.337,0.341,38.11,0.182,40.979,148.841,2.858,39.508,16.181,0,-9.633
16.179,0.288,65.135,0.145,88.573,279.831,2.795,82.717,2.634,0,-12.027
28.746,0.19,51.478,0.099,74.449,289.528,3.64,66.504,0.143,0,20.186
18.027,0.352,-27.723,0.179,32.226,123.916,2.584,-13.897,86.805,0,9.757
21.317,0.263,20.504,0.134,33.927,69.206,2.649,-28.038,78.655,0,-7.934
18.822,0.337,-42.999,0.173,35.088,75.682,2.716,-41.011,26.156,1,-18.427
20.125,0.28,-3.297,0.161,53.278,22.289,2.869,28.46,56.259,0,20.893
20.396,0.282,8.748,0.161,30.265,131.034,2.924,22.854,11.12,0,18.724
10.14,0.596,1.391,0.326,17.398,164.999,2.217,-5.564,0.249,0,-7.293
15.564,0.444,11.587,0.273,22.818,204.003,2.42,12.781,4.441,0,-9.807
32.656,0.134,-66.878,0.08,67.919,273.901,3.598,30.696,0.794,0,-19.497
41.919,0.415,-39.872,0.232,57.484,182.139,3.028,-33.859,81.653,1,33.472
11.091,0.576,12.768,0.333,21.624,200.222,2.475,18.444,2.215,0,8.29
24.419,0.244,34.183,0.126,70.732,280.741,3.03,63.894,2.773,0,9.144
21.759,0.281,-9.55,0.181,44.556,166.249,2.917,30.929,17.556,0,9.536
12.629,0.434,43.119,0.253,31.108,233.459,2.474,-25.272,25.46,1,-8.495
9.548,0.599,16.994,0.326,19.86,109.793,2.326,18.521,5.902,0,3.116
13.394,0.327,20.591,0.205,40.75,192.869,2.593,-22.205,5.329,0,-7.148
17.587,0.471,-1.459,0.269,18.373,136.859,2.542,8.19,61.28,0,16.714
25.052,0.188,26.8,0.09,74.303,232.148,2.959,-33.068,53.466,1,-18.822
10.717,0.556,36.663,0.322,29.945,185.495,2.434,-7.77,79.772,1,-7.66
12.563,0.497,-2.705,0.278,19.772,99.402,2.411,11.237,43.561,0,-10.141
12.549,0.416,-9.034,0.214,25.431,48.071,2.401,-13.19,16.386,0,-8.541
15.895,0.425,-9.547,0.219,21.52,205.491,2.656,11.455,7.662,0,-9.777
9.272,0.417,29.85,0.208,24.203,257.153,2.346,-9.99,3.354,0,5.458
98.074,0.151,-29.613,0.079,105.044,36.074,3.491,44.442,88.73,1,87.022
14.586,0.367,11.665,0.201,32.307,131.439,2.96,30.802,85.533,1,-8.002
16.979,0.367,38.9,0.205,30.35,188.172,2.655,25.419,8.379,0,9.777
17.891,0.499,14.496,0.294,20.597,244.401,2.347,20.302,45.299,0,13.863
9.592,0.498,40.52,0.298,40.52,191.168,2.551,40.52,40.52,1,11.597
13.447,0.463,18.463,0.231,26.738,205.262,2.71,18.826,13.149,0,-8.895
16.284,0.331,36.462,0.182,42.407,135.781,2.739,39.125,11.159,0,-16.307
17.615,0.243,40.713,0.122,40.713,183.166,3.023,40.107,14.47,0,-13.948
21.408,0.21,-56.046,0.114,73.678,262.231,2.912,33.033,2.153,0,14.97
10.969,0.474,-19.22,0.254,29.884,88.01,2.532,13.954,13.653,1,-11.867
9.774,0.82,11.292,0.43,30.35,119.717,2.387,16.969,64.232,1,6.628
13.58,0.317,-25.862,0.17,40.592,203.598,2.681,-21.708,5.952,0,7.827
17.965,0.371,29.516,0.194,21.344,114.003,2.449,-10.152,17.451,0,-14.161
14.194,0.389,9.736,0.213,36.002,225.262,2.679,23.456,4.279,0,8.814
14.267,0.406,-12.272,0.218,31.297,70.337,2.701,-24.084,22.064,0,7.964
21.504,0.344,2.931,0.192,23.062,116.867,2.564,20.412,30.748,0,-16.211
15.929,0.267,-74.103,0.157,85.837,256.348,2.852,41.502,2.144,0,-10.228
14.797,0.507,30.142,0.258,15.522,246.631,2.583,-5.725,57.349,1,-7.79
14.235,0.34,11.453,0.204,36.544,177.261,2.818,28.121,10.217,0,11.884
12.903,0.436,-3.586,0.307,18.484,100.435,2.437,11.839,69.624,0,9.111
26.693,0.238,-28.78,0.154,67.448,276.373,3.168,-43.379,7.235,0,18.13
26.432,0.148,33.23,0.076,64.991,216.784,3.259,54.874,0.485,0,-7.988
3.294,0.431,33.31,0.22,42.778,183.387,2.363,-18.146,45.751,1,20.739
26.798,0.238,-11.63,0.238,33.543,269.663,2.718,28.501,7.235,0,16.479
16.733,0.528,3.933,0.294,18.458,139.536,2.631,-15.588,67.526,1,-7.068
23.109,0.273,24.955,0.18,40.712,130.289,3.037,27.143,16.546,0,16.256
27.26,0.279,77.27,0.144,71.527,305.966,2.644,57.367,12.571,0,17.539
11.48,0.729,-15.208,0.398,12.828,152.901,2.311,7.686,40.354,0,10.728
7.17,0.702,1.444,0.355,20.828,166.977,2.088,-8.777,49.935,0,-6.038
21.92,0.345,23.512,0.187,54.135,298.611,2.87,41.199,2.462,0,14.882
12.21,0.43,11.806,0.243,24.759,159.861,2.594,10.487,7.219,1,5.07
10.384,0.795,13.448,0.475,13.257,238.572,2.172,5.946,15.671,0,11.192
20.922,0.217,33.813,0.11,56.248,220.971,3.194,36.685,0.556,0,8.77
20.482,0.27,29.073,0.165,64.166,245.561,3.02,53.811,3.865,0,9.49
8.295,0.55,14.418,0.319,28.684,252.041,2.173,19.312,1.461,0,2.44
35.487,0.317,-168.736,0.218,147.383,227.05,2.926,-57.831,32.783,0,-28.55
15.358,0.294,-5.007,0.154,33.257,109.506,2.793,17.312,52.234,1,-6.928
9.372,0.569,-19.857,0.318,19.774,110.834,2.38,-14.132,59.752,0,-4.324
29.616,0.306,48.446,0.159,53.617,269.454,2.7,40.446,24.677,0,23.929
23.928,0.337,34.096,0.177,48.498,217.154,2.489,43.773,23.893,0,5.805
13.291,0.351,54.454,0.18,68.222,240.263,2.818,66.824,8.202,0,-9.323
11.035,0.43,38.2,0.264,44.111,143.171,2.688,40.80,27.075,1,6.214
47.29,0.093,-86.735,0.049,202.367,181.187,3.97,-263.146,37.738,1,30.925
7.486,0.732,-1.853,0.412,19.541,193.126,2.154,7.688,44.16,0,5.37
35.398,0.171,9.045,0.096,83.432,74.289,3.65,-84.011,30.16,1,-23.98
57.128,0.09,33.194,0.058,90.643,373.157,4.502,74.146,3.225,1,48.805
26.527,0.191,11.504,0.105,44.667,178.526,3.386,-19.386,5.919,0,7.773
25.295,0.189,55.278,0.094,80.226,222.572,3.342,84.202,2.792,0,13.702
25.988,0.152,28.683,0.077,64.327,216.032,3.704,28.593,0.216,0,-8.15
18.543,0.4,38.875,0.214,35.934,197.124,2.705,23.671,4.915,0,15.731
12.837,0.388,1.185,0.193,23.726,129.293,2.474,16.536,52.548,0,-4.942
31.874,0.205,34.704,0.109,49.997,273.996,3.2,52.642,1.363,0,4.498
20.639,0.315,55.123,0.164,68.73,173.72,2.807,65.92,12.813,0,-14.709
14.878,0.534,21.912,0.301,21.14,210.515,2.423,19.523,24.752,0,4.237
19.363,0.475,26.269,0.255,24.845,163.87,2.522,26.933,9.773,1,-12.853
16.291,0.531,59.799,0.317,57.909,164.981,2.459,59.163,50.023,1,-13.137
16.226,0.438,-22.914,0.233,24.376,196.398,2.485,-10.767,63.476,1,13.73
17.203,0.321,23.232,0.17,29.391,208.455,2.656,14.796,12.773,0,14.03
10.893,0.771,0.40,0.494,13.107,109.945,2.119,-4.941,83.508,1,-11.42
17.65,0.309,-17.336,0.169,51.814,178.49,2.787,26.686,7.211,0,15.727
15.902,0.469,-30.466,0.247,23.038,119.488,2.565,14.284,80.508,1,11.33
19.977,0.292,-0.195,0.157,36.148,194.419,2.869,-30.411,4.672,0,-8.906
14.505,0.346,-8.242,0.199,26.358,128.517,2.429,-14.975,22.106,0,8.746
23.634,0.302,-21.532,0.185,83.593,345.238,3.088,-47.243,4.203,0,-16.703
68.925,0.076,97.012,0.039,109.875,236.107,4.19,98.861,18.995,1,-35.906
12.139,0.39,7.647,0.29,33.344,190.352,2.863,27.195,20.255,1,-9.253
7.487,0.587,11.046,0.378,18.509,177.221,2.322,15.064,69.977,1,3.577
20.804,0.28,3.422,0.165,26.226,192.369,2.827,-12.722,6.722,0,13.79
17.653,0.287,7.351,0.147,42.682,194.61,2.816,38.706,5.212,0,-7.882
12.602,0.533,-1.298,0.278,19.401,233.773,2.36,7.611,64.827,0,9.100
145.642,0.112,-161.402,0.064,241.106,148.71,3.832,-219.823,89.476,1,105.711
11.018,0.566,7.414,0.35,23.554,159.064,2.415,13.317,53.432,1,-9.73
41.892,0.45,-91.129,0.307,130.893,185.53,2.845,-139.083,27.162,1,-20.863
37.061,0.167,-88.626,0.088,75.218,244.744,3.341,27.045,11.56,0,23.59
25.409,0.251,2.510,0.127,36.997,212.284,3.162,-18.39,6.128,0,-11.355
18.255,0.351,-1.995,0.201,31.991,219.265,2.829,22.332,3.846,0,-8.63
15.952,0.375,18.456,0.195,30.945,183.768,2.882,-17.392,4.834,0,14.774
26.92,0.286,3.516,0.153,103.015,333.976,2.912,11.684,0.471,0,-23.287
32.897,0.245,44.122,0.134,88.563,355.444,3.18,74.513,21.185,1,-29.249
13.412,0.46,12.853,0.255,28.343,218.875,2.597,-8.456,9.742,0,-13.755
48.58,0.126,-221.352,0.063,180.971,286.709,3.09,-75.944,6.729,0,31.697
6.774,0.586,7.528,0.327,28.062,167.85,2.286,-17.208,18.961,0,-6.244
17.896,0.337,-54.784,0.201,48.443,222.187,2.679,-36.269,7.502,0,5.22
9.739,0.825,-12.417,0.519,13.341,208.416,2.227,-8.407,73.701,1,11.092
14.805,0.382,-17.729,0.231,35.927,193.031,2.819,-20.4,5.938,0,-11.137
17.992,0.29,20.428,0.157,32.007,174.252,2.932,23.943,16.472,0,7.987
8.24,0.665,30.79,0.409,25.351,179.065,2.613,16.738,68.89,1,-10.418
10.798,0.533,-7.708,0.27,24.551,141.124,2.268,-14.563,15.814,0,8.879
9.38,0.507,29.737,0.284,26.062,46.459,2.471,19.13,62.729,0,-7.146
9.795,0.559,23.045,0.295,19.891,133.24,2.416,7.544,42.499,0,-7.827
27.081,0.309,-39.105,0.174,65.647,276.643,2.653,-40.258,5.366,0,16.983
32.656,0.134,-66.878,0.08,67.919,273.901,3.598,30.696,0.794,0,-19.497
41.919,0.415,-39.872,0.232,57.484,182.139,3.028,-33.859,81.653,1,33.472
12.893,0.464,28.183,0.258,23.847,188.952,2.368,8.604,4.527,1,7.629
24.207,0.228,17.537,0.116,46.496,174.491,3.231,32.215,6.705,0,15.461
21.134,0.301,-26.00,0.17,29.141,87.498,2.758,-14.421,62.783,1,-10.696
12.039,0.444,42.457,0.222,24.233,187.667,2.336,10.219,19.77,0,10.487
12.991,0.525,-11.33,0.342,20.301,131.065,2.471,17.539,16.391,0,9.504
16.123,0.426,2.332,0.216,31.929,43.169,2.592,23.653,25.002,0,16.774
22.168,0.155,-108.554,0.081,67.702,221.202,3.209,-22.738,1.786,0,6.824
12.262,0.511,-1.862,0.287,20.183,162.899,2.474,8.543,40.196,0,10.659
132.015,0.016,-257.948,0.009,166.073,162.484,5.012,84.352,37.371,1,41.515
29.696,0.156,36.228,0.083,44.502,216.665,3.374,23.599,6.747,0,-9.548
22.739,0.263,-0.239,0.134,31.297,175.96,3.174,22.634,7.212,0,9.951
7.54,0.751,-0.223,0.442,18.756,195.17,2.033,7.374,19.604,0,5.166
10.166,0.597,25.5,0.337,24.448,179.02,2.508,16.161,3.486,0,5.832
21.999,0.205,-28.839,0.109,72.639,277.438,3.214,65.554,2.627,0,-11.825
10.967,0.611,14.721,0.308,20.456,229.161,2.286,17.88,23.821,0,-5.928
32.535,0.174,59.995,0.109,66.638,219.464,3.285,50.372,5.215,0,-20.822
28.431,0.141,96.851,0.075,90.935,284.011,3.462,87.639,6.162,0,-19.636
11.295,0.742,-14.892,0.411,12.93,203.775,2.138,6.856,54.087,0,-10.964
18.208,0.312,19.639,0.166,42.91,168.706,2.737,35.122,2.318,0,14.706
19.47,0.27,-60.710,0.14,51.228,212.59,2.757,-39.141,20.166,1,-12.265
24.314,0.134,67.909,0.568,60.491,234.266,3.153,20.932,6.217,0,19.781
29.723,0.178,-37.576,0.097,65.421,237.048,3.222,59.08,7.107,0,-22.54
22.938,0.207,82.158,0.106,73.715,217.791,3.345,60.999,8.705,0,-14.744
25.464,0.28,-15.549,0.156,55.097,228.376,2.794,40.134,7.938,0,-17.098
12.062,0.424,35.473,0.253,32.77,236.969,2.606,20.084,10.173,0,-9.731
11.542,0.601,12.431,0.329,28.007,234.543,2.396,24.228,0.12,0,9.804
41.581,0.087,-44.564,0.051,101.246,309.293,3.918,77.796,2.463,0,-25.117
12.209,0.405,27.183,0.225,39.44,237.921,2.495,24.952,4.274,0,-7.424
38.478,0.124,-7.113,0.062,55.067,223.599,3.088,38.21,27.881,0,16.486
9.383,0.308,53.191,0.154,56.402,197.825,2.744,33.19,3.305,1,6.295
24.136,0.222,17.657,0.122,41.253,97.749,3.427,35.39,7.521,0,-7.944
16.492,0.451,34.862,0.246,25.434,124.753,2.56,-9.886,2.276,0,-10.063
16.286,0.408,-54.136,0.235,40.284,190.76,2.768,26.618,13.08,1,8.341
10.821,0.39,26.549,0.216,51.022,148.75,2.949,30.593,20.881,1,6.8
19.64,0.258,-10.542,0.14,37.432,165.433,3.014,-21.558,6.324,0,10.193
7.334,0.722,26.926,0.367,22.2,149.596,2.174,8.699,57.647,0,5.697
15.466,0.386,21.669,0.194,20.921,129.66,2.446,14.124,24.494,0,8.726
26.566,0.156,64.634,0.084,69.223,141.746,3.499,63.96,3.261,0,-10.22
18.027,0.352,-27.723,0.179,32.226,123.916,2.584,-13.897,86.805,0,-7.883
21.317,0.263,20.504,0.134,33.927,69.206,2.649,-28.038,78.655,0,11.327
18.822,0.337,-42.999,0.173,35.088,75.682,2.716,-41.011,26.156,1,-19.173
12.265,0.536,11.012,0.284,23.094,217.375,2.427,21.141,68.856,0,-9.492
15.257,0.338,40.619,0.172,46.971,191.518,2.8,34.934,0.819,0,-8.009
24.611,0.243,28.653,0.122,62.692,274.347,2.958,39.632,28.552,0,14.379
18.027,0.352,-27.723,0.179,32.226,123.916,2.584,-13.897,86.805,0,9.757
21.317,0.263,20.504,0.134,33.927,69.206,2.649,-28.038,78.655,0,-9.984
18.822,0.337,-42.999,0.173,35.088,75.682,2.716,-41.011,26.156,1,12.771
15.06,0.373,16.657,0.209,41.33,183.476,2.799,36.433,9.116,0,-0.588
22.795,0.193,-95.592,0.106,88.876,105.939,3.116,58.759,3.602,0,19.661
39.396,0.087,-28.201,0.048,73.871,245.288,4.332,52.139,10.487,0,26.185
39.451,0.102,86.465,0.051,86.465,3.141,4.037,83.428,5.882,0,-26.649
18.332,0.262,-35.876,0.136,48.784,202.844,3.022,35.977,12.831,0,-8.812
14.121,0.545,10.192,0.323,21.445,220.444,2.565,-7.484,16.629,0,-11.4
20.344,0.33,-82.344,0.198,100.591,338.489,3.146,-53.78,1.1,0,18.426
22.236,0.209,-73.476,0.105,61.535,228.644,3.174,30.139,0.577,0,-10.644
18.345,0.262,19.641,0.143,36.801,189.45,2.848,25.062,3.809,0,-7.988
31.942,0.173,32.459,0.09,48.028,228.951,3.135,29.534,52.313,1,24.493
10.505,0.534,-1.505,0.28,19.022,204.134,2.916,11.331,89.262,1,-7.856
15.846,0.358,-17.908,0.181,25.624,164.88,2.77,-18.523,6.686,0,8.19
20.864,0.226,5.295,0.114,49.30,219.98,2.893,-35.141,18.294,0,-6.864
17.855,0.175,142.768,0.093,71.353,155.507,3.085,-20.11,16.636,1,-3.536
42.326,0.369,-95.46,0.213,56.094,207.445,2.688,-40.823,66.066,1,33.735
80.647,0.173,-85.68,0.098,202.746,325.445,3.42,-269.435,14.967,1,75.204
21.457,0.204,-22.767,0.105,51.791,207.826,3.024,-39.829,2.713,0,-13.056
23.029,0.447,-6.743,0.234,41.994,167.725,2.674,35.348,42.039,1,-14.553
6.921,0.572,-34.536,0.321,28.164,195.142,2.429,-16.099,19.973,0,6.193
14.661,0.475,10.347,0.238,24.734,152.337,2.346,-13.726,26.128,0,-2.004
29.767,0.207,-25.626,0.12,90.701,333.806,3.29,41.03,4.262,0,16.599
10.337,0.525,24.831,0.285,18.791,190.416,2.53,7.626,26.04,1,0
10.5,0.779,13.045,0.495,13.087,177.997,2.154,5.057,13.667,1,-9.879
15.267,0.238,67.291,0.128,60.409,232.763,2.918,40.2,2.646,0,6.878
32.982,0.159,-10.671,0.082,79.23,290.87,3.384,28.653,2.108,0,18.863
26.4,0.23,64.43,0.145,53.377,171.408,2.849,36.079,5.289,0,-19.3
46.459,0.075,-105.779,0.049,229.309,187.207,3.594,-107.459,40.621,1,22.038
10.654,0.521,-10.595,0.273,25.424,86.824,2.216,-15.924,79.823,1,-7.035
16.14,0.304,14.488,0.157,35.035,45.226,2.71,21.612,55.361,0,12.684
25.992,0.233,-57.067,0.148,58.321,304.331,3.184,32.38,3.5,0,14.393
33.496,0.162,-57.149,0.083,73.976,272.534,3.589,40.366,1.537,0,17.083
37.528,0.243,102.255,0.153,105.097,155.873,2.87,23.294,26.715,1,11.823
25.976,0.295,2.948,0.155,56.088,329.402,3.064,44.331,4.91,1,11.579
17.602,0.496,11.311,0.279,20.611,71.175,2.291,-13.172,65.696,0,-7.823
20.839,0.303,61.931,0.159,43.991,211.328,2.519,-19.901,17.384,0,8.402
34.692,0.189,74.613,0.094,76.994,260.046,2.991,47.499,16.997,0,31.056
19.301,0.319,-7.108,0.168,28.691,119.789,2.872,18.518,39.05,0,7.566
30.983,0.156,-52.509,0.083,84.866,289.299,3.672,68.719,0.151,0,-18.944
17.61,0.371,-8.641,0.208,25.341,224.839,2.682,-13.7,27.953,1,-10.937
9.776,0.432,25.933,0.264,45.525,177.451,2.903,35.732,36.896,1,6.27
14.476,0.634,17.028,0.362,16.657,142.746,2.486,24.474,67.574,1,-13.884
23.5,0.221,17.083,0.114,46.021,182.319,3.066,23.848,0.64,0,14.948
11.677,0.565,-30.691,0.321,24.359,114.336,2.474,-17.318,86.478,1,11.157
13.897,0.379,31.817,0.203,33.686,183.453,2.55,27.934,10.15,0,-5.806
16.203,0.538,28.97,0.286,21.021,142.35,2.583,-13.446,61.83,1,-13.657
17.797,0.433,42.595,0.26,28.718,179.446,2.584,-21.617,8.54,0,-5.579
26.674,0.179,53.057,0.102,80.291,212.309,3.576,81.06,4.036,0,13.878
48.256,0.144,63.486,0.055,80.003,245.025,3.307,-39.862,13.445,1,51.399
25.79,0.175,-9.218,0.089,62.528,198.74,3.503,53.335,2.734,0,-19.18
11.565,0.557,-1.624,0.28,20.31,136.366,2.495,12.898,44.765,0,-4.55
17.166,0.282,17.954,0.166,44.665,245.881,2.644,43.889,78.574,1,-6.48
17.395,0.478,21.988,0.248,20.972,133.56,2.48,-10.50,22.059,0,-8.744
9.739,0.825,-12.417,0.519,13.341,208.416,2.227,-8.407,73.701,1,11.092
14.805,0.382,-17.729,0.231,35.927,193.031,2.819,-20.4,5.938,0,-11.137
17.992,0.29,20.428,0.157,32.007,174.252,2.932,23.943,16.472,0,7.987
10.848,0.781,14.101,0.459,13.327,163.456,2.172,5.919,65.143,0,-11.029
11.098,0.598,-2.29,0.337,20.409,188.670,2.238,12.903,61.321,0,0.07
29.723,0.287,32.292,0.154,57.292,278.359,2.878,58.197,18.155,0,24.929
9.544,0.551,25.831,0.301,27.211,141.559,2.703,19.939,53.859,1,-11.952
24.08,0.221,6.628,0.114,43.391,241.316,3.202,31.939,2.152,0,16.264
7.412,0.509,-9.346,0.309,27.236,108.692,2.713,-3.834,61.157,1,3.89
14.938,0.432,10.177,0.248,24.718,219.284,2.454,15.632,8.976,0,8.725
22.529,0.297,-16.056,0.167,32.976,237.097,2.932,-20.728,72.235,1,13.103
12.966,0.284,-97.752,0.157,60.769,174.581,2.962,38.583,1.192,0,6.104
11.433,0.576,-15.02,0.304,12.583,65.721,2.073,7.462,68.284,0,-11.699
23.102,0.315,08.556,0.168,31.104,233.518,2.964,11.453,16.399,0,14.413
9.307,0.759,11.526,0.503,13.122,172.005,2.314,8.86,28.9,1,-9.024
9.548,0.572,4.314,0.35,26.495,222.065,2.546,-8.082,39.433,1,-11.059
11.26,0.747,-14.91,0.402,12.965,182.309,2.081,5.919,56.521,0,-11.433
22.715,0.206,-37.832,0.107,104.155,272.932,3.355,-58.712,1.687,0,14.331
22.508,0.226,12.764,0.125,61.716,247.691,3.254,56.447,0.258,0,14.77
16.452,0.31,-24.913,0.163,25.919,134.3,2.617,16.864,5.452,0,-5.46
18.367,0.312,-18.837,0.166,41.263,219.093,2.906,-36.437,4.868,1,13.739
87.306,0.036,-173.869,0.018,149.211,14.991,4.592,101.233,64.903,1,78.278
19.534,0.326,-3.706,0.195,31.553,156.898,2.93,26.272,6.48,0,-8.55
