fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
6.723,0.573,27.697,0.347,28.872,195.496,2.388,13.162,19.506,0,-6.015
25.193,0.233,-27.188,0.117,87.099,225.258,3.228,61.526,4.948,0,-18.674
29.052,0.182,28.444,0.092,44.544,268.728,3.567,35.464,0.852,0,-17.383
8.957,0.403,3.185,0.203,41.225,99.68,2.753,18.845,67.443,1,-5.604
24.561,0.174,-54.482,0.087,62.323,253.126,3.022,-40.568,4.284,0,-12.336
17.324,0.394,25.638,0.199,25.76,128.933,2.681,19.225,10.273,0,-12.868
19.78,0.291,-28.104,0.165,36.137,217.031,2.795,-28.423,4.194,0,11.155
18.321,0.252,-67.012,0.158,57.08,230.706,2.642,-40.829,7.407,0,-13.297
27.013,0.141,74.885,0.078,74.518,212.207,3.553,60.478,0.038,0,15.579
9.035,0.775,-8.298,0.426,17.508,223.398,2.102,-14.516,47.811,1,4.336
10.632,0.536,-16.175,0.271,22.152,77.283,2.185,-17.362,24.024,0,-7.856
19.357,0.513,-80.463,0.36,111.683,328.991,2.83,-83.629,33.673,1,19.522
21.413,0.233,51.424,0.122,33.845,129.923,3.107,18.193,2.021,0,13.349
12.62,0.658,-3.296,0.388,20.391,161.296,2.29,11.507,65.576,0,9.954
15.926,0.524,18.893,0.272,21.44,119.389,2.27,20.788,30.748,0,-9.273
20.094,0.336,70.637,0.182,66.809,244.895,2.85,47.102,12.113,0,-18.796
13.754,0.37,15.494,0.206,38.685,222.35,2.453,29.176,6.809,0,9.661
11.019,0.546,23.516,0.285,17.749,144.78,2.248,7.601,14.761,0,4.602
22.679,0.28,-20.326,0.11,33.624,174.64,2.806,-26.521,24.128,1,-14.518
32.052,0.163,43.367,0.088,95.708,289.179,3.504,105.756,21.649,0,24.519
5.052,0.6,-4.677,0.326,26.602,175.839,2.314,14.555,4.526,0,5.012
23.892,0.37,-39.782,0.203,54.974,286.62,2.918,15.107,37.654,1,23.762
6.218,0.769,20.823,0.508,20.83,187.398,2.16,17.185,1.705,0,6.117
18.016,0.293,15.976,0.155,35.342,217.467,2.702,31.801,10.973,0,-8.178
24.23,0.18,18.552,0.096,48.768,168.557,3.03,37.377,16.484,0,18.21
10.973,0.55,-13.298,0.296,21.497,163.617,2.2,-18.664,84.406,1,-10.731
11.353,0.729,-15.01,0.384,12.831,71.505,2.40,4.438,86.158,0,11.674
7.426,0.779,-0.586,0.482,17.485,230.733,2.16,3.341,91.225,0,5.23
45.179,0.083,143.689,0.042,216.135,293.821,4.17,181.961,10.416,0,22.09
6.68,0.56,9.858,0.317,23.347,204.354,2.39,18.92,42.312,1,6.345
9.331,0.756,9.514,0.509,11.973,272.894,2.426,-8.746,72.213,1,-12.661
12.92,0.645,17.054,0.359,21.116,176.245,2.456,-7.957,5.933,0,7.827
17.508,0.371,28.116,0.217,28.92,260.139,2.932,23.813,0.102,0,6.974
14.424,0.538,9.141,0.316,29.862,174.093,2.584,17.942,22.917,0,-7.89
22.951,0.29,25.122,0.015,30.948,361.217,3.35,27.331,13.089,0,13.568
12.161,0.418,-8.456,0.237,38.851,192.225,2.634,25.438,3.486,0,10.39
17.354,0.375,13.552,0.212,28.266,280.836,2.757,15.363,7.441,0,-11.029
16.368,0.569,1.004,0.31,17.338,233.495,2.303,-12.684,40.842,1,-14.01
14.287,0.386,-5.534,0.219,25.99,253.019,2.58,-18.58,16.317,0,5.285
16.785,0.312,13.386,0.166,43.488,121.339,2.73,31.57,3.485,0,7.869
23.778,0.208,-70.652,0.115,87.936,254.409,3.351,78.63,0.259,0,-18.147
13.453,0.499,-114.952,0.266,98.069,33.011,2.306,54.72,35.673,0,11.05
7.466,0.782,2.665,0.446,19.926,241.376,2.188,-7.75,68.652,0,-5.242
21.73,0.22,-10.489,0.116,49.0,214.296,2.993,37.58,8.762,0,-12.356
9.77,0.653,8.247,0.316,24.207,141.057,2.392,20.01,28.472,0,2.562
10.108,0.573,31.113,0.289,22.393,155.777,2.314,-15.083,47.216,0,-7.618
23.318,0.207,33.44,0.107,94.931,200.705,3.008,-96.622,4.374,1,15.908
17.45,0.297,-36.796,0.154,28.218,25.762,2.621,-19.523,59.776,0,-6.841
8.719,0.654,28.274,0.383,25.162,167.455,2.494,20.037,75.496,1,-1.911
9.138,0.553,31.024,0.281,25.624,165.37,2.518,20.467,22.332,0,-1.567
10.088,0.388,21.727,0.219,38.103,127.831,2.646,-23.646,21.329,1,-4.291
25.09,0.293,25.452,0.155,27.997,152.959,2.48,-12.265,70.185,0,17.973
18.649,0.374,-15.937,0.208,23.128,165.725,2.624,-15.954,19.44,0,12.121
14.563,0.428,-8.76,0.246,24.727,203.767,2.607,-14.932,79.523,1,8.549
16.035,0.317,25.464,0.178,43.356,139.336,2.841,34.668,15.771,0,-8.601
21.208,0.279,-26.999,0.16,32.654,143.257,2.891,-17.497,4.501,0,13.103
20.158,0.281,59.05,0.146,36.599,217.25,2.893,-12.966,13.897,0,9.964
17.625,0.378,-10.219,0.213,25.787,71.397,2.802,19.386,34.748,0,9.156
12.757,0.499,28.544,0.266,29.006,77.08,2.481,16.086,85.187,0,-8.748
17.367,0.477,7.329,0.242,27.368,159.333,2.485,19.932,5.333,0,-17.682
29.295,0.182,-58.811,0.104,88.22,372.2,3.758,71.529,1.77,0,20.482
23.298,0.189,44.643,0.107,56.08,211.55,3.285,53.438,3.309,0,-14.291
18.404,0.404,17.02,0.215,39.51,213.216,2.629,32.67,3.056,0,-14.821
20.716,0.441,8.477,0.238,23.181,66.204,2.848,20.809,1.806,0,14.012
18.455,0.28,17.018,0.145,46.009,148.726,2.729,36.947,1.206,0,14.309
15.065,0.35,53.596,0.179,54.981,79.04,2.682,39.028,24.638,0,-7.485
14.3,0.444,27.922,0.223,28.94,185.422,2.496,25.477,28.17,0,-7.224
46.762,0.084,85.246,0.043,85.946,92.065,4.566,79.966,13.419,0,30.362
14.356,0.39,15.612,0.26,35.497,214.957,2.713,31.805,10.206,0,-9.679
17.815,0.276,67.469,0.146,45.183,212.939,2.645,-18.678,15.562,0,-15.131
20.808,0.487,-70.571,0.302,56.609,145.72,2.509,-40.033,80.49,1,-5.429
1.75,0.65,-111.627,0.384,2.752,270.79,2.289,17.691,35.728,0,0.624
8.454,0.531,17.493,0.28,24.417,204.635,2.359,-16.172,12.664,0,6.027
12.54,0.42,-3.296,0.221,34.92,192.631,2.608,22.917,4.996,0,9.783
15.364,0.335,41.48,0.171,48.388,205.505,2.754,30.65,801.783,1,13.659
6.954,0.53,26.552,0.115,27.895,123.789,2.102,15.363,42.124,0,-6.364
22.368,0.208,42.477,0.121,76.271,230.045,3.412,72.731,7.539,0,6.976
32.157,0.204,-19.226,0.118,90.257,342.374,3.623,66.513,1.858,0,28.694
100.691,0.163,-190.105,0.072,190.546,326.437,3.931,-190.108,54.722,1,88.754
33.554,0.165,8.73,0.083,57.455,137.65,3.839,59.398,3.379,0,6.068
21.999,0.22,10.488,0.114,46.008,178.321,3.018,28.655,0.969,0,11.658
28.463,0.166,-22.972,0.086,44.947,224.058,3.22,-18.372,12.293,0,-20.192
27.189,0.238,17.837,0.127,44.755,216.762,3.163,23.822,7.599,0,-11.45
19.275,0.322,-8.456,0.174,28.311,249.986,2.761,-25.165,4.714,0,-14.317
30.581,0.156,-53.329,0.083,80.75,309.13,3.861,77.732,5.239,0,22.163
10.51,0.771,-12.874,0.503,13.028,203.795,2.368,-4.631,9.562,1,8.495
8.029,0.728,-29.428,0.45,19.191,242.745,2.508,-16.382,87.911,1,-9.017
23.725,0.218,-44.863,0.13,76.386,304.158,3.593,64.365,1.112,0,-101.825
21.209,0.284,18.931,0.144,31.441,176.764,2.804,24.691,8.682,0,13.103
22.301,0.291,28.609,0.182,49.151,248.931,2.925,41.819,4.674,1,-9.936
19.275,0.322,-8.456,0.174,28.311,249.986,2.761,-25.165,4.714,0,-14.317
10.559,0.645,1.397,0.384,17.665,234.102,2.178,-5.265,56.249,1,-7.691
9.542,0.419,24.265,0.214,37.093,81.01,2.610,24.316,69.945,1,+6.421
0,0.775,0,0.476,21.118,62.14,2.183,0,14.211,0,10.192
8.719,0.617,-34.614,0.314,23.387,154.427,2.107,-9.549,75.067,0,-3.985
11.833,0.696,15.101,0.401,12.652,97.162,2.032,-9.328,28.829,0,+11.17
12.227,0.467,-2.611,0.253,30.809,212.38,2.529,23.348,35.805,0,-11.979
24.121,0.268,18.153,0.139,30.829,209.02,2.808,-15.122,16.393,0,17.787
30.338,0.35,-30.642,0.196,65.478,113.792,2.531,-63.524,66.799,1,-20.022
7.393,0.772,3.001,0.446,19.16,196.048,2.154,-8.626,70.736,0,4.303
11.966,0.483,-27.205,0.27,37.134,109.791,2.367,-18.254,74.435,1,-6.556
15.847,0.36,9.156,0.214,26.504,130.877,2.672,16.53,24.554,0,4.526
96.637,0.178,-92.594,0.096,243.23,229.644,3.752,-256.06,45.541,1,78.505
25.497,0.352,-14.608,0.185,27.989,224.416,2.65,-18.457,76.933,1,17.305
20.805,0.311,6.14,0.166,36.467,185.891,2.894,24.827,7.778,0,8.59
10.789,0.484,50.546,0.274,39.533,181.501,2.365,-18.8,9.037,0,-3.499
13.698,0.397,21.829,0.24,30.761,180.545,2.462,22.304,2.423,0,12.367
8.246,0.606,30.686,0.347,28.765,135.396,2.255,22.044,11.054,0,-6.63
20.064,0.352,28.062,0.18,29.89,187.607,2.71,-12.498,45.781,0,-21.029
9.122,0.348,29.902,0.18,45.847,222.027,2.842,39.953,11.778,1,-6.923
9.537,0.591,8.754,0.318,26.653,204.765,2.738,22.479,68.834,1,-6.116
9.537,0.591,25.709,0.351,26.44,112.389,2.769,22.359,65.535,1,-4.52
29.315,0.238,-18.776,0.124,30.958,223.836,3.01,25.97,18.904,0,-21.007
12.679,0.449,22.86,0.246,26.923,236.385,2.708,20.71,33.192,1,-8.417
11.019,0.506,9.616,0.275,23.953,136.27,2.498,20.468,11.516,0,-4.609
8.372,0.688,9.885,0.365,24.128,233.34,2.487,19.96,65.305,1,-3.587
