beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98116,2,6400,1720,950000,1,0
2,98108,1,5000,1800,599000,1,0
2,98126,2,6400,1020,585000,1,0
2,98105,2.5,1257,1370,912000,1,0
2,98118,1,6000,1150,565000,1,0
3,98136,1,4850,940,500000,1,0
3,98117,3.5,1478,1680,920000,1,0
3,98119,2,4400,1460,1100000,1,0
3,98106,2,4410,1740,950000,1,0
3,98115,2.5,1680,1560,900000,1,0
2,98125,1,6750,1210,624000,1,0
3,98122,2.5,1500,1573,1000000,1,0
3,98107,2.5,1500,2460,1495000,1,0
3,98133,2,906,1400,778000,1,0
3,98107,2,1099,1210,750000,1,0
2,98117,1.5,5500,1670,1025000,1,0
3,98122,1.5,1250,1710,1000000,1,0
4,98199,3,5175,3800,1950000,1,0
3,98118,2,6100,1860,945000,1,0
3,98107,2,1,1370,890000,0,0
3,98117,2,1085,1569,865000,1,0
4,98118,3.5,1632,2670,1200000,1,0
3,98107,2.5,1,1820,899000,0,0
2,98119,2,780,1460,604000,1,0
4,98133,3.5,3196,2480,1500000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1310,625000,1,0
4,98117,2,4700,3350,1290000,1,0
3,98115,2,6000,1820,1050000,1,0
4,98103,3,4000,3180,2130000,1,0
2,98106,1,4000,720,490000,1,0
3,98115,2.5,2297,1560,870000,1,0
2,98168,1,0.27,1080,479000,0,0
3,98106,1,6150,1060,650000,1,0
3,98115,3,6710,1370,900000,1,0
3,98146,1.5,7150,1520,720000,1,0
3,98117,2,5000,1560,985000,1,0
3,98109,2,4200,1740,1165000,1,0
4,98119,2.5,5000,3034,2125000,1,0
4,98118,2,6250,2230,1350000,1,0
3,98122,1,4000,1010,846000,1,0
3,98117,2.5,1488,1524,885000,1,0
4,98118,2,5636,2230,1300000,1,0
5,98146,3.33,7650,2720,700000,1,0
3,98109,2,4225,1690,910000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98112,3.5,4301,3220,2050000,1,0
3,98118,2,6300,1390,740000,1,0
3,98107,2,7150,2120,1360000,1,0
3,98106,2,7200,1570,945000,1,0
3,98117,2,1395,1425,900000,1,0
2,98106,2,6250,1860,725000,1,0
3,98107,3,3000,1730,1270000,1,0
2,98106,1,5187,1260,535000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,615000,1,0
4,98117,2,4700,3400,1290000,1,0
3,98115,2,4000,2467,1280000,1,0
4,98136,3.5,3529,2895,1299000,1,0
2,98115,2.5,924,1524,875000,1,0
1,98101,1,0.35,616,239900,0,0
4,98126,3.5,1650,2520,1210000,1,0
2,98115,2,875,1200,750000,1,0
4,98146,2,6000,1920,918000,1,0
2,98126,1,5038,1240,750000,1,0
3,98103,2,1,1413,1099970,0,0
4,98117,2,5094,2100,976000,1,0
3,98144,2,1107,1608,679000,1,0
3,98117,3.5,3994,2190,1025000,1,0
4,98136,2.5,3090,2130,1005000,1,0
2,98103,3,1,1121,970000,0,0
3,98107,3.5,1415,1970,1050000,1,0
5,98117,3.5,6250,3310,1575000,1,0
2,98115,1,8160,990,385000,1,0
2,98103,2,6000,881,550000,1,0
3,98103,2.5,1348,1570,700000,1,0
3,98109,2.5,1248,1310,900000,1,0
3,98144,2.5,1604,1320,735000,1,0
3,98117,2.5,1037,1180,740000,1,0
3,98103,2.5,1248,1515,895000,1,0
4,98177,1,0272,376,1199,0,0
3,98117,2.5,1037,1282,900000,1,0
2,98144,1,3060,2040,700000,1,0
3,98177,2.5,8000,1730,950000,1,0
3,98115,1,4349,1660,749900,1,0
4,98136,2.5,4590,2190,1075000,1,0
4,98126,2,6000,2820,920000,1,0
2,98144,2,594,1199,710000,1,0
3,98117,2.5,9813,96.7,515000,1,0
3,98117,2,9813,96.7,515000,1,0
4,98108,3,5000,2950,1280000,1,0
3,98168,2,7800,2600,720000,1,0
3,98126,2,582,1670,765000,1,0
2,98144,2,5000,1440,0.24,0,0
3,98126,2,6396,1580,820000,1,0
2,98115,2,564,1147,749950,1,0
4,98199,2.5,5000,2421,1500000,1,0
3,98126,2,6750,2160,912000,1,0
3,98117,2,1086,1480,950000,1,0
3,98117,1,4560,1520,960000,1,0
2,98125,1,7500,1250,510000,1,0
3,98122,1.5,713,1370,900000,1,0
3,98117,2.5,988,1820,950000,1,0
4,98118,5.5,5250,2970,1485000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98125,2.5,1317,1410,675000,1,0
4,98136,2,7186,2860,850000,1,0
3,98144,2.5,1416,1100,695000,1,0
3,98122,2.5,3800,3100,1940000,1,0
2,98122,2.5,1500,1098,645000,1,0
3,98122,2.5,2488,2300,1280000,1,0
2,98103,2,0.29,1125,330000,0,0
2,98116,2,1087,1248,750000,1,0
4,98144,2.5,2670,1760,925000,1,0
4,98168,2.5,0.1,4000,1875000,0,0
4,98115,2,5400,2840,1225000,1,0
3,98126,2.5,1086,1670,725000,1,0
4,98115,3,6046,2380,1050000,1,0
3,98178,1.5,6800,1350,850000,1,0
3,98117,1,5000,1180,615000,1,0
7,98144,4,2160,1936,875000,1,0
5,98115,3.5,6867,4290,2300000,1,0
3,98144,1.5,1040,1350,699000,1,0
3,98126,2,6396,1580,820000,1,0
2,98115,2,564,1147,749950,1,0
5,98109,3,2550,2610,1795000,1,0
4,98146,2,8100,2330,880000,1,0
3,98116,2,5000,2360,1295000,1,0
3,98117,1,4825,1420,870000,1,0
3,98136,1,9856,1060,810000,1,0
3,98199,2,4000,2950,1500000,1,0
3,98115,2.5,1798,1380,880000,1,0
3,98133,1.5,6120,2080,850000,1,0
2,98117,1.5,5500,1670,1025000,1,0
3,98122,1.5,1250,1710,1000000,1,0
4,98199,3,5175,3800,1950000,1,0
3,98106,2,5040,1500,940000,1,0
3,98125,2,7333,2040,1200000,1,0
4,98118,1,6000,1170,555000,1,0
2,98103,2,0.32,1101,750000,0,0
3,98106,2,7200,1480,918000,1,0
2,98109,2,800,1041,700000,1,0
3,98103,2.5,1372,1580,1095000,1,0
3,98106,1,3750,1050,399950,1,0
2,98122,2,912,1248,890955,1,0
3,98115,1.5,6270,2220,930000,1,0
4,98107,2,2600,1680,930000,1,0
2,98115,2,1049,1391,672500,1,0
4,98199,1.5,6532,2100,875000,1,0
4,98103,2,4224,1160,710000,1,0
3,98125,2,8580,1380,775000,1,0
1,98121,1,0.31,820,590000,0,0
3,98136,1,4850,940,500000,1,0
3,98126,3.5,1387,1710,900000,1,0
4,98144,2.5,1884,1630,675000,1,0
2,98103,2,1248,1295,735000,1,0
3,98119,2.5,1602,2100,1266000,1,0
4,98117,2,5000,2140,1200000,1,0
4,98178,2.5,3000,2220,915000,1,0
3,98144,1,3760,990,500000,1,0
3,98109,2.5,660,1170,856900,1,0
2,98122,1,4240,710,430000,1,0
3,98115,1,4349,1660,749900,1,0
3,98126,3.5,1396,1520,750000,1,0
3,98103,2,1250,1515,965000,1,0
3,98116,2.5,1959,1420,780000,1,0
2,98107,1,7400,749,745000,1,0
4,98103,3.5,1680,1840,1175000,1,0
4,98105,3.5,5300,3220,2045000,1,0
3,98117,2.5,2086,1720,865000,1,0
4,98117,3.5,3362,2100,1275000,1,0
4,98115,2,3060,1810,870000,1,0
3,98103,2.5,1372,1580,1095000,1,0
3,98106,1,3750,1050,399950,1,0
2,98122,2,912,1248,890955,1,0
3,98115,1.5,6270,2220,930000,1,0
2,98115,2,1049,1401,780000,1,0
4,98106,3,5268,2040,950000,1,0
3,98125,2,7680,1950,895000,1,0
2,98115,1,6180,1810,925000,1,0
2,98199,2,580,1150,875000,1,0
4,98118,4,3068,1920,710000,1,0
2,98126,1,6300,670,510000,1,0
3,98103,2,2500,1360,970000,1,0
3,98118,2,5000,2100,1266000,1,0
3,98118,2.5,3090,2100,1266000,1,0
3,98103,2.5,1125,1610,1165000,1,0
3,98126,2.5,1294,1540,775000,1,0
2,98109,4.5,1500,2790,2050000,1,0
4,98115,2.5,3615,2100,1225000,1,0
4,98118,2,5250,1440,770000,1,0
5,98117,2,5100,2320,1448000,1,0
4,98115,3,6700,2230,1150000,1,0
3,98126,4.5,1336,1718,725000,1,0
3,98133,2,9065,1440,839000,1,0
4,98103,3,4000,2230,1410000,1,0
2,98116,2,1452,840,645000,1,0
2,98126,2.5,1374,1180,675000,1,0
1,98101,1,0.35,616,399900,0,0
1,98116,1,7073,630,535000,1,0
3,98103,3.5,1500,1936,1395000,1,0
5,98118,3.5,7650,3730,1575000,1,0
2,98112,2.5,834,1048,899000,1,0
3,98117,2,2600,1280,900000,1,0
3,98106,2,5000,2,940000,1,0
3,98107,3,1950,1490,999950,1,0
4,98117,2,8500,2200,1415000,1,0
3,98118,2,5000,2060,720000,1,0
1,98102,1,0.35,617,335000,0,0
3,98126,3,7638,1720,750000,1,0
3,98117,2,7770,1720,950000,1,0
4,98118,3,0.29,2016,1485000,0,0
4,98146,2,9500,1780,750000,1,0
3,98117,2.5,2129,1713,920000,1,0
3,98125,2.5,5997,2340,800000,1,0
3,98177,2,1193,1220,710000,1,0
3,98117,2.5,1571,1560,875000,1,0
2,98103,2.5,0.43,1018,430000,0,0
3,98103,2.5,1375,1570,950000,1,0
3,98103,2,1370,1660,950000,1,0
3,98103,2.5,1560,1125,884999,1,0
3,98103,2.5,1295,1420,880000,1,0
4,98115,3,5250,2250,1150000,1,0
5,98118,2,6250,2080,810000,1,0
3,98118,2,6914,2140,840000,1,0
4,98116,2.5,7614,2200,1230000,1,0
3,98117,2.5,2577,1800,1149000,1,0
2,98106,1,2064,976,475000,1,0
3,98125,2,9292,1730,1050000,1,0
2,98112,2,6200,1088,875000,1,0
4,98125,6.5,8296,4380,1550000,1,0
3,98103,1,2500,1370,770000,1,0
3,98126,2,6396,1580,820000,1,0
2,98115,2,564,1147,749950,1,0
5,98109,3,2550,2610,1795000,1,0
4,98146,2,7800,2670,910000,1,0
3,98136,2,6036,2370,1300000,1,0
3,98133,1,6200,2160,900000,1,0
3,98116,2,1468,1482,750000,1,0
2,98125,1,7800,805,550000,1,0
3,98122,3.5,1476,2130,1350000,1,0
3,98168,1,0.31,1530,439000,0,0
2,98103,1.5,1,901,899980,0,0
4,98117,3,2400,2280,1265000,1,0
3,98117,3.5,1600,2019,1295000,1,0
3,98105,2,1246,1600,865000,1,0
3,98107,2.5,1294,1566,865000,1,0
3,98122,1,4000,3260,870000,1,0
3,98105,3.5,768,2801,1630000,1,0
3,98107,2,4345,1380,710000,1,0
3,98122,2,5400,2100,1268000,1,0
3,98105,3.5,1020,1740,900000,1,0
2,98103,2,6175,994,590000,1,0
4,98103,3.5,2600,2440,1448000,1,0
3,98107,2,7200,2560,1180000,1,0
4,98115,3,6700,2230,1150000,1,0
3,98115,2,1,1147,579000,0,0
3,98126,3.5,1580,1220,680000,1,0
3,98125,1,8297,1310,710000,1,0
3,98115,2,6120,1690,855000,1,0
3,98199,2,4000,3280,1300000,1,0
3,98115,2,912,1540,738000,1,0
4,98136,3,7500,2400,1375000,1,0
3,98144,2.5,1248,1400,675000,1,0
3,98117,2.5,4095,2220,1130000,1,0
3,98112,3,3200,2300,1550000,1,0
3,98125,3,4260,1390,570000,1,0
3,98122,3,3200,2470,1480000,1,0
3,98177,3,7320,2160,1350000,1,0
3,98107,3.5,1500,1790,1000000,1,0
3,98133,3,4800,1760,1050000,1,0
2,98126,1.5,4500,1580,620000,1,0
3,98107,3.5,5019,3100,3320000,1,0
3,98115,1,4349,1660,749900,1,0
3,98125,3.5,6840,2770,940000,1,0
3,98117,3.5,1125,1500,705000,1,0
4,98119,2,5000,2015,950000,1,0
1,98102,1,0.48,707,405000,0,0
3,98106,1,3720,1180,538000,1,0
2,98118,2,5750,1720,650000,1,0
4,98108,3.5,2900,2600,1525000,1,0
3,98136,2.5,3.97,1390,580000,0,0
4,98103,3.5,2050,2600,1750000,1,0
4,98115,2,5400,2430,915000,1,0
3,98146,2,6000,1640,705000,1,0
3,98117,2.5,12.0,1820,650000,0,0
3,98125,2,7200,1730,875000,1,0
3,98177,2,7280,1960,1385000,1,0
3,98117,2.5,6120,2480,1650000,1,0
3,98178,2,7200,1630,875000,1,0
3,98107,1,5000,1820,1000000,1,0
4,98105,3,3784,2400,1395000,1,0
4,98136,3,9500,1500,875000,1,0
3,98126,2,6396,1580,820000,1,0
2,98115,2,564,1147,749950,1,0
5,98109,3,2550,2610,1795000,1,0
2,98115,2,2.02,1015,468000,0,0
3,98107,1,5000,1220,750000,1,0
5,98126,3.5,5880,5020,1550000,1,0
2,98116,1,6670,1080,818000,1,0
2,98115,2.5,2068,1047,949950,1,0
3,98117,1.5,4080,2160,900000,1,0
2,98115,2.5,2068,1040,950000,1,0
3,98199,3.5,0.29,3880,2500000,0,0
3,98117,14.5,6720,1990,670000,1,0
3,98115,2,4590,2130,910000,1,0
3,98112,2,3200,2650,1100000,1,0
2,98117,1.5,1560,1580,699000,1,0
4,98119,3.5,3360,2560,1500000,1,0
4,98115,3.5,7680,3120,1600000,1,0
3,98177,3.5,6720,2380,840000,1,0
3,98115,2,98115,1763,920000,1,0
2,98119,2,8159,1400,1750000,1,0
2,98136,2.5,1388,994,670000,1,0
3,98117,1,6300,2170,700000,1,0
3,98117,2.5,13824,1550,965000,1,0
3,98122,3,1110,1900,945000,1,0
3,98107,2.5,1560,1573,955000,1,0
3,98122,3.5,2,2440,1650000,0,0
4,98105,2.5,3360,2336,1325000,1,0
3,98125,1,8920,1730,535000,1,0
5,98118,3,5200,2020,732000,1,0
5,98118,2,7200,1550,898000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98125,2.5,1317,1410,675000,1,0
4,98136,3,1000,1780,699000,1,0
2,98144,2.5,4000,2270,1150000,1,0
2,98108,1,6150,980,475000,1,0
2,98103,2.5,0.34,1131,850000,0,0
2,98146,2,8000,1720,630000,1,0
4,98117,3,3824,2600,1130000,1,0
2,98103,2,0.53,1111,699950,0,0
4,98125,2.5,1533,1670,765000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,610000,1,0
3,98115,2,5750,1930,1050000,1,0
3,98126,3.5,1324,1360,789950,1,0
2,98118,1.5,5000,2460,551000,1,0
3,98125,1,7500,1120,550000,1,0
3,98122,2.5,5000,2460,1500000,1,0
4,98103,3,4000,2800,1200000,1,0
2,98107,3.5,574,1372,899000,1,0
4,98199,3.5,8000,3020,1385000,1,0
4,98115,3,6000,3335,1325000,1,0
2,98103,2.5,876,1445,890000,1,0
1,98196,1,0.32,676,360000,0,0
3,98103,2.5,1248,1570,905000,1,0
3,98117,3.5,1478,1680,920000,1,0
1,98119,1,0.35,820,680000,0,0
3,98115,2.5,1085,1767,852000,1,0
4,98119,2,5000,2015,950000,1,0
3,98136,3,8000,3290,2600000,1,0
3,98125,2.5,1327,1370,750000,1,0
3,98122,2,1097,1300,719950,1,0
3,98125,2,6000,1758,949000,1,0
3,98118,2,7200,1730,900000,1,0
